sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:possible_english_name,matchScore,mappingStatus,conceptId,comment
7234A,SYNDROMA RADICULARE BRACHII,99,,Brachial neuritis or radiculitis NOS,0.4756600856781006,UNCHECKED,443776,
3548X,MUU YLÄRAAJAN MONONEUROPATIA,68,,Other mononeuritis of upper limb,0.2967208921909332,UNCHECKED,4134455,
7324X,OSTEOCHONDROSIS JUVENILIS EXTREMITATIS INFER ALIA,15,,"Juvenile osteochondrosis of lower extremity, excluding foot",0.7480151653289795,UNCHECKED,441103,
4339A,OCCL/STENOSIS ARTER.PRAECEREBRALES NUD CUM INFARCTU,6,,Occlusion and stenosis of unspecified precerebral artery,0.4258311986923218,UNCHECKED,46270381,
7180F,"NIVELRUSTON SAIRAUS,POLVI",98,,Articular cartilage disorder,0.13813000917434692,UNCHECKED,36531183,
4461A,MORBUS KAWASAKI,6,,Acute febrile mucocutaneous lymph node syndrome [MCLS],0.618256151676178,UNCHECKED,314381,
7424A,ANOMALIAE CEREBRI ALIAE,15,,Other specified congenital anomalies of brain,0.41401559114456177,UNCHECKED,36551207,
5241A,GNATHOANOMALIAE AD BASIM CRANII,68,,Anomalies of relationship of jaw to cranial base,0.30397602915763855,UNCHECKED,434063,
7901A,KOHONNUT LASKO,98,,Elevated sedimentation rate,0.2908986508846283,UNCHECKED,4236744,
7545D,METATARSUS VARUS CONGENITUS,15,,"Varus deformities of feet, congenital",0.8824924230575562,APPROVED,4052685,
5780A,HAEMATEMESIS,97,,Hematemesis,1.0,APPROVED,26727,
5965F,ALIA INCONTINENTIA URINAE DEFINITA,68,,Other functional disorders of bladder,0.5132729411125183,UNCHECKED,197672,
4578X,MORBI VASORUM LYMPHATICORUM NON INFECTIOSI ALIA DEF,6,,Other noninfectious disorders of lymphatic channels,0.3349481523036957,UNCHECKED,4141496,
7611A,"RUPTURA MEMBRANAE FOETUS ANTETEMPUS , SEQUELA FOET",15,,Premature rupture of membranes affecting fetus or newborn,0.4053487181663513,UNCHECKED,4015143,
6140B,S-O-ITIS ACUTA CUM IUD,68,,Acute salpingitis and oophoritis,0.23824800550937653,UNCHECKED,4102631,
4870A,INFLUENZA CUM PNEUMONIA,6,,Influenza with pneumonia,0.8292386531829834,APPROVED,256723,
7220A,"PROLAPSUS DISCI INTERVERT CERV, SINE MYELO/RHIZOPAT",97,,Displacement of cervical intervertebral disc without myelopathy,0.35397347807884216,UNCHECKED,4150320,
7683A,SIKIÖN VAARATILANNE SYNNYTYKSEN AIKANA,15,,"Fetal distress first noted during labor and delivery, in liveborn infant",0.21227236092090607,UNCHECKED,4232037,
7151A,"OSTEOARTHROSIS PRIMARIA, OLKANIVEL",68,,"Osteoarthrosis, localized, primary",0.5672295689582825,UNCHECKED,80180,
5245A,ABNORMITATES FUNCTIONIS DENTO-FACIALI,6,,Dentofacial functional abnormalities,0.4996616542339325,UNCHECKED,42539644,
2165A,"VARTALON IHON BEN KASVAIN,NAEVUS PIGMENTOSUS",96,,"Benign neoplasm of skin of trunk, except scrotum",0.48317575454711914,UNCHECKED,4296637,
7850A,TACHYCARDIA NUD,68,,"Tachycardia, unspecified",0.7997892498970032,APPROVED,444070,
5309X,"RUOKATORVISAIRAUS ,NUD",6,,Unspecified disorder of esophagus,0.22506918013095856,UNCHECKED,4193639,
7690B,VASTASYNTYNEEN IRDS+ AVOIN VALTIMOTIEHYT (PDA),15,,Respiratory distress syndrome in newborn,0.25416192412376404,UNCHECKED,37016769,
3079X,SYNDROMA PSYCHOGENICA ALIA DEFINITA,67,,"Other and unspecified special symptoms or syndromes, not elsewhere classified",0.5819178223609924,UNCHECKED,3190265,
5322D,"ULCUS BULBI,PENETROITUNUT",6,,Acute duodenal ulcer with hemorrhage and perforation,0.32286345958709717,UNCHECKED,4173943,
2959B,"ERILAISTUMATON SKITSOFRENIA,SUBKROONINEN",96,,Unspecified schizophrenia,0.1822080910205841,UNCHECKED,4245799,
7701A,ASPIRATIO MECONIUM PER MAGNAM,15,,Fetal and newborn aspiration,0.6651104688644409,UNCHECKED,437374,
3314A,HYDROCEPHALUS OBSTRUCTIVUS,67,,Obstructive hydrocephalus,0.7548937797546387,UNCHECKED,440385,
7843C,APHASIA SEU DYSPHASIA EXPRESSIVA,15,,Aphasia,0.7211559414863586,UNCHECKED,4039734,
6563A,"ASPHYXIA FOETALIS, RASKAUDEN AIKANA",96,,Fetal distress affecting management of mother,0.49065935611724854,UNCHECKED,439136,
7891A,HEPATOMEGALIA,15,,Hepatomegaly,0.8789848685264587,APPROVED,197676,
3808A,EXOSTOSIS MEATUS ACUSTICI EXTERNI,67,,Other disorders of external ear,0.5328800678253174,UNCHECKED,72715,
5522C,HERNIA VENTRALIS RECIDIVANS CUM OBSTRUCTIONE,6,,Ventral hernia with obstruction,0.5045369267463684,UNCHECKED,4187349,
5969X,RAKKOVIKA NUD,6,,Unspecified disorder of bladder,0.31518545746803284,UNCHECKED,4260688,
6603B,MATALA POIKKITILA TAI AVONAINEN TARJONTA,96,,Deep transverse arrest and persistent occipitoposterior position during labor and delivery,0.262484610080719,UNCHECKED,40488448,
4259X,CARDIOMYOPATHIA NUD,67,,"Secondary cardiomyopathy, unspecified",0.717448353767395,UNCHECKED,321319,
8083A,"FRACTURA OSSIS PUBIS, COMPLICATA",15,,Open fracture of pubis,0.5803230404853821,UNCHECKED,4263360,
7058C,HIDRADENITIS SUPPURATIVA,67,,Other specified disorders of sweat glands,1.0,APPROVED,4241223,
6028X,MORBUS PROSTATAE ALIUS DEFINITUS,6,,Other specified disorders of prostate,0.4376683831214905,UNCHECKED,321588,
8310A,"LUXATIO SCAPULAE TRAUMATICA GLENOHUMERALIS,NON COMP",96,,Closed dislocation of shoulder,0.45342767238616943,UNCHECKED,4178462,
7102B,SYNDROMA SICCUM SECUNDARIUM,67,,Sicca syndrome,0.5475274324417114,UNCHECKED,254443,
6029X,MORBUS PROSTATAE NUD,6,,Unspecified disorder of prostate,0.5077559351921082,UNCHECKED,321588,
8150B,"FRACTURA BASEOS METACARPI ALIA, NON COMPLICATA",15,,Closed fracture of metacarpal bones,0.3891283869743347,UNCHECKED,4009450,
7851A,PALPITATIO,67,,Palpitations,0.9372763633728027,APPROVED,315078,
6141B,S-O-ITIS CHRONICA CUM IUD,6,,Chronic salpingitis and oophoritis,0.31339606642723083,UNCHECKED,4183170,
9982A,VAHINGOSSA TAPAHT PUHKAISU TAI REPEÄM TOIMENPIT YHT,96,,"Accidental puncture or laceration during a procedure, not elsewhere classified",0.14742639660835266,UNCHECKED,4092263,
9663A,MYRKYTYS:KARBAMATSEPIINI,67,,Poisoning by other and unspecified anticonvulsants,0.23883335292339325,UNCHECKED,4056866,
8161C,"FRACTURA DIGITI III MANUS, COMPLICATA",15,,Open fracture of one or more phalanges of hand,0.3741835951805115,UNCHECKED,376973,
V240A,LAPSIVUOTEUDEN SEURANTA,67,,Postpartum care and examination immediately after delivery,0.3018483519554138,UNCHECKED,4241463,
6151A,"ENDOMETRITIS, ENDOMYOMETRITIS ET PERIMETRITIS CHR",6,,"Chronic inflammatory diseases of uterus, except cervix",0.6567549705505371,UNCHECKED,4339120,
2002A,LYMPHOMA MALIGNUM LYMPHOCYTICUM TYPUS BURKITT,95,,Burkitt's tumor or lymphoma,0.5066271424293518,UNCHECKED,4041800,
0384B,SEPTICHAEMIA E. COLI,66,,Septicemia due to other gram-negative organisms,0.49091997742652893,UNCHECKED,260430,
6203A,CLIMACTERIUM PRAECOX,6,,Acquired atrophy of ovary and fallopian tube,0.5654549598693848,UNCHECKED,4296878,
8340B,"LUXATIO DIGITI MANUS INTERPHALANGEALIS, NON COMPLIC",15,,Closed dislocation of finger,0.449113667011261,UNCHECKED,4217999,
4241B,STENOSIS VALVULAE AORTAE (NON RHEUMATICA),95,,Aortic valve disorders,0.5380906462669373,UNCHECKED,435829,
6225A,INSUFFICIENTIA CERVICIS UTERI,6,,Incompetence of cervix,0.7211374044418335,UNCHECKED,436740,
2015X,"MORBUS HODGKIN, NODULAR SCLEROSIS, NUD",66,,"Hodgkin's disease, nodular sclerosis",0.6843433976173401,UNCHECKED,36556458,
5240A,GNATHOANOMALIAE MAJORES,95,,Major anomalies of jaw size,0.5085407495498657,UNCHECKED,4160736,
8409X,DISTORSIO/DISTENSIO/RUPTURA HUMEROSCAPULARIS NUD,15,,Sprains and strains of unspecified site of shoulder and upper arm,0.398882120847702,UNCHECKED,4019243,
6230B,DYSPLASIA VAGINAE MODERATA,6,,Dysplasia of vagina,0.7563250660896301,APPROVED,4174893,
2900A,DEMENTIA SENILIS ET PRAESENILIS,66,,"Senile dementia, uncomplicated",0.46614494919776917,UNCHECKED,378125,
5589X,MUU EI-INFEKTIOOSI SUOLISTOSAIRAUS,95,,Other and unspecified noninfectious gastroenteritis and colitis,0.2182951420545578,UNCHECKED,444045,
6234A,LACERATIO VAGINAE INVETERATA,6,,Old vaginal laceration,0.539677083492279,UNCHECKED,4254779,
8633A,LAESIO INTESTINI TENUIS COMPLICATA,15,,Injury to small intestine with open wound into cavity,0.3933238983154297,UNCHECKED,200447,
2951A,"HEBEFREENISTYYPPINEN SKITSOFRENIA,TARKEMMIN MÄÄRITT",66,,Disorganized type schizophrenia,0.18439024686813354,UNCHECKED,4172856,
6534A,"DISPROPORTIO FOETOPELVICA,RASKAUDEN AIKANA",95,,Fetopelvic disproportion,0.5080918669700623,UNCHECKED,73534,
3792A,MORBI CORPORIS VITREI,66,,Disorders of vitreous body,0.4383673667907715,UNCHECKED,4224968,
8635A,LAESIO COLI SEU RECTI COMPLICATA,15,,Injury to colon or rectum with open wound into cavity,0.3491479456424713,UNCHECKED,4142195,
6249X,MORBI NONINFECTIOSI VULVAE ET PERINEI NUD,6,,Unspecified noninflammatory disorder of vulva and perineum,0.4591103792190552,UNCHECKED,4300384,
3811A,OTITIS MEDIA SEROSA,66,,Chronic serous otitis media,0.7580349445343018,APPROVED,4214270,
8450A,"DISTORSIO,DISTENSIO/RUPT.LIGAMENTI DELTOIDEI TARSI",95,,Ankle sprain,0.30787724256515503,UNCHECKED,4016694,
6284A,STERIL ET INFERTIL EX ORIG CERV UTERI SEU VAGIN PRI,6,,"Infertility, female, of cervical or vaginal origin",0.39128562808036804,UNCHECKED,196481,
8920A,"VULNUS PEDIS, DIGITI EXCEPTO NON COMPLICATUM",15,,"Open wound of foot except toe(s) alone, without mention of complication",0.31193098425865173,UNCHECKED,443861,
9222A,CONTUSIO ABDOMINIS,95,,Contusion of abdominal wall,0.6726530194282532,UNCHECKED,196569,
4414A,ANEURYSMA AORTAE ABDOMINALIS NON RUPTURATA,66,,Abdominal aneurysm without mention of rupture,0.7269134521484375,UNCHECKED,195559,
3469X,HEMICRANIA NUD,94,,"Migraine, unspecified",0.5507050156593323,UNCHECKED,40480082,
6523A,"SITUS TRANSVERSUS ET OBLIQUUS,RASKAUDEN AIKANA",6,,Transverse or oblique presentation of fetus,0.342576265335083,UNCHECKED,81358,
9051A,SEQUELAE FRACTURAE COLUMNAE VERTEBRALIS/TRUNCI,66,,Late effect of fracture of spine and trunk without mention of spinal cord lesion,0.5189024209976196,UNCHECKED,4174520,
8922A,"VULNUS PEDIS,DIG EXCEPTO+LAESIO TENDINIS,NON COMPLI",15,,"Open wound of foot except toe(s) alone, with tendon involvement",0.21023166179656982,UNCHECKED,4155089,
8233D,"FRACTURA DIAPHYSEOS TIBIAE/FIBULAE COMMINUTA, COMPL",94,,"Fracture of shaft of tibia and fibula, open",0.355209082365036,UNCHECKED,4213109,
6538A,"DISPROPORTIO FOETOPELVICA,ALIA DEFINITA,RASK AIK",6,,"Disproportion of other origin in pregnancy, labor, and delivery",0.47663548588752747,UNCHECKED,73534,
2250A,"NEOPLASMA BEN CEREBRI, CEREBELLI ET TRUNCI CEREBRI",65,,Benign neoplasm of brain,0.4103529453277588,UNCHECKED,4131772,
9079X,SEQUELAE LAESIONUM NERVORUM ALIORUM SEU NUD,15,,Late effect of injury to other and unspecified nerve,0.40683722496032715,UNCHECKED,4201705,
1733A,"KASVOJEN IHON SYÖPÄ,CA BASOCELLULARE",93,,Other and unspecified malignant neoplasm of skin of other and unspecified parts of face,0.15737280249595642,UNCHECKED,4014014,
6583B,SYNNYTYKSEN VIIV KÄYNN SIKIÖKALVON PUHKAISUN JÄLK,6,,Delayed delivery after artificial rupture of membranes,0.11084874719381332,UNCHECKED,4069787,
2030A,MYELOMA MULTIPLEX,93,,Multiple myeloma,0.839053213596344,APPROVED,437233,
4241C,INSUFFICIENTIA/STENOSIS VALVULAE AORTAE (NON RHEUM),65,,Aortic valve disorders,0.5482593774795532,UNCHECKED,4215619,
6639X,COMPLICATIONES FUNICULI UMBILICALIS NUD,6,,Unspecified umbilical cord complication during labor and delivery,0.48436909914016724,UNCHECKED,435325,
9348X,CORPUS ALIENUM BRONCHI ET PULMONUM ALIA DEFINITA,15,,Foreign body in other specified parts bronchus and lung,0.3339192867279053,UNCHECKED,4236624,
2448A,HYPOTHYREOSIS POST THYREOIDITIDEM,93,,Other specified acquired hypothyroidism,0.5273086428642273,UNCHECKED,140673,
4781A,MORBUS CAVI NASI ET SINUS ALIA DEFINITA,65,,Other diseases of nasal cavity and sinuses,0.4130507707595825,UNCHECKED,321588,
3780B,STRABISMUS CONVERGENS ALTERNANS,93,,Esotropia,0.7751190662384033,APPROVED,377877,
9380A,CORPUS ALIENUM REGIONIS DIGESTIONIS NUD,15,,"Foreign body in digestive system, unspecified",0.36705297231674194,UNCHECKED,439418,
6694X,COMPLICATIO OPERATIONIS ET INTERV OBSTETRICA ALIA,6,,Other complications of obstetrical surgery and procedures,0.4455922842025757,UNCHECKED,4150033,
5272A,SIALOADENITIS,65,,Sialoadenitis,1.0,APPROVED,29056,
6221C,DYSPLASIA CERVICIS UTERI GRAVIS,93,,Dysplasia of cervix (uteri),0.5817614793777466,UNCHECKED,192367,
6049X,ORCHITIS NUD,65,,"Other orchitis, epididymitis, and epididymo-orchitis, without mention of abscess",0.7203612327575684,UNCHECKED,4171915,
9422B,"COMBUSTIO TRUNCI GRADUS II,10-29%",15,,Blisters with epidermal loss due to burn [second degree] of trunk,0.30541184544563293,UNCHECKED,4054747,
6699X,SYNNYTYSKOMPLIKAATIO NUD,6,,Unspecified complication of labor and delivery,0.22939328849315643,UNCHECKED,37110899,
7166A,MONOARTHRITIS NUD,65,,Unspecified monoarthritis,0.8055762052536011,APPROVED,44783376,
6703A,SEPTICHAEMIA IN PUERPERIO,6,,Puerperal septic thrombophlebitis,0.7176445126533508,UNCHECKED,4102318,
7179X,MORBUS MENISCI ET LIGAMENTORUM ALIA GENUS NUD,93,,Unspecified internal derangement of knee,0.27051717042922974,UNCHECKED,4218027,
9433A,"COMBUSTIO EXTREMITATIS SUPERIORIS GRADUS III, <9%",15,,"Full-thickness skin loss due to burn [third degree NOS] of upper limb, except wrist and hand",0.21348293125629425,UNCHECKED,761039,
8110A,FRACTURA SCAPULAE NON COMPLICATA,65,,Closed fracture of scapula,0.5965770483016968,UNCHECKED,4319889,
6828X,CELLULITIS ALIO LOCO DEFINITO,6,,Cellulitis and abscess of other specified sites,0.521255373954773,UNCHECKED,435613,
7950A,EPÄSPESIFINEN POIKKEAVA KOHDUNSUUN SYTOLOGIA,92,,Abnormal Papanicolaou smear of cervix and cervical HPV,0.16379372775554657,UNCHECKED,35623820,
9462B,"COMBUSTIO LOCI MULTIPLICIS DEFINITI GR II,10-29%",15,,"Blisters, epidermal loss [second degree] of multiple specified sites",0.23374128341674805,UNCHECKED,761978,
8820A,"VULNUS MANUS, DIGITO EXCEPTO NON COMPLICATUM",65,,"Open wound of hand except finger(s) alone, without mention of complication",0.3178863823413849,UNCHECKED,443861,
6920A,DERMATITIS ARTEFACTA E DETERGENTIBUS TOXICA,6,,Contact dermatitis and other eczema due to detergents,0.6647811532020569,UNCHECKED,133285,
9898X,MYRKYTYS:MUUT MÄÄRITELLYT AINEET,15,,"Toxic effect of other substances, chiefly nonmedicinal as to source",0.13896921277046204,UNCHECKED,4032466,
4120C,"STATUS POST INFARCTUM CORDIS,TROMBI",91,,Old myocardial infarction,0.4305063784122467,UNCHECKED,4198141,
7085A,URTICARIA CHOLINERGICA,6,,Cholinergic urticaria,0.8346708416938782,APPROVED,138501,
0110A,"TUBERCULOSIS PULMONUM INFILTRATIVA, BAKTER.VARMA",64,,"Tuberculosis of lung, infiltrative",0.4190172255039215,UNCHECKED,260936,
4476A,"VASCULITIS, ARTERITIS SEU ENDARTERITIS NUD",91,,"Arteritis, unspecified",0.4585564434528351,UNCHECKED,4137275,
0781A,VERRUCA VULGARIS,64,,Viral warts,1.0,APPROVED,140641,
9966A,"SIS PROTEET LAIT, IMPLANT TAI SIIRRÄN AIH INF",15,,"Infection and inflammatory reaction due to internal prosthetic device, implant, and graft",0.18313239514827728,UNCHECKED,4129350,
5275A,SIALOLITHIASIS,91,,Sialolithiasis,1.0,APPROVED,30441,
7115L,"ARTHRITIS (POSTINFECTIOSA) VIROSA, USEAT NIVELET",6,,Arthropathy associated with other viral diseases,0.4262833893299103,UNCHECKED,4262590,
5691A,PROLAPSUS RECTI,91,,Rectal prolapse,0.5961552858352661,UNCHECKED,81336,
0785B,HEPATITIS CYTOMEGALICA,14,,Cytomegaloviral disease,0.7053449153900146,UNCHECKED,4092685,
7180G,"NIVELRUSTON SAIRAUS,NILKKA",6,,Articular cartilage disorder,0.14859619736671448,UNCHECKED,4311564,
2398X,NEOPLASMA NON DEFINITUM LOCO ALIO DEFINITO,64,,Neoplasm of unspecified nature of other specified sites,0.2795267403125763,UNCHECKED,42513098,
2100A,NEOPLASMA BENIGNUM LABII,14,,Benign neoplasm of lip,0.5037533640861511,UNCHECKED,4241141,
2860A,HAEMOPHILIA A,64,,Congenital factor VIII disorder,1.0,APPROVED,434007,
7184F,"CONTRACTURA, POLVI",6,,Contracture of joint,0.39494088292121887,UNCHECKED,40491851,
5828B,"GLOMERULONEPHRITIS CHRONICA ALIA DEF,NEFR SDR",91,,Chronic glomerulonephritis with other specified pathological lesion in kidney,0.5198711156845093,UNCHECKED,312358,
2421A,KYHMYSTRUUMA TOKSINEN,14,,Toxic uninodular goiter,0.195301815867424,UNCHECKED,4012371,
2724X,HYPERLIPOIDAEMIA ALIA,14,,Other and unspecified hyperlipidemia,0.7621612548828125,APPROVED,432867,
7198A,"MB ARTICULI ALIA DEFINITA,",6,,Other specified disorders of joint,0.3248848021030426,UNCHECKED,4320788,
3002D,SOSIAALISTEN TILANTEIDEN PELKO,64,,Phobic disorders,0.330576628446579,UNCHECKED,4300907,
3076C,YÖ- JA PÄIVÄKASTELU,64,,Enuresis,0.14530351758003235,UNCHECKED,4037519,
7358X,DEFORMATIO DIGITI PEDIS ALIA DEFINITA ACQUISITA,91,,Other acquired deformities of toe,0.45101284980773926,UNCHECKED,4225410,
7199H,"MB ARTICULI NUD,JALKATERÄ",6,,Unspecified disorder of joint,0.2563687562942505,UNCHECKED,4294679,
1330A,SCABIES,90,,Scabies,1.0,APPROVED,140949,
2938D,SYNDROMA AFFECTIVUM PSYCHOORGANICUM ALIUD,14,,Other specified transient mental disorders due to conditions classified elsewhere,0.502771258354187,UNCHECKED,40480415,
5180A,ATELECTASIS PULMONUM,64,,Pulmonary collapse,0.7323323488235474,UNCHECKED,261880,
3579X,POLYNEUROPATHIA NUD,14,,Unspecified inflammatory and toxic neuropathy,0.7429124712944031,UNCHECKED,4174262,
1745A,"RINTASYÖPÄ,ALALATERAALINELJÄNNES",90,,Malignant neoplasm of lower-outer quadrant of female breast,0.09044275432825089,UNCHECKED,40481628,
7228A,SYNDROMA CERVICALE POSTLAMINECTOMIAM,6,,Postlaminectomy syndrome,0.5929821729660034,UNCHECKED,442427,
5649X,"SUOLISTON TOIMINTAHÄIRIÖ,NUD",64,,Unspecified functional disorder of intestine,0.1170169860124588,UNCHECKED,440635,
3611A,RETINOSCHISIS,14,,Retinoschisis and retinal cysts,1.0,APPROVED,381282,
3010A,EPÄLUULOINEN PERSOONALLISUUS,90,,Paranoid personality disorder,0.19245661795139313,UNCHECKED,438728,
7239X,MB REGIONIS CERVICALIS NUD,6,,Unspecified musculoskeletal disorders and symptoms referable to neck,0.4570470154285431,UNCHECKED,4067539,
5761C,CHOLANGITIS SCLEROSIVA,64,,Cholangitis,0.7950917482376099,APPROVED,4340953,
3623C,OCCLUSIO VENAE CENTRALIS RETINAE,14,,Retinal vascular occlusion,0.5999565720558167,UNCHECKED,313761,
7199L,"MB ARTICULI NUD,USEAT NIVELET",90,,Unspecified disorder of joint,0.2109932154417038,UNCHECKED,4141224,
7383A,DEFORMITAS ACQUISATA THORACIS ET COSTAE,6,,Acquired deformity of chest and rib,0.4883355498313904,UNCHECKED,40488470,
6423B,"HYPERTENSIO GRAVIDARUM, SYNNYTYKSEN AIKANA",64,,Transient hypertension of pregnancy,0.3645583689212799,UNCHECKED,4030872,
3650B,SUSPICIO GLAUCOMATIS (AHDASKULMA),14,,Borderline glaucoma [glaucoma suspect],0.3649918735027313,UNCHECKED,437541,
3659X,GLAUCOMA NUD,14,,Unspecified glaucoma,0.7430745959281921,UNCHECKED,437541,
7545B,TALIPES EQUINOVARUS CONGENITUS,90,,"Varus deformities of feet, congenital",0.8749848008155823,APPROVED,438242,
7088A,URTICARIA CHRONICA NUD,64,,Other specified urticaria,0.6251180768013,UNCHECKED,4198855,
7450A,TRUNCUS ARTERIOSUS COMMUNIS,6,,Common truncus,1.0,APPROVED,441950,
3795A,NYSTAGMUS,14,,Nystagmus and other irregular eye movements,1.0,APPROVED,378165,
7110F,"ARTHRITIS PURULENTA, POLVI",64,,Pyogenic arthritis,0.5428423285484314,UNCHECKED,4166519,
3831A,MASTOIDITIS CHRONICA,14,,Chronic mastoiditis,0.8599013090133667,APPROVED,372651,
6568A,"MUUT SIKIÖN/IST HÄIR, ÄIDIN TUTK TAI HOITO,RASK AIK",89,,Other specified fetal and placental problems affecting management of mother,0.10126040130853653,UNCHECKED,4052323,
7640B,ASYMMETRINEN SIKIÖN ALIPAINO RASK KESTOON NÄHDEN,6,,"\"\"Light-for-dates\"\" without mention of fetal malnutrition",0.2755581736564636,UNCHECKED,4196057,
7175A,LAESIO MENISCORUM ALIA,64,,"Derangement of meniscus, not elsewhere classified",0.3771020770072937,UNCHECKED,4028198,
7702D,PNEUMOTHORAX  NEONATALIS,6,,Interstitial emphysema and related conditions,0.5418739914894104,UNCHECKED,253796,
4100C,"INFARCTUS MYOCARDII ACUTUS DEFINITUS,TROMBI",14,,"Acute myocardial infarction, of anterolateral wall",0.5198675990104675,UNCHECKED,312327,
7263B,EPICONDYLITIS MEDIALIS HUMERI,89,,Enthesopathy of elbow region,0.7444863319396973,UNCHECKED,762282,
7471A,COARCTATIO AORTAE,64,,Coarctation of aorta,0.8041670918464661,APPROVED,321119,
7708C,"\"\"RESPIRATORY DISTRESS NUD\"\"  VASTASYNTYNEELLÄ",6,,Other newborn respiratory problems,0.3185337483882904,UNCHECKED,4158346,
7330A,OSTEOPOROSIS CENTRALIS,89,,Osteoporosis,0.803280770778656,APPROVED,80502,
4209A,PERICARDITIS ACUTA INFECTIOSA,14,,Other and unspecified acute pericarditis,0.6975184082984924,UNCHECKED,4121476,
7822A,NODULI SUBCUTANEI,6,,"Localized superficial swelling, mass, or lump",0.6648019552230835,UNCHECKED,4316084,
8212A,"FRACT CONDYLI FEMORIS LATERALIS/MEDIALIS,NON COMPLI",64,,"Fracture of lower end of femur, closed",0.393158495426178,UNCHECKED,45766816,
9060A,"SEQUELAE VULNERUM CAPITIS, COLLI ET TRUNCI",89,,"Late effect of open wound of head, neck, and trunk",0.4133988916873932,UNCHECKED,4223204,
4242A,VITIUM VALVULAE TRICUSPIDALIS (NON RHEUMATICUM),14,,"Tricuspid valve disorders, specified as nonrheumatic",0.5366650223731995,UNCHECKED,435829,
7938A,RINTARAUHASEN EPÄSPESIFISET POIKK SÄDEDIAGN LÖYD,6,,Nonspecific abnormal findings on radiological and other examination of breast,0.13646340370178223,UNCHECKED,4166058,
4309X,HAEMORRHAGIA SUBARACHNOIDALIS NUD,88,,Subarachnoid hemorrhage,0.7396437525749207,UNCHECKED,432923,
4255A,CARDIOMYOPATHIA ALCOHOLICA,14,,Alcoholic cardiomyopathy,0.8592820763587952,APPROVED,318773,
8910A,"VULNUS GENUS, CRURIS ET MALLEOLARIS NON COMPLICATUM",64,,"Open wound of knee, leg [except thigh], and ankle, without mention of complication",0.27277401089668274,UNCHECKED,4342997,
1741A,"RINTASYÖPÄ,KESKIOSA",63,,Malignant neoplasm of central portion of female breast,0.19420668482780457,UNCHECKED,4238532,
7071A,ULCUS EXTREMITATIS INFERIORIS,88,,"Ulcer of lower limbs, except pressure ulcer",0.39886990189552307,UNCHECKED,197304,
8012A,FRA BASEOS CRANII COMPLIC SINE LAESIONE INTRACRANIA,6,,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage",0.3319156765937805,UNCHECKED,4319465,
4339X,OCCL/STENOSIS ARTER.PRAECEREBRALES NUD SINE INFARCT,14,,Occlusion and stenosis of unspecified precerebral artery,0.44078561663627625,UNCHECKED,762936,
2331A,CARCINOMA IN SITU CERVICIS UTERI,63,,Carcinoma in situ of cervix uteri,0.7300362586975098,UNCHECKED,194611,
0769C,CHLAMYDIA ENDOMETRITIS ET SALPINGO-OOPHORITIS,87,,"Trachoma, unspecified",0.7174249291419983,UNCHECKED,197602,
4561A,VARICES OESOPHAGI NON HAEMORRHAGICAE,14,,Esophageal varices without mention of bleeding,0.6865388751029968,UNCHECKED,4264487,
2506A,"MICROANGIOPATHIA DIABETICA,TYYPPI II",63,,Diabetes with neurological manifestations,0.3932616412639618,UNCHECKED,321876,
8054X,"LANNERANGAN MÄÄRITTELEMÄTÖN MURTUMA,EI SELKÄYDINVAU",6,,Closed fracture of lumbar vertebra without mention of spinal cord injury,0.10158872604370117,UNCHECKED,4183482,
5680A,ADHESIONES PERITONEALE,87,,Peritoneal adhesions (postoperative) (postinfection),0.831306517124176,APPROVED,195581,
4720B,RHINITIS CHRONICA ATROPHICANS (OZAENA),14,,Chronic rhinitis,0.5519589185714722,UNCHECKED,4183170,
6609B,TARKEMMIN MÄÄRITTELEMÄTÖN  SYNNYTYKSEN PYSÄHTYMINEN,87,,Unspecified obstructed labor,0.13160769641399384,UNCHECKED,4221110,
8421D,RUPTURA TENDINIS MUSCULI FLEXORUM DIGITORUM MANUS,38,,Hand sprain,0.5902957320213318,UNCHECKED,4014520,
8252B,"FRACTURA NAVICULARIS TARSALIS, NON COMPLICATA",6,,"Fracture of other tarsal and metatarsal bones, closed",0.49886155128479004,UNCHECKED,4134337,
4801A,PNEUMONIA VIROSA E RESPIRATORY SYNCYTIAL VIRUS (RSV,14,,Pneumonia due to respiratory syncytial virus,0.6774367094039917,UNCHECKED,436145,
7241A,DOLORES COLUMNAE THORACALIS,87,,Pain in thoracic spine,0.4572801887989044,UNCHECKED,4262367,
8510B,"CONTUSIO CEREBRI NON COMP,EI TAJUTTOMUUTTA",38,,Cortex (cerebral) contusion without mention of open intracranial wound,0.3266315162181854,UNCHECKED,4019347,
8252C,"FRACTURA CUBOIDIS TARSI, NON COMPLICATA",6,,"Fracture of other tarsal and metatarsal bones, closed",0.5231897234916687,UNCHECKED,4136842,
9953A,"ALLERGIA, TARKEMMIN MÄÄRITTELEMÄTÖN",87,,"Allergy, unspecified, not elsewhere classified",0.16657035052776337,UNCHECKED,4329834,
5118X,PLEURITIS ALIA DEFINITA,14,,"Other specified forms of pleural effusion, except tuberculous",0.5955967307090759,UNCHECKED,78786,
5284A,CYSTA ORIS,14,,Cysts of oral soft tissues,0.6218141913414001,UNCHECKED,4209224,
