concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,tmp_name_fi,freq_finngen,freq_total
3637,ENCEPHALOPATHIA HYPERTENSIVA,Condition,ICD9fi,5-char ICD9fi,NA,4372A,1970-01-01,2099-12-31,NA,ENCEPHALOPATHIA HYPERTENSIVA,0,0
3638,ANEURYSMA ARTERIAE CEREBRALIS NONRUPTURANS,Condition,ICD9fi,5-char ICD9fi,NA,4373A,1970-01-01,2099-12-31,NA,ANEURYSMA ARTERIAE CEREBRALIS NONRUPTURANS,0,0
3639,ARTERITIS CEREBRALIS,Condition,ICD9fi,5-char ICD9fi,NA,4374A,1970-01-01,2099-12-31,NA,ARTERITIS CEREBRALIS,0,0
3640,MORBUS MOYAMOYA,Condition,ICD9fi,5-char ICD9fi,NA,4375A,1970-01-01,2099-12-31,NA,MORBUS MOYAMOYA,0,0
3641,THROMBOSIS SINUS VENOSI NONPYOGENICA,Condition,ICD9fi,5-char ICD9fi,NA,4376A,1970-01-01,2099-12-31,NA,THROMBOSIS SINUS VENOSI NONPYOGENICA,0,0
3642,MULTI-INFARKTIDEMENTIA,Condition,ICD9fi,5-char ICD9fi,NA,4378A,1970-01-01,2099-12-31,NA,MULTI-INFARKTIDEMENTIA,0,0
3643,MORBUS CERBROVASCULARIS ALIA DEFINITA,Condition,ICD9fi,5-char ICD9fi,NA,4378X,1970-01-01,2099-12-31,NA,MORBUS CERBROVASCULARIS ALIA DEFINITA,0,0
3644,MORBUS CEREBROVASCULARIS NUD,Condition,ICD9fi,5-char ICD9fi,NA,4379X,1970-01-01,2099-12-31,NA,MORBUS CEREBROVASCULARIS NUD,0,0
3645,SEQUELAE MORBI CEREBROVASCULARIS,Condition,ICD9fi,3-char ICD9fi,NA,438,1970-01-01,2099-12-31,NA,SEQUELAE MORBI CEREBROVASCULARIS,0,0
3646,SEQUELAE MORBI CEREBROVASCULARIS,Condition,ICD9fi,5-char ICD9fi,NA,4380A,1970-01-01,2099-12-31,NA,SEQUELAE MORBI CEREBROVASCULARIS,0,0
3647,ARTERIOSCLEROSIS,Condition,ICD9fi,3-char ICD9fi,NA,440,1970-01-01,2099-12-31,NA,ARTERIOSCLEROSIS,0,0
3648,ARTERIOSCLEROSIS AORTAE,Condition,ICD9fi,5-char ICD9fi,NA,4400A,1970-01-01,2099-12-31,NA,ARTERIOSCLEROSIS AORTAE,0,0
3649,ARTERIOSCLEROSIS ARTERIAE RENALES,Condition,ICD9fi,5-char ICD9fi,NA,4401A,1970-01-01,2099-12-31,NA,ARTERIOSCLEROSIS ARTERIAE RENALES,0,0
3650,ARTERIOSCLEROSIS ARTERIAE EXTREMITATIS INFERIORIS,Condition,ICD9fi,5-char ICD9fi,NA,4402A,1970-01-01,2099-12-31,NA,ARTERIOSCLEROSIS ARTERIAE EXTREMITATIS INFERIORIS,0,0
3651,ARTERIOSCLEROSIS ALIAE ARTERIAE DEFINITAE,Condition,ICD9fi,5-char ICD9fi,NA,4408X,1970-01-01,2099-12-31,NA,ARTERIOSCLEROSIS ALIAE ARTERIAE DEFINITAE,0,0
3652,ARTERIOSCLEROSIS UNIVERSALIS SEU NUD,Condition,ICD9fi,5-char ICD9fi,NA,4409X,1970-01-01,2099-12-31,NA,ARTERIOSCLEROSIS UNIVERSALIS SEU NUD,0,0
3653,ANEURYSMA SEU DISSECATIO AORTAE,Condition,ICD9fi,3-char ICD9fi,NA,441,1970-01-01,2099-12-31,NA,ANEURYSMA SEU DISSECATIO AORTAE,0,0
3654,ANEURYSMA AORTAE DISSECANS,Condition,ICD9fi,5-char ICD9fi,NA,4410A,1970-01-01,2099-12-31,NA,ANEURYSMA AORTAE DISSECANS,0,0
3655,DISSECATIO AORTAE SINE ANEURYSMATE,Condition,ICD9fi,5-char ICD9fi,NA,4410B,1970-01-01,2099-12-31,NA,DISSECATIO AORTAE SINE ANEURYSMATE,0,0
3656,ANEURYSMA AORTAE THORACALIS RUPTURATA,Condition,ICD9fi,5-char ICD9fi,NA,4411A,1970-01-01,2099-12-31,NA,ANEURYSMA AORTAE THORACALIS RUPTURATA,0,0
3657,ANEURYSMA AORTAE THORACALIS NON RUPTURATA,Condition,ICD9fi,5-char ICD9fi,NA,4412A,1970-01-01,2099-12-31,NA,ANEURYSMA AORTAE THORACALIS NON RUPTURATA,0,0
3658,ANEURYSMA AORTAE ABDOMINALIS RUPTURATA,Condition,ICD9fi,5-char ICD9fi,NA,4413A,1970-01-01,2099-12-31,NA,ANEURYSMA AORTAE ABDOMINALIS RUPTURATA,0,0
3659,ANEURYSMA AORTAE ABDOMINALIS NON RUPTURATA,Condition,ICD9fi,5-char ICD9fi,NA,4414A,1970-01-01,2099-12-31,NA,ANEURYSMA AORTAE ABDOMINALIS NON RUPTURATA,0,0
3660,ANEURYSMA/DISSECATIO AORTAE ALIA DEFIN. RUPTURATA,Condition,ICD9fi,5-char ICD9fi,NA,4415X,1970-01-01,2099-12-31,NA,ANEURYSMA/DISSECATIO AORTAE ALIA DEFIN. RUPTURATA,0,0
3661,ANEURYSMA/DISSECATIO AORTAE ALIA DEF.NONRUPTURATA,Condition,ICD9fi,5-char ICD9fi,NA,4419X,1970-01-01,2099-12-31,NA,ANEURYSMA/DISSECATIO AORTAE ALIA DEF.NONRUPTURATA,0,0
3662,ANEURYSMA ARTERIAE ALIA,Condition,ICD9fi,3-char ICD9fi,NA,442,1970-01-01,2099-12-31,NA,ANEURYSMA ARTERIAE ALIA,0,0
3663,ARTERIAE EXTREMITATIS SUPERIORIS,Condition,ICD9fi,5-char ICD9fi,NA,4420A,1970-01-01,2099-12-31,NA,ARTERIAE EXTREMITATIS SUPERIORIS,0,0
3664,ANEURYSMA ARTERIAE RENALIS,Condition,ICD9fi,5-char ICD9fi,NA,4421A,1970-01-01,2099-12-31,NA,ANEURYSMA ARTERIAE RENALIS,0,0
3665,ANEURYSMA ARTERIAE ILIACAE,Condition,ICD9fi,5-char ICD9fi,NA,4422A,1970-01-01,2099-12-31,NA,ANEURYSMA ARTERIAE ILIACAE,0,0
3666,ANEURYSMA ARTERIAE EXTREMITATIS INFERIORIS,Condition,ICD9fi,5-char ICD9fi,NA,4423A,1970-01-01,2099-12-31,NA,ANEURYSMA ARTERIAE EXTREMITATIS INFERIORIS,0,0
3667,ANEURYSMA ARTERIAE ALIA DEFINITA,Condition,ICD9fi,5-char ICD9fi,NA,4428X,1970-01-01,2099-12-31,NA,ANEURYSMA ARTERIAE ALIA DEFINITA,0,0
3668,ANEURYSMA ARTERIAE NUD,Condition,ICD9fi,5-char ICD9fi,NA,4429X,1970-01-01,2099-12-31,NA,ANEURYSMA ARTERIAE NUD,0,0
3669,ALII MORBI VASCULARIS PERIPHERICI,Condition,ICD9fi,3-char ICD9fi,NA,443,1970-01-01,2099-12-31,NA,ALII MORBI VASCULARIS PERIPHERICI,0,0
3670,SYNDROMA RAYNAUD,Condition,ICD9fi,5-char ICD9fi,NA,4430A,1970-01-01,2099-12-31,NA,SYNDROMA RAYNAUD,0,0
3671,THROMBANGIITIS OBLITERANS (MORBUS BéRGER),Condition,ICD9fi,5-char ICD9fi,NA,4431A,1970-01-01,2099-12-31,NA,THROMBANGIITIS OBLITERANS (MORBUS BéRGER),0,0
3672,MORBUS VASCULARIS PHERIPHERICUS ALIA DEFINITA,Condition,ICD9fi,5-char ICD9fi,NA,4438X,1970-01-01,2099-12-31,NA,MORBUS VASCULARIS PHERIPHERICUS ALIA DEFINITA,0,0
3673,MORBUS VASCULARIS PHERIPHERICUS NUD,Condition,ICD9fi,5-char ICD9fi,NA,4439X,1970-01-01,2099-12-31,NA,MORBUS VASCULARIS PHERIPHERICUS NUD,0,0
3674,EMBOLIA SEU TROMBOSIS ARTERIARUM,Condition,ICD9fi,3-char ICD9fi,NA,444,1970-01-01,2099-12-31,NA,EMBOLIA SEU TROMBOSIS ARTERIARUM,0,0
3675,EMBOLIA SEU TROMBOSIS  AORTAE ABDOMINALIS,Condition,ICD9fi,5-char ICD9fi,NA,4440A,1970-01-01,2099-12-31,NA,EMBOLIA SEU TROMBOSIS  AORTAE ABDOMINALIS,0,0
3676,EMBOLIA SEU TROMBOSIS  AORTAE THORACALIS,Condition,ICD9fi,5-char ICD9fi,NA,4441A,1970-01-01,2099-12-31,NA,EMBOLIA SEU TROMBOSIS  AORTAE THORACALIS,0,0
3677,EMBOLIA SEU TROMBOSIS  ARTERIAE EXTREMITATIS,Condition,ICD9fi,5-char ICD9fi,NA,4442A,1970-01-01,2099-12-31,NA,EMBOLIA SEU TROMBOSIS  ARTERIAE EXTREMITATIS,0,0
3678,EMBOLIA SEU TROMBOSIS  ARTERIAE RENALIS,Condition,ICD9fi,5-char ICD9fi,NA,4448A,1970-01-01,2099-12-31,NA,EMBOLIA SEU TROMBOSIS  ARTERIAE RENALIS,0,0
3679,EMBOLIA SEU TROMBOSIS  ARTERIAE ALIA DEFINITA,Condition,ICD9fi,5-char ICD9fi,NA,4448X,1970-01-01,2099-12-31,NA,EMBOLIA SEU TROMBOSIS  ARTERIAE ALIA DEFINITA,0,0
3680,EMBOLIA SEU TROMBOSIS  ARTERIAE NUD,Condition,ICD9fi,5-char ICD9fi,NA,4449X,1970-01-01,2099-12-31,NA,EMBOLIA SEU TROMBOSIS  ARTERIAE NUD,0,0
3681,VASCULITIS,Condition,ICD9fi,3-char ICD9fi,NA,446,1970-01-01,2099-12-31,NA,VASCULITIS,0,0
3682,POLYARTERITIS NODOSA (CLASSICA),Condition,ICD9fi,5-char ICD9fi,NA,4460A,1970-01-01,2099-12-31,NA,POLYARTERITIS NODOSA (CLASSICA),0,0
3683,POLYARTERITIS NODOSA CUM INFILTRATIONE PULMONUM,Condition,ICD9fi,5-char ICD9fi,NA,4460B,1970-01-01,2099-12-31,NA,POLYARTERITIS NODOSA CUM INFILTRATIONE PULMONUM,0,0
3684,POLYARTERITIS NODOSA CUTANEA,Condition,ICD9fi,5-char ICD9fi,NA,4460C,1970-01-01,2099-12-31,NA,POLYARTERITIS NODOSA CUTANEA,0,0
3685,MORBUS KAWASAKI,Condition,ICD9fi,5-char ICD9fi,NA,4461A,1970-01-01,2099-12-31,NA,MORBUS KAWASAKI,0,0
3686,ANGIITIS HYPERSENSITIVA,Condition,ICD9fi,5-char ICD9fi,NA,4462A,1970-01-01,2099-12-31,NA,ANGIITIS HYPERSENSITIVA,0,0
3687,MIDLINE GRANULOMA,Condition,ICD9fi,5-char ICD9fi,NA,4463A,1970-01-01,2099-12-31,NA,MIDLINE GRANULOMA,0,0
3688,GRANULOMATOSIS WEGENER,Condition,ICD9fi,5-char ICD9fi,NA,4464A,1970-01-01,2099-12-31,NA,GRANULOMATOSIS WEGENER,0,0
3689,JÄTTISOLUARTERIITTI,Condition,ICD9fi,5-char ICD9fi,NA,4465A,1970-01-01,2099-12-31,NA,JÄTTISOLUARTERIITTI,0,0
3690,MICROANGIOPATHIA THROMBOTICA (SYNDROMA MOSKOWITZ),Condition,ICD9fi,5-char ICD9fi,NA,4466A,1970-01-01,2099-12-31,NA,MICROANGIOPATHIA THROMBOTICA (SYNDROMA MOSKOWITZ),0,0
3691,MORBUS TAKAYASU,Condition,ICD9fi,5-char ICD9fi,NA,4467A,1970-01-01,2099-12-31,NA,MORBUS TAKAYASU,0,0
3692,ALII MORBI ARTERIAE ET ARTERIOLAE,Condition,ICD9fi,3-char ICD9fi,NA,447,1970-01-01,2099-12-31,NA,ALII MORBI ARTERIAE ET ARTERIOLAE,0,0
3693,FISTULA ARTERIOVENOSA ACQUISATA,Condition,ICD9fi,5-char ICD9fi,NA,4470A,1970-01-01,2099-12-31,NA,FISTULA ARTERIOVENOSA ACQUISATA,0,0
3694,STRICTURA ARTERIAE (NON ARTERIOSCLEROTICA),Condition,ICD9fi,5-char ICD9fi,NA,4471A,1970-01-01,2099-12-31,NA,STRICTURA ARTERIAE (NON ARTERIOSCLEROTICA),0,0
3695,RUPTURA ARTERIAE,Condition,ICD9fi,5-char ICD9fi,NA,4472A,1970-01-01,2099-12-31,NA,RUPTURA ARTERIAE,0,0
3696,HYPERPLASIA ARTERIAE RENALIS FIBROMUSCULARIS,Condition,ICD9fi,5-char ICD9fi,NA,4473A,1970-01-01,2099-12-31,NA,HYPERPLASIA ARTERIAE RENALIS FIBROMUSCULARIS,0,0
3697,SYNDROMA COMPRESSIONIS ARTERIAE COELIACAE,Condition,ICD9fi,5-char ICD9fi,NA,4474A,1970-01-01,2099-12-31,NA,SYNDROMA COMPRESSIONIS ARTERIAE COELIACAE,0,0
3698,NECROSIS ARTERIAE,Condition,ICD9fi,5-char ICD9fi,NA,4475A,1970-01-01,2099-12-31,NA,NECROSIS ARTERIAE,0,0
3699,"VASCULITIS, ARTERITIS SEU ENDARTERITIS NUD",Condition,ICD9fi,5-char ICD9fi,NA,4476A,1970-01-01,2099-12-31,NA,"VASCULITIS, ARTERITIS SEU ENDARTERITIS NUD",0,0
3700,MORBI ARTERIAE ET ARTERIOLAE ALIA DEFINITA,Condition,ICD9fi,5-char ICD9fi,NA,4478X,1970-01-01,2099-12-31,NA,MORBI ARTERIAE ET ARTERIOLAE ALIA DEFINITA,0,0
3701,MORBI ARTERIAE ET ARTERIOLAE NUD,Condition,ICD9fi,5-char ICD9fi,NA,4479X,1970-01-01,2099-12-31,NA,MORBI ARTERIAE ET ARTERIOLAE NUD,0,0
3702,MORBI CAPILLORUM,Condition,ICD9fi,3-char ICD9fi,NA,448,1970-01-01,2099-12-31,NA,MORBI CAPILLORUM,0,0
3703,TELEANGIECTASIA HAEMORRHAGICA HEREDITARIA,Condition,ICD9fi,5-char ICD9fi,NA,4480A,1970-01-01,2099-12-31,NA,TELEANGIECTASIA HAEMORRHAGICA HEREDITARIA,0,0
3704,TELEANGIECTASIA ALIA,Condition,ICD9fi,5-char ICD9fi,NA,4480X,1970-01-01,2099-12-31,NA,TELEANGIECTASIA ALIA,0,0
3705,NAEVUS NONNEOPLASTICUS,Condition,ICD9fi,5-char ICD9fi,NA,4481A,1970-01-01,2099-12-31,NA,NAEVUS NONNEOPLASTICUS,0,0
3706,ANGIODYSPLASIA,Condition,ICD9fi,5-char ICD9fi,NA,4489A,1970-01-01,2099-12-31,NA,ANGIODYSPLASIA,0,0
3707,MORBI CAPILLORUM ALIA DEFINITA SEU NUD,Condition,ICD9fi,5-char ICD9fi,NA,4489X,1970-01-01,2099-12-31,NA,MORBI CAPILLORUM ALIA DEFINITA SEU NUD,0,0
3708,"PHLEBITIS, THROMBOPHLEBITIS ET TROMBOSIS PHLEBARUM",Condition,ICD9fi,3-char ICD9fi,NA,451,1970-01-01,2099-12-31,NA,"PHLEBITIS, THROMBOPHLEBITIS ET TROMBOSIS PHLEBARUM",0,0
3709,PHLEBITIS/THROMBOPHLEB. SUPERFICIALIS EXTREM. INFER,Condition,ICD9fi,5-char ICD9fi,NA,4510A,1970-01-01,2099-12-31,NA,PHLEBITIS/THROMBOPHLEB. SUPERFICIALIS EXTREM. INFER,0,0
3710,PHLEBITIS/THROMBOPHLEB. PROFUNDA EXTREM. INFERIORUM,Condition,ICD9fi,5-char ICD9fi,NA,4511A,1970-01-01,2099-12-31,NA,PHLEBITIS/THROMBOPHLEB. PROFUNDA EXTREM. INFERIORUM,0,0
3711,PHLEBITIS/THROMBOPHLEBITIS NUD EXTREM. INFERIORUM,Condition,ICD9fi,5-char ICD9fi,NA,4512A,1970-01-01,2099-12-31,NA,PHLEBITIS/THROMBOPHLEBITIS NUD EXTREM. INFERIORUM,0,0
3712,PHLEBITIS/THROMBOPHLEBITIS/TROMBOSIS PHLEBARUM ALIA,Condition,ICD9fi,5-char ICD9fi,NA,4518X,1970-01-01,2099-12-31,NA,PHLEBITIS/THROMBOPHLEBITIS/TROMBOSIS PHLEBARUM ALIA,0,0
3713,PHLEBITIS/THROMBOPHLEBITIS/TROMBOSIS PHLEBARUM NUD,Condition,ICD9fi,5-char ICD9fi,NA,4519X,1970-01-01,2099-12-31,NA,PHLEBITIS/THROMBOPHLEBITIS/TROMBOSIS PHLEBARUM NUD,0,0
3714,THROMBOSIS VENAE PORTAE,Condition,ICD9fi,3-char ICD9fi,NA,452,1970-01-01,2099-12-31,NA,THROMBOSIS VENAE PORTAE,0,0
3715,THROMBOSIS VENAE PORTAE,Condition,ICD9fi,5-char ICD9fi,NA,4520A,1970-01-01,2099-12-31,NA,THROMBOSIS VENAE PORTAE,0,0
3716,ALIA EMBOLIA ET THROMBOSIS VENARUM,Condition,ICD9fi,3-char ICD9fi,NA,453,1970-01-01,2099-12-31,NA,ALIA EMBOLIA ET THROMBOSIS VENARUM,0,0
3717,THROMBOSIS VENAE HEPATICAE (SYNDROMA BUDD-CHIARI),Condition,ICD9fi,5-char ICD9fi,NA,4530A,1970-01-01,2099-12-31,NA,THROMBOSIS VENAE HEPATICAE (SYNDROMA BUDD-CHIARI),0,0
3718,THROMBOPHLEBITIS MIGRANS,Condition,ICD9fi,5-char ICD9fi,NA,4531A,1970-01-01,2099-12-31,NA,THROMBOPHLEBITIS MIGRANS,0,0
3719,THROMBOSIS VENAE CAVAE,Condition,ICD9fi,5-char ICD9fi,NA,4532A,1970-01-01,2099-12-31,NA,THROMBOSIS VENAE CAVAE,0,0
3720,THROMBOSIS VENAE RENALIS,Condition,ICD9fi,5-char ICD9fi,NA,4533A,1970-01-01,2099-12-31,NA,THROMBOSIS VENAE RENALIS,0,0
3721,EMBOLIA ET THROMBOSIS VENARUM ALIA DEFINITA,Condition,ICD9fi,5-char ICD9fi,NA,4538X,1970-01-01,2099-12-31,NA,EMBOLIA ET THROMBOSIS VENARUM ALIA DEFINITA,0,0
3722,EMBOLIA ET THROMBOSIS VENARUM NUD,Condition,ICD9fi,5-char ICD9fi,NA,4539X,1970-01-01,2099-12-31,NA,EMBOLIA ET THROMBOSIS VENARUM NUD,0,0
3723,VARICES VENARUM EXTREMITATUM INFERIORUM,Condition,ICD9fi,3-char ICD9fi,NA,454,1970-01-01,2099-12-31,NA,VARICES VENARUM EXTREMITATUM INFERIORUM,0,0
3724,ULCUS VARICOSUM CRURIS,Condition,ICD9fi,5-char ICD9fi,NA,4540A,1970-01-01,2099-12-31,NA,ULCUS VARICOSUM CRURIS,0,0
3725,VARICES VENARUM EXTREMITATUM INFERIORES NONULCERAM,Condition,ICD9fi,5-char ICD9fi,NA,4549X,1970-01-01,2099-12-31,NA,VARICES VENARUM EXTREMITATUM INFERIORES NONULCERAM,0,0
3726,HAEMORRHOIDES,Condition,ICD9fi,3-char ICD9fi,NA,455,1970-01-01,2099-12-31,NA,HAEMORRHOIDES,0,0
3727,HAEMORRHOIDES INTERNI NON COMPLICATAE,Condition,ICD9fi,5-char ICD9fi,NA,4550A,1970-01-01,2099-12-31,NA,HAEMORRHOIDES INTERNI NON COMPLICATAE,0,0
3728,HAEMORRHOIDES INTERNI COMPLICATAE,Condition,ICD9fi,5-char ICD9fi,NA,4552A,1970-01-01,2099-12-31,NA,HAEMORRHOIDES INTERNI COMPLICATAE,0,0
3729,HAEMORRHOIDES EXTERNI NON COMPLICATAE,Condition,ICD9fi,5-char ICD9fi,NA,4553A,1970-01-01,2099-12-31,NA,HAEMORRHOIDES EXTERNI NON COMPLICATAE,0,0
3730,HAEMORRHOIDES EXTERNI COMPLICATAE,Condition,ICD9fi,5-char ICD9fi,NA,4555A,1970-01-01,2099-12-31,NA,HAEMORRHOIDES EXTERNI COMPLICATAE,0,0
3731,HAEMORRHOIDES INTERNI ET EXTERNI NON COMPLICATAE,Condition,ICD9fi,5-char ICD9fi,NA,4556A,1970-01-01,2099-12-31,NA,HAEMORRHOIDES INTERNI ET EXTERNI NON COMPLICATAE,0,0
3732,HAEMORRHOIDES INTERNI ET EXTERNI COMPLICATAE,Condition,ICD9fi,5-char ICD9fi,NA,4557A,1970-01-01,2099-12-31,NA,HAEMORRHOIDES INTERNI ET EXTERNI COMPLICATAE,0,0
3733,HAEMORRHOIDES ALIA DEFINITA,Condition,ICD9fi,5-char ICD9fi,NA,4558X,1970-01-01,2099-12-31,NA,HAEMORRHOIDES ALIA DEFINITA,0,0
3734,HAEMORRHOIDES NUD,Condition,ICD9fi,5-char ICD9fi,NA,4559X,1970-01-01,2099-12-31,NA,HAEMORRHOIDES NUD,0,0
3735,VARICES VENARUM ALIO LOCO,Condition,ICD9fi,3-char ICD9fi,NA,456,1970-01-01,2099-12-31,NA,VARICES VENARUM ALIO LOCO,0,0
3736,VARICES OESOPHAGI HAEMORRHAGICAE,Condition,ICD9fi,5-char ICD9fi,NA,4560A,1970-01-01,2099-12-31,NA,VARICES OESOPHAGI HAEMORRHAGICAE,0,0
3737,VARICES OESOPHAGI NON HAEMORRHAGICAE,Condition,ICD9fi,5-char ICD9fi,NA,4561A,1970-01-01,2099-12-31,NA,VARICES OESOPHAGI NON HAEMORRHAGICAE,0,0
3738,VARICES VENORUM SUBLINGUALIS,Condition,ICD9fi,5-char ICD9fi,NA,4563A,1970-01-01,2099-12-31,NA,VARICES VENORUM SUBLINGUALIS,0,0
3739,VARICES VENARUM SCROTALIS,Condition,ICD9fi,5-char ICD9fi,NA,4564A,1970-01-01,2099-12-31,NA,VARICES VENARUM SCROTALIS,0,0
3740,VARICES VENARUM PELVIS,Condition,ICD9fi,5-char ICD9fi,NA,4565A,1970-01-01,2099-12-31,NA,VARICES VENARUM PELVIS,0,0
3741,VARICES VENARUM VULVAE,Condition,ICD9fi,5-char ICD9fi,NA,4566A,1970-01-01,2099-12-31,NA,VARICES VENARUM VULVAE,0,0
3742,VARICES ALIAE LOCO DEFINITO,Condition,ICD9fi,5-char ICD9fi,NA,4568X,1970-01-01,2099-12-31,NA,VARICES ALIAE LOCO DEFINITO,0,0
3743,MORBI VASORUM LYMPHATICORUM NON INFECTIOSI,Condition,ICD9fi,3-char ICD9fi,NA,457,1970-01-01,2099-12-31,NA,MORBI VASORUM LYMPHATICORUM NON INFECTIOSI,0,0
3744,LYMPHOEDEMA POST MASTECTOMIAM,Condition,ICD9fi,5-char ICD9fi,NA,4570A,1970-01-01,2099-12-31,NA,LYMPHOEDEMA POST MASTECTOMIAM,0,0
3745,LYMPHOEDEMA ALIA,Condition,ICD9fi,5-char ICD9fi,NA,4571A,1970-01-01,2099-12-31,NA,LYMPHOEDEMA ALIA,0,0
3746,LYMPHANGITIS,Condition,ICD9fi,5-char ICD9fi,NA,4572A,1970-01-01,2099-12-31,NA,LYMPHANGITIS,0,0
3747,MORBI VASORUM LYMPHATICORUM NON INFECTIOSI ALIA DEF,Condition,ICD9fi,5-char ICD9fi,NA,4578X,1970-01-01,2099-12-31,NA,MORBI VASORUM LYMPHATICORUM NON INFECTIOSI ALIA DEF,0,0
3748,MORBI VASORUM LYMPHATICORUM NON INFECTIOSI NUD,Condition,ICD9fi,5-char ICD9fi,NA,4579X,1970-01-01,2099-12-31,NA,MORBI VASORUM LYMPHATICORUM NON INFECTIOSI NUD,0,0
3749,HYPOTONIA,Condition,ICD9fi,3-char ICD9fi,NA,458,1970-01-01,2099-12-31,NA,HYPOTONIA,0,0
3750,HYPOTONIA ORTHOSTATICA,Condition,ICD9fi,5-char ICD9fi,NA,4580A,1970-01-01,2099-12-31,NA,HYPOTONIA ORTHOSTATICA,0,0
3751,HYPOTONIA POSTURALIS,Condition,ICD9fi,5-char ICD9fi,NA,4580B,1970-01-01,2099-12-31,NA,HYPOTONIA POSTURALIS,0,0
3752,HYPOTONIA CHRONICA,Condition,ICD9fi,5-char ICD9fi,NA,4581A,1970-01-01,2099-12-31,NA,HYPOTONIA CHRONICA,0,0
3753,HYPOTONIA NUD,Condition,ICD9fi,5-char ICD9fi,NA,4589X,1970-01-01,2099-12-31,NA,HYPOTONIA NUD,0,0
3754,ALII MORBI SYSTEMATIS CIRCULATIONIS,Condition,ICD9fi,3-char ICD9fi,NA,459,1970-01-01,2099-12-31,NA,ALII MORBI SYSTEMATIS CIRCULATIONIS,0,0
3755,HAEMORRHAGIA NUD,Condition,ICD9fi,5-char ICD9fi,NA,4590A,1970-01-01,2099-12-31,NA,HAEMORRHAGIA NUD,0,0
3756,SYNDROMA POSTPHLEBITICUM,Condition,ICD9fi,5-char ICD9fi,NA,4591A,1970-01-01,2099-12-31,NA,SYNDROMA POSTPHLEBITICUM,0,0
3757,COMPRESSIO VENAE CAVAE SUPERIORIS,Condition,ICD9fi,5-char ICD9fi,NA,4592A,1970-01-01,2099-12-31,NA,COMPRESSIO VENAE CAVAE SUPERIORIS,0,0
3758,COMPRESSIO VENAE ALIAE,Condition,ICD9fi,5-char ICD9fi,NA,4592X,1970-01-01,2099-12-31,NA,COMPRESSIO VENAE ALIAE,0,0
3759,MORBI SYSTEMATIS CIRCULATIONIS ALIA DEFINITA,Condition,ICD9fi,5-char ICD9fi,NA,4598X,1970-01-01,2099-12-31,NA,MORBI SYSTEMATIS CIRCULATIONIS ALIA DEFINITA,0,0
3760,MORBI SYSTEMATIS CIRCULATIONIS NUD,Condition,ICD9fi,5-char ICD9fi,NA,4599X,1970-01-01,2099-12-31,NA,MORBI SYSTEMATIS CIRCULATIONIS NUD,0,0
3761,NASOPHARYNGITIS ACUTA,Condition,ICD9fi,3-char ICD9fi,NA,460,1970-01-01,2099-12-31,NA,NASOPHARYNGITIS ACUTA,0,0
3762,NASOPHARYNGITIS ACUTA,Condition,ICD9fi,5-char ICD9fi,NA,4600A,1970-01-01,2099-12-31,NA,NASOPHARYNGITIS ACUTA,0,0
3763,SINUITIS ACUTA,Condition,ICD9fi,3-char ICD9fi,NA,461,1970-01-01,2099-12-31,NA,SINUITIS ACUTA,0,0
3764,SINUITIS MAXILLARIS ACUTA,Condition,ICD9fi,5-char ICD9fi,NA,4610A,1970-01-01,2099-12-31,NA,SINUITIS MAXILLARIS ACUTA,0,0
3765,SINUITIS FRONTALIS ACUTA,Condition,ICD9fi,5-char ICD9fi,NA,4611A,1970-01-01,2099-12-31,NA,SINUITIS FRONTALIS ACUTA,0,0
3766,SINUITIS ETHMOIDALIS ACUTA,Condition,ICD9fi,5-char ICD9fi,NA,4612A,1970-01-01,2099-12-31,NA,SINUITIS ETHMOIDALIS ACUTA,0,0
3767,SINUITIS SPHENOIDALIS ACUTA,Condition,ICD9fi,5-char ICD9fi,NA,4613A,1970-01-01,2099-12-31,NA,SINUITIS SPHENOIDALIS ACUTA,0,0
3768,PANSINUITIS ACUTA,Condition,ICD9fi,5-char ICD9fi,NA,4618A,1970-01-01,2099-12-31,NA,PANSINUITIS ACUTA,0,0
3769,SINUITIS ACUTA NUD,Condition,ICD9fi,5-char ICD9fi,NA,4619X,1970-01-01,2099-12-31,NA,SINUITIS ACUTA NUD,0,0
3770,PHARYNGITIS ACUTA,Condition,ICD9fi,3-char ICD9fi,NA,462,1970-01-01,2099-12-31,NA,PHARYNGITIS ACUTA,0,0
3771,PHARYNGITIS ACUTA,Condition,ICD9fi,5-char ICD9fi,NA,4620A,1970-01-01,2099-12-31,NA,PHARYNGITIS ACUTA,0,0
3772,TONSILLITIS ACUTA,Condition,ICD9fi,3-char ICD9fi,NA,463,1970-01-01,2099-12-31,NA,TONSILLITIS ACUTA,0,0
3773,TONSILLITIS ACUTA,Condition,ICD9fi,5-char ICD9fi,NA,4630A,1970-01-01,2099-12-31,NA,TONSILLITIS ACUTA,0,0
3774,LARYNGITIS ET TRACHEITIS ACUTA,Condition,ICD9fi,3-char ICD9fi,NA,464,1970-01-01,2099-12-31,NA,LARYNGITIS ET TRACHEITIS ACUTA,0,0
3775,LARYNGITIS ACUTA,Condition,ICD9fi,5-char ICD9fi,NA,4640A,1970-01-01,2099-12-31,NA,LARYNGITIS ACUTA,0,0
