code,name_fi,name_en,name_se,valid_start_date,valid_end_date,name_en_source
G43,Migreeni,Migraine,Migrän,1900-01-01,2020-12-31,THL
G43.0#,Esioireeton migreeni (tavallinen migreeni),Migraine without aura [common migraine],Migrän utan aura [vanlig migrän],1900-01-01,2020-12-31,THL
G43.1#,Esioireinen migreeni,Migraine with aura [classical migraine],Migrän med aura,1900-01-01,2020-12-31,THL
G43.2#,Migreenin sarjakohtaus,Status migrainosus,Status hemicranicus,1900-01-01,2020-12-31,THL
G43.3#,Komplisoitunut migreeni,Complicated migraine,Komplicerad migrän,1900-01-01,2020-12-31,THL
G43.8#,Muu migreeni,Other migraine,Annan specificerad migrän,1900-01-01,2020-12-31,THL
G43.9#,Määrittämätön migreeni,"Migraine, unspecified","Migrän, ospecificerad",1900-01-01,2020-12-31,THL
G44,Muut päänsärkyoireyhtymät,Other headache syndromes,Andra huvudvärkssyndrom,1900-01-01,2020-12-31,THL
G44.0,Cluster-päänsärkyoireyhtymä,Cluster headache syndrome,Syndrom med cluster headache,1900-01-01,2020-12-31,THL
G44.1,Muualla luokittamaton verisuoniperäinen päänsärky,"Vascular headache, not elsewhere classified",Vaskulär huvudvärk som ej klassificeras annorstädes,1900-01-01,2020-12-31,THL
G44.2,Jännityspäänsärky,Tension-type headache,Spänningshuvudvärk,1900-01-01,2020-12-31,THL
G44.3,Pitkäaikainen posttraumaattinen päänsärky,Chronic post-traumatic headache,Kronisk posttraumatisk huvudvärk,1900-01-01,2020-12-31,THL
G44.4#,Muualla luokittamaton lääkeaineen laukaisema päänsärky,"Drug-induced headache, not elsewhere classified",Läkemedelsutlöst huvudvärk som ej klassificeras annorstädes,1900-01-01,2020-12-31,THL
G44.8,Muu päänsärkyoireyhtymä,Other specified headache syndromes,Annat specificerat huvudvärkssyndrom,1900-01-01,2020-12-31,THL
G45,Ohimenevät aivojen verenkiertohäiriöt ja lähisukuiset oireyhtymät,Transient cerebral ischaemic attacks and related syndromes,Övergående cerebral ischemi (otillräcklig blodtillförsel till hjärnan) och besläktade syndrom,1900-01-01,2020-12-31,THL
G45.0,Nikamavaltimo-kallonpohjavaltimo-oireyhtymä,Vertebro-basilar artery syndrome,Arteria vertebrobasilaris-syndrom,1900-01-01,2020-12-31,THL
G45.1,[Hemisfeerinen] kaulavaltimo-oireyhtymä,Carotid artery syndrome (hemispheric),Arteria carotis-syndrom,1900-01-01,2020-12-31,THL
G45.2,Useat tai molemminpuoliset aivoihin verta tuovien valtimoiden oireyhtymät,Multiple and bilateral precerebral artery syndromes,Multipla och bilaterala precerebrala artärsyndrom,1900-01-01,2020-12-31,THL
G45.3,Hetkellinen sokeus,Amaurosis fugax,Amaurosis fugax,1900-01-01,2020-12-31,THL
G45.4,Ohimenevä täydellinen muistamattomuus,Transient global amnesia,Transitorisk global amnesi,1900-01-01,2020-12-31,THL
G45.8,Muu ohimenevä aivoverenkiertohäiriö tai lähisukuinen oireyhtymä,Other transient cerebral ischaemic attacks and related syndromes,Annan transitorisk cerebral ischemi och besläktade syndrom,1900-01-01,2020-12-31,THL
G45.9,Määrittämätön ohimenevä aivoverenkiertohäiriö,"Transient cerebral ischaemic attack, unspecified","Transitorisk cerebral ischemisk attack, ospecificerad",1900-01-01,2020-12-31,THL
G46*,Aivojen verisuonisairauksiin liittyvät aivojen verisuoniperäiset oireyhtymät,Vascular syndromes of brain in cerebrovascular diseases (I60-I67+),Vaskulära syndrom i hjärnan vid cerebrovaskulära sjukdomar,1900-01-01,2020-12-31,THL
G46.0*,Keskimmäisen aivovaltimon oireyhtymä,Middle cerebral artery syndrome,Arteria cerebri media-syndrom,1998-07-07,2020-12-31,THL
G46.0*I66.0,Keskimmäisen aivovaltimon oireyhtymä,Middle cerebral artery syndrome,Arteria cerebri media-syndrom,1900-01-01,2020-12-31,THL
G46.1*,Etumaisen aivovaltimon oireyhtymä,Anterior cerebral artery syndrome,Arteria cerebri anterior-syndrom,1998-07-07,2020-12-31,THL
G46.1*I66.1,Etumaisen aivovaltimon oireyhtymä,Anterior cerebral artery syndrome,Arteria cerebri anterior-syndrom,1900-01-01,2020-12-31,THL
G46.2*,Takimmaisen aivovaltimon oireyhtymä,Posterior cerebral artery syndrome,Arteria cerebri posterior-syndrom,1998-07-07,2020-12-31,THL
G46.2*I66.2,Takimmaisen aivovaltimon oireyhtymä,Posterior cerebral artery syndrome,Arteria cerebri posterior-syndrom,1900-01-01,2020-12-31,THL
G46.3*,Aivorungon halvausoireyhtymä,Brain stem stroke syndrome (I60-I67),Cerebrovaskulära hjärnstamssyndrom (I60-I67),1900-01-01,2020-12-31,THL
G46.3*I67.9,Aivorungon halvausoireyhtymä,Brain stem stroke syndrome (I60-I67+),Cerebrovaskulära hjärnstamssyndrom,1900-01-01,2020-12-31,THL
G46.4*,Pikkuaivojen halvausoireyhtymä,Cerebellar stroke syndrome (I60-I67),Cerebrovaskulära lillhjärnssyndrom,1900-01-01,2020-12-31,THL
G46.4*I67.9,Pikkuaivojen halvausoireyhtymä,Cerebellar stroke syndrome,Cerebrovaskulära lillhjärnssyndrom,1900-01-01,2020-12-31,THL
G46.5*,Yksinomaan motorinen lakunaarinen oireyhtymä,Pure motor hacunar syndrome (I60-I67+),Isolerat motoriskt lakunärt syndrom,1900-01-01,2020-12-31,THL
G46.5*I67.9,Yksinomaan motorinen lakunaarinen oireyhtymä,Pure motor lacunar syndrome,Isolerat motoriskt lakunärt syndrom,1900-01-01,2020-12-31,THL
G46.6*,Yksinomaan sensorinen lakunaarinen oireyhtymä,Pure sensory lacunar syndrome (I60-I67+),Isolerat sensoriskt lakunärt syndrom,1900-01-01,2020-12-31,THL
G46.6*I67.9,Yksinomaan sensorinen lakunaarinen oireyhtymä,Pure sensory lacunar syndrome,Isolerat sensoriskt lakunärt syndrom,1900-01-01,2020-12-31,THL
G46.7*,Muu lakunaarinen oireyhtymä,Other lacunar syndromes (I60-I67+),Annat lakunärt syndrom,1900-01-01,2020-12-31,THL
G46.7*I67.9,Muu lakunaarinen oireyhtymä,Other lacunar syndromes,Annat lakunärt syndrom,1900-01-01,2020-12-31,THL
G46.8*,Muu aivojen verisuonisairauksiin liittyvä verisuoniperäinen oireyhtymä (I60-I67),Other vascular syndromes of brain in cerebrovascular diseases (I60-I67),Annat vaskulärt syndrom i hjärnan vid cerebrovaskulära sjukdomar (I60-I67),1900-01-01,2020-12-31,THL
G46.8*I67.9,Muu aivojen verisuonisairauksiin liittyvä verisuoniperäinen oireyhtymä,Other vascular syndromes of brain in cerebrovascular diseases,Annat vaskulärt syndrom i hjärnan vid cerebrovaskulära sjukdomar,1900-01-01,2020-12-31,THL
G47,Elimelliset unihäiriöt,Sleep disorders,Sömnstörningar,1900-01-01,2020-12-31,THL
G47.0,Unen alkamisen ja ylläpitämisen häiriö,Disorders of initiating and maintaining sleep [insomnias],Insomni (insomningsstörningar och avkortad nattsömn),1900-01-01,2020-12-31,THL
G47.1,Liikaunisuutta aiheuttava häiriö,Disorders of excessive somnolence [hypersomnias],Hypersomni (överdriven sömnighet),1900-01-01,2020-12-31,THL
G47.2,Elimellinen uni-valverytmin häiriö,Disorders of the sleep-wake schedule,Organisk dygnsrytmstörning,1900-01-01,2020-12-31,THL
G47.3,Uniapnea,Sleep apnoea,Sömnapnésyndrom,1900-01-01,2020-12-31,THL
G47.4,Narkolepsia ja/tai katapleksia,Narcolepsy and cataplexy,Narkolepsi och kataplexi,1900-01-01,2020-12-31,THL
G47.8,Muu elimellinen unihäiriö,Other sleep disorders,Annan specificerad sömnstörning,1900-01-01,2020-12-31,THL
G47.9,Määrittämätön unihäiriö,"Sleep disorder, unspecified","Sömnstörning, ospecificerad",1900-01-01,2020-12-31,THL
G50-G59,"Hermojen, hermojuurten ja hermopunosten sairaudet","Nerve, nerve root and plexus disorders","Sjukdomar i nerver, nervrötter och nervplexus",1900-01-01,2020-12-31,THL
G50,Kolmoishermon sairaudet,Disorders of trigeminal nerve,Sjukdomar i trigeminusnerven,1900-01-01,2020-12-31,THL
G50.0,Kolmoishermosärky,Trigeminal neuralgia,Trigeminusneuralgi,1900-01-01,2020-12-31,THL
G50.1,Epätyypillinen kasvokipu,Atypical facial pain,Atypisk ansiktssmärta,1900-01-01,2020-12-31,THL
G50.8,Muu kolmoishermon sairaus,Other disorders of trigeminal nerve,Annan specificerad sjukdom i trigeminusnerven,1900-01-01,2020-12-31,THL
G50.9,Määrittämättömät kolmoishermon sairaudet,"Disorder of trigeminal nerve, unspecified","Sjukdom i trigeminusnerven, ospecificerad",1900-01-01,2020-12-31,THL
G51,Kasvohermon sairaudet,Facial nerve disorders,Sjukdomar i facialisnerven,1900-01-01,2020-12-31,THL
G51.0,Kasvohermohalvaus,Bell's palsy,Bells pares,1900-01-01,2020-12-31,THL
G51.1,Polvekehermosolmun tulehdus,Geniculate ganglionitis,Genikulatumganglionit,1900-01-01,2020-12-31,THL
G51.2,Melkerssonin oireyhtymä,Melkersson's syndrome,Melkerssons syndrom,1900-01-01,2020-12-31,THL
G51.3,Kasvojen toisen puolen klooninen spasmi,Clonic hemifacial spasm,Facialishemispasm,1900-01-01,2020-12-31,THL
G51.4,Kasvojen myokymia,Facial myokymia,Ansiktsmyokymi,1900-01-01,2020-12-31,THL
G51.8,Muu kasvohermon sairaus,Other disorders of facial nerve,Annan specificerad sjukdom i facialisnerven,1900-01-01,2020-12-31,THL
G51.9,Määrittämätön kasvohermon sairaus,"Disorder of facial nerve, unspecified","Sjukdom i facialisnerven, ospecificerad",1900-01-01,2020-12-31,THL
G52,Muiden aivohermojen sairaudet,Disorders of other cranial nerves,Sjukdomar i andra kranialnerver,1900-01-01,2020-12-31,THL
G52.0,Hajuhermon sairaus,Disorders of olfactory nerve,Sjukdom i nervus olfactorius,1900-01-01,2020-12-31,THL
G52.1,Kieli-kitahermon sairaus,Disorders of glossopharyngeal nerve,Sjukdom i nervus glossopharyngeus,1900-01-01,2020-12-31,THL
G52.2,Kiertäjähermon sairaus,Disorders of vagus nerve,Sjukdom i nervus vagus,1900-01-01,2020-12-31,THL
G52.3,Kielen liikehermon sairaus,Disorders of hypoglossal nerve,Sjukdom i nervus hypoglossus,1900-01-01,2020-12-31,THL
G52.7,Useiden aivohermojen sairaus,Disorders of multiple cranial nerves,Sjukdom i multipla kranialnerver,1900-01-01,2020-12-31,THL
G52.8,Muun aivohermon sairaus,Disorders of other specified cranial nerves,Sjukdom i annan specificerad kranialnerv,1900-01-01,2020-12-31,THL
G52.9,Määrittämätön aivohermosairaus,"Cranial nerve disorder, unspecified","Kranialnervssjukdom, ospecificerad",1900-01-01,2020-12-31,THL
G53*,Muualla luokitettuihin sairauksiin liittyvät aivohermojen sairaustilat,Cranial nerve disorders in diseases classified elsewhere,Förändringar i kranialnerverna vid sjukdomar som klassificeras annorstädes,1900-01-01,2020-12-31,THL
G53.0*,Vyöruusun jälkeinen hermosärky,Nerve pain after shingles,Neuralgi efter bältros,1998-07-07,2020-12-31,Google
G53.1*,Usean aivohermon halvaus muualla luokitetun tartunta- tai loistaudin yhteydessä,Multiple cranial nerve palsies in infectious and parasitic diseases classified elsewhere,Multipel kranialnervspares vid infektions- eller parasitsjukdom som klassificeras annorstädes,1900-01-01,2020-12-31,THL
G53.2*,Sarkoidoosiin liittyvä useiden aivohermojen halvaus,Multiple cranial nerve palsies in sarcoidosis,Multipel kranialnervspares vid sarkoidos,1998-07-07,2020-12-31,THL
G53.2*D86.8,Sarkoidoosiin liittyvä useiden aivohermojen halvaus,Multiple cranial nerve palsies in sarcoidosis,Multipla kranialnervspareser vid sarkoidos,1900-01-01,2020-12-31,THL
G53.3*,Kasvainsairauteen liittyvä usean aivohermon halvaus,Multiple cranial nerve pahsies in neoplastic disease (C00-D48+),Multipel kranialnervspares vid tumörsjukdom,1900-01-01,2020-12-31,THL
G53.8*,Muu aivohermomuutos muualla luokitetun muun sairauden yhteydessä,Other cranial nerve disorders in other diseases classified elsewhere,Annan kranialnervsförändring vid annan sjukdom som klassificeras annorstädes,1900-01-01,2020-12-31,THL
G54,Hermojuurten ja hermopunosten sairaudet,Nerve root and plexus disorders,Sjukdomar i nervrötter och nervplexus,1900-01-01,2020-12-31,THL
G54.0,Olkapunoksen (hartiapunoksen) sairaudet,Brachial plexus disorders,Sjukdomar i brakialplexus,1900-01-01,2020-12-31,THL
G54.1,Lanne-ristipunoksen sairaudet,Lumbosacral plexus disorders,Sjukdomar i lumbosakralplexus,1900-01-01,2020-12-31,THL
G54.2,Muualla luokittamattomat kaulahermojuurten sairaudet,"Cervical root disorders, not elsewhere classified",Sjukdomar i cervikalrot som ej klassificeras annorstädes,1900-01-01,2020-12-31,THL
G54.3,Muualla luokittamattomat rintahermojuurten sairaudet,"Thoracic root disorders, not elsewhere classified",Sjukdomar i torakalrot som ej klassificeras annorstädes,1900-01-01,2020-12-31,THL
G54.4,Muualla luokittamattomat lanne- ja ristihermojuurten sairaudet,"Lumbosacral root disorders, not elsewhere classified",Sjukdomar i lumbosakralrot som ej klassificeras annorstädes,1900-01-01,2020-12-31,THL
G54.5,Neuralginen amyotrofia,Neuralgic amyotrophy,Neuralgisk amyotrofi,1900-01-01,2020-12-31,THL
G54.6,Kivulias fantomiraajaoireyhtymä,Phantom limb syndrome with pain,Fantom-extremitetssyndrom med smärta,1900-01-01,2020-12-31,THL
G54.7,Kivuton fantomiraajaoireyhtymä,Phantom limb syndrome without pain,Fantom-extremitetssyndrom utan smärta,1900-01-01,2020-12-31,THL
G54.8,Muu hermojuurten ja hermopunosten sairaus,Other nerve root and plexus disorders,Annan specificerad sjukdom i nervrötter och nervplexus,1900-01-01,2020-12-31,THL
G54.9,Määrittämätön hermojuuren ja/tai hermopunoksen sairaus,"Nerve root and plexus disorder, unspecified","Sjukdom i nervrötter och nervplexus, ospecificerad",1900-01-01,2020-12-31,THL
G55*,Muualla luokitettuihin sairauksiin liittyvät hermojuurten ja hermopunosten puristustilat,Nerve root and plexus compressions in diseases classified elsewhere,Kompression av nervrötter och nervplexus vid sjukdomar som klassificeras annorstädes,1900-01-01,2020-12-31,THL
G55.0*,Kasvainsairauteen liittyvä hermojuurten tai hermopunosten puristustila,Nerve root and plexus compressions in neoplastic disease (C00-D48+),Kompression av nervrötter och nervplexus vid tumörsjukdomar (C00-D48+),1900-01-01,2020-12-31,THL
G55.1*,Nikamavälilevyhäiriöön liittyvä hermojuurten tai hermopunosten puristustila,Nerve root and plexus compressions in intervertebral disc disorders (M50-M51+),Kompression av nervrötter och nervplexus vid sjukdom i mellankotskivorna,1900-01-01,2020-12-31,THL
G55.1*M51.1,Nikamavälilevysairauden aiheuttama hermojuuren puristustila,Nerve root compression caused by intervertebral disc disease,Kompression av nervrötter och nervplexus vid disksjukdomar i lumbalregionen och andra regioner,2010-01-01,2020-12-31,Google
G55.1*M51.9,Nikamavälilevyhäiriöön liittyvä hermojuuren tai hermopunoksen puristustila,Nerve root and plexus compressions in intervertebral disc disorders (M50-M51+),Kompression av nervrötter och nervplexus vid sjukdom i mellankotskivorna (M50-M51+),1900-01-01,2020-12-31,THL
G55.2*,Spondyloosiin liittyvä hermojuurten tai hermopunosten puristustila,Nerve root and plexus compressions in spondylosis,Kompression av nervrötter och nervplexus vid spondylos,1900-01-01,2020-12-31,THL
G55.2*M47.9,Spondyloosiin liittyvä hermojuuren tai hermopunoksen puristustila,Nerve root and plexus compressions in spondylosis,Kompression av nervrötter och nervplexus vid spondylos,1900-01-01,2020-12-31,THL
G55.3*,Muuhun selkäsairauteen liittyvä hermojuurten tai hermopunosten puristustila,"Nerve root and plexus compressions in other dorsopathies (M45-M46+, M48.-+, M53-M54+)",Kompression av nervrötter och nervplexus vid annan ryggåkomma,1900-01-01,2020-12-31,THL
G55.8*,Hermojuurten tai hermopunosten puristustila muualla luokitetun muun sairauden yhteydessä,Nerve root and plexus compressions in other diseases classified elsewhere,Kompression av nervrötter och nervplexus vid annan sjukdom som klassificeras annorstädes,1900-01-01,2020-12-31,THL
G56,Yläraajan yhden hermon sairaudet,Mononeuropathies of upper limb,Mononeuropati (sjukdom i en enda perifer nerv) i övre extremitet,1900-01-01,2020-12-31,THL
G56.0,Rannekanavaoireyhtymä,Carpal tunnel syndrome,Karpaltunnelsyndrom,1900-01-01,2020-12-31,THL
G56.1,Muu keskihermon sairaus,Other lesions of median nerve,Annan nervus medianus-lesion,1900-01-01,2020-12-31,THL
G56.2,Kyynärhermon sairaus,Lesion of ulnar nerve,Nervus ulnaris-lesion,1900-01-01,2020-12-31,THL
G56.3,Värttinähermon sairaus,Lesion of radial nerve,Nervus radialis-lesion,1900-01-01,2020-12-31,THL
G56.4,Kausalgia,Causalgia,Kausalgi,1900-01-01,2020-12-31,THL
G56.8,Muu yläraajan yhden hermon sairaus,Other mononeuropathies of upper limb,Annan specificerad mononeuropati i övre extremitet,1900-01-01,2020-12-31,THL
G56.9,Määrittämätön yläraajan yhden hermon sairaus,"Mononeuropathy of upper limb, unspecified","Mononeuropati i övre extremitet, ospecificerad",1900-01-01,2020-12-31,THL
G57,Alaraajan yhden hermon sairaudet,Mononeuropathies of lower limb,Mononeuropati (sjukdom i en enda perifer nerv) i nedre extremitet,1900-01-01,2020-12-31,THL
G57.0,Lonkkahermon sairaus,Lesion of sciatic nerve,Nervus ischiadicus-lesion,1900-01-01,2020-12-31,THL
G57.1,Meralgia paraesthetica,Meralgia paraesthetica,Meralgia paraesthetica,1900-01-01,2020-12-31,THL
G57.2,Reisihermon sairaus,Lesion of femoral nerve,Nervus femoralis-hesion,1900-01-01,2020-12-31,THL
G57.3,Pohjehermon sairaus,Lesion of lateral popliteal nerve,Nervus fibularis-lesion,1900-01-01,2020-12-31,THL
G57.4,Säärihermon sairaus,Lesion of medial popliteal nerve,Nervus tibialis-lesion,1900-01-01,2020-12-31,THL
G57.5,Nilkkakanavaoireyhtymä,Tarsal tunnel syndrome,Tarsaltunnelsyndrom,1900-01-01,2020-12-31,THL
G57.6,Sisemmän jalkapohjahermon sairaus,Lesion of plantar nerve,Nervus plantaris-lesion,1900-01-01,2020-12-31,THL
G57.8,Muu alaraajan yhden hermon sairaus,Other mononeuropathies of lower limb,Annan specificerad mononeuropati i nedre extremitet,1900-01-01,2020-12-31,THL
G57.9,Määrittämätön alaraajan yhden hermon sairaus,"Mononeuropathy of lower limb, unspecified","Mononeuropati i nedre extremitet, ospecificerad",1900-01-01,2020-12-31,THL
G58,Muut yhden hermon sairaudet,Other mononeuropathies,Andra mononeuropatier (sjukdomar i en enda perifer nerv),1900-01-01,2020-12-31,THL
G58.0,Kylkivälihermon sairaus,Intercostal neuropathy,Interkostalneuropati,1900-01-01,2020-12-31,THL
G58.7,Multippeli mononeuropatia,Mononeuritis multiplex,Mononeuropathia multiplex,1900-01-01,2020-12-31,THL
G58.8,Muu yhden hermon sairaus,Other specified mononeuropathies,Annan specificerad mononeuropati,1900-01-01,2020-12-31,THL
G58.9,Määrittämätön yhden hermon sairaus,"Mononeuropathy, unspecified","Mononeuropati, ospecificerad",1900-01-01,2020-12-31,THL
G59*,Muualla luokitettuihin sairauksiin liittyvät yhden hermon sairaudet,Mononeuropathy in diseases classified elsewhere,Mononeuropati (sjukdom i en enda perifer nerv) vid sjukdomar som klassificeras annorstädes,1900-01-01,2020-12-31,THL
G59.0*,Diabeteksen yhden hermon sairaus (E10-E14/.4),Diabetic mononeuropathy (E10-E14+ with common fourth character .4),Diabetisk mononeuropati (E10-E14/.4),1900-01-01,2020-12-31,THL
G59.0*E10.4,Diabeteksen mononeuropatia nuoruustyypin diabetes,Insulin-dependent diabetes mellitus - Diabetic mononeuropathy,Diabetes med mononeuropati insulinberoende diabetes,1900-01-01,2020-12-31,THL
G59.0*E11.4,Diabeteksen mononeuropatia aikuistyypin diabetes,Non-insulin-dependent diabetes mellitus - Diabetic mononeuropathy,Diabetes med mononeuropati ej insulinberoende diabetes,1900-01-01,2020-12-31,THL
G59.8*,Muu yhden hermon sairaus muualla luokitetun sairauden yhteydessä,Other mononeuropathies in diseases classified elsewhere,Annan mononeuropati vid sjukdom som klassificeras annorstädes,1900-01-01,2020-12-31,THL
G60-G64,Monihermosairaudet ja muut ääreishermoston sairaudet,Polyneuropathies and other disorders of the peripheral nervous system,Polyneuropatier (samtidig sjukdom i flera perifera nerver) och andra sjukdomar i perifera nervsystemet,1900-01-01,2020-12-31,THL
G60,Perinnöllinen idiopaattinen ääreishermosairaus,Hereditary and idiopathic neuropathy,"Ärftlig och idiopatisk neuropati (sjukdom i perifer nerv, ärftlig och av okänd orsak)",1900-01-01,2020-12-31,THL
G60.0,Perinnöllinen motorinen ja sensorinen ääreishermosairaus,Hereditary motor and sensory neuropathy,Hereditär motorisk och sensorisk neuropati,1900-01-01,2020-12-31,THL
G60.1,Refsumin tauti,Refsum's disease,Refsums sjukdom,1900-01-01,2020-12-31,THL
G60.2,Perinnölliseen ataksiaan liittyvä hermosairaus,Neuropathy in association with hereditary ataxia,Neuropati i samband med hereditär ataxi,1900-01-01,2020-12-31,THL
G60.3,Idiopaattinen etenevä hermosairaus,Idiopathic progressive neuropathy,Idiopatisk progressiv neuropati,1900-01-01,2020-12-31,THL
G60.8,Muu perinnöllinen idiopaattinen ääreishermosairaus,Other hereditary and idiopathic neuropathies,Annan specificerad hereditär och idiopatisk neuropati,1900-01-01,2020-12-31,THL
G60.9,Määrittämätön perinnöllinen idiopaattinen ääreishermostosairaus,"Hereditary and idiopathic neuropathy, unspecified","Hereditär och idiopatisk neuropati, ospecificerad",1900-01-01,2020-12-31,THL
G61,Ääreishermoston tulehduksellinen monihermosairaus,Inflammatory polyneuropathy,Inflammatorisk polyneuropati (inflammatorisk sjukdom i flera perifera nerver samtidigt),1900-01-01,2020-12-31,THL
G61.0,Guillain-Barrén oireyhtymä,Guillain-Barré syndrome,Guillain-Barrés syndrom,1900-01-01,2020-12-31,THL
G61.1#,Seerumineuropatia,Serum neuropathy,Serumneuropati,1900-01-01,2020-12-31,THL
G61.8,Muu tulehduksellinen monihermosairaus,Other inflammatory polyneuropathies,Annan specificerad inflammatorisk polyneuropatier,1900-01-01,2020-12-31,THL
G61.9,Määrittämätön tulehduksellinen monihermosairaus,"Inflammatory polyneuropathy, unspecified","Inflammatorisk polyneuropati, ospecificerad",1900-01-01,2020-12-31,THL
G62,Muut monihermosairaudet,Other polyneuropathies,Andra polyneuropatier (sjukdomar i flera perifera nerver samtidigt),1900-01-01,2020-12-31,THL
G62.0#,Lääkeaineen laukaisema monihermosairaus,Drug-induced polyneuropathy,Läkemedelsutlöst polyneuropati,1900-01-01,2020-12-31,THL
G62.1,Alkoholin käyttöön liittyvä monihermosairaus,Alcoholic polyneuropathy,Alkoholpolyneuropati,1900-01-01,2020-12-31,THL
G62.2,Muun myrkyllisen aineen aiheuttama monihermosairaus,Polyneuropathy due to other toxic agents,Polyneuropati orsakad av annat toxiskt ämne,1900-01-01,2020-12-31,THL
G62.8,Muu monihermosairaus,Other specified polyneuropathies,Annan specificerad polyneuropati,1900-01-01,2020-12-31,THL
G62.9,Määrittämätön monihermosairaus,"Polyneuropathy, unspecified","Polyneuropati, ospecificerad",1900-01-01,2020-12-31,THL
G63*,Muualla luokitettuihin sairauksiin liittyvä monihermosairaus,Polyneuropathy in diseases classified elsewhere,Polyneuropati (sjukdom i flera perifera nerver samtidigt) vid sjukdomar som klassificeras annorstädes,1900-01-01,2020-12-31,THL
G63.0*,Monihermosairaus muualla luokitetun tartunta- tai loistaudin yhteydessä,Polyneuropathy in infectious and parasitic diseases classified elsewhere,Polyneuropati vid infektions- och parasitsjukdom som klassificeras annorstädes,1900-01-01,2020-12-31,THL
G63.0*A17.8,Tuberkuloottinen monihermosairaus,Tuberculous polyneuropathy,Tuberkulös polyneuropati,1900-01-01,2020-12-31,THL
G63.0*A30.9,Lepraan liittyvä monihermosairaus,Polyneuropathy (in) leprosy,Polyneuropati vid lepra,1900-01-01,2020-12-31,THL
G63.0*A36.8,Kurkkumädän aiheuttama monihermotulehdus,Diphtheritic polyneuritis+,Polyneuropati vid difteri,1900-01-01,2020-12-31,THL
G63.0*A50.4,Myöhäisen synnynnäisen kupan aiheuttama monihermosairaus,Late congenital syphilitic polyneuropathy+,Sen medfödd syfilitisk polyneuropati,1900-01-01,2020-12-31,THL
G63.0*A52.1,Myöhäiskuppaan liittyvä monihermosairaus,Late syphilitic polyneuropathy,Sensyfilitisk polyneuropati,1900-01-01,2020-12-31,THL
G63.0*A69.2,Lymen borrelioosiin liittyvä monihermosairaus,Polyneuropathy (in) Lyme disease,Polyneuropati vid borrelios (Lymes sjukdom),1900-01-01,2020-12-31,THL
G63.0*B26.8,Sikotaudin monihermosairaus,Mumps polyneuropathy+,Påssjukepolyneuropati,1900-01-01,2020-12-31,THL
G63.0*B27.9,Mononukleoosiin liittyvä monihermosairaus,Polyneuropathy (in) infectious mononucleosis,Polyneuropati vid infektiös mononukleos,1900-01-01,2020-12-31,THL
G63.1*,Kasvainsairauteen liittyvä monihermosairaus,Polyneuropathy in neoplastic disease (C00-D48+),Polyneuropati vid tumörsjukdom,1900-01-01,2020-12-31,THL
G63.2*,Diabeteksen monihermosairaus,Diabetic polyneuropathy (E10-E14+ with common fourth character .4),Diabetisk polyneuropati,1900-01-01,2020-12-31,THL
G63.2*E10.4,Diabeteksen polyneuropatia nuoruustyypin diabetes,Insulin-dependent diabetes mellitus - Diabetic polyneuropathy,Diabetes med polyneuropati insulinberoende diabetes,1900-01-01,2020-12-31,THL
G63.2*E11.4,Diabeteksen polyneuropatia aikuistyypin diabetes,Non-insulin-dependent diabetes mellitus - Diabetic polyneuropathy,Diabetes med polyneuropati ej insulinberoende diabetes,1900-01-01,2020-12-31,THL
G63.3*,Muuhun umpieritys- tai aineenvaihduntasairauteen liittyvä monihermosairaus,"Polyneuropathy in other endocrine and metabolic diseases (E00-E07+, E15-E16+, E20-E34+, E70-E89+)",Polyneuropati vid annan endokrin eller metabolisk sjukdom,1900-01-01,2020-12-31,THL
G63.4*,Ravitsemushäiriöön liittyvä monihermosairaus,Polyneuropathy in nutritional deficiency (E40-E64+),Polyneuropati vid nutritionsrubbning,1900-01-01,2020-12-31,THL
G63.5*,Systeemiseen sidekudossairauteen liittyvä monihermosairaus,Polyneuropathy in systemic connective tissue disorders (M30-M35+),Polyneuropati vid systemisk bindvävssjukdom (M30-M35+),1900-01-01,2020-12-31,THL
G63.6*,Muuhun lihas- ja luusairauteen liittyvä monihermosairaus,"Polyneuropathy in other musculoskeletal disorders (M00-M25+, M40-M96+)",Polyneuropati vid annan muskuloskeletal sjukdom,1900-01-01,2020-12-31,THL
G63.6*M05.3,Reumatoidi monihermosairaus,Rheumatoid polyneuropathy,Reumatoid polyneuropati,1900-01-01,2020-12-31,THL
G63.8*,Monihermosairaus muualla luokitetun muun sairauden yhteydessä,Polyneuropathy in other diseases classified elsewhere,Polyneuropati vid annan sjukdom som klassificeras annorstädes,1900-01-01,2020-12-31,THL
G63.8*N18.8,Ureeminen hermosairaus,Uraemic neuropathy,Uremisk neuropati,1900-01-01,2020-12-31,THL
G64,Muu ääreishermostosairaus,Other disorders of peripheral nervous system,Annan sjukdom i perifera nervsystemet,1900-01-01,2020-12-31,THL
G70-G73,Hermo-lihasliitosten ja lihasten sairaudet,Diseases of myoneural junction and muscle,Neuromuskulära transmissionsrubbningar (rubbningar i överföring av impulser mellan nerver och muskler) och sjukdomar i muskler,1900-01-01,2020-12-31,THL
G70,Myasthenia gravis ja muut hermo-lihasliitosten häiriöt,Myasthenia gravis and other myoneural disorders,Myasthenia gravis och andra neuromuskulära transmissionsrubbningar (rubbningar i överföring av impulser mellan nerver och muskler),1900-01-01,2020-12-31,THL
