code,name_en_source,name_fi,name_en,better_name_en
G63.0*A17.8,THL,Tuberkuloottinen monihermosairaus,Tuberculous polyneuropathy,
G63.0*A30.9,THL,Lepraan liittyvä monihermosairaus,Polyneuropathy (in) leprosy,
G63.0*A36.8,THL,Kurkkumädän aiheuttama monihermotulehdus,Diphtheritic polyneuritis+,
G63.0*A50.4,THL,Myöhäisen synnynnäisen kupan aiheuttama monihermosairaus,Late congenital syphilitic polyneuropathy+,
G63.0*A52.1,THL,Myöhäiskuppaan liittyvä monihermosairaus,Late syphilitic polyneuropathy,
G63.0*A69.2,THL,Lymen borrelioosiin liittyvä monihermosairaus,Polyneuropathy (in) Lyme disease,
G63.0*B26.8,THL,Sikotaudin monihermosairaus,Mumps polyneuropathy+,
G63.0*B27.9,THL,Mononukleoosiin liittyvä monihermosairaus,Polyneuropathy (in) infectious mononucleosis,
G63.1*,THL,Kasvainsairauteen liittyvä monihermosairaus,Polyneuropathy in neoplastic disease (C00-D48+),
G63.2*,THL,Diabeteksen monihermosairaus,Diabetic polyneuropathy (E10-E14+ with common fourth character .4),
G63.2*E10.4,THL,Diabeteksen polyneuropatia nuoruustyypin diabetes,Insulin-dependent diabetes mellitus - Diabetic polyneuropathy,
G63.2*E11.4,THL,Diabeteksen polyneuropatia aikuistyypin diabetes,Non-insulin-dependent diabetes mellitus - Diabetic polyneuropathy,
G63.3*,THL,Muuhun umpieritys- tai aineenvaihduntasairauteen liittyvä monihermosairaus,"Polyneuropathy in other endocrine and metabolic diseases (E00-E07+, E15-E16+, E20-E34+, E70-E89+)",
G63.4*,THL,Ravitsemushäiriöön liittyvä monihermosairaus,Polyneuropathy in nutritional deficiency (E40-E64+),
G63.5*,THL,Systeemiseen sidekudossairauteen liittyvä monihermosairaus,Polyneuropathy in systemic connective tissue disorders (M30-M35+),
G63.6*,THL,Muuhun lihas- ja luusairauteen liittyvä monihermosairaus,"Polyneuropathy in other musculoskeletal disorders (M00-M25+, M40-M96+)",
G63.6*M05.3,THL,Reumatoidi monihermosairaus,Rheumatoid polyneuropathy,
G63.8*,THL,Monihermosairaus muualla luokitetun muun sairauden yhteydessä,Polyneuropathy in other diseases classified elsewhere,
G63.8*N18.8,THL,Ureeminen hermosairaus,Uraemic neuropathy,
G64,THL,Muu ääreishermostosairaus,Other disorders of peripheral nervous system,
G70,THL,Myasthenia gravis ja muut hermo-lihasliitosten häiriöt,Myasthenia gravis and other myoneural disorders,
G70.0#,THL,Myasthenia gravis,Myasthenia gravis,
G70.1,THL,Toksiset myoneuraaliset sairaudet,Toxic myoneural disorders,
G70.20,THL,Synnynnäinen familiaalinen myastenia,Congenital and developmental myasthenia,
G70.21,THL,Lantion ja raajojen myastenia,Limb girdle myasthenia,
G70.28,THL,Muu synnynnäinen tai kehityksellinen myastenia,Other congenital and developmental myasthenia,
G70.8,THL,Muu hermo-lihasliitosten sairaus,Other specified myoneural disorders,
G70.9,THL,Määrittämätön hermo-lihasliitosten sairaus,"Myoneural disorder, unspecified",
G71,THL,Primaariset lihassairaudet,Primary disorders of muscles,
G71.0,THL,Muu lihasdystrofia,Other muscular dystrophy,
G71.00,THL,Hyvänlaatuinen lihasdystrofia (Becker),Muscular dystrophy benign [Becker],
G71.01,THL,"Hyvänlaatuinen skapuloperoneaalinen lihasdystrofia, jolle ovat ominaisia varhain ilmenevät kontraktuurat (Emery-Dreifuss)",Muscular dystrophy benign scapuloperoneal with early contractures [Emery-Dreifuss],
G71.02,THL,Kasvo-hartiaseudun lihasdystrofia (Landouzy-Déjerine),Muscular dystrophy facioscapulohumeral,
G71.03,THL,"Autosomissa peittyvästi periytyvä , Duchennen tai Beckerin dystrofiaa muistuttava lapsuuden lihasdystrofia","Muscular dystrophy autosomal recessive, childhood type, resembling Duchenne or Becker",
G71.04,THL,Okulofaryngeaalinen lihasdystrofia,Muscular dystrophy oculopharyngeal,
G71.05,THL,Skapuloperoneaalinen lihasdystrofia,Muscular dystrophy scapuloperoneal,
G71.06,THL,Vaikea lihasdystrofia (Duchenne),Muscular dystrophy severe [Duchenne],
G71.08,THL,Muu lihasdystrofia,Other muscular dystrophy,
G71.1,THL,Muu lihasjänteyssairaus,Myotonic disorders,
G71.10#,THL,Lääkeaineen laukaisema myotonia,Myotonia drug-induced,
G71.11,THL,Myotoninen dystrofia (Steinert),Dystrophia myotonica [Steinert],
G71.12,THL,Synnynnäinen myotonia,Myotonia congenita,
G71.13,THL,Neuromyotonia (Isaacs),Neuromyotonia [Isaacs],
G71.14,THL,Synnynnäinen paramyotonia,Paramyotonia congenita,
G71.15,THL,Pseudomyotonia,Pseudomyotonia,
G71.18,Google,Muu lihasjänteyssairaus,Other musculoskeletal disorders,
H28.2*G71.11,THL,Myotoniseen dystrofiaan liittyvä kaihi,Myotonic cataract,
G71.11+H28.2,THL,Myotoniseen dystrofiaan liittyvä kaihi,Myotonic cataract,
G71.2,THL,Muu synnynnäinen lihassairaus,Congenital myopathies,
G71.21,THL,Synnynnäinen lihassairaus - lihassyiden tyyppien välinen epäsuhta,Fibre type disproportion,
G71.22,THL,Synnynnäinen lihassairaus - monitumaiset (pienitumaiset) lihassolut,Disease multicore (minicore),
G71.23,THL,Synnynnäinen myotubulaarinen [sentronukleaarinen] lihassairaus,Disease central core,
G71.24,THL,Synnynnäinen nemaliini-lihassairaus,Nemaline myopathy,
G71.25,THL,Tarkemmin määrittämätön synnynnäinen lihasdystrofia,Congenital muscular dystrophy NOS,
G71.28,Google,Muu synnynnäinen lihassairaus,Other congenital muscle disease,
G71.3,THL,Muualla luokittamaton mitokondriaalinen lihassairaus,"Mitochondrial myopathy, not elsewhere classified",
G71.8,THL,Muu primaarinen lihassairaus,Other primary disorders of muscles,
G71.9,THL,Määrittämätön primaarinen lihassairaus,"Primary disorder of muscle, unspecified",
G72,THL,Muut lihassairaudet,Other myopathies,
G72.0#,THL,Lääkeaineen laukaisema lihassairaus,Drug-induced myopathy,
G72.1,THL,Alkoholin käyttöön liittyvä lihassairaus,Alcoholic myopathy,
G72.2,THL,Muun myrkyllisen aineen aiheuttama lihassairaus,Myopathy due to other toxic agents,
G72.3,THL,Periodinen halvaus,Periodic paralysis,
G72.4,THL,Muualla luokittamaton tulehduksellinen lihassairaus,"Inflammatory myopathy, not elsewhere classified",
G72.8,THL,Muu lihassairaus,Other specified myopathies,
G72.9,THL,Määrittämätön lihassairaus,"Myopathy, unspecified",
G73*,THL,Muualla luokitettuihin sairauksiin liittyvät hermo-lihasliitosten ja lihasten sairaudet,Disorders of myoneural junction and muscle in diseases classified elsewhere,
G73.0*,THL,Umpierityssairauteen liittyvä myasteeninen oireyhtymä,Myasthenic syndromes in endocrine diseases,
G73.0*E05.9,THL,Tyreotoksikoottiset myasteeniset oireyhtymät,Myasthenic syndromes in thyrotoxicosis [hyperthyroidism],
G73.0*E10.4,THL,Diabeteksen amyotrofia nuoruustyypin diabetes,Insulin-dependent diabetes mellitus - Diabetic amyotrophy,
G73.0*E11.4,THL,Diabeteksen amyotrofia aikuistyypin diabetes,Non-insulin-dependent diabetes mellitus - Diabetic amyotrophy,
G73.1*,THL,Eaton-Lambertin oireyhtymä,Eaton-Lambert syndrome,
G73.1*C80.99,THL,Eaton-Lambertin oireyhtymä,Eaton-Lambert syndrome,
G73.2*,THL,Muu kasvainsairauteen liittyvä myasteeninen oireyhtymä,Other myasthenic syndromes in neoplastic disease (C00-D48+),
G73.3*,THL,Myasteeninen oireyhtymä muualla luokitetun sairauden yhteydessä,Myasthenic syndromes in other diseases classified elsewhere,
G73.4*,THL,Lihassairaus muualla luokitetun tartunta- ja loistaudin yhteydessä,Myopathy in infectious and parasitic diseases classified elsewhere,
G73.5*,THL,Umpierityssairauteen liittyvä lihassairaus,Myopathy in endocrine diseases,
G73.5*E05.9,THL,Tyreotoksikoottinen lihassairaus,Thyrotoxic myopathy,
G73.5*E20.9,THL,Lisäkilpirauhasten vajaatoimintaan liittyvä lihassairaus,Myopathy in hypoparathyroidism,
G73.6*,THL,Aineenvaihduntasairauteen liittyvä lihassairaus,Myopathy in metabolic diseases,
G73.6*E74.0,THL,Glykogeenin kertymäsairauteen liittyvä lihassairaus,Myopathy in glycogen storage disease,
G73.6*E75.6,THL,Rasvankertymätauteihin liittyvä lihassairaus,Myopathy in lipid storage disorders,
G73.7*,THL,Lihassairaus muualla luokitetun muun sairauden yhteydessä,Myopathy in other diseases classified elsewhere,
G73.7*M05.3,THL,Reumatoidi lihassairaus,Rheumatoid myopathy,
G73.7*M32.1,THL,LED-tautiin liittyvä lihassairaus,Myopathy in systemic lupus erythematosus,
G73.7*M34.8,THL,Sklerodermaan liittyvä lihassairaus,Myopathy in scleroderma,
G73.7*M35.0,THL,Sjögrenin oireyhtymään (sicca-oireyhtymä) liittyvä lihassairaus,Myopathy in sicca syndrome [Sjögren],
G80,THL,CP-oireyhtymä,Infantile cerebral palsy,
G80.0,THL,Spastinen kvadripleginen CP-oireyhtymä,Spastic quadriplegic cerebral palsy,
G80.1,THL,Spastinen dipleginen CP-oireyhtymä,Spastic diplegic cerebral palsy,
G80.2,THL,Spastinen hemipleginen CP-oireyhtymä,Spastic hemiplegic cerebral palsy,
G80.3,THL,Dyskineettinen CP-oireyhtymä,Dyskinetic cerebral palsy,
G80.4,THL,Ataktinen CP-oireyhtymä,Ataxic cerebral palsy,
G80.8,THL,Muu CP-oireyhtymä,Other infantile cerebral palsy,
G80.9,THL,Määrittämätön CP-oireyhtymä,"Infantile cerebral palsy, unspecified",
G81,THL,Toispuolihalvaus,Hemiplegia,
G81.0,THL,Veltto hemiplegia,Flaccid hemiplegia,
G81.1,THL,Jäykkä hemiplegia,Spastic hemiplegia,
G81.9,THL,Määrittämätön hemiplegia,"Hemiplegia, unspecified",
G82,THL,Alaraajojen halvaukset ja neliraajahalvaukset,Paraplegia and tetraplegia,
G82.0,THL,Veltto paraplegia,Flaccid paraplegia,
G82.1,THL,Jäykkä (spastinen) paraplegia,Spastic paraplegia,
G82.2,THL,Määrittämätön paraplegia,"Paraplegia, unspecified",
G82.3,THL,Veltto tetraplegia,Flaccid tetraplegia,
G82.4,THL,Jäykkä (spastinen) tetraplegia,Spastic tetraplegia,
G82.5,THL,Määrittämätön tetraplegia,"Tetraplegia, unspecified",
G83,THL,Muut halvausoireyhtymät,Other paralytic syndromes,
G83.0,THL,Yläraajojen diplegia,Diplegia of upper limbs,
G83.1,THL,Alaraajan monoplegia,Monoplegia of lower limb,
G83.2,THL,Yläraajan monoplegia,Monoplegia of upper limb,
G83.3,THL,Määrittämätön monoplegia,"Monoplegia, unspecified",
G83.4,THL,Cauda equina -oireyhtymä,Cauda equina syndrome,
G83.5,THL,Lukkotila,Locked in -syndrome,
G83.8,THL,Muu halvausoireyhtymä,Other specified paralytic syndromes,
G83.9,THL,Määrittämätön halvausoireyhtymä,"Paralytic syndrome, unspecified",
G90,THL,Autonomisen hermoston sairaudet,Disorders of autonomic nervous system,
G90.0,THL,Idiopaattinen autonomisten ääreishermojen sairaus,Idiopathic peripheral autonomic neuropathy,
G90.1,THL,Suvuittainen dysautonomia (Riley-Day),Familial dysautonomia [Riley-Day],
G90.2,THL,Hornerin oireyhtymä,Horner's syndrome,
G90.3,THL,Usean järjestelmän rappeuma,Multi-system degeneration,
G90.4,THL,Autonominen dysrefleksia,Autonomic dysreflexia,
G90.8,THL,Muu autonomisen hermoston sairaus,Other disorders of autonomic nervous system,
G90.9,THL,Määrittämätön autonomisen hermoston sairaus,"Disorder of autonomic nervous system, unspecified",
G91,THL,Vesipäisyys,Hydrocephalus,
G91.0,THL,Kommunikoiva vesipäisyys,Communicating hydrocephalus,
G91.1,THL,Obstruktiivinen vesipäisyys,Obstructive hydrocephalus,
G91.2,THL,Normaalipaineinen vesipäisyys,Normal-pressure hydrocephalus,
G91.3,THL,Määrittämätön vamman jälkeinen vesipäisyys,"Post-traumatic hydrocephalus, unspecified",
G91.8,THL,Muu vesipäisyys,Other hydrocephalus,
G91.9,THL,Määrittämätön vesipäisyys,"Hydrocephalus, unspecified",
G92,THL,Toksinen aivosairaus,Toxic encephalopathy,
G93,THL,Muut aivosairaudet,Other disorders of brain,
G93.0,THL,Aivokystat,Cerebral cysts,
G93.1,THL,Hapenpuutteesta aiheutunut muualla luokittamaton aivovamma,"Anoxic brain damage, not elsewhere classified",
G93.2,THL,Hyvänlaatuinen kallonsisäinen hypertensio,Benign intracranial hypertension,
G93.3,THL,Virusinfektiota seuraava väsymysoireyhtymä,Postviral fatigue syndrome,
G93.4,THL,Määrittämätön enkefalopatia,"Encephalopathy, unspecified",
G93.5,THL,Aivojen puristustila,Compression of brain,
G93.6,THL,Aivoturvotus,Cerebral oedema,
G93.7#,THL,Reyen oireyhtymä,Reye's syndrome,
G93.8,THL,Muu aivosairaus,Other specified disorders of brain,
G93.90,THL,Aivokuolema,Brain death,
G93.99,THL,Määrittämätön aivosairaus,"Disorder of brain, unspecified",
G94*,THL,Muualla luokitettuihin sairauksiin liittyvät muut aivosairaudet,Other disorders of brain in diseases classified elsewhere,
G94.0*,THL,Vesipäisyys muualla luokitetun tartunta- tai loistaudin yhteydessä,Hydrocephalus in infectious and parasitic diseases classified elsewhere (A00-B99+),
G94.1*,THL,Vesipäisyys kasvainsairauden yhteydessä,Hydrocephalus in neoplastic disease,
G94.2*,THL,Vesipäisyys muun muualla luokitetun sairauden yhteydessä,Hydrocephalus in other diseases classified elsewhere,
G94.8*,THL,Muu aivosairaus muualla luokitetun sairauden yhteydessä,Other specified disorders of brain in diseases classified elsewhere,
G95,Google,Muut selkäydinsairaudet,Other Spinal Cord Diseases,
G95.0,THL,Selkäytimen ja/tai aivorungon ontelotauti,Syringomyelia and syringobulbia,
G95.0+M49.4,THL,Syringomyeliasta johtuva nikamasairaus,Neuropathic spondylopathy in syringomyelia and syringobulbia,
G95.1,THL,Verisuoniperäiset selkäydinsairaudet,Vascular myelopathies,
G95.2,THL,Määrittämätön selkäytimen puristustila,"Cord compression, unspecified",
G95.8#,THL,Muu selkäydinsairaus,Other specified diseases of spinal cord,
G95.9,THL,Määrittämätön selkäydinsairaus,"Disease of spinal cord, unspecified",
G96,THL,Muut keskushermostosairaudet,Other disorders of central nervous system,
G96.0,THL,Aivo-selkäydinnesteen vuoto,Cerebrospinal fluid leak,
G96.1,THL,Muualla luokittamattomat aivo- ja selkäydinkalvojen sairaudet,"Disorders of meninges, not elsewhere classified",
G96.8,THL,Muu keskushermostosairaus,Other specified disorders of central nervous system,
G96.9,THL,Määrittämätön keskushermostosairaus,"Disorder of central nervous system, unspecified",
G97,THL,Muualla luokittamattomat toimenpiteiden jälkeiset hermostoviat,"Postprocedural disorders of nervous system, not elsewhere classified",
G97.0,THL,Selkärankapiston jälkeinen aivo-selkäydinnesteen vuoto,Cerebrospinal fluid leak from spinal puncture,
G97.1,THL,Muu selkärankapiston jälkeinen reaktio,Other reaction to spinal and lumbar puncture,
G97.2,THL,Aivokammiosuntin jälkeinen kallonsisäinen alipaine,Intracranial hypotension following ventricular shunting,
G97.8,THL,Muu toimenpiteen jälkeinen hermostovika,Other postprocedural disorders of nervous system,
G97.9,THL,Määrittämätön toimenpiteen jälkeinen hermostovika,"Postprocedural disorder of nervous system, unspecified",
G98,THL,Muualla luokittamaton muu hermostosairaus,"Other disorders of nervous system, not elsewhere classified",
G99*,THL,Muualla luokitettuihin sairauksiin liittyvät muut hermostosairaudet,Other disorders of nervous system in diseases classified elsewhere,
G99.0*,THL,Umpieritys- tai aineenvaihduntasairauteen liittyvä autonomisen hermoston sairaus,Autonomic neuropathy in endocrine and metabolic diseases,
G99.0*E10.4,THL,Diabetekseen liittyvä autonomisen hermoston sairaus nuoruustyypin diabetes,Insulin-dependent diabetes mellitus - Diabetic autonomic neuropathy,
G99.0*E11.4,THL,Diabetekseen liittyvä autonomisen hermoston sairaus aikuistyypin diabetes,Non-insulin-dependent diabetes mellitus - Diabetic autonomic neuropathy,
G99.0*E85.9,THL,Amyloidoosiin liittyvä autonomisen hermoston sairaus,Amyloid autonomic neuropathy,
G99.1*,THL,Muu autonomisen hermoston sairaus muualla luokitetun muun sairauden yhteydessä,Other disorders of autonomic nervous system in other diseases classified elsewhere,
G99.2*,THL,Selkäydinsairaus muualla luokitetun sairauden yhteydessä,Myelopathy in diseases classified elsewhere,
G99.2*M47.0,THL,Etumaisen selkäydinvaltimon ja/tai nikamavaltimon puristusoireyhtymä,Anterior spinal and vertebral artery compression syndromes,
G99.2*M47.1,THL,Nikamasairauden aiheuttama selkäytimen puristuminen,Spondylogenic compression of spinal cord+,
G99.2*M47.9,THL,Spondyloosiin liittyvä selkäydinsairaus,Myelopathy in spondylosis,
G99.2*M50.0,THL,Kaularangan välilevysairaus ja selkäydinsairaus,Cervical disc disorder with myelopathy,
G99.2*M51.0,THL,Nikamavälilevysairaus ja selkäydinsairaus,Lumbar and other intervertebral disc disorders with myelopathy,
G99.8*,THL,Muu hermostosairaus muualla luokitetun sairauden yhteydessä,Other specified disorders of nervous system in diseases classified elsewhere,
G99.8*A17.9,THL,Määrittämätön hermoston tuberkuloosi,"Tuberculosis of nervous system, unspecified",
H00,THL,Näärännäppy ja luomirakkula,Hordeolum and chalazion,
H00.00,THL,Näärännäppy,Hordeolum,
H00.01,Google,Silmäluomen paise,Eyelid abscess,
H00.02,Google,Silmäluomen furunkkeli,Eyelid furuncle,
H00.03,Google,Silmäluomen preseptaalinen selluliitti,Preseptic cellulitis of the eyelid,
H00.09,Google,Silmäluomen muu syvä infektio,Other deep infection of the eyelid,
H00.1,THL,Luomirakkula,Chalazion,
H01,THL,Muut silmäluomitulehdukset,Other inflammation of eyelid,
H01.0,THL,Silmäluomitulehdus,Blepharitis,
H01.1,THL,Silmäluomen ei-infektioosit ihosairaudet,Noninfectious dermatoses of eyelid,
H01.8,THL,Muu silmäluomitulehdus,Other specified inflammation of eyelid,
H01.80,Google,Silmäluomen reunan pitkäkestoinen tulehdus,Prolonged inflammation of the edge of the eyelid,
H01.89,Google,Muu silmäluomitulehdus,Other eyelid inflammation,
H01.9,THL,Määrittämätön silmäluomitulehdus,"Inflammation of eyelid, unspecified",
H02,THL,Muut silmäluomisairaudet,Other disorders of eyelid,
H02.0,THL,Luomenreunan sisäänkääntymä ja trikiaasi,Entropion and trichiasis of eyelid,
H02.1,THL,Luomenreunan uloskääntymä,Ectropion of eyelid,
H02.2,THL,Avoluomi,Lagophthalmos,
H02.3,THL,Lippaluomi (dermatochalasis),Blefarochalasis,
H02.4,THL,Riippuluomi,Ptosis of eyelid,
H02.5,THL,Muu silmäluomien toimintaa vaikeuttava sairaus,Other disorders affecting eyelid function,
H02.6,THL,Silmäluomen ksantelasma,Xanthelasma of eyelid,
H02.7,THL,Muu silmäluomien tai silmän ympäryksen rappeutumismuutos,Other degenerative disorders of eyelid and periocular area,
H02.8,THL,Muu silmäluomisairaus,Other specified disorders of eyelid,
H02.9,THL,Määrittämätön silmäluomisairaus,"Disorder of eyelid, unspecified",
H03*,THL,Muualla luokitettuihin sairauksiin liittyvät silmäluomien sairaudet,Disorders of eyelid in diseases classified elsewhere,
H03.0*,THL,Silmäluomen muualla luokitettu loistartunta,Parasitic infestation of eyelid in diseases classified elsewhere,
H03.0*B55.9,THL,Silmäluomen leishmaniaasi,Parasitic infestation of eyelid in leishmaniasis,
H03.0*B73,THL,Jokisokeuteen liittyvä silmäluomen loistartunta,Parasitic infestation of eyelid in onchocerciasis,
H03.0*B74.3,THL,Silmäluomen loiaasi,Parasitic infestation of eyelid in loiasis,
H03.0*B85.0,Google,Silmäluomen täitauti,The eyelid was filled,
H03.0*B85.3,THL,Silmäluomen satiaistauti,Parasitic infestation of eyelid in phthiriasis,
H03.0*B88.0,THL,Talipunkin (Demodex) aiheuttama luomitulehdus,Dermatitis of eyelid due to Demodex species,
H03.1*,THL,Silmäluomien sairaus muualla luokitetun muun infektiosairauden yhteydessä,Involvement of eyelid in other infectious diseases classified elsewhere,
H03.1*A18.4,THL,Silmäluomen lupus vulgaris,Lupus vulgaris: of eyelid+,
H03.1*A66.9,THL,Silmäluomen vaapukkasyylätauti,Involvement of eyelid in yaws,
H03.1*B00.5,THL,Herpesviruksen aiheuttama silmäluomi-ihottuma,Herpesviral dermatitis of eyelid,
H03.1*B02.3,THL,Vesirokkoviruksen aiheuttama silmäluomitulehdus,Zoster blepharitis,
H03.1*B08.1,THL,Silmäluomen ontelosyylätauti,Involvement of eyelid in molluscum contagiosum,
H03.8*,THL,Silmäluomien sairaus muualla luokitetun muun sairauden yhteydessä,Involvement of eyelid in other diseases classified elsewhere,
H03.8*L01.0,THL,Märkärupeen liittyvät silmäluomimuutokset,Involvement of eyelid in impetigo,
H04,THL,Kyynelelinten sairaudet,Disorders of lacrimal system,
H04.0,THL,Kyynelrauhastulehdus,Dacryoadenitis,
H04.10,Google,Kuivasilmäisyys,Dry eyes,
H04.11,Google,Kyynelrauhastiehyen laajentuma,Enlargement of the lacrimal duct,
H04.12,Google,Kyynelrauhasrakkula,Kyynelrauhasrakkula,
H04.13,Google,Kyynelrauhasen surkastuma,Atrophy of the lacrimal gland,
H04.19,THL,Muu kyynelrauhassairaus,Other disorders of lacrimal gland,
H04.2,THL,Kyynelvuoto,Epiphora,
H04.3,THL,Akuutti tai määrittämätön kyynelteiden tulehdus,Acute and unspecified inflammation of lacrimal passages,
H04.4,THL,Pitkäaikainen kyynelteiden tulehdus,Chronic inflammation of lacrimal passages,
H04.5,THL,Kyynelteiden ahtauma ja/tai vajaatoiminta,Stenosis and insufficiency of lacrimal passages,
H04.6,THL,Muu kyynelteiden sairaus,Other changes in lacrimal passages,
H04.8,THL,Muu kyynelelinten sairaus,Other disorders of lacrimal system,
H04.9,THL,Määrittämätön kyynelelinten sairaus,"Disorder of lacrimal system, unspecified",
H05,THL,Silmäkuopan sairaudet,Disorders of orbit,
H05.0,THL,Silmäkuopan akuutti tulehdus,Acute inflammation of orbit,
H05.1,THL,Silmäkuopan pitkäaikainen tulehdus,Chronic inflammatory disorders of orbit,
H05.2,THL,Eksoftalmuksena ilmenevät tilat,Exophthalmic conditions,
H05.3,THL,Silmäkuopan epämuotoisuus,Deformity of orbit,
H05.4,THL,Enoftalmus,Enophthalmos,
H05.5,THL,Silmäkuoppaan tunkeutunut ja sinne jäänyt [vanha] vierasesine,Retained (old) foreign body following penetrating wound of orbit,
H05.8,THL,Muu silmäkuopan sairaus,Other disorders of orbit,
H05.9,THL,Määrittämätön silmäkuopan sairaus,"Disorder of orbit, unspecified",
H06*,THL,Muualla luokitettuihin sairauksiin liittyvät kyynelelinten ja silmäkuopan sairaudet,Disorders of lacrimal system and orbit in diseases classified elsewhere,
H06.0*,THL,Kyynelelinten sairaus muualla luokitetun sairauden yhteydessä,Disorders of lacrimal system in diseases classified elsewhere,
H06.1*,THL,Muualla luokitettuun sairauteen liittyvä silmäkuopan loistartunta,Parasitic infestation of orbit in diseases classified elsewhere,
H06.1*B67.9,THL,Silmäkuopan ekinokokkoosi,Echinococcus infection of orbit,
H06.1*B87.2,THL,Silmäkuopan myiaasi,Myiasis of orbit,
H06.2*,THL,Kilpirauhassairauteen liittyvä eksoftalmus,Dysthyroid exophthalmos,
H06.2*E05.9,THL,Kilpirauhassairauteen liittyvä eksoftalmus,Dysthyroid exophthalmos,
H06.3*,THL,Muualla luokitettuun sairauteen liittyvä muu silmäkuopan sairaus,Other disorders of orbit in diseases classified elsewhere,
H10,THL,Sidekalvotulehdus,Conjunctivitis,
H10.0,THL,Limaismärkäinen sidekalvotulehdus,Mucopurulent conjunctivitis,
H10.1,THL,Akuutti allerginen sidekalvotulehdus,Acute atopic conjunctivitis,
H10.2,THL,Muu akuutti sidekalvotulehdus,Other acute conjunctivitis,
H10.3,THL,Määrittämätön akuutti sidekalvotulehdus,"Acute conjunctivitis, unspecified",
H10.4,THL,Pitkäaikainen sidekalvotulehdus,Chronic conjunctivitis,
H10.5,THL,Luomi- ja sidekalvotulehdus,Blepharoconjunctivitis,
H10.8,THL,Muu sidekalvotulehdus,Other conjunctivitis,
H10.9,THL,Määrittämätön sidekalvotulehdus,"Conjunctivitis, unspecified",
H11,THL,Muut sidekalvosairaudet,Other disorders of conjunctiva,
H11.0,THL,Siipikalvo,Pterygium,
H11.1,THL,Sidekalvon rappeumat ja kertymät,Conjunctival degenerations and deposits,
H11.2,THL,Sidekalvoarpi/sidekalvoarvet,Conjunctival scars,
H11.3,THL,Sidekalvon verenvuoto,Conjunctival haemorrhage,
H11.4,THL,Muu sidekalvon verisuonimuutos tai kysta,Other conjunctival vascular disorders and cysts,
H11.8,THL,Muu sidekalvosairaus,Other specified disorders of conjunctiva,
H11.9,THL,Määrittämättömät sidekalvosairaudet,"Disorder of conjunctiva, unspecified",
H13*,THL,Muualla luokitettuun sairauteen liittyvä sidekalvosairaus,Disorders of conjunctiva in diseases classified elsewhere,
H13.0*,THL,Sidekalvon filariaasi,Filarial infection of conjunctiva,
H13.0*B74.9,THL,Sidekalvon filariaasi,Filarial infection of conjunctiva,
H13.1*,THL,Muualla luokitettuun infektio- tai loistautiin liittyvä sidekalvotulehdus,Conjunctivitis in infectious and parasitic diseases classified elsewhere,
H13.1*A36.8,THL,Kurkkumädän aiheuttama sidekalvotulehdus,Diphtheritic conjunctivitis+,
H13.1*A39.8,THL,Meningokokin aiheuttama sidekalvotulehdus,Meningococcal conjunctivitis+,
H13.1*A54.3,THL,Gonokokin aiheuttama sidekalvotulehdus,Gonococcal conjunctivitis+,
H13.1*A69.2,Google,Lymen borrelioosiin liittyvä sidekalvotulehdus,Conjunctivitis associated with Lyme borreliosis,
H13.1*A74.0,THL,Klamydian aiheuttama sidekalvotulehdus,Chlamydial conjunctivitis,
H13.1*B00.5,THL,Herpesviruksen aiheuttama sidekalvotulehdus,Herpesviral conjunctivitis,
H13.1*B02.3,THL,Vesirokkoviruksen aiheuttama sidekalvotulehdus,Zoster conjunctivitis,
H13.1*B30.1,THL,Adenoviruksen aiheuttama sidekalvotulehdus,Conjunctivitis due to adenovirus,
H13.1*B30.3,THL,Enteroviruksen aiheuttama akuutti epideeminen verenvuotoinen sidekalvotulehdus,Acute epidemic haemorrhagic conjunctivitis (enteroviral),
H13.1*B30.8,THL,Muu viruksen aiheuttama sidekalvotulehdus,Other viral conjunctivitis,
H13.1*B60.1,THL,Acanthameban aiheuttama sidekalvotulehdus,Conjunctivitis due to Acanthamoeba+,
H13.2*,THL,Muualla luokitettuun muuhun sairauteen liittyvä sidekalvotulehdus,Conjunctivitis in other diseases classified elsewhere,
H13.2*B08.1,Google,Molluskan aiheuttama sidekalvotulehdus,Conjunctivitis caused by molluscs,
H13.3*,THL,Silmän pemfigoidi,Ocular pemphigoid,
H13.3*L12.9,THL,Silmän pemfigoidi,Ocular pemphigoid,
H13.8*,THL,Muualla luokitettuun sairauteen liittyvä muu sidekalvosairaus,Other disorders of conjunctiva in diseases classified elsewhere,
H15,THL,Kovakalvosairaudet,Disorders of sclera,
H15.0,THL,Kovakalvotulehdus,Scleritis,
H15.1,THL,Kovakalvon pintakudostulehdus,Episcleritis,
H15.8,THL,Muu kovakalvosairaus,Other disorders of sclera,
H15.9,THL,Määrittämätön kovakalvosairaus,"Disorder of sclera, unspecified",
H16,THL,Sarveiskalvotulehdus,Keratitis,
H16.0,THL,Sarveiskalvon haavauma,Corneal ulcer,
H16.1,THL,Muu pinnallinen sarveiskalvotulehdus ilman sidekalvotulehdusta,Other superficial keratitis without conjunctivitis,
H16.2,THL,Sarveis- ja sidekalvotulehdus,Keratoconjunctivitis,
H16.3,THL,Interstitiaalinen tai syvä sarveiskalvotulehdus,Interstitial and deep keratitis,
H16.4,THL,Sarveiskalvon verisuonittuminen,Corneal neovascularization,
