concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,tmp_name_fi,freq_finngen,freq_tays,freq_total
6567,Detailed ultrasound examination of fetus including color doppler method,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MA2DE,1999-01-01,2030-12-31,NA,Sikiön yksityiskohtainen vaativa ultraäänitutkimus erikoistekniikoin,0,0,0
6568,Detailed morfological ultrasound examination of fetus,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MA2HE,1999-01-01,2030-12-31,NA,Sikiön yksityiskohtainen morfologian ultraäänitutkimus,0,0,0
6569,Ultrasound screening of fetal nuchal translucency,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MA2JE,2009-01-01,2030-12-31,NA,Sikiön niskapoimun mittaus ultraäänellä,0,0,0
6570,Other obstetric ultrasound examination,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MA2XE,1999-01-01,2030-12-31,NA,Obstetrinen muu ultraäänitutkimus,0,0,0
6571,Combined first trimester screening,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MA3AE,2018-01-01,2030-12-31,NA,Varhaisraskauden yhdistelmäseulonta,0,0,0
6572,Second trimester maternal serum screening,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MA4AE,2018-01-01,2030-12-31,NA,Toisen raskauskolmanneksen seerumiseulonta,0,0,0
6573,"Morphology ultrasound screening, weeks 18+0 to 21+6 of gestation",Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MA5AE,2018-01-01,2030-12-31,NA,"Rakenneuäseulonta, viikot 18+0-21+6",0,0,0
6574,"Morphology ultrasound screening, week 24+0 of gestation",Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MA6AE,2018-01-01,2030-12-31,NA,"Rakenneuäseulonta, viikot 24+0",0,0,0
6575,Fetal heart ultrasound examination,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,XMA02,1997-01-01,2030-12-31,NA,Sikiön sydämen ultraäänitutkimus,0,0,0
6576,Intrauterine operations on pregnant uterus and fetus,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,MAA,1900-01-01,2030-12-31,NA,Kohdun sisäiset tai sikiötoimenpiteet raskauden aikana,0,0,0
6577,Amniocentesis,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAA00,1900-01-01,2030-12-31,NA,Lapsivesipisto,0,0,0
6578,Intra-amniotic infusion,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAA03,1900-01-01,2030-12-31,NA,Ruiske tai tiputus sikiökalvopussiin,0,0,0
6579,Amnioreduction,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAA06,2008-01-01,2030-12-31,NA,Lapsiveden vähentäminen,0,0,0
6580,Biopsy of chorionic villus,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAA10,1900-01-01,2030-12-31,NA,Koepalan otto suonikalvon nukkalisäkkeestä,0,0,0
6581,Removal of intrauterine device with ultrasound guidance,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAA20,1998-01-01,2030-12-31,NA,Ehkäisimen poisto raskaana olevasta kohdusta UÄ-ohjauksessa,0,0,0
6582,Hysteroscopic removal of intrauterine device from pregnant uterus,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAA22,1900-01-01,2030-12-31,NA,Ehkäisimen poisto raskaana olevasta kohdusta kohdun tähystyksessä,0,0,0
6583,Chordocentesis,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAA30,1900-01-01,2030-12-31,NA,Napanuorapisto,0,0,0
6584,Catheterisation of umbilical vessels of fetus,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAA32,1997-01-01,2030-12-31,NA,Sikiön napasuonen katerointi,0,0,0
6585,Infusion to umbilical vessel,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAA34,1998-01-01,2030-12-31,NA,Siirto sikiön napasuoneen,0,0,0
6586,Puncture of fetus,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAA40,1900-01-01,2030-12-31,NA,Kudosnäytteen otto sikiöstä,0,0,0
6587,Biopsy of fetus,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAA43,1900-01-01,2030-12-31,NA,Neulan tai katetrin vieminen sikiöön,0,0,0
6588,Embryoscopy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAA51,1900-01-01,2030-12-31,NA,Alkiontähystys ja mahdollinen toimenpide,0,0,0
6589,Fetoscopy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAA54,1900-01-01,2030-12-31,NA,Sikiöntähystys ja mahdollinen toimenpide,0,0,0
6590,Other intrauterine operation on pregnant uterus or fetus,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAA96,1900-01-01,2030-12-31,NA,Muu kohdun sisäinen toimenpide raskauden aikana,0,0,0
6591,Other hysteroscopic procedure on pregnant uterus or fetus,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAA98,1900-01-01,2030-12-31,NA,Muu kohdun sisäinen toimenpide raskauden aikana kohduntähystyksessä,0,0,0
6592,Chorion biopsy with ultrasound guidance,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MA4AT,1999-01-01,2030-12-31,NA,Korionbiopsia UÄ-ohjauksessa,0,0,0
6593,Hysteroscopy with chorion biopsy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,ULC05,1900-01-01,2030-12-31,NA,Koepalan otto suonikalvon nukkalisäkkeestä kohdun tähystyksessä,0,0,0
6594,Various procedures on pregnant uterus and fetus,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,MAB,1900-01-01,2030-12-31,NA,Kohtuun ulkoapäin kohdistuvat toimenpiteet raskauden aikana,0,0,0
6595,Cerclage of cervix of pregnant uterus,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAB00,1900-01-01,2030-12-31,NA,Kohdunkaulan tukiompeleen asettaminen raskauden aikana,0,0,0
6596,Removal of cerclage of cervix uteri before childbirth,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAB03,1900-01-01,2030-12-31,NA,Kohdunkaulan tukiompeleen poisto synnytyksen vuoksi,0,0,0
6597,External version,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAB10,1900-01-01,2030-12-31,NA,Sikiön ulkokäännös,0,0,0
6598,Failed external version,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAB20,1900-01-01,2030-12-31,NA,Sikiön ulkokäännösyritys,0,0,0
6599,Procedures for induction or advancement of labour,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,MAC,1900-01-01,2030-12-31,NA,Synnytystä käynnistävät ja edistävät toimenpiteet,0,0,0
6600,Rupture of amniotic membrane,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAC00,1900-01-01,2010-12-31,NA,Vesikalvon puhkaisu synnytyksessä,0,0,0
6601,Rupture of aminiotic membrane for induction of labor,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAC01,2011-01-01,2030-12-31,NA,Vesikalvon puhkaisu synnytyksen käynnistämiseksi,0,0,0
6602,Rupture of aminiotic membrane for advancement of labor,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAC02,2011-01-01,2030-12-31,NA,Vesikalvon puhkaisu synnytyksen edistämiseksi,0,0,0
6603,Antepartum dilatation of cervical canal,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAC10,1900-01-01,2030-12-31,NA,Kohdun kaulakanavan laajennus synnytyksessä,0,0,0
6604,Pharmacological induction or advancement of labor,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAC40,2011-01-01,2030-12-31,NA,Lääkkeellinen synnytyksen käynnistys,0,0,0
6605,Augmentation of labor with medication,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAC41,2019-03-01,2030-12-31,NA,Lääkkeellinen synnytyksen edistäminen,0,0,0
6606,Other induction or advancement of labour,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAC96,1900-01-01,2019-02-28,NA,Muu synnytystä käynnistävä tai edistävä toimenpide,0,0,0
6607,Other induction of labor,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAC98,2019-03-01,2030-12-31,NA,Muu synnytyksen käynnistys,0,0,0
6608,Other augmentation of labor,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAC99,2019-03-01,2030-12-31,NA,Muu synnytyksen edistäminen,0,0,0
6609,Expansion of passages to assist delivery,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,MAD,1900-01-01,2030-12-31,NA,Synnytysteiden laajennusleikkaukset,0,0,0
6610,Incision of cervix to assist delivery,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAD00,1900-01-01,2030-12-31,NA,Kohdunkaulan aukaisu synnytyksessä,0,0,0
6611,Pubiotomy to assist delivery,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAD20,1900-01-01,2030-12-31,NA,Häpyliitoksen aukaisu synnytyksessä,0,0,0
6612,Other expansion of passages to assist delivery,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAD99,1900-01-01,2030-12-31,NA,Muu synnytysteiden laajennustoimenpide,0,0,0
6613,Vacuum delivery,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,MAE,1900-01-01,2030-12-31,NA,Imukuppiulosautto,0,0,0
6614,Outlet vacuum delivery,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAE00,1900-01-01,2030-12-31,NA,Imukuppiulosautto,0,0,0
6615,Mid-cavity or high vacuum delivery,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAE03,1900-01-01,2030-12-31,NA,"Imukuppiulosautto, keskikorkea tai korkea",0,0,0
6616,Failed vacuum delivery,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAE20,1900-01-01,2030-12-31,NA,Imukuppiulosauttoyritys,0,0,0
6617,Other vacuum delivery,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAE96,1900-01-01,2030-12-31,NA,Muu imukuppiulosauttaminen,0,0,0
6618,Forceps cephalic delivery,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,MAF,1900-01-01,2030-12-31,NA,Pihtisynnytykset,0,0,0
6619,Outlet forceps cephalic delivery,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAF00,1900-01-01,2030-12-31,NA,Ulosautto pihdellä,0,0,0
6620,Mid forceps cephalic delivery,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAF10,1900-01-01,2030-12-31,NA,"Ulosautto pihdeillä, keskikorkea",0,0,0
6621,Failed forceps cephalic delivery,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAF20,1900-01-01,2030-12-31,NA,Ulosauttoyritys pihdeillä,0,0,0
6622,Other forceps cephalic delivery,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAF96,1900-01-01,2030-12-31,NA,Muu pihtisynnytys,0,0,0
6623,Breech delivery,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,MAG,1900-01-01,2030-12-31,NA,Synnytyksen poikkeavan tarjonnan toimenpiteet,0,0,0
6624,Assisted breech delivery,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAG00,1900-01-01,2030-12-31,NA,Perätilan ulosautto käsin,0,0,0
6625,Breech delivery with forceps to aftercoming head,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAG03,1900-01-01,2030-12-31,NA,Perätilan ulosautto pihdeillä,0,0,0
6626,Breech extraction delivery,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAG10,1900-01-01,2030-12-31,NA,"Ulosveto, jalkatarjonta",0,0,0
6627,Breech extraction delivery with forceps to aftercoming head,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAG11,1900-01-01,2030-12-31,NA,"Ulosveto pihdeillä, jalkatarjonta",0,0,0
6628,Internal version and extraction delivery,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAG20,1900-01-01,2030-12-31,NA,Sikiön sisäkäännös ja ulosveto,0,0,0
6629,Other breech delivery,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAG96,1900-01-01,2030-12-31,NA,Muu synnytyksen poikkeavaan tarjontaan liittyvä toimenpide,0,0,0
6630,Various procedures relating to delivery,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,MAH,1900-01-01,2030-12-31,NA,Muut synnytystoimenpiteet,0,0,0
6631,Replacement of prolapsed umbilical cord,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAH10,1900-01-01,2030-12-31,NA,Napanuoran takaisin laittaminen,0,0,0
6632,Correction of cephalic malpresentation,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAH20,1900-01-01,2030-12-31,NA,Sikiön pään asennon korjaus päätarjonnassa,0,0,0
6633,Destructive operation on fetus to assist delivery,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAH30,1900-01-01,2030-12-31,NA,Sikiön pään puhkaisu synnytyksen aikana,0,0,0
6634,Maximal hip flexion and/or suprapubic pressure,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAH41,2019-03-01,2030-12-31,NA,Lonkkien maksimaalinen fleksio ja/tai suprapubinen painaminen,0,0,0
6635,Manoeuvres to release posterior foetal arm,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAH42,2019-03-01,2030-12-31,NA,Alemman käden vapauttamiseen kohdistuvat toimenpiteet,0,0,0
6636,Rotation of shoulders to oblique diameter,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAH43,2019-03-01,2030-12-31,NA,Hartioiden kiertäminen viistoon mittaan,0,0,0
6637,Other manoeuvres to treat shoulder dystocia,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAH49,2019-03-01,2030-12-31,NA,Muut hartiadystokian hoitotoimenpiteet,0,0,0
6638,Reduction of multiple pregnancy,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,MAJ,1900-01-01,2030-12-31,NA,Monisikiöraskauden osittainen keskeyttäminen,0,0,0
6639,Selective abortion of one or several fetus,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAA80,1998-01-01,2003-09-25,NA,Valikoiva raskaudenkeskeytys yhden tai useamman sikiön osalta,0,0,0
6640,Reduction of multiple pregnancy by one foetus,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAJ00,2004-01-01,2030-12-31,NA,Sikiöiden vähentäminen yhdellä,0,0,0
6641,Reduction of multiple pregnancy by more than one fetus,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAJ10,2004-01-01,2030-12-31,NA,Sikiöiden vähentäminen usealla,0,0,0
6642,Other operations in pregnancy and at delivery,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,MAW,1900-01-01,2030-12-31,NA,Muut raskauden ja synnytyksen aikaiset leikkaukset,0,0,0
6643,Other operation in pregnancy or at delivery,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAW96,1900-01-01,2030-12-31,NA,Muu raskaus- tai synnytystoimenpide,0,0,0
6644,Other laparoscopic operation in pregnancy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAW97,1900-01-01,2030-12-31,NA,Muu raskaus- tai synnytystoimenpide vatsaontelon tähystyksessä,0,0,0
6645,Other transluminal endoscopic operation in pregnancy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAW98,1900-01-01,2030-12-31,NA,Muu raskaus- tai synnytystoimenpide synnytyselinten sisätilan tähystyksessä,0,0,0
6646,Other diagnostic procedure in pregnancy and at delivery,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,MA_2,1900-01-01,2030-12-31,NA,Muut raskauden ja synnytyksen aikaiset diagnostiset toimenpiteet,0,0,0
6647,Early examination of pregnancy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,XMA20,1997-01-01,2030-12-31,NA,Varhaisraskauden tutkimus,0,0,0
6648,General examination of pregnant woman,Obs/Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,XMA22,1997-01-01,2030-12-31,NA,Raskauden yleistutkimus,0,0,0
6649,Other procedures in pregnancy and at delivery,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,MA_3,1900-01-01,2030-12-31,NA,Muut raskauden ja synnytyksen aikaiset toimenpiteet,0,0,0
6650,Assistance to normal delivery,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MAX99,2004-01-01,2030-12-31,NA,Normaalin synnytyksen avustaminen,0,0,0
6651,Histological assessment of placenta,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MA4D3,2020-01-01,2030-12-31,NA,Istukan histologinen tutkimus,0,0,0
6652,Episiotomy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,TMA00,1900-01-01,2030-12-31,NA,"Välilihanleikkaus, episiotomia",0,0,0
6653,Procedures after delivery or abortion,Procedure,NOMESCOfi,NOMESCOfi Level 1,NA,MB,1900-01-01,2030-12-31,NA,Synnytyksen tai raskaudenkeskeytymisen jälkeen tehtävät toimenpiteet,0,0,0
6654,Diagnostic radiology after delivery or abortion,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,MB_,1900-01-01,2030-12-31,NA,Synnytyksen tai abortin jälkeinen diagnostinen radiologia,0,0,0
6655,Total body X-ray examination of fetus mortus,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MB2AA,1999-01-01,2015-12-31,NA,Kuolleen sikiön tai vastasyntyneen kokovartaloröntgen,0,0,0
6656,Total body CT of fetus mortus,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MB2AD,2009-01-01,2015-12-31,NA,Kuolleen sikiön tietokonetomografiatutkimus,0,0,0
6657,X-ray of dead foetus,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MB9AA,2016-01-01,2030-12-31,NA,Kuolleen sikiön röntgen,0,0,0
6658,Total body CT of fetus mortus,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MB9AD,2016-01-01,2030-12-31,NA,Kuolleen sikiön TT,0,0,0
6659,MRI of dead foetus,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MB9AG,2016-01-01,2030-12-31,NA,Kuolleen sikiön magneettitutkimus,0,0,0
6660,Removal of retained products of conception after delivery or abortion,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,MBA,1900-01-01,2030-12-31,NA,Kohduntyhjennys synnytyksen tai keskenmenon jälkeen,0,0,0
6661,Vacuum aspiration from uterus after delivery or abortion,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MBA00,1900-01-01,2012-12-31,NA,Kohduntyhjennys imulla synnytyksen tai keskenmenon jälkeen,0,0,0
6662,Curettage of uterus after delivery or abortion,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MBA03,1900-01-01,2010-12-31,NA,Kohduntyhjennys kaapimalla synnytyksen tai keskenmenon jälkeen,0,0,0
6663,Curettage of uterus after delivery,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MBA04,2011-01-01,2030-12-31,NA,Kohdun tyhjennys (kaapimalla) synnytyksen jälkeen,0,0,0
6664,Curettage of uterus after abortion,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MBA05,2011-01-01,2030-12-31,NA,Kohdun tyhjennys (kaapimalla) keskenmenon jälkeen,0,0,0
6665,Manual exploration of delivered uterus,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MBA10,1900-01-01,2030-12-31,NA,Kohdun ontelon tunnustelu kädellä,0,0,0
6666,Expression of placenta,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MBA20,1900-01-01,2030-12-31,NA,Istukan ulospuristaminen Creden ottein,0,0,0
6667,Manual removal of placenta from delivered uterus,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MBA30,1900-01-01,2030-12-31,NA,Istukan ja sikiökalvojen käsinirroitus,0,0,0
6668,Pharmacological evacuation of uterus after abortion,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MBA40,2011-01-01,2030-12-31,NA,Lääkkeellinen kohdun tyhjennys keskenmenon jälkeen,0,0,0
6669,Other removal of retained products of conception after delivery or abortion,Condition,NOMESCOfi,NOMESCOfi Level 3,NA,MBA96,1900-01-01,2030-12-31,NA,Muu kohtuun jääneiden hedelmöitystuotteiden poisto synnytyksen tai keskenmenon jälkeen,0,0,0
6670,Minor procedures after delivery or abortion,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,MBB,1900-01-01,2030-12-31,NA,Synnytyksen tai keskenmenon jälkeiset pientoimenpiteet,0,0,0
6671,Manual repositioning of inverted delivered uterus,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MBB00,1900-01-01,2030-12-31,NA,Nurinkääntyneen kohdun sisääntyöntö,0,0,0
6672,Packing of delivered uterus,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MBB10,1900-01-01,2030-12-31,NA,Kohtuontelon vuodon tukkiminen liinalla,0,0,0
6673,Intrauterine iirigation of uterus with medicament,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MBB30,1998-01-01,2030-12-31,NA,Kohdunsisäinen lääkehuuhtelu,0,0,0
6674,Other manual procedure on delivered uterus,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MBB96,1900-01-01,2030-12-31,NA,Muu käsin suoritettu toimenpide synnytyksen jälkeen,0,0,0
6675,Embolisation of postpartum bleeding,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PD2NT,2004-01-01,2010-12-31,NA,Synnytyksen jälkeisen vuodon suonensisäinen tukkiminen,0,0,0
6676,Repair of obstetric lacerations,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,MBC,1900-01-01,2030-12-31,NA,Synnytysvaurioiden korjaus,0,0,0
6677,Repair of obstetric laceration of cervix uteri,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MBC00,1900-01-01,2030-12-31,NA,Kohdunkaulan ompelu synnytyksen jälkeen,0,0,0
6678,Repair of obstetric laceration of vagina,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MBC10,1900-01-01,2030-12-31,NA,Emättimen ompelu synnytyksen jälkeen,0,0,0
6679,Repair of obstetric laceration of vulva,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MBC20,1900-01-01,2030-12-31,NA,Ulkosynnyttimien ompelu synnytyksen jälkeen,0,0,0
6680,Repair of partial rupture of perineum,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MBC30,1900-01-01,2030-12-31,NA,Välilihan osittaisen repeämän korjaus,0,0,0
6681,Repair of complete rupture of perineum,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MBC33,1900-01-01,2030-12-31,NA,Välilihan täydellisen repeämän korjaus,0,0,0
6682,Revision of paravaginal or vulvar haematoma after delivery or abortion,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MBC40,1900-01-01,2030-12-31,NA,Emättimen viereisen tai ulkosynnyttimien synnytyksen jälkeisen verikertymän hoito,0,0,0
6683,Procedure to control bleeding after delivery,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MBC90,1900-01-01,2030-12-31,NA,Verenvuodon tyrehdyttäminen emättimestä tai ulkoisista sukuelimistä synnytyksen jälkeen,0,0,0
6684,Other repair of obstetric laceration,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MBC96,1900-01-01,2030-12-31,NA,Muu synnytyselinten synnytysvaurion korjaus,0,0,0
6685,Other operations after delivery or abortion,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,MBW,1900-01-01,2030-12-31,NA,Muut toimenpiteet synnytyksen tai keskenmenon jälkeen,0,0,0
6686,Other operation after delivery or abortion,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MBW96,1900-01-01,2030-12-31,NA,Muu synnytyksen tai raskaudenkeskeytyksen jälkeinen leikkaus,0,0,0
6687,Dissection of aborted tissue,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MB2C3,2020-01-01,2030-12-31,NA,Aborttikudoksen dissektiotutkimus,0,0,0
6688,Caesarean section and obstetric laparotomies,Procedure,NOMESCOfi,NOMESCOfi Level 1,NA,MC,1900-01-01,2030-12-31,NA,Keisarileikkaus ja muut raskauden tai synnytyksen takia tehdyt vatsaontelon toimenpiteet,0,0,0
6689,Caesarean section,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,MCA,1900-01-01,2030-12-31,NA,Keisarileikkaus,0,0,0
6690,Upper uterine segment caesarean section,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MCA00,1900-01-01,2030-12-31,NA,Keisarileikkaus kohdun runko-osan läpi,0,0,0
6691,Lower uterine segment caesarean section,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MCA10,1900-01-01,2030-12-31,NA,Keisarileikkaus kohdunsolan eli istmuksen läpi,0,0,0
6692,Vaginal caesarean section,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MCA20,1900-01-01,2030-12-31,NA,Keisarileikkaus emättimen kautta,0,0,0
6693,Supravaginal caesarean hysterectomy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MCA30,1900-01-01,2030-12-31,NA,Keisarileikkaus ja kohdun runko-osan poisto (Porro),0,0,0
6694,Total caesarean hysterectomy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MCA33,1900-01-01,2030-12-31,NA,Keisarileikkaus ja kohdun täydellinen poisto,0,0,0
6695,Other caesarean section,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MCA96,1900-01-01,2030-12-31,NA,Muu keisarileikkaus,0,0,0
6696,Laparotomy and delivery of extrauterine fetus,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,MCB,1900-01-01,2030-12-31,NA,Kohdun ulkopuolisen sikiön poistot,0,0,0
6697,Laparotomy and delivery of extrauterine fetus,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MCB00,1900-01-01,2030-12-31,NA,Kohdun ulkopuolisen sikiön poisto 28 raskausviikon jälkeen,0,0,0
6698,Postpartum repair of rupture of uterus,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,MCC,1900-01-01,2030-12-31,NA,Kohdun repeämän ompelut synnytyksen jälkeen,0,0,0
6699,Postpartum repair of rupture of uterus,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MCC00,1900-01-01,2030-12-31,NA,Kohdun repeämän ompelu synnytyksen jälkeen,0,0,0
6700,Other obstetric laparotomy,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,MCW,1900-01-01,2030-12-31,NA,Muut synnytykseen liittyvät vatsaonteloleikkaukset,0,0,0
6701,Obstetric hysterectomy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MCW00,1997-01-01,2030-12-31,NA,Kohdunpoisto synnytyksen yhteydessä,0,0,0
6702,Other obstetric laparotomy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,MCW96,1900-01-01,2030-12-31,NA,Muu synnytykseen liittyvät vatsaonteloleikkaus,0,0,0
6703,Reoperations in obstetric surgery,Procedure,NOMESCOfi,NOMESCOfi Level 1,NA,MW,1900-01-01,2030-12-31,NA,Raskaus- ja synnytysleikkausten haavakomplikaatioleikkaukset,0,0,0
6704,Repair of wound dehiscence in obstetric surgery,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,MWA00,1900-01-01,2030-12-31,NA,Auenneen tai tulehtuneen raskaus- tai synnytysleikkaushaavan tarkistaminen,0,0,0
6705,Reoperation for deep infection in obstetric surgery,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,MWC00,1900-01-01,2030-12-31,NA,Tulehtuneen raskaus- tai synnytysleikkauksen haavaontelon aukaisu ja kanavointi,0,0,0
