code,name_fi,name_en,ICPC_version,main_icd10fi,concept_id,mappingStatus
H68,"Korva, Muu lähete","Ear, Other referral NEC",ICPC2,NA,45755421,AUTO_MAPPED
H69,"Korva, Muu käynnin syy","Ear, Other reason for encounter NEC",ICPC2,NA,45576825,AUTO_MAPPED
H70,Korvakäytävän tulehdus,Otitis externa,ICPC2,H60.9,45557501,AUTO_MAPPED
H71,"Välikorvatulehdus/tärykalvotulehdus, akuutti",Acute otitis media/myringitis,ICPC2,H73.0,45557507,AUTO_MAPPED
H72,"Välikorvatulehdus, seroosi",Serous otitis media,ICPC2,H65.2,45581739,AUTO_MAPPED
H73,Korvatorventulehdus,Eustachian salpingitis,ICPC2,H68.0,45596168,AUTO_MAPPED
H74,"Välikorvatulehdus, krooninen",Chronic otitis media,ICPC2,H66.9,45755422,AUTO_MAPPED
H75,"Kasvain, korvan",Neoplasm of ear,ICPC2,C30.1&,45755423,AUTO_MAPPED
H76,Vierasesine korvassa,Foreign body in ear,ICPC2,T16,NA,NOT_MAPPED
H77,Reikä tärykalvossa,Perforation ear drum,ICPC2,H72.9,NA,NOT_MAPPED
H78,"Korvan vamma, pinnallinen",Superficial injury of ear,ICPC2,S00.4,NA,NOT_MAPPED
H79,"Korvan vamma, muu",Ear injury other,ICPC2,S09.2,NA,NOT_MAPPED
H80,"Synnynnäinen epämuodostuma, korvan",Congenital anomaly of ear,ICPC2,Q17.9,45596172,AUTO_MAPPED
H81,Korvavahatulppa,Excessive ear wax,ICPC2,H61.2,45543139,AUTO_MAPPED
H82,Huimausoireyhtymä,Vertiginous syndrome,ICPC2,H81.9,45572064,AUTO_MAPPED
H83,Otoskleroosi,Otosclerosis,ICPC2,H80.9,45547989,AUTO_MAPPED
H84,Ikähuonokuuloisuus,Presbyacusis,ICPC2,H91.1,NA,NOT_MAPPED
H85,Meluvamma,Acoustic trauma,ICPC2,H83.3,NA,NOT_MAPPED
H86,Kuurous,Deafness,ICPC2,H90.8,NA,NOT_MAPPED
H99,Muu korvan/kartiolisäkkeen sairaus,Ear/mastoid disease other,ICPC2,H93.9,NA,NOT_MAPPED
K,Verenkiertoelimet,Cardiovascular,ICPC2,NA,NA,NOT_MAPPED
K01,Sydänperäinen kipu,Heart pain,ICPC2,R07.2,45533566,AUTO_MAPPED
K02,Painon/puristuksen tunne sydänalassa,Pressure/tightness of heart,ICPC2,R07.2,45552906,AUTO_MAPPED
K03,"Verenkiertoperäinen kipu, muu",Cardiovascular pain NOS,ICPC2,R09.8,45548135,AUTO_MAPPED
K04,Sydämentykytys / sydämen lyöntien tuntuminen,Palpitations/awareness of heart,ICPC2,R00.2,45755432,AUTO_MAPPED
K05,"Poikkeava/epäsäännöllinen pulssi, muu",Irregular heartbeat other,ICPC2,R00.8,45755433,AUTO_MAPPED
K06,Korostuneet laskimot,Prominent veins,ICPC2,I87.8,45586696,AUTO_MAPPED
K07,Nilkkaturvotus,Swollen ankles/oedema,ICPC2,R60.0,45586697,AUTO_MAPPED
K22,Sydän- ja verisuonisairauden riskitekijä,Risk factor cardiovascular disease,ICPC2,Z86.7,45576982,AUTO_MAPPED
K24,Huoli/pelko sydänsairaudesta,Fear of heart disease,ICPC2,Z71.1,NA,NOT_MAPPED
K25,Huoli/pelko kohonneesta  verenpaineesta / verenpainetaudista,Fear of hypertension,ICPC2,Z71.1,45601157,AUTO_MAPPED
K27,Huoli/pelko verenkiertoelimistön muusta sairaudesta,Fear cardiovascular disease other,ICPC2,Z71.1,45538514,AUTO_MAPPED
K28,"Toiminnanvajaus, verenkierron",Limited function/disability (K),ICPC2,Z73.6,45572201,AUTO_MAPPED
K29,"Muu oire/vaiva, verenkiertoelimistön",Cardiovascular sympt/complt other,ICPC2,R09.8,45576984,AUTO_MAPPED
K30,"Verenkiertoelimet, Laaja terveydentilan arviointi/tarkastus","Cardiovascular, Medical examin/health eval complete",ICPC2,NA,45591584,AUTO_MAPPED
K31,"Verenkiertoelimet, Suppea terveydentilan arviointi/tarkastus","Cardiovascular, Medical examin/health eval partial",ICPC2,NA,45605930,AUTO_MAPPED
K32,"Verenkiertoelimet, Allergiatutkimus","Cardiovascular, Sensitivity test",ICPC2,NA,NA,NOT_MAPPED
K33,"Verenkiertoelimet, Mikrobiologinen/immunologinen koe","Cardiovascular, Microbiological/immunological test",ICPC2,NA,NA,NOT_MAPPED
K34,"Verenkiertoelimet, Veritutkimus","Cardiovascular, Blood test",ICPC2,NA,NA,NOT_MAPPED
K35,"Verenkiertoelimet, Virtsatutkimus","Cardiovascular, Urine test",ICPC2,NA,45601166,AUTO_MAPPED
K36,"Verenkiertoelimet, Ulostetutkimus","Cardiovascular, Faeces test",ICPC2,NA,45533587,AUTO_MAPPED
K37,"Verenkiertoelimet, Histologinen/sytologinen tutkimus","Cardiovascular, Histological/exfoliative cytology",ICPC2,NA,45596319,AUTO_MAPPED
K38,"Verenkiertoelimet, Muu laboratoriotutkimus","Cardiovascular, Other laboratory test NEC",ICPC2,NA,45605934,AUTO_MAPPED
K39,"Verenkiertoelimet, Kliininen toimintakoe","Cardiovascular, Physical function test",ICPC2,NA,NA,NOT_MAPPED
K40,"Verenkiertoelimet, Diagnostinen endoskopia","Cardiovascular, Diagnostic endoscopy",ICPC2,NA,45543305,AUTO_MAPPED
K41,"Verenkiertoelimet, Diagnostinen kuvantaminen","Cardiovascular, Diagnostic radiology/imaging",ICPC2,NA,45596321,AUTO_MAPPED
K42,"Verenkiertoelimet, Elektrofysiologinen tutkimus","Cardiovascular, Electrical tracing",ICPC2,NA,45557652,AUTO_MAPPED
K43,"Verenkiertoelimet, Muu tutkimustoimenpide","Cardiovascular, Other diagnostic procedure",ICPC2,NA,45538526,AUTO_MAPPED
K44,"Verenkiertoelimet, Rokotus / ennaltaehkäisevä lääkitys","Cardiovascular, Preventive immunization/medic",ICPC2,NA,45533595,AUTO_MAPPED
K45,"Verenkiertoelimet, Seuranta/terveysneuvonta/ruokavalioneuvonta","Cardiovascular, Observ/health educat/advice/diet",ICPC2,NA,45755434,AUTO_MAPPED
K46,"Verenkiertoelimet, Perusterveydenhuollon asiantuntijan konsultaatio","Cardiovascular, Consultation primary care provider",ICPC2,NA,45591592,AUTO_MAPPED
K47,"Verenkiertoelimet, Erikoislääkärin konsultaatio","Cardiovascular, Consultation with specialist",ICPC2,NA,NA,NOT_MAPPED
K48,"Verenkiertoelimet, Potilaan tarpeiden/tulosyyn selvittäminen","Cardiovascular, Clarification/discussion RFE/demand",ICPC2,NA,NA,NOT_MAPPED
K49,"Verenkiertoelimet, Muu ennaltaehkäisevä toimenpide","Cardiovascular, Other preventive procedure",ICPC2,NA,NA,NOT_MAPPED
K50,"Verenkiertoelimet, Lääkitys/lääkemääräys/uusinta/injektio","Cardiovascular, Medication/prescr/renewal",ICPC2,NA,45755435,AUTO_MAPPED
K51,"Verenkiertoelimet, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto","Cardiovascular, I&d/flush/aspiration",ICPC2,NA,45557655,AUTO_MAPPED
K52,"Verenkiertoelimet, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto","Cardiovascular, Exc/remov/biopsy/destruc/debrid/caut",ICPC2,NA,45586724,AUTO_MAPPED
K53,"Verenkiertoelimet, Katetrointi/intubointi/laajentaminen","Cardiovascular, Instrument/catheter/intubate/dilate",ICPC2,NA,NA,NOT_MAPPED
K54,"Verenkiertoelimet, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto)","Cardiovascular, Repair/fix-suture/cast/prosth device",ICPC2,NA,NA,NOT_MAPPED
K55,"Verenkiertoelimet, Paikallinen lääkeaineinjektio","Cardiovascular, Local injection/infiltration",ICPC2,NA,45576992,AUTO_MAPPED
K56,"Verenkiertoelimet, Sidos/kompressi/tamponointi","Cardiovascular, Dressing/pressure/compress/tamponade",ICPC2,NA,45755437,AUTO_MAPPED
K57,"Verenkiertoelimet, Fysikaalinen hoito / kuntoutus","Cardiovascular, Physical medicine/rehabilitation",ICPC2,NA,45755438,AUTO_MAPPED
K58,"Verenkiertoelimet, Terapeuttinen neuvonta / kuuntelu","Cardiovascular, Therapeutic counselling/listening",ICPC2,NA,45572218,AUTO_MAPPED
K59,"Verenkiertoelimet, Muu hoitotoimenpide / muualla luokittelematon pikkukirurgia","Cardiovascular, Other therap proced/minor surg NEC",ICPC2,NA,45543326,AUTO_MAPPED
K60,"Verenkiertoelimet, Tutkimustulosten kuuleminen","Cardiovascular, Result test/procedure",ICPC2,NA,45755439,AUTO_MAPPED
K61,"Verenkiertoelimet, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta","Cardiovascular, Result examination/test/record/letter from other provider",ICPC2,NA,45755440,AUTO_MAPPED
K62,"Verenkiertoelimet, Hallinnollinen toimenpide","Cardiovascular, Administrative procedure",ICPC2,NA,45548165,AUTO_MAPPED
K63,"Verenkiertoelimet, Muu seurantakäynti","Cardiovascular, Follow-up encounter unspecified",ICPC2,NA,45562501,AUTO_MAPPED
K64,"Verenkiertoelimet, Hoidonantajan käynnistämä tapahtuma","Cardiovascular, Encounter/prob initiated by provider",ICPC2,NA,45755464,AUTO_MAPPED
K65,"Verenkiertoelimet, Muun henkilön käynnistämä tapahtuma","Cardiovascular, Enc/prob init by other than pt/prov",ICPC2,NA,45548167,AUTO_MAPPED
K66,"Verenkiertoelimet,Lähete muulle perusterveydenhuollon ammattihenkilölle","Cardiovascular, Referral to non-MD provider",ICPC2,NA,45601185,AUTO_MAPPED
K67,"Verenkiertoelimet, Lähete erikoislääkärille/sairaalaan","Cardiovascular, Referral to physician/hospital",ICPC2,NA,45552945,AUTO_MAPPED
K68,"Verenkiertoelimet, Muu lähete","Cardiovascular, Other referral NEC",ICPC2,NA,NA,NOT_MAPPED
K69,"Verenkiertoelimet, Muu käynnin syy","Cardiovascular, Other reason for encounter NEC",ICPC2,NA,NA,NOT_MAPPED
K70,Verenkiertoelinten tartuntatauti,Infection of circulatory system,ICPC2,I40.8,45591605,AUTO_MAPPED
K71,Reumakuume / reumaattinen sydäntauti,Rheumatic fever/heart disease,ICPC2,I09.9,45557670,AUTO_MAPPED
K72,"Kasvain, verenkiertoelinten",Neoplasm cardiovascular,ICPC2,D48.7&,45755466,AUTO_MAPPED
K73,"Synnynnäinen epämuodostuma, verenkiertoelinten",Congenital anomaly cardiovascular,ICPC2,Q28.9,45596344,AUTO_MAPPED
K74,Iskeeminen sydänsairaus ja rintakipu,Ischaemic heart dis with angina,ICPC2,I20.99,45755467,AUTO_MAPPED
K75,"Sydäninfarkti, akuutti",Acute myocardial infarction,ICPC2,I21.9,45572230,AUTO_MAPPED
K76,Iskeeminen sydänsairaus ilman rintakipua,Ischaemic heart dis without angina,ICPC2,I25.0,45605956,AUTO_MAPPED
K77,Sydämen vajaatoiminta,Heart failure,ICPC2,I50.9,45543342,AUTO_MAPPED
K78,Eteisvärinä/eteislepatus,Atrial fibrillation/flutter,ICPC2,I48,NA,NOT_MAPPED
K79,Kohtauksittainen tiheälyöntisyys,Paroxysmal tachycardia,ICPC2,I47.9,NA,NOT_MAPPED
K80,"Rytmihäiriö, määrittämätön",Cardiac arrhythmia NOS,ICPC2,I49.9,45581914,AUTO_MAPPED
K81,"Sivuääni sydämessä, määrittämätön",Heart/arterial murmur NOS,ICPC2,R01.1,45567330,AUTO_MAPPED
K82,Keuhkoperäinen sydäntauti,Pulmonary heart disease,ICPC2,I27.9,45601194,AUTO_MAPPED
K83,"Sydänläppien ei-reumaattinen tauti, määrittämätön",Heart valve disease NOS,ICPC2,I35.9,45533622,AUTO_MAPPED
K84,"Sydäntauti, muu",Heart disease other,ICPC2,I51.9,NA,NOT_MAPPED
K85,Kohonnut verenpaine,Elevated blood pressure,ICPC2,R03.0,45567331,AUTO_MAPPED
K86,"Verenpainetauti, komplisoitumaton",Hypertension uncomplicated,ICPC2,I10,45577005,AUTO_MAPPED
K87,"Verenpainetauti, komplisoitunut",Hypertension complicated,ICPC2,I15.9,45601196,AUTO_MAPPED
K88,Asentoon liittyvä matala verenpaine,Postural hypotension,ICPC2,I95.1,NA,NOT_MAPPED
K89,TIA / ohimenevä aivoverenkiertohäiriö,Transient cerebral ischaemia,ICPC2,G45.9,NA,NOT_MAPPED
K90,Aivohalvaus,Stroke/cerebrovascular accident,ICPC2,I64,45557682,AUTO_MAPPED
K91,Aivoverisuonten sairaus,Cerebrovascular disease,ICPC2,I67.9,45755468,AUTO_MAPPED
K92,Valtimokovettumatauti / ääreisverisuonten sairaus,Atherosclerosis/periph vascular dis,ICPC2,I70.9,45567332,AUTO_MAPPED
K93,Keuhkoembolia,Pulmonary embolism,ICPC2,I26.9,45755469,AUTO_MAPPED
K94,Laskimotulehdus/laskimontukkotulehdus,Phlebitis/thrombophlebitis,ICPC2,I80.9#,NA,NOT_MAPPED
K95,"Suonikohjut, alaraajojen",Varicose veins of leg,ICPC2,I83.9,NA,NOT_MAPPED
K96,Peräpukamat,Haemorrhoids,ICPC2,I84.9,NA,NOT_MAPPED
K99,Muu verenkiertoelimistön sairaus,Cardiovascular disease other,ICPC2,I99,NA,NOT_MAPPED
L,Tuki- ja liikuntaelimet,Musculoskeletal,ICPC2,NA,NA,NOT_MAPPED
L01,Niskan oire/vaiva,Neck symptom/complaint,ICPC2,M54.2,45548179,AUTO_MAPPED
L02,Yläselän oire/vaiva,Back symptom/complaint,ICPC2,M54.9,45538561,AUTO_MAPPED
L03,Alaselän oire/vaiva,Low back symptom/complaint,ICPC2,M54.5,45591621,AUTO_MAPPED
L04,Rintakehän oire/vaiva,Chest symptom/complaint,ICPC2,R07.3,45605976,AUTO_MAPPED
L05,Kyljen/kainalon oire/vaiva,Flank/axilla symptom/complaint,ICPC2,R29.8,45581932,AUTO_MAPPED
L07,Leuan oire/vaiva,Jaw symptom/complaint,ICPC2,K10.88,NA,NOT_MAPPED
L08,Olkapään oire/vaiva,Shoulder symptom/complaint,ICPC2,M25.5,45596365,AUTO_MAPPED
L09,Käsivarren oire/vaiva,Arm symptom/complaint,ICPC2,M79.6,NA,NOT_MAPPED
L10,Kyynärpään oire/vaiva,Elbow symptom/complaint,ICPC2,M25.5,45562531,AUTO_MAPPED
L11,Ranteen oire/vaiva,Wrist symptom/complaint,ICPC2,M25.5,45533634,AUTO_MAPPED
L12,Käden/sormen oire/vaiva,Hand/finger symptom/complaint,ICPC2,M79.6,45605979,AUTO_MAPPED
L13,Lonkan oire/vaiva,Hip symptom/complaint,ICPC2,M25.5,45538569,AUTO_MAPPED
L14,Säären/reiden oire/vaiva,Leg/thigh symptom/complaint,ICPC2,M79.6,45586765,AUTO_MAPPED
L15,Polven oire/vaiva,Knee symptom/complaint,ICPC2,M25.5,NA,NOT_MAPPED
L16,Nilkan oire/vaiva,Ankle symptom/complaint,ICPC2,M25.5,NA,NOT_MAPPED
L17,Jalan/varpaan oire/vaiva,Foot/toe symptom/complaint,ICPC2,M79.6,NA,NOT_MAPPED
L18,Lihaskipu,Muscle pain,ICPC2,M79.1,NA,NOT_MAPPED
L19,"Lihasoire/-vaiva, määrittämätön",Muscle symptom/complaint NOS,ICPC2,M62.6,NA,NOT_MAPPED
L20,"Niveloire/-vaiva, määrittämätön",Joint symptom/complaint NOS,ICPC2,M25.5,45557698,AUTO_MAPPED
L26,Huoli/pelko tuki- ja liikuntaelinten syövästä,Fear of cancer musculoskeletal,ICPC2,Z71.1,45581939,AUTO_MAPPED
L27,Huoli/pelko tuki- ja liikuntaelinten muusta sairaudesta,Fear of musculoskeletal dis other,ICPC2,Z71.1,45567354,AUTO_MAPPED
L28,"Toiminnanvajaus, tuki- ja liikuntaelinten",Limited function/disability (L),ICPC2,Z73.6,45755471,AUTO_MAPPED
L29,"Muu oire/vaiva, tuki- ja liikuntaelinten",Musculoskeletal sympt/complt other,ICPC2,R29.8,45596372,AUTO_MAPPED
L30,"Tuki- ja liikuntaelimet, Laaja terveydentilan arviointi/tarkastus","Musculoskeletal, Medical examin/health eval complete",ICPC2,NA,45591633,AUTO_MAPPED
L31,"Tuki- ja liikuntaelimet, Suppea terveydentilan arviointi/tarkastus","Musculoskeletal, Medical examin/health eval partial",ICPC2,NA,NA,NOT_MAPPED
L32,"Tuki- ja liikuntaelimet, Allergiatutkimus","Musculoskeletal, Sensitivity test",ICPC2,NA,NA,NOT_MAPPED
L33,"Tuki- ja liikuntaelimet, Mikrobiologinen/immunologinen koe","Musculoskeletal, Microbiological/immunological test",ICPC2,NA,NA,NOT_MAPPED
L34,"Tuki- ja liikuntaelimet, Veritutkimus","Musculoskeletal, Blood test",ICPC2,NA,NA,NOT_MAPPED
L35,"Tuki- ja liikuntaelimet, Virtsatutkimus","Musculoskeletal, Urine test",ICPC2,NA,NA,NOT_MAPPED
L36,"Tuki- ja liikuntaelimet, Ulostetutkimus","Musculoskeletal, Faeces test",ICPC2,NA,NA,NOT_MAPPED
L37,"Tuki- ja liikuntaelimet, Histologinen/sytologinen tutkimus","Musculoskeletal, Histological/exfoliative cytology",ICPC2,NA,NA,NOT_MAPPED
L38,"Tuki- ja liikuntaelimet, Muu laboratoriotutkimus","Musculoskeletal, Other laboratory test NEC",ICPC2,NA,NA,NOT_MAPPED
L39,"Tuki- ja liikuntaelimet, Kliininen toimintakoe","Musculoskeletal, Physical function test",ICPC2,NA,NA,NOT_MAPPED
L40,"Tuki- ja liikuntaelimet, Diagnostinen endoskopia","Musculoskeletal, Diagnostic endoscopy",ICPC2,NA,45577035,AUTO_MAPPED
L41,"Tuki- ja liikuntaelimet, Diagnostinen kuvantaminen","Musculoskeletal, Diagnostic radiology/imaging",ICPC2,NA,45586769,AUTO_MAPPED
L42,"Tuki- ja liikuntaelimet, Elektrofysiologinen tutkimus","Musculoskeletal, Electrical tracing",ICPC2,NA,45538573,AUTO_MAPPED
L43,"Tuki- ja liikuntaelimet, Muu tutkimustoimenpide","Musculoskeletal, Other diagnostic procedure",ICPC2,NA,45562537,AUTO_MAPPED
L44,"Tuki- ja liikuntaelimet, Rokotus / ennaltaehkäisevä lääkitys","Musculoskeletal, Preventive immunization/medic",ICPC2,NA,45562538,AUTO_MAPPED
L45,"Tuki- ja liikuntaelimet, Seuranta/terveysneuvonta/ruokavalioneuvonta","Musculoskeletal, Observ/health educat/advice/diet",ICPC2,NA,45557704,AUTO_MAPPED
L46,"Tuki- ja liikuntaelimet, Perusterveydenhuollon asiantuntijan konsultaatio","Musculoskeletal, Consultation primary care provider",ICPC2,NA,NA,NOT_MAPPED
L47,"Tuki- ja liikuntaelimet, Erikoislääkärin konsultaatio","Musculoskeletal, Consultation with specialist",ICPC2,NA,NA,NOT_MAPPED
L48,"Tuki- ja liikuntaelimet, Potilaan tarpeiden/tulosyyn selvittäminen","Musculoskeletal, Clarification/discussion RFE/demand",ICPC2,NA,NA,NOT_MAPPED
L49,"Tuki- ja liikuntaelimet, Muu ennaltaehkäisevä toimenpide","Musculoskeletal, Other preventive procedure",ICPC2,NA,NA,NOT_MAPPED
L50,"Tuki- ja liikuntaelimet, Lääkitys/lääkemääräys/uusinta/injektio","Musculoskeletal, Medication/prescr/renewal",ICPC2,NA,45543371,AUTO_MAPPED
L51,"Tuki- ja liikuntaelimet, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto","Musculoskeletal, I&d/flush/aspiration",ICPC2,NA,45543372,AUTO_MAPPED
L52,"Tuki- ja liikuntaelimet, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto","Musculoskeletal, Exc/remov/biopsy/destruc/debrid/caut",ICPC2,NA,45552985,AUTO_MAPPED
L53,"Tuki- ja liikuntaelimet, Katetrointi/intubointi/laajentaminen","Musculoskeletal, Instrument/catheter/intubate/dilate",ICPC2,NA,45577040,AUTO_MAPPED
L54,"Tuki- ja liikuntaelimet, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto)","Musculoskeletal, Repair/fix-suture/cast/prosth device",ICPC2,NA,45552987,AUTO_MAPPED
L55,"Tuki- ja liikuntaelimet, Paikallinen lääkeaineinjektio","Musculoskeletal, Local injection/infiltration",ICPC2,NA,45586773,AUTO_MAPPED
L56,"Tuki- ja liikuntaelimet, Sidos/kompressi/tamponointi","Musculoskeletal, Dressing/pressure/compress/tamponade",ICPC2,NA,45538577,AUTO_MAPPED
L57,"Tuki- ja liikuntaelimet, Fysikaalinen hoito / kuntoutus","Musculoskeletal, Physical medicine/rehabilitation",ICPC2,NA,45596378,AUTO_MAPPED
L58,"Tuki- ja liikuntaelimet, Terapeuttinen neuvonta / kuuntelu","Musculoskeletal, Therapeutic counselling/listening",ICPC2,NA,45577046,AUTO_MAPPED
L59,"Tuki- ja liikuntaelimet, Muu hoitotoimenpide / muualla luokittelematon pikkukirurgia","Musculoskeletal, Other therap proced/minor surg NEC",ICPC2,NA,45581951,AUTO_MAPPED
L60,"Tuki- ja liikuntaelimet, Tutkimustulosten kuuleminen","Musculoskeletal, Result test/procedure",ICPC2,NA,45538578,AUTO_MAPPED
L61,"Tuki- ja liikuntaelimet, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta","Musculoskeletal, Result examination/test/record/letter from other provider",ICPC2,NA,NA,NOT_MAPPED
L62,"Tuki- ja liikuntaelimet, Hallinnollinen toimenpide","Musculoskeletal, Administrative procedure",ICPC2,NA,45596381,AUTO_MAPPED
L63,"Tuki- ja liikuntaelimet, Muu seurantakäynti","Musculoskeletal, Follow-up encounter unspecified",ICPC2,NA,45533646,AUTO_MAPPED
L64,"Tuki- ja liikuntaelimet, Hoidonantajan käynnistämä tapahtuma","Musculoskeletal, Encounter/prob initiated by provider",ICPC2,NA,45596383,AUTO_MAPPED
L65,"Tuki- ja liikuntaelimet, Muun henkilön käynnistämä tapahtuma","Musculoskeletal, Enc/prob init by other than pt/prov",ICPC2,NA,45572277,AUTO_MAPPED
L66,"Tuki- ja liikuntaelimet, Lähete muulle perusterveydenhuollon ammattihenkilölle","Musculoskeletal, Referral to non-MD provider",ICPC2,NA,45601228,AUTO_MAPPED
L67,"Tuki- ja liikuntaelimet, Lähete erikoislääkärille/sairaalaan","Musculoskeletal, Referral to physician/hospital",ICPC2,NA,45548203,AUTO_MAPPED
L68,"Tuki- ja liikuntaelimet, Muu lähete","Musculoskeletal, Other referral NEC",ICPC2,NA,45572278,AUTO_MAPPED
L69,"Tuki- ja liikuntaelimet, Muu käynnin syy","Musculoskeletal, Other reason for encounter NEC",ICPC2,NA,NA,NOT_MAPPED
L70,Tuki- ja liikuntaelinten infektio,Infection of musculoskeletal system,ICPC2,M00.9,45562544,AUTO_MAPPED
L71,"Pahanlaatuinen kasvain, tuki- ja liikuntaelinten",Malignant neoplasm musculoskeletal,ICPC2,C49.99&,45586779,AUTO_MAPPED
L72,"Murtuma, kyynärluu/värttinäluu",Fracture: radius/ulna,ICPC2,S52.9,45543379,AUTO_MAPPED
L73,"Murtuma, sääriluu/pohjeluu",Fracture: tibia/fibula,ICPC2,S82.9,45557710,AUTO_MAPPED
L74,"Murtuma, käden/jalkaterän luu",Fracture: hand/foot bone,ICPC2,S62.8,45577050,AUTO_MAPPED
L75,"Murtuma, reisiluu",Fracture: femur,ICPC2,S72.9,45586781,AUTO_MAPPED
L76,"Murtuma, muu",Fracture: other,ICPC2,T14.2,NA,NOT_MAPPED
L77,"Nyrjähdys/venähdys, nilkka",Sprain/strain of ankle,ICPC2,S93.4,NA,NOT_MAPPED
L78,"Nyrjähdys/venähdys, polvi",Sprain/strain of knee,ICPC2,S83.6,NA,NOT_MAPPED
L79,"Nyrjähdys/venähdys, muu",Sprain/strain of joint NOS,ICPC2,T14.3,NA,NOT_MAPPED
L80,Sijoiltaanmeno,Dislocation/subluxation,ICPC2,T14.3,45581962,AUTO_MAPPED
L81,"Tuki- ja liikuntaelinten vamma, muu",Injury musculoskeletal NOS,ICPC2,T14.6,45562548,AUTO_MAPPED
L82,"Synnynnäinen epämuodostuma,  tuki- ja liikuntaelinten",Congenital anomaly musculoskeletal,ICPC2,Q79.9,45548208,AUTO_MAPPED
L83,Kaularankaoireyhtymä,Neck syndrome,ICPC2,M53.1,45605999,AUTO_MAPPED
L84,Selkäsairaus ilman säteilykipua,Back syndrome without radiat pain,ICPC2,M53.9,45533651,AUTO_MAPPED
L85,"Selkärangan rakenteellinen poikkeavuus, ei-synnynnäinen",Acquired deformity of spine,ICPC2,M43.9,45601233,AUTO_MAPPED
L86,Selkäsairaus ja säteilykipu,Back syndrome with radiating pain,ICPC2,M54.4,45577055,AUTO_MAPPED
L87,"Bursiitti/tendiniitti/synoviitti, muu",Bursitis/tendinitis/synovitis NOS,ICPC2,M67.4,45606001,AUTO_MAPPED
L88,Reumaattinen/seropositiivinen niveltulehdus,Rheumatoid/seropositive arthritis,ICPC2,M06.9,45538588,AUTO_MAPPED
L89,Lonkan nivelrikko,Osteoarthrosis of hip,ICPC2,M16.9,45601235,AUTO_MAPPED
L90,Polven nivelrikko,Osteoarthrosis of knee,ICPC2,M17.9,45562559,AUTO_MAPPED
L91,"Nivelrikko, muu",Osteoarthrosis other,ICPC2,M19.8,45577067,AUTO_MAPPED
L92,Olkapään oireyhtymä,Shoulder syndrome,ICPC2,M75.9,45606013,AUTO_MAPPED
L93,Tenniskyynärpää,Tennis elbow,ICPC2,M77.1,45567376,AUTO_MAPPED
L94,Luu-rustokasvuhäiriö,Osteochondrosis,ICPC2,M93.9,45557725,AUTO_MAPPED
L95,Osteoporoosi,Osteoporosis,ICPC2,M81.9,45557726,AUTO_MAPPED
L96,"Polven nivelkierukan/ristisiteiden vamma, akuutti",Acute internal damage knee,ICPC2,S83.2,NA,NOT_MAPPED
L97,"Hyvänlaatuinen/muu kasvain, tuki- ja liikuntaelinten",Neoplasm musculoskel benign/unspec,ICPC2,D16.90&,45591659,AUTO_MAPPED
L98,"Raajan epämuotoisuus, ei synnynnäinen",Acquired deformity of limb,ICPC2,M21.9,45601258,AUTO_MAPPED
L99,Muu tuki- ja liikuntaelinten sairaus,Musculoskeletal disease other,ICPC2,M99.9,45567383,AUTO_MAPPED
N,Hermosto,Neurological,ICPC2,NA,NA,NOT_MAPPED
N01,Päänsärky,Headache,ICPC2,R51.80,45592119,AUTO_MAPPED
N03,Kasvokipu,Pain face,ICPC2,R51.81,45577509,AUTO_MAPPED
N04,Levottomat jalat,Restless legs,ICPC2,G25.8,45543851,AUTO_MAPPED
N05,Sormien/jalkaterien/varpaiden pistely,Tingling fingers/feet/toes,ICPC2,R20.2,45567820,AUTO_MAPPED
N06,"Tuntohäiriö, muu",Sensation disturbance other,ICPC2,R20.8,45567821,AUTO_MAPPED
N07,Kouristelu/kouristuskohtaus,Convulsion/seizure,ICPC2,R56.8,45553431,AUTO_MAPPED
N08,Poikkeavat tahattomat liikkeet,Abnormal involuntary movements,ICPC2,R25.8,45592123,AUTO_MAPPED
N16,Hajun/maun häiriö,Disturbance of smell/taste,ICPC2,R43.8,45606483,AUTO_MAPPED
N17,Huimaus/pyörrytys,Vertigo/dizziness,ICPC2,R42,45606484,AUTO_MAPPED
N18,Halvaus/heikkous,Paralysis/weakness,ICPC2,G83.9,45582391,AUTO_MAPPED
N19,Puhehäiriö,Speech disorder,ICPC2,R47.8,45601718,AUTO_MAPPED
N26,Huoli/pelko hermoston syövästä,Fear cancer neurological system,ICPC2,Z71.1,45601720,AUTO_MAPPED
N27,Huoli/pelko muusta neurologisesta sairaudesta,Fear of neurological disease other,ICPC2,Z71.1,45539036,AUTO_MAPPED
N28,"Toiminnanvajaus, hermoston",Limited function/disability (N),ICPC2,Z73.6,45587239,AUTO_MAPPED
N29,Muu hermostoon liittyvä oire/vaiva,Neurological sympt/complt other,ICPC2,R29.8,45548656,AUTO_MAPPED
