Id_FIN	Abbreviation_FIN	Short name_FIN	Long name_FIN	shortTitle_ENG	ICD-10_FIN	icd10_ENG	Ensisijainen ICD-10_FIN	Parent code_FIN	Hierarchy level_FIN	Alakomponentti (icpc)_FIN	Harkitse (icpc)_FIN	Huom._FIN	Komponentti (icpc)_FIN	Kriteerit (icpc)_FIN	Lehtisolmu_FIN	Mukaan lukien_FIN	Pois lukien_FIN	Subkomponent (icpc)_FIN	Code_ENG	preferred_ENG	inclusion_ENG	exclusion_ENG	criteria_ENG	consider_ENG	note_ENG	ICPC2_mapping	ICPC_version
R78	Keuhkoputkentulehdus/bronkioliitti, akuutti	Keuhkoputkentulehdus/bronkioliitti, akuutti	Keuhkoputkentulehdus/bronkioliitti, akuutti	Acute bronchitis/bronchiolitis	J20.0,J20.1,J20.2,J20.3,J20.4,J20.5,J20.6,J20.7,J20.8,J20.9,J21.0,J21.8,J21.9,J21.90,J21.99,J22,J40	J20.0; J20.1; J20.2; J20.3; J20.4; J20.5; J20.6; J20.7; J20.8; J20.9; J21.0; J21.1; J21.8; J21.9; J22; J40	J20.9	R	1	Infektiot	Hengityksen vinkuna R03, Yskä R05, Ylähengitystietulehdus, akuutti R74		7 Taudit ja sairaudet	Lapsilla ja aikuisilla: Yskä ja kuume, johon liittyvät hajanaiset tai yleistyneet löydökset kuten vinkuva hengitys, rohina, rahinat tai kosteat hengitysäänet  Vastasyntyneillä (bronkioliitti): hengenahdistus ja keuhkojen ylitäyttö	T	akuutti tarkemmin määrittelemätön alahengitystietulehdus./akuutti bronkiitti./määrittelemätön keuhkoputkentulehdus./määrittelemätön keuhko-ontelontulehdus./nielu-henkitorvitulehdus	influenssa R80./ krooninen keuhkoputkentulehdus R91./ allerginen keuhkoputkentulehdus R96	Infektioner	R78	Acute bronchitis/bronchiolitis	acute lower respiratory infection NOS; bronchitis NOS; chest infection NOS; laryngotracheobronchitis; tracheobronchitis	chronic bronchitis R79; influenza R80; allergic bronchitis R96	in children and adults: cough and fever with scattered or generalized abnormal chest signs: wheeze, coarse rales, rhonchi or moist sounds; in infants (bronchiolitis): dyspnoea and hyperinflation	wheezing R03; cough R05; upper respiratory tract infection R74		R78	2
R79	Keuhkoputkentulehdus, krooninen	Keuhkoputkentulehdus, krooninen	Keuhkoputkentulehdus, krooninen	Chronic bronchitis	J41.0,J41.1,J41.8,J42	J41.0; J41.1; J41.8; J42	J42	R	1	Infektiot	Yskä R05, Epänormaali yskös R25, Keuhkoputkentulehdus/bronkioliitti, akuutti R78		7 Taudit ja sairaudet	(1) yskää sekä päivittäisiä tai lähes päivittäisiä ysköksiä vähintään 3 kuukautta / vuosi,  vähintään 2 vuoden aikana ja (2) hajanaisia rahinoita/rohinaa keuhkojen auskultaatiossa näiden jaksojen aikana	T		emfyseema/ilmapöhö/keuhkoahtaumatauti R95./ keuhkoputkenlaajentuma R99	Infektioner	R79	Chronic bronchitis		emphysema/chronic obstructive pulmonary (lung, airways) disease R95; bronchiectasis R99	cough with sputum on most days for at least 3 months in each of at least 2 years; and scattered rales/rhonchi on auscultation of the chest during these episodes	cough R05; abnormal sputum/phlegm R25; bronchitis NOS R78		R79	2
R80	Influenssa	Influenssa	Influenssa	Influenza	G05.1*J10.8,G05.1*J11.8,H67.8*J10.8,H67.8*J11.8,I41.1*J10.8,I41.1*J11.8,J09,J10.1,J10.8,J10.8+G05.1,J10.8+H67.8,J10.8+I41.1,J11.1,J11.8,J11.8+G05.1,J11.8+H67.8,J11.8+I41.1	J09; J10.1; J10.8; J11.1; J11.8	J10.1	R	1	Infektiot	Ylähengitystietulehdus, akuutti R74		7 Taudit ja sairaudet	(1) lihaskipu ja yskä ilman epänormaaleja löydöksiä hengitysteissä - lukuun ottamatta nenän ja nielun limakalvon tulehdusta sekä (2) vähintään kolme seuraavista: yhtäkkinen alku (alle 12 tunnissa), vilunväristyksiä / -puistatuksia / kuumetta, voimattomuutta ja heikkouden tunnetta, influenssakontakti, influenssaepidemia tai (3) virusviljelmällä tai serologisesti osoitettu influenssa	T	influenssan kaltainen sairaus./parainfluenssa	mahaflunssa D70./ influenssakeuhkokuume R81	Infektioner	R80	Influenza	influenza-like illness; para-influenza	gastric flu D70; influenza pneumonia R81	myalgia and cough without abnormal respiratory physical signs other than inflammation of nasal mucous membrane and throat, plus three or more of the following: sudden onset (within 12 hours); rigors/chills/fever; prostration and weakness; influenza in close contacts; influenza epidemic; or viral culture/serological evidence of influenza virus infection	fever A03; virus infection NOS A77; upper respiratory tract infection R74		R80	2
R81	Keuhkokuume	Keuhkokuume	Keuhkokuume	Pneumonia	A01.0+J17.0,A02.2+J17.0,A21.2+J17.0,A22.1+J17.0,A37.9+J17.0,A42.0+J17.0,A43.0+J17.0,A48.1,A54.8+J17.0,A69.8+J17.8,A70+J17.8,A78+J17.8,B01.2+J17.1,B05.2+J17.1,B06.8+J17.1,B25.0+J17.1,B33.4+,B37.1+J17.2,B38.2+J17.2,B39.0+J17.2,B44.0+J17.2,B44.1+J17.2,B58.3+J17.3,B59+J17.3,B65.9+J17.3,B77.8+J17.3,I00+J17.8,J10.0,J11.0,J12.0,J12.1,J12.2,J12.8,J12.9,J13,J14,J15.0,J15.1,J15.2,J15.3,J15.4,J15.5,J15.6,J15.7,J15.8,J15.9,J16.0,J16.8,J17.0*,J17.0*A01.0,J17.0*A02.2,J17.0*A21.2,J17.0*A22.1,J17.0*A37.9,J17.0*A42.0,J17.0*A43.0,J17.0*A54.8,J17.1*,J17.1*B01.2,J17.1*B05.2,J17.1*B06.8,J17.1*B25.0,J17.1*B33.4,J17.2*,J17.2*B37.1,J17.2*B38.2,J17.2*B39.0,J17.2*B44.0,J17.2*B44.1,J17.3*,J17.3*B58.3,J17.3*B59,J17.3*B65.9,J17.3*B77.8,J17.8*,J17.8*A69.8,J17.8*A70,J17.8*A78,J17.8*I00,J18.0,J18.1,J18.2,J18.8,J18.9	A48.1; B33.4; J10.0; J11.0; J12.0; J12.1; J12.2; J12.3; J12.8; J12.9; J13; J14; J15.0; J15.1; J15.2; J15.3; J15.4; J15.5; J15.6; J15.7; J15.8; J15.9; J16.0; J16.8; J17.0; J17.1; J17.2; J17.3; J17.8; J18.0; J18.1; J18.2; J18.8; J18.9	J18.9	R	1	Infektiot	Yskä R05, Keuhkoputkentulehdus/bronkioliitti, akuutti R78		7 Taudit ja sairaudet	todennettu keuhkovarjostuma	T	bakteeri-/viruskeuhkokuume./influenssakeuhkokuume./legionella./pneumonitis	aspiraatiokeuhkokuume R99	Infektioner	R81	Pneumonia	bacterial/viral pneumonia; bronchopneumonia; influenzal pneumonia; Legionnaire's disease; pneumonitis	aspiration pneumonia R99	evidence of pulmonary consolidation	cough R05; acute bronchitis R78		R81	2
R82	Keuhkopussintulehdus / nestekertymä keuhkopussissa	Keuhkopussintulehdus / nestekertymä keuhkopussissa	Keuhkopussintulehdus / nestekertymä keuhkopussissa	Pleurisy/pleural effusion	J90,J91*,J94.0,J94.1,J94.2,J94.8,J94.9,R09.1	J90; J91; J94.0; J94.1; J94.2; J94.8; J94.9; R09.1	J90	R	1	Infektiot	Hengityselimiin liittyvä kipu R01	Pahanlaatuinen solulöydös luokitellaan syövän alkuperän mukaan.	7 Taudit ja sairaudet	todennettu keuhkopussin nestekertymä tai keuhkopussin kipu liittyneenä keuhkopussin ritinään tai  tutkimuksilla osoitettu keuhkopussin tulehduksellinen nestekertymä	T	keuhkopussin tulehduksellinen erite./keuhkopussintulehdus	tuberkuloosi A70./ keuhkokuume R81	Infektioner	R82	Pleurisy/pleural effusion	pleural inflammatory exudate; pleuritis	tuberculosis A70; pneumonia R81	clinical evidence of pleural exudate; or pleuritic pain accompanied by pleural friction rub; or investigative evidence of inflammatory pleural exudate	pleuritic pain R01	malignant effusion to be coded to origin of malignancy	R82	2
R83	Hengitystieinfektio, muu	Hengitystieinfektio, muu	Hengitystieinfektio, muu	Respiratory infection other	A36.0,A36.1,A36.2,A36.3,A36.8,A36.9,B37.1,B44.0,B44.0+J17.2,B44.1,B44.2,B44.7,B44.8,B44.9,B58.3,J05.1,J17.2*B44.0,J31.0,J31.1,J31.2,J37.0,J37.1,J85.0,J85.1,J85.2,J85.3,J86.00,J86.01,J86.02,J86.09,J86.9	A36.0; A36.1; A36.2; A36.3; A36.8; A36.9; B37.1; B44.0; B44.1; B44.2; B44.7; B44.8; B44.9; B58.3; J05.1; J31.0; J31.1; J31.2; J37.0; J37.1; J85.0; J85.1; J85.2; J85.3; J86.0; J86.9	A36.9	R	1	Infektiot			7 Taudit ja sairaudet		T	alkueläimen aiheuttama tulehdus (ilman keuhkokuumetta)./keuhkopaise./keuhkopussin märkäkertymä./kurkkumätä./kurkunkannentulehdus./pitkällinen nenä-nielutulehdus./pitkällinen nielutulehdus./pitkällinen määrittelemätön nuha./sienen aiheuttama hengitystietulehdus	kystinen fibroosi T99	Infektioner	R83	Respiratory infection other	chronic nasopharyngitis; chronic pharyngitis; chronic rhinitis NOS; diphtheria; empyema; epiglottitis; fungal respiratory infection; lung abscess; protozoal infection (without pneumonia)	cystic fibrosis T99				R83	2
R84	Pahanlaatuinen kasvain, keuhkojen/keuhkoputken	Pahanlaatuinen kasvain, keuhkojen/keuhkoputken	Pahanlaatuinen kasvain, keuhkojen/keuhkoputken	Malignant neoplasm bronchus/lung	C33.90&,C33.91&,C33.92&,C33.93&,C33.94&,C33.95&,C33.96&,C33.97&,C33.99&,C34.0,C34.00&,C34.01&,C34.02&,C34.03&,C34.04&,C34.05&,C34.06&,C34.07&,C34.09&,C34.1,C34.10&,C34.11&,C34.12&,C34.13&,C34.14&,C34.15&,C34.16&,C34.17&,C34.19&,C34.2,C34.20&,C34.21&,C34.22&,C34.23&,C34.24&,C34.25&,C34.26&,C34.27&,C34.29&,C34.3,C34.30&,C34.31&,C34.32&,C34.33&,C34.34&,C34.35&,C34.36&,C34.37&,C34.39&,C34.8,C34.80&,C34.81&,C34.82&,C34.83&,C34.84&,C34.85&,C34.86&,C34.87&,C34.89&,C34.9,C34.90&,C34.91&,C34.92&,C34.93&,C34.94&,C34.95&,C34.96&,C34.97&,C34.99&,C45.7&	C33; C34.0; C34.1; C34.2; C34.3; C34.8; C34.9; C45.7	C34.99&	R	1	Kasvaimet	Hengityselinten kasvain, määrittämätön R92		7 Taudit ja sairaudet	tyypillinen histologia	T	henkitorven/keuhkojen/keuhkoputkien pahanlaatuinen kasvain	alkuperältään tuntematon pahanlaatuisuus A79./ sekundaarinen pahanlaatuisuus tiedetystä paikasta luokitellaan paikan mukaan	Tumörer	R84	Malignant neoplasm bronchus/lung	malignancy of trachea/bronchus/lung	malignancy of unknown site A79; a secondary malignancy from known site to be coded to site	characteristic histologic appearance	unspecified respiratory neoplasm R92		R84	2
R85	Pahanlaatuinen kasvain, hengityselinten, muu	Pahanlaatuinen kasvain, hengityselinten, muu	Pahanlaatuinen kasvain, hengityselinten, muu	Malignant neopl respiratory other	C09.1&,C09.8&,C09.9&,C10.0&,C10.1&,C10.2&,C10.3&,C10.4&,C10.8&,C10.9&,C11.0&,C11.1&,C11.2&,C11.3&,C11.8&,C11.9&,C12&,C13.0&,C13.1&,C13.2&,C13.8&,C13.9&,C14.0&,C14.2&,C30.0&,C31.0&,C31.1&,C31.2&,C31.3&,C31.8&,C31.9&,C32.0&,C32.1&,C32.2&,C32.3&,C32.8&,C32.9&,C38.1&,C38.2&,C38.3&,C38.4&,C39.0&,C39.8&,C39.9&,C45.0&,C45.7&	C09.0; C09.1; C09.8; C09.9; C10.0; C10.1; C10.2; C10.3; C10.4; C10.8; C10.9; C11.0; C11.1; C11.2; C11.3; C11.8; C11.9; C12; C13.0; C13.1; C13.2; C13.8; C13.9; C14.0; C14.2; C30.0; C31.0; C31.1; C31.2; C31.3; C31.8; C31.9; C32.0; C32.1; C32.2; C32.3; C32.8; C32.9; C38.1; C38.2; C38.3; C38.4; C39.0; C39.8; C39.9; C45.0; C45.7	C39.9&	R	1	Kasvaimet	Hengityselinten kasvain, määrittämätön R92		7 Taudit ja sairaudet	tyypillinen histologia	T	keuhkopussin/kurkunpään/nenän/nielun/sivuontelon välikarsinan pahanlaatuinen kasvain./mesoteliooma	Hodgkinin tauti B72./ henkitorven/keuhkoputken/keuhkon pahanlaatuisuus R84	Tumörer	R85	Malignant neoplasm respiratory other	malignancy of larynx/mediastinum/nose/pharynx/pleura/sinus; mesothelioma	Hodgkin's disease B72; malignancy of trachea/bronchus/lung R84	characteristic histologic appearance	unspecified respiratory neoplasm R92		R85	2
R86	Hyvänlaatuinen kasvain, hengityselinten	Hyvänlaatuinen kasvain, hengityselinten	Hyvänlaatuinen kasvain, hengityselinten	Benign neoplasm respiratory	D14.0&,D14.1&,D14.2&,D14.3&,D14.4&,D19.0&	D14.0; D14.1; D14.2; D14.3; D14.4; D19.0	D14.4&	R	1	Kasvaimet	Hengityselinten kasvain, määrittämätön R92		7 Taudit ja sairaudet	tyypillinen kliininen löydös  tai histologia	T		määrittämätön hengityselinten kasvain R92./ nenäpolyyppi R99	Tumörer	R86	Benign neoplasm respiratory		unspecified respiratory neoplasm R92; nasal polyp R99	characteristic clinical or histologic appearance			R86	2
R87	Vierasesine nenässä/kurkunpäässä/keuhkoputkissa	Vierasesine nenässä/kurkunpäässä/keuhkoputkissa	Vierasesine nenässä/kurkunpäässä/keuhkoputkissa	Foreign body nose/larynx/bronchus	T17.0,T17.1,T17.2,T17.3,T17.4,T17.5,T17.8,T17.9	T17.0; T17.1; T17.2; T17.3; T17.4; T17.5; T17.8; T17.9	T17.9	R	1	Vammat	Muu hengityselinten oire/vaiva R29		7 Taudit ja sairaudet	suoraan/tähystämällä/kuvantamisella nähty vierasesine	T	vierasesine keuhkoissa	hukkuminen A88./ vierasesine ruokatorvessa D79./ vierasesine korvakäytävässä H76./ aspiraatiokeuhkokuume R99	Skador	R87	Foreign body nose/larynx/bronchus	foreign body in lung	drowning A88; foreign body lodged in oesophagus D79; foreign body in ear H76; aspiration pneumonia R99	visualization of foreign body directly/endoscopically/using imaging	other complaint of respiratory system R29		R87	2
R88	Hengityselinten vamma, muu	Hengityselinten vamma, muu	Hengityselinten vamma, muu	Injury respiratory other	S00.3,S01.2,S03.1,S09.9,S10.0,S17.0,S19.8,S27.0,S27.1,S27.2,S27.3,S27.4,S27.5,S27.6,S27.7,S27.8,S27.9,T27.0,T27.1,T27.2,T27.3,T27.4,T27.5,T27.6,T27.7,T70.1	S00.3; S01.2; S03.1; S10.0; S17.0; S19.8; S27.0; S27.1; S27.2; S27.3; S27.4; S27.5; S27.6; S27.7; T27.0; T27.1; T27.2; T27.3; T27.4; T27.5; T27.6; T27.7; T70.1	S27.8	R	1	Vammat			7 Taudit ja sairaudet		T	hengityselimistön/nenän vamma	hukkuminen A88./ nenämurtuma L76./ vierasesine hengityselimistössä R87	Skador	R88	Injury respiratory other	injury/trauma to nose/respiratory system	drowning A88; fractured nose L76; foreign body in respiratory system R87				R88	2
R89	Synnynnäinen epämuodostuma, hengityselinten	Synnynnäinen epämuodostuma, hengityselinten	Synnynnäinen epämuodostuma, hengityselinten	Congenital anomaly respiratory	Q30.0,Q30.1,Q30.2,Q30.3,Q30.8,Q30.9,Q31.0,Q31.1,Q31.2,Q31.3,Q31.40,Q31.48,Q31.8,Q31.9,Q32.0,Q32.10,Q32.11,Q32.18,Q32.20,Q32.21,Q32.3,Q32.4,Q33.0,Q33.00,Q33.01,Q33.02,Q33.08,Q33.10,Q33.18,Q33.2,Q33.3,Q33.4,Q33.5,Q33.6,Q33.80,Q33.81,Q33.82,Q33.88,Q33.9,Q34.0,Q34.1,Q34.80,Q34.88,Q34.9	Q30.0; Q30.1; Q30.2; Q30.3; Q30.8; Q30.9; Q31.0; Q31.1; Q31.2; Q31.3; Q31.5; Q31.8; Q31.9; Q32.0; Q32.1; Q32.2; Q32.3; Q32.4; Q33.0; Q33.1; Q33.2; Q33.3; Q33.4; Q33.5; Q33.6; Q33.8; Q33.9; Q34.0; Q34.1; Q34.8; Q34.9	Q34.9	R	1	Synnynnäiset epämuodostumat			7 Taudit ja sairaudet		T	synnynnäinen epämuodostuma nenässä/henkitorvessa/keuhkoissa/keuhkopussissa/keuhkoputkessa/kurkussa/nielussa	huuli-/suulakihalkio D81./kystinen fibroosi T99	Medfödda misbildningar	R89	Congenital anomaly respiratory	congenital abnormality of nose/pharynx/trachea/larynx/bronchi/lungs/pleura	cleft lip/palate D81; cystic fibrosis T99				R89	2
R90	Nielurisojen/kitarisojen liikakasvu	Nielurisojen/kitarisojen liikakasvu	Nielurisojen/kitarisojen liikakasvu	Hypertrophy tonsils/adenoids	J34.8,J35.0,J35.1,J35.2,J35.3,J35.8,J35.9	J34.8; J35.0; J35.1; J35.2; J35.3; J35.8; J35.9	J35.9	R	1	Muut sairaudet			7 Taudit ja sairaudet		T	krooninen nielurisatulehdus	akuutti nielurisatulehdus R76./ allerginen nuha R97	Andra sjukdomar/diagnoser	R90	Hypertrophy tonsils/adenoids	chronic tonsillitis	acute tonsillitis R76; allergic rhinitis R97				R90	2
R92	Hengityselinten kasvain, määrittämätön	Hengityselinten kasvain, määrittämätön	Hengityselinten kasvain, määrittämätön	Neoplasm respiratory unspecified	D02.0&,D02.1&,D02.2&,D02.3&,D02.4&,D38.0&,D38.1&,D38.2&,D38.3&,D38.4&,D38.50&,D38.51&,D38.58&,D38.6&	D02.0; D02.1; D02.2; D02.3; D02.4; D38.0; D38.1; D38.2; D38.3; D38.4; D38.5; D38.6	D38.6&	R	1	Kasvaimet			7 Taudit ja sairaudet		T	hengityselinten määrittämätön hyvän- /pahanlaatuinen kasvain./kun histologiaa ei ole käytettävissä	sekundaarinen kasvain tietämättömästä paikasta A79./ pahanlaatuinen hengityselimistön kasvain R84./R85./ hyvänlaatuinen hengityselimistön kasvain R86	Tumörer	R92	Neoplasm respiratory unspecified	respiratory neoplasm unspecified as benign or malignant/when histology is not available	secondary neoplasm unknown site A79; Malignant neoplasm bronchus/lung R84; Malignant neoplasm respiratory, other R85; benign respiratory neoplasm R86				R92	2
R95	Keuhkoahtaumatauti	Keuhkoahtaumatauti	Keuhkoahtaumatauti	Chron obstructive pulmonary disease	J43.0,J43.1,J43.2,J43.8,J43.9,J44.0,J44.1,J44.8,J44.9	J43.0; J43.1; J43.2; J43.8; J43.9; J44.0; J44.1; J44.8; J44.9	J43.9	R	1	Muut sairaudet	Hengityksen häiriö, muu R04		7 Taudit ja sairaudet	todennettu ilmateiden ahtauma, joka ei helpotu / helpottuu vain osittain keuhkoputkia laajentavilla lääkkeillä	T	COPD./emfyseema./keuhkolaajentuma./pitkäaikainen ahtauttava keuhkoputkitulehdus	krooninen bronkiitti R79./ astma R96./ keuhkoputkilaajentuma R99./ kystinen fibroosi T99	Andra sjukdomar/diagnoser	R95	Chronic obstructive pulmonary disease	chronic airways limitation (CAL); chronic obstructive airways disease (COAD); chronic obstructive lung disease (COLD); chronic obstructive pulmonary disease (COPD); emphysema	chronic bronchitis R79; asthma R96; bronchiectasis R99; cystic fibrosis T99	objective evidence of airway obstruction, not/only partially relieved by bronchodilators	other breathing problem R04		R95	2
R96	Astma	Astma	Astma	Asthma	J45.0,J45.1,J45.8,J45.9,J46	J45.0; J45.1; J45.8; J45.9; J46	J45.9	R	1	Muut sairaudet	Hengityksen vinkuna R03, Yskä R05		7 Taudit ja sairaudet	(1) keuhkoputkien toistuva, kohtauksettainen ja reversiibeli ahtautuminen sekä hengityksen vinkuna / kuiva yskä tai (2) astmalle asetetut ajanmukaiset/yleiset diagnostiset kriteerit täyttyvät tutkimuksissa	T	vinkuva keuhkoputkentulehdus	bronkioliitti R78./ krooninen bronkiitti R79./ keuhkolaajentuma/emfyseema R95	Andra sjukdomar/diagnoser	R96	Asthma	reactive airways disease; wheezy bronchitis	bronchiolitis R78; chronic bronchitis R79; emphysema R95	recurrent episodes of reversible acute bronchial obstruction with wheeze/dry cough; or diagnostic test meeting currently accepted criteria for asthma	wheezing R03; cough R05		R96	2
R97	Allerginen nuha	Allerginen nuha	Allerginen nuha	Allergic rhinitis	J30.0,J30.10,J30.19,J30.2,J30.3,J30.4	J30.0; J30.1; J30.2; J30.3; J30.4	J30.4	R	1	Muut sairaudet			7 Taudit ja sairaudet		T	heinänuha./nenäoireinen allergia./vasomotorinen nuha	ylähengitystietulehdus R74./ krooninen määrittelemätön nuha R83	Andra sjukdomar/diagnoser	R97	Allergic rhinitis	hay fever; nasal allergy; vasomotor rhinitis	upper respiratory tract infection R74; chronic rhinitis NOS R83				R97	2
R98	Hyperventilaatio	Hyperventilaatio	Hyperventilaatio	Hyperventilation syndrome	R06.4	R06.4	R06.4	R	1	Muut sairaudet	Hengityksen häiriö, muu R04		7 Taudit ja sairaudet	hyperventilaatioon/ylihengittämiseen liittyvät oireet, joita voidaan helpottaa käytetyn ilman uudelleenhengittämisellä (pussiin hengittämällä)	T			Andra sjukdomar/diagnoser	R98	Hyperventilation syndrome			symptoms related to hyperventilation and relieved by rebreathing expired air	other breathing problem R04		R98	2
R99	Muu hengityselinten sairaus	Muu hengityselinten sairaus	Muu hengityselinten sairaus	Respiratory disease other	A06.5+J99.8,A50.0+J99.8,A52.79+J99.8,B42.0+J99.8,D89.1+J99.8,J33.0,J33.1,J33.8,J33.9,J34.1,J34.2,J34.3,J34.8,J38.0,J38.1,J38.2,J38.3,J38.4,J38.5,J38.6,J38.7,J39.0,J39.1,J39.2,J39.3,J39.8,J39.9,J47,J60,J61,J62.0,J62.8,J63.0,J63.1,J63.2,J63.2+K77.8,J63.3,J63.4,J63.5,J63.8,J64,J65,J66.0,J66.1,J66.2,J66.8,J67.0,J67.1,J67.2,J67.3,J67.4,J67.5,J67.6,J67.7,J67.8,J67.9,J68.0,J68.1,J68.2,J68.3,J68.4,J68.8,J68.9,J69.0,J69.1,J69.8,J80,J81,J82,J84.0,J84.1,J84.8,J84.9,J92.0,J92.9,J93.0,J93.1,J93.8,J93.9,J96.0,J96.1,J96.9,J98.0,J98.1,J98.2,J98.3,J98.4,J98.5,J98.6,J98.8,J98.9,J99.0*,J99.0*M05.1,J99.1*,J99.1*M31.3,J99.1*M32.1,J99.1*M33.2,J99.1*M33.9,J99.1*M34.8,J99.1*M35.0,J99.8*,J99.8*A06.5,J99.8*A50.0,J99.8*A52.79,J99.8*B42.0,J99.8*D89.1,J99.8*M45,K77.8*J63.2,M05.1+J99.0,M31.3+J99.1,M32.1+J99.1,M33.2+J99.1,M33.9+J99.1,M34.8+J99.1,M35.0+J99.1,M45+J99.8,U04.9,U88,Z90.2	J33.0; J33.1; J33.8; J33.9; J34.1; J34.2; J34.3; J34.8; J38.0; J38.1; J38.2; J38.3; J38.4; J38.5; J38.6; J38.7; J39.0; J39.1; J39.2; J39.3; J39.8; J39.9; J47; J60; J61; J62.0; J62.8; J63.0; J63.1; J63.2; J63.3; J63.4; J63.5; J63.8; J64; J65; J66.0; J66.1; J66.2; J66.8; J67.0; J67.1; J67.2; J67.3; J67.4; J67.5; J67.6; J67.7; J67.8; J67.9; J68.0; J68.1; J68.2; J68.3; J68.4; J68.8; J68.9; J69.0; J69.1; J69.8; J80; J81; J82; J84.0; J84.1; J84.8; J84.9; J92.0; J92.9; J93.0; J93.1; J93.8; J93.9; J96.0; J96.1; J96.9; J98.0; J98.1; J98.2; J98.3; J98.4; J98.5; J98.6; J98.8; J98.9; J99.0; J99.1; J99.8; U04.9; Z90.2	J98.9	R	1	Muut sairaudet			7 Taudit ja sairaudet		T	allergiasta/kemikaaleista/pölystä/kaasuista/homeesta johtuva pneumoniitti./aspiraatiopneumonia./aspiraatiokeuhkokuume./bronkiektasia./hengitysvajaus./ilmaa keuhkopussissa./keuhkojen kasaanpainuminen./keuhkoödeema ilman sydänsairautta,sydämen vajaatoimintaa./nenän väliseinän siirtymä./muun sairauden aiheuttama keuhkokomplikaatio./välikarsinan tauti./muu nielun tauti./nenäpolyypit./nenän limakalvoulkonemat./pneumokonioosi./pneumothorax		Andra sjukdomar/diagnoser	R99	Respiratory disease other	aspiration pneumonia; bronchiectasis; deviated nasal septum; lung complication of other disease; mediastinal disease; nasal polyp; other disease of larynx; pneumoconiosis; pneumonitis due to allergy/chemicals/dust/ fumes/mould; pneumothorax; pulmonary collapse; pulmonary oedema without heart disease/heart failure; respiratory failure					R99	2
S	Iho	Iho	Iho	Skin					0						F				S	Skin						S	2
S01	Ihon kipu/arkuus	Ihon kipu/arkuus	Ihon kipu/arkuus	Pain/tenderness of skin	R20.8	R20.8	R20.8	S	1				1 Oireet ja vaivat		T	arkuus./kivulias muutos tai punoitus./polttava tunne	pistely sormissa/jaloissa/varpaissa N05./ muu tuntohäiriö N06		S01	Pain/tenderness of skin	burning sensation; painful lesion or rash; soreness	tingling fingers/feet/toes N05; other sensation disturbance N06				S01	2
S02	Kutina	Kutina	Kutina	Pruritus	L29.8,L29.9	L29.8; L29.9	L29.9	S	1				1 Oireet ja vaivat		T	pruritus./ärsyyntynyt iho	peräaukon-sukuelinten kutina D05./ tekoihottuma S99./ emättimen kutina X16./ nännin kutina X20		S02	Pruritus	skin irritation	anogenital pruritus D05; dermatitis artefacta S99; vulval pruritus X16; nipple pruritus X20				S02	2
S03	Syylät	Syylät	Syylät	Warts	B07.80,B07.81,B07.82,B07.84,B07.85,B07.9	B07	B07.9	S	1	Infektiot			1 Oireet ja vaivat		T	verruca	ontelosyylä S95./ sukuelinten syylä X91./Y96	Infektioner	S03	Warts	verrucae	molluscum contagiosum S95; genital warts female X91; genital warts male Y76				S03	2
S04	Kyhmy/patti, paikallinen	Kyhmy/patti, paikallinen	Kyhmy/patti, paikallinen	Lump/swelling localized	R22.0,R22.1,R22.2,R22.3,R22.4,R22.9,R23.8	R22.0; R22.1; R22.2; R22.3; R22.4; R22.9; R23.8	R22.9	S	1				1 Oireet ja vaivat		T	näppylä./papula	hyönteisen purema S12./ rintakyhmy X19./Y16		S04	Lump/swelling localized	papule	insect bite S12; breast lump female X19; breast lump male Y16				S04	2
S05	Kyhmyt/patit, yleistyneet	Kyhmyt/patit, yleistyneet	Kyhmyt/patit, yleistyneet	Lumps/swellings generalized	R22.7,R23.8	R22.7; R23.8	R22.7	S	1				1 Oireet ja vaivat		T	kyhmyt/näppylät/papulat/turvotukset useissa paikoissa	turvonneet nilkat / ödema K07		S05	Lumps/swellings generalized	papules/lumps/swellings in multiple sites	swollen ankles/oedema K07				S05	2
S06	Punoitus, paikallinen	Punoitus, paikallinen	Punoitus, paikallinen	Rash localized	L53.9,R21	L53.9; R21	R21	S	1				1 Oireet ja vaivat		T	eryteema./punainen laikku/läikkä	paikallinen kyhmy/turvotus S04		S06	Rash localized	blotch; erythema; redness	localized lump/swelling S04				S06	2
S07	Punoitus, yleinen	Punoitus, yleinen	Punoitus, yleinen	Rash generalized	L53.9,R21	L53.9; R21	R21	S	1				1 Oireet ja vaivat		T	eryteema/punoitus useissa paikoissa	muu viruspunoitus A76./ ihon yleistyneet kyhmyt/turvotus S05		S07	Rash generalized	blotches/erythema/redness occurring in multiple sites	other viral exanthem A76; generalized lumps/swellings skin S05				S07	2
S08	Ihon värin muutos, muu	Ihon värin muutos, muu	Ihon värin muutos, muu	Skin colour change	L81.0,L81.1,L81.2,L81.3,R23.0,R23.1,R23.2	L81.0; L81.1; L81.2; L81.3; R23.0; R23.1; R23.2	L81.1	S	1				1 Oireet ja vaivat		T	kalpeus./pigmentaatio./pisamat./punastuminen./sinertävyys./syanoosi./tummat silmänaluset,	mustelma S16./ valkopälvi S99		S08	Skin colour change	'circles under eyes'; cyanosis; flushing; freckles; pallor	bruise S16; vitiligo S99				S08	2
