concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,tmp_main_icd10fi,tmp_name_fi,tmp_name_en_source
741,"Psychological, Other diagnostic procedure",Condition,ICPC,ICPC2,NA,P43,1970-01-01,2099-12-31,NA,NA,"Mielenterveys ja käyttäytyminen, Muu tutkimustoimenpide",THL
742,"Psychological, Preventive immunization/medic",Condition,ICPC,ICPC2,NA,P44,1970-01-01,2099-12-31,NA,NA,"Mielenterveys ja käyttäytyminen, Rokotus / ennaltaehkäisevä lääkitys",THL
743,"Psychological, Observ/health educat/advice/diet",Condition,ICPC,ICPC2,NA,P45,1970-01-01,2099-12-31,NA,NA,"Mielenterveys ja käyttäytyminen, Seuranta/terveysneuvonta/ruokavalioneuvonta",THL
744,"Psychological, Consultation primary care provider",Condition,ICPC,ICPC2,NA,P46,1970-01-01,2099-12-31,NA,NA,"Mielenterveys ja käyttäytyminen, Perusterveydenhuollon asiantuntijan konsultaatio",THL
745,"Psychological, Consultation with specialist",Condition,ICPC,ICPC2,NA,P47,1970-01-01,2099-12-31,NA,NA,"Mielenterveys ja käyttäytyminen, Erikoislääkärin konsultaatio",THL
746,"Psychological, Clarification/discussion RFE/demand",Condition,ICPC,ICPC2,NA,P48,1970-01-01,2099-12-31,NA,NA,"Mielenterveys ja käyttäytyminen, Potilaan tarpeiden/tulosyyn selvittäminen",THL
747,"Psychological, Other preventive procedure",Condition,ICPC,ICPC2,NA,P49,1970-01-01,2099-12-31,NA,NA,"Mielenterveys ja käyttäytyminen, Muu ennaltaehkäisevä toimenpide",THL
748,"Psychological, Medication/prescr/renewal",Condition,ICPC,ICPC2,NA,P50,1970-01-01,2099-12-31,NA,NA,"Mielenterveys ja käyttäytyminen, Lääkitys/lääkemääräys/uusinta/injektio",THL
749,"Psychological, I&d/flush/aspiration",Condition,ICPC,ICPC2,NA,P51,1970-01-01,2099-12-31,NA,NA,"Mielenterveys ja käyttäytyminen, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto",THL
750,"Psychological, Exc/remov/biopsy/destruc/debrid/caut",Condition,ICPC,ICPC2,NA,P52,1970-01-01,2099-12-31,NA,NA,"Mielenterveys ja käyttäytyminen, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto",THL
751,"Psychological, Instrument/catheter/intubate/dilate",Condition,ICPC,ICPC2,NA,P53,1970-01-01,2099-12-31,NA,NA,"Mielenterveys ja käyttäytyminen, Katetrointi/intubointi/laajentaminen",THL
752,"Psychological, Repair/fix-suture/cast/prosth device",Condition,ICPC,ICPC2,NA,P54,1970-01-01,2099-12-31,NA,NA,"Mielenterveys ja käyttäytyminen, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto)",THL
753,"Psychological, Local injection/infiltration",Condition,ICPC,ICPC2,NA,P55,1970-01-01,2099-12-31,NA,NA,"Mielenterveys ja käyttäytyminen, Paikallinen lääkeaineinjektio",THL
754,"Psychological, Dressing/pressure/compress/tamponade",Condition,ICPC,ICPC2,NA,P56,1970-01-01,2099-12-31,NA,NA,"Mielenterveys ja käyttäytyminen, Sidos/kompressi/tamponointi",THL
755,"Psychological, Physical medicine/rehabilitation",Condition,ICPC,ICPC2,NA,P57,1970-01-01,2099-12-31,NA,NA,"Mielenterveys ja käyttäytyminen, Fysikaalinen hoito / kuntoutus",THL
756,"Psychological, Therapeutic counselling/listening",Condition,ICPC,ICPC2,NA,P58,1970-01-01,2099-12-31,NA,NA,"Mielenterveys ja käyttäytyminen, Terapeuttinen neuvonta / kuuntelu",THL
757,"Psychological, Other therap proced/minor surg NEC",Condition,ICPC,ICPC2,NA,P59,1970-01-01,2099-12-31,NA,NA,"Mielenterveys ja käyttäytyminen, Muu hoitotoimenpide / muualla luokittelematon pikkukirurgia",THL
758,"Psychological, Result test/procedure",Condition,ICPC,ICPC2,NA,P60,1970-01-01,2099-12-31,NA,NA,"Mielenterveys ja käyttäytyminen, Tutkimustulosten kuuleminen",THL
759,"Psychological, Result examination/test/record/letter from other provider",Condition,ICPC,ICPC2,NA,P61,1970-01-01,2099-12-31,NA,NA,"Mielenterveys ja käyttäytyminen, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta",THL
760,"Psychological, Administrative procedure",Condition,ICPC,ICPC2,NA,P62,1970-01-01,2099-12-31,NA,NA,"Mielenterveys ja käyttäytyminen, Hallinnollinen toimenpide",THL
761,"Psychological, Follow-up encounter unspecified",Condition,ICPC,ICPC2,NA,P63,1970-01-01,2099-12-31,NA,NA,"Mielenterveys ja käyttäytyminen, Muu seurantakäynti",THL
762,"Psychological, Encounter/prob initiated by provider",Condition,ICPC,ICPC2,NA,P64,1970-01-01,2099-12-31,NA,NA,"Mielenterveys ja käyttäytyminen, Hoidonantajan käynnistämä tapahtuma",THL
763,"Psychological, Enc/prob init by other than pt/prov",Condition,ICPC,ICPC2,NA,P65,1970-01-01,2099-12-31,NA,NA,"Mielenterveys ja käyttäytyminen, Muun henkilön käynnistämä tapahtuma",THL
764,"Psychological, Referral to non-MD provider",Condition,ICPC,ICPC2,NA,P66,1970-01-01,2099-12-31,NA,NA,"Mielenterveys ja käyttäytyminen, Lähete muulle perusterveydenhuollon ammattihenkilölle",THL
765,"Psychological, Referral to physician/hospital",Condition,ICPC,ICPC2,NA,P67,1970-01-01,2099-12-31,NA,NA,"Mielenterveys ja käyttäytyminen, Lähete erikoislääkärille/sairaalaan",THL
766,"Psychological, Other referral NEC",Condition,ICPC,ICPC2,NA,P68,1970-01-01,2099-12-31,NA,NA,"Mielenterveys ja käyttäytyminen, Muu lähete",THL
767,"Psychological, Other reason for encounter NEC",Condition,ICPC,ICPC2,NA,P69,1970-01-01,2099-12-31,NA,NA,"Mielenterveys ja käyttäytyminen, Muu käynnin syy",THL
768,Dementia,Condition,ICPC,ICPC2,NA,P70,1970-01-01,2099-12-31,NA,F03,Dementia,THL
769,Organic psychosis other,Condition,ICPC,ICPC2,NA,P71,1970-01-01,2099-12-31,NA,F09,"Orgaaninen psykoosi, muu",THL
770,Schizophrenia,Condition,ICPC,ICPC2,NA,P72,1970-01-01,2099-12-31,NA,F25.9,Skitsofrenia,THL
771,Affective psychosis,Condition,ICPC,ICPC2,NA,P73,1970-01-01,2099-12-31,NA,F31.9,Affektiivinen psykoosi,THL
772,Anxiety disorder/anxiety state,Condition,ICPC,ICPC2,NA,P74,1970-01-01,2099-12-31,NA,F41.9,Ahdistushäiriö/-tila,THL
773,Somatization disorder,Condition,ICPC,ICPC2,NA,P75,1970-01-01,2099-12-31,NA,F45.0,Somatisaatiohäiriö,THL
774,Depressive disorder,Condition,ICPC,ICPC2,NA,P76,1970-01-01,2099-12-31,NA,F32.9,Masennustila,THL
775,Suicide/suicide attempt,Observation,ICPC,ICPC2,NA,P77,1970-01-01,2099-12-31,NA,Z91.5,Itsemurha/itsemurhayritys,THL
776,Neuraesthenia/surmenage,Condition,ICPC,ICPC2,NA,P78,1970-01-01,2099-12-31,NA,F48.0,Neurastenia/ylirasittuneisuus,THL
777,Phobia/compulsive disorder,Condition,ICPC,ICPC2,NA,P79,1970-01-01,2099-12-31,NA,F42.9,Pelkotila / pakko-oireinen häiriö,THL
778,Personality disorder,Condition,ICPC,ICPC2,NA,P80,1970-01-01,2099-12-31,NA,F69,Persoonallisuuden häiriö,THL
779,Hyperkinetic disorder,Condition,ICPC,ICPC2,NA,P81,1970-01-01,2099-12-31,NA,F90.9,Hyperkineettinen oireyhtymä,THL
780,Post-traumatic stress disorder,Condition,ICPC,ICPC2,NA,P82,1970-01-01,2099-12-31,NA,F43.1,Vamman/trauman jälkeinen rasitusoireyhtymä,THL
781,Mental retardation,Condition,ICPC,ICPC2,NA,P85,1970-01-01,2099-12-31,NA,F79.9,Kehitysvammaisuus,THL
782,Anorexia nervosa/bulimia,Condition,ICPC,ICPC2,NA,P86,1970-01-01,2099-12-31,NA,F50.0,Anoreksia/bulimia,THL
783,Psychosis NOS/other,Condition,ICPC,ICPC2,NA,P98,1970-01-01,2099-12-31,NA,F23.8,"Psykoosi, määrittämätön/muu",THL
784,Psychological disorders other,Condition,ICPC,ICPC2,NA,P99,1970-01-01,2099-12-31,NA,F99,Muu mielenterveyden häiriö,THL
785,Respiratory,Condition,ICPC,ICPC2,NA,R,1970-01-01,2099-12-31,NA,NA,Hengityselimet,THL
786,Pain respiratory system,Condition,ICPC,ICPC2,NA,R01,1970-01-01,2099-12-31,NA,R07.1,Hengityselimiin liittyvä kipu,THL
787,Shortness of breath/dyspnoea,Condition,ICPC,ICPC2,NA,R02,1970-01-01,2099-12-31,NA,R06.0,Hengenahdistus/dyspnea,THL
788,Wheezing,Condition,ICPC,ICPC2,NA,R03,1970-01-01,2099-12-31,NA,R06.2,Hengityksen vinkuna,THL
789,Breathing problem other,Condition,ICPC,ICPC2,NA,R04,1970-01-01,2099-12-31,NA,R06.8,"Hengityksen häiriö, muu",THL
790,Cough,Condition,ICPC,ICPC2,NA,R05,1970-01-01,2099-12-31,NA,R05,Yskä,THL
791,Nose bleed/epistaxis,Condition,ICPC,ICPC2,NA,R06,1970-01-01,2099-12-31,NA,R04.0,Nenäverenvuoto,THL
792,Sneezing/nasal congestion,Condition,ICPC,ICPC2,NA,R07,1970-01-01,2099-12-31,NA,R06.7,Aivastelu / nenän tukkoisuus,THL
793,Nose symptom/complaint other,Condition,ICPC,ICPC2,NA,R08,1970-01-01,2099-12-31,NA,J34.8,"Nenän oire/vaiva, muu",THL
794,Sinus symptom/complaint,Condition,ICPC,ICPC2,NA,R09,1970-01-01,2099-12-31,NA,J34.8,Sivuontelon oire/vaiva,THL
795,Throat symptom/complaint,Condition,ICPC,ICPC2,NA,R21,1970-01-01,2099-12-31,NA,R07.0,Kurkun/nielun oire/vaiva,THL
796,Voice symptom/complaint,Condition,ICPC,ICPC2,NA,R23,1970-01-01,2099-12-31,NA,R49.8,Äänen oire/vaiva,THL
797,Haemoptysis,Condition,ICPC,ICPC2,NA,R24,1970-01-01,2099-12-31,NA,R04.2,Veriyskä,THL
798,Sputum/phlegm abnormal,Condition,ICPC,ICPC2,NA,R25,1970-01-01,2099-12-31,NA,R09.3,Epänormaali yskös,THL
799,Fear  cancer  respiratory system,Condition,ICPC,ICPC2,NA,R26,1970-01-01,2099-12-31,NA,Z71.1,Huoli/pelko hengityselinten syövästä,THL
800,Fear of respiratory disease other,Condition,ICPC,ICPC2,NA,R27,1970-01-01,2099-12-31,NA,Z71.1,Huoli/pelko hengityselinten muusta sairaudesta,THL
801,Limited function/disability (R),Observation,ICPC,ICPC2,NA,R28,1970-01-01,2099-12-31,NA,Z73.6,"Toiminnanvajaus, hengityselinten",THL
802,Respiratory symptom/complaint other,Condition,ICPC,ICPC2,NA,R29,1970-01-01,2099-12-31,NA,R09.8,Muu hengityselinten oire/vaiva,THL
803,"Respiratory, Medical examin/health eval complete",Condition,ICPC,ICPC2,NA,R30,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Laaja terveydentilan arviointi/tarkastus",THL
804,"Respiratory, Medical examin/health eval partial",Condition,ICPC,ICPC2,NA,R31,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Suppea terveydentilan arviointi/tarkastus",THL
805,"Respiratory, Sensitivity test",Condition,ICPC,ICPC2,NA,R32,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Allergiatutkimus",THL
806,"Respiratory, Microbiological/immunological test",Condition,ICPC,ICPC2,NA,R33,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Mikrobiologinen/immunologinen koe",THL
807,"Respiratory, Blood test",Condition,ICPC,ICPC2,NA,R34,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Veritutkimus",THL
808,"Respiratory, Urine test",Condition,ICPC,ICPC2,NA,R35,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Virtsatutkimus",THL
809,"Respiratory, Faeces test",Condition,ICPC,ICPC2,NA,R36,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Ulostetutkimus",THL
810,"Respiratory, Histological/exfoliative cytology",Condition,ICPC,ICPC2,NA,R37,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Histologinen/sytologinen tutkimus",THL
811,"Respiratory, Other laboratory test NEC",Condition,ICPC,ICPC2,NA,R38,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Muu laboratoriotutkimus",THL
812,"Respiratory, Physical function test",Condition,ICPC,ICPC2,NA,R39,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Kliininen toimintakoe",THL
813,"Respiratory, Diagnostic endoscopy",Condition,ICPC,ICPC2,NA,R40,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Diagnostinen endoskopia",THL
814,"Respiratory, Diagnostic radiology/imaging",Condition,ICPC,ICPC2,NA,R41,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Diagnostinen kuvantaminen",THL
815,"Respiratory, Electrical tracing",Condition,ICPC,ICPC2,NA,R42,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Elektrofysiologinen tutkimus",THL
816,"Respiratory, Other diagnostic procedure",Condition,ICPC,ICPC2,NA,R43,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Muu tutkimustoimenpide",THL
817,"Respiratory, Preventive immunization/medic",Condition,ICPC,ICPC2,NA,R44,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Rokotus / ennaltaehkäisevä lääkitys",THL
818,"Respiratory, Observ/health educat/advice/diet",Condition,ICPC,ICPC2,NA,R45,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Seuranta/terveysneuvonta/ruokavalioneuvonta",THL
819,"Respiratory, Consultation primary care provider",Condition,ICPC,ICPC2,NA,R46,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Perusterveydenhuollon asiantuntijan konsultaatio",THL
820,"Respiratory, Consultation with specialist",Condition,ICPC,ICPC2,NA,R47,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Erikoislääkärin konsultaatio",THL
821,"Respiratory, Clarification/discussion RFE/demand",Condition,ICPC,ICPC2,NA,R48,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Potilaan tarpeiden/tulosyyn selvittäminen",THL
822,"Respiratory, Other preventive procedure",Condition,ICPC,ICPC2,NA,R49,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Muu ennaltaehkäisevä toimenpide",THL
823,"Respiratory, Medication/prescr/renewal",Condition,ICPC,ICPC2,NA,R50,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Lääkitys/lääkemääräys/uusinta/injektio",THL
824,"Respiratory, I&d/flush/aspiration",Condition,ICPC,ICPC2,NA,R51,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto",THL
825,"Respiratory, Exc/remov/biopsy/destruc/debrid/caut",Condition,ICPC,ICPC2,NA,R52,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto",THL
826,"Respiratory, Instrument/catheter/intubate/dilate",Condition,ICPC,ICPC2,NA,R53,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Katetrointi/intubointi/laajentaminen",THL
827,"Respiratory, Repair/fix-suture/cast/prosth device",Condition,ICPC,ICPC2,NA,R54,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto)",THL
828,"Respiratory, Local injection/infiltration",Condition,ICPC,ICPC2,NA,R55,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Paikallinen lääkeaineinjektio",THL
829,"Respiratory, Dressing/pressure/compress/tamponade",Condition,ICPC,ICPC2,NA,R56,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Sidos/kompressi/tamponointi",THL
830,"Respiratory, Physical medicine/rehabilitation",Condition,ICPC,ICPC2,NA,R57,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Fysikaalinen hoito /kuntoutus",THL
831,"Respiratory, Therapeutic counselling/listening",Condition,ICPC,ICPC2,NA,R58,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Terapeuttinen neuvonta/kuuntelu",THL
832,"Respiratory, Other therap proced/minor surg NEC",Condition,ICPC,ICPC2,NA,R59,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Muu hoitotoimenpide/muualla luokittelematon pikkukirurgia",THL
833,"Respiratory, Result test/procedure",Condition,ICPC,ICPC2,NA,R60,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Tutkimustulosten kuuleminen",THL
834,"Respiratory, Result examination/test/record/letter from other provider",Condition,ICPC,ICPC2,NA,R61,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta",THL
835,"Respiratory, Administrative procedure",Condition,ICPC,ICPC2,NA,R62,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Hallinnollinen toimenpide",THL
836,"Respiratory, Follow-up encounter unspecified",Condition,ICPC,ICPC2,NA,R63,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Muu seurantakäynti",THL
837,"Respiratory, Encounter/prob initiated by provider",Condition,ICPC,ICPC2,NA,R64,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Hoidonantajan käynnistämä tapahtuma",THL
838,"Respiratory, Enc/prob init by other than pt/prov",Condition,ICPC,ICPC2,NA,R65,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Muun henkilön käynnistämä tapahtuma",THL
839,"Respiratory, Referral to non-MD provider",Condition,ICPC,ICPC2,NA,R66,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Lähete muulle perusterveydenhuollon ammattihenkilölle",THL
840,"Respiratory, Referral to physician/hospital",Condition,ICPC,ICPC2,NA,R67,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Lähete erikoislääkärille/sairaalaan",THL
841,"Respiratory, Other referral NEC",Condition,ICPC,ICPC2,NA,R68,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Muu lähete",THL
842,"Respiratory, Other reason for encounter NEC",Condition,ICPC,ICPC2,NA,R69,1970-01-01,2099-12-31,NA,NA,"Hengityselimet, Muu käynnin syy",THL
843,Whooping cough,Condition,ICPC,ICPC2,NA,R71,1970-01-01,2099-12-31,NA,A37.9,Hinkuyskä,THL
844,Strep throat,Condition,ICPC,ICPC2,NA,R72,1970-01-01,2099-12-31,NA,J03.0,Streptokokkitonsilliitti,THL
845,Boil/abscess nose,Condition,ICPC,ICPC2,NA,R73,1970-01-01,2099-12-31,NA,J34.0,Nenän äkämä/paise,THL
846,Upper respiratory infection acute,Condition,ICPC,ICPC2,NA,R74,1970-01-01,2099-12-31,NA,J06.9,"Ylähengitystieinfektio, akuutti",THL
847,Sinusitis acute/chronic,Condition,ICPC,ICPC2,NA,R75,1970-01-01,2099-12-31,NA,J01.9,"Nenän sivuontelotulehdus, akuutti/krooninen",THL
848,Tonsillitis acute,Condition,ICPC,ICPC2,NA,R76,1970-01-01,2099-12-31,NA,J03.9,"Nielurisatulehdus, akuutti",THL
849,Laryngitis/tracheitis acute,Condition,ICPC,ICPC2,NA,R77,1970-01-01,2099-12-31,NA,J04.2,"Kurkunpään/henkitorven tulehdus, akuutti",THL
850,Acute bronchitis/bronchiolitis,Condition,ICPC,ICPC2,NA,R78,1970-01-01,2099-12-31,NA,J20.9,"Keuhkoputkentulehdus/bronkioliitti, akuutti",THL
851,Chronic bronchitis,Condition,ICPC,ICPC2,NA,R79,1970-01-01,2099-12-31,NA,J42,"Keuhkoputkentulehdus, krooninen",THL
852,Influenza,Condition,ICPC,ICPC2,NA,R80,1970-01-01,2099-12-31,NA,J10.1,Influenssa,THL
853,Pneumonia,Condition,ICPC,ICPC2,NA,R81,1970-01-01,2099-12-31,NA,J18.9,Keuhkokuume,THL
854,Pleurisy/pleural effusion,Condition,ICPC,ICPC2,NA,R82,1970-01-01,2099-12-31,NA,J90,Keuhkopussintulehdus / nestekertymä keuhkopussissa,THL
855,Respiratory infection other,Condition,ICPC,ICPC2,NA,R83,1970-01-01,2099-12-31,NA,A36.9,"Hengitystieinfektio, muu",THL
856,Malignant neoplasm bronchus/lung,Condition,ICPC,ICPC2,NA,R84,1970-01-01,2099-12-31,NA,C34.99&,"Pahanlaatuinen kasvain, keuhkojen/keuhkoputken",THL
857,Malignant neopl respiratory other,Condition,ICPC,ICPC2,NA,R85,1970-01-01,2099-12-31,NA,C39.9&,"Pahanlaatuinen kasvain, hengityselinten, muu",THL
858,Benign neoplasm respiratory,Condition,ICPC,ICPC2,NA,R86,1970-01-01,2099-12-31,NA,D14.4&,"Hyvänlaatuinen kasvain, hengityselinten",THL
859,Foreign body nose/larynx/bronchus,Condition,ICPC,ICPC2,NA,R87,1970-01-01,2099-12-31,NA,T17.9,Vierasesine nenässä/kurkunpäässä/keuhkoputkissa,THL
860,Injury respiratory other,Condition,ICPC,ICPC2,NA,R88,1970-01-01,2099-12-31,NA,S27.8,"Hengityselinten vamma, muu",THL
861,Congenital anomaly respiratory,Condition,ICPC,ICPC2,NA,R89,1970-01-01,2099-12-31,NA,Q34.9,"Synnynnäinen epämuodostuma, hengityselinten",THL
862,Hypertrophy tonsils/adenoids,Condition,ICPC,ICPC2,NA,R90,1970-01-01,2099-12-31,NA,J35.9,Nielurisojen/kitarisojen liikakasvu,THL
863,Neoplasm respiratory unspecified,Condition,ICPC,ICPC2,NA,R92,1970-01-01,2099-12-31,NA,D38.6&,"Hengityselinten kasvain, määrittämätön",THL
864,Chron obstructive pulmonary disease,Condition,ICPC,ICPC2,NA,R95,1970-01-01,2099-12-31,NA,J43.9,Keuhkoahtaumatauti,THL
865,Asthma,Condition,ICPC,ICPC2,NA,R96,1970-01-01,2099-12-31,NA,J45.9,Astma,THL
866,Allergic rhinitis,Condition,ICPC,ICPC2,NA,R97,1970-01-01,2099-12-31,NA,J30.4,Allerginen nuha,THL
867,Hyperventilation syndrome,Condition,ICPC,ICPC2,NA,R98,1970-01-01,2099-12-31,NA,R06.4,Hyperventilaatio,THL
868,Respiratory disease other,Condition,ICPC,ICPC2,NA,R99,1970-01-01,2099-12-31,NA,J98.9,Muu hengityselinten sairaus,THL
869,Skin,Condition,ICPC,ICPC2,NA,S,1970-01-01,2099-12-31,NA,NA,Iho,THL
870,Pain/tenderness of skin,Condition,ICPC,ICPC2,NA,S01,1970-01-01,2099-12-31,NA,R20.8,Ihon kipu/arkuus,THL
871,Pruritus,Condition,ICPC,ICPC2,NA,S02,1970-01-01,2099-12-31,NA,L29.9,Kutina,THL
872,Warts,Condition,ICPC,ICPC2,NA,S03,1970-01-01,2099-12-31,NA,B07.9,Syylät,THL
873,Lump/swelling localized,Condition,ICPC,ICPC2,NA,S04,1970-01-01,2099-12-31,NA,R22.9,"Kyhmy/patti, paikallinen",THL
874,Lumps/swellings generalized,Condition,ICPC,ICPC2,NA,S05,1970-01-01,2099-12-31,NA,R22.7,"Kyhmyt/patit, yleistyneet",THL
875,Rash localized,Condition,ICPC,ICPC2,NA,S06,1970-01-01,2099-12-31,NA,R21,"Punoitus, paikallinen",THL
876,Rash generalized,Condition,ICPC,ICPC2,NA,S07,1970-01-01,2099-12-31,NA,R21,"Punoitus, yleinen",THL
877,Skin colour change,Condition,ICPC,ICPC2,NA,S08,1970-01-01,2099-12-31,NA,L81.1,"Ihon värin muutos, muu",THL
878,Infected finger/toe,Condition,ICPC,ICPC2,NA,S09,1970-01-01,2099-12-31,NA,L03.0,Tulehtunut sormi/varvas,THL
879,Boil/carbuncle,Condition,ICPC,ICPC2,NA,S10,1970-01-01,2099-12-31,NA,L02.9,Paise,THL
880,Skin infection post-traumatic,Condition,ICPC,ICPC2,NA,S11,1970-01-01,2099-12-31,NA,T79.3,Ihotulehdus vamman jälkeen,THL
881,Insect bite/sting,Condition,ICPC,ICPC2,NA,S12,1970-01-01,2099-12-31,NA,T14.0,Hyönteisen purema/pisto,THL
882,Animal/human bite,Condition,ICPC,ICPC2,NA,S13,1970-01-01,2099-12-31,NA,T14.1,Eläimen/ihmisen purema,THL
883,Burn/scald,Condition,ICPC,ICPC2,NA,S14,1970-01-01,2099-12-31,NA,T30.0,Palovamma,THL
884,Foreign body in skin,Condition,ICPC,ICPC2,NA,S15,1970-01-01,2099-12-31,NA,T14.0,Vierasesine ihossa,THL
885,Bruise/contusion,Condition,ICPC,ICPC2,NA,S16,1970-01-01,2099-12-31,NA,T14.0,Mustelma/ruhje,THL
886,Abrasion/scratch/blister,Condition,ICPC,ICPC2,NA,S17,1970-01-01,2099-12-31,NA,T14.0,Hiertymä/naarmu/rakkula,THL
887,Laceration/cut,Condition,ICPC,ICPC2,NA,S18,1970-01-01,2099-12-31,NA,T14.1,Haava/laseraatio,THL
888,Skin injury other,Condition,ICPC,ICPC2,NA,S19,1970-01-01,2099-12-31,NA,T14.0,"Ihon vamma, muu",THL
889,Corn/callosity,Condition,ICPC,ICPC2,NA,S20,1970-01-01,2099-12-31,NA,L84,Sarveistuma/kovettuma,THL
890,Skin texture symptom/complaint,Condition,ICPC,ICPC2,NA,S21,1970-01-01,2099-12-31,NA,R23.4,Ihon rakenteen oire/vaiva,THL
891,Nail symptom/complaint,Condition,ICPC,ICPC2,NA,S22,1970-01-01,2099-12-31,NA,L60.9,Kynnen oire/vaiva,THL
892,Hair loss/baldness,Condition,ICPC,ICPC2,NA,S23,1970-01-01,2099-12-31,NA,L64.9,Kaljuus / hiustenlähtö,THL
893,Hair/scalp symptom/complaint other,Condition,ICPC,ICPC2,NA,S24,1970-01-01,2099-12-31,NA,L67.9,"Päänahan/hiusten oire/vaiva, muu",THL
894,Fear of cancer of skin,Condition,ICPC,ICPC2,NA,S26,1970-01-01,2099-12-31,NA,Z71.1,Huoli/pelko ihosyövästä,THL
895,Fear of skin disease other,Condition,ICPC,ICPC2,NA,S27,1970-01-01,2099-12-31,NA,Z71.1,Huoli/pelko muusta ihosairaudesta,THL
896,Limited function/disability (S),Observation,ICPC,ICPC2,NA,S28,1970-01-01,2099-12-31,NA,Z73.6,"Toiminnanvajaus, ihon",THL
897,Skin symptom/complaint other,Condition,ICPC,ICPC2,NA,S29,1970-01-01,2099-12-31,NA,R23.8,Muu ihon oire/vaiva,THL
898,"Skin, Medical examin/health eval complete",Condition,ICPC,ICPC2,NA,S30,1970-01-01,2099-12-31,NA,NA,"Iho, Laaja terveydentilan arviointi/tarkastus",THL
899,"Skin, Medical examin/health eval partial",Condition,ICPC,ICPC2,NA,S31,1970-01-01,2099-12-31,NA,NA,"Iho, Suppea terveydentilan arviointi/tarkastus",THL
900,"Skin, Sensitivity test",Condition,ICPC,ICPC2,NA,S32,1970-01-01,2099-12-31,NA,NA,"Iho, Allergiatutkimus",THL
901,"Skin, Microbiological/immunological test",Condition,ICPC,ICPC2,NA,S33,1970-01-01,2099-12-31,NA,NA,"Iho, Mikrobiologinen/immunologinen koe",THL
902,"Skin, Blood test",Condition,ICPC,ICPC2,NA,S34,1970-01-01,2099-12-31,NA,NA,"Iho, Veritutkimus",THL
903,"Skin, Urine test",Condition,ICPC,ICPC2,NA,S35,1970-01-01,2099-12-31,NA,NA,"Iho, Virtsatutkimus",THL
904,"Skin, Faeces test",Condition,ICPC,ICPC2,NA,S36,1970-01-01,2099-12-31,NA,NA,"Iho, Ulostetutkimus",THL
905,"Skin, Histological/exfoliative cytology",Condition,ICPC,ICPC2,NA,S37,1970-01-01,2099-12-31,NA,NA,"Iho, Histologinen/sytologinen tutkimus",THL
906,"Skin, Other laboratory test NEC",Condition,ICPC,ICPC2,NA,S38,1970-01-01,2099-12-31,NA,NA,"Iho, Muu laboratoriotutkimus",THL
