code,name_fi,name_en,ICPC_version,main_icd10fi
L30,"Tuki- ja liikuntaelimet, Laaja terveydentilan arviointi/tarkastus","Musculoskeletal, Medical examin/health eval complete",ICPC2,NA
L31,"Tuki- ja liikuntaelimet, Suppea terveydentilan arviointi/tarkastus","Musculoskeletal, Medical examin/health eval partial",ICPC2,NA
L32,"Tuki- ja liikuntaelimet, Allergiatutkimus","Musculoskeletal, Sensitivity test",ICPC2,NA
L33,"Tuki- ja liikuntaelimet, Mikrobiologinen/immunologinen koe","Musculoskeletal, Microbiological/immunological test",ICPC2,NA
L34,"Tuki- ja liikuntaelimet, Veritutkimus","Musculoskeletal, Blood test",ICPC2,NA
L35,"Tuki- ja liikuntaelimet, Virtsatutkimus","Musculoskeletal, Urine test",ICPC2,NA
L36,"Tuki- ja liikuntaelimet, Ulostetutkimus","Musculoskeletal, Faeces test",ICPC2,NA
L37,"Tuki- ja liikuntaelimet, Histologinen/sytologinen tutkimus","Musculoskeletal, Histological/exfoliative cytology",ICPC2,NA
L38,"Tuki- ja liikuntaelimet, Muu laboratoriotutkimus","Musculoskeletal, Other laboratory test NEC",ICPC2,NA
L39,"Tuki- ja liikuntaelimet, Kliininen toimintakoe","Musculoskeletal, Physical function test",ICPC2,NA
L40,"Tuki- ja liikuntaelimet, Diagnostinen endoskopia","Musculoskeletal, Diagnostic endoscopy",ICPC2,NA
L41,"Tuki- ja liikuntaelimet, Diagnostinen kuvantaminen","Musculoskeletal, Diagnostic radiology/imaging",ICPC2,NA
L42,"Tuki- ja liikuntaelimet, Elektrofysiologinen tutkimus","Musculoskeletal, Electrical tracing",ICPC2,NA
L43,"Tuki- ja liikuntaelimet, Muu tutkimustoimenpide","Musculoskeletal, Other diagnostic procedure",ICPC2,NA
L44,"Tuki- ja liikuntaelimet, Rokotus / ennaltaehkäisevä lääkitys","Musculoskeletal, Preventive immunization/medic",ICPC2,NA
L45,"Tuki- ja liikuntaelimet, Seuranta/terveysneuvonta/ruokavalioneuvonta","Musculoskeletal, Observ/health educat/advice/diet",ICPC2,NA
L46,"Tuki- ja liikuntaelimet, Perusterveydenhuollon asiantuntijan konsultaatio","Musculoskeletal, Consultation primary care provider",ICPC2,NA
L47,"Tuki- ja liikuntaelimet, Erikoislääkärin konsultaatio","Musculoskeletal, Consultation with specialist",ICPC2,NA
L48,"Tuki- ja liikuntaelimet, Potilaan tarpeiden/tulosyyn selvittäminen","Musculoskeletal, Clarification/discussion RFE/demand",ICPC2,NA
L49,"Tuki- ja liikuntaelimet, Muu ennaltaehkäisevä toimenpide","Musculoskeletal, Other preventive procedure",ICPC2,NA
L50,"Tuki- ja liikuntaelimet, Lääkitys/lääkemääräys/uusinta/injektio","Musculoskeletal, Medication/prescr/renewal",ICPC2,NA
L51,"Tuki- ja liikuntaelimet, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto","Musculoskeletal, I&d/flush/aspiration",ICPC2,NA
L52,"Tuki- ja liikuntaelimet, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto","Musculoskeletal, Exc/remov/biopsy/destruc/debrid/caut",ICPC2,NA
L53,"Tuki- ja liikuntaelimet, Katetrointi/intubointi/laajentaminen","Musculoskeletal, Instrument/catheter/intubate/dilate",ICPC2,NA
L54,"Tuki- ja liikuntaelimet, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto)","Musculoskeletal, Repair/fix-suture/cast/prosth device",ICPC2,NA
L55,"Tuki- ja liikuntaelimet, Paikallinen lääkeaineinjektio","Musculoskeletal, Local injection/infiltration",ICPC2,NA
L56,"Tuki- ja liikuntaelimet, Sidos/kompressi/tamponointi","Musculoskeletal, Dressing/pressure/compress/tamponade",ICPC2,NA
L57,"Tuki- ja liikuntaelimet, Fysikaalinen hoito / kuntoutus","Musculoskeletal, Physical medicine/rehabilitation",ICPC2,NA
L58,"Tuki- ja liikuntaelimet, Terapeuttinen neuvonta / kuuntelu","Musculoskeletal, Therapeutic counselling/listening",ICPC2,NA
L59,"Tuki- ja liikuntaelimet, Muu hoitotoimenpide / muualla luokittelematon pikkukirurgia","Musculoskeletal, Other therap proced/minor surg NEC",ICPC2,NA
L60,"Tuki- ja liikuntaelimet, Tutkimustulosten kuuleminen","Musculoskeletal, Result test/procedure",ICPC2,NA
L61,"Tuki- ja liikuntaelimet, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta","Musculoskeletal, Result examination/test/record/letter from other provider",ICPC2,NA
L62,"Tuki- ja liikuntaelimet, Hallinnollinen toimenpide","Musculoskeletal, Administrative procedure",ICPC2,NA
L63,"Tuki- ja liikuntaelimet, Muu seurantakäynti","Musculoskeletal, Follow-up encounter unspecified",ICPC2,NA
L64,"Tuki- ja liikuntaelimet, Hoidonantajan käynnistämä tapahtuma","Musculoskeletal, Encounter/prob initiated by provider",ICPC2,NA
L65,"Tuki- ja liikuntaelimet, Muun henkilön käynnistämä tapahtuma","Musculoskeletal, Enc/prob init by other than pt/prov",ICPC2,NA
L66,"Tuki- ja liikuntaelimet, Lähete muulle perusterveydenhuollon ammattihenkilölle","Musculoskeletal, Referral to non-MD provider",ICPC2,NA
L67,"Tuki- ja liikuntaelimet, Lähete erikoislääkärille/sairaalaan","Musculoskeletal, Referral to physician/hospital",ICPC2,NA
L68,"Tuki- ja liikuntaelimet, Muu lähete","Musculoskeletal, Other referral NEC",ICPC2,NA
L69,"Tuki- ja liikuntaelimet, Muu käynnin syy","Musculoskeletal, Other reason for encounter NEC",ICPC2,NA
L70,Tuki- ja liikuntaelinten infektio,Infection of musculoskeletal system,ICPC2,M00.9
L71,"Pahanlaatuinen kasvain, tuki- ja liikuntaelinten",Malignant neoplasm musculoskeletal,ICPC2,C49.99&
L72,"Murtuma, kyynärluu/värttinäluu",Fracture: radius/ulna,ICPC2,S52.9
L73,"Murtuma, sääriluu/pohjeluu",Fracture: tibia/fibula,ICPC2,S82.9
L74,"Murtuma, käden/jalkaterän luu",Fracture: hand/foot bone,ICPC2,S62.8
L75,"Murtuma, reisiluu",Fracture: femur,ICPC2,S72.9
L76,"Murtuma, muu",Fracture: other,ICPC2,T14.2
L77,"Nyrjähdys/venähdys, nilkka",Sprain/strain of ankle,ICPC2,S93.4
L78,"Nyrjähdys/venähdys, polvi",Sprain/strain of knee,ICPC2,S83.6
L79,"Nyrjähdys/venähdys, muu",Sprain/strain of joint NOS,ICPC2,T14.3
L80,Sijoiltaanmeno,Dislocation/subluxation,ICPC2,T14.3
L81,"Tuki- ja liikuntaelinten vamma, muu",Injury musculoskeletal NOS,ICPC2,T14.6
L82,"Synnynnäinen epämuodostuma,  tuki- ja liikuntaelinten",Congenital anomaly musculoskeletal,ICPC2,Q79.9
L83,Kaularankaoireyhtymä,Neck syndrome,ICPC2,M53.1
L84,Selkäsairaus ilman säteilykipua,Back syndrome without radiat pain,ICPC2,M53.9
L85,"Selkärangan rakenteellinen poikkeavuus, ei-synnynnäinen",Acquired deformity of spine,ICPC2,M43.9
L86,Selkäsairaus ja säteilykipu,Back syndrome with radiating pain,ICPC2,M54.4
L87,"Bursiitti/tendiniitti/synoviitti, muu",Bursitis/tendinitis/synovitis NOS,ICPC2,M67.4
L88,Reumaattinen/seropositiivinen niveltulehdus,Rheumatoid/seropositive arthritis,ICPC2,M06.9
L89,Lonkan nivelrikko,Osteoarthrosis of hip,ICPC2,M16.9
L90,Polven nivelrikko,Osteoarthrosis of knee,ICPC2,M17.9
L91,"Nivelrikko, muu",Osteoarthrosis other,ICPC2,M19.8
L92,Olkapään oireyhtymä,Shoulder syndrome,ICPC2,M75.9
L93,Tenniskyynärpää,Tennis elbow,ICPC2,M77.1
L94,Luu-rustokasvuhäiriö,Osteochondrosis,ICPC2,M93.9
L95,Osteoporoosi,Osteoporosis,ICPC2,M81.9
L96,"Polven nivelkierukan/ristisiteiden vamma, akuutti",Acute internal damage knee,ICPC2,S83.2
L97,"Hyvänlaatuinen/muu kasvain, tuki- ja liikuntaelinten",Neoplasm musculoskel benign/unspec,ICPC2,D16.90&
L98,"Raajan epämuotoisuus, ei synnynnäinen",Acquired deformity of limb,ICPC2,M21.9
L99,Muu tuki- ja liikuntaelinten sairaus,Musculoskeletal disease other,ICPC2,M99.9
N,Hermosto,Neurological,ICPC2,NA
N01,Päänsärky,Headache,ICPC2,R51.80
N03,Kasvokipu,Pain face,ICPC2,R51.81
N04,Levottomat jalat,Restless legs,ICPC2,G25.8
N05,Sormien/jalkaterien/varpaiden pistely,Tingling fingers/feet/toes,ICPC2,R20.2
N06,"Tuntohäiriö, muu",Sensation disturbance other,ICPC2,R20.8
N07,Kouristelu/kouristuskohtaus,Convulsion/seizure,ICPC2,R56.8
N08,Poikkeavat tahattomat liikkeet,Abnormal involuntary movements,ICPC2,R25.8
N16,Hajun/maun häiriö,Disturbance of smell/taste,ICPC2,R43.8
N17,Huimaus/pyörrytys,Vertigo/dizziness,ICPC2,R42
N18,Halvaus/heikkous,Paralysis/weakness,ICPC2,G83.9
N19,Puhehäiriö,Speech disorder,ICPC2,R47.8
N26,Huoli/pelko hermoston syövästä,Fear cancer neurological system,ICPC2,Z71.1
N27,Huoli/pelko muusta neurologisesta sairaudesta,Fear of neurological disease other,ICPC2,Z71.1
N28,"Toiminnanvajaus, hermoston",Limited function/disability (N),ICPC2,Z73.6
N29,Muu hermostoon liittyvä oire/vaiva,Neurological sympt/complt other,ICPC2,R29.8
N30,"Hermosto, Laaja terveydentilan arviointi/tarkastus","Neurological, Medical examin/health eval complete",ICPC2,NA
N31,"Hermosto, Suppea terveydentilan arviointi/tarkastus","Neurological, Medical examin/health eval partial",ICPC2,NA
N32,"Hermosto, Allergiatutkimus","Neurological, Sensitivity test",ICPC2,NA
N33,"Hermosto, Mikrobiologinen/immunologinen koe","Neurological, Microbiological/immunological test",ICPC2,NA
N34,"Hermosto, Veritutkimus","Neurological, Blood test",ICPC2,NA
N35,"Hermosto, Virtsatutkimus","Neurological, Urine test",ICPC2,NA
N36,"Hermosto, Ulostetutkimus","Neurological, Faeces test",ICPC2,NA
N37,"Hermosto, Histologinen/sytologinen tutkimus","Neurological, Histological/exfoliative cytology",ICPC2,NA
N38,"Hermosto, Muu laboratoriotutkimus","Neurological, Other laboratory test NEC",ICPC2,NA
N39,"Hermosto, Kliininen toimintakoe","Neurological, Physical function test",ICPC2,NA
N40,"Hermosto, Diagnostinen endoskopia","Neurological, Diagnostic endoscopy",ICPC2,NA
N41,"Hermosto, Diagnostinen kuvantaminen","Neurological, Diagnostic radiology/imaging",ICPC2,NA
N42,"Hermosto, Elektrofysiologinen tutkimus","Neurological, Electrical tracing",ICPC2,NA
N43,"Hermosto, Muu tutkimustoimenpide","Neurological, Other diagnostic procedure",ICPC2,NA
N44,"Hermosto, Rokotus / ennaltaehkäisevä lääkitys","Neurological, Preventive immunization/medic",ICPC2,NA
N45,"Hermosto, Seuranta/terveysneuvonta/ruokavalioneuvonta","Neurological, Observ/health educat/advice/diet",ICPC2,NA
N46,"Hermosto, Perusterveydenhuollon asiantuntijan konsultaatio","Neurological, Consultation primary care provider",ICPC2,NA
N47,"Hermosto, Erikoislääkärin konsultaatio","Neurological, Consultation with specialist",ICPC2,NA
N48,"Hermosto, Potilaan tarpeiden/tulosyyn selvittäminen","Neurological, Clarification/discussion RFE/demand",ICPC2,NA
N49,"Hermosto, Muu ennaltaehkäisevä toimenpide","Neurological, Other preventive procedure",ICPC2,NA
N50,"Hermosto, Lääkitys/lääkemääräys/uusinta/injektio","Neurological, Medication/prescr/renewal",ICPC2,NA
N51,"Hermosto, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto","Neurological, I&d/flush/aspiration",ICPC2,NA
N52,"Hermosto, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto","Neurological, Exc/remov/biopsy/destruc/debrid/caut",ICPC2,NA
N53,"Hermosto, Katetrointi/intubointi/laajentaminen","Neurological, Instrument/catheter/intubate/dilate",ICPC2,NA
N54,"Hermosto, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto)","Neurological, Repair/fix-suture/cast/prosth device",ICPC2,NA
N55,"Hermosto, Paikallinen lääkeaineinjektio","Neurological, Local injection/infiltration",ICPC2,NA
N56,"Hermosto, Sidos/kompressi/tamponointi","Neurological, Dressing/pressure/compress/tamponade",ICPC2,NA
N57,"Hermosto, Fysikaalinen hoito / kuntoutus","Neurological, Physical medicine/rehabilitation",ICPC2,NA
N58,"Hermosto, Terapeuttinen neuvonta / kuuntelu","Neurological, Therapeutic counselling/listening",ICPC2,NA
N59,"Hermosto, Muu hoitotoimenpide / muualla luokittelematon pikkukirurgia","Neurological, Other therap proced/minor surg NEC",ICPC2,NA
N60,"Hermosto, Tutkimustulosten kuuleminen","Neurological, Result test/procedure",ICPC2,NA
N61,"Hermosto, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta","Neurological, Result examination/test/record/letter from other provider",ICPC2,NA
N62,"Hermosto, Hallinnollinen toimenpide","Neurological, Administrative procedure",ICPC2,NA
N63,"Hermosto, Muu seurantakäynti","Neurological, Follow-up encounter unspecified",ICPC2,NA
N64,"Hermosto, Hoidonantajan käynnistämä tapahtuma","Neurological, Encounter/prob initiated by provider",ICPC2,NA
N65,"Hermosto, Muun henkilön käynnistämä tapahtuma","Neurological, Enc/prob init by other than pt/prov",ICPC2,NA
N66,"Hermosto, Lähete muulle perusterveydenhuollon ammattihenkilölle","Neurological, Referral to non-MD provider",ICPC2,NA
N67,"Hermosto, Lähete erikoislääkärille/sairaalaan","Neurological, Referral to physician/hospital",ICPC2,NA
N68,"Hermosto, Muu lähete","Neurological, Other referral NEC",ICPC2,NA
N69,"Hermosto, Muu käynnin syy","Neurological, Other reason for encounter NEC",ICPC2,NA
N70,Polio / muu enterovirus,Poliomyelitis,ICPC2,A80.9
N71,Aivokalvontulehdus/aivotulehdus,Meningitis/encephalitis,ICPC2,G03.9
N72,Jäykkäkouristus,Tetanus,ICPC2,A35
N73,"Hermoston infektio, muu",Neurological infection other,ICPC2,A89
N74,"Pahanlaatuinen kasvain, hermoston",Malignant neoplasm nervous system,ICPC2,C72.9&
N75,"Hyvänlaatuinen kasvain, hermoston",Benign neoplasm nervous system,ICPC2,D33.9&
N76,"Kasvain, hermoston, määrittämätön",Neoplasm nervous system unspecified,ICPC2,D43.9&
N79,Aivotärähdys,Concussion,ICPC2,S06.0
N80,"Pään vamma, muu",Head injury other,ICPC2,S09.9
N81,"Hermoston vamma, muu",Injury nervous system other,ICPC2,T14.4
N85,"Synnynnäinen epämuodostuma, hermoston",Congenital anomaly neurological,ICPC2,Q07.9
N86,Multippeliskleroosi,Multiple sclerosis,ICPC2,G35
N87,Parkinsonismi,Parkinsonism,ICPC2,G20
N88,Epilepsia,Epilepsy,ICPC2,G40.9
N89,Migreeni,Migraine,ICPC2,G43.9#
N90,Sarjoittainen päänsärky,Cluster headache,ICPC2,G44.0
N91,Kasvohermohalvaus / Bellin pareesi,Facial paralysis/bell's palsy,ICPC2,G51.0
N92,Kolmoishermosärky,Trigeminal neuralgia,ICPC2,G50.0
N93,Rannekanavaoireyhtymä,Carpal tunnel syndrome,ICPC2,G56.0
N94,Ääreishermotulehdus/-sairaus,Peripheral neuritis/neuropathy,ICPC2,G64
N95,Jännityspäänsärky,Tension headache,ICPC2,G44.2
N99,Muu hermoston sairaus,Neurological disease other,ICPC2,G98
P,Mielenterveys ja käyttäytyminen,Psychological,ICPC2,NA
P01,Ahdistuneisuuden/hermostuneisuuden/jännittyneisyyden tunne,Feeling anxious/nervous/tense,ICPC2,R45.0
P02,Akuutti stressireaktio,Acute stress reaction,ICPC2,F43.0
P03,Masennuksen tunne,Feeling depressed,ICPC2,R45.3
P04,Ärtyneisyys,Feeling/behaving irritable/angry,ICPC2,R45.4
P05,Vanhuuden tunne / vanhusmaisuus / seniliteetti,"Senility, feeling/behaving old",ICPC2,R54
P06,Unihäiriö,Sleep disturbance,ICPC2,G47.9
P07,Vähentynyt sukupuolinen halu,Sexual desire reduced,ICPC2,F52.0
P08,Sukupuolisen tyydyttymisen heikentyminen,Sexual fulfilment reduced,ICPC2,F52.9
P09,Huoli seksuaalisesta suuntautumisesta,Sexual preference concern,ICPC2,F66.19
P10,Änkytys / tic-oireyhtymä,Stammering/stuttering/tic,ICPC2,F98.5
P11,Lapsen syömisongelma,Eating problem in child,ICPC2,F98.2
P12,Yökastelu,Bedwetting/enuresis,ICPC2,F98.00
P13,Tuhriminen,Encopresis/bowel training problem,ICPC2,F98.19
P15,"Alkoholin väärinkäyttö, pitkäaikainen",Chronic alcohol abuse,ICPC2,F10.25
P16,"Alkoholin väärinkäyttö, akuutti",Acute alcohol abuse,ICPC2,F10.0
P17,Tupakointi,Tobacco abuse,ICPC2,F17.1
P18,Lääkkeen väärinkäyttö,Medication abuse,ICPC2,F13.9
P19,Huumeiden käyttö,Drug abuse,ICPC2,F11.9
P20,Muistihäiriö,Memory disturbance,ICPC2,R41.3
P22,Lapsen käytösoire/-vaiva,Child behaviour symptom/complaint,ICPC2,F98.9
P23,Nuoren käytösoire/-vaiva,Adolescent behaviour sympt/compl,ICPC2,F98.9
P24,Erityinen oppimishäiriö,Specific learning problem,ICPC2,F81.9
P25,Aikuisen elämänvaihekriisi,Phase of life problem adult,ICPC2,Z60.0
P27,Huoli/pelko mielenterveyden häiriöstä,Fear of mental disorder,ICPC2,Z71.1
P28,"Toiminnanvajaus/vamma, psyykkinen",Limited function/disability (P),ICPC2,Z73.6
P29,Muu psyykkinen oire/vaiva,Psychological sympt/compl other,ICPC2,R45.8
P30,"Mielenterveys ja käyttäytyminen, Laaja terveydentilan arviointi/tarkastus","Psychological, Medical examin/health eval complete",ICPC2,NA
P31,"Mielenterveys ja käyttäytyminen, Suppea terveydentilan arviointi/tarkastus","Psychological, Medical examin/health eval partial",ICPC2,NA
P32,"Mielenterveys ja käyttäytyminen, Allergiatutkimus","Psychological, Sensitivity test",ICPC2,NA
P33,"Mielenterveys ja käyttäytyminen, Mikrobiologinen/immunologinen koe","Psychological, Microbiological/immunological test",ICPC2,NA
P34,"Mielenterveys ja käyttäytyminen, Veritutkimus","Psychological, Blood test",ICPC2,NA
P35,"Mielenterveys ja käyttäytyminen, Virtsatutkimus","Psychological, Urine test",ICPC2,NA
P36,"Mielenterveys ja käyttäytyminen, Ulostetutkimus","Psychological, Faeces test",ICPC2,NA
P37,"Mielenterveys ja käyttäytyminen, Histologinen/sytologinen tutkimus","Psychological, Histological/exfoliative cytology",ICPC2,NA
P38,"Mielenterveys ja käyttäytyminen, Muu laboratoriotutkimus","Psychological, Other laboratory test NEC",ICPC2,NA
P39,"Mielenterveys ja käyttäytyminen, Kliininen toimintakoe","Psychological, Physical function test",ICPC2,NA
P40,"Mielenterveys ja käyttäytyminen, Diagnostinen endoskopia","Psychological, Diagnostic endoscopy",ICPC2,NA
P41,"Mielenterveys ja käyttäytyminen, Diagnostinen kuvantaminen","Psychological, Diagnostic radiology/imaging",ICPC2,NA
P42,"Mielenterveys ja käyttäytyminen, Elektrofysiologinen tutkimus","Psychological, Electrical tracing",ICPC2,NA
P43,"Mielenterveys ja käyttäytyminen, Muu tutkimustoimenpide","Psychological, Other diagnostic procedure",ICPC2,NA
P44,"Mielenterveys ja käyttäytyminen, Rokotus / ennaltaehkäisevä lääkitys","Psychological, Preventive immunization/medic",ICPC2,NA
P45,"Mielenterveys ja käyttäytyminen, Seuranta/terveysneuvonta/ruokavalioneuvonta","Psychological, Observ/health educat/advice/diet",ICPC2,NA
P46,"Mielenterveys ja käyttäytyminen, Perusterveydenhuollon asiantuntijan konsultaatio","Psychological, Consultation primary care provider",ICPC2,NA
P47,"Mielenterveys ja käyttäytyminen, Erikoislääkärin konsultaatio","Psychological, Consultation with specialist",ICPC2,NA
P48,"Mielenterveys ja käyttäytyminen, Potilaan tarpeiden/tulosyyn selvittäminen","Psychological, Clarification/discussion RFE/demand",ICPC2,NA
P49,"Mielenterveys ja käyttäytyminen, Muu ennaltaehkäisevä toimenpide","Psychological, Other preventive procedure",ICPC2,NA
P50,"Mielenterveys ja käyttäytyminen, Lääkitys/lääkemääräys/uusinta/injektio","Psychological, Medication/prescr/renewal",ICPC2,NA
P51,"Mielenterveys ja käyttäytyminen, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto","Psychological, I&d/flush/aspiration",ICPC2,NA
P52,"Mielenterveys ja käyttäytyminen, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto","Psychological, Exc/remov/biopsy/destruc/debrid/caut",ICPC2,NA
P53,"Mielenterveys ja käyttäytyminen, Katetrointi/intubointi/laajentaminen","Psychological, Instrument/catheter/intubate/dilate",ICPC2,NA
P54,"Mielenterveys ja käyttäytyminen, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto)","Psychological, Repair/fix-suture/cast/prosth device",ICPC2,NA
P55,"Mielenterveys ja käyttäytyminen, Paikallinen lääkeaineinjektio","Psychological, Local injection/infiltration",ICPC2,NA
P56,"Mielenterveys ja käyttäytyminen, Sidos/kompressi/tamponointi","Psychological, Dressing/pressure/compress/tamponade",ICPC2,NA
P57,"Mielenterveys ja käyttäytyminen, Fysikaalinen hoito / kuntoutus","Psychological, Physical medicine/rehabilitation",ICPC2,NA
P58,"Mielenterveys ja käyttäytyminen, Terapeuttinen neuvonta / kuuntelu","Psychological, Therapeutic counselling/listening",ICPC2,NA
P59,"Mielenterveys ja käyttäytyminen, Muu hoitotoimenpide / muualla luokittelematon pikkukirurgia","Psychological, Other therap proced/minor surg NEC",ICPC2,NA
P60,"Mielenterveys ja käyttäytyminen, Tutkimustulosten kuuleminen","Psychological, Result test/procedure",ICPC2,NA
P61,"Mielenterveys ja käyttäytyminen, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta","Psychological, Result examination/test/record/letter from other provider",ICPC2,NA
P62,"Mielenterveys ja käyttäytyminen, Hallinnollinen toimenpide","Psychological, Administrative procedure",ICPC2,NA
P63,"Mielenterveys ja käyttäytyminen, Muu seurantakäynti","Psychological, Follow-up encounter unspecified",ICPC2,NA
P64,"Mielenterveys ja käyttäytyminen, Hoidonantajan käynnistämä tapahtuma","Psychological, Encounter/prob initiated by provider",ICPC2,NA
P65,"Mielenterveys ja käyttäytyminen, Muun henkilön käynnistämä tapahtuma","Psychological, Enc/prob init by other than pt/prov",ICPC2,NA
P66,"Mielenterveys ja käyttäytyminen, Lähete muulle perusterveydenhuollon ammattihenkilölle","Psychological, Referral to non-MD provider",ICPC2,NA
P67,"Mielenterveys ja käyttäytyminen, Lähete erikoislääkärille/sairaalaan","Psychological, Referral to physician/hospital",ICPC2,NA
P68,"Mielenterveys ja käyttäytyminen, Muu lähete","Psychological, Other referral NEC",ICPC2,NA
P69,"Mielenterveys ja käyttäytyminen, Muu käynnin syy","Psychological, Other reason for encounter NEC",ICPC2,NA
P70,Dementia,Dementia,ICPC2,F03
P71,"Orgaaninen psykoosi, muu",Organic psychosis other,ICPC2,F09
P72,Skitsofrenia,Schizophrenia,ICPC2,F25.9
P73,Affektiivinen psykoosi,Affective psychosis,ICPC2,F31.9
P74,Ahdistushäiriö/-tila,Anxiety disorder/anxiety state,ICPC2,F41.9
P75,Somatisaatiohäiriö,Somatization disorder,ICPC2,F45.0
P76,Masennustila,Depressive disorder,ICPC2,F32.9
P77,Itsemurha/itsemurhayritys,Suicide/suicide attempt,ICPC2,Z91.5
P78,Neurastenia/ylirasittuneisuus,Neuraesthenia/surmenage,ICPC2,F48.0
P79,Pelkotila / pakko-oireinen häiriö,Phobia/compulsive disorder,ICPC2,F42.9
P80,Persoonallisuuden häiriö,Personality disorder,ICPC2,F69
P81,Hyperkineettinen oireyhtymä,Hyperkinetic disorder,ICPC2,F90.9
P82,Vamman/trauman jälkeinen rasitusoireyhtymä,Post-traumatic stress disorder,ICPC2,F43.1
P85,Kehitysvammaisuus,Mental retardation,ICPC2,F79.9
P86,Anoreksia/bulimia,Anorexia nervosa/bulimia,ICPC2,F50.0
P98,"Psykoosi, määrittämätön/muu",Psychosis NOS/other,ICPC2,F23.8
P99,Muu mielenterveyden häiriö,Psychological disorders other,ICPC2,F99
R,Hengityselimet,Respiratory,ICPC2,NA
R01,Hengityselimiin liittyvä kipu,Pain respiratory system,ICPC2,R07.1
R02,Hengenahdistus/dyspnea,Shortness of breath/dyspnoea,ICPC2,R06.0
R03,Hengityksen vinkuna,Wheezing,ICPC2,R06.2
R04,"Hengityksen häiriö, muu",Breathing problem other,ICPC2,R06.8
R05,Yskä,Cough,ICPC2,R05
R06,Nenäverenvuoto,Nose bleed/epistaxis,ICPC2,R04.0
R07,Aivastelu / nenän tukkoisuus,Sneezing/nasal congestion,ICPC2,R06.7
R08,"Nenän oire/vaiva, muu",Nose symptom/complaint other,ICPC2,J34.8
R09,Sivuontelon oire/vaiva,Sinus symptom/complaint,ICPC2,J34.8
R21,Kurkun/nielun oire/vaiva,Throat symptom/complaint,ICPC2,R07.0
R23,Äänen oire/vaiva,Voice symptom/complaint,ICPC2,R49.8
R24,Veriyskä,Haemoptysis,ICPC2,R04.2
R25,Epänormaali yskös,Sputum/phlegm abnormal,ICPC2,R09.3
R26,Huoli/pelko hengityselinten syövästä,Fear  cancer  respiratory system,ICPC2,Z71.1
R27,Huoli/pelko hengityselinten muusta sairaudesta,Fear of respiratory disease other,ICPC2,Z71.1
R28,"Toiminnanvajaus, hengityselinten",Limited function/disability (R),ICPC2,Z73.6
R29,Muu hengityselinten oire/vaiva,Respiratory symptom/complaint other,ICPC2,R09.8
R30,"Hengityselimet, Laaja terveydentilan arviointi/tarkastus","Respiratory, Medical examin/health eval complete",ICPC2,NA
R31,"Hengityselimet, Suppea terveydentilan arviointi/tarkastus","Respiratory, Medical examin/health eval partial",ICPC2,NA
R32,"Hengityselimet, Allergiatutkimus","Respiratory, Sensitivity test",ICPC2,NA
R33,"Hengityselimet, Mikrobiologinen/immunologinen koe","Respiratory, Microbiological/immunological test",ICPC2,NA
R34,"Hengityselimet, Veritutkimus","Respiratory, Blood test",ICPC2,NA
R35,"Hengityselimet, Virtsatutkimus","Respiratory, Urine test",ICPC2,NA
R36,"Hengityselimet, Ulostetutkimus","Respiratory, Faeces test",ICPC2,NA
R37,"Hengityselimet, Histologinen/sytologinen tutkimus","Respiratory, Histological/exfoliative cytology",ICPC2,NA
R38,"Hengityselimet, Muu laboratoriotutkimus","Respiratory, Other laboratory test NEC",ICPC2,NA
R39,"Hengityselimet, Kliininen toimintakoe","Respiratory, Physical function test",ICPC2,NA
R40,"Hengityselimet, Diagnostinen endoskopia","Respiratory, Diagnostic endoscopy",ICPC2,NA
R41,"Hengityselimet, Diagnostinen kuvantaminen","Respiratory, Diagnostic radiology/imaging",ICPC2,NA
R42,"Hengityselimet, Elektrofysiologinen tutkimus","Respiratory, Electrical tracing",ICPC2,NA
R43,"Hengityselimet, Muu tutkimustoimenpide","Respiratory, Other diagnostic procedure",ICPC2,NA
R44,"Hengityselimet, Rokotus / ennaltaehkäisevä lääkitys","Respiratory, Preventive immunization/medic",ICPC2,NA
R45,"Hengityselimet, Seuranta/terveysneuvonta/ruokavalioneuvonta","Respiratory, Observ/health educat/advice/diet",ICPC2,NA
R46,"Hengityselimet, Perusterveydenhuollon asiantuntijan konsultaatio","Respiratory, Consultation primary care provider",ICPC2,NA
R47,"Hengityselimet, Erikoislääkärin konsultaatio","Respiratory, Consultation with specialist",ICPC2,NA
R48,"Hengityselimet, Potilaan tarpeiden/tulosyyn selvittäminen","Respiratory, Clarification/discussion RFE/demand",ICPC2,NA
R49,"Hengityselimet, Muu ennaltaehkäisevä toimenpide","Respiratory, Other preventive procedure",ICPC2,NA
