code,name_fi,name_en,ICPC_version,main_icd10fi,concept_id
K77,Sydämen vajaatoiminta,Heart failure,ICPC2,I50.9,45543342
K78,Eteisvärinä/eteislepatus,Atrial fibrillation/flutter,ICPC2,I48,NA
K79,Kohtauksittainen tiheälyöntisyys,Paroxysmal tachycardia,ICPC2,I47.9,NA
K80,"Rytmihäiriö, määrittämätön",Cardiac arrhythmia NOS,ICPC2,I49.9,45581914
K81,"Sivuääni sydämessä, määrittämätön",Heart/arterial murmur NOS,ICPC2,R01.1,45567330
K82,Keuhkoperäinen sydäntauti,Pulmonary heart disease,ICPC2,I27.9,45601194
K83,"Sydänläppien ei-reumaattinen tauti, määrittämätön",Heart valve disease NOS,ICPC2,I35.9,45533622
K84,"Sydäntauti, muu",Heart disease other,ICPC2,I51.9,NA
K85,Kohonnut verenpaine,Elevated blood pressure,ICPC2,R03.0,45567331
K86,"Verenpainetauti, komplisoitumaton",Hypertension uncomplicated,ICPC2,I10,45577005
K87,"Verenpainetauti, komplisoitunut",Hypertension complicated,ICPC2,I15.9,45601196
K88,Asentoon liittyvä matala verenpaine,Postural hypotension,ICPC2,I95.1,NA
K89,TIA / ohimenevä aivoverenkiertohäiriö,Transient cerebral ischaemia,ICPC2,G45.9,NA
K90,Aivohalvaus,Stroke/cerebrovascular accident,ICPC2,I64,45557682
K91,Aivoverisuonten sairaus,Cerebrovascular disease,ICPC2,I67.9,45755468
K92,Valtimokovettumatauti / ääreisverisuonten sairaus,Atherosclerosis/periph vascular dis,ICPC2,I70.9,45567332
K93,Keuhkoembolia,Pulmonary embolism,ICPC2,I26.9,45755469
K94,Laskimotulehdus/laskimontukkotulehdus,Phlebitis/thrombophlebitis,ICPC2,I80.9#,NA
K95,"Suonikohjut, alaraajojen",Varicose veins of leg,ICPC2,I83.9,NA
K96,Peräpukamat,Haemorrhoids,ICPC2,I84.9,NA
K99,Muu verenkiertoelimistön sairaus,Cardiovascular disease other,ICPC2,I99,NA
L,Tuki- ja liikuntaelimet,Musculoskeletal,ICPC2,NA,NA
L01,Niskan oire/vaiva,Neck symptom/complaint,ICPC2,M54.2,45548179
L02,Yläselän oire/vaiva,Back symptom/complaint,ICPC2,M54.9,45538561
L03,Alaselän oire/vaiva,Low back symptom/complaint,ICPC2,M54.5,45591621
L04,Rintakehän oire/vaiva,Chest symptom/complaint,ICPC2,R07.3,45605976
L05,Kyljen/kainalon oire/vaiva,Flank/axilla symptom/complaint,ICPC2,R29.8,45581932
L07,Leuan oire/vaiva,Jaw symptom/complaint,ICPC2,K10.88,NA
L08,Olkapään oire/vaiva,Shoulder symptom/complaint,ICPC2,M25.5,45596365
L09,Käsivarren oire/vaiva,Arm symptom/complaint,ICPC2,M79.6,NA
L10,Kyynärpään oire/vaiva,Elbow symptom/complaint,ICPC2,M25.5,45562531
L11,Ranteen oire/vaiva,Wrist symptom/complaint,ICPC2,M25.5,45533634
L12,Käden/sormen oire/vaiva,Hand/finger symptom/complaint,ICPC2,M79.6,45605979
L13,Lonkan oire/vaiva,Hip symptom/complaint,ICPC2,M25.5,45538569
L14,Säären/reiden oire/vaiva,Leg/thigh symptom/complaint,ICPC2,M79.6,45586765
L15,Polven oire/vaiva,Knee symptom/complaint,ICPC2,M25.5,NA
L16,Nilkan oire/vaiva,Ankle symptom/complaint,ICPC2,M25.5,NA
L17,Jalan/varpaan oire/vaiva,Foot/toe symptom/complaint,ICPC2,M79.6,NA
L18,Lihaskipu,Muscle pain,ICPC2,M79.1,NA
L19,"Lihasoire/-vaiva, määrittämätön",Muscle symptom/complaint NOS,ICPC2,M62.6,NA
L20,"Niveloire/-vaiva, määrittämätön",Joint symptom/complaint NOS,ICPC2,M25.5,45557698
L26,Huoli/pelko tuki- ja liikuntaelinten syövästä,Fear of cancer musculoskeletal,ICPC2,Z71.1,45581939
L27,Huoli/pelko tuki- ja liikuntaelinten muusta sairaudesta,Fear of musculoskeletal dis other,ICPC2,Z71.1,45567354
L28,"Toiminnanvajaus, tuki- ja liikuntaelinten",Limited function/disability (L),ICPC2,Z73.6,45755471
L29,"Muu oire/vaiva, tuki- ja liikuntaelinten",Musculoskeletal sympt/complt other,ICPC2,R29.8,45596372
L30,"Tuki- ja liikuntaelimet, Laaja terveydentilan arviointi/tarkastus","Musculoskeletal, Medical examin/health eval complete",ICPC2,NA,45591633
L31,"Tuki- ja liikuntaelimet, Suppea terveydentilan arviointi/tarkastus","Musculoskeletal, Medical examin/health eval partial",ICPC2,NA,NA
L32,"Tuki- ja liikuntaelimet, Allergiatutkimus","Musculoskeletal, Sensitivity test",ICPC2,NA,NA
L33,"Tuki- ja liikuntaelimet, Mikrobiologinen/immunologinen koe","Musculoskeletal, Microbiological/immunological test",ICPC2,NA,NA
L34,"Tuki- ja liikuntaelimet, Veritutkimus","Musculoskeletal, Blood test",ICPC2,NA,NA
L35,"Tuki- ja liikuntaelimet, Virtsatutkimus","Musculoskeletal, Urine test",ICPC2,NA,NA
L36,"Tuki- ja liikuntaelimet, Ulostetutkimus","Musculoskeletal, Faeces test",ICPC2,NA,NA
L37,"Tuki- ja liikuntaelimet, Histologinen/sytologinen tutkimus","Musculoskeletal, Histological/exfoliative cytology",ICPC2,NA,NA
L38,"Tuki- ja liikuntaelimet, Muu laboratoriotutkimus","Musculoskeletal, Other laboratory test NEC",ICPC2,NA,NA
L39,"Tuki- ja liikuntaelimet, Kliininen toimintakoe","Musculoskeletal, Physical function test",ICPC2,NA,NA
L40,"Tuki- ja liikuntaelimet, Diagnostinen endoskopia","Musculoskeletal, Diagnostic endoscopy",ICPC2,NA,45577035
L41,"Tuki- ja liikuntaelimet, Diagnostinen kuvantaminen","Musculoskeletal, Diagnostic radiology/imaging",ICPC2,NA,45586769
L42,"Tuki- ja liikuntaelimet, Elektrofysiologinen tutkimus","Musculoskeletal, Electrical tracing",ICPC2,NA,45538573
L43,"Tuki- ja liikuntaelimet, Muu tutkimustoimenpide","Musculoskeletal, Other diagnostic procedure",ICPC2,NA,45562537
L44,"Tuki- ja liikuntaelimet, Rokotus / ennaltaehkäisevä lääkitys","Musculoskeletal, Preventive immunization/medic",ICPC2,NA,45562538
L45,"Tuki- ja liikuntaelimet, Seuranta/terveysneuvonta/ruokavalioneuvonta","Musculoskeletal, Observ/health educat/advice/diet",ICPC2,NA,45557704
L46,"Tuki- ja liikuntaelimet, Perusterveydenhuollon asiantuntijan konsultaatio","Musculoskeletal, Consultation primary care provider",ICPC2,NA,NA
L47,"Tuki- ja liikuntaelimet, Erikoislääkärin konsultaatio","Musculoskeletal, Consultation with specialist",ICPC2,NA,NA
L48,"Tuki- ja liikuntaelimet, Potilaan tarpeiden/tulosyyn selvittäminen","Musculoskeletal, Clarification/discussion RFE/demand",ICPC2,NA,NA
L49,"Tuki- ja liikuntaelimet, Muu ennaltaehkäisevä toimenpide","Musculoskeletal, Other preventive procedure",ICPC2,NA,NA
L50,"Tuki- ja liikuntaelimet, Lääkitys/lääkemääräys/uusinta/injektio","Musculoskeletal, Medication/prescr/renewal",ICPC2,NA,45543371
L51,"Tuki- ja liikuntaelimet, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto","Musculoskeletal, I&d/flush/aspiration",ICPC2,NA,45543372
L52,"Tuki- ja liikuntaelimet, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto","Musculoskeletal, Exc/remov/biopsy/destruc/debrid/caut",ICPC2,NA,45552985
L53,"Tuki- ja liikuntaelimet, Katetrointi/intubointi/laajentaminen","Musculoskeletal, Instrument/catheter/intubate/dilate",ICPC2,NA,45577040
L54,"Tuki- ja liikuntaelimet, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto)","Musculoskeletal, Repair/fix-suture/cast/prosth device",ICPC2,NA,45552987
L55,"Tuki- ja liikuntaelimet, Paikallinen lääkeaineinjektio","Musculoskeletal, Local injection/infiltration",ICPC2,NA,45586773
L56,"Tuki- ja liikuntaelimet, Sidos/kompressi/tamponointi","Musculoskeletal, Dressing/pressure/compress/tamponade",ICPC2,NA,45538577
L57,"Tuki- ja liikuntaelimet, Fysikaalinen hoito / kuntoutus","Musculoskeletal, Physical medicine/rehabilitation",ICPC2,NA,45596378
L58,"Tuki- ja liikuntaelimet, Terapeuttinen neuvonta / kuuntelu","Musculoskeletal, Therapeutic counselling/listening",ICPC2,NA,45577046
L59,"Tuki- ja liikuntaelimet, Muu hoitotoimenpide / muualla luokittelematon pikkukirurgia","Musculoskeletal, Other therap proced/minor surg NEC",ICPC2,NA,45581951
L60,"Tuki- ja liikuntaelimet, Tutkimustulosten kuuleminen","Musculoskeletal, Result test/procedure",ICPC2,NA,45538578
L61,"Tuki- ja liikuntaelimet, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta","Musculoskeletal, Result examination/test/record/letter from other provider",ICPC2,NA,NA
L62,"Tuki- ja liikuntaelimet, Hallinnollinen toimenpide","Musculoskeletal, Administrative procedure",ICPC2,NA,45596381
L63,"Tuki- ja liikuntaelimet, Muu seurantakäynti","Musculoskeletal, Follow-up encounter unspecified",ICPC2,NA,45533646
L64,"Tuki- ja liikuntaelimet, Hoidonantajan käynnistämä tapahtuma","Musculoskeletal, Encounter/prob initiated by provider",ICPC2,NA,45596383
L65,"Tuki- ja liikuntaelimet, Muun henkilön käynnistämä tapahtuma","Musculoskeletal, Enc/prob init by other than pt/prov",ICPC2,NA,45572277
L66,"Tuki- ja liikuntaelimet, Lähete muulle perusterveydenhuollon ammattihenkilölle","Musculoskeletal, Referral to non-MD provider",ICPC2,NA,45601228
L67,"Tuki- ja liikuntaelimet, Lähete erikoislääkärille/sairaalaan","Musculoskeletal, Referral to physician/hospital",ICPC2,NA,45548203
L68,"Tuki- ja liikuntaelimet, Muu lähete","Musculoskeletal, Other referral NEC",ICPC2,NA,45572278
L69,"Tuki- ja liikuntaelimet, Muu käynnin syy","Musculoskeletal, Other reason for encounter NEC",ICPC2,NA,NA
L70,Tuki- ja liikuntaelinten infektio,Infection of musculoskeletal system,ICPC2,M00.9,45562544
L71,"Pahanlaatuinen kasvain, tuki- ja liikuntaelinten",Malignant neoplasm musculoskeletal,ICPC2,C49.99&,45586779
L72,"Murtuma, kyynärluu/värttinäluu",Fracture: radius/ulna,ICPC2,S52.9,45543379
L73,"Murtuma, sääriluu/pohjeluu",Fracture: tibia/fibula,ICPC2,S82.9,45557710
L74,"Murtuma, käden/jalkaterän luu",Fracture: hand/foot bone,ICPC2,S62.8,45577050
L75,"Murtuma, reisiluu",Fracture: femur,ICPC2,S72.9,45586781
L76,"Murtuma, muu",Fracture: other,ICPC2,T14.2,NA
L77,"Nyrjähdys/venähdys, nilkka",Sprain/strain of ankle,ICPC2,S93.4,NA
L78,"Nyrjähdys/venähdys, polvi",Sprain/strain of knee,ICPC2,S83.6,NA
L79,"Nyrjähdys/venähdys, muu",Sprain/strain of joint NOS,ICPC2,T14.3,NA
L80,Sijoiltaanmeno,Dislocation/subluxation,ICPC2,T14.3,45581962
L81,"Tuki- ja liikuntaelinten vamma, muu",Injury musculoskeletal NOS,ICPC2,T14.6,45562548
L82,"Synnynnäinen epämuodostuma,  tuki- ja liikuntaelinten",Congenital anomaly musculoskeletal,ICPC2,Q79.9,45548208
L83,Kaularankaoireyhtymä,Neck syndrome,ICPC2,M53.1,45605999
L84,Selkäsairaus ilman säteilykipua,Back syndrome without radiat pain,ICPC2,M53.9,45533651
L85,"Selkärangan rakenteellinen poikkeavuus, ei-synnynnäinen",Acquired deformity of spine,ICPC2,M43.9,45601233
L86,Selkäsairaus ja säteilykipu,Back syndrome with radiating pain,ICPC2,M54.4,45577055
L87,"Bursiitti/tendiniitti/synoviitti, muu",Bursitis/tendinitis/synovitis NOS,ICPC2,M67.4,45606001
L88,Reumaattinen/seropositiivinen niveltulehdus,Rheumatoid/seropositive arthritis,ICPC2,M06.9,45538588
L89,Lonkan nivelrikko,Osteoarthrosis of hip,ICPC2,M16.9,45601235
L90,Polven nivelrikko,Osteoarthrosis of knee,ICPC2,M17.9,45562559
L91,"Nivelrikko, muu",Osteoarthrosis other,ICPC2,M19.8,45577067
L92,Olkapään oireyhtymä,Shoulder syndrome,ICPC2,M75.9,45606013
L93,Tenniskyynärpää,Tennis elbow,ICPC2,M77.1,45567376
L94,Luu-rustokasvuhäiriö,Osteochondrosis,ICPC2,M93.9,45557725
L95,Osteoporoosi,Osteoporosis,ICPC2,M81.9,45557726
L96,"Polven nivelkierukan/ristisiteiden vamma, akuutti",Acute internal damage knee,ICPC2,S83.2,NA
L97,"Hyvänlaatuinen/muu kasvain, tuki- ja liikuntaelinten",Neoplasm musculoskel benign/unspec,ICPC2,D16.90&,45591659
L98,"Raajan epämuotoisuus, ei synnynnäinen",Acquired deformity of limb,ICPC2,M21.9,45601258
L99,Muu tuki- ja liikuntaelinten sairaus,Musculoskeletal disease other,ICPC2,M99.9,45567383
N,Hermosto,Neurological,ICPC2,NA,NA
N01,Päänsärky,Headache,ICPC2,R51.80,45592119
N03,Kasvokipu,Pain face,ICPC2,R51.81,45577509
N04,Levottomat jalat,Restless legs,ICPC2,G25.8,45543851
N05,Sormien/jalkaterien/varpaiden pistely,Tingling fingers/feet/toes,ICPC2,R20.2,45567820
N06,"Tuntohäiriö, muu",Sensation disturbance other,ICPC2,R20.8,45567821
N07,Kouristelu/kouristuskohtaus,Convulsion/seizure,ICPC2,R56.8,45553431
N08,Poikkeavat tahattomat liikkeet,Abnormal involuntary movements,ICPC2,R25.8,45592123
N16,Hajun/maun häiriö,Disturbance of smell/taste,ICPC2,R43.8,45606483
N17,Huimaus/pyörrytys,Vertigo/dizziness,ICPC2,R42,45606484
N18,Halvaus/heikkous,Paralysis/weakness,ICPC2,G83.9,45582391
N19,Puhehäiriö,Speech disorder,ICPC2,R47.8,45601718
N26,Huoli/pelko hermoston syövästä,Fear cancer neurological system,ICPC2,Z71.1,45601720
N27,Huoli/pelko muusta neurologisesta sairaudesta,Fear of neurological disease other,ICPC2,Z71.1,45539036
N28,"Toiminnanvajaus, hermoston",Limited function/disability (N),ICPC2,Z73.6,45587239
N29,Muu hermostoon liittyvä oire/vaiva,Neurological sympt/complt other,ICPC2,R29.8,45548656
N30,"Hermosto, Laaja terveydentilan arviointi/tarkastus","Neurological, Medical examin/health eval complete",ICPC2,NA,45563012
N31,"Hermosto, Suppea terveydentilan arviointi/tarkastus","Neurological, Medical examin/health eval partial",ICPC2,NA,45534127
N32,"Hermosto, Allergiatutkimus","Neurological, Sensitivity test",ICPC2,NA,45592129
N33,"Hermosto, Mikrobiologinen/immunologinen koe","Neurological, Microbiological/immunological test",ICPC2,NA,45592131
N34,"Hermosto, Veritutkimus","Neurological, Blood test",ICPC2,NA,45755577
N35,"Hermosto, Virtsatutkimus","Neurological, Urine test",ICPC2,NA,45596861
N36,"Hermosto, Ulostetutkimus","Neurological, Faeces test",ICPC2,NA,45572708
N37,"Hermosto, Histologinen/sytologinen tutkimus","Neurological, Histological/exfoliative cytology",ICPC2,NA,45534129
N38,"Hermosto, Muu laboratoriotutkimus","Neurological, Other laboratory test NEC",ICPC2,NA,NA
N39,"Hermosto, Kliininen toimintakoe","Neurological, Physical function test",ICPC2,NA,45567841
N40,"Hermosto, Diagnostinen endoskopia","Neurological, Diagnostic endoscopy",ICPC2,NA,45563015
N41,"Hermosto, Diagnostinen kuvantaminen","Neurological, Diagnostic radiology/imaging",ICPC2,NA,45596865
N42,"Hermosto, Elektrofysiologinen tutkimus","Neurological, Electrical tracing",ICPC2,NA,45548666
N43,"Hermosto, Muu tutkimustoimenpide","Neurological, Other diagnostic procedure",ICPC2,NA,45755578
N44,"Hermosto, Rokotus / ennaltaehkäisevä lääkitys","Neurological, Preventive immunization/medic",ICPC2,NA,45592137
N45,"Hermosto, Seuranta/terveysneuvonta/ruokavalioneuvonta","Neurological, Observ/health educat/advice/diet",ICPC2,NA,45558156
N46,"Hermosto, Perusterveydenhuollon asiantuntijan konsultaatio","Neurological, Consultation primary care provider",ICPC2,NA,45596868
N47,"Hermosto, Erikoislääkärin konsultaatio","Neurological, Consultation with specialist",ICPC2,NA,45596870
N48,"Hermosto, Potilaan tarpeiden/tulosyyn selvittäminen","Neurological, Clarification/discussion RFE/demand",ICPC2,NA,45567849
N49,"Hermosto, Muu ennaltaehkäisevä toimenpide","Neurological, Other preventive procedure",ICPC2,NA,45587248
N50,"Hermosto, Lääkitys/lääkemääräys/uusinta/injektio","Neurological, Medication/prescr/renewal",ICPC2,NA,45577535
N51,"Hermosto, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto","Neurological, I&d/flush/aspiration",ICPC2,NA,45539053
N52,"Hermosto, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto","Neurological, Exc/remov/biopsy/destruc/debrid/caut",ICPC2,NA,NA
N53,"Hermosto, Katetrointi/intubointi/laajentaminen","Neurological, Instrument/catheter/intubate/dilate",ICPC2,NA,NA
N54,"Hermosto, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto)","Neurological, Repair/fix-suture/cast/prosth device",ICPC2,NA,NA
N55,"Hermosto, Paikallinen lääkeaineinjektio","Neurological, Local injection/infiltration",ICPC2,NA,NA
N56,"Hermosto, Sidos/kompressi/tamponointi","Neurological, Dressing/pressure/compress/tamponade",ICPC2,NA,NA
N57,"Hermosto, Fysikaalinen hoito / kuntoutus","Neurological, Physical medicine/rehabilitation",ICPC2,NA,NA
N58,"Hermosto, Terapeuttinen neuvonta / kuuntelu","Neurological, Therapeutic counselling/listening",ICPC2,NA,NA
N59,"Hermosto, Muu hoitotoimenpide / muualla luokittelematon pikkukirurgia","Neurological, Other therap proced/minor surg NEC",ICPC2,NA,NA
N60,"Hermosto, Tutkimustulosten kuuleminen","Neurological, Result test/procedure",ICPC2,NA,45548673
N61,"Hermosto, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta","Neurological, Result examination/test/record/letter from other provider",ICPC2,NA,45543886
N62,"Hermosto, Hallinnollinen toimenpide","Neurological, Administrative procedure",ICPC2,NA,45577538
N63,"Hermosto, Muu seurantakäynti","Neurological, Follow-up encounter unspecified",ICPC2,NA,45601743
N64,"Hermosto, Hoidonantajan käynnistämä tapahtuma","Neurological, Encounter/prob initiated by provider",ICPC2,NA,45601744
N65,"Hermosto, Muun henkilön käynnistämä tapahtuma","Neurological, Enc/prob init by other than pt/prov",ICPC2,NA,NA
N66,"Hermosto, Lähete muulle perusterveydenhuollon ammattihenkilölle","Neurological, Referral to non-MD provider",ICPC2,NA,NA
N67,"Hermosto, Lähete erikoislääkärille/sairaalaan","Neurological, Referral to physician/hospital",ICPC2,NA,NA
N68,"Hermosto, Muu lähete","Neurological, Other referral NEC",ICPC2,NA,NA
N69,"Hermosto, Muu käynnin syy","Neurological, Other reason for encounter NEC",ICPC2,NA,NA
N70,Polio / muu enterovirus,Poliomyelitis,ICPC2,A80.9,45558165
N71,Aivokalvontulehdus/aivotulehdus,Meningitis/encephalitis,ICPC2,G03.9,45572723
N72,Jäykkäkouristus,Tetanus,ICPC2,A35,45543889
N73,"Hermoston infektio, muu",Neurological infection other,ICPC2,A89,45596881
N74,"Pahanlaatuinen kasvain, hermoston",Malignant neoplasm nervous system,ICPC2,C72.9&,45543890
N75,"Hyvänlaatuinen kasvain, hermoston",Benign neoplasm nervous system,ICPC2,D33.9&,45539063
N76,"Kasvain, hermoston, määrittämätön",Neoplasm nervous system unspecified,ICPC2,D43.9&,45755567
N79,Aivotärähdys,Concussion,ICPC2,S06.0,NA
N80,"Pään vamma, muu",Head injury other,ICPC2,S09.9,45563024
N81,"Hermoston vamma, muu",Injury nervous system other,ICPC2,T14.4,45577540
N85,"Synnynnäinen epämuodostuma, hermoston",Congenital anomaly neurological,ICPC2,Q07.9,45539067
N86,Multippeliskleroosi,Multiple sclerosis,ICPC2,G35,45592153
N87,Parkinsonismi,Parkinsonism,ICPC2,G20,45601754
N88,Epilepsia,Epilepsy,ICPC2,G40.9,45572731
N89,Migreeni,Migraine,ICPC2,G43.9#,45539070
N90,Sarjoittainen päänsärky,Cluster headache,ICPC2,G44.0,45601756
N91,Kasvohermohalvaus / Bellin pareesi,Facial paralysis/bell's palsy,ICPC2,G51.0,45755569
N92,Kolmoishermosärky,Trigeminal neuralgia,ICPC2,G50.0,45755570
N93,Rannekanavaoireyhtymä,Carpal tunnel syndrome,ICPC2,G56.0,45563029
N94,Ääreishermotulehdus/-sairaus,Peripheral neuritis/neuropathy,ICPC2,G64,45563030
N95,Jännityspäänsärky,Tension headache,ICPC2,G44.2,45582429
N99,Muu hermoston sairaus,Neurological disease other,ICPC2,G98,45755571
P,Mielenterveys ja käyttäytyminen,Psychological,ICPC2,NA,NA
P01,Ahdistuneisuuden/hermostuneisuuden/jännittyneisyyden tunne,Feeling anxious/nervous/tense,ICPC2,R45.0,45601914
P02,Akuutti stressireaktio,Acute stress reaction,ICPC2,F43.0,45577681
P03,Masennuksen tunne,Feeling depressed,ICPC2,R45.3,45553627
P04,Ärtyneisyys,Feeling/behaving irritable/angry,ICPC2,R45.4,45553628
P05,Vanhuuden tunne / vanhusmaisuus / seniliteetti,"Senility, feeling/behaving old",ICPC2,R54,45582608
P06,Unihäiriö,Sleep disturbance,ICPC2,G47.9,NA
P07,Vähentynyt sukupuolinen halu,Sexual desire reduced,ICPC2,F52.0,45755590
P08,Sukupuolisen tyydyttymisen heikentyminen,Sexual fulfilment reduced,ICPC2,F52.9,45755591
P09,Huoli seksuaalisesta suuntautumisesta,Sexual preference concern,ICPC2,F66.19,NA
P10,Änkytys / tic-oireyhtymä,Stammering/stuttering/tic,ICPC2,F98.5,45563211
P11,Lapsen syömisongelma,Eating problem in child,ICPC2,F98.2,45568021
P12,Yökastelu,Bedwetting/enuresis,ICPC2,F98.00,45606691
P13,Tuhriminen,Encopresis/bowel training problem,ICPC2,F98.19,45606693
P15,"Alkoholin väärinkäyttö, pitkäaikainen",Chronic alcohol abuse,ICPC2,F10.25,45534336
P16,"Alkoholin väärinkäyttö, akuutti",Acute alcohol abuse,ICPC2,F10.0,NA
P17,Tupakointi,Tobacco abuse,ICPC2,F17.1,NA
P18,Lääkkeen väärinkäyttö,Medication abuse,ICPC2,F13.9,NA
P19,Huumeiden käyttö,Drug abuse,ICPC2,F11.9,NA
P20,Muistihäiriö,Memory disturbance,ICPC2,R41.3,45755592
P22,Lapsen käytösoire/-vaiva,Child behaviour symptom/complaint,ICPC2,F98.9,45606697
P23,Nuoren käytösoire/-vaiva,Adolescent behaviour sympt/compl,ICPC2,F98.9,45582614
P24,Erityinen oppimishäiriö,Specific learning problem,ICPC2,F81.9,45572930
P25,Aikuisen elämänvaihekriisi,Phase of life problem adult,ICPC2,Z60.0,45755594
P27,Huoli/pelko mielenterveyden häiriöstä,Fear of mental disorder,ICPC2,Z71.1,45558367
P28,"Toiminnanvajaus/vamma, psyykkinen",Limited function/disability (P),ICPC2,Z73.6,45563217
P29,Muu psyykkinen oire/vaiva,Psychological sympt/compl other,ICPC2,R45.8,45601934
P30,"Mielenterveys ja käyttäytyminen, Laaja terveydentilan arviointi/tarkastus","Psychological, Medical examin/health eval complete",ICPC2,NA,NA
P31,"Mielenterveys ja käyttäytyminen, Suppea terveydentilan arviointi/tarkastus","Psychological, Medical examin/health eval partial",ICPC2,NA,NA
P32,"Mielenterveys ja käyttäytyminen, Allergiatutkimus","Psychological, Sensitivity test",ICPC2,NA,NA
P33,"Mielenterveys ja käyttäytyminen, Mikrobiologinen/immunologinen koe","Psychological, Microbiological/immunological test",ICPC2,NA,NA
P34,"Mielenterveys ja käyttäytyminen, Veritutkimus","Psychological, Blood test",ICPC2,NA,NA
P35,"Mielenterveys ja käyttäytyminen, Virtsatutkimus","Psychological, Urine test",ICPC2,NA,45534345
P36,"Mielenterveys ja käyttäytyminen, Ulostetutkimus","Psychological, Faeces test",ICPC2,NA,45601935
P37,"Mielenterveys ja käyttäytyminen, Histologinen/sytologinen tutkimus","Psychological, Histological/exfoliative cytology",ICPC2,NA,45582619
P38,"Mielenterveys ja käyttäytyminen, Muu laboratoriotutkimus","Psychological, Other laboratory test NEC",ICPC2,NA,45544062
P39,"Mielenterveys ja käyttäytyminen, Kliininen toimintakoe","Psychological, Physical function test",ICPC2,NA,45568027
P40,"Mielenterveys ja käyttäytyminen, Diagnostinen endoskopia","Psychological, Diagnostic endoscopy",ICPC2,NA,NA
P41,"Mielenterveys ja käyttäytyminen, Diagnostinen kuvantaminen","Psychological, Diagnostic radiology/imaging",ICPC2,NA,NA
P42,"Mielenterveys ja käyttäytyminen, Elektrofysiologinen tutkimus","Psychological, Electrical tracing",ICPC2,NA,NA
P43,"Mielenterveys ja käyttäytyminen, Muu tutkimustoimenpide","Psychological, Other diagnostic procedure",ICPC2,NA,NA
P44,"Mielenterveys ja käyttäytyminen, Rokotus / ennaltaehkäisevä lääkitys","Psychological, Preventive immunization/medic",ICPC2,NA,NA
P45,"Mielenterveys ja käyttäytyminen, Seuranta/terveysneuvonta/ruokavalioneuvonta","Psychological, Observ/health educat/advice/diet",ICPC2,NA,NA
P46,"Mielenterveys ja käyttäytyminen, Perusterveydenhuollon asiantuntijan konsultaatio","Psychological, Consultation primary care provider",ICPC2,NA,NA
P47,"Mielenterveys ja käyttäytyminen, Erikoislääkärin konsultaatio","Psychological, Consultation with specialist",ICPC2,NA,NA
P48,"Mielenterveys ja käyttäytyminen, Potilaan tarpeiden/tulosyyn selvittäminen","Psychological, Clarification/discussion RFE/demand",ICPC2,NA,NA
P49,"Mielenterveys ja käyttäytyminen, Muu ennaltaehkäisevä toimenpide","Psychological, Other preventive procedure",ICPC2,NA,NA
P50,"Mielenterveys ja käyttäytyminen, Lääkitys/lääkemääräys/uusinta/injektio","Psychological, Medication/prescr/renewal",ICPC2,NA,45534349
P51,"Mielenterveys ja käyttäytyminen, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto","Psychological, I&d/flush/aspiration",ICPC2,NA,45597080
P52,"Mielenterveys ja käyttäytyminen, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto","Psychological, Exc/remov/biopsy/destruc/debrid/caut",ICPC2,NA,45582621
P53,"Mielenterveys ja käyttäytyminen, Katetrointi/intubointi/laajentaminen","Psychological, Instrument/catheter/intubate/dilate",ICPC2,NA,45587424
P54,"Mielenterveys ja käyttäytyminen, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto)","Psychological, Repair/fix-suture/cast/prosth device",ICPC2,NA,45597083
P55,"Mielenterveys ja käyttäytyminen, Paikallinen lääkeaineinjektio","Psychological, Local injection/infiltration",ICPC2,NA,45558375
P56,"Mielenterveys ja käyttäytyminen, Sidos/kompressi/tamponointi","Psychological, Dressing/pressure/compress/tamponade",ICPC2,NA,45558377
P57,"Mielenterveys ja käyttäytyminen, Fysikaalinen hoito / kuntoutus","Psychological, Physical medicine/rehabilitation",ICPC2,NA,45755619
P58,"Mielenterveys ja käyttäytyminen, Terapeuttinen neuvonta / kuuntelu","Psychological, Therapeutic counselling/listening",ICPC2,NA,45544067
P59,"Mielenterveys ja käyttäytyminen, Muu hoitotoimenpide / muualla luokittelematon pikkukirurgia","Psychological, Other therap proced/minor surg NEC",ICPC2,NA,45544068
P60,"Mielenterveys ja käyttäytyminen, Tutkimustulosten kuuleminen","Psychological, Result test/procedure",ICPC2,NA,45587427
P61,"Mielenterveys ja käyttäytyminen, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta","Psychological, Result examination/test/record/letter from other provider",ICPC2,NA,45568034
P62,"Mielenterveys ja käyttäytyminen, Hallinnollinen toimenpide","Psychological, Administrative procedure",ICPC2,NA,NA
