CodeId,LongName,English_name,freq_finngen,freq_tays,freq_total,ICD10who_match_level
F19.22,Useiden lääkeaineiden tai muun psyykkisiin toimintoihin vaikuttavan aineen aiheuttama riippuvuusoireyhtymä tällä hetkellä kliinisesti valvotulla ylläpito- tai korvauslääkityksellä (kontrolloitu riippuvuus),NA,321,23,344,match_first_code_parent
F19.23,"Useiden lääkeaineiden tai muun psyykkisiin toimintoihin vaikuttavan aineen aiheuttama riippuvuusoireyhtymä tällä hetkellä vieroittunut, mutta saa aversio- tai estolääkityshoitoa",NA,29,2,31,match_first_code_parent
F19.24,Useiden lääkeaineiden tai muun psyykkisiin toimintoihin vaikuttavan aineen aiheuttama riippuvuusoireyhtymä tällä hetkellä käyttää ainetta (aktiivinen riippuvuus),NA,1082,116,1198,match_first_code_parent
F19.25,Useiden lääkeaineiden tai muun psyykkisiin toimintoihin vaikuttavan aineen aiheuttama riippuvuusoireyhtymä jatkuva käyttö,NA,932,60,992,match_first_code_parent
F19.26,Useiden lääkeaineiden tai muun psyykkisiin toimintoihin vaikuttavan aineen aiheuttama riippuvuusoireyhtymä jaksottainen käyttö,NA,349,160,509,match_first_code_parent
F19.29,Useiden lääkeaineiden tai muun psyykkisiin toimintoihin vaikuttavan aineen aiheuttama riippuvuusoireyhtymä ei tietoa käytön luonteesta,NA,2681,84,2765,match_first_code_parent
F19.30,Useiden lääkeaineiden tai muun psyykkisiin toimintoihin vaikuttavan aineen aiheuttamat vieroitusoireet komplisoitumaton,NA,188,8,196,match_first_code_parent
F19.31,Useiden lääkeaineiden tai muun psyykkisiin toimintoihin vaikuttavan aineen aiheuttamat vieroitusoireet kouristuksia,NA,0,1,0,match_first_code_parent
F19.39,Useiden lääkeaineiden tai muun psyykkisiin toimintoihin vaikuttavan aineen aiheuttamat vieroitusoireet ei tarkempaa tietoa vierotusoireiden luonteesta,NA,54,2,56,match_first_code_parent
F19.40,Useiden lääkeaineiden tai muun psyykkisiin toimintoihin vaikuttavan aineen aiheuttamat vieroitusoireet ja sekavuustila ei kouristuksia,NA,90,14,104,match_first_code_parent
F19.41,Useiden lääkeaineiden tai muun psyykkisiin toimintoihin vaikuttavan aineen aiheuttamat vieroitusoireet ja sekavuustila kouristuksia,NA,0,10,0,match_first_code_parent
F19.49,Useiden lääkeaineiden tai muun psyykkisiin toimintoihin vaikuttavan aineen aiheuttamat vieroitusoireet ja sekavuustila ei tietoa kouristuksista,NA,33,9,42,match_first_code_parent
F19.50,Useiden lääkeaineiden tai muun psyykkisiin toimintoihin vaikuttavan aineen aiheuttama psykoottinen häiriö skitsofrenia-tyyppinen,NA,301,13,314,match_first_code_parent
F19.51,Useiden lääkeaineiden tai muun psyykkisiin toimintoihin vaikuttavan aineen aiheuttama psykoottinen häiriö pääasiassa harhaluuloisuutena ilmenevä,NA,62,3,65,match_first_code_parent
F19.52,Useiden lääkeaineiden tai muun psyykkisiin toimintoihin vaikuttavan aineen aiheuttama psykoottinen häiriö pääasiassa aistiharhaisuutena ilmenevä,NA,65,0,0,match_first_code_parent
F19.53,Useiden lääkeaineiden tai muun psyykkisiin toimintoihin vaikuttavan aineen aiheuttama psykoottinen häiriö monimuotoinen,NA,290,2,292,match_first_code_parent
F19.54,Useiden lääkeaineiden ja psyykkisiin toimintoihin vaikuttavien aineiden käytön aiheuttama psykoottinen häiriö pääasiassa masennuksen oirein ilmenevä,NA,0,0,0,match_first_code_parent
F19.55,Useiden lääkeaineiden ja psyykkisiin toimintoihin vaikuttavien aineiden käytön aiheuttama psykoottinen häiriö pääasiassa maanisin oirein ilmenevä,NA,13,0,0,match_first_code_parent
F19.56,Useiden lääkeaineiden ja psyykkisiin toimintoihin vaikuttavien aineiden käytön aiheuttama psykoottinen häiriö sekamuotoinen,NA,41,0,0,match_first_code_parent
F19.59,Useiden lääkeaineiden ja psyykkisiin toimintoihin vaikuttavien aineiden käytön aiheuttama psykoottinen häiriö määrittämätön reaktiotyyppi,NA,177,17,194,match_first_code_parent
F19.70,Useiden lääkeaineiden ja psyykkisiin toimintoihin vaikuttavien aineiden käytön aiheuttama jäännöstila takaumia (flashbacks),NA,9,0,0,match_first_code_parent
F19.71,Useiden lääkeaineiden ja psyykkisiin toimintoihin vaikuttavien aineiden käytön aiheuttama jäännöstila persoonallisuuden tai käytöksen häiriö,NA,35,0,0,match_first_code_parent
F19.72,Useiden lääkeaineiden ja psyykkisiin toimintoihin vaikuttavien aineiden käytön aiheuttama jäännöstila jälkioireinen mielialahäiriö,NA,0,0,0,match_first_code_parent
F19.73,Useiden lääkeaineiden ja psyykkisiin toimintoihin vaikuttavien aineiden käytön aiheuttama jäännöstila dementia,NA,0,0,0,match_first_code_parent
F19.74,Useiden lääkeaineiden ja psyykkisiin toimintoihin vaikuttavien aineiden käytön aiheuttama jäännöstila muu pysyvä älyllisten toimintojen heikkeneminen,NA,0,0,0,match_first_code_parent
F19.75,Useiden lääkeaineiden ja psyykkisiin toimintoihin vaikuttavien aineiden käytön aiheuttama jäännöstila myöhään alkava psykoottinen häiriö,NA,0,0,0,match_first_code_parent
F19.79,Useiden lääkeaineiden ja psyykkisiin toimintoihin vaikuttavien aineiden käytön aiheuttama jäännöstila määrittämätön psykoottinen häiriö,NA,74,6,80,match_first_code_parent
F20.00,Paranoidinen skitsofrenia jatkuva,NA,101088,4398,105486,match_first_code_parent
F20.01,Paranoidinen skitsofrenia jaksottainen ja vähitellen vaikeutuva,NA,2788,57,2845,match_first_code_parent
F20.02,Paranoidinen skitsofrenia jaksottainen mutta vakaa,NA,6127,191,6318,match_first_code_parent
F20.03,Paranoidinen skitsofrenia jaksottainen ja vähitellen lievittyvä,NA,1662,6,1668,match_first_code_parent
F20.04,Paranoidinen skitsofrenia osittainen toipuminen,NA,21232,1131,22363,match_first_code_parent
F20.05,Paranoidinen skitsofrenia täydellinen toipuminen,NA,1329,37,1366,match_first_code_parent
F20.08,Paranoidinen skitsofrenia muu,NA,1632,114,1746,match_first_code_parent
F20.09,"Paranoidinen skitsofrenia taudinkulku epäselvä, seuranta-aika liian lyhyt",NA,18445,420,18865,match_first_code_parent
F20.10,Hebefreeninen skitsofrenia jatkuva,NA,15910,1992,17902,match_first_code_parent
F20.11,"Hebefreeninen skitsofrenia jaksottainen, mihin liittyy etenevä toimintavajaus",NA,60,11,71,match_first_code_parent
F20.12,"Hebefreeninen skitsofrenia jaksottainen, mihin liittyy vakaa toimintavajaus",NA,1025,18,1043,match_first_code_parent
F20.13,"Hebefreeninen skitsofrenia jaksottainen, välillä toipuminen",NA,231,91,322,match_first_code_parent
F20.14,Hebefreeninen skitsofrenia epätäydellinen toipuminen,NA,2592,231,2823,match_first_code_parent
F20.15,Hebefreeninen skitsofrenia täydellinen toipuminen,NA,0,0,0,match_first_code_parent
F20.18,Hebefreeninen skitsofrenia muu,NA,105,28,133,match_first_code_parent
F20.19,"Hebefreeninen skitsofrenia taudinkulku epävarma, seuranta-aika liian lyhyt",NA,4488,17,4505,match_first_code_parent
F20.20,Katatoninen skitsofrenia jatkuva,NA,2177,951,3128,match_first_code_parent
F20.21,"Katatoninen skitsofrenia jaksottainen, mihin liittyy etenevä toimintavajaus",NA,12,3,15,match_first_code_parent
F20.22,"Katatoninen skitsofrenia jaksottainen, mihin liittyy vakaa toimintavajaus",NA,121,16,137,match_first_code_parent
F20.23,"Katatoninen skitsofrenia jaksottainen, välillä toipuminen",NA,217,207,424,match_first_code_parent
F20.24,Katatoninen skitsofrenia epätäydellinen toipuminen,NA,285,10,295,match_first_code_parent
F20.25,Katatoninen skitsofrenia täydellinen toipuminen,NA,0,1,0,match_first_code_parent
F20.28,Katatoninen skitsofrenia muu,NA,46,46,92,match_first_code_parent
F20.29,"Katatoninen skitsofrenia taudinkulku epävarma, seuranta-aika liian lyhyt",NA,2011,49,2060,match_first_code_parent
F20.30,Erilaistumaton skitsofrenia jatkuva,NA,88346,1884,90230,match_first_code_parent
F20.31,"Erilaistumaton skitsofrenia jaksottainen, mihin liittyy etenevä toimintavajaus",NA,829,60,889,match_first_code_parent
F20.32,"Erilaistumaton skitsofrenia jaksottainen, mihin liittyy vakaa toimintavajaus",NA,5260,200,5460,match_first_code_parent
F20.33,"Erilaistumaton skitsofrenia jaksottainen, välillä toipuminen",NA,2727,132,2859,match_first_code_parent
F20.34,Erilaistumaton skitsofrenia epätäydellinen toipuminen,NA,20406,92,20498,match_first_code_parent
F20.35,Erilaistumaton skitsofrenia täydellinen toipuminen,NA,1661,0,0,match_first_code_parent
F20.38,Erilaistumaton skitsofrenia muu,NA,1307,13,1320,match_first_code_parent
F20.39,"Erilaistumaton skitsofrenia taudinkulku epävarma, seuranta-aika liian lyhyt",NA,15965,121,16086,match_first_code_parent
F23.00,Akuutti monimuotoinen psykoottinen häiriö ilman skitsofreniaoireita tilaan ei liity akuuttia rasitetekijää,NA,1134,39,1173,match_first_code_parent
F23.01,Akuutti monimuotoinen psykoottinen häiriö ilman skitsofreniaoireita tilaan liittyy akuutti rasitetekijä,NA,835,14,849,match_first_code_parent
F23.09,Akuutti monimuotoinen psykoottinen häiriö ilman skitsofreniaoireita ei tietoa rasitetekijöistä,NA,185,2,187,match_first_code_parent
F23.10,Akuutti monimuotoinen skitsofreniaoireinen psykoottinen häiriö tilaan ei liity akuutti rasitetekijää,NA,952,2,954,match_first_code_parent
F23.11,Akuutti monimuotoinen skitsofreniaoireinen psykoottinen häiriö tilaan liittyy akuutti rasitetekijä,NA,417,10,427,match_first_code_parent
F23.19,Akuutti monimuotoinen skitsofreniaoireinen psykoottinen häiriö ei tietoa rasitetekijöistä,NA,376,1,377,match_first_code_parent
F23.20,Akuutti skitsofreenistyyppinen psykoottinen häiriö tilaan ei liity akuuttia rasitetekijää,NA,1277,45,1322,match_first_code_parent
F23.21,Akuutti skitsofreenistyyppinen psykoottinen häiriö tilaan liittyy akuutti rasitetekijä,NA,731,6,737,match_first_code_parent
F23.29,Akuutti skitsofreenistyyppinen psykoottinen häiriö ei tietoa rasitetekijöistä,NA,799,10,809,match_first_code_parent
F23.90,Määrittämätön akuutti ja ohimenevä psykoottinen häiriö tilaan ei liity akuuttia rasitetekijää,NA,2488,196,2684,match_first_code_parent
F23.91,Määrittämätön akuutti ja ohimenevä psykoottinen häiriö tilaan liittyy akuutti rasitetekijä,NA,1875,103,1978,match_first_code_parent
F23.99,Määrittämätön akuutti ja ohimenevä psykoottinen häiriö ei tietoa rasitetekijöistä,NA,2589,148,2737,match_first_code_parent
F25.00,"Skitsoaffektiivinen häiriö, maaninen muoto vain samanaikaisia mieliala- ja skitsofreniaoireita",NA,16042,1233,17275,match_first_code_parent
F25.01,"Skitsoaffektiivinen häiriö, maaninen muoto yhtäaikaisia mieliala- ja skitsofreniaoireita, skitsofreniaoireet jatkuvat pidempään kuin mielialaoireet",NA,9072,122,9194,match_first_code_parent
F25.10,"Skitsoaffektiivinen häiriö, masennusoireinen muoto vain samanaikaisia mieliala- ja skitsofreniaoireita",NA,25158,1013,26171,match_first_code_parent
F25.11,"Skitsoaffektiivinen häiriö, masennusoireinen muoto yhtäaikaisia mieliala- ja skitsofreniaoireita, skitsofreniaoireet jatkuvat pidempään kuin mielialaoireet",NA,8574,21,8595,match_first_code_parent
F25.20,Sekamuotoinen skitsoaffektiivinen häiriö vain samanaikaisia mieliala- ja skitsofreniaoireita,NA,22297,1120,23417,match_first_code_parent
F25.21,"Sekamuotoinen skitsoaffektiivinen häiriö yhtäaikaisia mieliala- ja skitsofreniaoireita, skitsofreniaoireet jatkuvat pidempään kuin mielialaoireet",NA,7936,121,8057,match_first_code_parent
F25.80,Muu skitsoaffektiivinen häiriö vain samanaikaisia mieliala- ja skitsofreniaoireita,NA,2229,116,2345,match_first_code_parent
F25.81,"Muu skitsoaffektiivinen häiriö yhtäaikaisia mieliala- ja skitsofreniaoireita, skitsofreniaoireet jatkuvat pidempään kuin mielialaoireet",NA,1020,2,1022,match_first_code_parent
F30.20,Mania ja mielialan mukaisia psykoottisia oireita,Mania with mood-congruent psychotic symptoms,963,30,993,match_first_code_parent
F30.21,Mania ja mielialan vastaisia psykoottisia oireita,Mania with mood-incongruent psychotic symptoms,378,112,490,match_first_code_parent
F31.20,Kaksisuuntaisen mielialahäiriön psykoottinen maaninen jakso mielialan mukaisia psykoottisia oireita,NA,10192,641,10833,match_first_code_parent
F31.21,Kaksisuuntaisen mielialahäiriön psykoottinen maaninen jakso mielialan vastaisia psykoottisia oireita,NA,1269,22,1291,match_first_code_parent
F31.30,"Kaksisuuntainen mielialahäiriö, masennusjakso ilman somaattista oireyhtymää",NA,29894,1890,31784,match_first_code_parent
F31.31,"Kaksisuuntainen mielialahäiriö, masennusjakso ja somaattinen oireyhtymä",NA,5605,276,5881,match_first_code_parent
F32.00,Lievä masennustila ilman somaattista oireyhtymää,NA,15313,1923,17236,match_first_code_parent
F32.01,Lievä masennustila ja somaattinen oireyhtymä,NA,1954,134,2088,match_first_code_parent
F32.10,Keskivaikea masennustila ilman somaattista oireyhtymää,NA,79771,11441,91212,match_first_code_parent
F32.11,Keskivaikea masennustila ja somaattinen oireyhtymä,NA,20389,3531,23920,match_first_code_parent
F33.00,Toistuvan masennuksen lievä masennusjakso ei somaattista oireyhtymää,NA,8902,962,9864,match_first_code_parent
F33.01,Toistuvan masennuksen lievä masennusjakso somaattinen oireyhtymä,NA,1790,76,1866,match_first_code_parent
F33.10,Toistuvan masennuksen keskivaikea masennusjakso ei somaattista oireyhtymää,NA,63321,5271,68592,match_first_code_parent
F33.11,Toistuvan masennuksen keskivaikea masennusjakso somaattinen oireyhtymä,NA,17766,2334,20100,match_first_code_parent
F33.30,"Toistuvan masennuksen vaikea, psykoottinen masennusjakso mielialan mukaisia psykoottisia oireita",NA,17177,3710,20887,match_first_code_parent
F33.31,"Toistuvan masennuksen vaikea, psykoottinen masennusjakso mielialan vastaisia psykoottisia oireita",NA,631,7,638,match_first_code_parent
F38.00,Sekamuotoinen mielialahäiriöjakso,NA,164,399,563,match_first_code_parent
F38.09,Muu yksittäinen mielialahäiriö,NA,39,3,42,match_first_code_parent
F38.10,Toistuva lyhyt masennusjakso,NA,302,2,304,match_first_code_parent
F38.19,Muu toistuva mielialahäiriö,NA,66,8,74,match_first_code_parent
F40.00,Julkisten paikkojen pelko ilman samanaikaista paniikkihäiriötä,NA,1154,16,1170,match_first_code_parent
F40.01,Julkisten paikkojen pelko samanaikainen paniikkihäiriö,NA,4029,19,4048,match_first_code_parent
F41.00,"Keskivaikea paniikkihäiriö, vähintään neljä kohtausta kuukauden aikana",NA,7928,734,8662,match_first_code_parent
F41.01,"Vaikea-asteinen paniikkihäiriö, vähintään neljä kohtausta viikossa kuukauden aikana",NA,4909,1120,6029,match_first_code_parent
F41.08,Lieväasteinen tai muu määritelty paniikkihäiriö (vähemmän kuin neljä kohtausta kuukauden aikana),NA,750,26,776,match_first_code_parent
F41.09,Määrittämätön paniikkihäiriö,NA,8844,548,9392,match_first_code_parent
F43.00,Akuutti stressireaktio lieväasteinen häiriö,NA,2998,355,3353,match_first_code_parent
F43.01,Akuutti stressireaktio keskivaikea häiriö,NA,1554,256,1810,match_first_code_parent
F43.02,Akuutti stressireaktio vaikea-asteinen häiriö,NA,751,44,795,match_first_code_parent
F43.20,Sopeutumishäiriö lyhyt masennusreaktio,NA,5376,455,5831,match_first_code_parent
F43.21,Sopeutumishäiriö pitkittynyt masennusjakso,NA,3704,1231,4935,match_first_code_parent
F43.22,Sopeutumishäiriö sekamuotoinen ahdistus- ja masennusreaktio,NA,15599,4320,19919,match_first_code_parent
F43.23,Sopeutumishäiriö muu tunne-elämän häiriö,NA,1569,259,1828,match_first_code_parent
F43.24,Sopeutumishäiriö käytöshäiriö,NA,183,87,270,match_first_code_parent
F43.25,Sopeutumishäiriö sekamuotoinen tunne-elämän ja käyttäytymisen häiriö,NA,791,544,1335,match_first_code_parent
F43.28,Sopeutumishäiriö muu hallitseva oire,NA,902,425,1327,match_first_code_parent
F43.29,Määrittämätön sopeutumishäiriö,NA,5849,2304,8153,match_first_code_parent
F44.80,Ganserin oireyhtymä,NA,161,15,176,match_first_code_parent
F44.81,Sivupersoonahäiriö,NA,685,156,841,match_first_code_parent
F44.82,Tilapäinen lapsuus- ja nuoruusiän dissosiaatio-[konversio] oireisto,NA,211,170,381,match_first_code_parent
F44.88,Muu dissosiaatiohäiriö (konversiohäiriö),NA,806,17,823,match_first_code_parent
F45.30,Elimellisoireinen toimintahäiriö sydän- ja verenkiertoelimistö,NA,85,4,89,match_first_code_parent
F45.31,Elimellisoireinen toimintahäiriö ylempi ruuansulatuskanava,NA,149,27,176,match_first_code_parent
F45.32,Elimellisoireinen toimintahäiriö alempi ruuansulatuskanava,NA,237,2,239,match_first_code_parent
F45.33,Elimellisoireinen toimintahäiriö hengityselimistö,NA,209,10,219,match_first_code_parent
F45.34,Elimellisoireinen toimintahäiriö virtsa- ja sukuelimet,NA,94,2,96,match_first_code_parent
F45.38,Elimellisoireinen toimintahäiriö muu elin tai elinjärjestelmä,NA,29,20,49,match_first_code_parent
F45.39,Elimellisoireinen toimintahäiriö usean tai määrittämättömän elimen oire,NA,139,16,155,match_first_code_parent
F52.10,Seksuaalinen vastenmielisyys,NA,0,0,0,match_first_code_parent
F52.11,Seksuaalisen nautinnon puute,NA,0,0,0,match_first_code_parent
F60.30,"Tunne-elämältään epävakaa persoonallisuus, impulsiivinen häiriötyyppi",NA,28283,3313,31596,match_first_code_parent
F60.31,"Tunne-elämältään epävakaa persoonallisuus, rajatilamuoto",NA,30893,1769,32662,match_first_code_parent
F61.0,Sekamuotoiset persoonallisuushäiriöt,Mixed personality disorders,22902,3563,26465,match_first_code_parent
F61.1,Häiritsevä persoonallisuusmuutos,NA,170,17,187,match_first_code_parent
F66.00,Sukupuolisen kypsymisen häiriö heteroseksuaalinen,NA,0,1,0,match_first_code_parent
F66.01,Sukupuolisen kypsymisen häiriö homoseksuaalinen,NA,0,0,0,match_first_code_parent
F66.02,Sukupuolisen kypsymisen häiriö biseksuaalinen,NA,0,0,0,match_first_code_parent
F66.09,Sukupuolisen kypsymisen häiriö muu tai määrittämätön,NA,0,0,0,match_first_code_parent
F66.10,Itseä häiritsevä sukupuolinen suuntautuminen heteroseksuaalinen,NA,0,0,0,match_first_code_parent
F66.11,Itseä häiritsevä sukupuolinen suuntautuminen homoseksuaalinen,NA,0,0,0,match_first_code_parent
F66.12,Itseä häiritsevä sukupuolinen suuntautuminen biseksuaalinen,NA,0,0,0,match_first_code_parent
F66.19,Itseä häiritsevä sukupuolinen suuntautuminen muu tai määrittämätön,NA,0,0,0,match_first_code_parent
F66.20,Sukupuolisuhteiden häiriö heteroseksuaalinen,NA,0,0,0,match_first_code_parent
F66.21,Sukupuolisuhteiden häiriö homoseksuaalinen,NA,0,0,0,match_first_code_parent
F66.22,Sukupuolisuhteiden häiriö biseksuaalinen,NA,0,0,0,match_first_code_parent
F66.29,Sukupuolisuhteiden häiriö muu tai määrittämätön,NA,0,0,0,match_first_code_parent
F66.80,Muu psykoseksuaalisen kehityksen häiriö heteroseksuaalinen,NA,0,0,0,match_first_code_parent
F66.81,Muu psykoseksuaalisen kehityksen häiriö homoseksuaalinen,NA,0,0,0,match_first_code_parent
F66.82,Muu psykoseksuaalisen kehityksen häiriö biseksuaalinen,NA,0,0,0,match_first_code_parent
F66.89,Muu psykoseksuaalisen kehityksen häiriö muu tai määrittämätön,NA,0,0,0,match_first_code_parent
F84.10,Alkamisiältään epätyypillinen autismi,NA,61,169,230,match_first_code_parent
F84.11,Oireiltaan epätyypillinen autismi,NA,0,522,0,match_first_code_parent
F84.12,Sekä alkamisiältään että oireiltaan epätyypillinen autismi,NA,235,8,243,match_first_code_parent
F93.80,Lapsuuden yleistynyt ahdistushäiriö,NA,711,166,877,match_first_code_parent
F93.89,Muu lapsuuden tunnehäiriö,Other childhood emotional disorders,8197,3272,11469,match_first_code_parent
F98.00,Ei-elimellinen yökastelu,Nonorganic enuresis nocturna,537,201,738,match_first_code_parent
F98.01,Ei-elimellinen päiväkastelu,NA,202,111,313,match_first_code_parent
F98.02,Ei-elimellinen yö- ja päiväkastelu,NA,348,480,828,match_first_code_parent
F98.10,Ei-elimellinen tuhriminen fysiologisen suolen hallinnan saavuttamisen epäonnistuminen,NA,104,167,271,match_first_code_parent
F98.11,Ei-elimellinen tuhriminen ulostaminen sopimattomiin paikkoihin huolimatta riittävästä suolen hallinnasta ja kiinteydeltään normaaleista ulosteista,NA,0,0,0,match_first_code_parent
F98.12,Ei-elimellinen tuhriminen ja erittäin löysät ulosteet,NA,0,0,0,match_first_code_parent
F98.19,Ei-elimellinen tuhriminen muu tai määrittämätön,NA,95,185,280,match_first_code_parent
F98.40,Kaavamaiset liikehäiriöt ei itseä vahingoittavat,NA,0,0,0,match_first_code_parent
F98.41,Kaavamaiset liikehäiriöt itseä vahingoittavat,NA,0,0,0,match_first_code_parent
F98.42,Kaavamaiset liikehäiriöt sekamuotoinen tai määrittämätön,NA,0,0,0,match_first_code_parent
G01*A01.0,Lavantautiin liittyvä aivokalvotulehdus,Meningitis (in) typhoid fever,0,0,0,match_first_code
G01*A02.2,Salmonellan aiheuttama aivokalvotulehdus,Salmonella meningitis,0,1,0,match_first_code
G01*A17.0,Tuberkuloottinen meningiitti,Tuberculous meningitis,0,13,0,match_first_code
G01*A22.8,Pernaruton aiheuttama aivokalvotulehdus,Anthrax meningitis+,0,0,0,match_first_code
G01*A27.9,Leptospiroosiin liittyvä aivokalvotulehdus,Meningitis (in) leptospirosis,0,0,0,match_first_code
G01*A32.1,Listerian aiheuttama aivokalvotulehdus,Listerial meningitis,16,33,49,match_first_code
G01*A39.0,Meningokokin aiheuttama aivokalvotulehdus,Meningococcal meningitis,28,2,30,match_first_code
G01*A50.4,Myöhäinen synnynnäisen kupan aiheuttama aivokalvotulehdus,Late congenital syphilitic meningitis+,0,0,0,match_first_code
G01*A51.4,Sekundaarisen kupan aiheuttama aivokalvotulehdus,Secondary syphilitic meningitis+,0,1,0,match_first_code
G01*A52.1,Myöhäiskupan aiheuttama aivokalvotulehdus,Late syphilitic meningitis+,0,0,0,match_first_code
G01*A54.8,Gonokokin aiheuttama aivokalvotulehdus,Gonococcal meningitis+,0,0,0,match_first_code
G01*A69.2,Lymen borrelioosiin liittyvä aivokalvotulehdus,Meningitis (in) Lyme disease,103,25,128,match_first_code
G02.0*A87.0,Enteroviruksen aiheuttama aivokalvotulehdus,Enteroviral meningitis,0,1,0,match_first_code
G02.0*A87.1,Adenoviruksen aiheuttama aivokalvotulehdus,Adenoviral meningitis,0,1,0,match_first_code
G02.0*B00.3,Herpesviruksen aiheuttama aivokalvotulehdus,Herpesviral meningitis,107,17,124,match_first_code
G02.0*B02.1,Vyöruusuun liittyvä aivokalvotulehdus,Zoster meningitis,7,10,17,match_first_code
G02.0*B06.0,Vihurirokkoviruksen aiheuttama aivokalvotulehdus,Rubella meningitis,0,0,0,match_first_code
G02.0*B26.1,Sikotaudin aivokalvotulehdus,Mumps meningitis,0,0,0,match_first_code
G02.0*B27.9,Mononukleoosiin liittyvä aivokalvotulehdus,Meningitis (due to) infectious mononucleosis,0,1,0,match_first_code
G02.1*B37.5,Kandidan aiheuttama aivokalvotulehdus,Candidal meningitis,0,2,0,match_first_code
G02.1*B45.1,Kryptokokkoosiin liittyvä aivokalvotulehdus,Cryptococcal meningitis,0,26,0,match_first_code
G02.8*B56.9,Afrikkalaiseen trypanosomiaasiin liittyvä aivokalvotulehdus,Meningitis due to African trypanosomiasis,0,0,0,match_first_code
G02.8*B57.4,Pitkäaikaiseen Chagasin tautiin liittyvä aivokalvotulehdus,Meningitis due to Chagas' disease (chronic),0,0,0,match_first_code
G05.0*A17.8,Tuberkuloottinen aivokalvo-aivotulehdus,Tuberculous meningoencephalitis,0,1,0,match_first_code
G05.0*A32.1,Listerioosiin liittyvä aivotulehdus/selkäydintulehdus/aivo-selkäydintulehdus,"Encephalitis, myelitis or encephalomyelitis (in) listerial",0,0,0,match_first_code
G05.0*A39.8,Meningokokkisairauteen liittyvä aivotulehdus/selkäydintulehdus/aivo-selkäydintulehdus,"Encephalitis, myelitis or encephalomyelitis (in) meningococcal",0,0,0,match_first_code
G05.0*A50.4,Synnynnäiseen kuppaan liittyvä aivotulehdus/selkäydintulehdus/aivo-selkäydintulehdus,"Encephalitis, myelitis or encephalomyelitis (in) syphilis: congenital",0,0,0,match_first_code
G05.0*A52.1,Myöhäiskupan aiheuttama aivotulehdus,Late syphilitic encephalitis+,0,0,0,match_first_code
G05.1*A85.0,Enterovirusinfektioon liittyvä aivotulehdus/selkäydintulehdus/aivo-selkäydintulehdus,"Encephalitis, myelitis or encephalomyelitis (in) enteroviral",45,1,46,match_first_code
G05.1*A85.1,Adenovirusinfektioon liittyvä aivotulehdus/selkäydintulehdus/aivo-selkäydintulehdus,"Encephalitis, myelitis or encephalomyelitis (in) adenoviral",0,0,0,match_first_code
G05.1*B00.4,Herpesviruksen aiheuttama aivokalvojen ja aivojen tulehdus,Herpesviral meningoencephalitis,202,130,332,match_first_code
G05.1*B02.0,Vyöruusuun liittyvä aivotulehdus,Zoster encephalitis,0,30,0,match_first_code
G05.1*B06.0,Vihurirokkoviruksen aiheuttama aivotulehdus,Rubella encephalitis,0,0,0,match_first_code
G05.1*B25.8,Sytomegalovirusinfektioon liittyvä aivotulehdus/selkäydintulehdus/aivo-selkäydintulehdus,"Encephalitis, myelitis or encephalomyelitis (in) cytomegaloviral",0,12,0,match_first_code
G05.1*B26.2,Sikotaudin aivotulehdus,Mumps encephalitis,0,0,0,match_first_code
G05.1*J09,"Influenssaan liittyvä aivotulehdus/selkäydintulehdus/aivo-selkäydintulehdus, aiheuttaja tietyt tunnistetut virustyypit",NA,23,1,24,match_first_code
G05.1*J10.8,"Influenssaan liittyvä aivotulehdus/selkäydintulehdus/aivo-selkäydintulehdus, muu tunnistettu influenssavirus",NA,22,0,0,match_first_code
G05.1*J11.8,"Influenssaan liittyvä aivotulehdus/selkäydintulehdus/aivo-selkäydintulehdus, tunnistamaton virus",NA,0,5,0,match_first_code
G05.2*B57.4,Pitkäaikaiseen Chagasin tautiin liittyvä aivotulehdus ja/tai selkäydintulehdus,"Encephalitis, myelitis or encephalomyelitis in Chagas' disease (chronic)",0,0,0,match_first_code
G05.2*B58.2,Toksoplasmoosiin liittyvä aivokalvo-aivotulehdus,Toxoplasma meningoencephalitis,0,0,0,match_first_code
G05.2*B60.2,Primaarinen ameban aiheuttama aivokalvo-aivotulehdus,Primary amoebic meningoencephalitis+,0,0,0,match_first_code
G05.2*B83.2,Eosinofiilinen aivokalvo-aivotulehdus,Eosinophilic meningoencephalitis+,0,0,0,match_first_code
G05.8*M32.1,Systeemiseen lupus erythematosukseen (SLE) liittyvä aivotulehdus,Encephalitis in systemic lupus erythematosus,141,124,265,match_first_code
G07*A06.6,Ameban aiheuttama aivopaise,Amoebic brain abscess,0,0,0,match_first_code
G07*A17.1,Aivokalvojen tuberkulooma,Meningeal tuberculoma,0,1,0,match_first_code
G07*A17.8,Aivojen tuberkuloosi,Tuberculoma or tuberculosis of brain or spinal cord,0,0,0,match_first_code
G07*A54.8,Gonokokin aiheuttama aivopaise,Gonococcal brain abscess+,0,0,0,match_first_code
G07*B65.9,Määrittämättömään skistosomiaasiin liittyvä aivogranulooma,Schistosomiasis granuloma of brain,0,0,0,match_first_code
G10+F02.29,Huntingtonin tautiin liittyvä dementia ei tietoa liitännäisoireista,NA,0,0,0,match_first_code
G11.00,Pikkuaivojen dysplasia and aplasia,Cerebellar dysplasia and aplasia,0,20,0,match_first_code_parent
G11.01,Joubert oireyhtymä,Joubert syndrome,0,0,0,match_first_code_parent
