sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:Pitkä.nimi,matchScore,mappingStatus,conceptId,comment
U -EryLier,,3565,,NA Urine,0.0,APPROVED,45878403,
S -FtaalhE,,1,,NA Serum,0.0,UNCHECKED,0,
dU-LZM,dU-Lysozyme diurnal Urine,5,,dU-Lysotsyymi,0.6365972757339478,UNCHECKED,4028846,
U -GraLier,,3565,,NA Urine,0.0,APPROVED,45884161,
S -FuoxAbG,,1,,NA Serum,0.0,UNCHECKED,0,
B -LDLRe-D,"B -LLD receptor gene mutation, DNA study Blood",16,,"B -LDL-reseptorigeenin mutaatio, DNA-tutkimus",0.30602899193763733,UNCHECKED,40485489,
-InfANhO,"-Fluenza A virus, nucleic acid (quat) NA",2444,,"-Influenssa A -virus, nukleiinihappo (kval)",0.6009297966957092,APPROVED,44806470,
U -JyvLier,,3565,,NA Urine,0.0,APPROVED,45884161,
S -FuprAbG,,1,,NA Serum,0.0,UNCHECKED,0,
B -PLAbSPR,,16,,NA Blood,0.0,UNCHECKED,0,
U -Kiteet,,3565,,NA Urine,0.0,APPROVED,36303858,
B -TromAbO,"B Platelets, Antibodies (Qual) Blood",186,,"B -Trombosyytit, vasta-aineet (kval)",0.4796721339225769,UNCHECKED,4129067,
B -TrFuMP,,16,,NA Blood,0.0,UNCHECKED,0,
U -Lima,,3565,,NA Urine,0.0,APPROVED,36304079,
S -LohiE,"S -Salmon (f41), IgE antibodies Serum",23,,"S -Lohi (f41), IgE-vasta-aineet",0.3245677053928375,UNCHECKED,4190029,
B -Varasto,,16,,NA Blood,0.0,UNCHECKED,0,
U -Lymf,,3565,,NA Urine,0.0,APPROVED,37017332,
S -OvomukE,,23,,NA Serum,0.0,UNCHECKED,0,
PÄIV,,16,,NA NA,0.0,UNCHECKED,0,
U -Makrof,,3565,,NA Urine,0.0,APPROVED,43055190,
U -TubLier,,3565,,NA Urine,0.0,APPROVED,36304468,
U -TubLier,,3565,,NA Urine,0.0,APPROVED,45878160,
B -CHATC-D,B - Study of Choline Acetyltransferase Gene Mutations in Congenital Myasthenia-Apnea Syndrome (CMS-EA) Blood,2,,B -Koliiniasetyylitransferaasigeenin mutaatioiden tutkimus kongenitaalisessa myastenia-apnea-syndroomassa (CMS-EA),0.4480336010456085,UNCHECKED,4046356,
dU-Oligs-O,"dU-Oligosaccharides, screening (qual) diurnal Urine",5,,"dU-Oligosakkaridit, seulonta (kval)",0.49508437514305115,UNCHECKED,4263604,
U -Cl,U-Chloride Urine,23,,U -Kloridi,0.6236214637756348,UNCHECKED,4179018,
U -TubulEp,,3565,,NA Urine,0.0,APPROVED,3000850,
U -TubulEp,,3565,,NA Urine,0.0,APPROVED,45878160,
B -CMT-D,,2,,NA Blood,0.0,UNCHECKED,0,
Pf-Diffi,"Pf-Leukocytes, specification Pleural fluid",2408,,"Pf-Leukosyytit, erittelylaskenta",0.48047778010368347,APPROVED,3012441,
-CrneAg,"-Cryptococcus neoformans, antigen NA",185,,"-Cryptococcus neoformans, antigeeni",0.8105995655059814,UNCHECKED,4025792,
Erit.n.ott,,5,,NA NA,0.0,UNCHECKED,0,
-2x6mlEDTA,,22,,NA NA,0.0,UNCHECKED,0,
U -VahLier,,3565,,NA Urine,0.0,APPROVED,45880596,
10 Hevonen,,94,,NA NA,0.0,UNCHECKED,0,
B -HPA-1,,22,,NA Blood,0.0,UNCHECKED,0,
U -VälimEp,,3565,,NA Urine,0.0,APPROVED,36303790,
U -VälimEp,,3565,,NA Urine,0.0,APPROVED,4146756,
11 Koira,,94,,NA NA,0.0,UNCHECKED,0,
S -5-HT,S -Hydroxytryptamine (5-) Serum,16,,S -Hydroksitryptamiini (5-),0.5863102078437805,UNCHECKED,4097623,
B -HPA-15,,22,,NA Blood,0.0,UNCHECKED,0,
F -K,F -Potassium Feces,5,,F -Kalium,0.5912792086601257,UNCHECKED,4229130,
P -CA19-9,,3528,,NA Plasma,0.0,APPROVED,3022914,
12 Kissa,,94,,NA NA,0.0,UNCHECKED,0,
Pf-Solut,Pf-Solut Pleural fluid,2401,,Pf-Solut,0.5853486657142639,APPROVED,3045788,
S -All-K82,,16,,NA Serum,0.0,UNCHECKED,0,
B -HPA-2,,22,,NA Blood,0.0,UNCHECKED,0,
GluMitKont,,5,,NA NA,0.0,UNCHECKED,0,
cB-Laktaat,,3462,,NA capillary Blood,0.0,APPROVED,3028271,
13 Lehmä,,94,,NA NA,0.0,UNCHECKED,0,
S -FusMonE,"S-Fusarium moniliforme (F. proliferatum, m9), IgE antibodies Serum",1,,"S -Fusarium moniliforme (F. proliferatum, m9), IgE-vasta-aineet",0.4238418936729431,UNCHECKED,4212627,
B -HPA-3,,22,,NA Blood,0.0,UNCHECKED,0,
Li-AMPA1Ab,,5,,NA Liquor cerebrospinalis,0.0,UNCHECKED,0,
Bm-GenEsik,,3450,,NA Bone marrow,0.0,UNCHECKED,0,Pretreatment of genetic material
S -DST,S -Disialotransferrin Serum,185,,S -Disialotransferriini,0.6577198505401611,UNCHECKED,37392738,
14 D.Farin,,94,,NA NA,0.0,UNCHECKED,0,
S -FusuAbG,,1,,NA Serum,0.0,UNCHECKED,0,
B -HPA-5,,22,,NA Blood,0.0,UNCHECKED,0,
Li-EvirAb,,5,,NA Liquor cerebrospinalis,0.0,UNCHECKED,0,
15 D.Ptero,,94,,NA NA,0.0,UNCHECKED,0,
B -HPA-6,,22,,NA Blood,0.0,UNCHECKED,0,
Li-GABB1Ab,,5,,NA Liquor cerebrospinalis,0.0,UNCHECKED,0,
4 Leppä,,94,,NA NA,0.0,UNCHECKED,0,
B -PLAbSPR,,22,,NA Blood,0.0,UNCHECKED,0,
5 Nurminat,,94,,NA NA,0.0,UNCHECKED,0,
S -Bil-Kj,S-Bilirubin conjugate Serum,16,,S -Bilirubiinikonjugaatit,0.7627480030059814,UNCHECKED,4184442,
6 Timotei,,94,,NA NA,0.0,UNCHECKED,0,
S -ChglAbE,,16,,NA Serum,0.0,UNCHECKED,0,
S -Fytah,S-Phytonic Acid Serum,1,,S -Fytaanihappo,0.5199017524719238,UNCHECKED,4314698,
7 Niittynu,,94,,NA NA,0.0,UNCHECKED,0,
dU-HVA,dU-Homovanillinate diurnal Urine,184,,dU-Homovanillinaatti,0.5193594098091125,UNCHECKED,4225103,
8 Pujo,,94,,NA NA,0.0,UNCHECKED,0,
S -DNAnAb,"S DNA, native, antibodies Serum",3444,,"S -DNA, natiivi, vasta-aineet",0.3202879726886749,APPROVED,4339109,
S -AGA,,183,,NA Serum,0.0,UNCHECKED,0,
9 Voikukka,,94,,NA NA,0.0,UNCHECKED,0,
P -PC-Ag,"P -Protein C, Plasma Antigen",5,,"P -Proteiini C, antigeeni",0.6136745810508728,UNCHECKED,4297392,
U -IgLcL,,3444,,NA Urine,0.0,APPROVED,4136577,
S -KoivspE,,183,,NA Serum,0.0,UNCHECKED,0,
U -IgLcK,,3439,,NA Urine,0.0,APPROVED,4133528,
S -Fytah,S-Phytonic Acid Serum,1,,S -Fytaanihappo,0.5199017524719238,UNCHECKED,4314698,
Li-B2Miglo,Li-Beta-2-microglobulin Liquor cerebrospinalis,22,,Li-Beeta-2-mikroglobuliini,0.6074489951133728,UNCHECKED,3046050,
S -DNAnAb.,,3432,,NA Serum,0.0,APPROVED,4339109,
S -FytahOs,,1,,NA Serum,0.0,UNCHECKED,0,
S -InkoAb,"S -Inkoo virus, antibodies Serum",16,,"S -Inkoo-virus, vasta-aineet",0.6542997360229492,UNCHECKED,4163405,
S -DNAnIF,,3432,,NA Serum,0.0,APPROVED,40765957,
S -DNAnIF,,3432,,NA Serum,0.0,APPROVED,40765964,
S -KostAbE,,16,,NA Serum,0.0,UNCHECKED,0,
Ts-PAD-2,"Histological examination of a Ts-tissue sample, 4 or more specified small samples Tissue",2377,,"Ts-Kudosnäytteen histologinen tutkimus, 4 tai useampia eriteltyjä pieniä näytteitä",0.41725414991378784,APPROVED,4056556,
Pf-ADA,Pf-Adenosine deaminase Pleural fluid,94,,Pf-Adenosiinideaminaasi,0.7040413618087769,UNCHECKED,37399731,
S -StalAbE,,16,,NA Serum,0.0,UNCHECKED,0,
Pf-Eos,,2373,,NA Pleural fluid,0.0,APPROVED,3001893,
S -StchAbE,,16,,NA Serum,0.0,UNCHECKED,0,
S -Gabapen,S-Gabapentin Serum,1,,S -Gabapentiini,0.6379609107971191,UNCHECKED,37393455,
P -TNF,"P -Tumor necrosis factor, alpha Plasma",5,,"P -Tuumorinekroositekijä, alfa",0.6871355772018433,UNCHECKED,4216487,
S -StpnAb,"S-Streptococcus pneumoniae, antibodies Serum",183,,"S -Streptococcus pneumoniae, vasta-aineet",0.7390685081481934,UNCHECKED,4026123,
Pf-Gran,,2373,,NA Pleural fluid,0.0,APPROVED,44786800,
Pf-Gran,,2373,,NA Pleural fluid,0.0,APPROVED,4100638,
S -SthaAbE,,16,,NA Serum,0.0,UNCHECKED,0,
S -GreippE,,1,,NA Serum,0.0,UNCHECKED,0,
P -vKorsol,,5,,NA Plasma,0.0,UNCHECKED,0,
B -InTEM,,181,,NA Blood,0.0,UNCHECKED,0,
Pf-Lymf,,2373,,NA Pleural fluid,0.0,APPROVED,3005532,
S -PRLbio,,123,,NA Serum,0.0,UNCHECKED,0,
S -aAldos,,5,,NA Serum,0.0,UNCHECKED,0,
Pf-MuutSol,,2373,,NA Pleural fluid,0.0,APPROVED,46234830,
S -PRLrec,,123,,NA Serum,0.0,UNCHECKED,0,
S -All-F75,,5,,NA Serum,0.0,UNCHECKED,0,
dU-IgLcK,"dU-Immunoglobulin, light chains, Kappa diurnal Urine",3429,,"dU-Immunoglobuliini, kevyet ketjut, Kappa",0.6652990579605103,APPROVED,3045582,
P -CA12-5,,2366,,NA Plasma,0.0,APPROVED,4197913,
S -All-F79,,5,,NA Serum,0.0,UNCHECKED,0,
S -All-F9,,5,,NA Serum,0.0,UNCHECKED,0,
Pf-CEA,Pf-Carcinoembryonic antigen Pleural fluid,94,,Pf-Karsinoembryonaalinen antigeeni,0.7203473448753357,UNCHECKED,4284823,
S -All-F92,,5,,NA Serum,0.0,UNCHECKED,0,
S -Digoks,S-Digoxin Serum,2365,,S -Digoksiini,0.6816475987434387,APPROVED,4155242,
S -HBsAg,"S-Hepatitis B virus, s-antigen Serum",1,,"S -Hepatiitti B -virus, s-antigeeni",0.6097638607025146,UNCHECKED,4121997,
S -All-G8,,5,,NA Serum,0.0,UNCHECKED,0,
Li-BKVNh,"Li-BK virus, nucleic acid (quantum) Liquor cerebrospinalis",22,,"Li-BK-virus, nukleiinihappo (kvant)",0.4468323886394501,UNCHECKED,37394267,
F -VirEm,"F-virus, detection by electron microscopy Feces",179,,"F -Virus, osoitus elektronimikroskopialla",0.6010427474975586,UNCHECKED,4098205,
Ts-Kromos,Ts-Chromosome Research Tissue,122,,Ts-Kromosomitutkimus,0.517973780632019,UNCHECKED,45880926,
S -All-M6,,5,,NA Serum,0.0,UNCHECKED,0,
Mi-2a,,22,,NA NA,0.0,UNCHECKED,0,
S -AMPA2Ab,,5,,NA Serum,0.0,UNCHECKED,0,
dU-IgLcL,"dU-Immunoglobulin, light chains, Lambda diurnal Urine",3429,,"dU-Immunoglobuliini, kevyet ketjut, Lambda",0.6515676975250244,APPROVED,3047220,
S -ADA,S -Adenosine Deaminase Serum,94,,S -Adenosiinideaminaasi,0.7320215702056885,UNCHECKED,4146610,
B -VeIoni1,,3380,,NA Blood,0.0,APPROVED,4081838,
B -VeIoni1,,3380,,NA Blood,0.0,APPROVED,40758360,
U -IgLcK,,93,,NA Urine,0.0,UNCHECKED,0,
S -All-F4,,92,,NA Serum,0.0,UNCHECKED,0,
P -Vuotot,P -Exploitation tendency Plasma,2356,,P -Vuototaipumuksen selvittely,0.5175944566726685,APPROVED,4150222,
-PoVNhO,"-Polyoma virus, nucleic acid (qual) NA",121,,"-Polyoomavirus, nukleiinihappo (kval)",0.5178523063659668,UNCHECKED,44789503,
-HinNhO,,2344,,NA NA,0.0,APPROVED,36309338,
-HinNhO,,2344,,NA NA,0.0,APPROVED,4162526,
S -hCG-B-V,"S-Chorionic gonadotropin-B subunit, human, free Serum",1,,"S -Koriongonadotropiini-B-alayksikkö, ihmisen, vapaa",0.5624704360961914,UNCHECKED,4210722,
-StpnNhO,,2344,,NA NA,0.0,APPROVED,36308174,
-StpnNhO,,2344,,NA NA,0.0,APPROVED,4162526,
S -Hom4AbG,,1,,NA Serum,0.0,UNCHECKED,0,
Pl-PAD,Pl-placental histological examination Placenta,179,,Pl-Istukan histologinen tutkimus,0.5430724620819092,UNCHECKED,4225119,
S -HTLVJt,,1,,NA Serum,0.0,UNCHECKED,0,
S -Ferrit,S-Ferritin Serum,2312,,S -Ferritiini,0.5226908922195435,APPROVED,4148588,
S -AnanasE,"S-Pineapple (f210), IgE antibodies Serum",5,,"S -Ananas (f210), IgE-vasta-aineet",0.3832647502422333,UNCHECKED,3021661,
P -C-PeptA,"P -C peptide, proinsulin, postprandial Plasma",22,,"P -C-peptidi, proinsuliinin, aterianjälkeinen",0.32376599311828613,UNCHECKED,4269036,
vB-VeIoni3,,2294,,NA venous Blood,0.0,APPROVED,4081838,
vB-VeIoni3,,2294,,NA venous Blood,0.0,APPROVED,4203287,
vB-VeIoni3,,2294,,NA venous Blood,0.0,APPROVED,40758360,
B -Hb-Fr,"B -Hemoglobin, fractions Blood",120,,"B -Hemoglobiini, fraktiot",0.5388715863227844,UNCHECKED,4018324,
S -DGPAbG,"S-Gliadin peptides, deamidated, IgG antibodies Serum",92,,"S -Gliadiinipeptidit, deamidoidut, IgG-vasta-aineet",0.47111013531684875,UNCHECKED,3050371,
S -Aripi,S-Aripiprazole Serum,5,,S -Aripipratsoli,0.6487542986869812,UNCHECKED,3052944,
S -AsflAbE,,5,,NA Serum,0.0,UNCHECKED,0,
S -AsniAbE,,5,,NA Serum,0.0,UNCHECKED,0,
S -AsocAbE,,5,,NA Serum,0.0,UNCHECKED,0,
S -InsuRAb,"S -Insulin, receptor, antibodies Serum",1,,"S -Insuliini, reseptori, vasta-aineet",0.5461628437042236,UNCHECKED,4004700,
Li-HemaFc,"Li-Leukocyte Surface Markers, Liquor Liquor cerebrospinalis",177,,"Li-Leukosyyttien pintamarkkerit, likvor",0.3591286838054657,UNCHECKED,4043455,
S -AspeAbE,,5,,NA Serum,0.0,UNCHECKED,0,
S -Itracon,,1,,NA Serum,0.0,UNCHECKED,0,
S -AChRAb,,177,,NA Serum,0.0,UNCHECKED,0,
S -AsteAbE,,5,,NA Serum,0.0,UNCHECKED,0,
Lr-PAD,Histological examination of Lr-Liver Liver,2269,,Lr-Maksan histologinen tutkimus,0.5096325874328613,APPROVED,43531140,
S -HSV2AbG,"S-Herpes simplex virus type 2, IgG antibodies Serum",22,,"S -Herpes simplex -virus tyyppi 2, IgG-vasta-aineet",0.6765291094779968,UNCHECKED,44805997,
S -Itracon,,1,,NA Serum,0.0,UNCHECKED,0,
Gi-PAD-4,"Histological examination of a sample of the Gi-Gi region, extensive surgical preparation Gastrointestinal canal",3346,,"Gi-Gi-alueen näytteen histologinen tutkimus, laaja leikkauspreparaatti",0.3933526873588562,APPROVED,43531144,
Gi-PAD-4,"Histological examination of a sample of the Gi-Gi region, extensive surgical preparation Gastrointestinal canal",3346,,"Gi-Gi-alueen näytteen histologinen tutkimus, laaja leikkauspreparaatti",0.3933526873588562,APPROVED,43531142,
S -B2GPSPR,,177,,NA Serum,0.0,UNCHECKED,0,
S -AukusiE,,5,,NA Serum,0.0,UNCHECKED,0,
S -SalmAbA,"S-Salmonella, IgA antibodies Serum",92,,"S -Salmonella, IgA-vasta-aineet",0.5309799313545227,UNCHECKED,4025135,
S -PDTAb,,22,,NA Serum,0.0,UNCHECKED,0,
S -KemVast,,1,,NA Serum,0.0,UNCHECKED,0,
Bm-Vi,,3345,,NA Bone marrow,0.0,APPROVED,4252860,
S -IgE-Pse,"S-Immunoglobulin E, Basic Screening and Specification Serum",120,,"S -Immunoglobuliini E, perusseulonta ja erittely",0.5849948525428772,UNCHECKED,4303005,
S -ChglAbG,,5,,NA Serum,0.0,UNCHECKED,0,
S -All-G6,,91,,NA Serum,0.0,UNCHECKED,0,
B -VeriPal,,3327,,NA Blood,0.0,UNCHECKED,0,Return of the blood sample
fP-Aminoh,,119,,NA Plasma from fasting patient,0.0,UNCHECKED,0,
S -ChipipE,,5,,NA Serum,0.0,UNCHECKED,0,
LaskOS,,3327,,NA NA,0.0,UNCHECKED,0,bill to be sent to the department
S -ChlaCF,,5,,NA Serum,0.0,UNCHECKED,0,
TUOTEKOODI,,3327,,NA NA,0.0,UNCHECKED,0,Product code
TuoteKÄYT,,3327,,NA NA,0.0,UNCHECKED,0,Product available for usage
S -PROG,S-Progesterone Serum,91,,S -Progesteroni,0.6048692464828491,UNCHECKED,37398201,
TuYKSNRO,,3327,,NA NA,0.0,UNCHECKED,0,Product unit number
S -B12-TC2,"Vitamin S-B12, Serum bound to transcobalamin II",2257,,"S -B12-vitamiini, transkobalamiini II:een sitoutunut",0.4994581341743469,APPROVED,4020693,
vB-tO2c,,3325,,NA venous Blood,0.0,APPROVED,3011648,
S -OHKarba,S -Hydroxycarbazepine (10-) Serum,119,,S -Hydroksikarbatsepiini (10-),0.6809374094009399,UNCHECKED,45768567,
Pt-Paino,,3305,,NA Patient,0.0,APPROVED,3025315,
S -KiiviE,"S Kiwi (f84), IgE antibodies Serum",1,,"S -Kiivi (f84), IgE-vasta-aineet",0.4089124798774719,UNCHECKED,4189851,
S -TrspAb,"S -Trichinella spiralis, antibodies Serum",22,,"S -Trichinella spiralis, vasta-aineet",0.644347608089447,UNCHECKED,4044267,
S -KurpitE,,1,,NA Serum,0.0,UNCHECKED,0,
S -ChpsAb,"S -Chlamydia psittaci, antibodies Serum",5,,"S -Chlamydia psittaci, vasta-aineet",0.6567671298980713,UNCHECKED,4032644,
S -LampliE,,1,,NA Serum,0.0,UNCHECKED,0,
P -aFXaRiv,"P-Rivaroxaban, inhibitory effect on coagulation factor Xa Plasma",176,,"P -Rivaroksabaani, estovaikutus hyytymistekijä Xa:han",0.6238126158714294,UNCHECKED,35622303,
S -OKarba,S-Oxcarbazepine Serum,119,,S -Okskarbatsepiini,0.775281548500061,UNCHECKED,44789322,
KardAbGSPR,,174,,NA NA,0.0,UNCHECKED,0,
U -IgLcK,,119,,NA Urine,0.0,UNCHECKED,0,
fP-B6-Vit,fP-vitamin B6 Plasma from fasting patient,90,,fP-B6-vitamiini,0.4421006739139557,UNCHECKED,4038509,
Sy-Diffi,"Sy-Leukocytes, Specification Synovial fluid",2197,,"Sy-Leukosyytit, erittelylaskenta",0.5625870823860168,APPROVED,3045777,
S -Leveti,S-Levetiracetam Serum,1,,S -Levetirasetaami,0.7418879866600037,UNCHECKED,37399319,
-GcVi,"-Neisseria gonorrhoeae, cultivation NA",21,,"-Neisseria gonorrhoeae, viljely",0.7313743233680725,UNCHECKED,36309371,
S -LupsieE,,1,,NA Serum,0.0,UNCHECKED,0,
Sy-Solut,Sy-Cell Synovial fluid,2194,,Sy-Solut,0.7016034126281738,APPROVED,4263865,
S -LuumuE,,1,,NA Serum,0.0,UNCHECKED,0,
Sk-PADIhot,Histological examination of Sk-Rash specimen Skin,3288,,Sk-Ihottumanäytteen histologinen tutkimus,0.49640214443206787,APPROVED,43531286,
S -MorbAb,"S-Measles virus, antibodies Serum",488,,"S -Tuhkarokkovirus, vasta-aineet",0.6508639454841614,UNCHECKED,4025644,
S -ChpsAbG,"S -Chlamydia psittaci, IgG antibodies Serum",5,,"S -Chlamydia psittaci, IgG-vasta-aineet",0.6283124089241028,UNCHECKED,4032644,
S -Metad,S-Methadone Serum,1,,S -Metadoni,0.6685013771057129,UNCHECKED,36308625,
S -Osmol,S-Osmolality Serum,3273,,S -Osmolaliteetti,0.6683263182640076,APPROVED,3008295,
S -OH-Itra,,1,,NA Serum,0.0,UNCHECKED,0,
S -OvalbuE,,1,,NA Serum,0.0,UNCHECKED,0,
B -BCR-QR,"B -BCR / ABL gene fusion RNAs (9:22), (quantum) Blood",118,,"B -BCR/ABL-geenien fuusio-RNA: t(9:22), (kvant)",0.30677294731140137,UNCHECKED,37109936,
U -ProKre,U -Protein to Creatinine Ratio Urine,2175,,U -Proteiinin ja kreatiniinin suhde,0.4889243543148041,APPROVED,4193718,
-HHV6Nh,"-Human herpesvirus-6 (HHV-6), nucleic acid (quantum) NA",89,,"-Human herpesvirus-6 (HHV-6), nukleiinihappo (kvant)",0.4777248501777649,UNCHECKED,44790045,
B -HbHPLC,,118,,NA Blood,0.0,UNCHECKED,0,
B -SC-Vi,,2174,,NA Blood,0.0,APPROVED,4302080,
S -Oxpam,S-Oxazepam Serum,1,,S -Oksatsepaami,0.6774359345436096,UNCHECKED,3024954,
Bm-DNAex,,2174,,NA Bone marrow,0.0,APPROVED,45771306,
Bm-DNAex,,2174,,NA Bone marrow,0.0,APPROVED,36309185,
S -ChpsAbM,"S -Chlamydia psittaci, IgM antibodies Serum",5,,"S -Chlamydia psittaci, IgM-vasta-aineet",0.6250297427177429,UNCHECKED,4032644,
S -CH100,"S -Complement, total activity Serum",484,,"S -Komplementti, kokonaisaktiivisuus",0.5351072549819946,UNCHECKED,4018034,
S-CH100MBL,,479,,NA NA,0.0,UNCHECKED,0,
Pt-Krea-Cl,Pt-Creatinine Elimination Patient,3263,,Pt-Kreatiniinin poistuma,0.46288925409317017,APPROVED,4042762,
Li-HHV6NhO,"Li-Human herpesvirus-6, nucleic acid (Qual) Liquor cerebrospinalis",21,,"Li-Human herpesvirus-6, nukleiinihappo (kval)",0.4125216603279114,UNCHECKED,45769599,
S -Paroks,S-Paroxetine Serum,1,,S -Paroksetiini,0.6327954530715942,UNCHECKED,3018391,
S -PechAbG,,1,,NA Serum,0.0,UNCHECKED,0,
S -PecrAbG,,1,,NA Serum,0.0,UNCHECKED,0,
Li-CXCL13,Li-CXCL13 chemokine Liquor cerebrospinalis,118,,Li-CXCL13 -kemokiinipitoisuus,0.4849240481853485,UNCHECKED,44816808,
S -PeexAbG,,1,,NA Serum,0.0,UNCHECKED,0,
B -Lymf,,117,,NA Blood,0.0,UNCHECKED,0,
U -ProKre,U -Protein to Creatinine Ratio Urine,2173,,U -Proteiinin ja kreatiniinin suhde,0.4889243543148041,APPROVED,4193718,
S -PeglAbG,,1,,NA Serum,0.0,UNCHECKED,0,
CD4/CD8,,117,,NA NA,0.0,UNCHECKED,0,
Sy-Gran,,2170,,NA Synovial fluid,0.0,APPROVED,44786800,
Sy-Gran,,2170,,NA Synovial fluid,0.0,APPROVED,45877984,
S -PinsieE,,1,,NA Serum,0.0,UNCHECKED,0,
Ly-CD4,,117,,NA Lymphocyte,0.0,UNCHECKED,0,
Sy-Lymf,,2170,,NA Synovial fluid,0.0,APPROVED,3003329,
S -RitukAb,,1,,NA Serum,0.0,UNCHECKED,0,
F -BaktVi3,"F -Bacteria, culture 3 (culture 1 + Bacillus cereus, Clostridium perfringens, Staphylococcus aureus) Feces",89,,"F -Bakteeri, viljely 3 (viljely 1 + Bacillus cereus, Clostridium perfringens, Staphylococcus aureus)",0.43657413125038147,UNCHECKED,4327861,
Ly-CD4k,,117,,NA Lymphocyte,0.0,UNCHECKED,0,
Sy-MuutSol,,2170,,NA Synovial fluid,0.0,APPROVED,46234827,
S -DFarinE,"S -Dermatophagoides farinae (d2), IgE antibodies Serum",5,,"S -Dermatophagoides farinae (d2), IgE-vasta-aineet",0.5513985753059387,UNCHECKED,4011839,
S -ENAAb,"S -Nucleus, soluble antigens, antibodies Serum",3260,,"S -Tuma, liukoiset antigeenit, vasta-aineet",0.4688006043434143,APPROVED,4187815,
S -Rituksi,,1,,NA Serum,0.0,UNCHECKED,0,
Ly-CD8,,117,,NA Lymphocyte,0.0,UNCHECKED,0,
S -CH100Al,"S -Complement, total hemolytic, alternative route Serum",479,,"S -Komplementti, kokonaishemolyyttinen, vaihtoehtonen tie",0.526677131652832,UNCHECKED,4098363,
BIOPDNA,,2168,,NA NA,0.0,APPROVED,4086683,
BIOPDNA,,2168,,NA NA,0.0,APPROVED,46235133,
S -GliadE,,5,,NA Serum,0.0,UNCHECKED,0,
Ly-CD8k,,117,,NA Lymphocyte,0.0,UNCHECKED,0,
BIOPPLASMA,,2168,,NA NA,0.0,APPROVED,45878417,
BIOPPLASMA,,2168,,NA NA,0.0,APPROVED,46235133,
Pt-Dial,,117,,NA Patient,0.0,UNCHECKED,0,
BIOPSEERUM,,2167,,NA NA,0.0,APPROVED,4194767,
BIOPSEERUM,,2167,,NA NA,0.0,APPROVED,46235133,
S -IgESSeP,,117,,NA Serum,0.0,UNCHECKED,0,
Li-TBEAbG,"Li-Tetanus fever virus, IgG antibodies Liquor cerebrospinalis",21,,"Li-Puutiaisaivokuumevirus, IgG-vasta-aineet",0.3716203570365906,UNCHECKED,44806275,
S -IgLc-V,"S-Immunoglobulin, light chains, free Serum",89,,"S -Immunoglobuliini, kevytketjut, vapaat",0.7383661866188049,UNCHECKED,4314676,
Pt-PAS,,21,,NA Patient,0.0,UNCHECKED,0,
S -AsveAbE,,21,,NA Serum,0.0,UNCHECKED,0,
Pt-Krea-Cl,Pt-Creatinine Elimination Patient,3250,,Pt-Kreatiniinin poistuma,0.46288925409317017,APPROVED,4042762,
Pt-Pituus,,3250,,NA Patient,0.0,APPROVED,3036277,
Pf-Prot,Pf-Protein Pleural fluid,2147,,Pf-Proteiini,0.601630687713623,APPROVED,3003434,
-InfAAg,"-Fluenza A virus, antigen NA",116,,"-Influenssa A -virus, antigeeni",0.7098036408424377,UNCHECKED,4025797,
U -Aika,,3250,,NA Urine,0.0,APPROVED,3016750,
B -BFU-E,,2132,,NA Blood,0.0,APPROVED,4263914,
S -HerneE,"S-Pea (f12), IgE antibodies Serum",5,,"S -Herne (f12), IgE-vasta-aineet",0.32223933935165405,UNCHECKED,4306224,
S -rPrup3E,"S-Peach, recombinant (rPru p 3 LTP, f420), IgE antibodies Serum",1,,"S -Persikka, rekombinantti (rPru p 3 LTP, f420), IgE vasta-aineet",0.40597373247146606,UNCHECKED,21494784,
U -Tilav,,3250,,NA Urine,0.0,APPROVED,4196844,
B -CFU-GM,,2132,,NA Blood,0.0,APPROVED,4264748,
S -CH100Cl,"S -Complement, total hemolytic, classical road Serum",479,,"S -Komplementti, kokonaishemolyyttinen, klassinen tie",0.5016274452209473,UNCHECKED,4098363,
S -Hom3AbE,,5,,NA Serum,0.0,UNCHECKED,0,
-MDRsVi,,478,,NA NA,0.0,UNCHECKED,0,
S -PsolAb,"S -Parietal cell, antibodies Serum",89,,"S -Parietaalisolu, vasta-aineet",0.5467216968536377,UNCHECKED,4147570,
S -Sertral,S -Sertraline Serum,1,,S -Sertraliini,0.4731873571872711,UNCHECKED,3037132,
S -BopeAbG,"S -Bordetella pertussis, IgG antibodies Serum",21,,"S -Bordetella pertussis, IgG-vasta-aineet",0.6239931583404541,UNCHECKED,4025134,
S -Ketiap,S-Quetiapine Serum,5,,S -Ketiapiini,0.560604453086853,UNCHECKED,37394404,
F -EHEC,"F-Escherichia coli, enterohemorrhagic Feces",116,,"F -Escherichia coli, enterohemorrhaginen",0.7144338488578796,UNCHECKED,4020479,
S -ClteAbG,,21,,NA Serum,0.0,UNCHECKED,0,
Ly-HLAB27,Ly-Tissue Antigen B27 Lymphocyte,907,,Ly-Kudosantigeeni B27,0.5215956568717957,APPROVED,4192945,
Pt-EKGTIED,,116,,NA Patient,0.0,UNCHECKED,0,
S -EvirAb,,21,,NA Serum,0.0,UNCHECKED,0,
S -Klobat,S -Clobazam Serum,5,,S -Klobatsaami,0.6592727899551392,UNCHECKED,37393686,
