concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,mappingStatus
21604418,oxcarbazepine,Drug,ATC,ATC 5th,C,N03AF02,1970-01-01,2099-12-31,NA,MAPPED
21604410,ethosuximide,Drug,ATC,ATC 5th,C,N03AD01,1970-01-01,2099-12-31,NA,MAPPED
21604395,barbexaclone,Drug,ATC,ATC 5th,C,N03AA04,1970-01-01,2099-12-31,NA,MAPPED
21604877,phanquinone,Drug,ATC,ATC 5th,C,P01AX04,1970-01-01,2099-12-31,NA,MAPPED
21604844,sodium oxybate,Drug,ATC,ATC 5th,C,N07XX04,1970-01-01,2099-12-31,NA,MAPPED
21604826,buprenorphine,Drug,ATC,ATC 5th,C,N07BC01,1970-01-01,2099-12-31,NA,MAPPED
21604811,bethanechol,Drug,ATC,ATC 5th,C,N07AB02,1970-01-01,2099-12-31,NA,MAPPED
21604810,carbachol,Drug,ATC,ATC 5th,C,N07AB01,1970-01-01,2099-12-31,NA,MAPPED
21604806,distigmine,Drug,ATC,ATC 5th,C,N07AA03,1970-01-01,2099-12-31,NA,MAPPED
21604767,propentofylline,Drug,ATC,ATC 5th,C,N06BC02,1970-01-01,2099-12-31,NA,MAPPED
21604762,atomoxetine,Drug,ATC,ATC 5th,C,N06BA09,1970-01-01,2099-12-31,NA,MAPPED
21604757,methylphenidate,Drug,ATC,ATC 5th,C,N06BA04,1970-01-01,2099-12-31,NA,MAPPED
21604756,metamfetamine,Drug,ATC,ATC 5th,C,N06BA03,1970-01-01,2099-12-31,NA,MAPPED
21604755,dexamfetamine,Drug,ATC,ATC 5th,C,N06BA02,1970-01-01,2099-12-31,NA,MAPPED
21604743,tianeptine,Drug,ATC,ATC 5th,C,N06AX14,1970-01-01,2099-12-31,NA,MAPPED
21604711,fluoxetine,Drug,ATC,ATC 5th,C,N06AB03,1970-01-01,2099-12-31,NA,MAPPED
21604702,butriptyline,Drug,ATC,ATC 5th,C,N06AA15,1970-01-01,2099-12-31,NA,MAPPED
21604693,trimipramine,Drug,ATC,ATC 5th,C,N06AA06,1970-01-01,2099-12-31,NA,MAPPED
21604690,imipramine oxide,Drug,ATC,ATC 5th,C,N06AA03,1970-01-01,2099-12-31,NA,NOT_MAPPED
21604674,valnoctamide,Drug,ATC,ATC 5th,C,N05CM13,1970-01-01,2099-12-31,NA,NOT_MAPPED
21604668,triclofos,Drug,ATC,ATC 5th,C,N05CM07,1970-01-01,2099-12-31,NA,MAPPED
21604654,zopiclone,Drug,ATC,ATC 5th,C,N05CF01,1970-01-01,2099-12-31,NA,MAPPED
21604646,loprazolam,Drug,ATC,ATC 5th,C,N05CD11,1970-01-01,2099-12-31,NA,MAPPED
21604682,"clomethiazole, combinations",Drug,ATC,ATC 5th,C,N05CX04,1970-01-01,2099-12-31,NA,MAPPED
21604675,methylpentynol,Drug,ATC,ATC 5th,C,N05CM15,1970-01-01,2099-12-31,NA,MAPPED
21604657,eszopiclone,Drug,ATC,ATC 5th,C,N05CF04,1970-01-01,2099-12-31,NA,MAPPED
21604656,zaleplon,Drug,ATC,ATC 5th,C,N05CF03,1970-01-01,2099-12-31,NA,MAPPED
21604640,triazolam,Drug,ATC,ATC 5th,C,N05CD05,1970-01-01,2099-12-31,NA,MAPPED
21604630,chloral hydrate,Drug,ATC,ATC 5th,C,N05CC01,1970-01-01,2099-12-31,NA,MAPPED
21604622,thiopental,Drug,ATC,ATC 5th,C,N05CA19,1970-01-01,2099-12-31,NA,MAPPED
21604613,secobarbital,Drug,ATC,ATC 5th,C,N05CA06,1970-01-01,2099-12-31,NA,MAPPED
21604608,pentobarbital,Drug,ATC,ATC 5th,C,N05CA01,1970-01-01,2099-12-31,NA,MAPPED
21604594,meprobamate,Drug,ATC,ATC 5th,C,N05BC01,1970-01-01,2099-12-31,NA,MAPPED
21604591,captodiame,Drug,ATC,ATC 5th,C,N05BB02,1970-01-01,2099-12-31,NA,MAPPED
21604582,fludiazepam,Drug,ATC,ATC 5th,C,N05BA17,1970-01-01,2099-12-31,NA,MAPPED
21604560,mosapramine,Drug,ATC,ATC 5th,C,N05AX10,1970-01-01,2099-12-31,NA,MAPPED
21604535,zuclopenthixol,Drug,ATC,ATC 5th,C,N05AF05,1970-01-01,2099-12-31,NA,MAPPED
21604528,sertindole,Drug,ATC,ATC 5th,C,N05AE03,1970-01-01,2099-12-31,NA,MAPPED
21604526,oxypertine,Drug,ATC,ATC 5th,C,N05AE01,1970-01-01,2099-12-31,NA,MAPPED
21604516,haloperidol,Drug,ATC,ATC 5th,C,N05AD01,1970-01-01,2099-12-31,NA,MAPPED
21604513,mesoridazine,Drug,ATC,ATC 5th,C,N05AC03,1970-01-01,2099-12-31,NA,MAPPED
21604483,selegiline,Drug,ATC,ATC 5th,C,N04BD01,1970-01-01,2099-12-31,NA,MAPPED
21604481,rotigotine,Drug,ATC,ATC 5th,C,N04BC09,1970-01-01,2099-12-31,NA,MAPPED
21604477,pramipexole,Drug,ATC,ATC 5th,C,N04BC05,1970-01-01,2099-12-31,NA,MAPPED
21604461,etybenzatropine,Drug,ATC,ATC 5th,C,N04AC30,1970-01-01,2099-12-31,NA,NOT_MAPPED
21604454,bornaprine,Drug,ATC,ATC 5th,C,N04AA11,1970-01-01,2099-12-31,NA,MAPPED
21604436,levetiracetam,Drug,ATC,ATC 5th,C,N03AX14,1970-01-01,2099-12-31,NA,MAPPED
21604431,lamotrigine,Drug,ATC,ATC 5th,C,N03AX09,1970-01-01,2099-12-31,NA,MAPPED
21604422,valproic acid,Drug,ATC,ATC 5th,C,N03AG01,1970-01-01,2099-12-31,NA,MAPPED
21604411,phensuximide,Drug,ATC,ATC 5th,C,N03AD02,1970-01-01,2099-12-31,NA,MAPPED
21604372,"ergotamine, combinations with psycholeptics",Drug,ATC,ATC 5th,C,N02CA72,1970-01-01,2099-12-31,NA,MAPPED
21604361,ziconotide,Drug,ATC,ATC 5th,C,N02BG08,1970-01-01,2099-12-31,NA,MAPPED
21604360,flupirtine,Drug,ATC,ATC 5th,C,N02BG07,1970-01-01,2099-12-31,NA,MAPPED
21604357,floctafenine,Drug,ATC,ATC 5th,C,N02BG04,1970-01-01,2099-12-31,NA,MAPPED
21604353,"bucetin, combinations with psycholeptics",Drug,ATC,ATC 5th,C,N02BE74,1970-01-01,2099-12-31,NA,NOT_MAPPED
21604352,"phenacetin, combinations with psycholeptics",Drug,ATC,ATC 5th,C,N02BE73,1970-01-01,2099-12-31,NA,MAPPED
21604351,"paracetamol, combinations with psycholeptics",Drug,ATC,ATC 5th,C,N02BE71,1970-01-01,2099-12-31,NA,MAPPED
21604342,"propyphenazone, combinations with psycholeptics",Drug,ATC,ATC 5th,C,N02BB74,1970-01-01,2099-12-31,NA,MAPPED
21604335,"phenazone, combinations excl. psycholeptics",Drug,ATC,ATC 5th,C,N02BB51,1970-01-01,2099-12-31,NA,MAPPED
21604319,imidazole salicylate,Drug,ATC,ATC 5th,C,N02BA16,1970-01-01,2099-12-31,NA,MAPPED
21604316,potassium salicylate,Drug,ATC,ATC 5th,C,N02BA12,1970-01-01,2099-12-31,NA,MAPPED
21604290,nalbuphine,Drug,ATC,ATC 5th,C,N02AF02,1970-01-01,2099-12-31,NA,MAPPED
21604280,"methadone, combinations excl. psycholeptics",Drug,ATC,ATC 5th,C,N02AC52,1970-01-01,2099-12-31,NA,MAPPED
21604257,opium,Drug,ATC,ATC 5th,C,N02AA02,1970-01-01,2099-12-31,NA,MAPPED
21604245,"articaine, combinations",Drug,ATC,ATC 5th,C,N01BB58,1970-01-01,2099-12-31,NA,MAPPED
21604244,"etidocaine, combinations",Drug,ATC,ATC 5th,C,N01BB57,1970-01-01,2099-12-31,NA,MAPPED
21604238,levobupivacaine,Drug,ATC,ATC 5th,C,N01BB10,1970-01-01,2099-12-31,NA,MAPPED
21604224,tetracaine,Drug,ATC,ATC 5th,C,N01BA03,1970-01-01,2099-12-31,NA,MAPPED
21604219,"nitrous oxide, combinations",Drug,ATC,ATC 5th,C,N01AX63,1970-01-01,2099-12-31,NA,MAPPED
21604213,etomidate,Drug,ATC,ATC 5th,C,N01AX07,1970-01-01,2099-12-31,NA,MAPPED
21604207,"fentanyl, combinations",Drug,ATC,ATC 5th,C,N01AH51,1970-01-01,2099-12-31,NA,MAPPED
21604206,remifentanil,Drug,ATC,ATC 5th,C,N01AH06,1970-01-01,2099-12-31,NA,MAPPED
21604203,sufentanil,Drug,ATC,ATC 5th,C,N01AH03,1970-01-01,2099-12-31,NA,MAPPED
21604199,narcobarbital,Drug,ATC,ATC 5th,C,N01AG01,1970-01-01,2099-12-31,NA,NOT_MAPPED
21604193,sevoflurane,Drug,ATC,ATC 5th,C,N01AB08,1970-01-01,2099-12-31,NA,MAPPED
21604189,enflurane,Drug,ATC,ATC 5th,C,N01AB04,1970-01-01,2099-12-31,NA,MAPPED
21604169,denosumab,Drug,ATC,ATC 5th,C,M05BX04,1970-01-01,2099-12-31,NA,MAPPED
21604158,"etidronic acid and calcium, sequential",Drug,ATC,ATC 5th,C,M05BB01,1970-01-01,2099-12-31,NA,MAPPED
21604156,zoledronic acid,Drug,ATC,ATC 5th,C,M05BA08,1970-01-01,2099-12-31,NA,MAPPED
21604154,ibandronic acid,Drug,ATC,ATC 5th,C,M05BA06,1970-01-01,2099-12-31,NA,MAPPED
21604145,pegloticase,Drug,ATC,ATC 5th,C,M04AX02,1970-01-01,2099-12-31,NA,MAPPED
21604138,benzbromarone,Drug,ATC,ATC 5th,C,M04AB03,1970-01-01,2099-12-31,NA,MAPPED
21604122,cyclobenzaprine,Drug,ATC,ATC 5th,C,M03BX08,1970-01-01,2099-12-31,NA,MAPPED
21604109,"chlormezanone, combinations with psycholeptics",Drug,ATC,ATC 5th,C,M03BB72,1970-01-01,2099-12-31,NA,MAPPED
21604105,chlormezanone,Drug,ATC,ATC 5th,C,M03BB02,1970-01-01,2099-12-31,NA,MAPPED
21604100,"methocarbamol, combinations excl. psycholeptics",Drug,ATC,ATC 5th,C,M03BA53,1970-01-01,2099-12-31,NA,MAPPED
21604094,carisoprodol,Drug,ATC,ATC 5th,C,M03BA02,1970-01-01,2099-12-31,NA,MAPPED
21604086,rocuronium bromide,Drug,ATC,ATC 5th,C,M03AC09,1970-01-01,2099-12-31,NA,MAPPED
21604085,fazadinium bromide,Drug,ATC,ATC 5th,C,M03AC08,1970-01-01,2099-12-31,NA,NOT_MAPPED
21604078,pancuronium,Drug,ATC,ATC 5th,C,M03AC01,1970-01-01,2099-12-31,NA,MAPPED
21604066,tolazoline,Drug,ATC,ATC 5th,C,M02AX02,1970-01-01,2099-12-31,NA,MAPPED
21604014,"feprazone, combinations",Drug,ATC,ATC 5th,C,M01AX68,1970-01-01,2099-12-31,NA,MAPPED
21604004,glucosaminoglycan polysulfate,Drug,ATC,ATC 5th,C,M01AX12,1970-01-01,2099-12-31,NA,NOT_MAPPED
21603997,lumiracoxib,Drug,ATC,ATC 5th,C,M01AH06,1970-01-01,2099-12-31,NA,MAPPED
21603995,parecoxib,Drug,ATC,ATC 5th,C,M01AH04,1970-01-01,2099-12-31,NA,MAPPED
21603976,indoprofen,Drug,ATC,ATC 5th,C,M01AE10,1970-01-01,2099-12-31,NA,MAPPED
21603973,suprofen,Drug,ATC,ATC 5th,C,M01AE07,1970-01-01,2099-12-31,NA,MAPPED
21603958,"indometacin, combinations",Drug,ATC,ATC 5th,C,M01AB51,1970-01-01,2099-12-31,NA,MAPPED
21603942,sulindac,Drug,ATC,ATC 5th,C,M01AB02,1970-01-01,2099-12-31,NA,MAPPED
21603939,kebuzone,Drug,ATC,ATC 5th,C,M01AA06,1970-01-01,2099-12-31,NA,MAPPED
21603938,clofezone,Drug,ATC,ATC 5th,C,M01AA05,1970-01-01,2099-12-31,NA,MAPPED
21603929,methotrexate,Drug,ATC,ATC 5th,C,L04AX03,1970-01-01,2099-12-31,NA,MAPPED
21603921,tocilizumab,Drug,ATC,ATC 5th,C,L04AC07,1970-01-01,2099-12-31,NA,MAPPED
21604519,moperone,Drug,ATC,ATC 5th,C,N05AD04,1970-01-01,2099-12-31,NA,MAPPED
21604517,trifluperidol,Drug,ATC,ATC 5th,C,N05AD02,1970-01-01,2099-12-31,NA,MAPPED
21604514,pipotiazine,Drug,ATC,ATC 5th,C,N05AC04,1970-01-01,2099-12-31,NA,MAPPED
21604507,thioproperazine,Drug,ATC,ATC 5th,C,N05AB08,1970-01-01,2099-12-31,NA,MAPPED
21604502,perphenazine,Drug,ATC,ATC 5th,C,N05AB03,1970-01-01,2099-12-31,NA,MAPPED
21604473,bromocriptine,Drug,ATC,ATC 5th,C,N04BC01,1970-01-01,2099-12-31,NA,MAPPED
21604471,amantadine,Drug,ATC,ATC 5th,C,N04BB01,1970-01-01,2099-12-31,NA,MAPPED
21604469,etilevodopa and decarboxylase inhibitor,Drug,ATC,ATC 5th,C,N04BA06,1970-01-01,2099-12-31,NA,MAPPED
21604465,levodopa and decarboxylase inhibitor,Drug,ATC,ATC 5th,C,N04BA02,1970-01-01,2099-12-31,NA,MAPPED
21604458,orphenadrine (chloride),Drug,ATC,ATC 5th,C,N04AB02,1970-01-01,2099-12-31,NA,MAPPED
21604446,trihexyphenidyl,Drug,ATC,ATC 5th,C,N04AA01,1970-01-01,2099-12-31,NA,MAPPED
21604441,carisbamate,Drug,ATC,ATC 5th,C,N03AX19,1970-01-01,2099-12-31,NA,NOT_MAPPED
21604438,pregabalin,Drug,ATC,ATC 5th,C,N03AX16,1970-01-01,2099-12-31,NA,MAPPED
21604408,ethadione,Drug,ATC,ATC 5th,C,N03AC03,1970-01-01,2099-12-31,NA,NOT_MAPPED
21604404,"mephenytoin, combinations",Drug,ATC,ATC 5th,C,N03AB54,1970-01-01,2099-12-31,NA,MAPPED
21604371,"ergotamine, combinations excl. psycholeptics",Drug,ATC,ATC 5th,C,N02CA52,1970-01-01,2099-12-31,NA,MAPPED
21604369,lisuride,Drug,ATC,ATC 5th,C,N02CA07,1970-01-01,2099-12-31,NA,MAPPED
21604366,dihydroergotamine,Drug,ATC,ATC 5th,C,N02CA01,1970-01-01,2099-12-31,NA,MAPPED
21604362,methoxyflurane,Drug,ATC,ATC 5th,C,N02BG09,1970-01-01,2099-12-31,NA,MAPPED
21604348,"paracetamol, combinations excl. psycholeptics",Drug,ATC,ATC 5th,C,N02BE51,1970-01-01,2099-12-31,NA,MAPPED
21604326,"salicylamide, combinations with psycholeptics",Drug,ATC,ATC 5th,C,N02BA75,1970-01-01,2099-12-31,NA,MAPPED
21604320,"acetylsalicylic acid, combinations excl. psycholeptics",Drug,ATC,ATC 5th,C,N02BA51,1970-01-01,2099-12-31,NA,MAPPED
21604314,benorilate,Drug,ATC,ATC 5th,C,N02BA10,1970-01-01,2099-12-31,NA,MAPPED
21604312,morpholine salicylate,Drug,ATC,ATC 5th,C,N02BA08,1970-01-01,2099-12-31,NA,MAPPED
21604305,acetylsalicylic acid,Drug,ATC,ATC 5th,C,N02BA01,1970-01-01,2099-12-31,NA,MAPPED
21604295,hydromorphone and antispasmodics,Drug,ATC,ATC 5th,C,N02AG04,1970-01-01,2099-12-31,NA,MAPPED
21604281,"dextropropoxyphene, combinations excl. psycholeptics",Drug,ATC,ATC 5th,C,N02AC54,1970-01-01,2099-12-31,NA,MAPPED
21604274,"pethidine, combinations with psycholeptics",Drug,ATC,ATC 5th,C,N02AB72,1970-01-01,2099-12-31,NA,MAPPED
21604270,ketobemidone,Drug,ATC,ATC 5th,C,N02AB01,1970-01-01,2099-12-31,NA,MAPPED
21604258,hydromorphone,Drug,ATC,ATC 5th,C,N02AA03,1970-01-01,2099-12-31,NA,MAPPED
21604251,phenol,Drug,ATC,ATC 5th,C,N01BX03,1970-01-01,2099-12-31,NA,MAPPED
21604234,cinchocaine,Drug,ATC,ATC 5th,C,N01BB06,1970-01-01,2099-12-31,NA,MAPPED
21604231,mepivacaine,Drug,ATC,ATC 5th,C,N01BB03,1970-01-01,2099-12-31,NA,MAPPED
21604217,esketamine,Drug,ATC,ATC 5th,C,N01AX14,1970-01-01,2099-12-31,NA,MAPPED
21604211,propanidid,Drug,ATC,ATC 5th,C,N01AX04,1970-01-01,2099-12-31,NA,MAPPED
21604202,alfentanil,Drug,ATC,ATC 5th,C,N01AH02,1970-01-01,2099-12-31,NA,MAPPED
21604196,hexobarbital,Drug,ATC,ATC 5th,C,N01AF02,1970-01-01,2099-12-31,NA,MAPPED
21604184,diethyl ether,Drug,ATC,ATC 5th,C,N01AA01,1970-01-01,2099-12-31,NA,MAPPED
21604177,"trypsin, combinations",Drug,ATC,ATC 5th,C,M09AB52,1970-01-01,2099-12-31,NA,MAPPED
21604167,aluminium chlorohydrate,Drug,ATC,ATC 5th,C,M05BX02,1970-01-01,2099-12-31,NA,MAPPED
21604161,"risedronic acid, calcium and colecalciferol, sequential",Drug,ATC,ATC 5th,C,M05BB04,1970-01-01,2099-12-31,NA,MAPPED
21604160,alendronic acid and colecalciferol,Drug,ATC,ATC 5th,C,M05BB03,1970-01-01,2099-12-31,NA,MAPPED
21604159,"risedronic acid and calcium, sequential",Drug,ATC,ATC 5th,C,M05BB02,1970-01-01,2099-12-31,NA,MAPPED
21604139,isobromindione,Drug,ATC,ATC 5th,C,M04AB04,1970-01-01,2099-12-31,NA,NOT_MAPPED
21604132,tisopurine,Drug,ATC,ATC 5th,C,M04AA02,1970-01-01,2099-12-31,NA,MAPPED
21604112,orphenadrine (citrate),Drug,ATC,ATC 5th,C,M03BC01,1970-01-01,2099-12-31,NA,MAPPED
21604110,"chlorzoxazone, combinations with psycholeptics",Drug,ATC,ATC 5th,C,M03BB73,1970-01-01,2099-12-31,NA,MAPPED
21604103,"methocarbamol, combinations with psycholeptics",Drug,ATC,ATC 5th,C,M03BA73,1970-01-01,2099-12-31,NA,MAPPED
21604101,"phenprobamate, combinations with psycholeptics",Drug,ATC,ATC 5th,C,M03BA71,1970-01-01,2099-12-31,NA,MAPPED
21604099,"carisoprodol, combinations excl. psycholeptics",Drug,ATC,ATC 5th,C,M03BA52,1970-01-01,2099-12-31,NA,MAPPED
21604081,atracurium,Drug,ATC,ATC 5th,C,M03AC04,1970-01-01,2099-12-31,NA,MAPPED
21604072,alcuronium,Drug,ATC,ATC 5th,C,M03AA01,1970-01-01,2099-12-31,NA,MAPPED
21604060,aceclofenac,Drug,ATC,ATC 5th,C,M02AA25,1970-01-01,2099-12-31,NA,MAPPED
21604053,niflumic acid,Drug,ATC,ATC 5th,C,M02AA17,1970-01-01,2099-12-31,NA,MAPPED
21604052,feprazone,Drug,ATC,ATC 5th,C,M02AA16,1970-01-01,2099-12-31,NA,MAPPED
21604040,oxyphenbutazone,Drug,ATC,ATC 5th,C,M02AA04,1970-01-01,2099-12-31,NA,MAPPED
21603972,benoxaprofen,Drug,ATC,ATC 5th,C,M01AE06,1970-01-01,2099-12-31,NA,MAPPED
21603965,meloxicam,Drug,ATC,ATC 5th,C,M01AC06,1970-01-01,2099-12-31,NA,MAPPED
21603963,droxicam,Drug,ATC,ATC 5th,C,M01AC04,1970-01-01,2099-12-31,NA,MAPPED
21603961,piroxicam,Drug,ATC,ATC 5th,C,M01AC01,1970-01-01,2099-12-31,NA,MAPPED
21603947,bumadizone,Drug,ATC,ATC 5th,C,M01AB07,1970-01-01,2099-12-31,NA,MAPPED
21603946,alclofenac,Drug,ATC,ATC 5th,C,M01AB06,1970-01-01,2099-12-31,NA,MAPPED
21603937,oxyphenbutazone,Drug,ATC,ATC 5th,C,M01AA03,1970-01-01,2099-12-31,NA,MAPPED
21603935,phenylbutazone,Drug,ATC,ATC 5th,C,M01AA01,1970-01-01,2099-12-31,NA,MAPPED
21603911,adalimumab,Drug,ATC,ATC 5th,C,L04AB04,1970-01-01,2099-12-31,NA,MAPPED
21603909,infliximab,Drug,ATC,ATC 5th,C,L04AB02,1970-01-01,2099-12-31,NA,MAPPED
21603902,efalizumab,Drug,ATC,ATC 5th,C,L04AA21,1970-01-01,2099-12-31,NA,MAPPED
21603897,sirolimus,Drug,ATC,ATC 5th,C,L04AA10,1970-01-01,2099-12-31,NA,MAPPED
21603889,plerixafor,Drug,ATC,ATC 5th,C,L03AX16,1970-01-01,2099-12-31,NA,MAPPED
21603887,histamine dihydrochloride,Drug,ATC,ATC 5th,C,L03AX14,1970-01-01,2099-12-31,NA,MAPPED
21603878,pegademase,Drug,ATC,ATC 5th,C,L03AX04,1970-01-01,2099-12-31,NA,MAPPED
21603853,sargramostim,Drug,ATC,ATC 5th,C,L03AA09,1970-01-01,2099-12-31,NA,MAPPED
21603851,filgrastim,Drug,ATC,ATC 5th,C,L03AA02,1970-01-01,2099-12-31,NA,MAPPED
21603847,degarelix,Drug,ATC,ATC 5th,C,L02BX02,1970-01-01,2099-12-31,NA,MAPPED
21603827,triptorelin,Drug,ATC,ATC 5th,C,L02AE04,1970-01-01,2099-12-31,NA,MAPPED
21603789,pentostatin,Drug,ATC,ATC 5th,C,L01XX08,1970-01-01,2099-12-31,NA,MAPPED
21603788,lonidamine,Drug,ATC,ATC 5th,C,L01XX07,1970-01-01,2099-12-31,NA,NOT_MAPPED
21603786,altretamine,Drug,ATC,ATC 5th,C,L01XX03,1970-01-01,2099-12-31,NA,MAPPED
21603780,temsirolimus,Drug,ATC,ATC 5th,C,L01XE09,1970-01-01,2099-12-31,NA,MAPPED
21603768,aminolevulinic acid,Drug,ATC,ATC 5th,C,L01XD04,1970-01-01,2099-12-31,NA,MAPPED
21603763,catumaxomab,Drug,ATC,ATC 5th,C,L01XC09,1970-01-01,2099-12-31,NA,MAPPED
21603749,carboplatin,Drug,ATC,ATC 5th,C,L01XA02,1970-01-01,2099-12-31,NA,MAPPED
21603735,aclarubicin,Drug,ATC,ATC 5th,C,L01DB04,1970-01-01,2099-12-31,NA,MAPPED
21603727,trabectedin,Drug,ATC,ATC 5th,C,L01CX01,1970-01-01,2099-12-31,NA,MAPPED
21603719,teniposide,Drug,ATC,ATC 5th,C,L01CB02,1970-01-01,2099-12-31,NA,MAPPED
21603700,betaxolol,Drug,ATC,ATC 5th,C,S01ED02,1970-01-01,2099-12-31,NA,MAPPED
21603686,fluostigmine,Drug,ATC,ATC 5th,C,S01EB07,1970-01-01,2099-12-31,NA,MAPPED
21603677,brimonidine,Drug,ATC,ATC 5th,C,S01EA05,1970-01-01,2099-12-31,NA,MAPPED
21603654,hydrocortisone and antiinfectives,Drug,ATC,ATC 5th,C,S01CA03,1970-01-01,2099-12-31,NA,MAPPED
21603649,bromfenac,Drug,ATC,ATC 5th,C,S01BC11,1970-01-01,2099-12-31,NA,MAPPED
21603637,betamethasone and mydriatics,Drug,ATC,ATC 5th,C,S01BB04,1970-01-01,2099-12-31,NA,MAPPED
21603628,desonide,Drug,ATC,ATC 5th,C,S01BA11,1970-01-01,2099-12-31,NA,MAPPED
21603609,propamidine,Drug,ATC,ATC 5th,C,S01AX15,1970-01-01,2099-12-31,NA,MAPPED
21603604,sodium propionate,Drug,ATC,ATC 5th,C,S01AX10,1970-01-01,2099-12-31,NA,MAPPED
21603584,sulfafenazol,Drug,ATC,ATC 5th,C,S01AB05,1970-01-01,2099-12-31,NA,MAPPED
21603565,benzylpenicillin,Drug,ATC,ATC 5th,C,S01AA14,1970-01-01,2099-12-31,NA,MAPPED
21603564,fusidic acid,Drug,ATC,ATC 5th,C,S01AA13,1970-01-01,2099-12-31,NA,MAPPED
21603563,tobramycin,Drug,ATC,ATC 5th,C,S01AA12,1970-01-01,2099-12-31,NA,MAPPED
21603910,afelimomab,Drug,ATC,ATC 5th,C,L04AB03,1970-01-01,2099-12-31,NA,NOT_MAPPED
21603908,etanercept,Drug,ATC,ATC 5th,C,L04AB01,1970-01-01,2099-12-31,NA,MAPPED
21603899,alefacept,Drug,ATC,ATC 5th,C,L04AA15,1970-01-01,2099-12-31,NA,MAPPED
21603888,mifamurtide,Drug,ATC,ATC 5th,C,L03AX15,1970-01-01,2099-12-31,NA,MAPPED
21603876,roquinimex,Drug,ATC,ATC 5th,C,L03AX02,1970-01-01,2099-12-31,NA,NOT_MAPPED
21603868,peginterferon alfa-2a,Drug,ATC,ATC 5th,C,L03AB11,1970-01-01,2099-12-31,NA,MAPPED
21603867,peginterferon alfa-2b,Drug,ATC,ATC 5th,C,L03AB10,1970-01-01,2099-12-31,NA,MAPPED
21603866,interferon alfacon-1,Drug,ATC,ATC 5th,C,L03AB09,1970-01-01,2099-12-31,NA,MAPPED
21603861,interferon alfa-2a,Drug,ATC,ATC 5th,C,L03AB04,1970-01-01,2099-12-31,NA,MAPPED
21603856,pegfilgrastim,Drug,ATC,ATC 5th,C,L03AA13,1970-01-01,2099-12-31,NA,MAPPED
21603841,anastrozole,Drug,ATC,ATC 5th,C,L02BG03,1970-01-01,2099-12-31,NA,MAPPED
21603821,medroxyprogesterone,Drug,ATC,ATC 5th,C,L02AB02,1970-01-01,2099-12-31,NA,MAPPED
21603810,romidepsin,Drug,ATC,ATC 5th,C,L01XX39,1970-01-01,2099-12-31,NA,MAPPED
21603802,arsenic trioxide,Drug,ATC,ATC 5th,C,L01XX27,1970-01-01,2099-12-31,NA,MAPPED
21603799,mitotane,Drug,ATC,ATC 5th,C,L01XX23,1970-01-01,2099-12-31,NA,MAPPED
21603790,miltefosine,Drug,ATC,ATC 5th,C,L01XX09,1970-01-01,2099-12-31,NA,MAPPED
21603781,everolimus,Drug,ATC,ATC 5th,C,L01XE10,1970-01-01,2099-12-31,NA,MAPPED
21603778,lapatinib,Drug,ATC,ATC 5th,C,L01XE07,1970-01-01,2099-12-31,NA,MAPPED
21603770,efaproxiral,Drug,ATC,ATC 5th,C,L01XD06,1970-01-01,2099-12-31,NA,NOT_MAPPED
21603766,porfimer sodium,Drug,ATC,ATC 5th,C,L01XD01,1970-01-01,2099-12-31,NA,MAPPED
21603748,cisplatin,Drug,ATC,ATC 5th,C,L01XA01,1970-01-01,2099-12-31,NA,MAPPED
21603744,mitomycin,Drug,ATC,ATC 5th,C,L01DC03,1970-01-01,2099-12-31,NA,MAPPED
21603714,tafluprost,Drug,ATC,ATC 5th,C,S01EE05,1970-01-01,2099-12-31,NA,MAPPED
21603699,timolol,Drug,ATC,ATC 5th,C,S01ED01,1970-01-01,2099-12-31,NA,MAPPED
21603697,methazolamide,Drug,ATC,ATC 5th,C,S01EC05,1970-01-01,2099-12-31,NA,MAPPED
21603696,brinzolamide,Drug,ATC,ATC 5th,C,S01EC04,1970-01-01,2099-12-31,NA,MAPPED
21603685,neostigmine,Drug,ATC,ATC 5th,C,S01EB06,1970-01-01,2099-12-31,NA,MAPPED
21603682,ecothiopate,Drug,ATC,ATC 5th,C,S01EB03,1970-01-01,2099-12-31,NA,MAPPED
21603678,"epinephrine, combinations",Drug,ATC,ATC 5th,C,S01EA51,1970-01-01,2099-12-31,NA,MAPPED
21603674,dipivefrine,Drug,ATC,ATC 5th,C,S01EA02,1970-01-01,2099-12-31,NA,MAPPED
21603656,betamethasone and antiinfectives,Drug,ATC,ATC 5th,C,S01CA05,1970-01-01,2099-12-31,NA,MAPPED
21603639,indometacin,Drug,ATC,ATC 5th,C,S01BC01,1970-01-01,2099-12-31,NA,MAPPED
21603621,prednisolone,Drug,ATC,ATC 5th,C,S01BA04,1970-01-01,2099-12-31,NA,MAPPED
21603595,mercury compounds,Drug,ATC,ATC 5th,C,S01AX01,1970-01-01,2099-12-31,NA,NOT_MAPPED
21603590,vidarabine,Drug,ATC,ATC 5th,C,S01AD06,1970-01-01,2099-12-31,NA,MAPPED
21603587,trifluridine,Drug,ATC,ATC 5th,C,S01AD02,1970-01-01,2099-12-31,NA,MAPPED
