code,name_fi,name_en,name_en_source,valid_start_date,units,abbreviation
4075,"Papilloomavirus, nukleiinihapp",NA,Google,2010-11-01,NULL,-HPVNhO
40751,"Papilloomavirus, nukleiinihapp",NA,Google,2012-01-02,NULL,-HPVNhOJ
40753,"Papilloomavirus, nukleiinihapp",NA,Google,2013-01-16,NULL,-HPVNh3J
4076,Pleuranesteen irtosolututkimus,NA,Google,1992-09-25,NULL,Pf-Syto
4077,Rintarauhaseritteen irtosolutu,NA,Google,1992-09-25,NULL,Mf-Syto
4078,Virtsan irtosolututkimus,NA,Google,1992-09-25,NULL,U -Syto-1
4079,"U-Virtsan irtosolututkimus, sa",NA,Google,1992-09-25,NULL,U -Syto-2
408,"Albumiini, lasten",NA,Google,1996-05-15,NULL,cU-AlbL
4080,YskÃ¶ksen irtosolututkimus,NA,Google,1992-09-25,NULL,Ex-Syto-1
4081,"Ex-YskÃ¶sten irtosolututkimus,",NA,Google,1992-09-25,NULL,Ex-Syto-2
4088,"Ameeba, vÃ¤rjÃ¤ys (trofozoiitit)",NA,Google,2007-11-22,NULL,-AmebVr
409,"Nefelometripaketti, vuorokausi",NA,Google,1996-05-15,NULL,dU-Nef/dU
4091,"Apolipoproteiini E,fenotyypity",NA,Google,1993-09-10,Lausunto,S -ApoETy
4092,"Apolipoproteiini E, DNA-tutkim",NA,Google,1997-12-31,Lausunto,B -ApoE-D
4092,"Apolipoproteiini E, DNA-tutkim",NA,Google,2019-04-18,Lausunto,B -ApoE-D
4093,"B -Bakteeri,jatkoviljely,seulo",NA,Google,1993-12-29,NULL,B -BaktJVi
4093,"Bakteeri, jatkoviljely",NA,Google,2003-11-25,NULL,B -BaktJVi
4095,"Borrelia, IgG vasta-aineet",NA,Google,2004-12-28,NULL,S -BorrAbG
4095,"Borrelia, IgG vasta-aineet",NA,Google,2016-04-20,AU/ml,S -BorrAbG
4095,"Borrelia, IgG vasta-aineet",NA,Google,2018-01-29,AU/ml,S -BorrAbG
4096,"Borrelia, IgM vasta-aineet",NA,Google,2004-12-28,NULL,S -BorrAbM
4098,S -C1-Esteraasin inhibiittori,NA,Google,1994-01-01,%,S -C1InhBk
4098,"C1-Esteraasin inhibiittori,",NA,Google,1999-10-07,NULL,S -C1InhBk
4098,"C1-Esteraasin inhibiittori,",NA,Google,2005-04-13,NULL,P -C1InhBk
4098,"C1-Esteraasin inhibiittori,",NA,Google,2007-08-02,NULL,S -C1InhBk
41,Tilavuus,NA,Google,1991-10-30,ml,Tilavuus
410,"Nefelometripaketti, kevytketju",NA,Google,1996-09-23,NULL,U -NefLc
4100,"Chlamydia trachomatis, IgG",NA,Google,2006-02-03,EIU,S -ChtrAbG
4100,"Chlamydia trachomatis, IgG",NA,Google,2014-05-12,AU/ml,S -ChtrAbG
4101,Desialotransferriini,NA,Google,1993-08-12,U/l,S -CDT
4101,Desialotransferriini,NA,Google,1994-06-01,U/l,S -CDT
4101,Desialotransferriini,NA,Google,2000-01-01,U/l,S -CDT
4101,Desialotransferriini,NA,Google,2001-11-09,%,S -CDT
4101,Desialotransferriini,NA,Google,2003-10-06,%,S -CDT
4101,Desialotransferriini,NA,Google,2004-01-01,%,S -CDT
4101,Desialotransferriini,NA,Google,2004-04-06,%,S -CDT
4101,Desialotransferriini,NA,Google,2005-09-20,%,S -CDT
4101,Desialotransferriini,NA,Google,2007-03-01,%,S -CDT
4101,Desialotransferriini,NA,Google,2009-11-19,%,S -CDT
4102,DNA:n Mitokondriaalinen rakenn,NA,Google,2008-01-28,lausunto,Ts-Mitok-D
4102,DNA:n Mitokondriaalinen rakenn,NA,Google,2009-10-01,lausunto,Ts-Mitok-D
4103,"F -Escherichia coli,enterohemo",NA,Google,1994-01-01,NULL,F -EHEC
4103,"Escherichia coli, enterohemorr",NA,Google,2003-11-25,NULL,F -EHEC
41055,Amfetamiini (kval),NA,Google,2017-01-24,Arvio,U -Amfet-O
4108,Eosinofiilisten granulosyyttie,NA,Google,1993-03-31,ug/l,S -ECP
4108,Eosinofiilisten granulosyyttie,NA,Google,2006-06-01,ug/l,S -ECP
4108,Eosinofiilisten granulosyyttie,NA,Google,2007-02-06,ug/l,S -ECP
4108,Eosinofiilisten granulosyyttie,NA,Google,2011-07-26,ug/l,S -ECP
4108,Eosinofiilisten granulosyyttie,NA,Google,2015-10-07,ug/l,S -ECP
4109,"S -EBV tuma-antigeeni,",NA,Google,1994-01-01,NULL,S -EBNAAb
4109,"S -Epstein-Barr virus,tuma ant",NA,Google,1998-01-06,NULL,S -EBNAAb
411,"Nefelometripaketti, albumiini",NA,Google,1996-09-23,NULL,U -Nef/U
4112,"Fragiili-X,DNA-tutkimus",NA,Google,1994-05-31,Lausunto,B -FraX-D
4112,"Fragiili-X, veri, DNA-tutkimus",NA,Google,2003-01-01,Lausunto,B -FraX-D
4112,"Fragiili-X, veri, DNA-tutkimus",NA,Google,2009-10-01,Lausunto,B -FraX-D
4113,Fibriinin D-dimeerit,NA,Google,2000-01-27,mg/l,P -FIDD
4113,Fibriinin D-dimeerit,NA,Google,2008-04-24,mg/l,P -FiDD
4116,"S -Gangliosidi, vasta-aineet",NA,Google,1997-02-03,LAUSUNTO,S -GangAb
4116,"Gangliosidi, vasta-aineet",NA,Google,2004-01-01,BTU,S -GangAb
4116,"Gangliosidi, vasta-aineet",NA,Google,2014-05-12,NULL,S -GangAb
4116,"Gangliosidi, vasta-aineet",NA,Google,2017-09-25,NULL,S -GangAb
4117,"Helicobacter pylori, viljely,",NA,Google,1994-01-01,NULL,Ts-HepyVi
4117,"Helicobacter pylori, viljely,",NA,Google,2018-04-13,NULL,Ts-HepyVi
41178,Bentsodiatsepiinit (kval),NA,Google,2017-01-24,Arvio,U -Bendi-O
4119,"Human T-cell leukemia virus,",NA,Google,1996-02-14,NULL,S -HTLVAb
4119,"Human T-cell leukemia virus,",NA,Google,2010-10-01,NULL,S -HTLVAb
4119,"Human T-cell leukemia virus,",NA,Google,2014-04-01,NULL,S -HTLVAb
412,"fS-Nefelopaketti,lipoproteiini",NA,Google,1996-09-23,NULL,fS-Lipopro
4121,"Kaptopriilikoe,prim.hyperaldos",NA,Google,1993-05-12,LAUSUNTO,Pt-KaptoR1
4125,"S -Keratiini,vasta-aineet",NA,Google,1993-09-22,titteri,S -KeraAb
4126,"S -Kives,vasta-aineet",NA,Google,1994-01-01,titteri,S -TestAb
4128,Kokaiini (kval),NA,Google,1994-04-19,Arvio,U -Koka-O
4128,Kokaiini (kval),NA,Google,2001-02-12,NULL,U -Koka-O
4128,Kokaiini (kval),NA,Google,2009-05-26,Arvio,U -Koka-O
41280,Kokaiini (kval),NA,Google,2001-02-08,Arvio,U -Koka-O
41281,Kokaiini,NA,Google,2001-02-08,NULL,U -Koka
41282,Kokaiini (kval),NA,Google,2001-02-08,Arvio,U -Koka-O
413,fS-Transferriinipaketti,NA,Google,1996-10-21,NULL,fS-Transf
414,CEA-paketti,NA,Google,2002-04-17,NULL,Pf-Coba-T
4144,Lipoproteiini(a),NA,Google,1994-01-31,U/l,S -Lipo(a)
4144,Lipoproteiini(a),NA,Google,1998-06-30,mg/l,S -Lipo(a)
4144,Lipoproteiini(a),NA,Google,2000-01-01,mg/l,S -Lipo(a)
4144,Lipoproteiini(a),NA,Google,2002-01-02,mg/l,fS-Lipo(a)
4144,Lipoproteiini(a),NA,Google,2009-09-15,mg/l,fS-Lipo(a)
4144,Lipoproteiini(a),NA,Google,2015-06-24,nmol/l,fS-Lipo(a)
4144,Lipoproteiini(a),NA,Google,2016-05-31,mg/l,fS-Lipo(a)
4147,Metyylimalonaatti,NA,Google,2008-07-28,umol/l,S -MetMal
4147,Metyylimalonaatti,NA,Google,2012-02-02,nmol/l,S -MetMal
4148,"S -Myeloperoksidaasi ,vasta-",NA,Google,1994-01-01,IU,S -MPOAb
4148,"Myeloperoksidaasi, vasta-ainee",NA,Google,2001-10-06,U,S -MPOAb
4148,"Myeloperoksidaasi, vasta-ainee",NA,Google,2009-11-05,kU/l,S -MPOAb
4148,"Myeloperoksidaasi, vasta-ainee",NA,Google,2011-02-14,kU/l,S -MPOAb
415,"Axsym-paketti, hepatiitit",NA,Google,2002-05-13,NULL,S -Axsym-H
4150,"Mycoplasma pneumoniae, IgG",NA,Google,1994-01-01,NULL,S -MypnAbG
4150,"Mycoplasma pneumoniae, IgG",NA,Google,2015-01-13,EIU,S -MypnAbG
4150,"Mycoplasma pneumoniae, IgG",NA,Google,2017-10-20,EIU,S -MypnAbG
4151,"Mycoplasma pneumoniae, IgM",NA,Google,1994-01-01,NULL,S -MypnAbM
4155,Parathormonin kaltainen peptid,NA,Google,2009-01-29,pmol/l,P -PTHrP
4156,"Parvo virus, vasta-aineet",NA,Google,1994-01-01,NULL,S -ParvAb
4156,"Parvo virus, vasta-aineet",NA,Google,2016-04-25,NULL,S -ParvAb
416,"HIVAb, paketti, Axsym, selkÃ¤yd",NA,Google,2002-05-13,NULL,Li-HIVAb
4160,"S -Proteinaasi 3,vasta-aineet",NA,Google,1994-01-01,IU,S -Pr3Ab
4160,"Proteinaasi 3, vasta-aineet",NA,Google,2001-10-06,U,S -Pr3Ab
4160,"Proteinaasi 3, vasta-aineet",NA,Google,2009-11-05,kU/l,S -Pr3Ab
4160,"Proteinaasi 3, vasta-aineet",NA,Google,2011-02-14,kU/l,S -Pr3Ab
4162,"Rasvahapot, hyvin pitkÃ¤ketjuis",NA,Google,1993-01-11,Lausunto,fS-VLCFA
4162,"Rasvahapot, hyvin pitkÃ¤ketjuis",NA,Google,2016-01-13,Lausunto,fS-VLCFA
4165,"Salmonella, IgA vasta-aineet",NA,Google,2009-05-29,titteri,S -SalmAbA
4165,"Salmonella, IgA vasta-aineet",NA,Google,2010-10-01,NULL,S -SalmAbA
4165,"Salmonella, IgA vasta-aineet",NA,Google,2014-05-14,titteri,S -SalmAbA
4166,Sitraatti,NA,Google,1993-02-04,mmol,dU-Sitraat
4166,"Sitraatti, vuorokausivirtsa",NA,Google,2013-04-04,mg/vrk,dU-Sitraat
4166,"Sitraatti, vuorokausivirtsa",NA,Google,2014-06-19,mg,dU-Sitraat
4166,"Sitraatti, vuorokausivirtsa",NA,Google,2015-10-07,mmol,dU-Sitraat
41660,Sitraatti,NA,Google,1993-02-04,mmol,dU-Sitraat
4167,"-Streptococcus, jatkoviljely",NA,Google,1994-01-01,NULL,Ps-StrJvi
4167,"-Streptococcus, jatkoviljely",NA,Google,2003-11-25,NULL,Ps-StrJvi
4167,"Streptococcus, jatkoviljely",NA,Google,2005-01-27,NULL,-StrJvi
4168,"Cytomegalovirus, IgG",NA,Google,2005-05-11,NULL,S -CMVAbG
4168,"Cytomegalovirus, IgG",NA,Google,2016-04-20,U/ml,S -CMVAbG
4168,"Cytomegalovirus, IgG",NA,Google,2018-01-29,U/ml,S -CMVAbG
4169,"Cytomegalovirus, IgM",NA,Google,2005-05-11,NULL,S -CMVAbM
417,"Kilpirauhaspaketti, Architect",NA,Google,2002-05-13,NULL,S -KilpirP
417,"Kilpirauhas- ja PSA-paketti,",NA,Google,2005-11-15,NULL,S -ArchiKP
4170,"Transkobalamiinit, vapaat",NA,Google,2009-01-29,NULL,P -TC1TC2
41701,Haptokorriini,NA,Google,2009-01-29,nmol/l,P -TC1
41702,Transkobalamiini,NA,Google,2009-01-29,nmol/l,P -TC2
4178,"Verikaasuanalyysi, napalaskimo",NA,Google,2014-07-02,NULL,uV-VeKaas
4179,"Verikaasuanalyysi, napavaltimo",NA,Google,2014-07-02,NULL,uA-VeKaas
418,Vasta-aineisiin sit. insuliini,NA,Google,1983-02-04,mU/l,S -Ins-Sit
4180,"VeriryhmÃ¤, vasta-aineet, tunni",NA,Google,2014-03-31,NULL,S -VRAbTu2
4181,"VeriryhmÃ¤, vasta-aineet, tunni",NA,Google,2014-03-31,NULL,S -VRAbTu3
4182,"Kaptopriilikoe,renovask.hypert",NA,Google,1993-05-12,LAUSUNTO,Pt-KaptoR2
4183,AivolisÃ¤kkeen histologinen tut,NA,Google,1993-02-09,NULL,Pi-PAD
4183,AivolisÃ¤kkeen histologinen tut,NA,Google,2005-12-19,NULL,Pi-PAD
4183,AivolisÃ¤kkeen histologinen tut,NA,Google,2006-01-01,NULL,Pi-PAD
4184,Sk-IhottumanÃ¤ytteen histologin,NA,Google,1993-02-09,NULL,Sk-PADIhot
4184,IhottumanÃ¤ytteen histologinen,NA,Google,2003-11-18,NULL,Sk-PADIhot
4184,IhottumanÃ¤ytteen histologinen,NA,Google,2005-12-19,NULL,Sk-PADIhot
4184,IhottumanÃ¤ytteen histologinen,NA,Google,2006-01-01,NULL,Sk-PADIhot
4185,"IrtosolunÃ¤yte, immunohistokemi",NA,Google,1993-02-09,NULL,-Syto-IH
4186,"IrtosolunÃ¤yte, in situ-hybridi",NA,Google,1993-02-09,NULL,-Syto-ISH
4187,Keskushermoston erillinen neur,NA,Google,1993-02-09,NULL,Cn-PAD
4187,Keskushermoston erillinen neur,NA,Google,2005-12-19,NULL,Cn-PAD
4187,Keskushermoston erillinen neur,NA,Google,2006-01-01,NULL,Cn-PAD
4188,Keuhkon histologinen tutkimus,NA,Google,1993-02-09,NULL,Lu-PAD
4188,Keuhkon histologinen tutkimus,NA,Google,2005-12-19,NULL,Lu-PAD
4188,Keuhkon parenkyymitaudin selvi,NA,Google,2006-01-01,NULL,Lu-PAD
4189,Ut-Kohdun irtosolututkimus,NA,Google,1993-02-09,NULL,Ut-Syto
419,"HCVAb, paketti, Architect",NA,Google,2002-05-13,NULL,S -HCVAb
4190,"KudosnÃ¤yte, entsyymihistokemia",NA,Google,1996-01-24,NULL,Ts-PAD-EH
4190,"KudosnÃ¤yte, entsyymihistokemia",NA,Google,2005-12-19,NULL,Ts-PAD-EH
4190,"KudosnÃ¤yte, entsyymihistokemia",NA,Google,2006-01-01,NULL,Ts-PAD-EH
4191,"KudosnÃ¤yte, immunohistokemiall",NA,Google,1993-02-09,NULL,Ts-PAD-IH
4191,"KudosnÃ¤yte, immunohistokemiall",NA,Google,2005-12-09,NULL,Ts-PAD-IH
4191,"KudosnÃ¤yte, immunohistokemiall",NA,Google,2006-01-01,NULL,Ts-PAD-IH
4192,"KudosnÃ¤yte, in situ-hybridisaa",NA,Google,1993-02-09,NULL,Ts-PAD-ISH
4192,"KudosnÃ¤yte, in situ-hybridisaa",NA,Google,2005-12-19,NULL,Ts-PAD-ISH
4192,"KudosnÃ¤yte, in situ hybridisaa",NA,Google,2006-01-01,NULL,Ts-PAD-ISH
4193,"KudosnÃ¤yte, kertymÃ¤tautiepÃ¤ily",NA,Google,1993-02-09,NULL,Ts-PADKert
4193,"KudosnÃ¤yte, kertymÃ¤tautiepÃ¤ily",NA,Google,2005-12-19,NULL,Ts-PADKert
4193,"KudosnÃ¤yte, kertymÃ¤tautiepÃ¤ily",NA,Google,2006-01-01,NULL,Ts-PADKert
4194,KudosnÃ¤ytteen histologinen tut,NA,Google,1993-02-09,NULL,Ts-PAD-4
4194,KudosnÃ¤ytteen histologinen tut,NA,Google,2005-12-19,NULL,Ts-PAD-4
4194,KudosnÃ¤ytteen histologinen tut,NA,Google,2006-01-01,NULL,Ts-PAD-4
4195,Luun histomorfometrinen tutkim,NA,Google,1993-02-09,NULL,Bo-PAD-Mor
4195,Luun histomorfometrinen tutkim,NA,Google,2005-12-19,NULL,Bo-PAD-Mor
4195,Luun histomorfometrinen tutkim,NA,Google,2006-01-01,NULL,Bo-PAD-Mor
42,"Monosyytit, absol. arvot",NA,Google,1992-12-17,10E9/l,L -Monos
42,"Monosyytit, absol. arvot",NA,Google,2004-03-01,10E9/l,B -Monos
42,"Monosyytit, absol. arvot",NA,Google,2006-03-22,10E9/l,B -Monos
42,"Monosyytit, absol. arvot",NA,Google,2019-05-09,10E9/l,B -Monos
420,Chl.trachomatis ja N.gonorrhoe,NA,Google,1996-12-05,NULL,-CtNgNh
420,Neisseria gonorrhoea nukleiini,NA,Google,1996-12-21,NULL,-GcNh
4200,"Borrelia, IgG vasta-aineet,",NA,Google,2004-12-28,NULL,Li-BorrAbG
4200,"Borrelia, IgG vasta-aineet,",NA,Google,2016-04-20,AU/ml,Li-BorrAbG
4200,"Borrelia, IgG vasta-aineet,",NA,Google,2018-01-29,AU/ml,Li-BorrAbG
4201,"Borrelia, IgM vasta-aineet,",NA,Google,2004-12-28,NULL,Li-BorrAbM
4202,"Borrelia, nukleiinihappo",NA,Google,1996-02-07,NULL,-BorrNhO
4202,"Borrelia, nukleiinihappo",NA,Google,2014-05-12,NULL,-BorrNhO
4203,Buprenorfiini (kval),NA,Google,2000-12-29,NULL,U -Bupre-O
4203,Buprenorfiini (kval),NA,Google,2009-06-02,Arvio,U -Bupre-O
4204,"Chlamydia pneumoniae, IgM",NA,Google,2004-12-27,NULL,S -ChpnAbM
4205,"-Chlamydia trachomatis,",NA,Google,1994-01-20,NULL,-Chtr-O
4206,"-Chlamydia trachomatis,",NA,Google,1994-01-20,NULL,-ChtrNhO
4206,"Chlamydia trachomatis, nukleii",NA,Google,2003-11-25,NULL,-ChtrNhO
4206,"Chlamydia trachomatis, nukleii",NA,Google,2005-05-17,NULL,U -ChtrNhO
4207,Desipramiini,NA,Google,1994-04-05,nmol/l,S -Desip
4207,Desipramiini,NA,Google,1994-06-02,nmol/l,S -Desip
4207,Desipramiini,NA,Google,1998-04-15,nmol/l,S -Desip
4208,Desmetyyliklotsapiini,NA,Google,1995-01-01,nmol/l,S -DMKlots
4208,Desmetyyliklotsapiini,NA,Google,2008-11-04,umol/l,S -DMklots
4208,Desmetyyliklotsapiini,NA,Google,2015-10-07,nmol/l,S -DMklots
4209,"DNA, eristys",NA,Google,1995-10-04,Lausunto,-DNAex
4209,"DNA, eristys, verestÃ¤",NA,Google,2009-10-01,Lausunto,B -DNAex
421,Chl.trachomatis ja N.gonorrhoe,NA,Google,1996-12-20,NULL,-CtNgNhO
4210,"Erytrosyytit, dysmorfiset",NA,Google,1996-10-01,NULL,U -ErytDys
4211,"HyytymistekijÃ¤ IX, vasta-ainee",NA,Google,2002-07-24,BU/ml,P -FIX-Ab
4211,"HyytymistekijÃ¤ IX, vasta-ainee",NA,Google,2019-10-01,BU/ml,P -FIX-Ab
4221,Huumeseulonta,NA,Google,2001-02-08,NULL,U -Huum-O
4225,Immunoglobuliini G1,NA,Google,2015-02-27,g/l,S -IgG1
4226,Immunoglobuliini G2,NA,Google,2015-02-27,g/l,S -IgG2
4227,Immunoglobuliini G3,NA,Google,2015-02-27,g/l,S -IgG3
4228,Immunoglobuliini G4,NA,Google,2015-02-27,g/l,S -IgG4
4229,Karnitiini,NA,Google,1994-05-31,NULL,dU-Karni
4229,"Karnitiini, vuorokausivirtsa",NA,Google,2002-01-02,NULL,dU-Karni
4229,"Karnitiini, vuorokausivirtsa",NA,Google,2009-07-17,NULL,dU-Karni
4229,"Karnitiini, vuorokausivirtsa",NA,Google,2010-05-05,NULL,dU-Karni
4234,Koriongonadotropiini-A-alayks,NA,Google,2000-09-08,pmol/l,S -hCG-A
4234,Koriongonadotropiini-A-alayks,NA,Google,2009-07-17,pmol/l,S -hCG-A
4234,Koriongonadotropiini-A-alayks,NA,Google,2010-05-05,pmol/l,S -hCG-A
4234,Koriongonadotropiini-A-alayks,NA,Google,2015-01-01,pmol/l,S -hCG-A
4235,"Koriongonadotropiini, b-alayks",NA,Google,1995-08-16,ug/l,S -hCG-B-V
42352,"Koriongonadotropiini, b-alayks",NA,Google,1996-03-02,ug/l,S -hCG-B-V
4236,"Kreatiinikinaasi-MB,massakonse",NA,Google,1996-08-21,ug/l,S -CK-MBm
4236,"Kreatiinikinaasi, MB-alayksikk",NA,Google,1999-05-26,ug/l,S -CK-MBm
4237,"U -Legionella,osoitus,tutkimus",NA,Google,2000-08-16,NULL,U -Legi-O
4237,Legionella (kval),NA,Google,2002-09-20,NULL,-Legi-O
42435,Opiaatit (kval),NA,Google,2017-01-24,Arvio,U -Opiaa-O
4244,"-Mycobacterium,osoittaminen",NA,Google,1996-02-07,NULL,-MycoNhO
4244,"Mycobacterium, nukleiinihappo",NA,Google,2005-06-29,NULL,-MycoNhO
4248,Orotaatti,NA,Google,1994-02-04,Lausunto,U -Orotaat
4248,Orotaatti,NA,Google,2009-07-17,Lausunto,U -Orotaat
4248,Orotaatti,NA,Google,2010-05-05,Lausunto,U -Orotaat
4248,Orotaatti,NA,Google,2019-01-03,Lausunto,U -Orotaat
4249,"Parvo virus, IgG vasta-aineet",NA,Google,2004-12-28,NULL,S -ParvAbG
4249,"Parvo virus, IgG vasta-aineet",NA,Google,2016-04-25,index,S -ParvAbG
4249,"Parvo virus, IgG vasta-aineet",NA,Google,2017-10-20,index,S -ParvAbG
4250,"Parvo virus, IgM vasta-aineet",NA,Google,2004-12-28,NULL,S -ParvAbM
4251,"Sindbis virus, IgM vasta-ainee",NA,Google,2002-01-25,NULL,S -SindAbM
4251,"Sindbis virus, IgM vasta-ainee",NA,Google,2014-04-01,NULL,S -SindAbM
4252,"Porfyria, akuutti intermittoiv",NA,Google,1998-12-31,Lausunto,B -Porf-D
4252,"Porfyria, akuutti intermittoiv",NA,Google,2008-10-16,Lausunto,B -Porf-D
4252,"Porfyria, akuutti intermittoiv",NA,Google,2009-10-01,Lausunto,B -Porf-D
4254,"Prostataspes. antigeeni, vapaa",NA,Google,1997-10-20,ug/l,S -PSA-V
4254,"Prostataspesifinen antigeeni,",NA,Google,2003-02-19,ug/l,S -PSA-V
4258,Sitalopraami,NA,Google,1994-12-02,NULL,S -Sital
4258,Sitalopraami,NA,Google,1998-01-01,NULL,S -Sital
4258,Sitalopraami,NA,Google,2004-01-01,NULL,S -Sital
4258,Sitalopraami,NA,Google,2017-06-20,nmol/l,S -Sital
42580,Sitalopraami,NA,Google,1994-12-02,nmol/l,S -Sitalop
42580,Sitalopraami,NA,Google,1998-01-01,nmol/l,S -Sitalop
42580,Sitalopraami,NA,Google,2004-01-01,nmol/l,S -Sitalop
4259,"Tyroksiini, vapaa, napaseerumi",NA,Google,1997-01-31,pmol/l,uS-T4-V
4259,"Tyroksiini, vapaa, napaseerumi",NA,Google,1997-02-28,pmol/l,uS-T4-V
4259,"Tyroksiini, vapaa",NA,Google,1998-02-09,pmol/l,uS-T4-V
4259,"Tyroksiini, vapaa",NA,Google,2006-06-01,pmol/l,uS-T4-V
4259,"Tyroksiini, vapaa",NA,Google,2009-11-19,pmol/l,uS-T4-V
4261,"von Willebrandin tauti, alatyy",NA,Google,2002-07-24,Lausunto,Pt-vWD-Sc
4261,"von Willebrandin tauti, alatyy",NA,Google,2009-07-02,NULL,Pt-vWD-Sc
4261,"von Willebrandin tauti, alatyy",NA,Google,2019-10-01,NULL,Pt-vWD-Sc
4262,"von Willebrand-tekijÃ¤, multime",NA,Google,2002-07-24,Lausunto,P -vWF-Ty
4262,"von Willebrand-tekijÃ¤, multime",NA,Google,2019-10-01,Lausunto,P -vWF-Ty
4266,"Ly-HLADP, tyypitys",NA,Google,1996-02-01,Lausunto,Ly-HLADP
4266,"HLADPB, tyypitys",NA,Google,1998-01-01,Lausunto,B -HLADPB
4267,"Ly-HLADQ, tyypitys",NA,Google,1996-02-01,Lausunto,Ly-HLADQ
4268,"Immuunitrombopeniatutkimus, va",NA,Google,2002-07-25,Lausunto,B -NAIT
4268,"Immuunitrombopeniatutkimus, va",NA,Google,2009-07-02,NULL,B -NAIT
4268,"Immuunitrombopeniatutkimus, va",NA,Google,2011-01-04,NULL,B -NAITseu
4268,"Immuunitrombopeniatutkimus, va",NA,Google,2019-10-01,NULL,B -NAITseu
4270,Klooriprotikseeni,NA,Google,1995-11-20,NULL,S -Klorprt
4270,Klooriprotikseeni,NA,Google,2000-01-01,NULL,S -Klorprt
4272,"Leukosyytit, vasta-aineet",NA,Google,1995-11-20,Lausunto,S -LeukAb
4272,"Leukosyytit, vasta-aineet",NA,Google,2007-03-08,NULL,S -LeukAb
4272,"Leukosyyttivasta-aineet, IgG,",NA,Google,2015-05-05,NULL,S-Leuk-AbO
42721,HLA luokka I,NA,Google,2012-07-23,NULL,HLA I
42722,HLA luokka II,NA,Google,2012-07-23,NULL,HLA II
4274,B -Antigeenispesifinen lymfos.,NA,Google,1995-04-18,LAUSUNTO,B -LyAg-S
4275,-ReumafaktorimÃ¤Ã¤ritys,NA,Google,1995-04-21,U/ml,-Rf
4277,Trombosyyttien alloantigeenity,NA,Google,2002-07-25,Lausunto,B -TAg-D
4277,Trombosyyttien alloantigeenity,NA,Google,2009-07-02,NULL,B -TAg-D
4278,Troponiini T,NA,Google,1995-11-20,ug/l,S -TnT
4278,Troponiini T,NA,Google,2004-01-01,ug/l,S -TnT
4279,-Tumavasta-aineet,NA,Google,1995-04-21,titteri,-Ana-Ab
4279,"Tuma, vasta-aineet",NA,Google,2001-12-28,titteri,-ANA
4280,F -TuumorinekroositekijÃ¤ alfa,NA,Google,1995-04-18,pg/g,F -TNF
4281,Li-TuumorinekroositekijÃ¤ alfa,NA,Google,1995-04-18,pg/ml,Li-TNF
4282,S -TuumorinekroositekijÃ¤ alfa,NA,Google,1995-04-18,pg/ml,S -TNF
4282,"TuumorinekroositekijÃ¤, alfa",NA,Google,2012-04-30,ng/l,S -TNF
4282,"TuumorinekroositekijÃ¤, alfa",NA,Google,2016-04-26,ng/l,S -TNF
4284,"Albumiini, peritoneaalidialyys",NA,Google,2000-03-13,mg/l,Pd-Alb
4285,Alkoholit,NA,Google,1996-10-01,NULL,S -Alko
4286,"Amylaasi, sylkiperÃ¤inen",NA,Google,1995-11-20,U/l,S -AmylS
4286,"Amylaasi, sylkiperÃ¤inen",NA,Google,1998-12-30,U/l,S -AmylS
4286,"Amylaasi, sylkiperÃ¤inen",NA,Google,2010-05-19,U/l,S -AmylS
4288,"Angelmanin oireyhtymÃ¤, veri,",NA,Google,2008-01-28,lausunto,B -AS-D
4288,"Angelmanin oireyhtymÃ¤, veri,",NA,Google,2009-10-01,lausunto,B -AS-D
4288,"Angelmanin oireyhtymÃ¤, veri,",NA,Google,2011-01-01,lausunto,B -AS-D
4294,"Chlamydia pneumoniae, IgG",NA,Google,2004-12-27,BU/ml,S -ChpnAbG
4294,"Chlamydia pneumoniae, IgG",NA,Google,2017-10-20,BU/ml,S -ChpnAbG
43,"Lymfosyytit, absol. arvot",NA,Google,1992-12-17,10E9/l,L -Lymf
43,"Lymfosyytit, absol. arvot",NA,Google,2004-03-01,10E9/l,B -Lymf
43,"Lymfosyytit, absol. arvot",NA,Google,2019-05-09,10E9/l,B -Lymf
4300,Desmetyylisitalopraami,NA,Google,1995-11-20,nmol/l,S -DeSital
4300,Desmetyylisitalopraami,NA,Google,1998-01-01,nmol/l,S -DeSital
4300,Desmetyylisitalopraami,NA,Google,2004-01-01,nmol/l,S -DeSital
4302,"Enterovirus, IgG vasta-aineet",NA,Google,1997-09-30,EIU,S -EvirAbG
4305,Etanoli,NA,Google,1995-11-20,mmol/l,S -EtOH
4305,Etanoli,NA,Google,1997-11-12,mmol/l,S -EtOH
4312,"Hepatiitti B virus, nukleiinih",NA,Google,1995-07-10,NULL,S -HBVNhO
4313,"Hepatiitti E virus, vasta-aine",NA,Google,1996-02-13,NULL,S -HEVAb
4313,"Hepatiitti E virus, vasta-aine",NA,Google,2016-05-11,NULL,S -HEVAb
4314,"Hepatitis C virus, nukleiiniha",NA,Google,1995-02-09,NULL,S -HCVNh0
4314,"Hepatitis C virus, nukleiiniha",NA,Google,2005-05-17,NULL,S -HCVNhO
4315,"B -HLADr,tyypitys,DNA tutkimus",NA,Google,1996-02-01,Lausunto,B -HLADr
4315,"HLADr-tyypitys, DNA-tutkimus",NA,Google,1998-01-01,Lausunto,B -HLADr-D
4318,"Japanin enkefaliitti virus, va",NA,Google,2007-11-22,titteri,S -JPEAb
