TUTKIMUS,ALKU_PVM,LOPPU_PVM,TUTKIMUS_LYHENNE,TUTKIMUS_EALA,TUTKIMUS_NIMI,TUTKIMUS_TARKENNE,TUTKIMUS_TYYPPI,VASTAUSYKSIKKO,HUOMAUTUSKOODISTO,TUTKIMUS_LYHENNE_I
4126,01.01.1994,31.12.2001,S -TestAb,MIK,"S -Kives,vasta-aineet",NULL,Y,titteri,MIKVAS,S-TESTAB
4128,19.04.1994,11.02.2001,U -Koka-O,KEM,Kokaiini (kval),NULL,Y,Arvio,KEMIA,U-KOKA-O
4128,12.02.2001,25.05.2009,U -Koka-O,KEM,Kokaiini (kval),NULL,S,NULL,KEMIA,U-KOKA-O
4128,26.05.2009,31.12.2300,U -Koka-O,KEM,Kokaiini (kval),NULL,Y,Arvio,KEMIA,U-KOKA-O
41280,08.02.2001,31.12.2300,U -Koka-O,KEM,Kokaiini (kval),NULL,Y,Arvio,KEMIA,U-KOKA-O
41281,08.02.2001,31.12.2300,U -Koka,KEM,Kokaiini,NULL,Y,NULL,KEMIA,U-KOKA
41282,08.02.2001,09.06.2005,U -Koka-O,KEM,Kokaiini (kval),NULL,Y,Arvio,KEMIA,U-KOKA-O
413,21.10.1996,27.11.2000,fS-Transf,MIK,fS-Transferriinipaketti,NULL,P,NULL,MIKVAS,FS-TRANSF
414,17.04.2002,31.12.2300,Pf-Coba-T,KEM,CEA-paketti,NULL,P,NULL,KEMIA,PF-COBA-T
4144,31.01.1994,29.06.1998,S -Lipo(a),KEM,Lipoproteiini(a),NULL,Y,U/l,KEMIA,S-LIPO(A)
4144,30.06.1998,31.12.1999,S -Lipo(a),KEM,Lipoproteiini(a),NULL,Y,mg/l,KEMIA,S-LIPO(A)
4144,01.01.2000,01.01.2002,S -Lipo(a),KEM,Lipoproteiini(a),NULL,Y,mg/l,KEMIA,S-LIPO(A)
4144,02.01.2002,14.09.2009,fS-Lipo(a),KEM,Lipoproteiini(a),NULL,Y,mg/l,KEMIA,FS-LIPO(A)
4144,15.09.2009,23.06.2015,fS-Lipo(a),KEM,Lipoproteiini(a),NULL,Y,mg/l,KEMIA,FS-LIPO(A)
4144,24.06.2015,30.05.2016,fS-Lipo(a),KEM,Lipoproteiini(a),NULL,Y,nmol/l,KEMIA,FS-LIPO(A)
4144,31.05.2016,31.12.2300,fS-Lipo(a),KEM,Lipoproteiini(a),NULL,Y,mg/l,KEMIA,FS-LIPO(A)
4147,28.07.2008,01.02.2012,S -MetMal,KEM,Metyylimalonaatti,NULL,Y,umol/l,KEMIA,S-METMAL
4147,02.02.2012,31.12.2300,S -MetMal,KEM,Metyylimalonaatti,NULL,Y,nmol/l,KEMIA,S-METMAL
4148,01.01.1994,05.10.2001,S -MPOAb,MIK,"S -Myeloperoksidaasi ,vasta-",aineet,Y,IU,MIKVAS,S-MPOAB
4148,06.10.2001,04.11.2009,S -MPOAb,MIK,"Myeloperoksidaasi, vasta-ainee",t,Y,U,MIKVAS,S-MPOAB
4148,05.11.2009,13.02.2011,S -MPOAb,MIK,"Myeloperoksidaasi, vasta-ainee",t,Y,kU/l,MIKVAS,S-MPOAB
4148,14.02.2011,31.12.2300,S -MPOAb,MIK,"Myeloperoksidaasi, vasta-ainee",t,Y,kU/l,KEMIA,S-MPOAB
415,13.05.2002,15.02.2006,S -Axsym-H,MIK,"Axsym-paketti, hepatiitit",NULL,P,NULL,MIKVAS,S-AXSYM-H
4150,01.01.1994,12.01.2015,S -MypnAbG,MIK,"Mycoplasma pneumoniae, IgG",vasta-aineet,Y,NULL,MIKVAS,S-MYPNABG
4150,13.01.2015,19.10.2017,S -MypnAbG,MIK,"Mycoplasma pneumoniae, IgG",vasta-aineet,Y,EIU,MIKVAS,S-MYPNABG
4150,20.10.2017,31.12.2300,S -MypnAbG,MIK,"Mycoplasma pneumoniae, IgG",vasta-aineet,Y,EIU,MIKVAS,S-MYPNABG
4151,01.01.1994,31.12.2300,S -MypnAbM,MIK,"Mycoplasma pneumoniae, IgM",vasta-aineet,Y,NULL,MIKVAS,S-MYPNABM
4155,29.01.2009,31.12.2300,P -PTHrP,KEM,Parathormonin kaltainen peptid,i,Y,pmol/l,KEMIA,P-PTHRP
4156,01.01.1994,24.04.2016,S -ParvAb,MIK,"Parvo virus, vasta-aineet",NULL,S,NULL,MIKVAS,S-PARVAB
4156,25.04.2016,31.12.2300,S -ParvAb,MIK,"Parvo virus, vasta-aineet",NULL,S,NULL,MIKVAS,S-PARVAB
416,13.05.2002,15.02.2006,Li-HIVAb,MIK,"HIVAb, paketti, Axsym, selkäyd",inneste,P,NULL,MIKVAS,LI-HIVAB
4160,01.01.1994,05.10.2001,S -Pr3Ab,MIK,"S -Proteinaasi 3,vasta-aineet",NULL,Y,IU,MIKVAS,S-PR3AB
4160,06.10.2001,04.11.2009,S -Pr3Ab,MIK,"Proteinaasi 3, vasta-aineet",NULL,Y,U,MIKVAS,S-PR3AB
4160,05.11.2009,13.02.2011,S -Pr3Ab,MIK,"Proteinaasi 3, vasta-aineet",NULL,Y,kU/l,MIKVAS,S-PR3AB
4160,14.02.2011,31.12.2300,S -Pr3Ab,MIK,"Proteinaasi 3, vasta-aineet",NULL,Y,kU/l,KEMIA,S-PR3AB
4162,11.01.1993,12.01.2016,fS-VLCFA,KEM,"Rasvahapot, hyvin pitkäketjuis",et (22 C),Y,Lausunto,KEMIA,FS-VLCFA
4162,13.01.2016,31.12.2300,fS-VLCFA,KEM,"Rasvahapot, hyvin pitkäketjuis",et,Y,Lausunto,KEMIA,FS-VLCFA
4165,29.05.2009,30.09.2010,S -SalmAbA,MIK,"Salmonella, IgA vasta-aineet",NULL,Y,titteri,MIKVAS,S-SALMABA
4165,01.10.2010,13.05.2014,S -SalmAbA,MIK,"Salmonella, IgA vasta-aineet",NULL,Y,NULL,MIKVAS,S-SALMABA
4165,14.05.2014,31.12.2300,S -SalmAbA,MIK,"Salmonella, IgA vasta-aineet",NULL,Y,titteri,MIKVAS,S-SALMABA
4166,04.02.1993,31.12.1996,dU-Sitraat,KEM,Sitraatti,NULL,S,mmol,KEMIA,DU-SITRAAT
4166,04.04.2013,18.06.2014,dU-Sitraat,KEM,"Sitraatti, vuorokausivirtsa",NULL,Y,mg/vrk,KEMIA,DU-SITRAAT
4166,19.06.2014,06.10.2015,dU-Sitraat,KEM,"Sitraatti, vuorokausivirtsa",NULL,Y,mg,KEMIA,DU-SITRAAT
4166,07.10.2015,31.12.2300,dU-Sitraat,KEM,"Sitraatti, vuorokausivirtsa",NULL,Y,mmol,KEMIA,DU-SITRAAT
41660,04.02.1993,03.01.1997,dU-Sitraat,KEM,Sitraatti,NULL,L,mmol,KEMIA,DU-SITRAAT
4167,01.01.1994,24.11.2003,Ps-StrJvi,MIK,"-Streptococcus, jatkoviljely",(seulottu näyte),Y,NULL,MIKVAS,PS-STRJVI
4167,25.11.2003,26.01.2005,Ps-StrJvi,MIK,"-Streptococcus, jatkoviljely",(seulottu näyte),Y,NULL,MIKVAS,PS-STRJVI
4167,27.01.2005,31.12.2300,-StrJvi,MIK,"Streptococcus, jatkoviljely",NULL,Y,NULL,MIKVAS,-STRJVI
4168,11.05.2005,19.04.2016,S -CMVAbG,MIK,"Cytomegalovirus, IgG",vasta-aineet,Y,NULL,MIKVAS,S-CMVABG
4168,20.04.2016,28.01.2018,S -CMVAbG,MIK,"Cytomegalovirus, IgG",vasta-aineet,Y,U/ml,MIKVAS,S-CMVABG
4168,29.01.2018,31.12.2300,S -CMVAbG,MIK,"Cytomegalovirus, IgG",vasta-aineet,Y,U/ml,MIKVAS,S-CMVABG
4169,11.05.2005,31.12.2300,S -CMVAbM,MIK,"Cytomegalovirus, IgM",vasta-aineet,Y,NULL,MIKVAS,S-CMVABM
417,13.05.2002,14.11.2005,S -KilpirP,KEM,"Kilpirauhaspaketti, Architect",NULL,P,NULL,MIKVAS,S-KILPIRP
417,15.11.2005,31.12.2300,S -ArchiKP,KEM,"Kilpirauhas- ja PSA-paketti,",Architect,P,NULL,MIKVAS,S-ARCHIKP
4170,29.01.2009,31.12.2300,P -TC1TC2,KEM,"Transkobalamiinit, vapaat",NULL,S,NULL,KEMIA,P-TC1TC2
41701,29.01.2009,31.12.2300,P -TC1,KEM,Haptokorriini,NULL,Y,nmol/l,KEMIA,P-TC1
41702,29.01.2009,31.12.2300,P -TC2,KEM,Transkobalamiini,NULL,Y,nmol/l,KEMIA,P-TC2
4178,02.07.2014,31.12.2300,uV-VeKaas,KEM,"Verikaasuanalyysi, napalaskimo",NULL,S,NULL,KEMIA,UV-VEKAAS
4179,02.07.2014,31.12.2300,uA-VeKaas,KEM,"Verikaasuanalyysi, napavaltimo",NULL,S,NULL,KEMIA,UA-VEKAAS
418,04.02.1983,23.04.1993,S -Ins-Sit,KEM,Vasta-aineisiin sit. insuliini,NULL,Y,mU/l,KEMIA,S-INS-SIT
4180,31.03.2014,30.09.2016,S -VRAbTu2,KEM,"Veriryhmä, vasta-aineet, tunni",stus 2,Y,NULL,KEMIA,S-VRABTU2
4181,31.03.2014,30.09.2016,S -VRAbTu3,KEM,"Veriryhmä, vasta-aineet, tunni",stus 3,Y,NULL,KEMIA,S-VRABTU3
4182,12.05.1993,16.12.2016,Pt-KaptoR2,KEM,"Kaptopriilikoe,renovask.hypert",NULL,T,LAUSUNTO,KEMIA,PT-KAPTOR2
4183,09.02.1993,18.12.2005,Pi-PAD,PAT,Aivolisäkkeen histologinen tut,kimus,Y,NULL,NULL,PI-PAD
4183,19.12.2005,31.12.2005,Pi-PAD,PAT,Aivolisäkkeen histologinen tut,kimus,Y,NULL,NULL,PI-PAD
4183,01.01.2006,31.12.2300,Pi-PAD,PAT,Aivolisäkkeen histologinen tut,kimus,Y,NULL,NULL,PI-PAD
4184,09.02.1993,17.02.1995,Sk-PADIhot,PAT,Sk-Ihottumanäytteen histologin,en tutkimus,Y,NULL,NULL,SK-PADIHOT
4184,18.11.2003,18.12.2005,Sk-PADIhot,PAT,Ihottumanäytteen histologinen,tutkimus,Y,NULL,PATOL,SK-PADIHOT
4184,19.12.2005,31.12.2005,Sk-PADIhot,PAT,Ihottumanäytteen histologinen,tutkimus,Y,NULL,PATOL,SK-PADIHOT
4184,01.01.2006,31.12.2300,Sk-PADIhot,PAT,Ihottumanäytteen histologinen,tutkimus,Y,NULL,PATOL,SK-PADIHOT
4185,09.02.1993,31.12.2300,-Syto-IH,PAT,"Irtosolunäyte, immunohistokemi",allinen tutkimus,Y,NULL,NULL,-SYTO-IH
4186,09.02.1993,31.12.2300,-Syto-ISH,PAT,"Irtosolunäyte, in situ-hybridi",saatiotutkimus,Y,NULL,NULL,-SYTO-ISH
4187,09.02.1993,18.12.2005,Cn-PAD,PAT,Keskushermoston erillinen neur,opatologinen tutkimus,Y,NULL,NULL,CN-PAD
4187,19.12.2005,31.12.2005,Cn-PAD,PAT,Keskushermoston erillinen neur,opatologinen tutkimus,Y,NULL,NULL,CN-PAD
4187,01.01.2006,31.12.2300,Cn-PAD,PAT,Keskushermoston erillinen neur,"opatol. tutkimus, obduktionäyt",Y,NULL,NULL,CN-PAD
4188,09.02.1993,18.12.2005,Lu-PAD,PAT,Keuhkon histologinen tutkimus,NULL,Y,NULL,PATOL,LU-PAD
4188,19.12.2005,31.12.2005,Lu-PAD,PAT,Keuhkon histologinen tutkimus,NULL,Y,NULL,PATOL,LU-PAD
4188,01.01.2006,31.12.2300,Lu-PAD,PAT,Keuhkon parenkyymitaudin selvi,"ttely, biopsianäyte",Y,NULL,PATOL,LU-PAD
4189,09.02.1993,18.12.2001,Ut-Syto,PAT,Ut-Kohdun irtosolututkimus,NULL,Y,NULL,NULL,UT-SYTO
419,13.05.2002,29.12.2005,S -HCVAb,MIK,"HCVAb, paketti, Architect",NULL,P,NULL,MIKVAS,S-HCVAB
4190,24.01.1996,18.12.2005,Ts-PAD-EH,PAT,"Kudosnäyte, entsyymihistokemia",llinen tutkimus,Y,NULL,NULL,TS-PAD-EH
4190,19.12.2005,31.12.2005,Ts-PAD-EH,PAT,"Kudosnäyte, entsyymihistokemia",llinen tutkimus,Y,NULL,NULL,TS-PAD-EH
4190,01.01.2006,31.12.2300,Ts-PAD-EH,PAT,"Kudosnäyte, entsyymihistokemia",llinen tutkimus,Y,NULL,NULL,TS-PAD-EH
4191,09.02.1993,08.12.2005,Ts-PAD-IH,PAT,"Kudosnäyte, immunohistokemiall",inen tutkimus,Y,NULL,NULL,TS-PAD-IH
4191,09.12.2005,31.12.2005,Ts-PAD-IH,PAT,"Kudosnäyte, immunohistokemiall",inen tutkimus,Y,NULL,NULL,TS-PAD-IH
4191,01.01.2006,31.12.2300,Ts-PAD-IH,PAT,"Kudosnäyte, immunohistokemiall",inen tutkimus,Y,NULL,NULL,TS-PAD-IH
4192,09.02.1993,18.12.2005,Ts-PAD-ISH,PAT,"Kudosnäyte, in situ-hybridisaa",tiotutkumus,Y,NULL,PATOL,TS-PAD-ISH
4192,19.12.2005,31.12.2005,Ts-PAD-ISH,PAT,"Kudosnäyte, in situ-hybridisaa",tiotutkumus,Y,NULL,PATOL,TS-PAD-ISH
4192,01.01.2006,31.12.2300,Ts-PAD-ISH,PAT,"Kudosnäyte, in situ hybridisaa",tiotutkumus,Y,NULL,PATOL,TS-PAD-ISH
4193,09.02.1993,18.12.2005,Ts-PADKert,PAT,"Kudosnäyte, kertymätautiepäily",NULL,Y,NULL,NULL,TS-PADKERT
4193,19.12.2005,31.12.2005,Ts-PADKert,PAT,"Kudosnäyte, kertymätautiepäily",NULL,Y,NULL,NULL,TS-PADKERT
4193,01.01.2006,31.12.2300,Ts-PADKert,PAT,"Kudosnäyte, kertymätautiepäily",NULL,Y,NULL,NULL,TS-PADKERT
4194,09.02.1993,18.12.2005,Ts-PAD-4,PAT,Kudosnäytteen histologinen tut,"kimus, laaja leikkauspreparaat",Y,NULL,PATOL,TS-PAD-4
4194,19.12.2005,31.12.2005,Ts-PAD-4,PAT,Kudosnäytteen histologinen tut,"kimus, laaja leikkauspreparaat",Y,NULL,PATOL,TS-PAD-4
4194,01.01.2006,31.12.2300,Ts-PAD-4,PAT,Kudosnäytteen histologinen tut,"kimus, laaja leikkauspreparaat",Y,NULL,PATOL,TS-PAD-4
4195,09.02.1993,18.12.2005,Bo-PAD-Mor,PAT,Luun histomorfometrinen tutkim,us,Y,NULL,NULL,BO-PAD-MOR
4195,19.12.2005,31.12.2005,Bo-PAD-Mor,PAT,Luun histomorfometrinen tutkim,us,Y,NULL,NULL,BO-PAD-MOR
4195,01.01.2006,08.02.2012,Bo-PAD-Mor,PAT,Luun histomorfometrinen tutkim,us,Y,NULL,NULL,BO-PAD-MOR
42,17.12.1992,29.02.2004,L -Monos,KEM,"Monosyytit, absol. arvot",NULL,Y,10E9/l,KEMIA,L-MONOS
42,01.03.2004,21.03.2006,B -Monos,KEM,"Monosyytit, absol. arvot",NULL,Y,10E9/l,KEMIA,B-MONOS
42,22.03.2006,08.05.2019,B -Monos,KEM,"Monosyytit, absol. arvot",NULL,Y,10E9/l,KEMIA,B-MONOS
42,09.05.2019,31.12.2300,B -Monos,KEM,"Monosyytit, absol. arvot",NULL,Y,10E9/l,KEMIA,B-MONOS
420,05.12.1996,20.12.1996,-CtNgNh,MIK,Chl.trachomatis ja N.gonorrhoe,a nukleiinihapon osoitus,S,NULL,NULL,-CTNGNH
420,21.12.1996,31.12.1998,-GcNh,MIK,Neisseria gonorrhoea nukleiini,hapon osoitus,Y,NULL,MIKVAS,-GCNH
4200,28.12.2004,19.04.2016,Li-BorrAbG,MIK,"Borrelia, IgG vasta-aineet,",selkäydinneste,Y,NULL,NULL,LI-BORRABG
4200,20.04.2016,28.01.2018,Li-BorrAbG,MIK,"Borrelia, IgG vasta-aineet,",selkäydinneste,Y,AU/ml,NULL,LI-BORRABG
4200,29.01.2018,31.12.2300,Li-BorrAbG,MIK,"Borrelia, IgG vasta-aineet,",selkäydinneste,Y,AU/ml,NULL,LI-BORRABG
4201,28.12.2004,31.12.2300,Li-BorrAbM,MIK,"Borrelia, IgM vasta-aineet,",selkäydinneste,Y,NULL,NULL,LI-BORRABM
4202,07.02.1996,11.05.2014,-BorrNhO,MIK,"Borrelia, nukleiinihappo",(kval),Y,NULL,MIKVAS,-BORRNHO
4202,12.05.2014,31.12.2300,-BorrNhO,MIK,"Borrelia, nukleiinihappo",(kval),Y,NULL,MIKVAS,-BORRNHO
4203,29.12.2000,01.06.2009,U -Bupre-O,KEM,Buprenorfiini (kval),NULL,Y,NULL,KEMIA,U-BUPRE-O
4203,02.06.2009,31.12.2300,U -Bupre-O,KEM,Buprenorfiini (kval),NULL,Y,Arvio,KEMIA,U-BUPRE-O
4204,27.12.2004,31.12.2300,S -ChpnAbM,MIK,"Chlamydia pneumoniae, IgM",vasta-aineet,Y,NULL,MIKVAS,S-CHPNABM
4205,20.01.1994,17.05.1999,-Chtr-O,MIK,"-Chlamydia trachomatis,",RNA-osoitus,Y,NULL,MIKVAS,-CHTR-O
4206,20.01.1994,24.11.2003,-ChtrNhO,MIK,"-Chlamydia trachomatis,",nukleiinihappo (kval),Y,NULL,MIKVAS,-CHTRNHO
4206,25.11.2003,16.05.2005,-ChtrNhO,MIK,"Chlamydia trachomatis, nukleii",nihappo (kval),Y,NULL,MIKVAS,-CHTRNHO
4206,17.05.2005,31.12.2300,U -ChtrNhO,MIK,"Chlamydia trachomatis, nukleii",nihappo (kval),Y,NULL,MIKVAS,U-CHTRNHO
4207,05.04.1994,01.06.1994,S -Desip,KEM,Desipramiini,NULL,Y,nmol/l,KEMIA,S-DESIP
4207,02.06.1994,14.04.1998,S -Desip,KEM,Desipramiini,NULL,Y,nmol/l,KEMIA,S-DESIP
4207,15.04.1998,03.01.2008,S -Desip,KEM,Desipramiini,NULL,Y,nmol/l,KEMIA,S-DESIP
4208,01.01.1995,27.02.2006,S -DMKlots,KEM,Desmetyyliklotsapiini,NULL,Y,nmol/l,KEMIA,S-DMKLOTS
4208,04.11.2008,06.10.2015,S -DMklots,KEM,Desmetyyliklotsapiini,NULL,Y,umol/l,KEMIA,S-DMKLOTS
4208,07.10.2015,31.12.2300,S -DMklots,KEM,Desmetyyliklotsapiini,NULL,Y,nmol/l,KEMIA,S-DMKLOTS
4209,04.10.1995,30.09.2009,-DNAex,GEN,"DNA, eristys",NULL,Y,Lausunto,NULL,-DNAEX
4209,01.10.2009,31.12.2300,B -DNAex,GEN,"DNA, eristys, verestä",NULL,Y,Lausunto,NULL,B-DNAEX
421,20.12.1996,31.12.1998,-CtNgNhO,MIK,Chl.trachomatis ja N.gonorrhoe,a nukleiinihapon osoitus,S,NULL,MIKVAS,-CTNGNHO
4210,01.10.1996,31.12.2300,U -ErytDys,KEM,"Erytrosyytit, dysmorfiset",NULL,S,NULL,VIRTSA,U-ERYTDYS
4211,24.07.2002,30.09.2019,P -FIX-Ab,KEM,"Hyytymistekijä IX, vasta-ainee",t,Y,BU/ml,KEMIA,P-FIX-AB
4211,01.10.2019,31.12.2300,P -FIX-Ab,KEM,"Hyytymistekijä IX, vasta-ainee",t,Y,BU/ml,KEMIA,P-FIX-AB
4221,08.02.2001,31.12.2300,U -Huum-O,KEM,Huumeseulonta,NULL,S,NULL,KEMIA,U-HUUM-O
4225,27.02.2015,31.12.2300,S -IgG1,MIK,Immunoglobuliini G1,NULL,Y,g/l,MIKVAS,S-IGG1
4226,27.02.2015,31.12.2300,S -IgG2,MIK,Immunoglobuliini G2,NULL,Y,g/l,MIKVAS,S-IGG2
4227,27.02.2015,31.12.2300,S -IgG3,MIK,Immunoglobuliini G3,NULL,Y,g/l,MIKVAS,S-IGG3
4228,27.02.2015,31.12.2300,S -IgG4,MIK,Immunoglobuliini G4,NULL,Y,g/l,MIKVAS,S-IGG4
4229,31.05.1994,01.01.2002,dU-Karni,KEM,Karnitiini,NULL,S,NULL,KEMIA,DU-KARNI
4229,02.01.2002,16.07.2009,dU-Karni,KEM,"Karnitiini, vuorokausivirtsa",NULL,S,NULL,KEMIA,DU-KARNI
4229,17.07.2009,04.05.2010,dU-Karni,KEM,"Karnitiini, vuorokausivirtsa",NULL,S,NULL,KEMIA,DU-KARNI
4229,05.05.2010,31.12.2300,dU-Karni,KEM,"Karnitiini, vuorokausivirtsa",NULL,S,NULL,KEMIA,DU-KARNI
4234,08.09.2000,16.07.2009,S -hCG-A,KEM,Koriongonadotropiini-A-alayks,NULL,Y,pmol/l,KEMIA,S-HCG-A
4234,17.07.2009,04.05.2010,S -hCG-A,KEM,Koriongonadotropiini-A-alayks,NULL,Y,pmol/l,KEMIA,S-HCG-A
4234,05.05.2010,31.12.2014,S -hCG-A,KEM,Koriongonadotropiini-A-alayks,NULL,Y,pmol/l,KEMIA,S-HCG-A
4234,01.01.2015,31.12.2300,S -hCG-A,KEM,Koriongonadotropiini-A-alayks,NULL,Y,pmol/l,KEMIA,S-HCG-A
4235,16.08.1995,31.12.2300,S -hCG-B-V,KEM,"Koriongonadotropiini, b-alayks",vapaa,Y,ug/l,KEMIA,S-HCG-B-V
42352,02.03.1996,31.12.2300,S -hCG-B-V,KEM,"Koriongonadotropiini, b-alayks",vapaa,Y,ug/l,KEMIA,S-HCG-B-V
4236,21.08.1996,25.05.1999,S -CK-MBm,KEM,"Kreatiinikinaasi-MB,massakonse",ntraatio,Y,ug/l,KEMIA,S-CK-MBM
4236,26.05.1999,31.12.2300,S -CK-MBm,KEM,"Kreatiinikinaasi, MB-alayksikk","ö, massa",Y,ug/l,KEMIA,S-CK-MBM
4237,16.08.2000,19.09.2002,U -Legi-O,MIK,"U -Legionella,osoitus,tutkimus",NULL,Y,NULL,MIKVAS,U-LEGI-O
4237,20.09.2002,31.12.2300,-Legi-O,MIK,Legionella (kval),NULL,Y,NULL,MIKVAS,-LEGI-O
42435,24.01.2017,31.12.2300,U -Opiaa-O,KEM,Opiaatit (kval),NULL,Y,Arvio,KEMIA,U-OPIAA-O
4244,07.02.1996,11.05.1999,-MycoNhO,MIK,"-Mycobacterium,osoittaminen",nukleiinihappotekniikalla,Y,NULL,MIKVAS,-MYCONHO
4244,29.06.2005,31.12.2300,-MycoNhO,MIK,"Mycobacterium, nukleiinihappo",(kval),Y,NULL,MIKVAS,-MYCONHO
4248,04.02.1994,16.07.2009,U -Orotaat,KEM,Orotaatti,NULL,Y,Lausunto,KEMIA,U-OROTAAT
4248,17.07.2009,04.05.2010,U -Orotaat,KEM,Orotaatti,NULL,Y,Lausunto,KEMIA,U-OROTAAT
4248,05.05.2010,02.01.2019,U -Orotaat,KEM,Orotaatti,NULL,Y,Lausunto,KEMIA,U-OROTAAT
4248,03.01.2019,31.12.2300,U -Orotaat,KEM,Orotaatti,NULL,Y,Lausunto,KEMIA,U-OROTAAT
4249,28.12.2004,24.04.2016,S -ParvAbG,MIK,"Parvo virus, IgG vasta-aineet",NULL,Y,NULL,MIKVAS,S-PARVABG
4249,25.04.2016,19.10.2017,S -ParvAbG,MIK,"Parvo virus, IgG vasta-aineet",NULL,Y,index,MIKVAS,S-PARVABG
4249,20.10.2017,31.12.2300,S -ParvAbG,MIK,"Parvo virus, IgG vasta-aineet",NULL,Y,index,MIKVAS,S-PARVABG
4250,28.12.2004,31.12.2300,S -ParvAbM,MIK,"Parvo virus, IgM vasta-aineet",NULL,Y,NULL,MIKVAS,S-PARVABM
4251,25.01.2002,31.03.2014,S -SindAbM,MIK,"Sindbis virus, IgM vasta-ainee",t,Y,NULL,MIKVAS,S-SINDABM
4251,01.04.2014,31.12.2300,S -SindAbM,MIK,"Sindbis virus, IgM vasta-ainee",t,Y,NULL,MIKVAS,S-SINDABM
4252,31.12.1998,15.10.2008,B -Porf-D,KEM,"Porfyria, akuutti intermittoiv","a, DNA-tutkimus",Y,Lausunto,KEMIA,B-PORF-D
4252,16.10.2008,30.09.2009,B -Porf-D,GEN,"Porfyria, akuutti intermittoiv","a, DNA-tutkimus",Y,Lausunto,GENET,B-PORF-D
4252,01.10.2009,01.02.2019,B -Porf-D,GEN,"Porfyria, akuutti intermittoiv","a, DNA-tutkimus",Y,Lausunto,GENET,B-PORF-D
4254,20.10.1997,18.02.2003,S -PSA-V,KEM,"Prostataspes. antigeeni, vapaa",NULL,Y,ug/l,MIKVAS,S-PSA-V
4254,19.02.2003,31.12.2300,S -PSA-V,KEM,"Prostataspesifinen antigeeni,",vapaa,Y,ug/l,MIKVAS,S-PSA-V
4258,02.12.1994,31.12.1997,S -Sital,KEM,Sitalopraami,NULL,S,NULL,KEMIA,S-SITAL
4258,01.01.1998,31.12.2003,S -Sital,KEM,Sitalopraami,NULL,S,NULL,KEMIA,S-SITAL
4258,01.01.2004,19.06.2017,S -Sital,KEM,Sitalopraami,NULL,S,NULL,KEMIA,S-SITAL
4258,20.06.2017,31.12.2300,S -Sital,KEM,Sitalopraami,NULL,Y,nmol/l,KEMIA,S-SITAL
42580,02.12.1994,31.12.1997,S -Sitalop,KEM,Sitalopraami,NULL,Y,nmol/l,KEMIA,S-SITALOP
42580,01.01.1998,31.12.2003,S -Sitalop,KEM,Sitalopraami,NULL,Y,nmol/l,KEMIA,S-SITALOP
42580,01.01.2004,31.12.2300,S -Sitalop,KEM,Sitalopraami,NULL,Y,nmol/l,KEMIA,S-SITALOP
4259,31.01.1997,27.02.1997,uS-T4-V,KEM,"Tyroksiini, vapaa, napaseerumi",NULL,Y,pmol/l,KEMIA,US-T4-V
4259,28.02.1997,08.02.1998,uS-T4-V,KEM,"Tyroksiini, vapaa, napaseerumi",NULL,Y,pmol/l,KEMIA,US-T4-V
4259,09.02.1998,31.05.2006,uS-T4-V,KEM,"Tyroksiini, vapaa",NULL,Y,pmol/l,KEMIA,US-T4-V
4259,01.06.2006,18.11.2009,uS-T4-V,KEM,"Tyroksiini, vapaa",NULL,Y,pmol/l,MIKVAS,US-T4-V
4259,19.11.2009,31.12.2300,uS-T4-V,KEM,"Tyroksiini, vapaa",NULL,Y,pmol/l,KEMIA,US-T4-V
4261,24.07.2002,01.07.2009,Pt-vWD-Sc,KEM,"von Willebrandin tauti, alatyy",pitys,Y,Lausunto,KEMIA,PT-VWD-SC
4261,02.07.2009,30.09.2019,Pt-vWD-Sc,KEM,"von Willebrandin tauti, alatyy",pitys,S,NULL,KEMIA,PT-VWD-SC
4261,01.10.2019,31.12.2300,Pt-vWD-Sc,KEM,"von Willebrandin tauti, alatyy",pitys,S,NULL,KEMIA,PT-VWD-SC
4262,24.07.2002,30.09.2019,P -vWF-Ty,KEM,"von Willebrand-tekijä, multime",erit,Y,Lausunto,KEMIA,P-VWF-TY
4262,01.10.2019,31.12.2300,P -vWF-Ty,KEM,"von Willebrand-tekijä, multime",erit,Y,Lausunto,KEMIA,P-VWF-TY
4266,01.02.1996,31.12.1997,Ly-HLADP,MIK,"Ly-HLADP, tyypitys",NULL,Y,Lausunto,MIKVAS,LY-HLADP
4266,01.01.1998,03.01.2008,B -HLADPB,KEM,"HLADPB, tyypitys",NULL,Y,Lausunto,KEMIA,B-HLADPB
4267,01.02.1996,02.07.1998,Ly-HLADQ,MIK,"Ly-HLADQ, tyypitys",NULL,Y,Lausunto,KEMIA,LY-HLADQ
4268,25.07.2002,01.07.2009,B -NAIT,KEM,"Immuunitrombopeniatutkimus, va",stasyntyneen,Y,Lausunto,KEMIA,B-NAIT
4268,02.07.2009,03.01.2011,B -NAIT,KEM,"Immuunitrombopeniatutkimus, va",stasyntyneen,S,NULL,KEMIA,B-NAIT
4268,04.01.2011,30.09.2019,B -NAITseu,KEM,"Immuunitrombopeniatutkimus, va",stasyntyneen,S,NULL,KEMIA,B-NAITSEU
4268,01.10.2019,31.12.2300,B -NAITseu,KEM,"Immuunitrombopeniatutkimus, va",stasyntyneen,S,NULL,KEMIA,B-NAITSEU
