CodeId,LongName,ParentId,HierarchyLevel,BeginningDate,ExpiringDate,LastModifiedDate,A:Long_name,freq_finngen,freq_tays,freq_total
LCE,Lantiontyhjennysleikkaukset,LC,2,01.01.1900,31.12.2030,19.10.2012,Exenteration of pelvis,0,0,0
LCE00,"Lantion etuosan tyhjennys, exenteratio",LCE,3,01.01.1900,31.12.2030,05.02.2016,Anterior exenteration of female pelvis,0,2,0
LCE10,Lantion takaosan tyhjennys,LCE,3,01.01.1900,31.12.2030,05.02.2016,Posterior exenteration of female pelvis,0,5,0
LCE20,Lantion täydellinen tyhjennys,LCE,3,01.01.1997,31.12.2030,05.02.2016,Total exenteration of female pelvis,0,28,0
LCE96,Muu lantion tyhjennysleikkaus,LCE,3,01.01.1900,31.12.2030,05.02.2016,Other exenteration of female pelvis,0,1,0
LCF,Kohdunvieruskudosmuutosten poistot,LC,2,01.01.1900,31.12.2030,19.10.2012,Excision of lesion of parametrium,0,0,0
LCF00,Kohdunvieruskudoksen kasvaimen poisto,LCF,3,01.01.1900,31.12.2030,05.02.2016,Excision of lesion of parametrium,19,20,39
LCF01,Kohdunvieruskudoksen muutoksen poisto vatsaontelon tähystyksessä,LCF,3,01.01.1900,31.12.2030,05.02.2016,Laparoscopic excision of lesion of parametrium,120,39,159
LCF10,Laskimolaajentuman poisto lantion sisältä,LCF,3,01.01.1900,31.12.2030,05.02.2016,Excision of female varicocele,0,0,0
LCF11,Laskimolaajentuman poisto lantion sisältä vatsaontelon tähystyksessä,LCF,3,01.01.1900,31.12.2030,05.02.2016,Laparoscopic excision of female varicocele,0,0,0
LCF96,Muu kohdunvieruskudoksen muutoksen poisto,LCF,3,01.01.1900,31.12.2030,05.02.2016,Other excision of lesion of parametrium,17,12,29
LCF97,Muu kohdunvieruskudoksen muutoksen poisto vatsaontelon tähystyksessä,LCF,3,01.01.1900,31.12.2030,05.02.2016,Other laparoscopic excision of lesion of parametrium,38,4,42
LCG,Korjaavat kohtuleikkaukset,LC,2,01.01.1900,31.12.2030,19.10.2012,Reconstructive operations on uterus,0,0,0
LCG02,Kohtukiinnikkeiden irroittelu kohduntähystyksessä,LCG,3,01.01.1900,31.12.2030,05.02.2016,Hysteroscopic freeing of adhesions,21,14,35
LCG10,Kohdun ompelu,LCG,3,01.01.1900,31.12.2030,05.02.2016,Suture of uterus,6,4,10
LCG11,Kohdun ompelu vatsaontelon tähystyksessä,LCG,3,01.01.1900,31.12.2030,05.02.2016,Laparoscopic suture of uterus,10,11,21
LCG20,Kohdun ripustus,LCG,3,01.01.1900,31.12.2030,05.02.2016,Hysteropexy,0,0,0
LCG21,Kohdun kiinnitys vatsaontelon tähystyksessä,LCG,3,01.01.1900,31.12.2030,05.02.2016,Laparoscopic hysteropexy,0,0,0
LCG30,Kohtu-ristiluusiteen katkaisu tai poisto,LCG,3,01.01.1900,31.12.2030,05.02.2016,Resection or transcision of sacrouterine ligaments,6,0,0
LCG31,Kohtu-ristiluusiteen katkaisu tai poisto vatsaontelon tähystyksessä,LCG,3,01.01.1900,31.12.2030,05.02.2016,Laparoscopic resection or transcision of sacrouterine ligaments,92,1,93
LCG40,Kohdun korjaaminen,LCG,3,01.01.1900,31.12.2030,05.02.2016,Reconstruction of uterus,0,0,0
LCG41,Kohdun korjaaminen vatsaontelon tähystyksessä,LCG,3,01.01.1900,31.12.2030,05.02.2016,Laparoscopic reconstruction of uterus,0,2,0
LCG96,Muu korjaava kohtuleikkaus,LCG,3,01.01.1900,31.12.2030,05.02.2016,Other reconstructive operation on uterus,0,0,0
LCG97,Muu korjaava kohtuleikkaus vatsaontelon tähystyksessä,LCG,3,01.01.1900,31.12.2030,05.02.2016,Other laparoscopic reconstructive operation on uterus,0,0,0
LCG98,Muu korjaava kohtuleikkaus kohduntähystyksessä,LCG,3,01.01.1900,31.12.2030,05.02.2016,Other transluminal endoscopic reconstructive operation on uterus,0,0,0
LCH,Raskauden keskeyttämiset,LC,2,01.01.1900,31.12.2030,19.10.2012,Termination of pregnancy,0,0,0
LCH00,Kohduntyhjennys imulla tai kaapimalla raskauden keskeyttämiseksi,LCH,3,01.01.1997,31.12.2030,05.02.2016,Vacuum aspiration of products of conception from uterus,2115,30,2145
LCH03,Kohdun tyhjennys ja kaavinta raskauden keskeyttämiseksi,LCH,3,01.01.1997,31.12.2012,15.06.2012,Evacuation of products of conception and curettage of uterus,1125,10,1135
LCH10,Raskauden keskeytys amniononteloon annostellulla lääkkeellä,LCH,3,01.01.1900,31.12.2030,05.02.2016,Intra- or extra-amniotic introduction of abortifacient,8,0,0
LCH11,Raskauden keskeytys lääkkeellä,LCH,3,01.01.1997,31.12.2030,05.02.2016,Pharmacologic abortion,2949,230,3179
LCH13,Kohdun tyhjennys imulla tai kaavinnalla lääkkeellisen keskeytyksen jälkeen,LCH,3,01.01.1900,31.12.2030,05.02.2016,Vacuum aspiration from uterus after medically induced abortion,1026,19,1045
LCH15,Kohdun tyhjennys imulla tai kaavinnalla epätäydellisen kirurgisen keskeytyksen jälkeen,LCH,3,01.01.2009,31.12.2030,05.02.2016,NA,0,1,0
LCH20,"Kohdun aukaisu ja raskauden tyhjennys, vatsaontelon tai emättimen kautta",LCH,3,01.01.1900,31.12.2030,05.02.2016,Hysterotomy and evacuation of products of conception,0,0,0
LCH25,Raskauden keskeytyksen tarpeen arviointi,LCH,3,01.01.2018,31.12.2030,13.11.2017,NA,0,0,0
LCH30,Raskauden keskeytyksen jälkitarkastus,LCH,3,01.01.2018,31.12.2030,13.11.2017,NA,0,0,0
LCH96,Muu raskauden keskeytys,LCH,3,01.01.1900,31.12.2030,05.02.2016,Other termination of pregnancy,108,9,117
LCW,Muut kohdun ja sen vieruskudoksien leikkaukset,LC,2,01.01.1900,31.12.2030,19.10.2012,Other operations on uterus and uterine ligaments,0,0,0
LCW96,Muu avoin kohdun ja sen vieruskudoksien leikkaus,LCW,3,01.01.1900,31.12.2030,05.02.2016,Other operation on uterus and uterine ligaments,14,22,36
LCW97,Muu kohdun ja sen vieruskudoksien leikkaus vatsaontelon tähystyksessä,LCW,3,01.01.1900,31.12.2030,05.02.2016,Other laparoscopic operation on uterus and uterine ligaments,32,1,33
LCW98,Muu kohdun ja sen vieruskudoksien leikkaus kohduntähystyksessä,LCW,3,01.01.1997,31.12.2030,05.02.2016,Other hysterscopic operation on uterus,0,1,0
LC0,Kohdun ja sen kannatinsiteiden sädehoito,LC,2,01.01.1997,31.12.2010,23.11.2010,NA,0,0,0
LC001,Sädehoito kohdun ja sen kannatinsiteiden primaarikasvaimen preoperatiivisena hoitona,LC0,3,01.01.1997,31.12.2010,23.11.2010,Preoperative radiotherapy of uterus and uterine ligaments,0,0,0
LC002,Radikaali kohdun ja sen kannatinsiteiden primaarikasvaimen sädehoito,LC0,3,01.01.1997,31.12.2010,23.11.2010,Radical radiotherapy of uterus and uterine ligaments,117,0,0
LC003,Sädehoito kohdun ja sen kannatinsiteiden primaarikasvaimen liitännäishoitona,LC0,3,01.01.1997,31.12.2010,23.11.2010,Adjuvant radiotherapy of uterus and uterine ligaments,283,0,0
LC004,Sädehoito kohdun ja sen kannatinsiteiden primaarikasvaimen palliatiivisena hoitona,LC0,3,01.01.1997,31.12.2010,23.11.2010,Palliative radiotherapy of uterus and uterine ligaments,0,0,0
LC029,Sädehoito kohdun ja sen kannatinsiteiden paikallisesti uusineen kasvaimen hoitona,LC0,3,01.01.1997,31.12.2010,23.11.2010,Radiotherapy of local recidive of tumor of uterus or uterine ligaments,0,0,0
LC049,Sädehoito kohdussa tai sen kannatinsiteissä ilmenneen etäpesäkkeen hoitona,LC0,3,01.01.1997,31.12.2010,23.11.2010,Radiotherapy of methastasis in uterus or uterine ligaments,0,0,0
LC090,Sädehoito kohdun ja sen kannatinsiteiden profylaktisena hoitona,LC0,3,01.01.1997,31.12.2010,23.11.2010,Profylactive radiotherapy of uterus and uterine ligaments,0,0,0
LC099,Muu kohdun ja sen kannatinsiteiden sädehoito,LC0,3,01.01.1997,31.12.2010,23.11.2010,Other radiotherapy of uterus and uterine ligaments,0,123,0
LC_2,Kohdun tähystykset,LC,2,01.01.1900,31.12.2030,27.11.2016,Endoscopy of uterus and uterine ligaments,0,0,0
ULC02,Kohdun tähystys,LC_2,3,01.01.1900,31.12.2030,05.02.2016,Hysteroscopy,4731,1532,6263
ULC12,Kohdun tähystys mikroskoopin avulla,LC_2,3,01.01.1900,31.12.2008,19.10.2012,Microhysteroscopy,0,0,0
LC_3,Muut kohtuun kohdistuvat toimenpiteet,LC,2,01.01.1900,31.12.2030,27.11.2016,Other procedures of uterus and uterine ligaments,0,0,0
TLC00,Kohdunsisäisen kierukan asettaminen (IUD),LC_3,3,01.01.1900,31.12.2030,13.11.2017,Insertion of intrauterine device,4392,1560,5952
TLC02,Kohdunsisäisen ehkäisimen tavanomainen poistaminen,LC_3,3,01.01.1997,31.12.2030,13.11.2017,Simple extraction of IUD,2571,818,3389
LD,Kohdun kaulaosa,L,1,01.01.1900,31.12.2030,19.10.2012,Cervix uteri,0,0,0
LD_,Kohdun kaulaosan diagnostiset toimenpiteet,LD,2,01.01.1900,31.12.2030,27.11.2016,Diagnostic procedures of cervix uteri,0,0,0
XLD00,Gynekologinen irtosolunäytteen otto,LD_,3,01.01.1997,31.12.2030,13.11.2017,Sytologyspecimen from mouth of uterus,17501,3706,21207
XLD10,Gynekologinen tutkimus,LD_,3,01.01.2018,31.12.2030,13.11.2017,NA,11,2,13
LDA,"Kohdunkaulan laajennukset, kaavinnat ja koepalan otot",LD,2,01.01.1900,31.12.2030,19.10.2012,"Dilatation, curettage and biopsy of cervix uteri",0,0,0
LDA00,Kohdunkaulan laajennus,LDA,3,01.01.1900,31.12.2030,05.02.2016,Dilatation of cervix uteri,313,155,468
LDA10,Kohdunkaulan kaavinta,LDA,3,01.01.1900,31.12.2030,05.02.2016,Curettage of cervix uteri,3193,783,3976
LDA20,Koepalan otto kohdun napukasta,LDA,3,01.01.1900,31.12.2030,05.02.2016,Biopsy of vaginal cervix,6388,1388,7776
LDA96,Muu kohdun napukan tai kohdunkaulan kudosnäytteen otto,LDA,3,01.01.1900,31.12.1997,19.10.2012,Other biopsy of cervix uteri,16,0,0
LDB,Kohdun kaulaosan muutosten poistot,LD,2,01.01.1900,31.12.2030,19.10.2012,Excision or destruction of lesion of cervix uteri,0,0,0
LDB00,Paikallisen muutoksen poisto kohdun kaulasta,LDB,3,01.01.1900,31.12.2030,05.02.2016,Excision of lesion of cervix uteri,720,189,909
LDB10,Kohdunkaulan jäädytyshoito,LDB,3,01.01.1900,31.12.2030,05.02.2016,Cryotherapy of cervix uteri,138,1,139
LDB20,Kohdunkaulan laserhoito tai poltto,LDB,3,01.01.1900,31.12.2030,05.02.2016,Electrocoagulation or laser therapy of cervix uteri,500,15,515
LDC,Osittaiset kohdunkaulan poistot,LD,2,01.01.1900,31.12.2030,19.10.2012,Excision of cervix uteri,0,0,0
LDC00,Kohdunkaulan kartiopoisto veitsellä,LDC,3,01.01.1900,31.12.2030,05.02.2016,Conisation of cervix uteri using knife,61,6,67
LDC03,Kohdunkaulan muutoksen kartiopoisto laserilla tai sähkösilmukalla,LDC,3,01.01.1900,31.12.2030,05.02.2016,Conisation of cervix uteri using diathermy or laser,3057,513,3570
LDC10,Kohdunkaulan poisto osittain,LDC,3,01.01.1900,31.12.2030,05.02.2016,Partial excision of cervix uteri,56,15,71
LDC20,Kohdun kaulan radikaali poisto,LDC,3,01.01.2010,31.12.2030,05.02.2016,Radical axcision of cervix uteri,9,7,16
LDC96,Muu kohdunkaulan osittainen poisto,LDC,3,01.01.1900,31.12.2030,05.02.2016,Other excision of cervix uteri,10,23,33
LDD,Korjaavat kohdunkaulan leikkaukset,LD,2,01.01.1900,31.12.2030,19.10.2012,Reconstructive operations on cervix uteri,0,0,0
LDD00,Kohdunkaulan ompelu,LDD,3,01.01.1900,31.12.2030,05.02.2016,Suture of cervix uteri,15,50,65
LDD01,Kohdunkaulan ompelu tähystyksessä ennen raskautta,LDD,3,01.01.2014,31.12.2030,05.02.2016,NA,0,0,0
LDD03,Kohdunkaulan tukilangan asetus emättimen kautta ennen raskautta,LDD,3,01.01.2014,31.12.2030,05.02.2016,NA,0,1,0
LDD10,Kohdunkaulan muovausleikkaus,LDD,3,01.01.1900,31.12.2030,05.02.2016,Plastic repair of cervix uteri,0,1,0
LDD20,Kohdunkaulan sulkuompeleen poisto,LDD,3,01.01.1900,31.12.2030,05.02.2016,Removal of cerclage of cervix uteri,0,2,0
LDW,Muut kohdunkaulan leikkaukset,LD,2,01.01.1900,31.12.2030,19.10.2012,Other operations on cervix uteri,0,0,0
LDW96,Muu kohdunkaulan leikkaus,LDW,3,01.01.1900,31.12.2030,05.02.2016,Other operation on cervix uteri,96,33,129
LE,Emätin,L,1,01.01.1900,31.12.2030,19.10.2012,Vagina,0,0,0
LE_,Emättimen tähystys,LE,2,01.01.1900,31.12.2030,27.11.2016,Endoscopy of vagina,0,0,0
TLE10,Vierasesineen poisto emättimestä,LE_,3,01.01.1900,31.12.2030,13.11.2017,Removal of foreign body from vagina,10,13,23
ULA02,"Kohdunkaulan, emättimen ja ulkosynnyttimien tähystys mikroskoopilla (kolposkopia)",LE_,3,01.01.1900,31.12.2030,05.02.2016,Kolposcopy,16322,3237,19559
LEA,Emättimen aukaisuleikkaukset ja tähystykset emättimen pohjukan kautta,LE,2,01.01.1900,31.12.2030,19.10.2012,Culdoscopy and incision of vagina,0,0,0
LEA01,Lantiontähystys emättimen pohjan kautta,LEA,3,01.01.1900,31.12.2030,05.02.2016,Culdoscopy,0,0,0
LEA10,Emättimen pohjan aukaisu,LEA,3,01.01.1900,31.12.2030,05.02.2016,Colpotomy,33,15,48
LEB,Koepalan otot emättimestä ja paikallisten muutosten poistot,LE,2,01.01.1900,31.12.2030,19.10.2012,"Biopsy, excision or destruction of lesion of vagina",0,0,0
LEB00,Koepalan otto emättimestä,LEB,3,01.01.1900,31.12.2030,05.02.2016,Biopsy of vagina,1171,544,1715
LEB10,Emättimen kasvaimen tai kudosvaurion poisto,LEB,3,01.01.1900,31.12.2030,05.02.2016,Excision of lesion of vagina,263,90,353
LEB11,Emättimen kasvaimen tai kudosvaurion poisto laparoskooppisesti,LEB,3,01.01.2012,31.12.2030,05.02.2016,Laparoscopic excision of lesion of vagina,0,3,0
LEB20,Emättimen kystan aukaisu ja reunan ompelu,LEB,3,01.01.1900,31.12.2030,05.02.2016,Marsupialisation of vaginal cyst,42,4,46
LEB30,Emättimen limakalvomuutoksen hävittäminen,LEB,3,01.01.1900,31.12.2030,05.02.2016,Destruction of lesion of vaginal mucosa,314,61,375
LEC,Emättimen osittaiset poistoleikkaukset,LE,2,01.01.1900,31.12.2030,19.10.2012,Partial excision of vagina,0,0,0
LEC00,Osittainen emättimen poisto,LEC,3,01.01.1900,31.12.2030,05.02.2016,Partial excision of vagina,25,29,54
LEC10,Emätinväliseinän poisto,LEC,3,01.01.1900,31.12.2030,05.02.2016,Excision of vaginal septum,18,14,32
LED,Emättimen poistoleikkaukset,LE,2,01.01.1900,31.12.2030,19.10.2012,Total excision of vagina,0,0,0
LED00,Emättimen poisto,LED,3,01.01.1900,31.12.2030,05.02.2016,Colpectomy,6,6,12
LED01,Emättimen poisto laparoskopiassa,LED,3,01.01.2014,31.12.2030,05.02.2016,NA,0,1,0
LEE,Emättimen korjaavat leikkaukset,LE,2,01.01.1900,31.12.2030,19.10.2012,Repair or construction of vagina,0,0,0
LEE00,Emättimen ompelu,LEE,3,01.01.1900,31.12.2030,05.02.2016,Suture of of vagina,75,66,141
LEE10,Emättimen korjaus siirteellä tai kielekkeellä,LEE,3,01.01.1900,31.12.2030,05.02.2016,Repair of vagina using graft or flap,9,28,37
LEE20,"Emättimen ja suolen välisen avanteen sulku, siirre tai kieleke",LEE,3,01.01.1900,31.12.2030,05.02.2016,Closure of urovaginal fistula using graft or flap,21,13,34
LEE30,"Emättimen ja virtsateiden välisen avanteen sulku, siirre tai kieleke",LEE,3,01.01.1900,31.12.2030,05.02.2016,Closure of intestinovaginal fistula using graft or flap,16,14,30
LEE40,Emättimen muodostaminen sukupuolen korjauksen yhteydessä,LEE,3,01.01.1900,31.12.2030,05.02.2016,Construction of vagina,0,0,0
LEE50,Emättimen muodostaminen aplasian tai muun syyn vuoksi,LEE,3,01.01.2017,31.12.2030,23.07.2017,NA,0,0,0
LEE96,Muu emättimen korjaava leikkaus,LEE,3,01.01.1900,31.12.2030,05.02.2016,Other repair of vagina,37,28,65
LEF,Kohdun ja emättimen laskeutumien leikkaukset,LE,2,01.01.1900,31.12.2030,19.10.2012,Operations for prolapse of uterus or vaginal vault and enterocele,0,0,0
LEF00,Emättimen etuseinän korjaus ompelein,LEF,3,01.01.1900,31.12.2030,05.02.2016,Anterior colporraphy with sutures for primary cystocele,2454,693,3147
LEF01,Emättimen etuseinän korjaus etuseinäverkolla,LEF,3,01.01.2012,31.12.2030,05.02.2016,Anterior colporraphy with mesh for primary cystocele,72,22,94
LEF03,Emättimen takaseinän korjaus ompelein,LEF,3,01.01.1900,31.12.2030,05.02.2016,Posterior colporrpahy with sutures for primary rectocele,2572,824,3396
LEF04,Emättimen takaseinän korjaus takaseinäverkolla,LEF,3,01.01.2012,31.12.2030,05.02.2016,Posterior colporraphy with mesh for primary rectocele,21,3,24
LEF05,Uusiutuneen emättimen etuseinän laskeuman korjaus ompelein,LEF,3,01.01.2012,31.12.2030,05.02.2016,Anterior colporraphy with sutures for recurrent cystocele,35,7,42
LEF06,Uusiutuneen emättimen etuseinän laskeuman korjaus verkolla,LEF,3,01.01.2012,31.12.2030,05.02.2016,Anterior colporraphy with mesh for recurrent cystocele,123,42,165
LEF08,Uusiutuneen emättimen takaseinän laskeuman korjaus ompelein,LEF,3,01.01.2012,31.12.2030,05.02.2016,Posterior colporraphy with sutures for recurrent rectocele,15,3,18
LEF09,Uusiutuneen emättimen takaseinän laskeuman korjaus verkolla,LEF,3,01.01.2012,31.12.2030,05.02.2016,Posterior colporraphy with mesh for recurrent rectocele,25,10,35
LEF10,Emättimen muovaus ja kohdunkaulan lyhentäminen,LEF,3,01.01.1900,31.12.2030,05.02.2016,Colpoperineoplasty,195,5,200
LEF13,Laskeutuneen kohdun poisto ja/tai emättimen/välilihan muovaus,LEF,3,01.01.1900,31.12.2030,05.02.2016,Colpoperineoplasty and vaginal hysterectomy,1844,251,2095
LEF14,Laskeutuneen kohdun poisto ja laskeumien korjaus verkoilla,LEF,3,01.01.2012,31.12.2030,05.02.2016,Vaginal hysterectomy with anterior and/or posterior repair with mesh,17,1,18
LEF20,Osittainen emättimen sulkeminen,LEF,3,01.01.1900,31.12.2030,05.02.2016,Partial colpocleisis,13,3,16
LEF23,Emättimen sulkeminen,LEF,3,01.01.1900,31.12.2030,05.02.2016,Complete colpocleisis,17,17,34
LEF30,Kohdun kiinnitys virtsarakon ja emättimen väliin,LEF,3,01.01.1900,31.12.2008,19.10.2012,Interposition of uterus between bladder and vagina,9,0,0
LEF40,Suolikohjun korjausleikkaus emättimen kautta,LEF,3,01.01.1900,31.12.2030,05.02.2016,Vaginal repair of enterocele,337,125,462
LEF41,Suolikohjun korjausleikkaus vatsaontelon tähystyksessä,LEF,3,01.01.1900,31.12.2030,05.02.2016,Laparoscopic repair of enterocele,16,0,0
LEF50,Kohdun poiston jälkeisen emättimen pohjukan laskeuman korjaus,LEF,3,01.01.1900,31.12.2030,05.02.2016,Colpopexy after previous hysterectomy,63,4,67
LEF51,Kohdun poiston jälkeisen emättimen pohjukan laskeuman korjaus vatsaontelon tähystyksessä,LEF,3,01.01.1900,31.12.2030,05.02.2016,Laparoscopic colpopexy after previous hysterectomy,192,18,210
LEF53,Kohdun poiston jälkeisen emättimen pohjukan laskeuman korjaus ompelein emättimen kautta,LEF,3,01.01.1900,31.12.2030,05.02.2016,Vaginal colpopexy after previous hysterectomy,334,82,416
LEF54,Kohdun poiston jälkeisen emättimen pohjukan laskeuman korjaus vaginaalisella verkolla,LEF,3,01.01.2012,31.12.2030,05.02.2016,Repair of apical defect with mesh,118,1,119
LEF60,Avoin hysteropeksia,LEF,3,01.01.2012,31.12.2030,05.02.2016,Open hysteropexy,0,0,0
LEF61,Laparoskooppinen hysteropeksia,LEF,3,01.01.2012,31.12.2030,05.02.2016,Laparoscopic hysteropexy,0,0,0
LEF63,Vaginaalinen hysteropeksia ompelein,LEF,3,01.01.2012,31.12.2030,05.02.2016,Vaginal hysteropexy with sutures,0,0,0
LEF64,Vaginaalinen hysteropeksia verkolla,LEF,3,01.01.2012,31.12.2030,05.02.2016,Vaginal hysteropexy with mesh,0,0,0
LEF96,Muu kohdun tai emättimen laskeuman leikkaus,LEF,3,01.01.1900,31.12.2030,05.02.2016,Other operation for prolapse of uterus or vaginal vault,186,86,272
LEF97,Muu kohdun tai emättimen laskeuman leikkaus tähystyksellä,LEF,3,01.01.1900,31.12.2030,05.02.2016,Other laparoscopic operation for prolapse of uterus or vaginal vault,8,2,10
LEG,Virtsankarkailun korjausleikkaukset emättimen kautta,LE,2,01.01.1900,31.12.2030,19.10.2012,Vaginal operations for incontinence,0,0,0
LEG00,Virtsaputken ja virtsarakon kohotus emättimen kautta,LEG,3,01.01.1900,31.12.2007,19.10.2012,Vaginal urethrocystorrhaphy,39,9,48
LEG10,Häpyluuntakainen nauhaleikkaus emättimestä iholle (TVT),LEG,3,01.01.1900,31.12.2030,05.02.2016,Vaginal urethrocystopexy,1858,96,1954
LEG12,Transobturatorinen nauhaleikkaus iholta emättimen puolelle (TOT),LEG,3,01.01.2006,31.12.2030,05.02.2016,Transobturatoric tape,914,330,1244
LEG13,Transobturatorinen nauhaleikkaus emättimen kautta iholle (TVT-O),LEG,3,01.01.2007,31.12.2030,05.02.2016,Vaginal transobturatorial urethropexy,310,2,312
LEG20,"Lantionpohjan korjausleikkaus virtsankarkailun korjaamiseksi, levatorplastia",LEG,3,01.01.1900,31.12.2007,19.10.2012,Plastic repair of female pelvic floor with levator division,0,0,0
LEG96,Muu emättimen kautta tehtävä virtsankarkailun korjausleikkaus,LEG,3,01.01.1900,31.12.2030,05.02.2016,Other vaginal operation for incontinence,211,10,221
LEW,Muut emättimen leikkaukset,LE,2,01.01.1900,31.12.2030,19.10.2012,Other operations on vagina,0,0,0
LEW96,Muu emättimen leikkaus,LEW,3,01.01.1900,31.12.2030,05.02.2016,Other operation on vagina,42,11,53
LEW97,Muu emättimen leikkaus vatsantähystyksessä,LEW,3,01.01.1900,31.12.2030,05.02.2016,Other laparoscopic operation on vagina,0,1,0
LE0,Emättimen ja ulkosynnyttimien sädehoito,LE,2,01.01.1997,31.12.2010,23.11.2010,NA,0,0,0
LE001,Sädehoito emättimen ja ulkosynnyttimien primaarikasvaimen preoperatiivisena hoitona,LE0,3,01.01.1997,31.12.2010,23.11.2010,Preoperative radiotherapy of vulva and vagina,0,0,0
LE002,Radikaali emättimen ja ulkosynnyttimien primaarikasvaimen sädehoito,LE0,3,01.01.1997,31.12.2010,23.11.2010,Radical radiotherapy of vulva and vagina,0,0,0
LE003,Sädehoito emättimen ja ulkosynnyttimien primaarikasvaimen liitännäishoitona,LE0,3,01.01.1997,31.12.2010,23.11.2010,Adjuvant radiotherapy of vulva and vagina,0,0,0
LE004,Sädehoito emättimen ja ulkosynnyttimien primaarikasvaimen palliatiivisena hoitona,LE0,3,01.01.1997,31.12.2010,23.11.2010,Palliative radiotherapy of vulva and vagina,0,0,0
LE029,Sädehoito emättimen ja ulkosynnyttimien paikallisesti uusineen kasvaimen hoitona,LE0,3,01.01.1997,31.12.2010,23.11.2010,Radiotherapy of local recidive of tumor of vulva and vagina,0,0,0
LE049,Sädehoito emättimessä tai ulkosynnyttimissä ilmenneen etäpesäkkeen hoitona,LE0,3,01.01.1997,31.12.2010,23.11.2010,Radiotherapy of methastasis in vulva or vagina,0,0,0
LE090,Sädehoito emättimen ja ulkosynnyttimien profylaktisena hoitona,LE0,3,01.01.1997,31.12.2010,23.11.2010,Profylactive radiotherapy of vulva and vagina,202,0,0
LE099,Muu emättimen sädehoito,LE0,3,01.01.1997,31.12.2010,23.11.2010,Other radiotherapy of vulva and vagina,0,0,0
LE_2,Muut emättimen toimenpiteet,LE,2,01.01.1900,31.12.2030,27.11.2016,Other procedures of vagina,0,0,0
TLE00,Emättimen laajennus,LE_2,3,01.01.1900,31.12.2030,05.02.2016,Dilatation of vagina,44,24,68
TLE20,Pisto emättimen kautta vatsaonteloon,LE_2,3,01.01.1900,31.12.2030,05.02.2016,Transvaginal puncture of cul-de-sac,363,238,601
TLE30,Emättimen tamponointi,LE_2,3,01.01.1997,31.12.2030,05.02.2016,Tamponation of vagina,107,0,0
LF,Ulkosynnyttimet ja väliliha,L,1,01.01.1900,31.12.2030,19.10.2012,Vulva and perineum,0,0,0
LFA,Ulkosynnyttimien ja välilihan aukaisut,LF,2,01.01.1900,31.12.2030,19.10.2012,Incision of vulva and perineum,0,0,0
LFA00,Ulkosynnyttimien ja välilihan aukaisu ja kanavointi,LFA,3,01.01.1900,31.12.2030,05.02.2016,Incision of vulva or perineum,137,43,180
LFA10,Immenkalvon aukaisu,LFA,3,01.01.1900,31.12.2030,05.02.2016,Incision of imperforate hymen or remnant of hymen,88,5,93
LFA20,Naisen ympärileikkauksen jälkitilan purku,LFA,3,01.01.2016,31.12.2030,23.07.2017,NA,0,1,0
LFB,Koepalan otot ulkosynnyttimistä tai välilihasta,LF,2,01.01.1900,31.12.2030,19.10.2012,"Biopsy, excision or destruction of lesion of vulva and perineum",0,0,0
LFB00,Koepalan otto ulkosynnyttimistä tai välilihasta,LFB,3,01.01.1900,31.12.2030,05.02.2016,Biopsy of vulva or perineum,1814,757,2571
LFB10,Ulkosynnyttimien tai välilihan paikallisen muutoksen poisto leikkaamalla,LFB,3,01.01.1900,31.12.2030,05.02.2016,Excision of lesion of vulva or perineum,554,164,718
LFB20,Ulkosynnyttimien tai välilihan paikallisen muutoksen poisto,LFB,3,01.01.1900,31.12.2030,05.02.2016,Destruction of lesion of vulva or perineum,373,45,418
LFC,Ulkosynnyttimien ja välilihan osittaiset poistoleikkaukset,LF,2,01.01.1900,31.12.2030,19.10.2012,Partial excision of vulva and perineum,0,0,0
LFC00,Ulkosynnyttimien osittainen poisto,LFC,3,01.01.1900,31.12.2030,05.02.2016,Partial excision of vulva,97,204,301
LFC96,Muu ulkosynnyttimien ja välilihan osittainen poistoleikkaus,LFC,3,01.01.1900,31.12.2030,05.02.2016,Other partial excision of vulva or perineum,12,5,17
LFD,Ulkosynnyttimien poistoleikkaukset,LF,2,01.01.1900,31.12.2030,19.10.2012,Total excision of vulva,0,0,0
LFD00,Ulkosynnyttimien poisto kokonaan,LFD,3,01.01.1900,31.12.2030,05.02.2016,Vulvectomy,10,34,44
LFD10,Ulkosynnyttimien ja paikallisten imusolmukkeiden poisto,LFD,3,01.01.1900,31.12.2030,05.02.2016,Vulvectomy and excision of regional lymph nodes,29,61,90
LFE,Ulkosynnyttimien ja välilihan korjaavat leikkaukset,LF,2,01.01.1900,31.12.2030,19.10.2012,Repair of vulva and perineum,0,0,0
LFE00,Ulkosynnyttimien ompelu,LFE,3,01.01.1900,31.12.2030,05.02.2016,Suture of vulva,25,14,39
LFE10,Ulkosynnyttimien muovaus,LFE,3,01.01.1900,31.12.2030,05.02.2016,Plastic repair of vulva,146,45,191
LFE20,Välilihan ompelu,LFE,3,01.01.1900,31.12.2030,05.02.2016,Suture of perineum,23,2,25
LFE96,Muu ulkosynnyttimien tai välilihan korjaava leikkaus,LFE,3,01.01.1900,31.12.2030,05.02.2016,Other repair of vulva or perineum,52,8,60
