CodeId,ShortName,LongName,ParentId,HierarchyLevel,BeginningDate,ExpiringDate,Code1,Code2,English_name,ICD10who_code,exists_in_ICD10who,ICD10who_name,English_name_match_level,ICD10who_match_level
N05.8#,Nefriittinen oireyhtymä NAS .8,Määrittämätön nefriittinen oireyhtymä muu munuaiskeräsmuutos,N05#,3,1900-01-01,2020-12-31,N05.8,NA,Unspecified nephritic syndrome - Other,N05.8#,TRUE,"Unspecified nephritic syndrome, other",3,match_one_code_removing_mark
N05.9#,Nefriittinen oireyhtymä NAS .9,Määrittämätön nefriittinen oireyhtymä määrittämätön munuaiskeräsmuutos,N05#,3,1900-01-01,2020-12-31,N05.9,NA,Unspecified nephritic syndrome - Unspecified,N05.9#,TRUE,"Unspecified nephritic syndrome, unspecified",3,match_one_code_removing_mark
N06#,Prot.uria ja glomer.vaurio,Proteiinivirtsaisuus ja munuaiskeräsvaurio,N00-N08,2,1900-01-01,2020-12-31,N06,NA,Isolated proteinuria with specified morphological lesion,N06#,TRUE,Isolated proteinuria with specified morphological lesion,0,match_one_code_removing_mark
N06.0#,Proteinuria isolata .0,Proteiinivirtsaisuus ja munuaiskeräsvaurio munuaiskerästen vähäinen poikkeavuus,N06#,3,1900-01-01,2020-12-31,N06.0,NA,Isolated proteinuria with specified morphological lesion - Minor glomerular abnormality,N06.0#,TRUE,"Isolated proteinuria with specified morphological lesion, minor glomerular abnormality",3,match_one_code_removing_mark
N06.1#,Proteinuria isolata .1,Proteiinivirtsaisuus ja munuaiskeräsvaurio pesäkkeittäiset tai jaokkeittaiset munuaiskeräsvauriot,N06#,3,1900-01-01,2020-12-31,N06.1,NA,Isolated proteinuria with specified morphological lesion - Focal and segmental glomerular lesions,N06.1#,TRUE,"Isolated proteinuria with specified morphological lesion, focal and segmental glomerular lesions",3,match_one_code_removing_mark
N06.2#,Proteinuria isolata .2,Proteiinivirtsaisuus ja munuaiskeräsvaurio diffuusi membranoosi munuaiskerästulehdus,N06#,3,1900-01-01,2020-12-31,N06.2,NA,Isolated proteinuria with specified morphological lesion - Diffuse membranous glomerulonephritis,N06.2#,TRUE,"Isolated proteinuria with specified morphological lesion, diffuse membranous glomerulonephritis",3,match_one_code_removing_mark
N06.3#,Proteinuria isolata .3,Proteiinivirtsaisuus ja munuaiskeräsvaurio diffuusi mesangiaalinen proliferatiivinen munuaiskerästulehdus,N06#,3,1900-01-01,2020-12-31,N06.3,NA,Isolated proteinuria with specified morphological lesion - Diffuse mesangial proliferative glomerulonephritis,N06.3#,TRUE,"Isolated proteinuria with specified morphological lesion, diffuse mesangial proliferative glomerulonephritis",3,match_one_code_removing_mark
N06.4#,Proteinuria isolata .4,Proteiinivirtsaisuus ja munuaiskeräsvaurio diffuusi endokapillaarinen proliferatiivinen munuaiskerästulehdus,N06#,3,1900-01-01,2020-12-31,N06.4,NA,Isolated proteinuria with specified morphological lesion - Diffuse endocapillary proliferative glomerulonephritis,N06.4#,TRUE,"Isolated proteinuria with specified morphological lesion, diffuse endocapillary proliferative glomerulonephritis",3,match_one_code_removing_mark
N06.5#,Proteinuria isolata .5,Proteiinivirtsaisuus ja munuaiskeräsvaurio diffuusi mesangiokapillaarinen munuaiskerästulehdus,N06#,3,1900-01-01,2020-12-31,N06.5,NA,Isolated proteinuria with specified morphological lesion - Diffuse mesangiocapillary glomerulonephritis,N06.5#,TRUE,"Isolated proteinuria with specified morphological lesion, diffuse mesangiocapillary glomerulonephritis",3,match_one_code_removing_mark
N06.6#,Proteinuria isolata .6,Proteiinivirtsaisuus ja munuaiskeräsvaurio tiivissaostumatauti,N06#,3,1900-01-01,2020-12-31,N06.6,NA,Isolated proteinuria with specified morphological lesion - Dense deposit disease,N06.6#,TRUE,"Isolated proteinuria with specified morphological lesion, dense deposit disease",3,match_one_code_removing_mark
N06.7#,Proteinuria isolata .7,Proteiinivirtsaisuus ja munuaiskeräsvaurio diffuusi sirppimäinen munuaiskerästulehdus,N06#,3,1900-01-01,2020-12-31,N06.7,NA,Isolated proteinuria with specified morphological lesion - Diffuse crescentic glomerulonephritis,N06.7#,TRUE,"Isolated proteinuria with specified morphological lesion, diffuse crescentic glomerulonephritis",3,match_one_code_removing_mark
N06.8#,Proteinuria isolata .8,Proteiinivirtsaisuus ja munuaiskeräsvaurio muu munuaiskeräsmuutos,N06#,3,1900-01-01,2020-12-31,N06.8,NA,Isolated proteinuria with specified morphological lesion - Other,N06.8#,TRUE,"Isolated proteinuria with specified morphological lesion, other",3,match_one_code_removing_mark
N06.9#,Proteinuria isolata .9,Proteiinivirtsaisuus ja munuaiskeräsvaurio määrittämätön munuaiskeräsmuutos,N06#,3,1900-01-01,2020-12-31,N06.9,NA,Isolated proteinuria with specified morphological lesion - Unspecified,N06.9#,TRUE,"Isolated proteinuria with specified morphological lesion, unspecified",3,match_one_code_removing_mark
N07#,Muu perinnöll.munuaissairaus,Muualla luokittamaton perinnöllinen munuaissairaus,N00-N08,2,1900-01-01,2020-12-31,N07,NA,"Hereditary nephropathy, not elsewhere classified",N07#,TRUE,"Hereditary nephropathy, not elsewhere classified",0,match_one_code_removing_mark
N07.0#,Muu perinnöll.munuaissairaus.0,Muualla luokittamaton perinnöllinen munuaissairaus munuaiskerästen vähäinen poikkeavuus,N07#,3,1900-01-01,2020-12-31,N07.0,NA,"Hereditary nephropathy, not elsewhere classified - Minor glomerular abnormality",N07.0#,TRUE,"Hereditary nephropathy, not elsewhere classified, minor glomerular abnormality",3,match_one_code_removing_mark
N07.1#,Muu perinnöll.munuaissairaus.1,Muualla luokittamaton perinnöllinen munuaissairaus pesäkkeittäiset tai jaokkeittaiset munuaiskeräsvauriot,N07#,3,1900-01-01,2020-12-31,N07.1,NA,"Hereditary nephropathy, not elsewhere classified - Focal and segmental glomerular lesions",N07.1#,TRUE,"Hereditary nephropathy, not elsewhere classified, focal and segmental glomerular lesions",3,match_one_code_removing_mark
N07.2#,Muu perinnöll.munuaissairaus.2,Muualla luokittamaton perinnöllinen munuaissairaus diffuusi membranoosi munuaiskerästulehdus,N07#,3,1900-01-01,2020-12-31,N07.2,NA,"Hereditary nephropathy, not elsewhere classified - Diffuse membranous glomerulonephritis",N07.2#,TRUE,"Hereditary nephropathy, not elsewhere classified, diffuse membranous glomerulonephritis",3,match_one_code_removing_mark
N07.3#,Muu perinnöll.munuaissairaus.3,Muualla luokittamaton perinnöllinen munuaissairaus diffuusi mesangiaalinen proliferatiivinen munuaiskerästulehdus,N07#,3,1900-01-01,2020-12-31,N07.3,NA,"Hereditary nephropathy, not elsewhere classified - Diffuse mesangial proliferative glomerulonephritis",N07.3#,TRUE,"Hereditary nephropathy, not elsewhere classified, diffuse mesangial proliferative glomerulonephritis",3,match_one_code_removing_mark
N07.4#,Muu perinnöll.munuaissairaus.4,Muualla luokittamaton perinnöllinen munuaissairaus diffuusi endokapillaarinen proliferatiivinen munuaiskerästulehdus,N07#,3,1900-01-01,2020-12-31,N07.4,NA,"Hereditary nephropathy, not elsewhere classified - Diffuse endocapillary proliferative glomerulonephritis",N07.4#,TRUE,"Hereditary nephropathy, not elsewhere classified, diffuse endocapillary proliferative glomerulonephritis",3,match_one_code_removing_mark
N07.5#,Muu perinnöll.munuaissairaus.5,Muualla luokittamaton perinnöllinen munuaissairaus diffuusi mesangiokapillaarinen munuaiskerästulehdus,N07#,3,1900-01-01,2020-12-31,N07.5,NA,"Hereditary nephropathy, not elsewhere classified - Diffuse mesangiocapillary glomerulonephritis",N07.5#,TRUE,"Hereditary nephropathy, not elsewhere classified, diffuse mesangiocapillary glomerulonephritis",3,match_one_code_removing_mark
N07.6#,Muu perinnöll.munuaissairaus.6,Muualla luokittamaton perinnöllinen munuaissairaus tiivissaostumatauti,N07#,3,1900-01-01,2020-12-31,N07.6,NA,"Hereditary nephropathy, not elsewhere classified - Dense deposit disease",N07.6#,TRUE,"Hereditary nephropathy, not elsewhere classified, dense deposit disease",3,match_one_code_removing_mark
N07.7#,Muu perinnöll.munuaissairaus.7,Muualla luokittamaton perinnöllinen munuaissairaus diffuusi sirppimäinen munuaiskerästulehdus,N07#,3,1900-01-01,2020-12-31,N07.7,NA,"Hereditary nephropathy, not elsewhere classified - Diffuse crescentic glomerulonephritis",N07.7#,TRUE,"Hereditary nephropathy, not elsewhere classified, diffuse crescentic glomerulonephritis",3,match_one_code_removing_mark
N07.8#,Muu perinnöll.munuaissairaus.8,Muualla luokittamaton perinnöllinen munuaissairaus muu munuaiskeräsmuutos,N07#,3,1900-01-01,2020-12-31,N07.8,NA,"Hereditary nephropathy, not elsewhere classified - Other",N07.8#,TRUE,"Hereditary nephropathy, not elsewhere classified, other",3,match_one_code_removing_mark
N07.9#,Muu perinnöll.munuaissairaus.9,Muualla luokittamaton perinnöllinen munuaissairaus määrittämätön munuaiskeräsmuutos,N07#,3,1900-01-01,2020-12-31,N07.9,NA,"Hereditary nephropathy, not elsewhere classified - Unspecified",N07.9#,TRUE,"Hereditary nephropathy, not elsewhere classified, unspecified",3,match_one_code_removing_mark
N08*,Muih.sair.liitt. glom. sair,Muualla luokitettuihin sairauksiin liittyvät munuaiskerässairaudet,N00-N08,2,1900-01-01,2020-12-31,N08,NA,Glomerular disorders in diseases classified elsewhere,N08*,TRUE,Glomerular disorders in diseases classified elsewhere,0,match_one_code_removing_mark
N08.0*,"Infekt/loistaut,glomerul.sair",Muualla luokitettuun infektio- tai loistautiin liittyvä munuaiskerässairaus,N08*,3,1900-01-01,2020-12-31,N08.0,NA,Glomerular disorders in infectious and parasitic diseases classified elsewhere,N08.0*,TRUE,Glomerular disorders in infectious and parasitic diseases classified elsewhere,0,match_one_code_removing_mark
N08.0*A40.9,Streptokokkiseptikemia ja munuaiskerässairaus,Streptokokkiseptikemia ja munuaiskerässairaus,N08*,3,1998-06-20,2020-12-31,N08.0,A40.9,NA,N08.0,FALSE,Glomerular disorders in infectious and parasitic diseases classified elsewhere,NA,match_first_code
N08.0*A41.9,Määrittämättömän bakteerin septikemia ja munuaiske,Määrittämättömän bakteerin septikemia ja munuaiskerässairaus,N08*,3,1998-06-20,2020-12-31,N08.0,A41.9,NA,N08.0,FALSE,Glomerular disorders in infectious and parasitic diseases classified elsewhere,NA,match_first_code
N08.0*A52.79,"Syphilis, glomerul.sair",Kuppaan liittyvä munuaiskerässairaus,N08*,3,1900-01-01,2020-12-31,N08.0,A52.79,Glomerular disease in syphilis+,N08.0,FALSE,Glomerular disorders in infectious and parasitic diseases classified elsewhere,NA,match_first_code
N08.0*B26.8,"Sikot,glomerul.sair",Sikotaudin munuaistulehdus,N08*,3,1900-01-01,2020-12-31,N08.0,B26.8,Mumps nephritis+,N08.0,FALSE,Glomerular disorders in infectious and parasitic diseases classified elsewhere,NA,match_first_code
N08.0*B52.0,"Malaria,glomerul.sair",Plasmodium malariae -malaria ja munuaiskerässairaus,N08*,3,1900-01-01,2020-12-31,N08.0,B52.0,Glomerular disorders in Plasmodium malariae malaria,N08.0,FALSE,Glomerular disorders in infectious and parasitic diseases classified elsewhere,NA,match_first_code
N08.0*B65.9,"Skistosom., glomerul.sair",Skistosomiaasiin ja munuaiskerässairaus,N08*,3,1900-01-01,2020-12-31,N08.0,B65.9,Glomerular disorders in schistosomiasis [bilharziasis],N08.0,FALSE,Glomerular disorders in infectious and parasitic diseases classified elsewhere,NA,match_first_code
N08.0*B78.9,"Strongyl., glomerul.sair",Strongyloidiaasi ja munuaiskerässairaus,N08*,3,1998-01-14,2020-12-31,N08.0,B78.9,Glomerular disorders in strongyloidiasis,N08.0,FALSE,Glomerular disorders in infectious and parasitic diseases classified elsewhere,NA,match_first_code
N08.1*,Kasvainsair.liitt.glomerul.sai,Kasvainsairauteen liittyvä munuaiskerässairaus,N08*,3,1900-01-01,2020-12-31,N08.1,NA,Glomerular disorders in neoplastic diseases,N08.1*,TRUE,Glomerular disorders in neoplastic diseases,0,match_one_code_removing_mark
N08.1*C88.0,Waldenström.liitt.glomerul.sai,Waldenströmin makroglobulinemia ja munuaiskerässairaus,N08*,3,1900-01-01,2020-12-31,N08.1,C88.0,Glomerular disorders in Waldenström's macroglobulinaemia,N08.1,FALSE,Glomerular disorders in neoplastic diseases,NA,match_first_code
N08.1*C90.0,Plasmasyt. liitt.glomerul.sai,Myelooma ja munuaiskerässairaus,N08*,3,1900-01-01,2020-12-31,N08.1,C90.0,Glomerular disorders in multiple myeloma,N08.1,FALSE,Glomerular disorders in neoplastic diseases,NA,match_first_code
N08.2*,"Veri/immun.sair,glomerul.saira",Veren ja immuunimekanismin sairauteen liittyvä munuaiskerässairaus,N08*,3,1900-01-01,2020-12-31,N08.2,NA,Glomerular disorders in blood diseases and disorders involving the immune mechanism,N08.2*,TRUE,Glomerular disorders in blood diseases and disorders involving the immune mechanism,0,match_one_code_removing_mark
N08.2*D57.8,Sirppisolusair.(glomerul.saira,Sirppisolusairaus ja munuaiskerässairaus,N08*,3,1900-01-01,2020-12-31,N08.2,D57.8,Glomerular disorders in sickle-cell disorders,N08.2,FALSE,Glomerular disorders in blood diseases and disorders involving the immune mechanism,NA,match_first_code
N08.2*D59.3,"Hemol-ureem.,glomerul.saira",Hemolyyttis-ureemiseen oireyhtymään liittyvä munuaiskerässairaus,N08*,3,1900-01-01,2020-12-31,N08.2,D59.3,Glomerular disorders in haemolytic-uraemic syndrome,N08.2,FALSE,Glomerular disorders in blood diseases and disorders involving the immune mechanism,NA,match_first_code
N08.2*D65,"DIC,glomerul.saira",Fibriininhukkaoireyhtymään liittyvä munuaiskerässairaus,N08*,3,1900-01-01,2020-12-31,N08.2,D65,Glomerular disorders in disseminated intravascular coagulation [defibrination syndrome],N08.2,FALSE,Glomerular disorders in blood diseases and disorders involving the immune mechanism,NA,match_first_code
N08.2*D69.0,"Henoch-Schönlein,glomerul.sair",Henoch-Schönleinin purppuraan liittyvä munuaiskerässairaus,N08*,3,1900-01-01,2020-12-31,N08.2,D69.0,Glomerular disorders in Henoch(-Schönlein) purpura,N08.2,FALSE,Glomerular disorders in blood diseases and disorders involving the immune mechanism,NA,match_first_code
N08.2*D89.1,"Kryoglob,glomerul.saira",Kryoglobulinemiaan liittyvä munuaiskerässairaus,N08*,3,1900-01-01,2020-12-31,N08.2,D89.1,Glomerular disorders in cryoglobulinaemia,N08.2,FALSE,Glomerular disorders in blood diseases and disorders involving the immune mechanism,NA,match_first_code
N08.2*D89.80,Immunoglobuliini A (IgA) nefropatia,Immunoglobuliini A (IgA) nefropatia,N08*,3,1900-01-01,2020-12-31,N08.2,D89.80,NA,N08.2,FALSE,Glomerular disorders in blood diseases and disorders involving the immune mechanism,NA,match_first_code
N08.2*D89.82,Kevytketjusaostuma nefropatia,Kevytketjusaostuma nefropatia,N08*,3,1900-01-01,2020-12-31,N08.2,D89.82,NA,N08.2,FALSE,Glomerular disorders in blood diseases and disorders involving the immune mechanism,NA,match_first_code
N08.3*,Diabeteksen glomerul.sairaus,Diabeteksen munuaiskerässairaus,N08*,3,1998-11-05,2020-12-31,N08.3,NA,Glomerular disorders in diabetes mellitus,N08.3*,TRUE,Glomerular disorders in diabetes mellitus,0,match_one_code_removing_mark
N08.30*,Diabeteksen mikroalbuminurea,Diabeteksen munuaiskerässairaus mikroalbuminuria,N08.3*,4,1998-11-05,2020-12-31,N08.30,NA,Glomerular disorders in diabetes mellitus microalbuminuria,N08.3,FALSE,Glomerular disorders in diabetes mellitus,NA,match_first_code_parent
N08.31*,Diabeteksen makroalbuminurea,Diabeteksen munuaiskerässairaus makroalbuminuria,N08.3*,4,1998-11-05,2020-12-31,N08.31,NA,Glomerular disorders in diabetes mellitus macroalbuminuria,N08.3,FALSE,Glomerular disorders in diabetes mellitus,NA,match_first_code_parent
N08.32*,Diabetes + mun. vajaatoiminta,Diabeteksen munuaiskerässairaus munuaisen vajaatoiminta,N08.3*,4,1998-11-05,2020-12-31,N08.32,NA,Glomerular disorders in diabetes mellitus kidney failure,N08.3,FALSE,Glomerular disorders in diabetes mellitus,NA,match_first_code_parent
N08.39*,Muu deabeettinen munuaissairau,Diabeteksen munuaiskerässairaus muu tai määrittämätön diabeettinen munuaissairaus,N08.3*,4,1998-11-05,2020-12-31,N08.39,NA,Glomerular disorders in diabetes mellitus microalbuminuria,N08.3,FALSE,Glomerular disorders in diabetes mellitus,NA,match_first_code_parent
N08.39*E10.2,Juv.diabeteksen glomerul.saira,Diabeteksen nefropatia nuoruustyypin diabetes,N08.3*,4,1998-11-05,2020-12-31,N08.39,E10.2,Insulin-dependent diabetes mellitus - Diabetic nephropathy,N08.3,FALSE,Glomerular disorders in diabetes mellitus,NA,match_first_code_parent
N08.39*E11.2,Aik.diabeteksen glomerul.saira,Diabeteksen nefropatia aikuistyypin diabetes,N08.3*,4,1998-11-05,2020-12-31,N08.39,E11.2,Non-insulin-dependent diabetes mellitus - Diabetic nephropathy,N08.3,FALSE,Glomerular disorders in diabetes mellitus,NA,match_first_code_parent
N08.4*,"Endokr/metab.sair,glomerul.sai","Muuhun umpierityssairauteen, ravitsemushäiriöön tai aineenvaihduntasairauteen liittyvä munuaiskerässairaus",N08*,3,1900-01-01,2020-12-31,N08.4,NA,"Glomerular disorders in other endocrine, nutritional and metabolic diseases",N08.4*,TRUE,"Glomerular disorders in other endocrine, nutritional and metabolic diseases",0,match_one_code_removing_mark
N08.4*E75.2,"Fabryn taut., glomerul.sai",Fabry(-Andersoni)n tautiin liittyvä munuaiskerässairaus,N08*,3,1900-01-01,2020-12-31,N08.4,E75.2,Glomerular disorders in Fabry(-Anderson) disease,N08.4,FALSE,"Glomerular disorders in other endocrine, nutritional and metabolic diseases",NA,match_first_code
N08.4*E78.6,"Lesit-kolest-as.trans,glom.sai",Lesitiini-kolesteroli-asyylitransferaasin puutteeseen liittyvä munuaiskerässairaus,N08*,3,1900-01-01,2020-12-31,N08.4,E78.6,Glomerular disorders in lecithin cholesterol acyltransferase deficiency,N08.4,FALSE,"Glomerular disorders in other endocrine, nutritional and metabolic diseases",NA,match_first_code
N08.4*E85.80,Meretojan tautiin liittyvä munuaiskerässairaus,Meretojan tautiin liittyvä munuaiskerässairaus,N08*,3,1900-01-01,2020-12-31,N08.4,E85.80,NA,N08.4,FALSE,"Glomerular disorders in other endocrine, nutritional and metabolic diseases",NA,match_first_code
N08.4*E85.9,"Amyloidoosi, glomerul.sai",Amyloidoosiin liittyvä munuaiskerässairaus,N08*,3,1900-01-01,2020-12-31,N08.4,E85.9,Glomerular disorders in amyloidosis,N08.4,FALSE,"Glomerular disorders in other endocrine, nutritional and metabolic diseases",NA,match_first_code
N08.5*,"Syst sidekudossair,glomerul.sa",Systeemiseen sidekudossairauteen liittyvä munuaiskerässairaus,N08*,3,1900-01-01,2020-12-31,N08.5,NA,Ghomerular disorders in systemic connective tissue disorders,N08.5*,TRUE,Glomerular disorders in systemic connective tissue disorders,1,match_one_code_removing_mark
N08.5*M30.0,"Polyart.nodosa,glomerul.sa",Polyarteritis nodosaan liittyvä munuaiskerässairaus,N08*,3,1900-01-01,2009-12-31,N08.5,M30.0,Glomerular disorders in polyarteritis nodosa,N08.5,FALSE,Glomerular disorders in systemic connective tissue disorders,NA,match_first_code
N08.5*M31.0,"Goodpasture,glomerul.sa",Goodpasturen oireyhtymään liittyvä munuaiskerässairaus,N08*,3,1900-01-01,2020-12-31,N08.5,M31.0,Glomerular disorders in Goodpasture's syndrome,N08.5,FALSE,Glomerular disorders in systemic connective tissue disorders,NA,match_first_code
N08.5*M31.1,"TTP,glomerul.sa",Tromboottiseen trombosytopeeniseen purppuraan liittyvä munuaiskerässairaus,N08*,3,1900-01-01,2020-12-31,N08.5,M31.1,Glomerular disorders in thrombotic thrombocytopenic purpura,N08.5,FALSE,Glomerular disorders in systemic connective tissue disorders,NA,match_first_code
N08.5*M31.3,"Wegener,glomerul.sa",Wegenerin granulomatoosiin liittyvä munuaiskerässairaus,N08*,3,1900-01-01,2020-12-31,N08.5,M31.3,Glomerular disorders in Wegener's granulomatosis,N08.5,FALSE,Glomerular disorders in systemic connective tissue disorders,NA,match_first_code
N08.5*M31.7,Mikroskoop. polyang. liittyvä munuaiskerässairaus,Mikroskooppiseen polyangiittiin liittyvä munuaiskerässairaus,N08*,3,2010-01-01,2020-12-31,N08.5,M31.7,NA,N08.5,FALSE,Glomerular disorders in systemic connective tissue disorders,NA,match_first_code
N08.5*M32.1,"LED,glomerul.sa",Lupus erythematosus disseminatukseen liittyvä munuaiskerässairaus,N08*,3,1900-01-01,2020-12-31,N08.5,M32.1,Glomerular disorders in systemic lupus erythematosus,N08.5,FALSE,Glomerular disorders in systemic connective tissue disorders,NA,match_first_code
N08.8*,Muuh.sair.liitt.glomerul.sair,Muualla luokitettuun muuhun sairauteen liittyvä munuaiskerässairaus,N08*,3,1900-01-01,2020-12-31,N08.8,NA,Glomerular disorders in other diseases classified elsewhere,N08.8*,TRUE,Glomerular disorders in other diseases classified elsewhere,0,match_one_code_removing_mark
N08.8*I33.0,Bakt.endok.liitt.glomerul.sai,Puoliakuuttiin bakteriaaliseen sydämen sisäkalvon tulehdukseen liittyvä munuaiskerässairaus,N08*,3,1900-01-01,2020-12-31,N08.8,I33.0,Glomerular disorders in subacute bacterial endocarditis,N08.8,FALSE,Glomerular disorders in other diseases classified elsewhere,NA,match_first_code
N10,Ak.tubulointerstit.nefriitti,Akuutti tubulointerstitiaalinen munuaistulehdus,N10-N16,2,1900-01-01,2020-12-31,N10,NA,Acute tubulo-interstitial nephritis,N10,TRUE,Acute tubulo-interstitial nephritis,0,match_exactly
N10-N16,Tubulointerst.munuaissairaudet,Tubulointerstitiaaliset munuaissairaudet,N00-N99,1,1900-01-01,2020-12-31,N10,N16,Renal tubulo-interstitial diseases,NA,FALSE,NA,NA,classification_code
N11,Kr.tubulointerstit.nefriitti,Pitkäaikainen tubulointerstitiaalinen munuaistulehdus,N10-N16,2,1900-01-01,2020-12-31,N11,NA,Chronic tubulo-interstitial nephritis,N11,TRUE,Chronic tubulo-interstitial nephritis,0,match_exactly
N11.0,Refluks.aih.kr.pyelonefriitti,Ei-obstruktiiviseen takaisinvirtaukseen liittyvä pitkäaikainen pyelonefriitti,N11,3,1900-01-01,2020-12-31,N11.0,NA,Nonobstructive reflux-associated chronic pyelonephritis,N11.0,TRUE,Nonobstructive reflux-associated chronic pyelonephritis,0,match_exactly
N11.1,Kr.obstrukt.pyelonefriitti,Pitkäaikainen obstruktiivinen pyelonefriitti,N11,3,1900-01-01,2020-12-31,N11.1,NA,Chronic obstructive pyelonephritis,N11.1,TRUE,Chronic obstructive pyelonephritis,0,match_exactly
N11.8,Muu kr.tubulointerst.nefriitti,Muu pitkäaikainen tubulointerstitiaalinen munuaistulehdus,N11,3,1900-01-01,2020-12-31,N11.8,NA,Other chronic tubulo-interstitial nephritis,N11.8,TRUE,Other chronic tubulo-interstitial nephritis,0,match_exactly
N11.9,Kr.tubulointerst.nefriitti NAS,Määrittämätön pitkäaikainen tubulointerstitiaalinen munuaistulehdus,N11,3,1900-01-01,2020-12-31,N11.9,NA,"Chronic tubulo-interstitial nephritis, unspecified",N11.9,TRUE,"Chronic tubulo-interstitial nephritis, unspecified",0,match_exactly
N12,Tubulointerstit.nefriitti NAS,"Tubulointerstitiaalinen munuaistulehdus, jota ei ole määritetty akuutiksi eikä pitkäaikaiseksi",N10-N16,2,1900-01-01,2020-12-31,N12,NA,"Tubulo-interstitial nephritis, not specified as acute or chronic",N12,TRUE,"Tubulo-interstitial nephritis, not specified as acute or chronic",0,match_exactly
N13,Refluks/obstrukt.aih.uropatia,Virtsateiden umpeutumiseen tai virtsan takaisinvirtaukseen perustuva sairaus,N10-N16,2,1900-01-01,2020-12-31,N13,NA,Obstructive and reflux uropathy,N13,TRUE,Obstructive and reflux uropathy,0,match_exactly
N13.0,"Pyeloureterjun.obstr,hydronefr",Munuaisaltaan ja virtsanjohtimen liittymäkohdan tukkeumaan liittyvä vesimunuainen,N13,3,1900-01-01,2020-12-31,N13.0,NA,Hydronephrosis with ureteropelvic junction obstruction,N13.0,TRUE,Hydronephrosis with ureteropelvic junction obstruction,0,match_exactly
N13.1,"Muu ureterstriktura,hydronefr",Muualla luokittamaton virtsanjohtimen kuroumaan liittyvä vesimunuainen,N13,3,1900-01-01,2020-12-31,N13.1,NA,"Hydronephrosis with ureteral stricture, not elsewhere classified",N13.1,TRUE,"Hydronephrosis with ureteral stricture, not elsewhere classified",0,match_exactly
N13.2,"Urolithiasis, hydronefroosi",Munuais- ja/tai virtsanjohdinkiven aiheuttamaan tukkeumaan liittyvä vesimunuainen,N13,3,1900-01-01,2020-12-31,N13.2,NA,Hydronephrosis with renal and ureteral calculous obstruction,N13.2,TRUE,Hydronephrosis with renal and ureteral calculous obstruction,0,match_exactly
N13.3,"Vesimunuainen ,muu/NAS",Muu tai määrittämätön vesimunuainen,N13,3,1900-01-01,2020-12-31,N13.3,NA,Other and unspecified hydronephrosis,N13.3,TRUE,Other and unspecified hydronephrosis,0,match_exactly
N13.4,Hydroureter,Hydroureter,N13,3,1900-01-01,2020-12-31,N13.4,NA,Hydroureter,N13.4,TRUE,Hydroureter,0,match_exactly
N13.5,"Ureterin strikt,ei hydronefroo",Virtsanjohtimen polvekemuodostus ja/tai kurouma ilman vesimunuaista,N13,3,1900-01-01,2020-12-31,N13.5,NA,Kinking and stricture of ureter without hydronephrosis,N13.5,TRUE,Kinking and stricture of ureter without hydronephrosis,0,match_exactly
N13.6,Pyonefroosi,Pyonefroosi (märkäinen munuainen),N13,3,1900-01-01,2020-12-31,N13.6,NA,Pyonephrosis,N13.6,TRUE,Pyonephrosis,0,match_exactly
N13.7,Vesiko-ureter.refluks.uropatia,Vesiko-ureteraaliseen takaisinvirtaukseen liittyvä virtsaelinsairaus,N13,3,1900-01-01,2020-12-31,N13.7,NA,Vesicoureteral-reflux-associated uropathy,N13.7,TRUE,Vesicoureteral-reflux-associated uropathy,0,match_exactly
N13.8,Muu obstr/refluks.uropatia,Muu virtsateiden tukkeumaan ja takaisinvirtaukseen liittyvä sairaus,N13,3,1900-01-01,2020-12-31,N13.8,NA,Other obstructive and reflux uropathy,N13.8,TRUE,Other obstructive and reflux uropathy,0,match_exactly
N13.9,Obstr/refluks.uropatia NAS,Määrittämätön virtsateiden tukkeumaan ja takaisinvirtaukseen liittyvä sairaus,N13,3,1900-01-01,2020-12-31,N13.9,NA,"Obstructive and reflux uropathy, unspecified",N13.9,TRUE,"Obstructive and reflux uropathy, unspecified",0,match_exactly
N14,Lääk/raskasmet.aih.nefropatiat,Lääkeaineiden ja raskasmetallien aiheuttamat tubulointerstitiaaliset ja tubulaariset sairaustilat,N10-N16,2,1900-01-01,2020-12-31,N14,NA,Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions,N14,TRUE,Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions,0,match_exactly
N14.0#,Kipulääkk.aih.munuaissairaus,Kipulääkkeen aiheuttama munuaissairaus,N14,3,1900-01-01,2020-12-31,N14.0,NA,Analgesic nephropathy,N14.0#,TRUE,Analgesic nephropathy,0,match_one_code_removing_mark
N14.1#,Muu lääk/biol.ain.aih.nefropat,Muun lääkeaineen tai biologisen aineen aiheuttama munuaissairaus,N14,3,1900-01-01,2020-12-31,N14.1,NA,"Nephropathy induced by other drugs, medicaments and biological substances",N14.1#,TRUE,"Nephropathy induced by other drugs, medicaments and biological substances",0,match_one_code_removing_mark
N14.2#,Lääk/biol.ain.NAS aih.nefropat,Määrittämättömän lääkeaineen ja/tai biologisen aineen aiheuttama munuaissairaus,N14,3,1900-01-01,2020-12-31,N14.2,NA,"Nephropathy induced by unspecified drug, medicament or biological substance",N14.2#,TRUE,"Nephropathy induced by unspecified drug, medicament or biological substance",0,match_one_code_removing_mark
