code,name_fi,name_en,name_en_source
5348E,"ULCUS GASTROJEJUNALE ALIA DEFINITA,OBSTRUKTIO",Gastrojejunal ulcer,ICD9_code_match(grandparent_match)
5348F,"ULCUS GASTROJEJUNALE ALIA DEFINITA,ARPI TAI PARANT",Gastrojejunal ulcer,ICD9_code_match(grandparent_match)
5348X,"ULCUS GASTROJEJUNALE ALIA DEFINITA,MUU",Gastrojejunal ulcer,ICD9_code_match(grandparent_match)
535,GASTRITIS ET DUODENITIS,Gastritis and duodenitis,ICD9_code_match(full_match)
5350A,GASTRITIS ACUTA ET SUPERFICIALIS,"Gastritis and duodenitis, Acute gastritis",ICD9_code_match(unique_parent_match)
5351A,GASTRITIS ATROPHICANS CORPORIS (TYPUS A),"Gastritis and duodenitis, Atrophic gastritis",ICD9_code_match(parent_match)
5351B,GASTRITIS ATROPHICANS ANTRI (TYPUS B),"Gastritis and duodenitis, Atrophic gastritis",ICD9_code_match(parent_match)
5351C,GASTRITIS ATROPHICANS TYPUS A+B,"Gastritis and duodenitis, Atrophic gastritis",ICD9_code_match(parent_match)
5351D,GASTRITIS ATROPHICANS POSTOPERATIVA,"Gastritis and duodenitis, Atrophic gastritis",ICD9_code_match(parent_match)
5351X,GASTRITIS ATROPHICANS NUD,"Gastritis and duodenitis, Atrophic gastritis",ICD9_code_match(parent_match)
5352A,HYPERTROPHIA MUCOSAE GASTRICAE,"Gastritis and duodenitis, Gastric mucosal hypertrophy",ICD9_code_match(unique_parent_match)
5353A,GASTRITIS ALCOHOLICA,"Gastritis and duodenitis, Alcoholic gastritis",ICD9_code_match(unique_parent_match)
5354X,GASTRITIS CHRONICA ALIA,"Gastritis and duodenitis, Other specified gastritis",ICD9_code_match(unique_parent_match)
5355X,GASTRITIS NUD,"Gastritis and duodenitis, Unspecified gastritis and gastroduodenitis",ICD9_code_match(unique_parent_match)
5356X,DUODENITIS NUD,"Gastritis and duodenitis, Duodenitis",ICD9_code_match(unique_parent_match)
536,MAHALAUKUN TOIMINTAHÄIRIÖ,Disorders of function of stomach,ICD9_code_match(full_match)
5361A,DILATATIO ACUTA VENTRICULI,"Disorders of function of stomach, Acute dilatation of stomach",ICD9_code_match(unique_parent_match)
5362A,HABIT VOMITING,"Disorders of function of stomach, Persistent vomiting",ICD9_code_match(unique_parent_match)
5368A,DYSPEPSIA,"Disorders of function of stomach, Dyspepsia and other specified disorders of function of stomach",ICD9_code_match(parent_match)
5368X,MAHALAUKUN MUU TOIMINTAHÄIRIÖ,"Disorders of function of stomach, Dyspepsia and other specified disorders of function of stomach",ICD9_code_match(parent_match)
5369X,MAHALAUKUN TOIMINTAHÄIRIÖ NUD,"Disorders of function of stomach, Unspecified functional disorder of stomach",ICD9_code_match(unique_parent_match)
537,MUUT MAHALAUKUN JA POHJUKAISSUOLEN TAUDIT,Other disorders of stomach and duodenum,ICD9_code_match(full_match)
5371A,DIVERTICULUM VENTRICULI,"Other disorders of stomach and duodenum, Gastric diverticulum",ICD9_code_match(unique_parent_match)
5372A,OBSTRUCTIO DUODENI CHRONICA,"Other disorders of stomach and duodenum, Chronic duodenal ileus",ICD9_code_match(unique_parent_match)
5373A,OBSTRUCTIO DUODENI ALIA,"Other disorders of stomach and duodenum, Other obstruction of duodenum",ICD9_code_match(parent_match)
5373B,MALROTATIO DUODENI,"Other disorders of stomach and duodenum, Other obstruction of duodenum",ICD9_code_match(parent_match)
5374A,FISTULA VENTRICULI SEU DUODENI,"Other disorders of stomach and duodenum, Fistula of stomach or duodenum",ICD9_code_match(unique_parent_match)
5375A,GASTROPTOSIS,"Other disorders of stomach and duodenum, Gastroptosis",ICD9_code_match(unique_parent_match)
5376A,KASKADIMAHA,"Other disorders of stomach and duodenum, Hourglass stricture or stenosis of stomach",ICD9_code_match(parent_match)
5376B,"VOLVULUS VENTRICULI (TOTALIS, PARTIALIS)","Other disorders of stomach and duodenum, Hourglass stricture or stenosis of stomach",ICD9_code_match(parent_match)
5378A,DYSPLASIA MUCOSAE GASTRICAE,"Other disorders of stomach and duodenum, Other specified disorders of stomach and duodenum",ICD9_code_match(parent_match)
5378B,EROSIO MUCOSAE GASTRICAE (COMPLETE/INCOMPLETE),"Other disorders of stomach and duodenum, Other specified disorders of stomach and duodenum",ICD9_code_match(parent_match)
5378C,POLYPUS NONNEOPLASTICUS VENTRICULI,"Other disorders of stomach and duodenum, Other specified disorders of stomach and duodenum",ICD9_code_match(parent_match)
5378X,MUU MÄÄRITELTY MAHALAUKUN TAI POHJUKAISSUOLEN SAIR,"Other disorders of stomach and duodenum, Other specified disorders of stomach and duodenum",ICD9_code_match(parent_match)
5379X,MAHALAUKUN TAI POHJUKAISSUOLEN SAIRAUS NUD,"Other disorders of stomach and duodenum, Unspecified disorder of stomach and duodenum",ICD9_code_match(unique_parent_match)
540,APPENDICITIS ACUTA,Acute appendicitis,ICD9_code_match(full_match)
5400A,APPENDICITIS ACUTA CUM PERITONITIDE DIFFUSA,"Acute appendicitis, With generalised peritonitis",ICD9_code_match(parent_match)
5400B,APPENDICITIS ACUTA CUM PERITONITIDE CIRCUMSCRIPTA,"Acute appendicitis, With generalised peritonitis",ICD9_code_match(parent_match)
5401A,APPENDICITIS ACUTA CUM ABSCESSU PERITONEALI,"Acute appendicitis, With peritoneal abscess",ICD9_code_match(unique_parent_match)
5409X,APPENDICITIS ACUTA SINE COMPLICATIONE,"Acute appendicitis, Without mention of peritonitis",ICD9_code_match(unique_parent_match)
541,APPENDICITIS NUD,"Appendicitis, unqualified",ICD9_code_match(full_match)
5410X,APPENDICITIS NUD,"Appendicitis, unqualified",ICD9_code_match(grandparent_match)
542,APPENDICITIS ALIA,Other appendicitis,ICD9_code_match(full_match)
5420A,APPENDICITIS CHRONICA,Other appendicitis,ICD9_code_match(grandparent_match)
5421A,APPENDICITIS RECIDIVANS,Other appendicitis,ICD9_code_match(grandparent_match)
5428X,APPENDICITIS ALIA DEFINITA,Other appendicitis,ICD9_code_match(grandparent_match)
543,ALII MORBI APPENDICIS,Other diseases of appendix,ICD9_code_match(full_match)
5430A,HYPERPLASIA (LYMPHOIDES) APPENDICIS,"Other diseases of appendix, Hyperplasia of appendix (lymphoid)",ICD9_code_match(unique_parent_match)
5439X,MORBUS APPENDICIS ALIA/NUD,"Other diseases of appendix, Other and unspecified diseases of appendix",ICD9_code_match(unique_parent_match)
550,HERNIA INGUINALIS,Inguinal hernia,ICD9_code_match(full_match)
5500A,"HERNIA INGUINALIS CUM GANGRAENA,MEDIALIS","Inguinal hernia, with gangrene",ICD9_code_match(parent_match)
5500B,"HERNIA INGUINALIS CUM GANGRAENA,LATERALIS (SCROT)","Inguinal hernia, with gangrene",ICD9_code_match(parent_match)
5500C,"HERNIA INGUINALIS CUM GANGRAENA,COMBINATA","Inguinal hernia, with gangrene",ICD9_code_match(parent_match)
5500D,"HERNIA INGUINALIS CUM GANGRAENA,RECIDIVANS","Inguinal hernia, with gangrene",ICD9_code_match(parent_match)
5500X,"HERNIA INGUINALIS CUM GANGRAENA,ALIA SEU NUD","Inguinal hernia, with gangrene",ICD9_code_match(parent_match)
5501A,"HERNIA INGUINALIS CUM OBSTRUCTIONE,MEDIALIS","Inguinal hernia, with obstruction, without mention of gangrene",ICD9_code_match(parent_match)
5501B,"HERNIA INGUINALIS CUM OBSTRUCTIONE,LATERALIS (SCROT","Inguinal hernia, with obstruction, without mention of gangrene",ICD9_code_match(parent_match)
5501C,"HERNIA INGUINALIS CUM OBSTRUCTIONE,COMBINATA","Inguinal hernia, with obstruction, without mention of gangrene",ICD9_code_match(parent_match)
5501D,"HERNIA INGUINALIS CUM OBSTRUCTIONE,RECIDIVANS","Inguinal hernia, with obstruction, without mention of gangrene",ICD9_code_match(parent_match)
5501X,"HERNIA INGUINALIS CUM OBSTRUCTIONE,ALIA SEU NUD","Inguinal hernia, with obstruction, without mention of gangrene",ICD9_code_match(parent_match)
5509A,"HERNIA INGUINALIS SINE GANGR/OBSTR,MEDIALIS","Inguinal hernia, without mention of obstruction or gangrene",ICD9_code_match(parent_match)
5509B,"HERNIA INGUINALIS SINE GANGR/OBSTR,LATERALIS (SCROT","Inguinal hernia, without mention of obstruction or gangrene",ICD9_code_match(parent_match)
5509C,"HERNIA INGUINALIS SINE GANGR/OBSTR,COMBINATA","Inguinal hernia, without mention of obstruction or gangrene",ICD9_code_match(parent_match)
5509D,"HERNIA INGUINALIS SINE GANGR/OBSTR,RECIDIVANS","Inguinal hernia, without mention of obstruction or gangrene",ICD9_code_match(parent_match)
5509X,"HERNIA INGUINALIS SINE GANGR/OBSTR,ALIA SEU NUD","Inguinal hernia, without mention of obstruction or gangrene",ICD9_code_match(parent_match)
551,VATSATYRÄ JOHON LIITTYY KUOLIO,"Other hernia of abdominal cavity, with gangrene",ICD9_code_match(full_match)
5510A,HERNIA FEMORALIS CUM GANGRAENA,"Other hernia of abdominal cavity, with gangrene, Femoral hernia with gangrene",ICD9_code_match(unique_parent_match)
5511A,HERNIA PARAUMBILICALIS CUM GANGRAENA,"Other hernia of abdominal cavity, with gangrene, Umbilical hernia with gangrene",ICD9_code_match(unique_parent_match)
5512A,HERNIA VENTRALIS CUM GANGRAENA,"Other hernia of abdominal cavity, with gangrene, Ventral hernia with gangrene",ICD9_code_match(parent_match)
5512B,HERNIA LINEAE ALBAE CUM GANGRAENA,"Other hernia of abdominal cavity, with gangrene, Ventral hernia with gangrene",ICD9_code_match(parent_match)
5512C,HERNIA VENTRALIS RECIDIVANS CUM GANGRAENA,"Other hernia of abdominal cavity, with gangrene, Ventral hernia with gangrene",ICD9_code_match(parent_match)
5513A,HERNIA DIAPHRAGMATICA CUM GANGRAENA,"Other hernia of abdominal cavity, with gangrene, Diaphragmatic hernia with gangrene",ICD9_code_match(unique_parent_match)
5518X,HERNIA ABDOMINALIS CUM GANGRAENA ALTERIUS LOCO DEF,"Other hernia of abdominal cavity, with gangrene, Hernia of other specified sites, with gangrene",ICD9_code_match(unique_parent_match)
5519X,HERNIA ABDOMINALIS CUM GANGRAENA NUD,"Other hernia of abdominal cavity, with gangrene, Hernia of unspecified site, with gangrene",ICD9_code_match(unique_parent_match)
552,HERNIA ABDOMINALIS CUM OBSTRUCTIONE (SINE GANGRAENA,"Other hernia of abdominal cavity with obstruction, without mention of gangrene",ICD9_code_match(full_match)
5520A,HERNIA FEMORALIS CUM OBSTRUCTIONE,"Other hernia of abdominal cavity with obstruction, without mention of gangrene, Femoral hernia with obstruction",ICD9_code_match(unique_parent_match)
5521A,HERNIA PARAUMBILICALIS CUM OBSTRUCTIONE,"Other hernia of abdominal cavity with obstruction, without mention of gangrene, Umbilical hernia with obstruction",ICD9_code_match(unique_parent_match)
5522A,HERNIA VENTRALIS CUM OBSTRUCTIONE,"Other hernia of abdominal cavity with obstruction, without mention of gangrene, Ventral hernia with obstruction",ICD9_code_match(parent_match)
5522B,HERNIA LINEAE ALBAE CUM OBSTRUCTIONE,"Other hernia of abdominal cavity with obstruction, without mention of gangrene, Ventral hernia with obstruction",ICD9_code_match(parent_match)
5522C,HERNIA VENTRALIS RECIDIVANS CUM OBSTRUCTIONE,"Other hernia of abdominal cavity with obstruction, without mention of gangrene, Ventral hernia with obstruction",ICD9_code_match(parent_match)
5523A,HERNIA DIAPHRAGMATICA CUM OBSTRUCTIONE,"Other hernia of abdominal cavity with obstruction, without mention of gangrene, Diaphragmatic hernia with obstruction",ICD9_code_match(unique_parent_match)
5528X,HERNIA ABDOMINALIS ALTERIUS LOCO DEFINITO CUM OBSTR,"Other hernia of abdominal cavity with obstruction, without mention of gangrene, Hernia of other specified sites, with obstruction",ICD9_code_match(unique_parent_match)
5529X,HERNIA ABDOMINALIS NUD CUM OBSTRUCTIONE,"Other hernia of abdominal cavity with obstruction, without mention of gangrene, Hernia of unspecified site, with obstruction",ICD9_code_match(unique_parent_match)
553,HERNIA ABDOMINALIS SINE OBSTRUCTIONE ET GANGRAENA,Other hernia of abdominal cavity without mention of obstruction or gangrene,ICD9_code_match(full_match)
5530A,HERNIA FEMORALIS SINE OBSTRUCTIONE ET GANGRAENA,"Other hernia of abdominal cavity without mention of obstruction or gangrene, Femoral hernia",ICD9_code_match(unique_parent_match)
5531A,HERNIA PARAUMBIILICALIS SINE OBSTRUCTIONE ET GANGR,"Other hernia of abdominal cavity without mention of obstruction or gangrene, Umbilical hernia",ICD9_code_match(unique_parent_match)
5532A,HERNIA VENTRALIS SINE OBSTRUCTIONE ET GANGRAENA,"Other hernia of abdominal cavity without mention of obstruction or gangrene, Ventral hernia [incisional]",ICD9_code_match(parent_match)
5532B,HERNIA LINEAE ALBAE SINE OBSTRUCTIONE ET GANGRAENA,"Other hernia of abdominal cavity without mention of obstruction or gangrene, Ventral hernia [incisional]",ICD9_code_match(parent_match)
5532C,HERNIA VENTRALIS RECIDIVANS SINE OBSTRUCT ET GANGR,"Other hernia of abdominal cavity without mention of obstruction or gangrene, Ventral hernia [incisional]",ICD9_code_match(parent_match)
5533A,HERNIA DIAPHRAGMATICA SINE OBSTRUCTIONE ET GANGR,"Other hernia of abdominal cavity without mention of obstruction or gangrene, Diaphragmatic hernia",ICD9_code_match(unique_parent_match)
5538X,HERNIA ABDOM ALTER LOCO DEF SINE OBSTR ET GANGR,"Other hernia of abdominal cavity without mention of obstruction or gangrene, Hernia of other specified sites",ICD9_code_match(unique_parent_match)
5539X,HERNIA ABDOMINALIS NUD SINE OBSTRUCTIONE ET GANGR,"Other hernia of abdominal cavity without mention of obstruction or gangrene, Hernia of unspecified site",ICD9_code_match(unique_parent_match)
555,MORBUS CROHN,Regional enteritis,ICD9_code_match(full_match)
5550A,"MORBUS CROHN ILEI (DUODENI, JEJUNI)","Regional enteritis, Small intestine",ICD9_code_match(unique_parent_match)
5551A,"MORBUS CROHN COLI (ANORECTALIS, RECTALIS)","Regional enteritis, Large intestine",ICD9_code_match(unique_parent_match)
5552A,MORBUS CROHN ILEI ET COLI,"Regional enteritis, Small intestine with large intestine",ICD9_code_match(unique_parent_match)
5559X,MORBUS CROHN NUD,"Regional enteritis, Unspecified site",ICD9_code_match(unique_parent_match)
556,COLITIS ULCEROSA,Idiopathic proctocolitis,ICD9_code_match(full_match)
5560A,PROCTITIS ULCEROSA,"Idiopathic proctocolitis, Ulcerative (chronic) enterocolitis",ICD9_code_match(unique_parent_match)
5561A,PROCTOCOLITIS ULCEROSA,"Idiopathic proctocolitis, Ulcerative (chronic) ileocolitis",ICD9_code_match(unique_parent_match)
5562A,COLITIS ULCEROSA TOTALIS,"Idiopathic proctocolitis, Ulcerative (chronic) proctitis",ICD9_code_match(unique_parent_match)
5563A,COLITIS ULCEROSA FULMINANS,"Idiopathic proctocolitis, Ulcerative (chronic) proctosigmoiditis",ICD9_code_match(unique_parent_match)
5564A,MEGACOLON TOXICUM,"Idiopathic proctocolitis, Pseudopolyposis of colon",ICD9_code_match(unique_parent_match)
5568X,COLITIS ULCEROSA ALIA DEFINITA,"Idiopathic proctocolitis, Other ulcerative colitis",ICD9_code_match(unique_parent_match)
557,INSUFFICIENTIA VASCULARIS INTESTINALIS,Vascular insufficiency of intestine,ICD9_code_match(full_match)
5570A,INSUFFICIENTIA VASCULARIS INTESTINALIS CUM EMBOLIA,"Vascular insufficiency of intestine, Acute vascular insufficiency of intestine",ICD9_code_match(parent_match)
5570B,INSUFFICIENTIA VASCULARIS INTESTINALIS CUM INFARCTU,"Vascular insufficiency of intestine, Acute vascular insufficiency of intestine",ICD9_code_match(parent_match)
5570C,INSUFFICIENTIA VASCULARIS INTESTINALIS TRANSITORIA,"Vascular insufficiency of intestine, Acute vascular insufficiency of intestine",ICD9_code_match(parent_match)
5570X,INSUFFICIENTIA VASCULARIS INTESTINALIS ALIA,"Vascular insufficiency of intestine, Acute vascular insufficiency of intestine",ICD9_code_match(parent_match)
5571A,ANGINA ABDOMINALIS,"Vascular insufficiency of intestine, Chronic vascular insufficiency of intestine",ICD9_code_match(parent_match)
5571B,ENTEROCOLITIS ISCHAEMICA,"Vascular insufficiency of intestine, Chronic vascular insufficiency of intestine",ICD9_code_match(parent_match)
5571C,STRICTURA INTESTINI ISCHAEMICA,"Vascular insufficiency of intestine, Chronic vascular insufficiency of intestine",ICD9_code_match(parent_match)
5571X,INSUFFICIENTIA CHRONICA VASCULARIS INTESTINALIS ALI,"Vascular insufficiency of intestine, Chronic vascular insufficiency of intestine",ICD9_code_match(parent_match)
5579X,INSUFFICIENTIA VASCULARIS INTESTINALIS  NUD,"Vascular insufficiency of intestine, Unspecified vascular insufficiency of intestine",ICD9_code_match(unique_parent_match)
558,MUU EI-INFEKTIOOSI SUOLISTOSAIRAUS,Other non-infective gastro-enteritis and colitis,ICD9_code_match(full_match)
5581A,SÄTEILYN AIHEUTTAMA SUOLISAIRAUS,"Other non-infective gastro-enteritis and colitis, Gastro-enteritis and colitis due to radiation",ICD9_code_match(unique_parent_match)
5582A,TOKSINEN SUOLISAIRAUS,"Other non-infective gastro-enteritis and colitis, Toxic gastro-enteritis and colitis",ICD9_code_match(unique_parent_match)
5583A,ALLERGINEN SUOLISAIRAUS,Other non-infective gastro-enteritis and colitis,ICD9_code_match(grandparent_match)
5584A,LÄÄKKEEN AIHEUTTAMA SUOLISAIRAUS,Other non-infective gastro-enteritis and colitis,ICD9_code_match(grandparent_match)
5585A,ILEITIS TERMINALIS ACUTA,Other non-infective gastro-enteritis and colitis,ICD9_code_match(grandparent_match)
5586X,"KROONINEN INFLAMMATOORINEN SUOLISTOSAIRAUS, NUD",Other non-infective gastro-enteritis and colitis,ICD9_code_match(grandparent_match)
5587A,POLYPUS NONNEOPLASTICUS COLI,Other non-infective gastro-enteritis and colitis,ICD9_code_match(grandparent_match)
5589X,MUU EI-INFEKTIOOSI SUOLISTOSAIRAUS,"Other non-infective gastro-enteritis and colitis, Other and unspecified non-infectious gastro-enteritis and colitis",ICD9_code_match(unique_parent_match)
560,"OBSTRUCTIO INTESTINALIS, HERNIA NON INDICATA",Intestinal obstruction without mention of hernia,ICD9_code_match(full_match)
5600A,INVAGINATIO INTESTINI TENUIS,"Intestinal obstruction without mention of hernia, Intussusception",ICD9_code_match(parent_match)
5600B,INVAGINATIO COLI,"Intestinal obstruction without mention of hernia, Intussusception",ICD9_code_match(parent_match)
5600C,INVAGINATIO RECTI,"Intestinal obstruction without mention of hernia, Intussusception",ICD9_code_match(parent_match)
5601A,ILEUS PARALYTICUS,"Intestinal obstruction without mention of hernia, Paralytic ileus",ICD9_code_match(unique_parent_match)
5602A,VOLVULUS SIGMAE,"Intestinal obstruction without mention of hernia, Volvulus",ICD9_code_match(parent_match)
5602B,VOLVULUS COLI ALIUS,"Intestinal obstruction without mention of hernia, Volvulus",ICD9_code_match(parent_match)
5602C,VOLVULUS INTESTINI TENUIS,"Intestinal obstruction without mention of hernia, Volvulus",ICD9_code_match(parent_match)
5602D,VOLVULUS OMENTI,"Intestinal obstruction without mention of hernia, Volvulus",ICD9_code_match(parent_match)
5603A,"OBSTRUCTIO INTESTINALIS,VIERASESINE","Intestinal obstruction without mention of hernia, Impaction of intestine",ICD9_code_match(parent_match)
5603B,"OBSTRUCTIO INTESTINALIS,SAPPIKIVI","Intestinal obstruction without mention of hernia, Impaction of intestine",ICD9_code_match(parent_match)
5603C,"OBSTRUCTIO INTESTINALIS,KOVETTUNUT SUOLENSISÄLTÖ","Intestinal obstruction without mention of hernia, Impaction of intestine",ICD9_code_match(parent_match)
5603X,"OBSTRUCTIO INTESTINALIS,MUU SUOLEN SISÄINEN SYY","Intestinal obstruction without mention of hernia, Impaction of intestine",ICD9_code_match(parent_match)
5608A,"OBSTRUCTIO INTESTINALIS ,ADHESIONES INTRAABDOMINALE","Intestinal obstruction without mention of hernia, Other specified intestinal obstruction",ICD9_code_match(parent_match)
5608X,"OBSTRUCTIO INTESTINALIS, MUU SYY","Intestinal obstruction without mention of hernia, Other specified intestinal obstruction",ICD9_code_match(parent_match)
5609X,"OBSTRUCTIO INTESTINALIS,NUD","Intestinal obstruction without mention of hernia, Unspecified intestinal obstruction",ICD9_code_match(unique_parent_match)
562,DIVERTICULOSIS ET DIVERTICULITIS INTESTINORUM,Diverticula of intestine,ICD9_code_match(full_match)
5620A,DIVERTICULA ET DIVERTICULOSIS DUODENI,"Diverticula of intestine, Small intestine",ICD9_code_match(parent_match)
5620B,DIVERTICULITIS DUODENI (PERFORATA),"Diverticula of intestine, Small intestine",ICD9_code_match(parent_match)
5620C,DIVERTICULA ET DIVERTICULOSIS JEJUNOILEI,"Diverticula of intestine, Small intestine",ICD9_code_match(parent_match)
5620D,DIVERTICULITIS JEJUNOILEI (PERFORATA),"Diverticula of intestine, Small intestine",ICD9_code_match(parent_match)
5621A,DIVERTICULOSIS COLI,"Diverticula of intestine, Colon",ICD9_code_match(parent_match)
5621B,DIVERTICULITIS COLI SINE HAEMORRHAGIA,"Diverticula of intestine, Colon",ICD9_code_match(parent_match)
5621C,DIVERTICULITIS COLI CUM HAEMORRHAGIA,"Diverticula of intestine, Colon",ICD9_code_match(parent_match)
5621D,DIVERTICULOSIS COLI PERFORATA,"Diverticula of intestine, Colon",ICD9_code_match(parent_match)
564,SUOLISTON TOIMINNALLISET HÄIRIÖT,"Functional digestive disorders, not elsewhere classified",ICD9_code_match(full_match)
5640A,CONSTIPATIO,"Functional digestive disorders, not elsewhere classified, Constipation",ICD9_code_match(unique_parent_match)
5641A,COLON IRRITABILE,"Functional digestive disorders, not elsewhere classified, Irritable colon",ICD9_code_match(unique_parent_match)
5642A,DUMPING-SYNDROMA,"Functional digestive disorders, not elsewhere classified, Postgastric surgery syndromes",ICD9_code_match(unique_parent_match)
5643A,MAHALAUKUN LEIKKAUKSEN JÄLKEINEN OKSENTELU (TUOVAN,"Functional digestive disorders, not elsewhere classified, Vomiting following gastro-intestinal surgery",ICD9_code_match(unique_parent_match)
5644A,MUUT MAHALAUKUN LEIKKAUKSEN JÄLKEISET HÄIRIÖT,"Functional digestive disorders, not elsewhere classified, Other postoperative functional disorders",ICD9_code_match(unique_parent_match)
5645A,DIARRHOEA FUNCTIONALIS,"Functional digestive disorders, not elsewhere classified, Functional diarrhoea",ICD9_code_match(unique_parent_match)
5646A,PROCTALGIA FUGAX,"Functional digestive disorders, not elsewhere classified, Anal spasm",ICD9_code_match(unique_parent_match)
5647A,MEGACOLON,"Functional digestive disorders, not elsewhere classified, Megacolon, other than Hirschsprung's",ICD9_code_match(unique_parent_match)
5648X,MUU SUOLISTON TOIMINTAHÄIRIÖ,"Functional digestive disorders, not elsewhere classified, Other specified functional disorders of intestine",ICD9_code_match(unique_parent_match)
5649X,"SUOLISTON TOIMINTAHÄIRIÖ,NUD","Functional digestive disorders, not elsewhere classified, Unspecified functional disorder of intestine",ICD9_code_match(unique_parent_match)
565,MORBI REGIONIS ANI,Anal fissure and fistula,ICD9_code_match(full_match)
5650A,SPASMUS CANALIS ANALIS,"Anal fissure and fistula, Anal fissure",ICD9_code_match(parent_match)
5650B,FISSURA ANI TYPICA,"Anal fissure and fistula, Anal fissure",ICD9_code_match(parent_match)
5650C,FISSURA ANI ALIA,"Anal fissure and fistula, Anal fissure",ICD9_code_match(parent_match)
5650D,GAY BOWEL DISEASE,"Anal fissure and fistula, Anal fissure",ICD9_code_match(parent_match)
5651A,FISTULA ANI,"Anal fissure and fistula, Anal fistula",ICD9_code_match(parent_match)
5651B,FISTULA ANORECTALIS,"Anal fissure and fistula, Anal fistula",ICD9_code_match(parent_match)
5651C,FISTULA RECTALIS,"Anal fissure and fistula, Anal fistula",ICD9_code_match(parent_match)
566,ABSCESSUS ANI ET ANORECTALIS,Abscess of anal and rectal regions,ICD9_code_match(full_match)
5660A,ABSCESSUS ANI ET ANORECTALIS,Abscess of anal and rectal regions,ICD9_code_match(grandparent_match)
567,PERITONITIS,Peritonitis,ICD9_code_match(full_match)
5672A,PERITONITIS SUPPURATIVA DIFFUSA,"Peritonitis, Other suppurative peritonitis",ICD9_code_match(parent_match)
5672B,PERITONITIS SUPPURATIVA LOCALISATA,"Peritonitis, Other suppurative peritonitis",ICD9_code_match(parent_match)
5678X,PERITONITIS ALIA DEFINITA,"Peritonitis, Other specified peritonitis",ICD9_code_match(unique_parent_match)
5679X,PERITONITIS NUD,"Peritonitis, Unspecified peritonitis",ICD9_code_match(unique_parent_match)
568,ALII MORBI PERITONEI,Other disorders of peritoneum,ICD9_code_match(full_match)
5680A,ADHESIONES PERITONEALE,"Other disorders of peritoneum, Peritoneal adhesions",ICD9_code_match(unique_parent_match)
5688X,ALII MORBI PERITONEI,"Other disorders of peritoneum, Other specified disorders of peritoneum",ICD9_code_match(unique_parent_match)
569,ALII MORBI INTESTINI,Other disorders of intestine,ICD9_code_match(full_match)
5690A,POLYPUS ANI ET RECTI,"Other disorders of intestine, Anal and rectal polyp",ICD9_code_match(unique_parent_match)
5691A,PROLAPSUS RECTI,"Other disorders of intestine, Rectal prolapse",ICD9_code_match(unique_parent_match)
5692A,STENOSIS ANI ET RECTI,"Other disorders of intestine, Stenosis of rectum and anus",ICD9_code_match(unique_parent_match)
5694X,ALII MORBI RECTI ET ANI,"Other disorders of intestine, Other specified disorders of rectum and anus",ICD9_code_match(unique_parent_match)
5695A,ABSCESSUS INTESTINI,"Other disorders of intestine, Abscess of intestine",ICD9_code_match(unique_parent_match)
5696A,SUOLIAVANTEEN HÄIRIÖ,"Other disorders of intestine, Colostomy and enterostomy malfunction",ICD9_code_match(unique_parent_match)
5698A,FISTULA INTESTINALIS,"Other disorders of intestine, Other specified disorders of intestine",ICD9_code_match(parent_match)
5698B,ULCERATIO INTESTINALIS,"Other disorders of intestine, Other specified disorders of intestine",ICD9_code_match(parent_match)
5698C,PERFORATIO INTESTINALIS,"Other disorders of intestine, Other specified disorders of intestine",ICD9_code_match(parent_match)
5698X,MORBUS INTESTINI ALIA DEFINITA,"Other disorders of intestine, Other specified disorders of intestine",ICD9_code_match(parent_match)
5699X,MORBUS INTESTINI NUD,"Other disorders of intestine, Unspecified disorder of intestine",ICD9_code_match(unique_parent_match)
570,NECROSIS HEPATIS ACUTA,Acute and subacute necrosis of liver,ICD9_code_match(full_match)
5700A,"NECROSIS HEPATIS TOXICA ACUTA, SINE COMATE HEPATICO",Acute and subacute necrosis of liver,ICD9_code_match(grandparent_match)
5700B,"NECROSIS HEPATIS TOXICA ACUTA, CUM COMATE HEPATICO",Acute and subacute necrosis of liver,ICD9_code_match(grandparent_match)
5709A,"NECROSIS HEPATIS ACUTA NUD,SINE COMATE HEPATICO",Acute and subacute necrosis of liver,ICD9_code_match(grandparent_match)
5709B,"NECROSIS HEPATIS ACUTA NUD,CUM COMATE HEPATICO",Acute and subacute necrosis of liver,ICD9_code_match(grandparent_match)
5710A,ALKOHOLIRASVAMAKSA,"Chronic liver disease and cirrhosis, Alcoholic fatty liver",ICD9_code_match(unique_parent_match)
5711A,HEPATITIS ALCOHOLICA,"Chronic liver disease and cirrhosis, Acute alcoholic hepatitis",ICD9_code_match(unique_parent_match)
5712A,ALKOHOLIMAKSAKIRROOSI,"Chronic liver disease and cirrhosis, Alcoholic cirrhosis of liver",ICD9_code_match(unique_parent_match)
5713X,ALKOHOLIMAKSAVAURIO MUU,"Chronic liver disease and cirrhosis, Alcoholic liver damage, unspecified",ICD9_code_match(unique_parent_match)
5714A,HEPATITIS CHRONICA PERSISTENS,"Chronic liver disease and cirrhosis, Chronic hepatitis",ICD9_code_match(parent_match)
5714B,HEPATITIS CHRONICA ACTIVA (HBSAG-),"Chronic liver disease and cirrhosis, Chronic hepatitis",ICD9_code_match(parent_match)
5714C,HEPATITIS CHRONICA ACTIVA (HBSAG+),"Chronic liver disease and cirrhosis, Chronic hepatitis",ICD9_code_match(parent_match)
