code,name_fi,name_en,name_se,name_en_source,valid_start_date,valid_end_date
JKE32,Sappiteiden laajennus mahasuolikanavan tähystyksessä,Endoscopic dilatation of bile duct,"Endoskopisk dilatation av gallgång,",THL,1900-01-01,2030-12-31
JKE96,Muu pohjukaissuolen avauksesta tehtävä avoin sappitietoimenpide,Other transduodenal open operation on bile duct or ampulla of Vater,Annan öppen transduodenal operation på gallgång eller papilla Vateri,THL,1900-01-01,2030-12-31
JKE98,Muu pohjukaissuolen kautta tehtävä sappitietoimenpide mahasuolikanavan tähystyksessä,Other transduodenal endoscopic operation on bile duct or ampulla of Vater,Annan transduodenal endoskopisk operation på gallgång eller papilla Vateri,THL,1900-01-01,2030-12-31
JKF,Sappiteiden uusintaleikkaukset,Secondary operations on biliary tract,Reoperationer på gallgångar efter tidigare ingrepp,THL,1900-01-01,2030-12-31
JKF00,"Sappirakon tiehyen tyngän, remanensin, poisto",Excision of cystic duct,Excision av ductus cysticus-stump efter cholocystektomi,THL,1900-01-01,2030-12-31
JKF10,Sappitiekiven poisto T-putken kanavan kautta leikkauksen jälkeen,Percutaneous extraction of biliary calculus,Perkutan gallstensextraktion via kanal för tidigare inlagd T-drän,THL,1900-01-01,2030-12-31
JKF96,Muu sappiteiden uusintaleikkaus,Other secondary operation on biliary tract,Annan öppen reoperation på gallgångar,THL,1900-01-01,2030-12-31
JKF97,Muu sappiteiden uusintaleikkaus vatsaontelon tähystyksessä,Other laparoscopic secondary operation on biliary tract,Annan laparoskopisk reoperation på gallgångar,THL,1900-01-01,2030-12-31
JKT,Sappikivien kehonulkoiset painemurskaukset (ESWL),Extracorporeal shock wave lithotripsy of biliary tract,Extrakorporeal stötvågslitotripsi i gallvägarna,THL,1900-01-01,2030-12-31
JKT00,Kehon ulkoinen sappirakkokiven murskaus,Extracorporeal shock wave lithotripsy of gallbladder,Extrakorporeal stötvågslitotripsi i gallblåsan,THL,1900-01-01,2030-12-31
JKT10,Kehon ulkoinen sappitiekiven murskaus,Extracorporeal shock wave lithotripsy of biliary duct,Extrakorporeal stötvågslitotripsi i gallgångar,THL,1900-01-01,2030-12-31
JKW,Muut sappitietoimenpiteet,Other operations on biliary tract,Andra operationer på gallvägarna,THL,1900-01-01,2030-12-31
JKW96,Muu sappitietoimenpide,Other operation on biliary tract,Annan öppen operation på gallvägarna,THL,1900-01-01,2030-12-31
JKW97,Muu sappitietoimenpide vatsaontelon tähystyksessä,Other laparoscopic operation on biliary tract,Annan laparoskopisk operation på gallvägarna,THL,1900-01-01,2030-12-31
JKW98,Muu sappitietoimenpide mahasuolikananvan tähystyksessä,Other transluminal endoscopic operation on biliary tract,Annan transluminal endoskopisk operation på gallvägarna,THL,1900-01-01,2030-12-31
JK_2,Sappiteiden muut toimenpiteet,Other pocedures of biliary tract,Andra åtgärder på gallvägar,THL,1900-01-01,2030-12-31
JKB30,Sappiteiden kanavointi maksan läpi iholta käsin,Percutaneous transhepatic biliary drainage,Perkutant transhepatiskt dränage av gallgång,THL,1900-01-01,2030-12-31
JK1AT,Sappirakon kanavointi radiologisessa ohjauksessa,Cathetrisation of bile cyst with radiological guidance,"Gallblåsa, radiologiskt styrd kanalisering",THL,1999-01-01,2030-12-31
JK2AT,Sappirakon punktio UÄ-ohjauksessa,Puncture of bile cyst with ultrasound guidance,"Gallblåsa, UL-styrd punktion",THL,1999-01-01,2030-12-31
JK3AT,Sappiteiden kanavointi UÄ-ohjauksessa,Catherisation of bile duct with ultrasound guidance,"Gallgångar, UL-styrt dränage",THL,1999-01-01,2030-12-31
JK3BT,Sappiteiden kanavointi LPV-ohjauksessa,Catherisation of bile duct with X-ray guidance,"Gallgångar, genomlysningsstyrt dränage",THL,1999-01-01,2030-12-31
JK3CT,Sappiteiden kanavointi TT-ohjauksessa,Catherisation of bile duct with CT guidance,"Gallgångar, DT-styrt dränage",THL,1999-01-01,2030-12-31
JK3FT,Sappitiekatetrin vaihto radiologisessa ohjauksessa,Exchange of bile duct catheter with radiological guidance,"Gallgångsdränbyte, radiologiskt styrt",THL,1999-01-01,2030-12-31
JK3LT,Sappiteiden koagulaatio radiologisessa ohjauksessa,Coagulation of biliary tract under radiological guidance,"Gallvägsvärmekoagulation, radiologiskt styrt",Translator,2006-01-01,2030-12-31
JK3NT,Sappiteiden laajentaminen maksan läpi radiologisessa ohjauksessa,Percutaneous transhepatic dilatation of bileducts,"Gallgångsdilatation, perkutan transhepatisk",THL,1999-01-01,2030-12-31
JK3RT,Sappiteiden kivien ja vierasesineiden poisto maksan läpi (PTC) radiologisessa ohjauksessa,Percutaneous transhepatic removal of stones from bile ducts,"Gallgångar, transhepatisk avlägsnande av konkrement eller främmande föremål (PTC)",THL,1999-01-01,2030-12-31
JK4ZT,Sappitieproteesin laitto maksan läpi radiologisessa ohjauksessa,Percutaneous transhepatic implantation of bile duct prothesis,"Gallgpngsprotes, perkutan transhepatisk insättning",THL,1999-01-01,2030-12-31
JK5ZT,"Sappitieproteesin laitto yhdistelmätekniikalla (PTC, ERC)",Implantation of bile duct prosthesis with combined percutaneous transhepatic and endoscopic retrograde technic,"Gallgångsprotes, insättning med kombinerad teknik",THL,1999-01-01,2030-12-31
JK_3,Muut sappiteiden diagnostiset toimenpiteet,Other diagnostic procedures of biliary tract,Andar diagnostiska åtgärder av gallvägar,THL,1900-01-01,2030-12-31
XJK02,Sapenjohtimen painemittaus tähystyksessä,Endoscopic manometry of common bile duct,Endoskopisk manometri av gallgång,THL,1900-01-01,2030-12-31
UJK,Sappi- ja haimateiden tähystykset ja röntgentutkimukset,Endoscopic and radiolocal examination of biliary tract and pancreatic duct,Endoskopiska och radiologiska undersökningar av gallvägarna och pankreasgångarna,THL,1900-01-01,2030-12-31
UJK02,Sappi- ja haimatiehyen kanylointi ja varjoainekuvaus (ERCP) pohjukaissuolen kautta,ERCP,ERCP (Endoskopisk Retrograd Cholangio-Pancreatikografi),THL,1900-01-01,2030-12-31
UJK12,Sappitietähystys nielun kautta,Peroral cholangioscopy,Peroral cholangioskopi,THL,1900-01-01,2030-12-31
UJK22,Sappitietähystys sappitieavanteen kautta,Antegrade cholangioscopy,Cholangioskopi via gallfistel,THL,1900-01-01,2030-12-31
UJK32,Sappirakon tähystys sappiavanteen kautta,Antegrade cholecystoscopy,Cholecystoskopi via gallfistel,THL,1900-01-01,2030-12-31
UJK42,Haiman tähystys mahasuolikanavan kautta,Peroral pancreaticoscopy,Peroral pankreatikoskopi,THL,1900-01-01,2030-12-31
UJK52,Sappiteiden tähystys endoskooppisen retrogradisen kolangiografian yhteydessä,Endoscopy of biliary tract in connection with endoscopic retrograde cholangiopancreatography,Endoskopi av gallgångarna i samband med endoskopisk retrograd kolangiografi,Translator,2014-01-01,2030-12-31
JL,Haima,Pancreas,Pankreas,THL,1900-01-01,2030-12-31
JL_,Haiman diagnostinen radiologia,Diagnostic radiology of pancreas,Diagnostisk radiologi av pankreas,THL,1900-01-01,2030-12-31
JL1AD,Haiman TT *,Pancreas CT,"Pankreas, DT *",THL,2003-01-01,2010-12-31
JL4SB,Haimatiehyeen varjoainetutkimus mahasuolikanavan tähystyksessä,Endoscopic retrograde pancreaticography,"Pankreatikografi, endoskopisk (ERP)",THL,1999-01-01,2016-12-31
JL5AF,Sappi- ja haimateiden suppea magneettitutkimus (MRCP) keskikenttälaitteella,Simple MRI examinaiton of bile and pancreas ducts with median intesity magnet,"Pankreas- och gallgångar, begränsad MR (under 1,5T) (MRCP)",THL,1999-01-01,2016-12-31
JL5AG,Sappi- ja haimateiden suppea magneettitutkimus (MRCP),Simple MRI examinaiton of bile and pancreas ducts with high intesity magnet,"Pankreas- och gallgångar, begränsad MR (MRCP)",THL,1999-01-01,2030-12-31
JL5AM,Sappi- ja haimateiden suppea 3 Teslan MT,Bile and pancreas ducts simple MRI examination with 3 Tesla magnet,"Pankreas- och gallgångar, begränsad MR (över 1,5T)",THL,2009-01-01,2016-12-31
JL5BF,Sappi- ja haimateiden magneettitutkimus (MRCP) keskikenttälaitteella,MRI examinaiton of bile and pancreas ducts with median intesity magnet,"Pankreas- och gallgångar, MR (under 1,5T) (MRCP)",THL,2003-01-01,2016-12-31
JL5BG,Sappi- ja haimateiden magneettitutkimus (MRCP),MRI examinaiton of bile and pancreas ducts with high intesity magnet,"Pankreas- och gallgångar, MR (MRCP)",THL,2003-01-01,2030-12-31
JL5BM,Sappi- ja haimateiden 3 Teslan MT,Bile and pancreas ducts MRI examination with 3 Tesla magnet,"Pankreas- och gallgångar, MR (över 1,5T)",THL,2009-01-01,2016-12-31
JL5CF,Sappi- ja haimateiden laaja magneettitutkimus (MRCP) keskikenttälaitteella,Extensive MRI examinaiton of bile and pancreas ducts with median intesity magnet,"Pankreas- och gallgångar, omfattande MR (under 1,5T) (MRCP)",THL,2003-01-01,2016-12-31
JL5CG,Sappi- ja haimateiden laaja magneettitutkimus (MRCP),Extensive MRI examinaiton of bile and pancreas ducts with high intesity magnet,"Pankreas- och gallgångar, omfattande MR (MRCP)",THL,2003-01-01,2030-12-31
JL5CM,Sappi- ja haimateiden laaja 3 Teslan MT,Bile and pancreas ducts extensive MRI examination with 3 Tesla magnet,"Pankreas- och gallgångar, omfattande MR (över 1,5T)",THL,2009-01-01,2016-12-31
JL5SB,Sappiteiden ja/tai haimatiehyeen varjoainetutkimus mahasuolikanavan tähystyksessä,Endoscopic retrograd cholangiopancreaticography,"Kolangiopankreatikografi, endoskopisk (ERCP)",THL,1999-01-01,2030-12-31
JL6SB,Sappiteiden ja haimatiehyeen pitkittynyt läpivalaisu,Prolonged kinetic examination of bile and pancreas ducts,"Ductus choledoctus och pankreaticus, förlängd genomlysning",THL,1999-01-01,2010-12-31
JL9AE,Haimasiirrännäisen ultraäänitutkimus,Ultrasound examination of pancreas transplant,"Pankreastransplantat, UL",Translator,2015-01-01,2030-12-31
JL9AT,Haimasiirrännäisen näytteenotto,Sampling of pancreas transplant,"Pankreastransplantat, provtagning",Translator,2015-01-01,2030-12-31
JLA,Haiman tutkimusleikkaukset ja koepalan otot,Exploration and biopsy of pancreas,Exploration och biopsi av pankreas,THL,1900-01-01,2030-12-31
JLA00,Haiman tutkimusleikkaus,Exploration of pancreas,Exploration av pankreas,THL,1900-01-01,2030-12-31
JLA10,Koepalan otto haimasta,Biopsy of pancreas,Öppen biopsi av pankreas,THL,1900-01-01,2030-12-31
JLA20,Neulakudosnäytteen otto haimasta leikkauksessa,Needle biopsy of pancreas,Öppen punktionsbiopsi av pankreas,THL,1900-01-01,2030-12-31
JLA21,Neulakudosnäytteen otto haimasta vatsaontelon tähystyksessä,Laparoscopic needle biopsy of pancreas,Laparoskopisk punktionsbiopsi av pankreas,THL,1900-01-01,2030-12-31
JLB,Haiman aukaisut ja kanavoinnit sekä tiehyen laajentamiset,"Incision, drainage or dilatation of pancreas","Incision, dränage av pankreas och dilatation av pankreasgångar",THL,1900-01-01,2030-12-31
JLB00,Haimakudoksen avaus,Incision of pancreas,Incision av pankreas,THL,1900-01-01,2030-12-31
JLB10,Haimatiehytkivien poisto,Pancreaticolithotomy,Pankreatikolitotomi,THL,1900-01-01,2030-12-31
JLB12,Haimatiehyen suun halkaisu pohjukaissuolen tähystyksessä,Transduodenal endoscopic incision of pancreatic duct orifice,Endoskopisk klyvning av pankreasgångens mynning,THL,1900-01-01,2030-12-31
JLB22,Haimatiehytkiven poisto pohjukaissuolen tähystyksessä,Transduodenal endoscopic extraction of calculus from pancreatic duct,Endoskopisk stenextraktion ur pankreasgång,THL,1900-01-01,2030-12-31
JLB25,Haimatiehytkiven murskaus pohjukaissuolen tähystyksessä,Transduodenal endoscopic lithotripsy in pancreatic duct,Endoskopisk litotripsi i pankreasgång,THL,1900-01-01,2030-12-31
JLB28,Haimatiehyen sisäinen kanavointi pohjukaissuolen tähystyksessä,Endoscopic internal drainage of pancreatic duct,Endoskopiskt internt dränage av pankreasgång,THL,1900-01-01,2030-12-31
JLB35,Haimatiehyen vierasesineen poisto pohjukaissuolen tähystyksessä,Transduodenal endoscopic extraction of foreign body from pancreatic duct,Endoskopisk extraktion av främmande kropp ur pankreasgång,THL,1900-01-01,2030-12-31
JLB38,Haimatiehyen kanavointi ulos pohjukaissuolen tähystyksessä,Endoscopic external drainage of pancreatic duct,Endoskopiskt externt dränage av pankreasgång,THL,1900-01-01,2030-12-31
JLB42,Haimatiehyeen laajennus pohjukaissuolen tähystyksessä,Transduodenal endoscopic dilatation of pancreatic duct,Endoskopisk dilatation av pankreasgång,THL,1900-01-01,2030-12-31
JLB96,Muu haimakudoksen aukaisu tai kanavointi,"Other incision, drainage or dilatation of pancreas","Annan öppen operation för incision, dränage",THL,1900-01-01,2030-12-31
JLB98,Muu haimakudoksen aukaisu tai kanavointi pohjukaissuolen tähystyksessä,"Other transduodenal endosciopic incision, drainage or dilatation of pancreas",Annan endoskopisk operation för incision eller dränage av pankreas,THL,1900-01-01,2030-12-31
JLC,Haiman poistoleikkaukset,Excision of pancreas,Pankreasresektion och pankreatektomi,THL,1900-01-01,2030-12-31
JLC00,"Haimakasvaimen poisto, enukleaatio",Excision of lesion of pancreas,Enukleation av förändring/tumör i pankreas,THL,1900-01-01,2030-12-31
JLC10,Haiman hännän ja mahdollisesti rungon poisto,Distal pancreatectomy,Distal pankreasresektion,THL,1900-01-01,2030-12-31
JLC11,Haiman hännän ja mahdollisesti rungon poisto vatsaontelon tähystyksessä,Laparoscopic distal pancreatectomy,Laparoskopisk distal pankreasresektion,THL,2012-01-01,2030-12-31
JLC20,Pohjukaissuolen säästävä haiman poisto,Total pancreatectomy,Pankreatektomi med bevarande av duodenum,THL,1900-01-01,2030-12-31
JLC30,Haiman ja pohjukaissuolen poisto,Pancreatoduodenectomy,Pankreas- och duodenalresektion,THL,1900-01-01,2030-12-31
JLC40,Koko haiman ja pohjukaissuolen poisto,Total pancreatoduodenectomy,Total pankreatikoduodenektomi,THL,1900-01-01,2030-12-31
JLC50,Epäanatominen haiman poisto,Atypical pancreatectomy,Atypisk pankreasresektion,THL,1900-01-01,2030-12-31
JLC96,Muu haiman poisto,Other pancreatectomy,Annan pancreasresektion,THL,1900-01-01,2030-12-31
JLD,Haiman liitos tai kanavointi lähikudokseen,Anastomosis of pancreas without resection,Pankreasanastomos utan resektion,THL,1900-01-01,2030-12-31
JLD00,Haiman liitos ohutsuoleen,Pancreaticojejunostomy,Pankreatikojejunostomi,THL,1900-01-01,2030-12-31
JLD10,Haiman pseudokystan avaus mahalaukkuun,Anastomosis of pancreatic pseudocyst to stomach,Öppen anastomosering av pankreaspseudocysta till ventrikeln,THL,1900-01-01,2030-12-31
JLD12,Haiman pseudokystan avaus mahalaukun tähystyksessä,Endoscopic drainage of pancreatic pseudocyst,Endoskopiskt dränage av pankreaspseudocysta till ventrikeln,THL,1900-01-01,2030-12-31
JLD20,Haiman pseudokystan avaus ohutsuoleen,Anastomosis of pancreatic pseudocyst to jejunum,Öppen anastomos av pankreaspseudocysta till tunntarm,THL,1900-01-01,2030-12-31
JLD22,Haiman pseudokystan avaus ohutsuoleen mahasuolikanavan tähystyksessä,Endoscopic drainage of pancreatic pseudocyst to jejunum,Endoskopiskt dränage av pankreaspseudocysta till tunntarm,THL,1900-01-01,2030-12-31
JLE,Haimansiirto ja siihen liittyvät toimenpiteet,Transplantation of pancreas and related operations,Pankreastransplantation och därmed sammanhängande operationer,THL,1900-01-01,2030-12-31
JLE00,"Haimansiirto, liitos virtsarakkoon",Allogenic total transplantation of pancreas with pancraticocystostomy,Homolog pankreastransplantation med pankreatikocystostomi,THL,1900-01-01,2030-12-31
JLE03,"Haimansiirto, liitos ohutsuoleen",Allogenic total transplantation of pancreas with pancreaticoenterostomy,Homolog pankreastransplantation med pankreatikoenterostomi,THL,1900-01-01,2030-12-31
JLE10,Haiman osan siirto,Allogenic segmental transplantation of pancreas,Homolog transplantation av pankreassegment,THL,1900-01-01,2030-12-31
JLE16,Haiman osan siirto elävältä luovuttajalta,Allogenic segmental transplantation of pancreas from living donor,Homolog transplantation av pankreassegment från levande donator,THL,1900-01-01,2030-12-31
JLE20,Haiman saarekesolujen siirto,Allogenic islet cell transplantation,Homolog transplantation av Langerhans-celler,THL,1900-01-01,2030-12-31
JLE30,Haiman saarekesolujen vieraslajisiirto,Xenogenic islet cell transplantation,Heterolog transplantation av Langerhans-celler,THL,1900-01-01,2030-12-31
JLE40,Siirretyn haiman poisto,Total excision of transplanted pancreas,Exstirpation av transplanterad pankreas,THL,1900-01-01,2030-12-31
JLE50,Siirretyn haiman tiehyeen tukkiminen,Occlusion of duct of transplanted pancreas,Ocklusion av pankreasgång i transplanterad pankreas,THL,1900-01-01,2030-12-31
JLE56,Siirretyn haiman virtsarakkoliitoksen muuttaminen suoliliitokseksi,Conversion of pancreaticocystostomy to pancreaticoenterostomy,Konvertering av pankreatikocystostomi till pankreatikoenterostomi,THL,1900-01-01,2030-12-31
JLE70,Haiman tarkistus ja valmistelu ennen siirtoa,"Inspection and preparation of pancreas, pre-transplantation",Inspektion och beredning av pankreas före transplantation,Translator,2013-01-01,2030-12-31
JLE96,Muu haimansiirtoon liittyvä toimenpide,Other transplantation of pancreas or related operation,Annan operation i samband med pankreastransplantation,THL,1900-01-01,2030-12-31
JLT,Haimatiehytkivien kehonulkoiset painemurskaukset (ESWL),Extracorporeal shock wave lithotripsy of pancreatic duct,Extrakorporeal stötvågslitotripsi i pankreasgång,THL,1900-01-01,2030-12-31
JLT00,Haimatiehytkiven kehonulkoinen murskaus,Extracorporeal shock wave lithotripsy of pancreatic duct,Extrakorporeal stötvågslitotripsi i pankreasgång,THL,1900-01-01,2030-12-31
JLW,Muut haiman leikkaukset,Other operations on pancreas,Andra operationer på pankreas,THL,1900-01-01,2030-12-31
JLW96,Muu haiman avoin toimenpide,Other operation on pancreas,Annan öppen operation på pankreas,THL,1900-01-01,2030-12-31
JLW97,Muu haiman toimenpide vatsaontelon tähystyksessä,Other laparoscopic operation on pancreas,Annan laparoskopisk operation på pankreas,THL,1900-01-01,2030-12-31
JLW98,Muu haiman toimenpide mahasuolikanavan tähystyksessä,Other transluminal endoscopic operation on pancreas,Annan transluminal endoskopisk operation på pankreas,THL,1900-01-01,2030-12-31
JL0,Haiman sädehoito,Radiotherapy of pancreas,Strålbehandling av pankreas,Translator,1997-01-01,2010-12-31
JL001,Sädehoito haiman primaarikasvaimen preoperatiivisena hoitona,Peroperative radiotherapy of pancreas,Preoperativ strålbehandling av primärtumör i pankreas,THL,1997-01-01,2010-12-31
JL002,Radikaali haiman primaarikasvaimen sädehoito,Radical radiotherapy of pancreas,Radikal strålbehandling av primärtumör i pankreas,THL,1997-01-01,2010-12-31
JL003,Sädehoito haiman primaarikasvaimen liitännäishoitona,Adjuvant radiotherapy of pancreas,Adjuvant strålbehandling av primärtumör i pankreas,THL,1997-01-01,2010-12-31
JL004,Sädehoito haiman primaarikasvaimen palliatiivisena hoitona,Palliative radiotherapy of pancreas,Palliativ strålbehandling av primärtumör i pankreas,THL,1997-01-01,2010-12-31
JL029,Sädehoito haiman paikallisesti uusineen kasvaimen hoitona,Radiotherapy of local recidive of tumor of pancreas,Strålbehandling av lokal recidivtumör i pankreas,THL,1997-01-01,2010-12-31
JL049,Sädehoito haimassa ilmenneen etäpesäkkeen hoitona,Radiotherapy of methastasis in pancreas,Strålbehandling av metastas i pankreas,THL,1997-01-01,2010-12-31
JL090,Sädehoito haiman profylaktisena hoitona,Profylactive radiotherapy of pancreas,Profylaktisk strålbehandling av pankreas,THL,1997-01-01,2010-12-31
JL099,Muu haiman sädehoito,Other radiotherapy of pancreas,Annan strålbehandling av pankreas,THL,1997-01-01,2010-12-31
JL_2,Muut haiman diagnostiset toimenpiteet,Other diagnostic procedures of pancreas,Andra diagnostiska åtgärder på pankreas,THL,1900-01-01,2030-12-31
XJL02,Haimatiehyen painemittaus tähystyksessä,Endoscopic manometry of pancreatic duct,Endoskopisk manometri av pankreasgång,THL,1900-01-01,2030-12-31
JL_3,Muut haiman toimenpiteet,Other procedures of pancreas,Andra åtgärder på pankreas,THL,1900-01-01,2030-12-31
JL1AT,Haiman kudosnäytteen otto UÄ-ohjauksessa,Biopsy of pancreas with ultrasound guidance,"Pankreas, UL-styrd vävnadsbiopsi",THL,1999-01-01,2030-12-31
JL1CT,Haiman kudosnäytteen otto TT-ohjauksessa,Biopsy of pancreas with CT guidance,"Pankreas, DT-styrd vävnadsbiopsi",THL,1999-01-01,2030-12-31
JL1DT,Haiman kudosnäytteen otto MT-ohjauksessa,Biopsy of pancreas with MRI guidance,"Pankreas, MR-styrd vävnadsbiopsi",THL,1999-01-01,2030-12-31
JL1LT,Haimapesäkkeen koagulaatio radiologisessa ohjauksessa,Coagulation of focal pancreatic lesion under radiological guidance,"Pankreas värmekoagulation, radiologiskt styrt",Translator,2006-01-01,2030-12-31
JL2AT,Haiman solunäytteen otto UÄ-ohjauksessa,Cytology of pancreas with ultrasound guidance,"Pankreas, UL-styrd finnålsbiopsi",THL,1999-01-01,2030-12-31
JL2CT,Haiman solunäytteen otto TT-ohjauksessa,Cytology of pancreas with CT guidance,"Pankreas, DR-styrd finnålsbioipsi",THL,1999-01-01,2030-12-31
JL2DT,Haiman solunäytteen otto MT-ohjauksessa,Cytology of pancreas with MRI guidance,"Pankreas, MR-styrd finnålsbiopsi",THL,1999-01-01,2030-12-31
JL3AT,Haimakystan kanavointi UÄ-ohjauksessa,Catherisation of cyst of pancreas with ultrasound guidance,"Pankreascysta, UL-styrt dränage",THL,1999-01-01,2030-12-31
JL3BT,Haimakystan kanavointi LPV-ohjauksessa,Catherisation of cyst of pancreas with X-ray guidance,"Pankreascysta, genomlysningsstyrt dränage",THL,1999-01-01,2030-12-31
JL3CT,Haimakystan kanavointi TT-ohjauksessa,Catherisation of cyst of pancreas with CT guidance,"Pankreascysta, DT-styrt dränage",THL,1999-01-01,2030-12-31
JL3DT,Haimakystan kanavointi MT-ohjauksessa,Catherisation of cyst of pancreas with MRI guidance,"Pankreascysta, MR-styrt dränage",THL,1999-01-01,2030-12-31
JL3FT,Haimakystan katetrin vaihto radiologisessa ohjauksessa,Exchange catheter to cyst of pancreas with radiological guidance,"Pankreascysta, radiologiskt styrt byte av kateter",THL,2000-01-01,2030-12-31
JL3GT,Haimakystan punktio TT-ohjauksessa,Puncture of pancreas cyst with CT guidance,"Pankreascysta, DT-styrd punktion",THL,2003-01-01,2030-12-31
JL3YT,Haimakystan punktio UÄ-ohjauksessa,Puncture of pancreas cyst with ultrasound guidance,"Pankreascysta, UL-styrd punktion",THL,1999-01-01,2030-12-31
TJL00,Haimakystan kanavointi iholta käsin tai mahalaukun kautta,Percutaneous needle biopsy of pancreas,"Dränage av pankreasabscess eller -pseudocysta, perkutant eller till ventrikeln",THL,1900-01-01,2030-12-31
TJL10,Neulakudosnäytteen otto haimasta iholta käsin,Percutaneous drainage of pseudocyst or abscess of pancreas,Perkutan punktionsbiopsi av pankreas,THL,1900-01-01,2030-12-31
JM,Perna,Spleen,Mjälten,THL,1900-01-01,2030-12-31
JM_,Pernan diagnostinen radiologia,Spleen diagnostic radiology,Diagnostisk radiologi av mjälte,THL,2003-01-01,2030-12-31
JM1AN,Pernan ja lisäpernan gammakuvaus,Spleen and accessory spleen isotope imaging,Mjälte och accessorisk mjälte isotopundersökning,THL,2009-01-01,2030-12-31
JM1AQ,Pernan ja lisäpernan SPET ja matala-annos-TT,Spleen and accessory spleen SPECT with low dose CT,Mjälte och accessorisk mjälte SPET med lågdos-DT,THL,2009-01-01,2030-12-31
JM1PD,Pernan perfuusio TT,CT examination of spleen perfusion,Mjälteperfusionsundersökning med DT,THL,2003-01-01,2010-12-31
JM1SN,Pernan ja lisäpernan SPET,Spleen and accessory spleen SPECT,Mjälte och accessorisk mjälte SPET,THL,2009-01-01,2030-12-31
JMA,Pernan poistoleikkaukset,Splenectomy,Splenektomier/resektioner,THL,1900-01-01,2030-12-31
JMA00,Pernan typistys,Partial splenectomy,Mjältresektion,THL,1900-01-01,2030-12-31
JMA10,Pernan poisto vatsaontelotietä,Transabdominal total splenectomy,Splenektomi vid laparotomi,THL,1900-01-01,2030-12-31
JMA11,Pernan poisto vatsaontelon tähystyksessä,Laparoscopic total splenectomy,Laparoskopisk splenektomi,THL,1900-01-01,2030-12-31
JMA20,Pernan poisto rintaontelon kautta,Transthoracic total splenectomy,Transtorakal splenektomi,THL,1900-01-01,2030-12-31
JMB,Koepalan otot pernasta ja pernan ompelut,Miscellaneous operations on spleen,Diverse operationer på mjälten,THL,1900-01-01,2030-12-31
JMB00,Koepalan otto pernasta,Biopsy of spleen,Öppen biopsi av mjälten,THL,1900-01-01,2030-12-31
JMB01,Koepalan otto pernasta vatsaontelon tähystyksessä,Laparoscopic biopsy of spleen,Laparoskopisk biopsi av mjälten,THL,1900-01-01,2030-12-31
JMB10,Pernan ompelu tai muu korjaus pernarepeämän yhteydessä,Repair of spleen,Reparation av mjältruptur,THL,1900-01-01,2030-12-31
JMW,Muut pernan toimenpiteet,Other operations on spleen,Andra operationer på mjälten,THL,1900-01-01,2030-12-31
JMW96,Muu pernan avoin toimenpide,Other operation on spleen,Annan öppen operation på mjälten,THL,1900-01-01,2030-12-31
JMW97,Muu pernan toimenpide vatsaontelon tähystyksessä,Other laparoscopic operation on spleen,Annan laparoskopisk operation på mjälten,THL,1900-01-01,2030-12-31
JM0,Pernan sädehoito,Radiotherapy of spleen,Strålbehandling av mjälten,THL,1997-01-01,2010-12-31
JM001,Sädehoito pernan primaarikasvaimen preoperatiivisena hoitona,Preoperative radiotherapy of spleen,Preoperativ strålbehandling av primärtumör i mjälten,THL,1997-01-01,2010-12-31
JM002,Radikaali pernan primaarikasvaimen sädehoito,Radical radiotherapy of spleen,Radikal strålbehandling av primärtumör i mjälten,THL,1997-01-01,2010-12-31
JM003,Sädehoito pernan primaarikasvaimen liitännäishoitona,Adjuvant radiotherapy of spleen,Adjuvant strålbehandling av primärtumör i mjälten,THL,1997-01-01,2010-12-31
JM004,Sädehoito pernan primaarikasvaimen palliatiivisena hoitona,Palliative radiotherapy of spleen,Palliativ strålbehandling av primärtumör i mjälten,THL,1997-01-01,2010-12-31
JM029,Sädehoito pernan paikallisesti uusineen kasvaimen hoitona,Radiotherapy of local recidive of tumor of spleen,Strålbehandling av lokalt recidivtumör i mjälten,THL,1997-01-01,2010-12-31
JM049,Sädehoito pernassa ilmenneen etäpesäkkeen hoitona,Radiotherapy of methastasis in spleen,Strålbehandling av metastas i hjälten,THL,1997-01-01,2010-12-31
JM090,Sädehoito pernan profylaktisena hoitona,Profylactic radiotherapy of spleen,Profylaktisk strålbehandling av mjälten,THL,1997-01-01,2010-12-31
JM099,Muu pernan sädehoito,Other radiotherapy of spleen,Annan strålbehandling av mjälten,THL,1997-01-01,2010-12-31
JM_2,Muut pernan näytteenottotoimenpiteet,Other procedures of spleen,Andra åtgärder på mjälte,THL,1900-01-01,2030-12-31
JM1AT,Pernan solunäytteen otto UÄ-ohjauksessa,Cytology of spleen with ultrasound guidance,"Mjälte, UL-styrd finnålsbiopsi",THL,1999-01-01,2030-12-31
JM1LT,Pernapesäkkeen koagulaatio radiologisessa ohjauksessa,Coagulation of focal splenic lesion under radiological guidance,"Mjälte värmekoagulation, radiologiskt styrt",Translator,2006-01-01,2030-12-31
JM2AT,Pernan kudosnäytteen otto UÄ-ohjauksessa,Biopsy of spleen with ultrasound guidance,"Mjälte, UL-styrd vävnadsbiopsi",THL,2000-01-01,2030-12-31
TJM00,Neulakudosnäytteen otto pernasta,Needle biopsy of spleen,Punktionsbiopsi av mjälte,THL,1900-01-01,2030-12-31
