code,name_fi,name_en,name_se,name_en_source,valid_start_date,valid_end_date,freq_finngen,freq_tays,freq_total
DB,Korvakäytävä,External auditory canal,Hörselgång,THL,1900-01-01,2030-12-31,0,0,0
DBD00,Korvakäytävän haavan hoito,Suture of external auditory canal,Behandling av sår i yttre hörselgången,THL,1900-01-01,2030-12-31,0,0,0
DBD30,Puuttuvan korvakäytävän rekonstruktio (atresialeikkaus),Correction of atresia of external auditory canal,Operation för hörselgångsatresi,THL,1900-01-01,2030-12-31,15,0,0
DB1S2,Korvakäytävän tähystyskuvaus,Endoscopic imaging of external auditory canal,Videoendoskopi av örongången,Translator,2020-01-01,2030-12-31,0,0,0
DB1V2,Korvakäytävän ja välikorvan videokuvaus,Video recording of external auditory canal and middle ear,Videofilmning av örongången och mellanörat,Translator,2020-01-01,2030-12-31,0,0,0
DC,Tärykalvo ja välikorva,Eardrum and middle ear,Ttrumhinna och mellanöra,THL,1900-01-01,2030-12-31,0,0,0
DC_,Välikorvan diagnostinen radiologia,Diagnostic radiology of middle ear,Diagnostisk radiologi av mellanöra,THL,1900-01-01,2030-12-31,0,0,0
DC1BA,Korvan laaja natiiviröntgen,Temporal bone extensive X-ray examination,"Temporalbenet, omfattande röntgen",THL,1999-01-01,2010-12-31,0,0,0
DC1BI,Korvan laaja kartiokeilatutkimus,Extensive cone beam CT of ear,"Temporalben, omfattande cone-beam DT",Translator,2011-01-01,2030-12-31,0,1,0
DC1CD,Korvan erittäin laaja tietokonetomografiatutkimus,Temporal bone very extensive CT,"Temporalben, mycket omfattande DT",THL,1999-01-01,2030-12-31,0,10,0
DC1CI,Korvan erittäin laaja kartiokeilatutkimus,Very extensive cone beam CT of ear,"Temporalben, mycket omfattande cone-beam DT",Translator,2011-01-01,2030-12-31,0,1,0
DC1DA,Korvien röntgen,Bilateral temporal bone X-ray examination,"Temporalben, bilateral röntgen",THL,1999-01-01,2030-12-31,0,2,0
DC1XD,Korvan muu TT,Other special CT of temporal bone,DT av temporalben (övrig),THL,1999-01-01,2002-11-10,0,0,0
DC_2,Korvan tähystystoimenpiteet,Endoscopy of ear,Endoskopi av öronen,THL,1900-01-01,2030-12-31,0,0,0
DC_3,Tärykalvo- ja välikorvakirurgia,Surgery of eadrdrum and middle ear,Kirugiska åtgärder på trumhinnan och mellanörat,THL,1900-01-01,2030-12-31,0,0,0
DCC00,Vierasesineen poisto välikorvasta,Removal of foreign body from middle ear,Avlägsnande av främmande kropp från mellanörat,THL,1900-01-01,2030-12-31,0,6,0
DC_4,Muut tärykalvon ja välikorvan toimenpiteet,Other procedures of eadrdrum and middle ear,Andra åtgärder på trumhinnan och mellanörat,THL,1900-01-01,2030-12-31,0,0,0
DC1S2,Tärykalvon tähystyskuvaus,Endoscopy of tympanic membrane,Videoendoskopi av trumhinnan,Translator,2020-01-01,2030-12-31,0,0,0
TDC00,Neulakudosnäytteen otto tärykalvosta,Needle biopsy of tympanic membrane,Punktionsbiopsi av trumhinna,THL,1900-01-01,2017-12-31,0,0,0
DD,Kuuloluut,Ossicles of ear,Hörselbenskedja,THL,1900-01-01,2030-12-31,0,0,0
DD_,Kuuloluiden leikkaukset,Surgery on ossicles of ear,Operationer på hörselben,THL,1900-01-01,2030-12-31,0,0,0
DDC00,Kuuloluuketjun proteesin poisto,Removal of prosthesis of ossicular chain,Avlägsnande av protes i hörselsbenskädjan,THL,1999-01-01,2030-12-31,0,0,0
DDD00,Jalustimen irroittelu,Mobilisation of stapes,Mobilisering av stapes,THL,1900-01-01,2030-12-31,0,1,0
DDD30,Tärykalvon ja jalustimen välinen kiinnitys,Fixation of tympanic membrane to stapes,Pexi mellan trumhinna och stapes,THL,1900-01-01,2030-12-31,8,0,0
DDD40,Tärykalvon ja jalustimen levyn välinen kiinnitys,Fixation of tympanic membrane to footplate of stapes,Pexi mellan trumhinna och stapesplatta,THL,1900-01-01,2030-12-31,0,0,0
DDW99,Muu kuuloluiden leikkaus,Other operation on ossicles of ear,Annan operation på hörselbenskedjan,THL,1900-01-01,2030-12-31,39,0,0
DE,Kartiolisäke ja ohimoluu,Mastoid and temporal bone,Processus mastoideus och os temporale,THL,1900-01-01,2030-12-31,0,0,0
DA0,Korvan sädehoito,Radiotherapy of ear,Strålbehandling av örat,Translator,1997-01-01,2010-12-31,0,0,0
DA001,Sädehoito korvan primaarikasvaimen preoperatiivisena hoitona,Preoperative radiotherapy of ear,Preoperativ strålbehandling av primärtumör i örat,THL,1997-01-01,2010-12-31,0,0,0
DA002,Radikaali korvan primaarikasvaimen sädehoito,Radical radiotherapy of ear,Radikal strålbehandling av primärtumör i örat,THL,1997-01-01,2010-12-31,0,0,0
DA003,Sädehoito korvan primaarikasvaimen liitännäishoitona,Adjuvant radiotherapy of ear,Adjuvant strålbehandling av primärtumör i örat,THL,1997-01-01,2010-12-31,0,0,0
DA004,Korvan primaarikasvaimen palliatiivinen sädehoito,Palliative radiotherapy of ear,Palliativ strålbehandling av primärtumör i örat,THL,1997-01-01,2010-12-31,0,0,0
DA029,Korvan paikallisesti uusineen kasvaimen sädehoito,Radiotherapy of local residive tumor of ear,Strålbehandling av lokalt recidivtumör i örat,THL,1997-01-01,2010-12-31,0,0,0
DA049,Korvassa ilmenneen etäpesäkkeen sädehoito,Radiotherapy of metasthasis in ear,Strålbehandling av metastas i örat,THL,1997-01-01,2010-12-31,0,0,0
DA090,Korvan profylaktinen sädehoito,Profylactic radiotherapy of ear,Profylaktisk strålbehandling av örat,THL,1997-01-01,2010-12-31,0,0,0
DA099,Muu korvan sädehoito,Other radiotherapy of ear,Annan strålbehandling av örat,THL,1997-01-01,2010-12-31,0,0,0
DE_,Kartiolisäkkeen ja ohimoluun diagnostinen radiologia,Diagnostic radiology of mastoid and temporal bone,Diagnostic radiologi av processus mastoideus och os temporale,THL,1900-01-01,2030-12-31,0,0,0
DE2AA,Kuulohermon luukanavan natiiviröntgen (porusröntgen),Porus acusticus X-ray examination without contrast,"Porus acusticus, röntgen",THL,1999-01-01,2010-12-31,0,0,0
DE2AG,Kuulohermon kanavan suppea magneettitutkimus,Restricted MRI of internal auditory canal,"Hörselgångsöppningen, begränsad MR",Translator,2016-01-01,2030-12-31,0,6,0
DE2BF,Kuulohermon kanavan magneettitutkimus keskikenttälaitteella,Acoustic channel MRI examination with median intensity magnet,"Porus, MR (under 1,5T)",THL,1999-01-01,2016-12-31,0,0,0
DE2CF,Kuulohermon kanavan laaja magneettitutkimus keskikenttälaitteella,Acoustic channel extensive MRI examination with median intensity magnet,"Porus, MR omfattande (under 1,5T)",THL,2003-01-01,2016-12-31,32,0,0
DE2DF,Kuulohermon kanavan erittäin laaja magneettitutkimus keskikenttälaitteella,Acoustic channel very extensive MRI examination with median intensity magnet,"Porus, MR mycket omfattande (under 1,5T)",THL,2003-01-01,2016-12-31,0,0,0
DE3AA,Puikkolisäkkeen natiiviröntgen,Processus styloideus X-ray examination without contrast,"Processus styloideus, röntgen",THL,1999-01-01,2010-12-31,0,1,0
DE_2,Kartiolisäkkeen ja ohimoluun kirurgia,Surgery of mastoid and temporal bone,Kirurgiska åtgärder på processus mastoideus och os temporale,THL,1900-01-01,2030-12-31,0,0,0
DEA00,Koepalan otto kartiolisäkkeestä tai ohimoluusta,Biopsy of mastoid or temporal bone,Biopsi av processus mastoideus eller os temporale,THL,1900-01-01,2030-12-31,0,3,0
DEB40,Kartiolisäkkeen poisto osittain,Partial excision of mastoid,Resektion av processus mastoideus,THL,1900-01-01,2009-12-31,0,1,0
DEB50,"Ohimoluun poisto osittain, osittainen petrosectomia",Partial excision of temporal bone,Resektion av os temporale,THL,1900-01-01,2030-12-31,0,18,0
DEB60,"Ohimoluun poisto kokonaan, totaali petrosectomia",Total excision of temporal bone,Total exstirpation av os temporale,THL,1900-01-01,2030-12-31,0,0,0
DEC00,Vierasesineen poisto kartiolisäkkeestä tai temporaaliluusta,Removal of foreign body from mastoid or temporal bone,Avlägsnande av främmande kropp från processus mastoideus eller os temporale,THL,2003-01-01,2030-12-31,0,0,0
DF,Sisäkorva,Inner ear,Inneröra,THL,1900-01-01,2030-12-31,0,0,0
DF_,Sisäkorvan leikkaukset,Surgery of inner ear,Operationer på innerörat,THL,1900-01-01,2030-12-31,0,0,0
DFA10,Pyramidin tutkimusleikkaus labyrintin läpi,Translabyrinthine exploration of apex of pyramid,Translabyrintär exploration av pyramiden,THL,1900-01-01,2030-12-31,0,0,0
DFB00,Labyrintin poistoleikkaus,Labyrinthectomy,Labyrintektomi,THL,1900-01-01,2030-12-31,0,1,0
DFB10,Labyrintin tuhoaminen,Destruction of labyrinth,Labyrintdestruktion,THL,1900-01-01,2030-12-31,0,0,0
DFC00,Vierasesineen poisto sisäkorvasta,Removal of foreign body from inner ear,Avlägsnande av främmande kropp från innerörat,THL,1900-01-01,2030-12-31,0,0,0
DFD00,Kaarikäytävän ikkunointi,Fenestration of vestibule,Fenestration av båggång,THL,1900-01-01,2030-12-31,0,0,0
DFD10,Soikean ikkunan korjaaminen,Reconstruction of oval window,Rekonstruktion av ovala fönstret,THL,1900-01-01,2030-12-31,0,0,0
DFD20,Pyöreän ikkunan ruptuuran korjaus,Closure of rupture of round window,Rekonstruktion av runda fönstret,THL,1900-01-01,2030-12-31,12,0,0
DFD30,Perilymfa-fistelin sulku,Closure of perilymphatic fistula,Slutning av perilymfatisk fistel,THL,1900-01-01,2030-12-31,0,0,0
DFW99,Muu sisäkorvan leikkaus,Other operation on inner ear,Annan operation på innerörat,THL,1900-01-01,2030-12-31,0,0,0
DFX,Sisäkorvan muu toimenpide,Inner ear other procedure,Inner öra annan åtgärd,THL,2009-01-01,2030-12-31,0,0,0
DFF05,Seulonta audiometria,Screening audiometry,Screening-audiometri,Translator,2010-01-01,2030-12-31,0,0,0
DFF16,Hälypuheaudiometria,Speech-in-noise audiometry,Talaudiometri med bakgrundsstörning,Translator,2017-01-01,2030-12-31,38,0,0
DFF20,Lapsiaudiometriset tutkimukset,Audiometry for children,Barnaudiologiska test,THL,2009-01-01,2030-12-31,120,0,0
DFF25,Sisäkorvan sähköinen mittaus,Electrical measurement of inner ear,Elektrokokleografi,Translator,2010-01-01,2030-12-31,9,0,0
DFF30,Epämiellyttävyyskynnysten mittaus,Loudness discomfort level (LDL),Ljudobehagsmätningar,THL,2009-01-01,2030-12-31,1012,0,0
DFF50,Elektronystamografia (ENG) ja video-okulografia (VOG),Electronystagmography,Elektronystagmografi och videonystagmografi,THL,2009-01-01,2030-12-31,99,0,0
DFF80,Tinnitusanalyysi,Measurement of tinnitus frequency,Tinnitusanalys,THL,2009-01-01,2030-12-31,0,0,0
DFX02,Postoperatiivinen sisäkorvaelektrodikontrolli,Check-up of cochlear implant,Postoperativ elektrodkontroll efter kokleaimplantat,THL,2009-01-01,2030-12-31,0,0,0
DFX03,"Kuulolaitteen tarkastus, huolto ja käytön ohjaus","Review, maintenance and user education for hearing aid","Justering, granskning och patientinstruktioner av hörselapparat",Translator,2018-01-01,2030-12-31,0,0,0
DG,Korvatorvi,Eustachian tube,Tuba Eustachii,THL,1900-01-01,2030-12-31,0,0,0
DG_,Korvatorven leikkaukset,Surgery of Eustachian tube,Operationer på örontrumpeten,THL,1900-01-01,2030-12-31,0,0,0
DGA00,Koepalan otto korvatorvesta,Biopsy of eustachian tube,Biopsi av örontrumpeten,THL,1900-01-01,2030-12-31,0,0,0
DGH00,Korvatorven aukeamisen mittaaminen (tubanometria),Measurement of Eustachian tube dilation (tubanometry),Mätning av öppning av örontrumpeten (tubanometeri),Translator,2019-03-01,2030-12-31,0,0,0
DG1S2,Korvatorven tähystyskuvaus,Endoscopic imaging of Eustachian tube,Videoendoskopi av örontrumpeten,Translator,2020-01-01,2030-12-31,0,0,0
DH,Nenä,Nose,Näsa,THL,1900-01-01,2030-12-31,0,0,0
DH_,Nenän diagnostinen radiologia,Diagnostic radiology of nose,Diagnostisk radiologi av näsa,THL,1900-01-01,2030-12-31,0,0,0
DH1AA,Nenän röntgen,Nose bone X-ray examination without contrast,"Näsa, röntgen",THL,1999-01-01,2030-12-31,0,29,0
DH1AN,Nenän värekarvatoiminnan gammakuvaus,Nose cilia funtion isotope imaging,Näsans flimmerhårtunktionens isotopundersökning,THL,2009-01-01,2030-12-31,0,0,0
DH0,Nenän sädehoito,Radiotherapy of nose,Strålbehandling av näsan,Translator,1997-01-01,2010-12-31,0,0,0
DH001,Sädehoito nenän primaarikasvaimen preoperatiivisena hoitona,Preoperative radiotherapy of nose,Preoperativ strålbehandling av primärtumör i näsan,THL,1997-01-01,2010-12-31,0,0,0
DH002,Radikaali nenän primaarikasvaimen sädehoito,Radical radiotherapy of nose,Radikal strålbehandling av primärtumör i näsan,THL,1997-01-01,2010-12-31,0,0,0
DH003,Sädehoito nenän primaarikasvaimen liitännäishoitona,Adjuvant radiotherapy of nose,Adjuvant strålbehandling av primärtumör i näsan,THL,1997-01-01,2010-12-31,0,0,0
DH004,Nenän primaarikasvaimen palliatiivinen sädehoito,Palliative radiotherapy of nose,Palliativ strålbehandling av primärtumör i näsan,THL,1997-01-01,2010-12-31,0,0,0
DH029,Nenän paikallisesti uusineen kasvaimen sädehoito,Radiotherapy of local residive tumor of nose,Strålbehandling av lokalt recidivtumör i näsan,THL,1997-01-01,2010-12-31,0,0,0
DH049,Nenässä ilmenneen etäpesäkkeen sädehoito,Radiotherapy of metasthasis in nose,Strålbehandling av metastas i näsan,THL,1997-01-01,2010-12-31,0,0,0
DH090,Nenän profylaktinen sädehoito,Profylactic radiotherapy of nose,Profylaktisk strålbehandling av näsan,THL,1997-01-01,2010-12-31,0,0,0
DH099,Muu nenän sädehoito,Other radiotherapy of nose,Annan strålbehandling av näsan,THL,1997-01-01,2010-12-31,0,0,0
DH_2,Nenän tähystys,Endoscopy of nose,Endoskopi av näsa,THL,1900-01-01,2030-12-31,10,0,0
DH_3,Nenäontelon ja nenän ulkorakenteen toimenpiteet,Procedures of nasal cavity and external nose,Åtgärder på näshålan och ytternäsan,THL,1900-01-01,2030-12-31,0,0,0
DHA05,Koepalan otto nenältä,Biopsy of nose,Biopsi från näsan,Translator,2018-01-01,2030-12-31,0,10,0
DHB01,Nenän ulkoisten osien poisto osittain,Partial excision of external nose,Partiell resektion av näsans yttre delar,THL,2009-01-01,2030-12-31,0,6,0
DHB02,Nenän ulkoisten osien poisto kokonaan,Total excision of external nose,Total excision av näsans yttre delar,THL,2009-01-01,2030-12-31,0,1,0
DHB60,Ozaenan leikkaushoito,Operativ behandling av ozaena,Opertion för ozaena,THL,1900-01-01,2017-12-31,0,0,0
DHC10,Istutteen poisto nenäluusta,Removal of implant from bone of nose,Uttagning av implant från näsbenet,THL,2000-01-01,2017-12-31,0,1,0
DH_4,Nenävamman leikkaukset,Procedures for nasal trauma,Åtgärder för nasal trauma,THL,1900-01-01,2030-12-31,0,0,0
DHD00,Nenän limakalvon ompelu,Internal suture of nose,Sutur av näsans slemhinna,THL,1900-01-01,2030-12-31,0,8,0
DHD30,Nenäluun murtuman liittäminen,Ostheosynthesis of fracture of nose,Osteosyntes vid näsfraktur,THL,1900-01-01,2017-12-31,0,0,0
DH_5,Nenäväliseinän toimenpiteet,Procedures on septum of nose,Åtgärder på nasalseptum,THL,1900-01-01,2030-12-31,0,0,0
DJA20,Kitaontelon aukaisu nenän väliseinän kautta,Transseptal opening of sphenoidal sinus,Öppnande av sinus sphenoidalis transseptalt,THL,1900-01-01,2017-12-31,0,0,0
DJD00,Nenän väliseinän ompelu,Suture of septum of nose,Sutur av nässeptum,THL,1900-01-01,2017-12-31,0,0,0
DH_6,Nenäverenvuodon hoito,Procedures for epistaxis,Åtgärder för epistaxis,THL,1900-01-01,2030-12-31,0,0,0
DKW90,Nenäverenvuodon embolisaatio,Embolisation of epistaxis,Embolisering vid näsblod,THL,1900-01-01,2030-12-31,0,0,0
DH_7,Nenän muovaus tai rekonstruktio,Plastic surgery of nose,Rinoplastik,THL,1900-01-01,2030-12-31,0,0,0
DHW00,Koanaaliatresian korjaaminen,Plastic repair of choanalatresia,Ingrepp för koanalatresi,THL,1900-01-01,2002-08-30,0,0,0
DLD25,Synnynnäisen nenänieluaukkojen umpeuman avausleikkaus,Correction of choanal atresia,Operation för koanalatresi,THL,1999-01-01,2017-12-31,0,1,0
DLD35,Puuttuvan nenänosan muodostaminen,Partial constuction of nose,Delvis rekonstruktion av näsa,THL,2009-01-01,2030-12-31,0,63,0
DLW00,"Nenähalkion, cleft nose, korjaaminen",Correction of cleft nose,"Korrektionsoperation för nässpalta, cleft nose",THL,1900-01-01,2030-12-31,9,0,0
DH_8,Muut nenän toimenpiteet,Other procedures of nose,Andra åtgärder på näsa,THL,1900-01-01,2030-12-31,0,0,0
DH1S1,Nenän rinoplastinen valokuvaus,Rhinoplastic photography of nose,Rinoplastisk fotografering av näsan,Translator,2020-01-01,2030-12-31,0,0,0
TDH00,Neulakudosnäytteen otto ulkonenästä,Needle biopsy of nose,Punktionsbiopsi av näsan,THL,1900-01-01,2017-12-31,0,11,0
TDH50,Nenän väliseinän sivuun luiskahduksen korjaaminen vastasyntyneellä,Neonatal reposition of septum deviation of nose,Neonatal korrektion av deviation av nasal septum,THL,1997-01-01,2017-12-31,0,0,0
DM,Nenän sivuontelot,Paranasal sinuses,Paranasala sinusar,THL,1900-01-01,2030-12-31,0,0,0
DM_,Nenän sivuonteloiden diagnostinen radiologia,Diagnostic radiology of paranasal sinuses,Diagnostisk radiologi av paranasala sinusar,THL,1900-01-01,2030-12-31,0,0,0
DM1AF,Nenän sivuonteloiden ja kasvojen suppea magneettitutkimus keskikenttälaitteella,Paranasal sinuses and face area simple MRI examination with median intensity magnet,"Bihålor och ansiktsskelett, begränsad MR (under 1,5T)",THL,2004-01-01,2016-12-31,0,0,0
DM1AG,Nenän sivuonteloiden ja kasvojen suppea magneettitutkimus,Paranasal sinuses and face area simple MRI examination with high intensity magnet,"Bihålor och ansiktsskelett, begränsad MR",THL,2004-01-01,2030-12-31,0,3,0
DM1AM,Nenän sivuonteloiden suppea 3 Teslan MT,Paranasal sinuses restricted MRI examination with 3 Tesla magnet,"Bihålor begränsad MR (över 1,5T)",THL,2009-01-01,2016-12-31,0,0,0
DM1AN,Nenän sivuonteloiden värekarvatoiminnan gammakuvaus,Paranasal sinuses cililia function isotope imaging,Bihålornas fiimmerhårfunktionens isotopundersökning,THL,2009-01-01,2030-12-31,0,10,0
DM1BE,Nenän sivuonteloiden UÄ,Paranasal sinuses ultrasound examination,"Bihålor, UL",THL,1999-01-01,2010-12-31,0,0,0
DM1BF,Nenän sivuonteloiden ja kasvojen magneettitutkimus keskikenttälaitteella,Paranasal sinuses and face area standard MRI examination with median intensity magnet,"Bihålor och ansiktsskelett, MR (under 1,5T)",THL,1999-01-01,2016-12-31,0,0,0
DM1BM,Nenän sivuonteloiden 3 Teslan MT,Paranasal sinuses standard MRI examination with 3 Tesla magnet,"Bihålor standard MR (över 1,5T)",THL,2009-01-01,2016-12-31,0,4,0
DM1CF,Nenän sivuonteloiden ja kasvojen laaja magneettitutkimus keskikenttälaitteella,Paranasal sinuses and face area extensive MRI examination with median intensity magnet,"Bihålor och ansiktsskelett, omfattande MR (under 1,5T)",THL,1999-01-01,2016-12-31,0,0,0
DM1DF,Nenän sivuonteloiden ja kasvojen erittäin laaja magneettitutkimus keskikenttälaitteella,Paranasal sinuses and face area very extensive MRI examination with median intensity magnet,"Bihålor och ansiktsskelett, mycket omfattande MR (under 1,5T)",THL,1999-01-01,2016-12-31,0,0,0
DM1XD,Nenän sivuonteloiden ja kasvojen muu TT,Other special CT of paranasal sinuses,DT av bihålor och ansiktsskelett (övrig),THL,1999-01-01,2002-11-11,0,0,0
XDW00,Nenän sivuonteloiden ultraäänitutkimus,Ultrasound examination of paranasal sinuses,Ultraljudsundersökning av näsans bihålor,THL,1900-01-01,2017-12-31,12,0,0
DM0,Nenänsivuonteloiden sädehoito,Radiotherapy of paranasal sinuses,Strålbehandling av näsans bihålor,Translator,1997-01-01,2010-12-31,0,0,0
DM001,Sädehoito nenän sivuonteloiden primaarikasvaimen preoperatiivisena hoitona,Preoperative radiotherapy of paranasal sinuses,Preoperativ strålbehandling av primärtumör i näsans bihålor,THL,1997-01-01,2010-12-31,0,0,0
DM002,Sädehoito nenän sivuonteloiden primaarikasvaimen perushoitona,Radical radiotherapy of the paranasal sinuses,Radikal strålbehandling av primärtumör i näsans bihålor,THL,1997-01-01,2010-12-31,0,0,0
DM003,Sädehoito nenän sivuonteloiden primaarikasvaimen liitännäishoitona,Adjuvant radiotherapy of the paranasal sinuses,Adjuvant strålbehandling av primärtumör i näsans bihålor,THL,1997-01-01,2010-12-31,0,0,0
DM004,Nenän sivuonteloiden primaarikasvaimen palliatiivinen sädehoito,Palliative radiotherapy of paranasal sinuses,Palliativ strålbehandling av primärtumör i näsans bihålor,THL,1997-01-01,2010-12-31,0,0,0
DM029,Nenän sivuonteloiden paikallisesti uusineen kasvaimen sädehoito,Radiotherapy for local residive of tumor in paranasal sinuses,Strålbehandling av lokal recidivtumör i näsans bihålor,THL,1997-01-01,2010-12-31,0,0,0
DM049,Nenän sivuonteloissa ilmenneen etäpesäkkeen sädehoito,Radiotherapy for methastasis in the paranasal sinuses,Strålbehandling av metastas i näsans bihålor,THL,1997-01-01,2010-12-31,0,0,0
DM090,Nenän sivuonteloiden profylaktinen sädehoito,Profylactic radiotherapy of paranasal sinuses,Profylaktisk strålbehandling av näsans bihålor,THL,1997-01-01,2010-12-31,0,0,0
DM099,Muu nenän sivuonteloiden sädehoito,Other radiotherapy of paranasal sinuses,Annan strålbehandling av näsans bihålor,THL,1997-01-01,2010-12-31,0,0,0
DM_2,Nenän sivuonteloiden tähystys,Endoscopy of paranasal sinuses,Endoskopi av paranasal sinusar,THL,1900-01-01,2030-12-31,0,0,0
DM_3,Poskionteloiden kirurgiset toimenpiteet,Procedures of maxillary antrum,Kirurgiska åtgärder på sinus maxillaris,THL,1900-01-01,2030-12-31,0,0,0
DMB35,Kasvaimen tai muun muutoksen poisto poskiontelosta tähystyksessä,Endoscopic excision of neoplasm or another lesion from maxillary sinus,Endoskopisk exstirpation av tumör eller annan förändring från sinus maxillaris,Translator,2018-01-01,2030-12-31,0,6,0
DM_5,Seulalokeroiden ja seulaluun kirurgiset toimenpiteet,Proceddures of ethmoidal sinus and bone,KIrurgiska åtgärder på sinus ethmoidalis och os ethmoidale,THL,1900-01-01,2030-12-31,0,0,0
DNA00,Koepalan otto seulalokeroista,Biopsy of ethmoidal sinus,Biopsi ur sinus ethmoidalis,THL,1900-01-01,2030-12-31,0,4,0
DNC00,Vierasesineen poisto seulalokeroista,Removal of foreign body from ethmoidal sinus,Avlägsnande av främmande kropp från sinus ethmoidalis,THL,1900-01-01,2017-12-31,0,0,0
DM_6,Otsaonteloiden kirurgiset toimenpiteet,Procedures on frontal sinuses,KIrurgiska åtgärder på sinus frontalis,THL,1900-01-01,2030-12-31,0,0,0
DPA00,Koepalan otto otsaontelosta,Biopsy of frontal sinus,Biopsi ur sinus frontalis,THL,1900-01-01,2030-12-31,0,1,0
DPA35,Otsaontelon muutoksen tai kasvaimen poisto tähystyksessä,Endoscopic excision of lesion or neoplasm from frontal sinus,Endoskopisk exstirpation av förändring eller tumör från sinus frontalis,Translator,2018-01-01,2030-12-31,0,0,0
DPW00,Otsaonteloputken asettaminen,Intubation of frontal sinus,Inläggande av frontonasalt dränage,THL,1900-01-01,2030-12-31,0,2,0
DM_7,Kitaontelon kirurgiset toimenpiteet,Surgery of sphenoidal sinuses,Kirurgiska åtgärder på sphenoidalsinus,THL,1900-01-01,2030-12-31,0,0,0
DPA10,Koepalan otto kitaontelosta,Biopsy of sphenoidal sinus,Biopsi ur sinus sphenoidalis,THL,1900-01-01,2030-12-31,0,12,0
DPA40,Kitaontelon muutoksen tai kasvaimen poisto,Excision of lesion or neoplasm from sphenoid sinus,Exstirpation av förändring eller tumör i sinus sphenoidalis,Translator,2018-01-01,2030-12-31,0,0,0
DPW10,Kitaonteloputken asettaminen,Intubation of sphenoidal sinus,Dränage av sinus sphenoidalis,THL,1900-01-01,2017-12-31,0,0,0
DM_8,Muut määrittämättömät sivuontelotoimenpiteet,Procedures of undefined paranasal sinuses,Åtgärder på odefinierade paranasala sinusar,THL,1900-01-01,2030-12-31,0,0,0
DPC00,Vierasesineen poisto otsa- tai kitaontelosta,Removal of foreign body from frontal or sphenoidal sinus,Avlägsnande av främmande kropp från frontal- och sphenoidalsinus,THL,2003-01-01,2030-12-31,0,1,0
DPC30,Laaja-alaisen eri sivuonteloiden alueisiin ulottuvan muutoksen tai kasvaimen poisto avoimesti,Open excision of extensive lesion or neoplasm extending to more than one paranasal sinus,Exstirpation av omfattande förändring eller tumör beläget i regionen för flera bihålor genom öppen kirurgi,Translator,2018-01-01,2030-12-31,0,0,0
DPC35,Laaja eri sivuonteloiden alueisiin ulottuva muutoksen tai kasvaimen endoskooppinen poisto,Extensive endoscopic excision of lesion or neoplasm extending to more than one paranasal sinus,Endoskopisk exstirpation av omfattande förändring eller tumör beläget i regionen för flera bihålor,Translator,2018-01-01,2030-12-31,0,2,0
DM_9,Muut sivuonteloiden toimenpiteet,Other procedures on paranasal sinuses,Andra åtgärder på paranasala sinusar,THL,1900-01-01,2030-12-31,0,0,0
DM3S2,Nenäontelon tähystyskuvaus,Endoscopic imaging of nasal cavity,Videoendoskopi av näshålan,Translator,2020-01-01,2030-12-31,0,0,0
DM3V2,Nenäontelon videokuvaus,Video recording of nasal cavity,Videofilmning av näshålan,Translator,2020-01-01,2030-12-31,0,0,0
TDN00,Neulakudosnäytteen otto seulalokeroista tai seulaluusta,Needle biopsy of ethmoidal bone and sinus,Punktionsbiopsi av sinus ethmoidalis eller os ethmoidale,THL,1900-01-01,2017-12-31,0,0,0
TDP00,Neulakudosnäytteen otto otsaontelosta,Needle biopsy of frontal sinus,Punktionsbiopsi av sinus frontalis,THL,1900-01-01,2017-12-31,0,0,0
TDP05,Otsaontelon pisto,Puncture of frontal sinus,Punktion av sinus frontalis,THL,1900-01-01,2017-12-31,0,0,0
TDP10,Neulakudosnäytteen otto kitaontelosta,Needle biopsy of sphenoidal sinus,Punktionsbiopsi av sinus sphenoidalis,THL,1900-01-01,2017-12-31,0,1,0
DQ,Kurkunpää,Larynx,Larynx,THL,1900-01-01,2030-12-31,0,0,0
DQ_,Kurkunpään tähystys,Endoscopy of larynx,Laryngoskopi,THL,1900-01-01,2030-12-31,0,0,0
UDQ32,Rasituslaryngoskopia,Vocal Cord Dysfunction Test/Laryngoscopy Excercise Test,Belastningslaryngoskopi,THL,2019-10-01,2030-12-31,0,0,0
UDQ42,Nielemisen tähystystutkimus,Endoscopic assessment of swallowing function,Endoskopiundersökning av sväljning,Translator,2019-10-01,2030-12-31,0,6,0
DQ0,Kurkunpään sädehoito,Radiotherapy of larynx,Strålbehandling av struphuvudet,Translator,1997-01-01,2010-12-31,0,0,0
DQ001,Sädehoito kurkunpään primaarikasvaimen preoperatiivisena hoitona,Preoperative radiotherapy of larynx,Preoperativ strålbehandling av primärtumör i struphuvudet,THL,1997-01-01,2010-12-31,0,0,0
DQ002,Radikaali kurkunpään primaarikasvaimen sädehoito,Radical radiotherapy of larynx,Radikal strålbehandling av primärtumör i struphuvudet,THL,1997-01-01,2010-12-31,0,0,0
DQ003,Sädehoito kurkunpään primaarikasvaimen liitännäishoitona,Adjuvant radiotherapy of larynx,Adjuvant strålbehandling av primärtumör i struphuvudet,THL,1997-01-01,2010-12-31,0,0,0
DQ004,Sädehoito kurkunpään primaarikasvaimen palliatiivisena hoitona,Palliative radiotherapy of larynx,Palliativ strålbehandling av primärtumör i struphuvudet,THL,1997-01-01,2010-12-31,0,0,0
