CodeId,English_name_ICD10fi,ICD10who_name,English_name_match_level,accept
D12.6&,"Colon, unspecified","Benign neoplasm: Colon, unspecified",17,1
D12.7&,Rectosigmoid junction,Benign neoplasm: Rectosigmoid junction,17,1
D12.8&,Rectum,Benign neoplasm: Rectum,17,1
D12.9&,Anus and anal canal,Benign neoplasm: Anus and anal canal,17,1
D13.0&,Oesophagus,Benign neoplasm: Oesophagus,17,1
D13.1&,Stomach,Benign neoplasm: Stomach,17,1
D13.2&,Duodenum,Benign neoplasm: Duodenum,17,1
D13.3&,Other and unspecified parts of small intestine,Benign neoplasm: Other and unspecified parts of small intestine,17,1
D13.4&,Liver,Benign neoplasm: Liver,17,1
D13.5&,Extrahepatic bile ducts,Benign neoplasm: Extrahepatic bile ducts,17,1
D13.6&,Pancreas,Benign neoplasm: Pancreas,17,1
D13.7&,Endocrine pancreas,Benign neoplasm: Endocrine pancreas,17,1
D14.0&,"Middle ear, nasal cavity and accessory sinuses","Benign neoplasm: Middle ear, nasal cavity and accessory sinuses",17,1
D14.1&,Larynx,Benign neoplasm: Larynx,17,1
D14.2&,Trachea,Benign neoplasm: Trachea,17,1
D14.3&,Bronchus and lung,Benign neoplasm: Bronchus and lung,17,1
D14.4&,"Respiratory system, unspecified","Benign neoplasm: Respiratory system, unspecified",17,1
D15.0&,Thymus,Benign neoplasm: Thymus,17,1
D15.1&,Heart,Benign neoplasm: Heart,17,1
D15.2&,Mediastinum,Benign neoplasm: Mediastinum,17,1
D15.7&,Other specified intrathoracic organs,Benign neoplasm: Other specified intrathoracic organs,17,1
D15.9&,"Intrathoracic organ, unspecified","Benign neoplasm: Intrathoracic organ, unspecified",17,1
D16.0&,Scapula and long bones of upper limb,Benign neoplasm: Scapula and long bones of upper limb,17,1
D16.1&,Short bones of upper limb,Benign neoplasm: Short bones of upper limb,17,1
D16.2&,Long bones of lower limb,Benign neoplasm: Long bones of lower limb,17,1
D16.3&,Short bones of lower limb,Benign neoplasm: Short bones of lower limb,17,1
D16.6&,Vertebral column,Benign neoplasm: Vertebral column,17,1
D16.7&,"Ribs, sternum and clavicle","Benign neoplasm: Ribs, sternum and clavicle",17,1
D16.8&,"Pelvic bones, sacrum and coccyx","Benign neoplasm: Pelvic bones, sacrum and coccyx",17,1
D19.0&,Mesothelial tissue of pleura,Benign neoplasm: Mesothelial tissue of pleura,17,1
D19.1&,Mesothelial tissue of peritoneum,Benign neoplasm: Mesothelial tissue of peritoneum,17,1
D19.7&,Mesothelial tissue of other sites,Benign neoplasm: Mesothelial tissue of other sites,17,1
D19.9&,"Mesothelial tissue, unspecified","Benign neoplasm: Mesothelial tissue, unspecified",17,1
D20.0&,Retroperitoneum,Benign neoplasm: Retroperitoneum,17,1
D20.1&,Peritoneum,Benign neoplasm: Peritoneum,17,1
D21.0&,"Connective and other soft tissue of head, face and neck","Benign neoplasm: Connective and other soft tissue of head, face and neck",17,1
D21.1&,"Connective and other soft tissue of upper limb, including shoulder","Benign neoplasm: Connective and other soft tissue of upper limb, including shoulder",17,1
D21.2&,"Connective and other soft tissue of lower limb, including hip","Benign neoplasm: Connective and other soft tissue of lower limb, including hip",17,1
D21.3&,Connective and other soft tissue of thorax,Benign neoplasm: Connective and other soft tissue of thorax,17,1
D21.4&,Connective and other soft tissue of abdomen,Benign neoplasm: Connective and other soft tissue of abdomen,17,1
D21.5&,Connective and other soft tissue of pelvis,Benign neoplasm: Connective and other soft tissue of pelvis,17,1
D21.6&,"Connective and other soft tissue of trunk, unspecified","Benign neoplasm: Connective and other soft tissue of trunk, unspecified",17,1
D21.9&,"Connective and other soft tissue, unspecified","Benign neoplasm: Connective and other soft tissue, unspecified",17,1
D23.0&,Skin of lip,Benign neoplasm: Skin of lip,17,1
D23.1&,"Skin of eyelid, including canthus","Benign neoplasm: Skin of eyelid, including canthus",17,1
D23.2&,Skin of ear and external auricular canal,Benign neoplasm: Skin of ear and external auricular canal,17,1
D23.3&,Skin of other and unspecified parts of face,Benign neoplasm: Skin of other and unspecified parts of face,17,1
D23.4&,Skin of scalp and neck,Benign neoplasm: Skin of scalp and neck,17,1
D23.5&,Skin of trunk,Benign neoplasm: Skin of trunk,17,1
D23.6&,"Skin of upper limb, including shoulder","Benign neoplasm: Skin of upper limb, including shoulder",17,1
D23.7&,"Skin of lower limb, including hip","Benign neoplasm: Skin of lower limb, including hip",17,1
D23.9&,"Skin, unspecified","Benign neoplasm: Skin, unspecified",17,1
D28.0&,Vulva,Benign neoplasm: Vulva,17,1
D28.1&,Vagina,Benign neoplasm: Vagina,17,1
D28.2&,Uterine tubes and ligaments,Benign neoplasm: Uterine tubes and ligaments,17,1
D28.7&,Other specified female genital organs,Benign neoplasm: Other specified female genital organs,17,1
D28.9&,"Female genital organ, unspecified","Benign neoplasm: Female genital organ, unspecified",17,1
D29.0&,Penis,Benign neoplasm: Penis,17,1
D29.1&,Prostate,Benign neoplasm: Prostate,17,1
D29.2&,Testis,Benign neoplasm: Testis,17,1
D29.3&,Epididymis,Benign neoplasm: Epididymis,17,1
D29.4&,Scrotum,Benign neoplasm: Scrotum,17,1
D29.7&,Other male genital organs,Benign neoplasm: Other male genital organs,17,1
D29.9&,"Male genital organ, unspecified","Benign neoplasm: Male genital organ, unspecified",17,1
D30.0&,Kidney,Benign neoplasm: Kidney,17,1
D30.1&,Renal pelvis,Benign neoplasm: Renal pelvis,17,1
D30.2&,Ureter,Benign neoplasm: Ureter,17,1
D30.3&,Bladder,Benign neoplasm: Bladder,17,1
D30.4&,Urethra,Benign neoplasm: Urethra,17,1
D30.7&,Other urinary organs,Benign neoplasm: Other urinary organs,17,1
D30.9&,"Urinary organ, unspecified","Benign neoplasm: Urinary organ, unspecified",17,1
D31.0&,Conjunctiva,Benign neoplasm: Conjunctiva,17,1
D31.1&,Cornea,Benign neoplasm: Cornea,17,1
D31.2&,Retina,Benign neoplasm: Retina,17,1
D31.3&,Choroid,Benign neoplasm: Choroid,17,1
D31.4&,Ciliary body,Benign neoplasm: Ciliary body,17,1
D31.5&,Lacrimal gland and duct,Benign neoplasm: Lacrimal gland and duct,17,1
D31.6&,"Orbit, unspecified","Benign neoplasm: Orbit, unspecified",17,1
D31.9&,"Eye, unspecified","Benign neoplasm: Eye, unspecified",17,1
D32.0,Cerebral meninges,Benign neoplasm: Cerebral meninges,17,1
D32.1&,Spinal meninges,Benign neoplasm: Spinal meninges,17,1
D32.9&,"Meninges, unspecified","Benign neoplasm: Meninges, unspecified",17,1
D33.0,"Brain, supratentorial","Benign neoplasm: Brain, supratentorial",17,1
D33.1,"Brain, infratentorial","Benign neoplasm: Brain, infratentorial",17,1
D33.2&,"Brain, unspecified","Benign neoplasm: Brain, unspecified",17,1
D33.3,Cranial nerves,Benign neoplasm: Cranial nerves,17,1
D33.4&,Spinal cord,Benign neoplasm: Spinal cord,17,1
D33.7&,Other specified parts of central nervous system,Benign neoplasm: Other specified parts of central nervous system,17,1
D33.9&,"Central nervous system, unspecified","Benign neoplasm: Central nervous system, unspecified",17,1
D35.0&,Adrenal gland,Benign neoplasm: Adrenal gland,17,1
D35.1&,Parathyroid gland,Benign neoplasm: Parathyroid gland,17,1
D35.2&,Pituitary gland,Benign neoplasm: Pituitary gland,17,1
D35.3,Craniopharyngeal duct,Benign neoplasm: Craniopharyngeal duct,17,1
D35.4&,Pineal gland,Benign neoplasm: Pineal gland,17,1
D35.6&,Aortic body and other paraganglia,Benign neoplasm: Aortic body and other paraganglia,17,1
D35.7&,Other specified endocrine glands,Benign neoplasm: Other specified endocrine glands,17,1
D35.8&,Pluriglandular involvement,Benign neoplasm: Pluriglandular involvement,17,1
D35.9&,"Endocrine gland, unspecified","Benign neoplasm: Endocrine gland, unspecified",17,1
D36.0&,Lymph nodes,Benign neoplasm: Lymph nodes,17,1
D36.1&,Peripheral nerves and autonomic nervous system,Benign neoplasm: Peripheral nerves and autonomic nervous system,17,1
D36.7&,Other specified sites,Benign neoplasm: Other specified sites,17,1
D36.9&,Benign neoplasm of unspecified site,Benign neoplasm: Benign neoplasm of unspecified site,17,1
E10.1,Insulin-dependent diabetes mellitus - With ketoacidosis,"Type 1 diabetes mellitus, With ketoacidosis",17,1
E10.2+,Insulin-dependent diabetes mellitus - With renal complications,"Type 1 diabetes mellitus, With renal complications",17,1
E10.3+,Insulin-dependent diabetes mellitus - With ophthalmic complications,"Type 1 diabetes mellitus, With ophthalmic complications",17,1
E10.4+,Insulin-dependent diabetes mellitus - With neurological complications,"Type 1 diabetes mellitus, With neurological complications",17,1
E10.5,Insulin-dependent diabetes mellitus - With peripheral circulatory complications,"Type 1 diabetes mellitus, With peripheral circulatory complications",17,1
E10.6,Insulin-dependent diabetes mellitus - With other specified complications,"Type 1 diabetes mellitus, With other specified complications",17,1
E10.7,Insulin-dependent diabetes mellitus - With multiple complications,"Type 1 diabetes mellitus, With multiple complications",17,1
E10.8,Insulin-dependent diabetes mellitus - With unspecified complications,"Type 1 diabetes mellitus, With unspecified complications",17,1
E10.9,Insulin-dependent diabetes mellitus - Without complications,"Type 1 diabetes mellitus, Without complications",17,1
E83.3,Disorders of phosphorus metabolism,Disorders of phosphorus metabolism and phosphatases,17,1
F95.2,Combined vocal and multiple motor tic disorder,Combined vocal and multiple motor tic disorder [de la Tourette],17,1
I98.2*,Oesophageal varices in diseases classified elsewhere,Oesophageal varices without bleeding in diseases classified elsewhere,17,1
O22,Venous complications in pregnancy,Venous complications and haemorrhoids in pregnancy,17,1
O87,Venous complications in the puerperium,Venous complications and haemorrhoids in the puerperium,17,1
Q37.0,"Cleft hard palate with cleft lip, bilateral",Cleft hard palate with bilateral cleft lip,17,1
Q37.2,"Cleft soft palate with cleft lip, bilateral",Cleft soft palate with bilateral cleft lip,17,1
Q37.8,"Unspecified cleft palate with cleft lip, bilateral",Unspecified cleft palate with bilateral cleft lip,17,1
Q63.2,Congenital displaced kidney,Ectopic kidney,17,1
S46.0,Injury of tendon of the rotator cuff of shoulder,Injury of muscle(s) and tendon(s) of the rotator cuff of shoulder,17,1
T65.0,Toxic effect of contact with cyanides,Toxic effect: Cyanides,17,1
T65.1,Toxic effect of contact with strychnine and its salts,Toxic effect: Strychnine and its salts,17,1
C79,Secondary malignant neoplasm of other sites,Secondary malignant neoplasm of other and unspecified sites,16,1
E78.2,Sporadic combined hyperlipidemias,Mixed hyperlipidaemia,16,0
L99.0*,Lichen amyloidosis,Amyloidosis of skin,16,1
Q61.1,"Polycystic kidney, infantile type","Polycystic kidney, autosomal recessive",16,1
Q61.2,"Polycystic kidney, adult type","Polycystic kidney, autosomal dominant",16,1
T36#,Poisoning by medicine,Poisoning by systemic antibiotics,16,0
V16,Pedal cyclist injured in collision with train or tram,Pedal cyclist injured in collision with other nonmotor vehicle,16,0
C91.1,Chronic lymphocytic leukaemia,Chronic lymphocytic leukaemia of B-cell type,15,0
C91.3,Prolymphocytic leukaemia,Prolymphocytic leukaemia of B-cell type,15,0
E10,Insulin-dependent diabetes mellitus,Type 1 diabetes mellitus,15,1
I72,Other aneurysm,Other aneurysm and dissection,15,1
I72.0,Aneurysm of carotid artery,Aneurysm and dissection of carotid artery,15,1
I72.1,Aneurysm of artery of upper extremity,Aneurysm and dissection of artery of upper extremity,15,1
I72.2,Aneurysm of renal artery,Aneurysm and dissection of renal artery,15,1
I72.3,Aneurysm of iliac artery,Aneurysm and dissection of iliac artery,15,1
I72.4,Aneurysm of artery of lower extremity,Aneurysm and dissection of artery of lower extremity,15,1
I72.8,Aneurysm of other specified arteries,Aneurysm and dissection of other specified arteries,15,1
I72.9,Aneurysm of unspecified site,Aneurysm and dissection of unspecified site,15,1
P52.1,"Intraventricular haemorrhage, grade 2, of fetus and newborn","Intraventricular (nontraumatic) haemorrhage, grade 2, of fetus and newborn",15,1
C82.7,Other types of follicular non-Hodgkin's lymphoma,Other types of follicular lymphoma,14,1
C82.9,"Follicular non-Hodgkin's lymphoma, unspecified","Follicular lymphoma, unspecified",14,1
C94.0,Acute erythraemia and erythroleukaemia,Acute erythroid leukaemia,14,1
T61.0,Ciguatera fish poisoning,Toxic effect: Ciguatera fish poisoning,14,1
T61.1,Scombroid fish poisoning,Toxic effect: Scombroid fish poisoning,14,1
T61.2,Other fish and shellfish poisoning,Toxic effect: Other fish and shellfish poisoning,14,1
T61.8,Toxic effect of other seafoods,Toxic effect: Toxic effect of other seafoods,14,1
T61.9,Toxic effect of unspecified seafood,Toxic effect: Toxic effect of unspecified seafood,14,1
T63.5,Toxic effect of contact with fish,Toxic effect: Toxic effect of contact with fish,14,1
T63.6,Toxic effect of contact with other marine animals,Toxic effect: Toxic effect of contact with other marine animals,14,1
T63.8,Toxic effect of contact with other venomous animals,Toxic effect: Toxic effect of contact with other venomous animals,14,1
T63.9,Toxic effect of contact with unspecified venomous animal,Toxic effect: Toxic effect of contact with unspecified venomous animal,14,1
T65.8,Toxic effect of other specified substances,Toxic effect: Toxic effect of other specified substances,14,1
T65.9,Toxic effect of unspecified substance,Toxic effect: Toxic effect of unspecified substance,14,1
G13.2*,"Systemic atrophy primarily affecting central nervous system in myxoedema (E00.1, E03)",Systemic atrophy primarily affecting central nervous system in myxoedema,13,1
K51.5,Mucosal proctocolitis,Left sided colitis,13,0
O60,Preterm labour,Preterm labour and delivery,13,1
Q35.9,Cheft palate NOS,"Cleft palate, unspecified",13,1
C80.99+G73.1,Eaton-Lambert syndrome,Lambert-Eaton syndrome,12,1
C92.0,Acute myeloid leukaemia,Acute myeloblastic leukaemia [AML],12,1
C93.0,Acute monocytic leukaemia,Acute monoblastic/monocytic leukaemia,12,1
G46.5*,Pure motor hacunar syndrome (I60-I67+),Pure motor lacunar syndrome,12,1
G46.5*I67.9,Pure motor lacunar syndrome,Pure motor lacunar syndrome,12,1
G53.3*,Multiple cranial nerve pahsies in neoplastic disease (C00-D48+),Multiple cranial nerve palsies in neoplastic disease,12,1
G73.1*,Eaton-Lambert syndrome,Lambert-Eaton syndrome,12,1
G73.1*C80.99,Eaton-Lambert syndrome,Lambert-Eaton syndrome,12,1
I67.9+G46.5,Pure motor lacunar syndrome,Pure motor lacunar syndrome,12,1
K30,Dyspepsia,Functional dyspepsia,12,1
P52.2,"Intraventricular (nontraumatic) haemorrhage, grade 3, of fetus and newborn","Intraventricular (nontraumatic) haemorrhage, grade 3, and grade 4 of fetus and newborn",12,1
D63.0*,Anaemia in neoplastic disease (C00-D48+),Anaemia in neoplastic disease,11,1
G46*,Vascular syndromes of brain in cerebrovascular diseases (I60-I67+),Vascular syndromes of brain in cerebrovascular diseases,11,1
G46.6*,Pure sensory lacunar syndrome (I60-I67+),Pure sensory lacunar syndrome,11,1
G46.6*I67.9,Pure sensory lacunar syndrome,Pure sensory lacunar syndrome,11,1
G46.7*,Other lacunar syndromes (I60-I67+),Other lacunar syndromes,11,1
G46.7*I67.9,Other lacunar syndromes,Other lacunar syndromes,11,1
G55.0*,Nerve root and plexus compressions in neoplastic disease (C00-D48+),Nerve root and plexus compressions in neoplastic disease,11,1
G55.1*,Nerve root and plexus compressions in intervertebral disc disorders (M50-M51+),Nerve root and plexus compressions in intervertebral disc disorders,11,1
G63.1*,Polyneuropathy in neoplastic disease (C00-D48+),Polyneuropathy in neoplastic disease,11,1
G63.4*,Polyneuropathy in nutritional deficiency (E40-E64+),Polyneuropathy in nutritional deficiency,11,1
G63.5*,Polyneuropathy in systemic connective tissue disorders (M30-M35+),Polyneuropathy in systemic connective tissue disorders,11,1
G73.2*,Other myasthenic syndromes in neoplastic disease (C00-D48+),Other myasthenic syndromes in neoplastic disease,11,1
G80,Infantile cerebral palsy,Cerebral palsy,11,1
G80.9,"Infantile cerebral palsy, unspecified","Cerebral palsy, unspecified",11,1
G94.0*,Hydrocephalus in infectious and parasitic diseases classified elsewhere (A00-B99+),Hydrocephalus in infectious and parasitic diseases classified elsewhere,11,1
I67.9+G46.6,Pure sensory lacunar syndrome,Pure sensory lacunar syndrome,11,1
I67.9+G46.7,Other lacunar syndromes,Other lacunar syndromes,11,1
M36.0*,Dermato(poly)myositis in neoplastic disease (C00-D48+),Dermato(poly)myositis in neoplastic disease,11,1
M36.1*,Arthropathy in neoplastic disease (C00-D48+),Arthropathy in neoplastic disease,11,1
M36.2*,Haemophilic arthropathy (D66-D68+),Haemophilic arthropathy,11,1
M90.4*,Osteonecrosis due to haemoglobinopathy (D50-D64+),Osteonecrosis due to haemoglobinopathy,11,1
M90.6*,Osteitis deformans in neoplastic disease (C00-D48+),Osteitis deformans in neoplastic disease,11,1
M90.7*,Fracture of bone in neoplastic disease (C00-D48+),Fracture of bone in neoplastic disease,11,1
N18,Chronic renal failure,Chronic kidney disease,11,1
N18.9,"Chronic renal failure, unspecified","Chronic kidney disease, unspecified",11,1
B19.0,Unspecified viral hepatitis hepatic with coma,Unspecified viral hepatitis with hepatic coma,10,1
B96,Other bacterial agents as the cause of diseases classified to other chapters,Other specified bacterial agents as the cause of diseases classified to other chapters,10,1
C00.8&,Malignant overlapping lesion of lip,Malignant neoplasm: Overlapping lesion of lip,10,1
C04.8&,Malignant overlapping lesion of floor of mouth,Malignant neoplasm: Overlapping lesion of floor of mouth,10,1
C05.8&,Malignant overlapping lesion of palate,Malignant neoplasm: Overlapping lesion of palate,10,1
C06.8&,Malignant overlapping lesion of other and unspecified parts of mouth,Malignant neoplasm: Overlapping lesion of other and unspecified parts of mouth,10,1
C08.8,Malignant overlapping lesion of major salivary glands,Malignant neoplasm: Overlapping lesion of major salivary glands,10,1
C09.8&,Malignant overlapping lesion of tonsil,Malignant neoplasm: Overlapping lesion of tonsil,10,1
C81,Hodgkin's disease,Hodgkin lymphoma,10,1
C81.9,"Hodgkin's disease, unspecified","Hodgkin lymphoma, unspecified",10,1
F10.5,Mental and behavioural disorders due to use of alcohol - disorder,"Mental and behavioural disorders due to use of alcohol, Psychotic disorder",10,1
F11.5,Mental and behavioural disorders due to use of opioids - disorder,"Mental and behavioural disorders due to use of opioids, psychotic disorder",10,1
F12.5,Mental and behavioural disorders due to use of cannabinoids - disorder,"Mental and behavioural disorders due to use of cannabinoids, psychotic disorder",10,1
F13.5,Mental and behavioural disorders due to use of sedatives or hypnotics - disorder,"Mental and behavioural disorders due to use of sedatives or hypnotics, psychotic disorder",10,1
F14.5,Mental and behavioural disorders due to use of cocaine - disorder,"Mental and behavioural disorders due to use of cocaine, psychotic disorder",10,1
F15.5,"Mental and behavioural disorders due to use of other stimulants, including caffeine - disorder","Mental and behavioural disorders due to use of other stimulants, including caffeine, psychotic disorder",10,1
F16.5,Mental and behavioural disorders due to use of hallucinogens - disorder,"Mental and behavioural disorders due to use of hallucinogens, psychotic disorder",10,1
F18.5,Mental and behavioural disorders due to use of volatile solvents - disorder,"Mental and behavioural disorders due to use of volatile solvents, psychotic disorder",10,1
F19.5,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances - disorder,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, psychotic disorder",10,1
G46.3*,Brain stem stroke syndrome (I60-I67),Brain stem stroke syndrome,10,1
G46.3*I67.9,Brain stem stroke syndrome (I60-I67+),Brain stem stroke syndrome,10,1
G46.4*,Cerebellar stroke syndrome (I60-I67),Cerebellar stroke syndrome,10,1
G46.4*I67.9,Cerebellar stroke syndrome,Cerebellar stroke syndrome,10,1
G46.8*,Other vascular syndromes of brain in cerebrovascular diseases (I60-I67),Other vascular syndromes of brain in cerebrovascular diseases,10,1
G80.8,Other infantile cerebral palsy,Other cerebral palsy,10,1
I67.9+G46.3,Brain stem stroke syndrome (I60-I67+),Brain stem stroke syndrome,10,1
I67.9+G46.4,Cerebellar stroke syndrome,Cerebellar stroke syndrome,10,1
J10,Influenza due to identified influenza virus,influenza due to identified seasonal influenza virus,10,1
N28.1,"Cyst of kidney, acquired",Cyst of kidney,10,1
P75*,Meconiumileus caused by cystic fibrosis,Meconium ileus in cystic fibrosis,10,1
P96.4,"Termination of pregnancy, fetus and newborn","Termination of pregnancy, affecting fetus and newborn",10,1
T82.8,"Other complications of cardiac and vascular prosthetic devices, implants and grafts","Other specified complications of cardiac and vascular prosthetic devices, implants and grafts",10,1
Y07,Other maltreatment syndromes,Other maltreatment,10,1
J10.0,"Influenza with pneumonia, influenza virus identified","Influenza with pneumonia, seasonal influenza virus identified",9,
J10.8,"Influenza with other manifestations, influenza virus identified","Influenza with other manifestations, seasonal influenza virus identified",9,
L91.0,Keloid scar,Hypertrophic scar,9,
M88.88,Paget's disease of other bones,"Paget disease of other bones, other",9,
A81.8,Other slow virus infections of central nervous system,Other atypical virus infections of central nervous system,8,
H54.0,"Blindness, both eyes","Blindness, binocular",8,
J10.1,"Influenza with other respiratory manifestations, other influenza virus identified","Influenza with other respiratory manifestations, seasonal influenza virus identified",8,
J15.6,Pneumonia due to other aerobic Gram-negative bacteria,Pneumonia due to other Gram-negative bacteria,8,
K43.0,"Ventral hernia with obstruction, without gangrene","Incisional hernia with obstruction, without gangrene",8,
K43.1,Ventral hernia with gangrene,Incisional hernia with gangrene,8,
O14.0,Moderate pre-eclampsia,Mild to moderate pre-eclampsia,8,
A02.1,Salmonella septicaemia,Salmonella sepsis,7,
A22.7,Anthrax septicaemia,Anthrax sepsis,7,
A26.7,Erysipelothrix septicaemia,Erysipelothrix sepsis,7,
A32.7,Listerial septicaemia,Listerial sepsis,7,
A40,Streptococcal septicaemia,Streptococcal sepsis,7,
A40.0,"Septicaemia due to streptococcus, group A","Sepsis due to streptococcus, group A",7,
A40.1,"Septicaemia due to streptococcus, group B","Sepsis due to streptococcus, group B",7,
A40.2,"Septicaemia due to streptococcus, group D","Sepsis due to streptococcus, group D",7,
A40.3,Septicaemia due to Streptococcus pneumoniae,Sepsis due to Streptococcus pneumoniae,7,
A40.8,Other streptococcal septicaemia,Other streptococcal sepsis,7,
A40.9,"Streptococcal septicaemia, unspecified","Streptococcal sepsis, unspecified",7,
A41,Other septicaemia,Other sepsis,7,
A41.0,Septicaemia due to Staphylococcus aureus,Sepsis due to Staphylococcus aureus,7,
A41.1,Septicaemia due to other specified staphylococcus,Sepsis due to other specified staphylococcus,7,
A41.2,Septicaemia due to unspecified staphylococcus,Sepsis due to unspecified staphylococcus,7,
A41.3,Septicaemia due to Haemophilus influenzae,Sepsis due to Haemophilus influenzae,7,
A41.4,Septicaemia due to anaerobes,Sepsis due to anaerobes,7,
A41.5,Septicaemia due to other Gram-negative organisms,Sepsis due to other Gram-negative organisms,7,
A41.8,Other specified septicaemia,Other specified sepsis,7,
A41.9,"Septicaemia, unspecified","Sepsis, unspecified",7,
A42.7,Actinomycotic septicaemia,Actinomycotic sepsis,7,
A85.1,Adenoviral meningoencephalitis,Adenoviral encephalitis,7,
B37.7,Candidal septicaemia,Candidal sepsis,7,
C85.9,"Non-Hodgkin's lymphoma, unspecified type","Non-Hodgkin lymphoma, unspecified",7,
D46.2,Refractory anaemia with excess of blasts,Refractory anaemia with excess of blasts [RAEB],7,
G71.0,Other muscular dystrophy,Muscular dystrophy,7,
G71.08,Other muscular dystrophy,Muscular dystrophy,7,
H54.4,"Blindness, one eye","Blindness, monocular",7,
J68.1,"Acute pulmonary oedema due to chemicals, gases, fumes and vapours","Pulmonary oedema due to chemicals, gases, fumes and vapours",7,
M89.88,Other specified disorders of bone,"Other specified disorders of bone, other",7,
O97,Death from sequelae of direct obstetric causes,Death from sequelae of obstetric causes,7,
Q64.3,Atresia and stenosis of urethra and bladder neck,Other atresia and stenosis of urethra and bladder neck,7,
Z45.0,Adjustment and management of cardiac pacemaker,Adjustment and management of cardiac devices,7,
B20.6,HIV disease resulting in Pneumocystis carinii pneumonia,HIV disease resulting in Pneumocystis jirovecii pneumonia,6,
C91.0,Acute lymphoblastic leukaemia,Acute lymphoblastic leukaemia [ALL],6,
C92.4,Acute promyelocytic leukaemia,Acute promyelocytic leukaemia [PML],6,
K51.0,Ulcerative (chronic) enterocolitis,Ulcerative (chronic) pancolitis,6,
O71.4,Obstetric high vaginal laceration alone,Obstetric high vaginal laceration,6,
A49.0,"Staphylococcal infection, unspecified","Staphylococcal infection, unspecified site",5,
A49.2,"Haemophilus influenzae infection, unspecified","Haemophilus influenzae infection, unspecified site",5,
A49.3,"Mycoplasma infection, unspecified","Mycoplasma infection, unspecified site",5,
A85.0,Enteroviral encephalomyelitis,Enteroviral encephalitis,5,
B34.0,"Adenovirus infection, unspecified","Adenovirus infection, unspecified site",5,
B34.1,"Enterovirus infection, unspecified","Enterovirus infection, unspecified site",5,
B34.2,"Coronavirus infection, unspecified","Coronavirus infection, unspecified site",5,
B34.3,"Parvovirus infection, unspecified","Parvovirus infection, unspecified site",5,
B34.4,"Papovavirus infection, unspecified","Papovavirus infection, unspecified site",5,
C88.2,Gamma heavy chain disease,Other heavy chain disease,5,
C93.1,Chronic monocytic leukaemia,Chronic myelomonocytic leukaemia,5,
D46.0,"Refractory anaemia without sideroblasts, so stated","Refractory anaemia without ring sideroblasts, so stated",5,
D46.1,Refractory anaemia with sideroblasts,Refractory anaemia with ring sideroblasts,5,
I87.0,Postphlebitic syndrome,Postthrombotic syndrome,5,
N19,Unspecified renal failure,Unspecified kidney failure,5,
Q35.1,Cheft hard palate NOS,Cleft hard palate,5,
S61.9,"Open wound of wrist and hand part, part unspecified","Open wound of wrist and hand, part unspecified",5,
T57.8,Toxic effect of ohther specified inorganic substances,Toxic effect: Other specified inorganic substances,5,
C00.0&,Malignant neoplasm of external upper lip,Malignant neoplasm: External upper lip,4,
C00.1&,Malignant neoplasm of external lower lip,Malignant neoplasm: External lower lip,4,
C00.2&,"Malignant neoplasm of external lip, unspecified","Malignant neoplasm: External lip, unspecified",4,
C00.3&,"Malignant neoplasm of upper lip, inner aspect","Malignant neoplasm: Upper lip, inner aspect",4,
C00.4&,"Malignant neoplasm of lower lip, inner aspect","Malignant neoplasm: Lower lip, inner aspect",4,
C00.5&,"Malignant neoplasm of lip, unspecified, inner aspect","Malignant neoplasm: Lip, unspecified, inner aspect",4,
C00.6&,Malignant neoplasm of commissure of lip,Malignant neoplasm: Commissure of lip,4,
C00.9&,"Malignant neoplasm of lip, unspecified","Malignant neoplasm: Lip, unspecified",4,
C02.0&,Malignant neoplasm of dorsal surface of tongue,Malignant neoplasm: Dorsal surface of tongue,4,
C02.2&,Malignant neoplasm of ventral surface of tongue,Malignant neoplasm: Ventral surface of tongue,4,
C02.3&,"Malignant neoplasm of anterior two-thirds of tongue, part unspecified","Malignant neoplasm: Anterior two-thirds of tongue, part unspecified",4,
C02.4&,Malignant neoplasm of lingual tonsil,Malignant neoplasm: Lingual tonsil,4,
C02.8&,Malignant neoplasm of overlapping lesion of tongue,Malignant neoplasm: Overlapping lesion of tongue,4,
C02.9&,"Malignant neoplasm of tongue, unspecified","Malignant neoplasm: Tongue, unspecified",4,
C03.0&,Malignant neoplasm of upper gum,Malignant neoplasm: Upper gum,4,
C03.1&,Malignant neoplasm of lower gum,Malignant neoplasm: Lower gum,4,
C03.9&,"Malignant neoplasm of gum, unspecified","Malignant neoplasm: Gum, unspecified",4,
C04.0&,Malignant neoplasm of anterior floor of mouth,Malignant neoplasm: Anterior floor of mouth,4,
C04.1&,Malignant neoplasm of lateral floor of mouth,Malignant neoplasm: Lateral floor of mouth,4,
C04.9&,"Malignant neoplasm of floor of mouth, unspecified","Malignant neoplasm: Floor of mouth, unspecified",4,
C05.0&,Malignant neoplasm of hard palate,Malignant neoplasm: Hard palate,4,
C05.1&,Malignant neoplasm of soft palate,Malignant neoplasm: Soft palate,4,
C05.2&,Malignant neoplasm of uvula,Malignant neoplasm: Uvula,4,
C05.9&,"Malignant neoplasm of palate, unspecified","Malignant neoplasm: Palate, unspecified",4,
C06.0&,Malignant neoplasm of cheek mucosa,Malignant neoplasm: Cheek mucosa,4,
