ATCKOODI;MYYNTILUPANRO;PAATOSPVM;PAATTYMISPVM;LAAKENIMI;VAHVUUS;LAAKEMUOTONIMI;PROSESSINIMI;TILANIMI;HALTIJANNIMI;PAKKAUSKOKO;NIMI;KAUPAN;VNRNRO;KAUPPAANTULOPVM;KAUPASTAPOISPVM
A04AA02;22242;07.03.2008;30.09.2010;GRANISETRON TEVA;2 mg;tabletti, kalvopäällysteinen;Hajautettu;Myyntilupa peruuntunut hakijan toimesta;TEVA SWEDEN;5;Läpipainopakkaus;0;141274;01.01.2009;
A04AA02;23464;10.03.2009;03.03.2017;GRANISETRON TEVA;1 mg / 1 ml;injektio/infuusiokonsentraatti, liuosta varten;Hajautettu;Myyntilupa peruuntunut hakijan toimesta;TEVA SWEDEN;5 x 1 ml;Ampulli;0;045444;01.01.2012;
A04AA02;28922;21.01.2011;01.07.2013;GRANISETRON VIANEX;1 mg/ml;injektio/infuusioneste, liuos;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;VIANEX S.A.;5 x 3 ml;Ampulli;0;062590;01.10.2011;
L03AA10;11538;15.08.1994;15.08.1997;GRANOCYTE;0.368 mg;injektiokuiva-aine;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;RHONE-POULENC RORER;5 x (0.368 mg +1 ml);Injektiopullo;0;131615;;
L03AA10;11358;07.02.1994;29.01.2016;GRANOCYTE;0.263 mg;injektio/infuusiokuiva-aine ja liuotin, liuos;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;SANOFI OY;5 x (0.263 mg +1 ml);Injektiopullo;0;133074;15.03.1994;
L03AA10;11655;16.01.1995;;GRANOCYTE;0.105 mg;injektio/infuusiokuiva-aine ja liuotin, liuos;Tunnustaminen;Myyntilupa myönnetty;SANOFI OY;5 x (0.105 mg +1 ml);Injektiopullo;1;552799;15.04.1996;
L03AA10;11655;16.01.1995;;GRANOCYTE;0.105 mg;injektio/infuusiokuiva-aine ja liuotin, liuos;Tunnustaminen;Myyntilupa myönnetty;SANOFI OY;0.105 mg + 1 ml;Injektiopullo;0;377523;;29.09.1998
G04BE03;33816;14.11.2016;16.11.2021;GRANPIDAM;20 mg;tabletti, kalvopäällysteinen;Keskitetty;Myyntilupa myönnetty;ACCORD;90;Läpipainopakkaus;1;176078;15.04.2017;
G04BE03;33816;14.11.2016;16.11.2021;GRANPIDAM;20 mg;tabletti, kalvopäällysteinen;Keskitetty;Myyntilupa myönnetty;ACCORD;90 x 1;Läpipainopakkaus;1;102935;15.11.2019;
J04AA01;30672;07.04.2014;;GRANUPAS;4 g;enterorakeet;Keskitetty;Myyntilupa myönnetty;EUROCEPT;30;Annospussi;1;034602;;
V01AA02;22041;10.11.2006;14.03.2016;GRAZAX;75 000 SQ-T;tabletti, kylmäkuivattu;Tunnustaminen;Myyntilupa myönnetty;ALK-ABELLO;30;Läpipainopakkaus;1;025425;30.03.2007;
V01AA02;22041;10.11.2006;14.03.2016;GRAZAX;75 000 SQ-T;tabletti, kylmäkuivattu;Tunnustaminen;Myyntilupa myönnetty;ALK-ABELLO;100;Läpipainopakkaus;1;025736;30.03.2007;
D01BA01;929;10.02.1965;10.02.2000;GRISEOFULVIN;125 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ORION OYJ ESPOO;100;Tablettipurkki;0;476325;15.04.1965;
D01BA01;929;10.02.1965;10.02.2000;GRISEOFULVIN;125 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ORION OYJ ESPOO;500;Tablettipurkki;0;476333;15.04.1965;
A10BX01;9535;23.09.1987;16.08.2018;GUAREM;;rakeet;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ORION CORPORATION;30 x 2.5 g;Pussi;0;035402;15.05.1995;11.04.2014
A10BX01;9535;23.09.1987;16.08.2018;GUAREM;;rakeet;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ORION CORPORATION;30 x 5 g;Pussi;0;185520;;11.04.2014
A10BX01;9535;23.09.1987;16.08.2018;GUAREM;;rakeet;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ORION CORPORATION;500 g;Tölkki;0;061325;15.01.1991;
A10BX01;9535;23.09.1987;16.08.2018;GUAREM;;rakeet;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ORION CORPORATION;100 x 5 g;Pussi;0;185546;;11.04.2014
A10BX01;9535;23.09.1987;16.08.2018;GUAREM;;rakeet;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ORION CORPORATION;40 x 2.5 g;Pussi;0;077333;;11.04.2014
G01AF04;7579;26.04.1978;26.04.1996;GYNO-DAKTARIN;100 mg;emätinpuikko;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ORION OYJ ESPOO;15;;0;013532;15.06.1978;26.04.1996
G01AF04;6764;03.04.1974;;GYNO-DAKTARIN;2 %;emätinvoide;Kansallinen;Myyntilupa myönnetty;MCNEIL;80 g;Putki;0;583351;15.12.1974;07.07.2006
G01AF04;9096;04.09.1985;;GYNO-DAKTARIN;400 mg;emätinpuikko, kapseli, pehmeä;Kansallinen;Myyntilupa myönnetty;MCNEIL;3;Läpipainopakkaus;1;067272;15.09.1985;
G01AF04;6764;03.04.1974;;GYNO-DAKTARIN;2 %;emätinvoide;Kansallinen;Myyntilupa myönnetty;MCNEIL;40 g;Putki;1;054878;01.12.2006;
G01AF07;9579;16.12.1987;16.12.1994;GYNO-TRAVOGEN;600 mg;emätinpuikko;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;SCHERING OY;1;;0;099267;05.11.1993;16.12.1994
G01AF07;9580;16.12.1987;16.12.1994;GYNO-TRAVOGEN KOMBI;;emätinpuikko ja emulsiovoide;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;SCHERING OY;1 + 15 g;;0;193185;05.11.1993;16.12.1994
G01AF08;9033;05.06.1985;21.06.2018;GYNO-TROSYD;100 mg;emätinpuikko, tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;PFIZER OY;3 + 15 g;Yhdistelmäpakkaus;0;466284;13.04.1989;05.06.1996
G01AF08;9032;05.06.1985;05.06.1996;GYNO-TROSYD;2 %;emätinvoide;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;PFIZER OY;20 g;;0;065326;15.09.1985;05.06.1996
B05AA06;6056;08.07.1970;08.07.2003;HAEMACCEL;35 mg/ml;infuusioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;SANOFI-AVENTIS;24 x 500 ml;Infuusiopullo;0;135202;15.01.1980;31.01.2001
B05AA06;6056;08.07.1970;08.07.2003;HAEMACCEL;35 mg/ml;infuusioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;SANOFI-AVENTIS;14 x 500 ml;Infuusiopullo;0;096941;15.06.1999;31.01.2001
B05AA06;6056;08.07.1970;08.07.2003;HAEMACCEL;35 mg/ml;infuusioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;SANOFI-AVENTIS;10 x 500 ml;;0;091363;;18.11.1996
B02BD06;23504;11.04.2008;;HAEMATE;1000 IU FVIII / 2400 IU VWF;injektio/infuusiokuiva-aine ja liuotin, liuos;Kansallinen;Myyntilupa myönnetty;CSL BEHRING;1000 IU/2400 IU+15ML;Injektiopullo;1;149120;01.03.2009;
B02BD06;37154;25.09.2019;25.09.2024;HAEMATE;1000 IU FVIII / 2400 IU VWF;injektio/infuusiokuiva-aine ja liuotin, liuos;Kansallinen;Myyntilupa myönnetty;ABACUS;1000 IU/2400 IU+15ML;Injektiopullo;1;424765;01.12.2019;
B02BD06;23502;11.04.2008;;HAEMATE;250 IU FVIII / 600 IU VWF;injektio/infuusiokuiva-aine ja liuotin, liuos;Kansallinen;Myyntilupa myönnetty;CSL BEHRING;250 IU/600 IU + 5 ML;Injektiopullo;1;149005;15.06.2013;
B02BD06;23502;11.04.2008;;HAEMATE;250 IU FVIII / 600 IU VWF;injektio/infuusiokuiva-aine ja liuotin, liuos;Kansallinen;Myyntilupa myönnetty;CSL BEHRING;500 IU/1200 IU+10 ML;Injektiopullo;1;149013;01.03.2009;
B05AA07;11515;20.06.1994;16.02.2010;HAES-STERIL;100 mg/ml;infuusioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;FRESENIUS KABI;15 x 500 ml;Pussi;0;189183;;
B05AA07;11515;20.06.1994;16.02.2010;HAES-STERIL;100 mg/ml;infuusioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;FRESENIUS KABI;10 x 500 ml;Pussi;0;004632;;
B05AA07;11515;20.06.1994;16.02.2010;HAES-STERIL;100 mg/ml;infuusioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;FRESENIUS KABI;10 x 500 ml;Pussi;0;370189;13.10.1995;
B05AA07;11514;20.06.1994;16.02.2010;HAES-STERIL;60 mg/ml;infuusioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;FRESENIUS KABI;15 x 500 ml;Pussi;0;189167;01.02.2005;
B05AA07;11514;20.06.1994;16.02.2010;HAES-STERIL;60 mg/ml;infuusioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;FRESENIUS KABI;10 x 500 ml;Pullo;0;488163;;
B05AA07;11515;20.06.1994;16.02.2010;HAES-STERIL;100 mg/ml;infuusioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;FRESENIUS KABI;10 x 250 ml;Pullo;0;488171;;
B05AA07;11514;20.06.1994;16.02.2010;HAES-STERIL;60 mg/ml;infuusioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;FRESENIUS KABI;10 x 500 ml;Pussi;0;370171;13.10.1995;01.02.2005
B05AA07;11514;20.06.1994;16.02.2010;HAES-STERIL;60 mg/ml;infuusioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;FRESENIUS KABI;10 x 500 ml;Pussi;0;004593;;
B05AA07;11515;20.06.1994;16.02.2010;HAES-STERIL;100 mg/ml;infuusioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;FRESENIUS KABI;10 x 500 ml;Pullo;0;488494;;
B05AA07;11514;20.06.1994;16.02.2010;HAES-STERIL;60 mg/ml;infuusioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;FRESENIUS KABI;10 x 250 ml;Pullo;0;505156;;
L01XX41;32391;11.06.2014;;HALAVEN;0.44 mg/ml;injektioneste, liuos;Keskitetty;Myyntilupa myönnetty;PARANOVA;2 ml;Injektiopullo;0;463584;15.01.2015;
L01XX41;28826;17.03.2011;;HALAVEN;0.44 mg/ml;injektioneste, liuos;Keskitetty;Myyntilupa myönnetty;EISAI GMBH;2 ml;Injektiopullo;1;176930;01.05.2011;
L01XX41;33324;24.03.2015;;HALAVEN;0.44 mg/ml;injektioneste, liuos;Keskitetty;Myyntilupa myönnetty;ORIFARM;2 ml;Injektiopullo;1;182710;01.01.2017;
N05CD05;8515;08.06.1983;;HALCION;0.25 mg;tabletti;Kansallinen;Myyntilupa myönnetty;PFIZER OY;100;Tablettipurkki;0;199570;;12.06.2008
N05CD05;9063;31.07.1985;03.12.2008;HALCION;0.125 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;PFIZER OY;10 x 100;;0;090233;;30.04.1998
N05CD05;9063;31.07.1985;03.12.2008;HALCION;0.125 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;PFIZER OY;100;Tablettipurkki;0;043737;;31.12.1999
N05CD05;9063;31.07.1985;03.12.2008;HALCION;0.125 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;PFIZER OY;10;Läpipainopakkaus;0;043489;;
N05CD05;8515;08.06.1983;;HALCION;0.25 mg;tabletti;Kansallinen;Myyntilupa myönnetty;PFIZER OY;10;Läpipainopakkaus;1;199133;;
N05CD05;8515;08.06.1983;;HALCION;0.25 mg;tabletti;Kansallinen;Myyntilupa myönnetty;PFIZER OY;10 x 100;;0;090241;;30.04.1998
D07AD02;8342;28.04.1982;28.04.1995;HALOCORT;0.1 %;emulsiovoide;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ORION OYJ ESPOO;20 g;;0;531343;23.03.1994;28.04.1995
D07AD02;8342;28.04.1982;28.04.1995;HALOCORT;0.1 %;emulsiovoide;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ORION OYJ ESPOO;100 g;;0;531350;23.03.1994;28.04.1995
N05AD01;6499;24.01.1973;24.01.1994;HALOPERIN;0.5 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;MEDIPOLAR;100;;0;584540;15.03.1974;24.01.1994
N05AD01;6497;24.01.1973;24.01.1994;HALOPERIN;2 mg/ml;tipat;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;MEDIPOLAR;500 ml;;0;584631;15.03.1974;24.01.1994
N05AD01;6498;24.01.1973;24.01.1994;HALOPERIN;5 mg/ml;injektioneste;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;MEDIPOLAR;25 x 1 ml;;0;584607;29.05.1991;24.01.1994
N05AD01;6497;24.01.1973;24.01.1994;HALOPERIN;2 mg/ml;tipat;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;MEDIPOLAR;100 ml;;0;584623;15.03.1974;24.01.1994
N05AD01;6501;24.01.1973;24.01.1994;HALOPERIN;4 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;MEDIPOLAR;100;;0;584581;29.05.1991;24.01.1994
N05AD01;6498;24.01.1973;24.01.1994;HALOPERIN;5 mg/ml;injektioneste;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;MEDIPOLAR;10 x 1 ml;;0;177923;15.10.1980;24.01.1994
N05AD01;6500;24.01.1973;24.01.1994;HALOPERIN;1 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;MEDIPOLAR;100;;0;584565;29.05.1991;24.01.1994
N05AD01;6499;24.01.1973;24.01.1994;HALOPERIN;0.5 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;MEDIPOLAR;30;;0;584532;15.03.1974;24.01.1994
G03BA01;3802;03.08.1966;03.08.1995;HALOTESTIN;5 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;PFIZER;20;;0;181628;15.10.1966;03.08.1995
N01AB01;5187;17.01.1968;17.01.1994;HALOTHAN;;inhalaationeste;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;HOECHST;250 ml;;0;181602;18.12.1992;17.01.1994
G03AA10;33926;26.01.2016;26.01.2021;HARMONET;75 mikrog / 20 mikrog;tabletti, päällystetty;Kansallinen;Myyntilupa myönnetty;ORIFARM;3 x 21;Läpipainopakkaus;0;124765;01.10.2016;
G03AA10;19031;13.10.2004;13.10.2009;HARMONET;;tabletti, päällystetty;Kansallinen;Myyntilupa peruutettu viranomaisen toimesta;PARANOVA;6 x 21;Läpipainopakkaus;0;016558;15.02.2005;
G03AA10;28048;15.12.2009;22.10.2019;HARMONET;75 mikrog / 20 mikrog;tabletti, päällystetty;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;PARANOVA;6 x 21;Läpipainopakkaus;0;016558;15.01.2010;
G03AA10;19031;13.10.2004;13.10.2009;HARMONET;;tabletti, päällystetty;Kansallinen;Myyntilupa peruutettu viranomaisen toimesta;PARANOVA;3 x 21;Läpipainopakkaus;0;016508;01.01.2005;
G03AA10;12110;10.02.1997;;HARMONET;75 mikrog / 20 mikrog;tabletti, päällystetty;Kansallinen;Myyntilupa myönnetty;PFIZER OY;3 x 21;Läpipainopakkaus;1;062935;30.05.1997;
G03AA10;28048;15.12.2009;22.10.2019;HARMONET;75 mikrog / 20 mikrog;tabletti, päällystetty;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;PARANOVA;3 x 21;Läpipainopakkaus;0;016508;15.01.2010;
J05AP51;32205;17.11.2014;;HARVONI;90 mg / 400 mg;tabletti, kalvopäällysteinen;Keskitetty;Myyntilupa myönnetty;GILEAD SCIENCES;28;Pullo;1;573382;01.12.2014;
J07BC02;11602;07.11.1994;;HAVRIX;1440 ELISA U/ml;injektioneste, suspensio;Kansallinen;Myyntilupa myönnetty;GLAXOSMITHKLINE;10 x 1 ml;Esitäytetty ruisku;1;498691;28.10.1998;
J07BC02;11602;07.11.1994;;HAVRIX;1440 ELISA U/ml;injektioneste, suspensio;Kansallinen;Myyntilupa myönnetty;GLAXOSMITHKLINE;10 x 1 ml;Injektiopullo;0;037614;15.04.1995;16.12.1999
J07BC02;10923;17.02.1993;13.01.1999;HAVRIX;720 ELISA U/ml;injektioneste;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;GLAXOSMITHKLINE;0.5 ml;Esitäytetty ruisku;0;098210;;
J07BC02;10923;17.02.1993;13.01.1999;HAVRIX;720 ELISA U/ml;injektioneste;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;GLAXOSMITHKLINE;0.5 ml;Injektiopullo;0;098186;;
J07BC02;10923;17.02.1993;13.01.1999;HAVRIX;720 ELISA U/ml;injektioneste;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;GLAXOSMITHKLINE;10 x 1 ml;;0;105684;;04.11.1997
J07BC02;10923;17.02.1993;13.01.1999;HAVRIX;720 ELISA U/ml;injektioneste;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;GLAXOSMITHKLINE;10 x 1 ml;;0;105726;15.04.1993;04.11.1997
J07BC02;10923;17.02.1993;13.01.1999;HAVRIX;720 ELISA U/ml;injektioneste;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;GLAXOSMITHKLINE;1 ml;Esitäytetty ruisku;0;105676;15.04.1993;
J07BC02;11602;07.11.1994;;HAVRIX;1440 ELISA U/ml;injektioneste, suspensio;Kansallinen;Myyntilupa myönnetty;GLAXOSMITHKLINE;0.5 ml;Esitäytetty ruisku;1;472332;06.11.1998;
J07BC02;11602;07.11.1994;;HAVRIX;1440 ELISA U/ml;injektioneste, suspensio;Kansallinen;Myyntilupa myönnetty;GLAXOSMITHKLINE;1 ml;Esitäytetty ruisku;1;585869;18.11.1994;
J07BC02;10923;17.02.1993;13.01.1999;HAVRIX;720 ELISA U/ml;injektioneste;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;GLAXOSMITHKLINE;1 ml;Injektiopullo;0;475392;15.04.1993;12.08.1998
J07BC01;16329;27.04.2001;;HBVAXPRO;10 mikrog/ml;injektioneste, suspensio;Keskitetty;Myyntilupa myönnetty;MSD VACCINS;1 ml;Esitäytetty ruisku;0;113606;01.07.2015;07.01.2020
J07BC01;16329;27.04.2001;;HBVAXPRO;10 mikrog/ml;injektioneste, suspensio;Keskitetty;Myyntilupa myönnetty;MSD VACCINS;1 ml;Injektiopullo;1;007556;20.06.2019;
J07BC01;37733;27.04.2001;;HBVAXPRO;10 mikrog/ml;injektioneste, suspensio, esitäytetty ruisku;Keskitetty;Myyntilupa myönnetty;MSD VACCINS;1 ml;Esitäytetty ruisku;0;113606;01.07.2015;
D06BB11;20344;13.01.2006;08.05.2012;HEALIP;10 %;emulsiovoide;Tunnustaminen;Myyntilupa rauennut Sunset Clausen takia;JENSON;2 g;Putki;0;020892;01.11.2006;
S01KA01;8892;05.12.1984;15.06.1998;HEALON;10 mg/ml;liuos silmänsisäistä applisointia varten;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;PFIZER HEALTH AB;0.55 ml;;0;028183;05.12.1984;15.06.1998
S01KA01;8892;05.12.1984;15.06.1998;HEALON;10 mg/ml;liuos silmänsisäistä applisointia varten;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;PFIZER HEALTH AB;0.85 ml;;0;028464;;
S01KA01;8892;05.12.1984;15.06.1998;HEALON;10 mg/ml;liuos silmänsisäistä applisointia varten;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;PFIZER HEALTH AB;0.4 ml;;0;025544;;
S01KA01;8892;05.12.1984;15.06.1998;HEALON;10 mg/ml;liuos silmänsisäistä applisointia varten;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;PFIZER HEALTH AB;0.75 ml;;0;492355;;
S01KA01;10974;24.05.1993;24.05.1998;HEALON GV;14 mg/ml;liuos silmänsisäistä applisointia varten;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;PFIZER HEALTH AB;0.85 ml;;0;025809;;
S01KA01;10974;24.05.1993;24.05.1998;HEALON GV;14 mg/ml;liuos silmänsisäistä applisointia varten;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;PFIZER HEALTH AB;0.55 ml;;0;025650;24.05.1993;18.05.1998
S01KA01;10730;12.06.1992;12.06.1996;HEALON YELLOW;10 mg/ml;liuos silmänsisäistä applisointia varten;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;PFIZER HEALTH AB;0.85 ml;;0;185116;;12.06.1996
S01KA01;10730;12.06.1992;12.06.1996;HEALON YELLOW;10 mg/ml;liuos silmänsisäistä applisointia varten;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;PFIZER HEALTH AB;0.55 ml;;0;049403;;12.06.1996
P03AC51;9953;05.04.1989;05.04.1999;HEDRIN;;shampoo;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;STAFFORD;60 ml;;0;562850;15.05.1993;
P03AC51;9953;05.04.1989;05.04.1999;HEDRIN;;shampoo;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;STAFFORD;120 ml;;0;110031;28.02.1990;
R06AE07;16963;12.09.2002;;HEINIX;10 mg;tabletti, kalvopäällysteinen;Kansallinen;Myyntilupa myönnetty;VERMAN;30;Läpipainopakkaus;1;007544;01.03.2003;
R06AE07;17062;12.09.2002;13.09.2010;HEINIX;1 mg/ml;oraaliliuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;VERMAN;200 ml;Pullo;0;008571;31.03.2003;
R06AE07;16963;12.09.2002;;HEINIX;10 mg;tabletti, kalvopäällysteinen;Kansallinen;Myyntilupa myönnetty;VERMAN;100;Läpipainopakkaus;1;007519;01.03.2003;
R06AE07;24312;04.04.2008;;HEINIX;10 mg;imeskelytabletti;Tunnustaminen;Myyntilupa myönnetty;VERMAN;14;Läpipainopakkaus;1;476517;01.03.2017;
R06AE07;16963;12.09.2002;;HEINIX;10 mg;tabletti, kalvopäällysteinen;Kansallinen;Myyntilupa myönnetty;VERMAN;10;Läpipainopakkaus;1;010761;01.03.2003;
R06AE07;16963;12.09.2002;;HEINIX;10 mg;tabletti, kalvopäällysteinen;Kansallinen;Myyntilupa myönnetty;VERMAN;100;Läpipainopakkaus;1;536977;15.07.2017;
R06AE07;16963;12.09.2002;;HEINIX;10 mg;tabletti, kalvopäällysteinen;Kansallinen;Myyntilupa myönnetty;VERMAN;30;Läpipainopakkaus;1;139163;15.05.2008;
R06AE07;24312;04.04.2008;;HEINIX;10 mg;imeskelytabletti;Tunnustaminen;Myyntilupa myönnetty;VERMAN;28;Läpipainopakkaus;1;500221;01.03.2017;
A11HA02;290;28.10.1964;28.10.2009;HEKSAVIT;300 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;LEIRAS FINLAND;100;Tablettipurkki;0;477398;;
A11HA02;289;28.10.1964;29.10.2007;HEKSAVIT;20 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;LEIRAS FINLAND;200;Tablettipurkki;0;446369;15.11.1988;28.11.1997
A11HA02;290;28.10.1964;28.10.2009;HEKSAVIT;300 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;LEIRAS FINLAND;10;Tablettipurkki;0;477372;;
A11HA02;289;28.10.1964;29.10.2007;HEKSAVIT;20 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;LEIRAS FINLAND;20;Tablettipurkki;0;477331;;28.11.1997
A11HA02;290;28.10.1964;28.10.2009;HEKSAVIT;300 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;LEIRAS FINLAND;50;Tablettipurkki;0;477380;;
A11HA02;289;28.10.1964;29.10.2007;HEKSAVIT;20 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;LEIRAS FINLAND;100;Tablettipurkki;0;477349;;
V04CX;14023;26.07.1999;02.07.2007;HELICOBACTER TEST HP-PLUS;100 mg;liukeneva tabletti ja jauhe oraaliliuosta varten;Tunnustaminen;Myyntilupa peruutettu viranomaisen toimesta;UTANDNINGSTESTER;100 mg + 4 g;Yhdistelmäpakkaus;0;142521;22.09.1999;
V04CX;14023;26.07.1999;02.07.2007;HELICOBACTER TEST HP-PLUS;100 mg;liukeneva tabletti ja jauhe oraaliliuosta varten;Tunnustaminen;Myyntilupa peruutettu viranomaisen toimesta;UTANDNINGSTESTER;100 mg + 4 g;Yhdistelmäpakkaus;0;529040;22.09.1999;
V04CX;14023;26.07.1999;02.07.2007;HELICOBACTER TEST HP-PLUS;100 mg;liukeneva tabletti ja jauhe oraaliliuosta varten;Tunnustaminen;Myyntilupa peruutettu viranomaisen toimesta;UTANDNINGSTESTER;100 mg + 4 g;Yhdistelmäpakkaus;0;003176;28.11.2000;
V04CX;90204;14.08.1997;;HELICOBACTER TEST INFAI;75 mg;jauhe oraaliliuosta varten;Keskitetty;Myyntilupa myönnetty;INFAI;1;Pullo;1;399501;04.05.1998;
P01BA01;260;21.10.1964;21.10.2013;HELIOPAR;250 mg;tabletti, kalvopäällysteinen;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ORION OYJ ESPOO;100;Tablettipurkki;0;477422;;
P01BA01;260;21.10.1964;21.10.2013;HELIOPAR;250 mg;tabletti, kalvopäällysteinen;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ORION OYJ ESPOO;20;Läpipainopakkaus;0;583567;15.12.1974;
P01BA01;260;21.10.1964;21.10.2013;HELIOPAR;250 mg;tabletti, kalvopäällysteinen;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ORION OYJ ESPOO;50;Tablettipurkki;0;477414;;
A02BD03;12701;06.10.1997;;HELIPAK A;;enterokapseli ja tabletti;Kansallinen;Myyntilupa myönnetty;ORION CORPORATION;14 + 30 + 10 + 14;Yhdistelmäpakkaus;1;012526;21.11.1997;
A02BD07;13825;12.04.1999;;HELIPAK K;;enterokapseli ja tabletti;Kansallinen;Myyntilupa myönnetty;ORION CORPORATION;30 + 14 + 14;Yhdistelmäpakkaus;1;397950;02.06.1999;
A02BD02;12702;06.10.1997;06.10.2014;HELIPAK T;;enterokapseli ja tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ORION OYJ ESPOO;14 + 30 + 10 + 14;Yhdistelmäpakkaus;0;012534;21.11.1997;
B02BD02;12442;25.08.1997;09.01.2003;HELIXATE;;injektio/infuusiokuiva-aine ja liuotin, liuos;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;BAYER AG;500 IU;Injektiopullo;0;074898;;
B02BD02;12442;25.08.1997;09.01.2003;HELIXATE;;injektio/infuusiokuiva-aine ja liuotin, liuos;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;BAYER AG;250 IU;Injektiopullo;0;074880;;
B02BD02;12442;25.08.1997;09.01.2003;HELIXATE;;injektio/infuusiokuiva-aine ja liuotin, liuos;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;BAYER AG;1000 IU;Injektiopullo;0;074906;;
B02BD02;23448;18.12.2007;16.12.2019;HELIXATE NEXGEN;2000 IU;injektiokuiva-aine ja liuotin, liuosta varten;Keskitetty;Myyntilupa peruuntunut hakijan toimesta;BAYER AG;2000 IU + 5.0 ml;Injektiopullo;0;159230;15.04.2009;
