code1,code2,freq_finngen,freq_tays,freq_total
F439,NA,3617,1544,5161
J22,NA,4243,917,5160
H010,NA,3934,1205,5139
D440,NA,1877,3241,5118
F1920,NA,4277,816,5093
C3410,NA,1337,3738,5075
J01,NA,4904,167,5071
O366,NA,3839,1218,5057
E101,NA,4460,595,5055
D374,NA,1465,3588,5053
L508,NA,4347,705,5052
L700,NA,4247,795,5042
M351,NA,3506,1535,5041
F928,NA,1720,3317,5037
N760,NA,4565,455,5020
Z720,NA,4431,585,5016
S520,NA,3711,1303,5014
R268,NA,3533,1460,4993
M150,NA,3035,1944,4979
I63,NA,4934,41,4975
I673,NA,4867,95,4962
H109,NA,4153,798,4951
D66,NA,1063,3877,4940
F4321,NA,3704,1231,4935
Z490,NA,4880,51,4931
E789,NA,3105,1823,4928
C4362,NA,672,4253,4925
D162,NA,890,4033,4923
H906,NA,3535,1385,4920
N042,NA,2887,2033,4920
I270,NA,2743,2171,4914
C211,NA,1791,3111,4902
D3910,NA,2756,2138,4894
I800,NA,3695,1198,4893
C817,NA,541,4347,4888
E221,NA,3125,1751,4876
N924,NA,4286,590,4876
D486,NA,2011,2856,4867
F606,NA,4331,536,4867
H2602,NA,3691,1174,4865
I2001,NA,3299,1558,4857
K0000,NA,3576,1252,4828
K861,NA,2151,2673,4824
M809,NA,2490,2320,4810
C4919,NA,295,4499,4794
M75,NA,4724,70,4794
G4021,NA,2488,2299,4787
F1024,NA,4087,695,4782
C3486,NA,1375,3398,4773
L503,NA,2954,1814,4768
C771,NA,802,3963,4765
C7133,NA,977,3783,4760
R413,NA,4624,136,4760
Y838,NA,12,4742,4754
C773,NA,1660,3090,4750
S220,NA,3119,1630,4749
L120,NA,2015,2713,4728
F233,NA,4428,297,4725
K760,NA,2390,2317,4707
Y950,NA,12,4682,4694
C8201,NA,3370,1312,4682
S423,NA,3048,1634,4682
C4421,NA,1328,3345,4673
Z027,NA,4649,19,4668
F503,NA,4605,62,4667
C4411,NA,1491,3169,4660
C859,NA,1849,2811,4660
D350,NA,2014,2641,4655
D680,NA,1326,3329,4655
I691,NA,3892,762,4654
K293,NA,3411,1239,4650
Z043,NA,4634,16,4650
S526,NA,3475,1156,4631
C1870,NA,2445,2182,4627
M430,NA,3443,1183,4626
E052,NA,2611,2012,4623
Z738,NA,1280,3322,4602
R001,NA,2895,1704,4599
H062,E059,3641,955,4596
F700,NA,2840,1747,4587
S134,NA,3784,797,4581
D690,NA,1825,2748,4573
Z992,NA,4439,134,4573
E1100,NA,3653,911,4564
K589,NA,3637,921,4558
D211,NA,952,3597,4549
M199,NA,3849,700,4549
N951,NA,3671,874,4545
I951,NA,3308,1225,4533
E86,NA,1856,2674,4530
S202,NA,3748,782,4530
J948,NA,1688,2841,4529
N084,E859,2844,1682,4526
F206,NA,4452,56,4508
C1831,NA,1437,3069,4506
F0020,NA,2747,1759,4506
F2019,NA,4488,17,4505
Z360,NA,3032,1473,4505
E104,NA,4326,175,4501
L439,NA,3331,1168,4499
Z768,NA,3855,641,4496
I845,NA,3376,1106,4482
C3492,NA,1062,3418,4480
C5039,NA,1805,2671,4476
J029,NA,3841,632,4473
E8900,NA,1273,3196,4469
N031,NA,2035,2434,4469
G433,NA,3776,690,4466
C5111,NA,478,3979,4457
R391,NA,2883,1571,4454
F102,NA,4307,145,4452
N870,NA,3586,866,4452
T913,NA,2735,1715,4450
R4908,NA,3482,967,4449
K051,NA,4430,17,4447
Z505,NA,4432,4,4436
I460,NA,2756,1676,4432
O8210,NA,3593,817,4410
D519,NA,3083,1322,4405
G501,NA,3792,609,4401
R000,NA,3312,1087,4399
D120,NA,1868,2524,4392
K297,NA,3089,1286,4375
F191,NA,4037,332,4369
H3537,NA,2106,2252,4358
D8413,NA,259,4089,4348
G819,NA,3766,582,4348
R591,NA,2115,2230,4345
J343,NA,2849,1486,4335
H920,NA,3623,707,4330
O100,NA,3280,1050,4330
C50,NA,3932,396,4328
N085,M313,3587,741,4328
I361,NA,1621,2699,4320
W17,NA,42,4266,4308
M238,NA,3819,477,4296
M810,NA,2488,1799,4287
K631,NA,1083,3193,4276
K221,NA,3090,1183,4273
O365,NA,3180,1091,4271
D869,NA,2093,2170,4263
M05,NA,4213,48,4261
C812,NA,1415,2839,4254
S424,NA,3036,1215,4251
C4379,NA,1617,2620,4237
M224,NA,3990,245,4235
R51,NA,4173,53,4226
B24,NA,3292,921,4213
M759,NA,3749,460,4209
W10,NA,135,4068,4203
S063,NA,2310,1885,4195
G551,M511,3368,825,4193
D619,NA,433,3757,4190
K769,NA,2322,1868,4190
S820,NA,3527,660,4187
G618,NA,2701,1479,4180
F320,NA,4020,126,4146
A310,NA,1773,2372,4145
I2000,NA,3643,493,4136
C7122,NA,1029,3106,4135
E831,NA,2669,1466,4135
G912,NA,3294,839,4133
F438,NA,3386,744,4130
K222,NA,2262,1865,4127
H60,NA,3951,167,4118
O814,NA,3513,604,4117
F067,NA,3208,907,4115
N971,NA,3032,1080,4112
J44,NA,4034,75,4109
K053,NA,4021,88,4109
C2099,NA,1362,2745,4107
D803,NA,2036,2065,4101
D3911,NA,1123,2976,4099
F1009,NA,2569,1529,4098
M318,NA,608,3487,4095
I2199,NA,2518,1576,4094
B99,NA,1998,2095,4093
E8901,NA,2414,1679,4093
C1851,NA,1456,2634,4090
A084,NA,3253,827,4080
L732,NA,2979,1085,4064
Q613,NA,3303,761,4064
C782,NA,568,3493,4061
H800,NA,2700,1354,4054
N038,NA,2469,1583,4052
K0522,NA,3862,188,4050
F4001,NA,4029,19,4048
I719,NA,2496,1552,4048
K85,NA,3177,871,4048
G4020,NA,3404,635,4039
H919,NA,3504,525,4029
Y942,NA,82,3944,4026
H191,B005,2241,1780,4021
T819,NA,1655,2366,4021
C328,NA,1408,2597,4005
K0400,NA,3948,53,4001
C153,NA,727,3267,3994
G811,NA,3855,137,3992
C1811,NA,2022,1964,3986
K565,NA,2534,1451,3985
K610,NA,3055,930,3985
H612,NA,3566,413,3979
M173,NA,3731,244,3975
H169,NA,2628,1345,3973
M702,NA,3559,400,3959
O820,NA,3194,765,3959
C4422,NA,739,3218,3957
R220,NA,3054,902,3956
M503,NA,3702,252,3954
H521,NA,2449,1497,3946
I422,NA,2790,1150,3940
C3499,NA,688,3250,3938
H4022,NA,1838,2096,3934
Q796,NA,3215,718,3933
C810,NA,1727,2204,3931
D172,NA,2057,1866,3923
I491,NA,2533,1376,3909
C030,NA,1162,2745,3907
Z100,NA,3903,1,3904
C4353,NA,1669,2230,3899
I841,NA,2592,1307,3899
K0300,NA,3466,428,3894
D123,NA,1531,2359,3890
H608,NA,3258,616,3874
D212,NA,527,3346,3873
S723,NA,2541,1324,3865
I494,NA,3366,498,3864
K0409,NA,3789,64,3853
I709,NA,2324,1528,3852
S700,NA,2741,1080,3821
Z098,NA,3509,310,3819
K8600,NA,2852,966,3818
L02,NA,3786,27,3813
H652,NA,2277,1525,3802
N085,M310,2384,1417,3801
O039,NA,3385,411,3796
C1623,NA,1343,2437,3780
C65,NA,1511,2269,3780
D24,NA,2462,1318,3780
G440,NA,3264,507,3771
Z108,NA,3767,4,3771
K022,NA,3759,8,3767
E116,NA,2400,1359,3759
R300,NA,3144,607,3751
E1000,NA,3153,596,3749
Z468,NA,1986,1759,3745
Z728,NA,620,3125,3745
H813,NA,2527,1209,3736
M357,NA,2970,757,3727
K295,NA,2970,755,3725
C5421,NA,1786,1938,3724
N993,NA,2583,1139,3722
F25,NA,3659,48,3707
R251,NA,3041,653,3694
M029,NA,3366,325,3691
C7165,NA,431,3257,3688
S602,NA,3234,441,3675
C138,NA,1096,2575,3671
C3481,NA,1082,2585,3667
F989,NA,2078,1581,3659
C5301,NA,1351,2300,3651
J040,NA,3086,561,3647
R102,NA,2039,1607,3646
C3490,NA,1257,2388,3645
M181,NA,2520,1116,3636
S062,NA,2373,1252,3625
Z947,NA,2184,1436,3620
G450,NA,2701,918,3619
H001,NA,3049,567,3616
N804,NA,2577,1039,3616
N61,NA,2927,680,3607
E220,NA,2076,1527,3603
M792,NA,2721,882,3603
K103,NA,3471,131,3602
Y944,NA,36,3565,3601
C168,NA,885,2715,3600
I2140,NA,2737,861,3598
D170,NA,1779,1816,3595
I831,NA,2560,1032,3592
O266,NA,3077,512,3589
F630,NA,2300,1273,3573
I808,NA,1442,2126,3568
M548,NA,3290,277,3567
G4019,NA,2528,1032,3560
K601,NA,2990,567,3557
I859,NA,1556,1995,3551
G992,NA,241,3309,3550
I829,NA,2465,1081,3546
I255,NA,2459,1085,3544
H186,NA,2440,1098,3538
N911,NA,2590,944,3534
K259,NA,1808,1725,3533
D809,NA,1743,1786,3529
R030,NA,3148,381,3529
C0889,NA,289,3237,3526
L023,NA,2847,671,3518
N209,NA,2594,923,3517
C098,NA,1174,2338,3512
I632,NA,2775,730,3505
D489,NA,1911,1593,3504
C4441,NA,1540,1961,3501
S834,NA,3091,410,3501
C041,NA,726,2774,3500
F929,NA,1979,1517,3496
S801,NA,2877,614,3491
B238,NA,2610,874,3484
Z359,NA,2819,665,3484
C4439,NA,775,2708,3483
I730,NA,2507,975,3482
S300,NA,2792,690,3482
C6930,NA,1597,1883,3480
H46,NA,2213,1266,3479
F600,NA,3355,113,3468
C902,NA,939,2526,3465
H901,NA,2048,1405,3453
N850,NA,2072,1367,3439
C4399,NA,901,2537,3438
L910,NA,2161,1275,3436
S663,NA,2595,838,3433
F1729,NA,2269,1162,3431
R520,NA,3059,370,3429
V499,NA,154,3273,3427
K650,NA,1722,1702,3424
I421,NA,2242,1180,3422
H113,NA,2454,964,3418
O020,NA,3093,323,3416
H603,NA,3263,151,3414
C2092,NA,1688,1720,3408
T150,NA,3049,353,3402
N037,NA,996,2405,3401
C5101,NA,704,2696,3400
Y968,NA,30,3369,3399
G728,NA,1808,1585,3393
S830,NA,2893,494,3387
R100,NA,2512,869,3381
C788,NA,507,2873,3380
I26,NA,3320,60,3380
C3422,NA,819,2554,3373
H812,NA,2249,1124,3373
I418,D868,1472,1899,3371
C6932,NA,875,2494,3369
J030,NA,2637,719,3356
F4300,NA,2998,355,3353
C4021,NA,1004,2347,3351
M198,NA,2847,503,3350
S400,NA,2806,535,3341
N162,D868,1518,1822,3340
E108,NA,2260,1078,3338
O429,NA,1855,1473,3328
K082,NA,2305,1022,3327
N815,NA,2166,1149,3315
E273,NA,817,2496,3313
G4010,NA,2348,961,3309
M220,NA,2591,717,3308
C159,NA,976,2331,3307
K402,NA,2443,863,3306
C5698,NA,1179,2118,3297
D8980,NA,737,2558,3295
N411,NA,2561,729,3290
E8350,NA,1403,1886,3289
S0220,NA,2586,702,3288
K912,NA,1272,2013,3285
M461,NA,2851,431,3282
S636,NA,2794,476,3270
G404,NA,2454,814,3268
E049,NA,2562,705,3267
Z032,NA,3158,107,3265
C23,NA,917,2347,3264
Q8500,NA,1615,1645,3260
I743,NA,1491,1767,3258
D22,NA,3152,104,3256
G43,NA,3216,36,3252
E859,NA,1129,2119,3248
J690,NA,1663,1580,3243
C775,NA,599,2638,3237
S913,NA,2779,458,3237
S619,NA,2529,707,3236
H357,NA,2030,1203,3233
D383,NA,659,2572,3231
G729,NA,2064,1164,3228
Z350,NA,2510,718,3228
S434,NA,2947,277,3224
C4373,NA,868,2343,3211
S899,NA,2800,404,3204
K0720,NA,1729,1473,3202
K21,NA,3108,92,3200
A418,NA,1354,1845,3199
I2101,NA,2069,1128,3197
F00,NA,3190,5,3195
G576,NA,2685,508,3193
C5093,NA,1203,1980,3183
O808,NA,2186,997,3183
C3436,NA,949,2231,3180
J439,NA,1547,1631,3178
K0714,NA,2305,872,3177
C579,NA,1129,2041,3170
G4039,NA,2707,459,3166
O680,NA,2862,302,3164
B353,NA,2698,460,3158
L272,NA,1850,1305,3155
F059,NA,1671,1481,3152
C829,NA,1628,1523,3151
O992,NA,1724,1427,3151
F1021,NA,2919,230,3149
C914,NA,1030,2114,3144
D400,NA,1457,1687,3144
S521,NA,2578,564,3142
C5672,NA,934,2202,3136
R730,NA,2831,303,3134
M244,NA,2919,214,3133
I619,NA,1926,1205,3131
M301,NA,1663,1468,3131
F2020,NA,2177,951,3128
E213,NA,1209,1908,3117
J09,NA,2077,1040,3117
L031,NA,2321,794,3115
C028,NA,453,2661,3114
O358,NA,2224,884,3108
C7110,NA,1090,2016,3106
K623,NA,1924,1182,3106
M519,NA,2918,187,3105
I84,NA,3036,67,3103
L088,NA,2661,438,3099
H185,NA,2139,959,3098
G258,NA,2521,572,3093
F152,NA,2780,312,3092
N800,NA,2046,1046,3092
C172,NA,1580,1510,3090
Q2111,NA,582,2507,3089
B349,NA,2246,842,3088
Z131,NA,2968,120,3088
S051,NA,2317,767,3084
N12,NA,2011,1071,3082
F410,NA,3015,66,3081
D728,NA,927,2148,3075
M758,NA,2664,410,3074
F430,NA,3027,44,3071
J869,NA,1395,1676,3071
S224,NA,2073,980,3053
J304,NA,2840,212,3052
Q234,NA,2202,850,3052
C051,NA,810,2241,3051
C7120,NA,777,2273,3050
K759,NA,2180,869,3049
S724,NA,2139,901,3040
C1879,NA,800,2239,3039
L719,NA,2168,871,3039
H520,NA,1101,1935,3036
N139,NA,1278,1755,3033
D232,NA,974,2056,3030
C1609,NA,804,2224,3028
F429,NA,2669,357,3026
C7121,NA,1131,1892,3023
L029,NA,2571,449,3020
N809,NA,2363,653,3016
C049,NA,259,2753,3012
D223,NA,1624,1387,3011
R73,NA,2986,24,3010
D808,NA,1174,1835,3009
W22,NA,100,2906,3006
F333,NA,2947,56,3003
S635,NA,2529,473,3002
O471,NA,2345,656,3001
C5419,NA,331,2666,2997
M180,NA,2552,435,2987
N459,NA,2200,778,2978
K0765,NA,2148,825,2973
K5900,NA,1591,1378,2969
S633,NA,2415,548,2963
C022,NA,709,2245,2954
N841,NA,2135,819,2954
C5381,NA,412,2540,2952
M869,NA,1769,1181,2950
C700,NA,157,2782,2939
R5181,NA,2117,818,2935
D3201,NA,916,2014,2930
N049,NA,1757,1170,2927
J019,NA,2578,348,2926
L409,NA,1698,1213,2911
C4339,NA,637,2273,2910
L219,NA,2470,440,2910
D861,NA,1317,1581,2898
Z618,NA,1046,1850,2896
O993,NA,2358,537,2895
G300,NA,2533,356,2889
J383,NA,1643,1242,2885
K0518,NA,2685,200,2885
L039,NA,2100,784,2884
I801,NA,1606,1274,2880
I781,NA,2791,88,2879
D136,NA,484,2392,2876
F338,NA,2703,169,2872
G564,NA,2166,706,2872
G453,NA,2033,835,2868
G513,NA,1955,908,2863
C254,NA,1448,1411,2859
F2033,NA,2727,132,2859
E3100,NA,1369,1484,2853
F2001,NA,2788,57,2845
E875,NA,1317,1526,2843
C5679,NA,855,1981,2836
S011,NA,1905,930,2835
Z739,NA,981,1854,2835
C7931,NA,536,2298,2834
M753,NA,2302,528,2830
I447,NA,1541,1287,2828
C4922,NA,590,2237,2827
Z730,NA,2802,24,2826
A150,NA,2209,616,2825
L500,NA,2207,618,2825
F2014,NA,2592,231,2823
M419,NA,1701,1119,2820
F701,NA,2528,287,2815
Z507,NA,2811,2,2813
I330,NA,1726,1085,2811
K801,NA,2128,682,2810
M332,NA,2450,357,2807
E7849,NA,501,2303,2804
C1633,NA,706,2090,2796
F0020,G308,1041,1752,2793
Q851,NA,1042,1748,2790
H3609,E103,2307,482,2789
L930,NA,1741,1048,2789
L308,NA,2043,742,2785
M712,NA,2378,407,2785
Z202,NA,1953,832,2785
H571,NA,2227,555,2782
S611,NA,2197,575,2772
C774,NA,393,2378,2771
K1379,NA,1750,1018,2768
C8451,NA,490,2276,2766
J40,NA,2466,300,2766
F1929,NA,2681,84,2765
G552,M479,1366,1399,2765
I630,NA,1761,1002,2763
G419,NA,1889,871,2760
D235,NA,1327,1432,2759
K567,NA,1601,1158,2759
M804,NA,1133,1625,2758
J341,NA,2185,564,2749
I83,NA,2694,53,2747
G551,NA,1844,897,2741
D252,NA,1775,963,2738
C4430,NA,1680,1057,2737
F2399,NA,2589,148,2737
N118,NA,2204,532,2736
C4350,NA,1708,1016,2724
I110,NA,2137,587,2724
N312,NA,1513,1205,2718
K863,NA,1300,1410,2710
C4829,NA,149,2560,2709
N851,NA,1248,1454,2702
R69,NA,2521,181,2702
D239,NA,1422,1279,2701
K0380,NA,2692,6,2698
K115,NA,1687,1009,2696
Z469,NA,2691,3,2694
C5600,NA,1011,1682,2693
C7939,NA,150,2543,2693
R739,NA,1989,700,2689
F447,NA,2257,428,2685
F2390,NA,2488,196,2684
N484,NA,1660,1023,2683
S661,NA,2068,615,2683
C310,NA,484,2198,2682
C210,NA,831,1850,2681
C329,NA,612,2063,2675
Z972,NA,2580,94,2674
M471,NA,2300,371,2671
C66,NA,644,2015,2659
I2111,NA,1714,945,2659
F602,NA,2591,64,2655
L089,NA,2100,553,2653
S824,NA,2207,445,2652
S634,NA,2130,521,2651
Q2110,NA,1499,1151,2650
C3430,NA,924,1724,2648
R521,NA,2286,362,2648
Z800,NA,1022,1614,2636
D045,NA,573,2052,2625
K028,NA,2169,455,2624
G454,NA,2205,418,2623
N481,NA,1968,654,2622
C7393,NA,379,2233,2612
M654,NA,2338,272,2610
S920,NA,2077,533,2610
D375,NA,821,1787,2608
C1639,NA,628,1976,2604
C8352,NA,354,2244,2598
C3439,NA,515,2077,2592
C218,NA,431,2160,2591
N433,NA,1960,631,2591
S066,NA,1457,1133,2590
L408,NA,1954,635,2589
F340,NA,2520,66,2586
F920,NA,2526,58,2584
C5080,NA,958,1623,2581
N710,NA,2033,545,2578
C0771,NA,187,2386,2573
K010,NA,1932,641,2573
J351,NA,2029,543,2572
H522,NA,1083,1476,2559
M779,NA,2346,206,2552
C0210,NA,617,1934,2551
E041,NA,2007,543,2550
F1000,NA,2355,193,2548
M146,NA,331,2215,2546
M349,NA,1645,901,2546
H0000,NA,2402,138,2540
I498,NA,1964,575,2539
M659,NA,2012,524,2536
F348,NA,2528,2,2530
H492,NA,1428,1099,2527
K550,NA,1046,1475,2521
T887,NA,1035,1483,2518
D3206,NA,431,2086,2517
R222,NA,2068,448,2516
A985,NA,2096,416,2512
Q2311,NA,1569,943,2512
C819,NA,1157,1351,2508
J300,NA,2242,266,2508
C7143,NA,363,2144,2507
F069,NA,2446,60,2506
F508,NA,2367,138,2505
J348,NA,1496,1009,2505
M331,NA,1387,1117,2504
I638,NA,1978,524,2502
E260,NA,1151,1350,2501
F1023,NA,2441,52,2493
H681,NA,1081,1401,2482
M707,NA,2273,208,2481
L958,NA,1004,1475,2479
K0710,NA,1156,1321,2477
C229,NA,719,1756,2475
J352,NA,2195,280,2475
K579,NA,1888,587,2475
B02,NA,2402,70,2472
E349,NA,617,1854,2471
S631,NA,1852,619,2471
C1872,NA,991,1475,2466
D227,NA,1274,1184,2458
S025,NA,2456,2,2458
X69,NA,97,2361,2458
M192,NA,2125,332,2457
C119,NA,387,2067,2454
O48,NA,2032,421,2453
J61,NA,1537,910,2447
T911,NA,2364,78,2442
J011,NA,1735,693,2428
M328,NA,1441,983,2424
O001,NA,2076,348,2424
T783,NA,1697,724,2421
L059,NA,2106,313,2419
D510,NA,1516,900,2416
C1809,NA,824,1591,2415
S0254,NA,2352,60,2412
C3491,NA,431,1980,2411
S825,NA,1999,410,2409
J960,NA,966,1440,2406
M752,NA,2331,71,2402
F988,NA,2005,395,2400
Q203,NA,2086,312,2398
M907,NA,38,2359,2397
O9989,NA,1529,868,2397
Z565,NA,108,2289,2397
C170,NA,916,1478,2394
I631,NA,1732,656,2388
R740,NA,1499,883,2382
D161,NA,422,1952,2374
H907,NA,1470,903,2373
K510,NA,2160,213,2373
C1819,NA,534,1836,2370
H355,NA,1882,481,2363
M130,NA,1907,456,2363
S625,NA,1821,541,2362
N941,NA,2091,266,2357
H021,NA,1240,1116,2356
C4363,NA,544,1804,2348
E282,NA,2043,304,2347
M242,NA,1976,371,2347
F2580,NA,2229,116,2345
D751,NA,651,1693,2344
N210,NA,1001,1343,2344
Z875,NA,602,1740,2342
E840,NA,2142,196,2338
K227,NA,1302,1032,2334
L940,NA,1871,463,2334
W31,NA,15,2315,2330
C8449,NA,629,1700,2329
L298,NA,1856,469,2325
C4923,NA,204,2120,2324
K1329,NA,1592,726,2318
F33,NA,2275,42,2317
N46,NA,1313,1004,2317
C740,NA,542,1774,2316
R224,NA,1826,490,2316
I679,NA,2114,201,2315
H191,NA,430,1884,2314
G958,NA,705,1603,2308
F001,NA,2060,245,2305
H66,NA,2229,75,2304
Z721,NA,2061,243,2304
C924,NA,736,1563,2299
M075,K519,1040,1259,2299
O209,NA,1882,417,2299
G259,NA,1128,1170,2298
L40,NA,2273,23,2296
D401,NA,668,1627,2295
C7394,NA,744,1550,2294
I440,NA,952,1336,2288
C792,NA,211,2072,2283
K5901,NA,1393,890,2283
K224,NA,865,1415,2280
N131,NA,1271,1008,2279
D132,NA,879,1396,2275
A411,NA,637,1636,2273
M123,NA,1840,433,2273
C1800,NA,1346,924,2270
C001,NA,664,1603,2267
C5312,NA,513,1753,2266
E162,NA,1478,785,2263
Z755,NA,2257,6,2263
D124,NA,1047,1215,2262
N040,NA,1066,1196,2262
E271,NA,1698,563,2261
S722,NA,1430,831,2261
L430,NA,1684,575,2259
C3401,NA,649,1609,2258
M495,NA,25,2232,2257
N281,NA,1087,1169,2256
L88,NA,1237,1016,2253
I611,NA,1352,897,2249
E106,NA,1825,423,2248
Z031,NA,1949,299,2248
C781,NA,213,2033,2246
E2304,NA,1521,722,2243
Z630,NA,2151,92,2243
J931,NA,1311,931,2242
F601,NA,2132,108,2240
C3406,NA,629,1610,2239
Z71,NA,2237,2,2239
C4442,NA,575,1662,2237
H809,NA,2048,188,2236
N945,NA,1637,598,2235
J82,NA,1675,559,2234
K8608,NA,1125,1107,2232
H539,NA,1692,536,2228
C5291,NA,804,1421,2225
D181,NA,499,1726,2225
J06,NA,2075,150,2225
M19,NA,2132,93,2225
C4920,NA,797,1427,2224
F1040,NA,1728,494,2222
K0117,NA,1862,359,2221
I2190,NA,1693,526,2219
K810,NA,1555,664,2219
S0240,NA,1690,529,2219
F61,NA,2214,4,2218
Z013,NA,2204,8,2212
C3496,NA,543,1667,2210
Q822,NA,1371,834,2205
S600,NA,1955,249,2204
T812,NA,1121,1079,2200
S618,NA,1800,396,2196
I2109,NA,1480,715,2195
Z314,NA,2136,59,2195
E880,NA,1665,528,2193
S0259,NA,2106,84,2190
D371,NA,987,1202,2189
A408,NA,1256,930,2186
L130,NA,1405,777,2182
C1820,NA,1161,1020,2181
G479,NA,1950,231,2181
L404,NA,1984,197,2181
D8418,NA,187,1993,2180
F790,NA,753,1424,2177
C5674,NA,826,1348,2174
C7183,NA,131,2043,2174
D461,NA,473,1701,2174
G801,NA,1309,864,2173
I272,NA,1071,1101,2172
O249,NA,2155,17,2172
C5389,NA,159,2012,2171
M815,NA,2088,82,2170
F1039,NA,1693,475,2168
G802,NA,1160,1006,2166
K0769,NA,1624,541,2165
R252,NA,1762,401,2163
R064,NA,1879,283,2162
C5181,NA,457,1701,2158
G573,NA,1615,540,2155
N410,NA,1622,530,2152
H618,NA,1504,647,2151
R010,NA,1144,1006,2150
L280,NA,1752,393,2145
C4370,NA,1315,829,2144
G245,NA,1465,678,2143
M658,NA,1886,257,2143
Z988,NA,2048,93,2141
J111,NA,1768,372,2140
Z933,NA,1365,771,2136
C5423,NA,590,1545,2135
Z352,NA,2028,107,2135
Z640,NA,2046,85,2131
I609,NA,1593,537,2130
R935,NA,999,1130,2129
C4461,NA,833,1294,2127
C839,NA,1019,1106,2125
S431,NA,1830,295,2125
Z320,NA,1765,360,2125
D060,NA,480,1643,2123
M009,NA,1589,533,2122
D179,NA,1252,868,2120
F312,NA,2108,12,2120
I319,NA,902,1218,2120
N178,NA,867,1253,2120
C5020,NA,1245,874,2119
G379,NA,1620,498,2118
K122,NA,1290,824,2114
C4802,NA,401,1712,2113
E892,NA,1292,821,2113
J329,NA,1799,314,2113
L989,NA,2040,73,2113
G822,NA,1108,1003,2111
K0722,NA,1437,673,2110
O200,NA,1859,245,2104
Z966,NA,1906,197,2103
S500,NA,1816,283,2099
Z463,NA,2098,1,2099
C3489,NA,252,1846,2098
F1322,NA,1867,231,2098
G248,NA,1221,877,2098
I890,NA,894,1203,2097
F840,NA,389,1706,2095
Z635,NA,1293,802,2095
N434,NA,1665,429,2094
Z964,NA,2091,3,2094
H542,NA,2028,65,2093
D127,NA,769,1321,2090
C7399,NA,689,1400,2089
F3201,NA,1954,134,2088
L232,NA,1116,970,2086
Q251,NA,1467,618,2085
B258,NA,744,1340,2084
C4349,NA,319,1762,2081
F640,NA,1290,790,2080
D62,NA,816,1258,2074
K0009,NA,1236,838,2074
I2119,NA,1450,617,2067
M252,NA,1796,269,2065
I792,E115,863,1201,2064
F2029,NA,2011,49,2060
F952,NA,1751,309,2060
C37,NA,1047,1011,2058
C8371,NA,447,1610,2057
D310,NA,679,1378,2057
ZA10,NA,2022,35,2057
S324,NA,1473,583,2056
K257,NA,905,1145,2050
C1629,NA,450,1598,2048
C4402,NA,493,1555,2048
L20,NA,2042,6,2048
D448,NA,1192,854,2046
M146,E116,1112,934,2046
M068,NA,1756,288,2044
O991,NA,709,1335,2044
C4369,NA,835,1206,2041
K858,NA,713,1328,2041
C779,NA,230,1809,2039
F109,NA,1584,455,2039
H356,NA,912,1125,2037
C4471,NA,859,1170,2029
I635,NA,1719,309,2028
T741,NA,1690,337,2027
E105,NA,1925,100,2025
K351,NA,1359,666,2025
F1124,NA,1847,176,2023
N032,NA,1132,891,2023
N082,D690,881,1134,2015
Z006,NA,1769,245,2014
H471,NA,917,1089,2006
K0462,NA,1837,169,2006
H5031,NA,1472,532,2004
M704,NA,1801,202,2003
I479,NA,1345,657,2002
H262,NA,1594,407,2001
J101,NA,1498,501,1999
M841,NA,1446,553,1999
R470,NA,1579,418,1997
M626,NA,1851,141,1992
F849,NA,1603,388,1991
K1374,NA,1359,632,1991
J03,NA,1890,98,1988
R688,NA,525,1462,1987
C241,NA,240,1744,1984
F2391,NA,1875,103,1978
M770,NA,1840,138,1978
F939,NA,1250,726,1976
G632,NA,866,1108,1974
M06,NA,1940,33,1973
S0230,NA,1357,615,1972
D059,NA,496,1475,1971
D839,NA,407,1564,1971
F409,NA,1720,247,1967
M339,NA,1448,519,1967
C504,NA,590,1376,1966
S050,NA,1543,420,1963
T922,NA,1293,670,1963
N084,NA,65,1897,1962
L270,NA,1227,733,1960
H101,NA,1641,318,1959
I70,NA,1939,15,1954
M608,NA,1143,808,1951
R072,NA,1445,505,1950
K704,NA,678,1270,1948
K0761,NA,1593,354,1947
N3283,NA,380,1567,1947
S827,NA,1400,544,1944
N085,M317,1314,627,1941
I490,NA,1412,527,1939
S620,NA,1587,352,1939
C8098,NA,234,1700,1934
N320,NA,1128,801,1929
N739,NA,1376,551,1927
H500,NA,1531,395,1926
I418,NA,22,1903,1925
N162,NA,42,1880,1922
D380,NA,641,1280,1921
C3421,NA,463,1453,1916
C4939,NA,309,1607,1916
C4889,NA,824,1091,1915
Y57,NA,201,1714,1915
C509,NA,233,1681,1914
M319,NA,1437,477,1914
D0331,NA,336,1577,1913
H110,NA,1080,833,1913
M768,NA,1722,186,1908
S925,NA,1693,210,1903
E2301,NA,906,994,1900
Y941,NA,6,1894,1900
F1031,NA,1282,615,1897
G919,NA,499,1394,1893
M411,NA,1641,251,1892
N952,NA,1553,335,1888
C8200,NA,1024,863,1887
D648,NA,958,926,1884
Z435,NA,1755,125,1880
O034,NA,1593,285,1878
A560,NA,1820,57,1877
D046,NA,454,1422,1876
I701,NA,1418,458,1876
J014,NA,1164,712,1876
G40,NA,1840,35,1875
K254,NA,625,1243,1868
F3301,NA,1790,76,1866
N130,NA,885,981,1866
C3415,NA,717,1148,1865
S421,NA,1343,522,1865
