concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,tmp_name_fi
3889,Occipital presentation,Condition,ICD8fi,5-digit ICD8fi,NA,65810,1970-01-01,2299-11-03,NA,"Pää edellä, niska- tai takaraivotarjonta"
3890,Face and brow presentation,Condition,ICD8fi,5-digit ICD8fi,NA,65811,1970-01-01,2299-11-03,NA,"Pää, edellä, kasvo- tai otsatarjonta"
3891,"Face presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,65812,1970-01-01,2299-11-03,NA,Avoin kasvotarjonta
3892,"Brow presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,65813,1970-01-01,2299-11-03,NA,Avoin otsatarjonta
3893,"Occipital presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,65814,1970-01-01,2299-11-03,NA,Avoin niska- tai takaraivotarjonta
3894,"Cephalic presentation, transverse position",Condition,ICD8fi,5-digit ICD8fi,NA,65815,1970-01-01,2299-11-03,NA,Syvä poikkiasento
3895,Complete or incomplete breech presentation,Condition,ICD8fi,5-digit ICD8fi,NA,65816,1970-01-01,2299-11-03,NA,Perä- tai jalkatarjonta
3896,"Multiple pregnancy, all presentations",Condition,ICD8fi,5-digit ICD8fi,NA,65817,1970-01-01,2299-11-03,NA,Monisynnytyksen kaikki tarjonnat
3897,Other or imprecisely defined presentation,Condition,ICD8fi,5-digit ICD8fi,NA,65818,1970-01-01,2299-11-03,NA,Muu tai epätarkasti määritelty tarjonta
3898,UNS,Condition,ICD8fi,5-digit ICD8fi,NA,65819,1970-01-01,2299-11-03,NA,Ei tietoa
3899,"Synnytys, jonka sivuhäiriönä on välilihan repeämä ilman tietoa muusta repeämästä, Repeämä ulottuu peräsuoleen",Condition,ICD8fi,4-digit ICD8fi,NA,6582,1970-01-01,2299-11-03,NA,"Synnytys, jonka sivuhäiriönä on välilihan repeämä ilman tietoa muusta repeämästä, Repeämä ulottuu peräsuoleen"
3900,Occipital presentation,Condition,ICD8fi,5-digit ICD8fi,NA,65820,1970-01-01,2299-11-03,NA,"Pää edellä, niska- tai takaraivotarjonta"
3901,Face and brow presentation,Condition,ICD8fi,5-digit ICD8fi,NA,65821,1970-01-01,2299-11-03,NA,"Pää, edellä, kasvo- tai otsatarjonta"
3902,"Face presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,65822,1970-01-01,2299-11-03,NA,Avoin kasvotarjonta
3903,"Brow presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,65823,1970-01-01,2299-11-03,NA,Avoin otsatarjonta
3904,"Occipital presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,65824,1970-01-01,2299-11-03,NA,Avoin niska- tai takaraivotarjonta
3905,"Cephalic presentation, transverse position",Condition,ICD8fi,5-digit ICD8fi,NA,65825,1970-01-01,2299-11-03,NA,Syvä poikkiasento
3906,Complete or incomplete breech presentation,Condition,ICD8fi,5-digit ICD8fi,NA,65826,1970-01-01,2299-11-03,NA,Perä- tai jalkatarjonta
3907,"Multiple pregnancy, all presentations",Condition,ICD8fi,5-digit ICD8fi,NA,65827,1970-01-01,2299-11-03,NA,Monisynnytyksen kaikki tarjonnat
3908,Other or imprecisely defined presentation,Condition,ICD8fi,5-digit ICD8fi,NA,65828,1970-01-01,2299-11-03,NA,Muu tai epätarkasti määritelty tarjonta
3909,UNS,Condition,ICD8fi,5-digit ICD8fi,NA,65829,1970-01-01,2299-11-03,NA,Ei tietoa
3910,Occipital presentation,Condition,ICD8fi,5-digit ICD8fi,NA,65890,1970-01-01,2299-11-03,NA,"Pää edellä, niska- tai takaraivotarjonta"
3911,Face and brow presentation,Condition,ICD8fi,5-digit ICD8fi,NA,65891,1970-01-01,2299-11-03,NA,"Pää, edellä, kasvo- tai otsatarjonta"
3912,"Face presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,65892,1970-01-01,2299-11-03,NA,Avoin kasvotarjonta
3913,"Brow presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,65893,1970-01-01,2299-11-03,NA,Avoin otsatarjonta
3914,"Occipital presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,65894,1970-01-01,2299-11-03,NA,Avoin niska- tai takaraivotarjonta
3915,"Cephalic presentation, transverse position",Condition,ICD8fi,5-digit ICD8fi,NA,65895,1970-01-01,2299-11-03,NA,Syvä poikkiasento
3916,Complete or incomplete breech presentation,Condition,ICD8fi,5-digit ICD8fi,NA,65896,1970-01-01,2299-11-03,NA,Perä- tai jalkatarjonta
3917,"Multiple pregnancy, all presentations",Condition,ICD8fi,5-digit ICD8fi,NA,65897,1970-01-01,2299-11-03,NA,Monisynnytyksen kaikki tarjonnat
3918,Other or imprecisely defined presentation,Condition,ICD8fi,5-digit ICD8fi,NA,65898,1970-01-01,2299-11-03,NA,Muu tai epätarkasti määritelty tarjonta
3919,UNS,Condition,ICD8fi,5-digit ICD8fi,NA,65899,1970-01-01,2299-11-03,NA,Ei tietoa
3920,Delivery with rupture of uterus,Condition,ICD8fi,3-digit ICD8fi,NA,659,1970-01-01,2299-11-03,NA,"Synnytys, sivuhäiriönä kohdunrepeämä"
3921,"Delivery with rupture of uterus, Occipital presentation",Condition,ICD8fi,5-digit ICD8fi,NA,65990,1970-01-01,2299-11-03,NA,"Synnytys, sivuhäiriönä kohdunrepeämä, Pää edellä, niska- tai takaraivotarjonta"
3922,"Delivery with rupture of uterus, Face and brow presentation",Condition,ICD8fi,5-digit ICD8fi,NA,65991,1970-01-01,2299-11-03,NA,"Synnytys, sivuhäiriönä kohdunrepeämä, Pää, edellä, kasvo- tai otsatarjonta"
3923,"Delivery with rupture of uterus, Face presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,65992,1970-01-01,2299-11-03,NA,"Synnytys, sivuhäiriönä kohdunrepeämä, Avoin kasvotarjonta"
3924,"Delivery with rupture of uterus, Brow presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,65993,1970-01-01,2299-11-03,NA,"Synnytys, sivuhäiriönä kohdunrepeämä, Avoin otsatarjonta"
3925,"Delivery with rupture of uterus, Occipital presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,65994,1970-01-01,2299-11-03,NA,"Synnytys, sivuhäiriönä kohdunrepeämä, Avoin niska- tai takaraivotarjonta"
3926,"Delivery with rupture of uterus, Cephalic presentation, transverse position",Condition,ICD8fi,5-digit ICD8fi,NA,65995,1970-01-01,2299-11-03,NA,"Synnytys, sivuhäiriönä kohdunrepeämä, Syvä poikkiasento"
3927,"Delivery with rupture of uterus, Complete or incomplete breech presentation",Condition,ICD8fi,5-digit ICD8fi,NA,65996,1970-01-01,2299-11-03,NA,"Synnytys, sivuhäiriönä kohdunrepeämä, Perä- tai jalkatarjonta"
3928,"Delivery with rupture of uterus, Multiple pregnancy, all presentations",Condition,ICD8fi,5-digit ICD8fi,NA,65997,1970-01-01,2299-11-03,NA,"Synnytys, sivuhäiriönä kohdunrepeämä, Monisynnytyksen kaikki tarjonnat"
3929,"Delivery with rupture of uterus, Other or imprecisely defined presentation",Condition,ICD8fi,5-digit ICD8fi,NA,65998,1970-01-01,2299-11-03,NA,"Synnytys, sivuhäiriönä kohdunrepeämä, Muu tai epätarkasti määritelty tarjonta"
3930,"Delivery with rupture of uterus, UNS",Condition,ICD8fi,5-digit ICD8fi,NA,65999,1970-01-01,2299-11-03,NA,"Synnytys, sivuhäiriönä kohdunrepeämä, Ei tietoa"
3931,Delivery with other obstetrical trauma,Condition,ICD8fi,3-digit ICD8fi,NA,660,1970-01-01,2299-11-03,NA,"Synnytys, jossa sivuhäiriönä muu äidin synnytysvaurio"
3932,Occipital presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66000,1970-01-01,2299-11-03,NA,"Pää edellä, niska- tai takaraivotarjonta"
3933,Face and brow presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66001,1970-01-01,2299-11-03,NA,"Pää, edellä, kasvo- tai otsatarjonta"
3934,"Face presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66002,1970-01-01,2299-11-03,NA,Avoin kasvotarjonta
3935,"Brow presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66003,1970-01-01,2299-11-03,NA,Avoin otsatarjonta
3936,"Occipital presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66004,1970-01-01,2299-11-03,NA,Avoin niska- tai takaraivotarjonta
3937,"Cephalic presentation, transverse position",Condition,ICD8fi,5-digit ICD8fi,NA,66005,1970-01-01,2299-11-03,NA,Syvä poikkiasento
3938,Complete or incomplete breech presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66006,1970-01-01,2299-11-03,NA,Perä- tai jalkatarjonta
3939,"Multiple pregnancy, all presentations",Condition,ICD8fi,5-digit ICD8fi,NA,66007,1970-01-01,2299-11-03,NA,Monisynnytyksen kaikki tarjonnat
3940,Other or imprecisely defined presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66008,1970-01-01,2299-11-03,NA,Muu tai epätarkasti määritelty tarjonta
3941,UNS,Condition,ICD8fi,5-digit ICD8fi,NA,66009,1970-01-01,2299-11-03,NA,Ei tietoa
3942,Occipital presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66010,1970-01-01,2299-11-03,NA,"Pää edellä, niska- tai takaraivotarjonta"
3943,Face and brow presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66011,1970-01-01,2299-11-03,NA,"Pää, edellä, kasvo- tai otsatarjonta"
3944,"Face presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66012,1970-01-01,2299-11-03,NA,Avoin kasvotarjonta
3945,"Brow presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66013,1970-01-01,2299-11-03,NA,Avoin otsatarjonta
3946,"Occipital presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66014,1970-01-01,2299-11-03,NA,Avoin niska- tai takaraivotarjonta
3947,"Cephalic presentation, transverse position",Condition,ICD8fi,5-digit ICD8fi,NA,66015,1970-01-01,2299-11-03,NA,Syvä poikkiasento
3948,Complete or incomplete breech presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66016,1970-01-01,2299-11-03,NA,Perä- tai jalkatarjonta
3949,"Multiple pregnancy, all presentations",Condition,ICD8fi,5-digit ICD8fi,NA,66017,1970-01-01,2299-11-03,NA,Monisynnytyksen kaikki tarjonnat
3950,Other or imprecisely defined presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66018,1970-01-01,2299-11-03,NA,Muu tai epätarkasti määritelty tarjonta
3951,UNS,Condition,ICD8fi,5-digit ICD8fi,NA,66019,1970-01-01,2299-11-03,NA,Ei tietoa
3952,Occipital presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66020,1970-01-01,2299-11-03,NA,"Pää edellä, niska- tai takaraivotarjonta"
3953,Face and brow presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66021,1970-01-01,2299-11-03,NA,"Pää, edellä, kasvo- tai otsatarjonta"
3954,"Face presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66022,1970-01-01,2299-11-03,NA,Avoin kasvotarjonta
3955,"Brow presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66023,1970-01-01,2299-11-03,NA,Avoin otsatarjonta
3956,"Occipital presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66024,1970-01-01,2299-11-03,NA,Avoin niska- tai takaraivotarjonta
3957,"Cephalic presentation, transverse position",Condition,ICD8fi,5-digit ICD8fi,NA,66025,1970-01-01,2299-11-03,NA,Syvä poikkiasento
3958,Complete or incomplete breech presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66026,1970-01-01,2299-11-03,NA,Perä- tai jalkatarjonta
3959,"Multiple pregnancy, all presentations",Condition,ICD8fi,5-digit ICD8fi,NA,66027,1970-01-01,2299-11-03,NA,Monisynnytyksen kaikki tarjonnat
3960,Other or imprecisely defined presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66028,1970-01-01,2299-11-03,NA,Muu tai epätarkasti määritelty tarjonta
3961,UNS,Condition,ICD8fi,5-digit ICD8fi,NA,66029,1970-01-01,2299-11-03,NA,Ei tietoa
3962,Occipital presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66030,1970-01-01,2299-11-03,NA,"Pää edellä, niska- tai takaraivotarjonta"
3963,Face and brow presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66031,1970-01-01,2299-11-03,NA,"Pää, edellä, kasvo- tai otsatarjonta"
3964,"Face presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66032,1970-01-01,2299-11-03,NA,Avoin kasvotarjonta
3965,"Brow presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66033,1970-01-01,2299-11-03,NA,Avoin otsatarjonta
3966,"Occipital presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66034,1970-01-01,2299-11-03,NA,Avoin niska- tai takaraivotarjonta
3967,"Cephalic presentation, transverse position",Condition,ICD8fi,5-digit ICD8fi,NA,66035,1970-01-01,2299-11-03,NA,Syvä poikkiasento
3968,Complete or incomplete breech presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66036,1970-01-01,2299-11-03,NA,Perä- tai jalkatarjonta
3969,"Multiple pregnancy, all presentations",Condition,ICD8fi,5-digit ICD8fi,NA,66037,1970-01-01,2299-11-03,NA,Monisynnytyksen kaikki tarjonnat
3970,Other or imprecisely defined presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66038,1970-01-01,2299-11-03,NA,Muu tai epätarkasti määritelty tarjonta
3971,UNS,Condition,ICD8fi,5-digit ICD8fi,NA,66039,1970-01-01,2299-11-03,NA,Ei tietoa
3972,Occipital presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66040,1970-01-01,2299-11-03,NA,"Pää edellä, niska- tai takaraivotarjonta"
3973,Face and brow presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66041,1970-01-01,2299-11-03,NA,"Pää, edellä, kasvo- tai otsatarjonta"
3974,"Face presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66042,1970-01-01,2299-11-03,NA,Avoin kasvotarjonta
3975,"Brow presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66043,1970-01-01,2299-11-03,NA,Avoin otsatarjonta
3976,"Occipital presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66044,1970-01-01,2299-11-03,NA,Avoin niska- tai takaraivotarjonta
3977,"Cephalic presentation, transverse position",Condition,ICD8fi,5-digit ICD8fi,NA,66045,1970-01-01,2299-11-03,NA,Syvä poikkiasento
3978,Complete or incomplete breech presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66046,1970-01-01,2299-11-03,NA,Perä- tai jalkatarjonta
3979,"Multiple pregnancy, all presentations",Condition,ICD8fi,5-digit ICD8fi,NA,66047,1970-01-01,2299-11-03,NA,Monisynnytyksen kaikki tarjonnat
3980,Other or imprecisely defined presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66048,1970-01-01,2299-11-03,NA,Muu tai epätarkasti määritelty tarjonta
3981,UNS,Condition,ICD8fi,5-digit ICD8fi,NA,66049,1970-01-01,2299-11-03,NA,Ei tietoa
3982,Occipital presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66080,1970-01-01,2299-11-03,NA,"Pää edellä, niska- tai takaraivotarjonta"
3983,Face and brow presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66081,1970-01-01,2299-11-03,NA,"Pää, edellä, kasvo- tai otsatarjonta"
3984,"Face presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66082,1970-01-01,2299-11-03,NA,Avoin kasvotarjonta
3985,"Brow presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66083,1970-01-01,2299-11-03,NA,Avoin otsatarjonta
3986,"Occipital presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66084,1970-01-01,2299-11-03,NA,Avoin niska- tai takaraivotarjonta
3987,"Cephalic presentation, transverse position",Condition,ICD8fi,5-digit ICD8fi,NA,66085,1970-01-01,2299-11-03,NA,Syvä poikkiasento
3988,Complete or incomplete breech presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66086,1970-01-01,2299-11-03,NA,Perä- tai jalkatarjonta
3989,"Multiple pregnancy, all presentations",Condition,ICD8fi,5-digit ICD8fi,NA,66087,1970-01-01,2299-11-03,NA,Monisynnytyksen kaikki tarjonnat
3990,Other or imprecisely defined presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66088,1970-01-01,2299-11-03,NA,Muu tai epätarkasti määritelty tarjonta
3991,UNS,Condition,ICD8fi,5-digit ICD8fi,NA,66089,1970-01-01,2299-11-03,NA,Ei tietoa
3992,Occipital presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66090,1970-01-01,2299-11-03,NA,"Pää edellä, niska- tai takaraivotarjonta"
3993,Face and brow presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66091,1970-01-01,2299-11-03,NA,"Pää, edellä, kasvo- tai otsatarjonta"
3994,"Face presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66092,1970-01-01,2299-11-03,NA,Avoin kasvotarjonta
3995,"Brow presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66093,1970-01-01,2299-11-03,NA,Avoin otsatarjonta
3996,"Occipital presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66094,1970-01-01,2299-11-03,NA,Avoin niska- tai takaraivotarjonta
3997,"Cephalic presentation, transverse position",Condition,ICD8fi,5-digit ICD8fi,NA,66095,1970-01-01,2299-11-03,NA,Syvä poikkiasento
3998,Complete or incomplete breech presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66096,1970-01-01,2299-11-03,NA,Perä- tai jalkatarjonta
3999,"Multiple pregnancy, all presentations",Condition,ICD8fi,5-digit ICD8fi,NA,66097,1970-01-01,2299-11-03,NA,Monisynnytyksen kaikki tarjonnat
4000,Other or imprecisely defined presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66098,1970-01-01,2299-11-03,NA,Muu tai epätarkasti määritelty tarjonta
4001,UNS,Condition,ICD8fi,5-digit ICD8fi,NA,66099,1970-01-01,2299-11-03,NA,Ei tietoa
4002,Delivery with other complications,Condition,ICD8fi,3-digit ICD8fi,NA,661,1970-01-01,2299-11-03,NA,"Synnytys, jossa muu sivuhäiriö"
4003,"Synnytys, jossa muu sivuhäiriö, Liian aikainen lapsiveden meno",Condition,ICD8fi,4-digit ICD8fi,NA,6610,1970-01-01,2299-11-03,NA,"Synnytys, jossa muu sivuhäiriö, Liian aikainen lapsiveden meno"
4004,Occipital presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66100,1970-01-01,2299-11-03,NA,"Pää edellä, niska- tai takaraivotarjonta"
4005,Face and brow presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66101,1970-01-01,2299-11-03,NA,"Pää, edellä, kasvo- tai otsatarjonta"
4006,"Face presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66102,1970-01-01,2299-11-03,NA,Avoin kasvotarjonta
4007,"Brow presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66103,1970-01-01,2299-11-03,NA,Avoin otsatarjonta
4008,"Occipital presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66104,1970-01-01,2299-11-03,NA,Avoin niska- tai takaraivotarjonta
4009,"Cephalic presentation, transverse position",Condition,ICD8fi,5-digit ICD8fi,NA,66105,1970-01-01,2299-11-03,NA,Syvä poikkiasento
4010,Complete or incomplete breech presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66106,1970-01-01,2299-11-03,NA,Perä- tai jalkatarjonta
4011,"Multiple pregnancy, all presentations",Condition,ICD8fi,5-digit ICD8fi,NA,66107,1970-01-01,2299-11-03,NA,Monisynnytyksen kaikki tarjonnat
4012,Other or imprecisely defined presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66108,1970-01-01,2299-11-03,NA,Muu tai epätarkasti määritelty tarjonta
4013,UNS,Condition,ICD8fi,5-digit ICD8fi,NA,66109,1970-01-01,2299-11-03,NA,Ei tietoa
4014,Occipital presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66110,1970-01-01,2299-11-03,NA,"Pää edellä, niska- tai takaraivotarjonta"
4015,Face and brow presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66111,1970-01-01,2299-11-03,NA,"Pää, edellä, kasvo- tai otsatarjonta"
4016,"Face presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66112,1970-01-01,2299-11-03,NA,Avoin kasvotarjonta
4017,"Brow presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66113,1970-01-01,2299-11-03,NA,Avoin otsatarjonta
4018,"Occipital presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66114,1970-01-01,2299-11-03,NA,Avoin niska- tai takaraivotarjonta
4019,"Cephalic presentation, transverse position",Condition,ICD8fi,5-digit ICD8fi,NA,66115,1970-01-01,2299-11-03,NA,Syvä poikkiasento
4020,Complete or incomplete breech presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66116,1970-01-01,2299-11-03,NA,Perä- tai jalkatarjonta
4021,"Multiple pregnancy, all presentations",Condition,ICD8fi,5-digit ICD8fi,NA,66117,1970-01-01,2299-11-03,NA,Monisynnytyksen kaikki tarjonnat
4022,Other or imprecisely defined presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66118,1970-01-01,2299-11-03,NA,Muu tai epätarkasti määritelty tarjonta
4023,UNS,Condition,ICD8fi,5-digit ICD8fi,NA,66119,1970-01-01,2299-11-03,NA,Ei tietoa
4024,Occipital presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66120,1970-01-01,2299-11-03,NA,"Pää edellä, niska- tai takaraivotarjonta"
4025,Face and brow presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66121,1970-01-01,2299-11-03,NA,"Pää, edellä, kasvo- tai otsatarjonta"
4026,"Face presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66122,1970-01-01,2299-11-03,NA,Avoin kasvotarjonta
4027,"Brow presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66123,1970-01-01,2299-11-03,NA,Avoin otsatarjonta
4028,"Occipital presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66124,1970-01-01,2299-11-03,NA,Avoin niska- tai takaraivotarjonta
4029,"Cephalic presentation, transverse position",Condition,ICD8fi,5-digit ICD8fi,NA,66125,1970-01-01,2299-11-03,NA,Syvä poikkiasento
4030,Complete or incomplete breech presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66126,1970-01-01,2299-11-03,NA,Perä- tai jalkatarjonta
4031,"Multiple pregnancy, all presentations",Condition,ICD8fi,5-digit ICD8fi,NA,66127,1970-01-01,2299-11-03,NA,Monisynnytyksen kaikki tarjonnat
4032,Other or imprecisely defined presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66128,1970-01-01,2299-11-03,NA,Muu tai epätarkasti määritelty tarjonta
4033,UNS,Condition,ICD8fi,5-digit ICD8fi,NA,66129,1970-01-01,2299-11-03,NA,Ei tietoa
4034,Occipital presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66130,1970-01-01,2299-11-03,NA,"Pää edellä, niska- tai takaraivotarjonta"
4035,Face and brow presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66131,1970-01-01,2299-11-03,NA,"Pää, edellä, kasvo- tai otsatarjonta"
4036,"Face presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66132,1970-01-01,2299-11-03,NA,Avoin kasvotarjonta
4037,"Brow presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66133,1970-01-01,2299-11-03,NA,Avoin otsatarjonta
4038,"Occipital presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66134,1970-01-01,2299-11-03,NA,Avoin niska- tai takaraivotarjonta
4039,"Cephalic presentation, transverse position",Condition,ICD8fi,5-digit ICD8fi,NA,66135,1970-01-01,2299-11-03,NA,Syvä poikkiasento
4040,Complete or incomplete breech presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66136,1970-01-01,2299-11-03,NA,Perä- tai jalkatarjonta
4041,"Multiple pregnancy, all presentations",Condition,ICD8fi,5-digit ICD8fi,NA,66137,1970-01-01,2299-11-03,NA,Monisynnytyksen kaikki tarjonnat
4042,Other or imprecisely defined presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66138,1970-01-01,2299-11-03,NA,Muu tai epätarkasti määritelty tarjonta
4043,UNS,Condition,ICD8fi,5-digit ICD8fi,NA,66139,1970-01-01,2299-11-03,NA,Ei tietoa
4044,Occipital presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66140,1970-01-01,2299-11-03,NA,"Pää edellä, niska- tai takaraivotarjonta"
4045,Face and brow presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66141,1970-01-01,2299-11-03,NA,"Pää, edellä, kasvo- tai otsatarjonta"
4046,"Face presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66142,1970-01-01,2299-11-03,NA,Avoin kasvotarjonta
4047,"Brow presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66143,1970-01-01,2299-11-03,NA,Avoin otsatarjonta
4048,"Occipital presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66144,1970-01-01,2299-11-03,NA,Avoin niska- tai takaraivotarjonta
4049,"Cephalic presentation, transverse position",Condition,ICD8fi,5-digit ICD8fi,NA,66145,1970-01-01,2299-11-03,NA,Syvä poikkiasento
4050,Complete or incomplete breech presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66146,1970-01-01,2299-11-03,NA,Perä- tai jalkatarjonta
4051,"Multiple pregnancy, all presentations",Condition,ICD8fi,5-digit ICD8fi,NA,66147,1970-01-01,2299-11-03,NA,Monisynnytyksen kaikki tarjonnat
4052,Other or imprecisely defined presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66148,1970-01-01,2299-11-03,NA,Muu tai epätarkasti määritelty tarjonta
4053,UNS,Condition,ICD8fi,5-digit ICD8fi,NA,66149,1970-01-01,2299-11-03,NA,Ei tietoa
4054,Occipital presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66150,1970-01-01,2299-11-03,NA,"Pää edellä, niska- tai takaraivotarjonta"
4055,Face and brow presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66151,1970-01-01,2299-11-03,NA,"Pää, edellä, kasvo- tai otsatarjonta"
4056,"Face presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66152,1970-01-01,2299-11-03,NA,Avoin kasvotarjonta
4057,"Brow presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66153,1970-01-01,2299-11-03,NA,Avoin otsatarjonta
4058,"Occipital presentation, posterior position",Condition,ICD8fi,5-digit ICD8fi,NA,66154,1970-01-01,2299-11-03,NA,Avoin niska- tai takaraivotarjonta
4059,"Cephalic presentation, transverse position",Condition,ICD8fi,5-digit ICD8fi,NA,66155,1970-01-01,2299-11-03,NA,Syvä poikkiasento
4060,Complete or incomplete breech presentation,Condition,ICD8fi,5-digit ICD8fi,NA,66156,1970-01-01,2299-11-03,NA,Perä- tai jalkatarjonta
4061,"Multiple pregnancy, all presentations",Condition,ICD8fi,5-digit ICD8fi,NA,66157,1970-01-01,2299-11-03,NA,Monisynnytyksen kaikki tarjonnat
