code,name_la,name_fi,name_en,name_se,name_en_source
73802,"Aliae deformitates, Genu valgum","Muut epämuodostumat, Genu valgum","Other deformities, Genu valgum",NA,THL
73803,"Aliae deformitates, Genu varum","Muut epämuodostumat, Genu varum","Other deformities, Genu varum",NA,THL
73804,"Aliae deformitates, Hallux rigidus","Muut epämuodostumat, Hallux rigidus","Other deformities, Hallux rigidus",NA,THL
73805,"Aliae deformitates, Digitus malleus","Muut epämuodostumat, Vasaravarvas","Other deformities, Digitus malleus","Andra deformiteter, Hammartå",THL
73808,"Aliae deformitates, Aliae definitae","Muut epämuodostumat, Aliae definitae","Other deformities, Aliae definitae",NA,THL
73809,"Aliae deformitates, NUD","Muut epämuodostumat, NUD","Other deformities, Unspecified",NA,THL
740-759,XIV.  Maleformationes congenitae,XIV. Synnynnäiset epämuodostumat,Congenital anomalies,XIV. Medfödda missbildningar,THL
740,Anencephalia (acrania),Aivottomuus (vajaakalloisuus),Anencephalus,NA,THL
74099,Anencephalia (acrania),Aivottomuus (vajaakalloisuus),Anencephalus,NA,THL
741,Spina bifida aperta,Avoin selkäydinhalkio,Spina bifida,Öppen spina bifida,THL
74100,"Spina bifida aperta, Cum hydrocephalo, cute tecta","Avoin selkäydinhalkio, Sen lisäksi vesipää, ihon peittämä","Spina bifida, Cum hydrocephalo, cute tecta","Öppen spina bifida, Med hydrocefalus, hudtäckt",THL
74101,"Spina bifida aperta, Cum hydrocephalo, non cute tecta","Avoin selkäydinhalkio, Sen lisäksi vesipää, ei tietoa ihosta","Spina bifida, Cum hydrocephalo, non cute tecta","Öppen spina bifida, Med hydrocefalus, utan uppgift om hud",THL
74190,"Spina bifida aperta, Hydrocephalo non indicato, cute tecta","Avoin selkäydinhalkio, Hydrocephalo non indicato, cute tecta","Spina bifida, Hydrocephalo non indicato, cute tecta",NA,THL
74191,"Spina bifida aperta, Hydrocephalo non indicato, non ente tecta","Avoin selkäydinhalkio, Hydrocephalo non indicato, non ente tecta","Spina bifida, Hydrocephalo non indicato, non ente tecta",NA,THL
74199,"Spina bifida aperta, NUD","Avoin selkäydinhalkio, NUD","Spina bifida, Without mention of hydrocephalus",NA,THL
742,Hydrocephalus congenitus,Synnynnäinen vesipää (ilman selkäudinhalkiota),Congenital hydrocephalus,Medfödd hydrocefalus (utan spina bifida),THL
74200,"Hydrocephalus congenitus, Communicans","Synnynnäinen vesipää (ilman selkäudinhalkiota), Communicans","Congenital hydrocephalus, Communicans",NA,THL
74201,"Hydrocephalus congenitus, Non communicans","Synnynnäinen vesipää (ilman selkäudinhalkiota), Non communicans","Congenital hydrocephalus, Non communicans",NA,THL
74209,"Hydrocephalus congenitus, NUD","Synnynnäinen vesipää (ilman selkäudinhalkiota), NUD","Congenital hydrocephalus, Unspecified",NA,THL
743,Maleformationes systematis nervosi aliae,Hermoston muut synnynnäiset epämuodostumat,Other congenital anomalies of nervous system,Andra medfödda missbildningar i nervsystemet,THL
74300,"Maleformationes systematis nervosi aliae, Encephalocele","Hermoston muut synnynnäiset epämuodostumat, Encephalocele","Other congenital anomalies of nervous system, Encephalocele",NA,THL
74310,"Maleformationes systematis nervosi aliae, Microcephalus","Hermoston muut synnynnäiset epämuodostumat, Microcephalus","Other congenital anomalies of nervous system, Microcephalus",NA,THL
74320,"Maleformationes systematis nervosi aliae, Agenesis corporis callosi","Hermoston muut synnynnäiset epämuodostumat, Agenesis corporis callosi","Other congenital anomalies of nervous system, Agenesis corporis callosi",NA,THL
74321,"Maleformationes systematis nervosi aliae, Porencephalia","Hermoston muut synnynnäiset epämuodostumat, Porencephalia","Other congenital anomalies of nervous system, Porencephalia",NA,THL
74323,"Maleformationes systematis nervosi aliae, Hydranencephalia","Hermoston muut synnynnäiset epämuodostumat, Hydranencephalia","Other congenital anomalies of nervous system, Hydranencephalia",NA,THL
74328,"Maleformationes systematis nervosi aliae, Maleformationes cerebri aliae","Hermoston muut synnynnäiset epämuodostumat, Maleformationes cerebri aliae","Other congenital anomalies of nervous system, Maleformationes cerebri aliae",NA,THL
74338,"Maleformationes systematis nervosi aliae, Maleformationes medullae spinalis aliae","Hermoston muut synnynnäiset epämuodostumat, Maleformationes medullae spinalis aliae","Other congenital anomalies of nervous system, Other specified anomalies of spinal cord",NA,THL
74340,"Maleformationes systematis nervosi aliae, Neurofibromatosis (von Recklinghausen)","Hermoston muut synnynnäiset epämuodostumat, Neurofibromatosis (von Recklinghausen)","Other congenital anomalies of nervous system, Neurofibromatosis",NA,THL
74388,"Maleformationes systematis nervosi aliae, Aliae definitae","Hermoston muut synnynnäiset epämuodostumat, Aliae definitae","Other congenital anomalies of nervous system, Other anomalies of nervous system",NA,THL
74399,"Maleformationes systematis nervosi aliae, Maleformationes cerebri, medullae spinalis et systematis nervosi NUD","Hermoston muut synnynnäiset epämuodostumat, Maleformationes cerebri, medullae spinalis et systematis nervosi NUD","Other congenital anomalies of nervous system, Unspecified anomalies of brain, spinal cord and nervous system",NA,THL
744,Maleformationes oculorum congenitae,Silmän synnynnäiset epämuodostumat,Congenital anomalies of eye,Medfödda ögonmissbildningar,THL
74400,"Maleformationes oculorum congenitae, Anophthalmus","Silmän synnynnäiset epämuodostumat, Anophthalmus","Congenital anomalies of eye, Anophthalmos",NA,THL
74410,"Maleformationes oculorum congenitae, Microphthalmus","Silmän synnynnäiset epämuodostumat, Microphthalmus","Congenital anomalies of eye, Microphthalmos",NA,THL
74420,"Maleformationes oculorum congenitae, Buphthalmus (glaucoma)","Silmän synnynnäiset epämuodostumat, Buphthalmus (glaucoma)","Congenital anomalies of eye, Buphthalmus (glaucoma)",NA,THL
74428,"Maleformationes oculorum congenitae, Megalocornea alia","Silmän synnynnäiset epämuodostumat, Megalocornea alia","Congenital anomalies of eye, Megalocornea alia",NA,THL
74430,"Maleformationes oculorum congenitae, Cataracta rubeolosa","Silmän synnynnäiset epämuodostumat, Cataracta rubeolosa","Congenital anomalies of eye, Cataracta rubeolosa",NA,THL
74439,"Maleformationes oculorum congenitae, Cataracta NUD","Silmän synnynnäiset epämuodostumat, Cataracta NUD","Congenital anomalies of eye, Cataracta NUD",NA,THL
74440,"Maleformationes oculorum congenitae, Coloboma uveae","Silmän synnynnäiset epämuodostumat, Coloboma uveae","Congenital anomalies of eye, Coloboma uveae",NA,THL
74441,"Maleformationes oculorum congenitae, Coloboma lentis","Silmän synnynnäiset epämuodostumat, Coloboma lentis","Congenital anomalies of eye, Coloboma lentis",NA,THL
74442,"Maleformationes oculorum congenitae, Coloboma palpebrae","Silmän synnynnäiset epämuodostumat, Coloboma palpebrae","Congenital anomalies of eye, Coloboma palpebrae",NA,THL
74449,"Maleformationes oculorum congenitae, Coloboma NUD","Silmän synnynnäiset epämuodostumat, Coloboma NUD","Congenital anomalies of eye, Coloboma NUD",NA,THL
74450,"Maleformationes oculorum congenitae, Aniridia","Silmän synnynnäiset epämuodostumat, Aniridia","Congenital anomalies of eye, Aniridia",NA,THL
74480,"Maleformationes oculorum congenitae, Ectopia lentis","Silmän synnynnäiset epämuodostumat, Ectopia lentis","Congenital anomalies of eye, Ectopia lentis",NA,THL
74481,"Maleformationes oculorum congenitae, Aphacia","Silmän synnynnäiset epämuodostumat, Aphacia","Congenital anomalies of eye, Aphacia",NA,THL
74482,"Maleformationes oculorum congenitae, Ptosis","Silmän synnynnäiset epämuodostumat, Ptosis","Congenital anomalies of eye, Ptosis",NA,THL
74483,"Maleformationes oculorum congenitae, Retinitis pigmentosa","Silmän synnynnäiset epämuodostumat, Retinitis pigmentosa","Congenital anomalies of eye, Retinitis pigmentosa",NA,THL
74484,"Maleformationes oculorum congenitae, Stenosis sive atresia canalis lacrimalis","Silmän synnynnäiset epämuodostumat, Stenosis sive atresia canalis lacrimalis","Congenital anomalies of eye, Stenosis sive atresia canalis lacrimalis",NA,THL
74488,"Maleformationes oculorum congenitae, Aliae definitae","Silmän synnynnäiset epämuodostumat, Aliae definitae","Congenital anomalies of eye, Aliae definitae",NA,THL
74499,"Maleformationes oculorum congenitae, NUD","Silmän synnynnäiset epämuodostumat, NUD","Congenital anomalies of eye, Unspecified anomalies of eye",NA,THL
745,"Maleformationes congenitae auris, facici et colli","Korvan, kasvojen ja kaulan synnynnäiset epämuodostumat","Congenital anomalies of ear, face and neck","Medfödda missbildningar av. Öra, ansikte och hals",THL
74500,"Maleformationes congenitae auris, facici et colli, Atresia canalis auditorii","Korvan, kasvojen ja kaulan synnynnäiset epämuodostumat, Atresia canalis auditorii","Congenital anomalies of ear, face and neck, Atresia canalis auditorii",NA,THL
74501,"Maleformationes congenitae auris, facici et colli, Aplasia auris externae","Korvan, kasvojen ja kaulan synnynnäiset epämuodostumat, Aplasia auris externae","Congenital anomalies of ear, face and neck, Aplasia auris externae",NA,THL
74502,"Maleformationes congenitae auris, facici et colli, Dysplasia gravis auris externae","Korvan, kasvojen ja kaulan synnynnäiset epämuodostumat, Dysplasia gravis auris externae","Congenital anomalies of ear, face and neck, Dysplasia gravis auris externae",NA,THL
74509,"Maleformationes congenitae auris, facici et colli, Maleformationes auris NUD, cum surditate","Korvan, kasvojen ja kaulan synnynnäiset epämuodostumat, Maleformationes auris NUD, cum surditate","Congenital anomalies of ear, face and neck, Maleformationes auris NUD, cum surditate",NA,THL
74510,"Maleformationes congenitae auris, facici et colli, Appendix (fibroma) praeauricularis","Korvan, kasvojen ja kaulan synnynnäiset epämuodostumat, Appendix (fibroma) praeauricularis","Congenital anomalies of ear, face and neck, Accessory auricle",NA,THL
74528,"Maleformationes congenitae auris, facici et colli, Maleformationes auris aliae","Korvan, kasvojen ja kaulan synnynnäiset epämuodostumat, Maleformationes auris aliae","Congenital anomalies of ear, face and neck, Other specified anomalies of ear",NA,THL
74539,"Maleformationes congenitae auris, facici et colli, Maleformationes auris NUD, cum surditate","Korvan, kasvojen ja kaulan synnynnäiset epämuodostumat, Maleformationes auris NUD, cum surditate","Congenital anomalies of ear, face and neck, Unspecified anomalies of ear",NA,THL
74540,"Maleformationes congenitae auris, facici et colli, Cysta (cystis), fistula (sinus) praeauricularis sive branchialis","Korvan, kasvojen ja kaulan synnynnäiset epämuodostumat, Cysta (cystis), fistula (sinus) praeauricularis sive branchialis","Congenital anomalies of ear, face and neck, Branchial cleft, cyst or fistula; preauricular sinus",NA,THL
74550,"Maleformationes congenitae auris, facici et colli, Pterygium coli","Korvan, kasvojen ja kaulan synnynnäiset epämuodostumat, Pterygium coli","Congenital anomalies of ear, face and neck, Webbing of neck",NA,THL
74580,"Maleformationes congenitae auris, facici et colli, Syndroma Pierre Robin (micrognathia cum palatoschisi)","Korvan, kasvojen ja kaulan synnynnäiset epämuodostumat, Syndroma Pierre Robin (micrognathia cum palatoschisi)","Congenital anomalies of ear, face and neck, Syndroma Pierre Robin (micrognathia cum palatoschisi)",NA,THL
74581,"Maleformationes congenitae auris, facici et colli, Syndroma Treacher Collin (dysostosis mandibulo-facialis)","Korvan, kasvojen ja kaulan synnynnäiset epämuodostumat, Syndroma Treacher Collin (dysostosis mandibulo-facialis)","Congenital anomalies of ear, face and neck, Syndroma Treacher Collin (dysostosis mandibulo-facialis)",NA,THL
74582,"Maleformationes congenitae auris, facici et colli, Micrognathia alia","Korvan, kasvojen ja kaulan synnynnäiset epämuodostumat, Micrognathia alia","Congenital anomalies of ear, face and neck, Micrognathia alia",NA,THL
74583,"Maleformationes congenitae auris, facici et colli, Asymmetria faciei","Korvan, kasvojen ja kaulan synnynnäiset epämuodostumat, Asymmetria faciei","Congenital anomalies of ear, face and neck, Asymmetria faciei",NA,THL
74588,"Maleformationes congenitae auris, facici et colli, Alia definitae","Korvan, kasvojen ja kaulan synnynnäiset epämuodostumat, Alia definitae","Congenital anomalies of ear, face and neck, Alia definitae",NA,THL
74599,"Maleformationes congenitae auris, facici et colli, NUD","Korvan, kasvojen ja kaulan synnynnäiset epämuodostumat, NUD","Congenital anomalies of ear, face and neck, Unspecified anomalies of face and neck",NA,THL
746,Maleformationes congenitae cardis,Synnynnäiset sydänviat,Congenital anomalies of heart,Medföddahjärtfel,THL
74609,"Maleformationes congenitae cardis, Truncus communis","Synnynnäiset sydänviat, Truncus communis","Congenital anomalies of heart, Common truncus",NA,THL
74619,"Maleformationes congenitae cardis, Transpositio","Synnynnäiset sydänviat, Transpositio","Congenital anomalies of heart, Transposition of great vessels",NA,THL
74629,"Maleformationes congenitae cardis, Tetralogia Fallot","Synnynnäiset sydänviat, Tetralogia Fallot","Congenital anomalies of heart, Tetralogy of Fallot",NA,THL
74637,"Maleformationes congenitae cardis, Cor triloculare biatriatum (""single ventricles"")","Synnynnäiset sydänviat, Cor triloculare biatriatum (""single ventricles"")","Congenital anomalies of heart, Cor triloculare biatriatum (""single ventricles"")",NA,THL
74639,"Maleformationes congenitae cardis, Defectus septi ventriculorum","Synnynnäiset sydänviat, Defectus septi ventriculorum","Congenital anomalies of heart, Defectus septi ventriculorum",NA,THL
74642,"Maleformationes congenitae cardis, Defectus septi atriorum, ostium secundum","Synnynnäiset sydänviat, Defectus septi atriorum, ostium secundum","Congenital anomalies of heart, Defectus septi atriorum, ostium secundum",NA,THL
74643,"Maleformationes congenitae cardis, Cor triloculare biventriculare (""single atrium"")","Synnynnäiset sydänviat, Cor triloculare biventriculare (""single atrium"")","Congenital anomalies of heart, Cor triloculare biventriculare (""single atrium"")",NA,THL
74646,"Maleformationes congenitae cardis, Defectus septi atriorum, ostium primum","Synnynnäiset sydänviat, Defectus septi atriorum, ostium primum","Congenital anomalies of heart, Defectus septi atriorum, ostium primum",NA,THL
74647,"Maleformationes congenitae cardis, Ostium atrioventriculare commune","Synnynnäiset sydänviat, Ostium atrioventriculare commune","Congenital anomalies of heart, Ostium atrioventriculare commune",NA,THL
74654,"Maleformationes congenitae cardis, Maleformatio valvulae tricuspidalis (morbus Ebstein incluso)","Synnynnäiset sydänviat, Maleformatio valvulae tricuspidalis (morbus Ebstein incluso)","Congenital anomalies of heart, Maleformatio valvulae tricuspidalis (morbus Ebstein incluso)",NA,THL
74659,"Maleformationes congenitae cardis, Maleformatio valvulae mitralis","Synnynnäiset sydänviat, Maleformatio valvulae mitralis","Congenital anomalies of heart, Maleformatio valvulae mitralis",NA,THL
74663,"Maleformationes congenitae cardis, Stenosis valvulae pulmonalis","Synnynnäiset sydänviat, Stenosis valvulae pulmonalis","Congenital anomalies of heart, Stenosis valvulae pulmonalis",NA,THL
74664,"Maleformationes congenitae cardis, Atresia valvulae pulmonalis","Synnynnäiset sydänviat, Atresia valvulae pulmonalis","Congenital anomalies of heart, Atresia valvulae pulmonalis",NA,THL
74669,"Maleformationes congenitae cardis, Aliae maleformationes valvulae pulmonaris sive ventriculi dextri","Synnynnäiset sydänviat, Aliae maleformationes valvulae pulmonaris sive ventriculi dextri","Congenital anomalies of heart, Aliae maleformationes valvulae pulmonaris sive ventriculi dextri",NA,THL
74673,"Maleformationes congenitae cardis, Stenosis valvulae aortae","Synnynnäiset sydänviat, Stenosis valvulae aortae","Congenital anomalies of heart, Stenosis valvulae aortae",NA,THL
74674,"Maleformationes congenitae cardis, Atresia valvulae aortae (""Hypoplastic left heart syndrome"")","Synnynnäiset sydänviat, Atresia valvulae aortae (""Hypoplastic left heart syndrome"")","Congenital anomalies of heart, Atresia valvulae aortae (""Hypoplastic left heart syndrome"")",NA,THL
74679,"Maleformationes congenitae cardis, Aliae malformationes valvulae aortae sive ventriculi sinistri","Synnynnäiset sydänviat, Aliae malformationes valvulae aortae sive ventriculi sinistri","Congenital anomalies of heart, Aliae malformationes valvulae aortae sive ventriculi sinistri",NA,THL
74684,"Maleformationes congenitae cardis, Maleformationes positiones cordis","Synnynnäiset sydänviat, Maleformationes positiones cordis","Congenital anomalies of heart, Maleformationes positiones cordis",NA,THL
74686,"Maleformationes congenitae cardis, Fibroelastosis cordis","Synnynnäiset sydänviat, Fibroelastosis cordis","Congenital anomalies of heart, Fibroelastosis cordis",NA,THL
74689,"Maleformationes congenitae cardis, Aliae definitae","Synnynnäiset sydänviat, Aliae definitae","Congenital anomalies of heart, Aliae definitae",NA,THL
74690,"Maleformationes congenitae cardis, Maleformatio cordis suspecta","Synnynnäiset sydänviat, Maleformatio cordis suspecta","Congenital anomalies of heart, Maleformatio cordis suspecta",NA,THL
74699,"Maleformationes congenitae cardis, NUD","Synnynnäiset sydänviat, NUD","Congenital anomalies of heart, Unspecified anomalies of heart",NA,THL
747,Maleformationes organorum circulationes aliae,Verenkiertoelinten muut synnynnäiset epämuodostumat,Other congenital anomalies of circulatory system,Andra medfödda missbildningar i cirkulationsorganen,THL
74709,"Maleformationes organorum circulationes aliae, Ductus arteriosus persistens","Verenkiertoelinten muut synnynnäiset epämuodostumat, Ductus arteriosus persistens","Other congenital anomalies of circulatory system, Patent ductus arteriosus",NA,THL
74719,"Maleformationes organorum circulationes aliae, Coarctatio aortae","Verenkiertoelinten muut synnynnäiset epämuodostumat, Coarctatio aortae","Other congenital anomalies of circulatory system, Coarctation of aorta",NA,THL
74724,"Maleformationes organorum circulationes aliae, Anulus vascularis aortae (""Vascular ring"")","Verenkiertoelinten muut synnynnäiset epämuodostumat, Anulus vascularis aortae (""Vascular ring"")","Other congenital anomalies of circulatory system, Anulus vascularis aortae (""Vascular ring"")",NA,THL
74729,"Maleformationes organorum circulationes aliae, Maleformationes aortae aliae","Verenkiertoelinten muut synnynnäiset epämuodostumat, Maleformationes aortae aliae","Other congenital anomalies of circulatory system, Maleformationes aortae aliae",NA,THL
74734,"Maleformationes organorum circulationes aliae, Stenosis, hypoplasia sive aplasia arteriae pulmonalis","Verenkiertoelinten muut synnynnäiset epämuodostumat, Stenosis, hypoplasia sive aplasia arteriae pulmonalis","Other congenital anomalies of circulatory system, Stenosis, hypoplasia sive aplasia arteriae pulmonalis",NA,THL
74736,"Maleformationes organorum circulationes aliae, Hypertonia pulmonalis primaria","Verenkiertoelinten muut synnynnäiset epämuodostumat, Hypertonia pulmonalis primaria","Other congenital anomalies of circulatory system, Hypertonia pulmonalis primaria",NA,THL
74739,"Maleformationes organorum circulationes aliae, Aliae maleformationes arteriae pulmonalis","Verenkiertoelinten muut synnynnäiset epämuodostumat, Aliae maleformationes arteriae pulmonalis","Other congenital anomalies of circulatory system, Aliae maleformationes arteriae pulmonalis",NA,THL
74749,"Maleformationes organorum circulationes aliae, Maleformationes venarum systematis","Verenkiertoelinten muut synnynnäiset epämuodostumat, Maleformationes venarum systematis","Other congenital anomalies of circulatory system, Anomalies of great veins",NA,THL
74759,"Maleformationes organorum circulationes aliae, Maleformationes venarum pulmonalium","Verenkiertoelinten muut synnynnäiset epämuodostumat, Maleformationes venarum pulmonalium","Other congenital anomalies of circulatory system, Absence or hypoplasia of umbilical artery",NA,THL
74769,"Maleformationes organorum circulationes aliae, Maleformationes arteriarum coronariarum et sinuum Valsavae","Verenkiertoelinten muut synnynnäiset epämuodostumat, Maleformationes arteriarum coronariarum et sinuum Valsavae","Other congenital anomalies of circulatory system, Other anomalies of peripheral vascular system",NA,THL
74770,"Maleformationes organorum circulationes aliae, Absentia sive hypoplasia arteriae umbilicalis","Verenkiertoelinten muut synnynnäiset epämuodostumat, Absentia sive hypoplasia arteriae umbilicalis","Other congenital anomalies of circulatory system, Absentia sive hypoplasia arteriae umbilicalis",NA,THL
74779,"Maleformationes organorum circulationes aliae, Aliae maleformationes organorum circulationis periphericorum","Verenkiertoelinten muut synnynnäiset epämuodostumat, Aliae maleformationes organorum circulationis periphericorum","Other congenital anomalies of circulatory system, Aliae maleformationes organorum circulationis periphericorum",NA,THL
74789,"Maleformationes organorum circulationes aliae, Aliae definitae","Verenkiertoelinten muut synnynnäiset epämuodostumat, Aliae definitae","Other congenital anomalies of circulatory system, Other specified anomalies of circulatory system",NA,THL
74790,"Maleformationes organorum circulationes aliae, Maleformatio organorum circulationis suspecta","Verenkiertoelinten muut synnynnäiset epämuodostumat, Maleformatio organorum circulationis suspecta","Other congenital anomalies of circulatory system, Maleformatio organorum circulationis suspecta",NA,THL
74799,"Maleformationes organorum circulationes aliae, NUD","Verenkiertoelinten muut synnynnäiset epämuodostumat, NUD","Other congenital anomalies of circulatory system, Unspecified anomalies of circulatory system",NA,THL
748,Maleformationes congenitae organorum respirationis,Hengityselinten synnynnäiset epämuodostumat,Congenital anomalies of respiratory system,Medfödda missbildningar i andningsorganen,THL
74800,"Maleformationes congenitae organorum respirationis, Atresia choannae","Hengityselinten synnynnäiset epämuodostumat, Atresia choannae","Congenital anomalies of respiratory system, Choanal atresia",NA,THL
74810,"Maleformationes congenitae organorum respirationis, Maleformationes nasi aliae","Hengityselinten synnynnäiset epämuodostumat, Maleformationes nasi aliae","Congenital anomalies of respiratory system, Other anomalies of nose",NA,THL
74820,"Maleformationes congenitae organorum respirationis, Membrana larynge","Hengityselinten synnynnäiset epämuodostumat, Membrana larynge","Congenital anomalies of respiratory system, Web of larynx",NA,THL
74830,"Maleformationes congenitae organorum respirationis, Maleformationes laryngis, tracheae et bronchi aliae (stridore congenito incertae causae incluso)","Hengityselinten synnynnäiset epämuodostumat, Maleformationes laryngis, tracheae et bronchi aliae (stridore congenito incertae causae incluso)","Congenital anomalies of respiratory system, Other anomalies of larynx, trachea and bronchus",NA,THL
74840,"Maleformationes congenitae organorum respirationis, Pulmo cysticus","Hengityselinten synnynnäiset epämuodostumat, Pulmo cysticus","Congenital anomalies of respiratory system, Congenital cystic lung",NA,THL
74850,"Maleformationes congenitae organorum respirationis, Agenesis pulmonis","Hengityselinten synnynnäiset epämuodostumat, Agenesis pulmonis","Congenital anomalies of respiratory system, Agenesis of lung",NA,THL
74860,"Maleformationes congenitae organorum respirationis, Hypoplasia pulmonis","Hengityselinten synnynnäiset epämuodostumat, Hypoplasia pulmonis","Congenital anomalies of respiratory system, Hypoplasia pulmonis",NA,THL
74868,"Maleformationes congenitae organorum respirationis, Maleformationes pulmonum aliae","Hengityselinten synnynnäiset epämuodostumat, Maleformationes pulmonum aliae","Congenital anomalies of respiratory system, Maleformationes pulmonum aliae",NA,THL
74888,"Maleformationes congenitae organorum respirationis, Aliae definitae","Hengityselinten synnynnäiset epämuodostumat, Aliae definitae","Congenital anomalies of respiratory system, Other specified anomalies of respiratory system",NA,THL
74899,"Maleformationes congenitae organorum respirationis, NUD","Hengityselinten synnynnäiset epämuodostumat, NUD","Congenital anomalies of respiratory system, Unspecified anomalies of respiratory system",NA,THL
749,Fissura facici et palatoschisis,"Huulihalkio, suulakihalkio",Cleft palate and cleft lip,"Kluven läpp, käke och gom",THL
74900,"Fissura facici et palatoschisis, Palatoschisis mediana","Huulihalkio, suulakihalkio, Palatoschisis mediana","Cleft palate and cleft lip, Cleft palate",NA,THL
74910,"Fissura facici et palatoschisis, Cheiloschisis unilateralis","Huulihalkio, suulakihalkio, Cheiloschisis unilateralis","Cleft palate and cleft lip, Cheiloschisis unilateralis",NA,THL
74911,"Fissura facici et palatoschisis, Cheiloschisis bilateralis","Huulihalkio, suulakihalkio, Cheiloschisis bilateralis","Cleft palate and cleft lip, Cheiloschisis bilateralis",NA,THL
74912,"Fissura facici et palatoschisis, Cheilognathoschisis unilateralis","Huulihalkio, suulakihalkio, Cheilognathoschisis unilateralis","Cleft palate and cleft lip, Cheilognathoschisis unilateralis",NA,THL
74913,"Fissura facici et palatoschisis, Cheilognathoschisis bilateralis","Huulihalkio, suulakihalkio, Cheilognathoschisis bilateralis","Cleft palate and cleft lip, Cheilognathoschisis bilateralis",NA,THL
74920,"Fissura facici et palatoschisis, Cheilognathopalatoschisis unilateralis","Huulihalkio, suulakihalkio, Cheilognathopalatoschisis unilateralis","Cleft palate and cleft lip, Cheilognathopalatoschisis unilateralis",NA,THL
74924,"Fissura facici et palatoschisis, Cheilognathopalatoschisis bilateralis","Huulihalkio, suulakihalkio, Cheilognathopalatoschisis bilateralis","Cleft palate and cleft lip, Cheilognathopalatoschisis bilateralis",NA,THL
74929,"Fissura facici et palatoschisis, NUD","Huulihalkio, suulakihalkio, NUD","Cleft palate and cleft lip, Unspecified",NA,THL
750,Maleformationes congenitae organorum digestionis superiorum,Ylempien ruuansulatuskanavien synnynnäiset epämuodostumat,Other congenital anomalies of upper alimentary tract,Medföddamissbildningar av matemältningskanalens övre del,THL
75000,"Maleformationes congenitae organorum digestionis superiorum, Meleformationes linguae","Ylempien ruuansulatuskanavien synnynnäiset epämuodostumat, Meleformationes linguae","Other congenital anomalies of upper alimentary tract, Anomalies of tongue",NA,THL
75010,"Maleformationes congenitae organorum digestionis superiorum, Stenosis (hyperthrophia) pylori","Ylempien ruuansulatuskanavien synnynnäiset epämuodostumat, Stenosis (hyperthrophia) pylori","Other congenital anomalies of upper alimentary tract, Pyloric stenosis",NA,THL
75020,"Maleformationes congenitae organorum digestionis superiorum, Atresia oesophagi","Ylempien ruuansulatuskanavien synnynnäiset epämuodostumat, Atresia oesophagi","Other congenital anomalies of upper alimentary tract, Atresia oesophagi",NA,THL
75028,"Maleformationes congenitae organorum digestionis superiorum, Fistula tracheo-oesophagica alia","Ylempien ruuansulatuskanavien synnynnäiset epämuodostumat, Fistula tracheo-oesophagica alia","Other congenital anomalies of upper alimentary tract, Fistula tracheo-oesophagica alia",NA,THL
75088,"Maleformationes congenitae organorum digestionis superiorum, Aliae definitae","Ylempien ruuansulatuskanavien synnynnäiset epämuodostumat, Aliae definitae","Other congenital anomalies of upper alimentary tract, Other specified anomalies of upper alimentary tract",NA,THL
75099,"Maleformationes congenitae organorum digestionis superiorum, NUD","Ylempien ruuansulatuskanavien synnynnäiset epämuodostumat, NUD","Other congenital anomalies of upper alimentary tract, Unspecified anomalies of upper alimentary tract",NA,THL
751,Aliae maleformationes congenitae organorum digestionis,Ruuamsulatuselinten muut synnynnäiset epämuodostumat,Other congenital anomalies of digestive system,Andra medfödda missbildningar i matsmältningsorganen,THL
75100,"Aliae maleformationes congenitae organorum digestionis, Diverticulum Meckelii (Ductus omphaloentericus persistens)","Ruuamsulatuselinten muut synnynnäiset epämuodostumat, Diverticulum Meckelii (Ductus omphaloentericus persistens)","Other congenital anomalies of digestive system, Meckel's diverticulum",NA,THL
75110,"Aliae maleformationes congenitae organorum digestionis, Atresia et stenosis duodeni","Ruuamsulatuselinten muut synnynnäiset epämuodostumat, Atresia et stenosis duodeni","Other congenital anomalies of digestive system, Atresia et stenosis duodeni",NA,THL
75111,"Aliae maleformationes congenitae organorum digestionis, Atresia et stenosis ileo-jejunalis","Ruuamsulatuselinten muut synnynnäiset epämuodostumat, Atresia et stenosis ileo-jejunalis","Other congenital anomalies of digestive system, Atresia et stenosis ileo-jejunalis",NA,THL
75120,"Aliae maleformationes congenitae organorum digestionis, Atresia ani inferioris cum fistula","Ruuamsulatuselinten muut synnynnäiset epämuodostumat, Atresia ani inferioris cum fistula","Other congenital anomalies of digestive system, Atresia ani inferioris cum fistula",NA,THL
75121,"Aliae maleformationes congenitae organorum digestionis, Atresia ani inferioris, fistula non indicata","Ruuamsulatuselinten muut synnynnäiset epämuodostumat, Atresia ani inferioris, fistula non indicata","Other congenital anomalies of digestive system, Atresia ani inferioris, fistula non indicata",NA,THL
75122,"Aliae maleformationes congenitae organorum digestionis, Atresia ano-rectalis superior cum fistula","Ruuamsulatuselinten muut synnynnäiset epämuodostumat, Atresia ano-rectalis superior cum fistula","Other congenital anomalies of digestive system, Atresia ano-rectalis superior cum fistula",NA,THL
75123,"Aliae maleformationes congenitae organorum digestionis, Atresia ano-rectalis superior, fistula non indicata","Ruuamsulatuselinten muut synnynnäiset epämuodostumat, Atresia ano-rectalis superior, fistula non indicata","Other congenital anomalies of digestive system, Atresia ano-rectalis superior, fistula non indicata",NA,THL
