Code	DF6_Freq	Latin	Finnish	Swedish	English	Uncertain_language	Needs_LAT_trans	Finnish_requires_review	Needs_FIN_trans	English_requires_review	needs_ENG_trans	Comments
53504	22	Gastritis et duodenitis, Duodenitis acuta	Mahakatarri ja pohjukaissuolentulehdus, Duodenitis acuta		Gastritis and duodenitis, Duodenitis acuta		0	1	0	1	0	
53505	38	Gastritis et duodenitis, Duodenitis chronica	Mahakatarri ja pohjukaissuolentulehdus, Duodenitis chronica		Gastritis and duodenitis, Duodenitis chronica		0	1	0	1	0	
53506	1	Gastritis et duodenitis, Gastroduodenitis phlegmonosa	Mahakatarri ja pohjukaissuolentulehdus, Gastroduodenitis phlegmonosa		Gastritis and duodenitis, Gastroduodenitis phlegmonosa		0	1	0	1	0	
53507	18	Gastritis et duodenitis, Gastroduodenitis haemorrhagica	Mahakatarri ja pohjukaissuolentulehdus, Gastroduodenitis haemorrhagica		Gastritis and duodenitis, Gastroduodenitis haemorrhagica		0	1	0	1	0	
53508	208	Gastritis et duodenitis, Gastroduodenitis NUD	Mahakatarri ja pohjukaissuolentulehdus, Gastroduodenitis NUD		Gastritis and duodenitis, Gastroduodenitis NUD		0	1	0	1	0	
53509	184	Gastritis et duodenitis, Alia sive NUD	Mahakatarri ja pohjukaissuolentulehdus, Alia sive NUD		Gastritis and duodenitis, Alia sive NUD		0	1	0	1	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
536	0	Vitia functionis ventriculi	Mahalaukun toiminnallinen häiriö	Rubbning i magsäckens funktion	Disorders of function of stomach		0	0	0	0	0	
	NA						0	0	0	0	0	
53601	16	Vitia functionis ventriculi, Achylia. Achlorhydria	Mahalaukun toiminnallinen häiriö, Achylia. Achlorhydria		Disorders of function of stomach, Achylia. Achlorhydria		0	1	0	1	0	
53602	11	Vitia functionis ventriculi, Hypochlorhydria	Mahalaukun toiminnallinen häiriö, Hypochlorhydria		Disorders of function of stomach, Hypochlorhydria		0	1	0	1	0	
53603	22	Vitia functionis ventriculi, Hiperchlorhydria	Mahalaukun toiminnallinen häiriö, Hiperchlorhydria		Disorders of function of stomach, Hiperchlorhydria		0	1	0	1	0	
53610	8	Vitia functionis ventriculi, Dilatatio ventriculi	Mahalaukun toiminnallinen häiriö, Dilatatio ventriculi		Disorders of function of stomach, Dilatatio ventriculi		0	1	0	1	0	
53619	3	Vitia functionis ventriculi, Motus ventriculi laesus aliud sive NUD	Mahalaukun toiminnallinen häiriö, Motus ventriculi laesus aliud sive NUD		Disorders of function of stomach, Motus ventriculi laesus aliud sive NUD		0	1	0	1	0	
53690	57	Vitia functionis ventriculi, Hyperemesis NUD	Mahalaukun toiminnallinen häiriö, Hyperemesis NUD		Disorders of function of stomach, Hyperemesis NUD		0	1	0	1	0	
53698	14	Vitia functionis ventriculi, Alia definita	Mahalaukun toiminnallinen häiriö, Alia definita		Disorders of function of stomach, Alia definita		0	1	0	1	0	
53699	125	Vitia functionis ventriculi, Dyspepsia e vitio functionis (indigestio) NUD	Mahalaukun toiminnallinen häiriö, Dyspepsia e vitio functionis (indigestio) NUD		Disorders of function of stomach, Other		0	1	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
537	0	Alii morbi ventriculi et duodeni	Muut taudit mahalaukussa ja pohjukaissuolessa	Andra sjukdomar i magsäck och tolvfingertarm	Other disease of stomach and duodenum		0	0	0	0	0	
	NA						0	0	0	0	0	
53701	3	Alii morbi ventriculi et duodeni, Fistula gastrointestinalis	Muut taudit mahalaukussa ja pohjukaissuolessa, Fistula gastrointestinalis		Other disease of stomach and duodenum, Fistula gastrointestinalis		0	1	0	1	0	
53702	3	Alii morbi ventriculi et duodeni, Stenosis hypertrophicans pylori	Muut taudit mahalaukussa ja pohjukaissuolessa, Stenosis hypertrophicans pylori		Other disease of stomach and duodenum, Stenosis hypertrophicans pylori		0	1	0	1	0	
53703	0	Alii morbi ventriculi et duodeni, Gastroptosis	Muut taudit mahalaukussa ja pohjukaissuolessa, Gastroptosis		Other disease of stomach and duodenum, Gastroptosis		0	1	0	1	0	
53708	23	Alii morbi ventriculi et duodeni, Alii definiti	Muut taudit mahalaukussa ja pohjukaissuolessa, Alii definiti		Other disease of stomach and duodenum, Alii definiti		0	1	0	1	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
540-543	0	APPENDICITIS 	Umpilisäkkeentulehdus	Appendicit	Appendicitis		0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
540	0	Appendicitis acuta	Äkillinen umpilisäkkeentulehdus	Akut appendicit	Acute appendicitis		0	0	0	0	0	
	NA						0	0	0	0	0	
54000	365	Appendicitis acuta, Perforans	Äkillinen umpilisäkkeentulehdus, Perforans		Acute appendicitis, Perforans		0	1	0	1	0	
54001	236	Appendicitis acuta, Cum peritonitide diffusa	Äkillinen umpilisäkkeentulehdus, Cum peritonitide diffusa		Acute appendicitis, Cum peritonitide diffusa		0	1	0	1	0	
54002	199	Appendicitis acuta, Cum peritonitide circumscripta	Äkillinen umpilisäkkeentulehdus, Cum peritonitide circumscripta		Acute appendicitis, Cum peritonitide circumscripta		0	1	0	1	0	
54003	312	Appendicitis acuta, Cum abscessu	Äkillinen umpilisäkkeentulehdus, Cum abscessu		Acute appendicitis, Cum abscessu		0	1	0	1	0	
54090	808	Appendicitis acuta, Phlegmonosa, peritonitide non indicata	Äkillinen umpilisäkkeentulehdus, Phlegmonosa, peritonitide non indicata		Acute appendicitis, Phlegmonosa, peritonitide non indicata		0	1	0	1	0	
54091	1131	Appendicitis acuta, Gangraenosa, peritonitide non indicata	Äkillinen umpilisäkkeentulehdus, Gangraenosa, peritonitide non indicata		Acute appendicitis, Gangraenosa, peritonitide non indicata		0	1	0	1	0	
54099	3234	Appendicitis acuta, NUD	Äkillinen umpilisäkkeentulehdus, NUD		Acute appendicitis, Without mention of peritonitis		0	1	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
541	0	Appendicitis NUD	Tarkemmin määrittelemätön umpilisäkkoentulehdus	Appendicit UNS	Appendicitis, unqualified		0	0	0	0	0	
	NA						0	0	0	0	0	
54199	709	Appendicitis NUD	Tarkemmin määrittelemätön umpilisäkkoentulehdus	Appendicit UNS	Appendicitis, unqualified		0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
542	0	Appendicitis alia	Muu umpilisäkkeentulehdus	Annan appendicit	Other appendicitis		0	0	0	0	0	
	NA						0	0	0	0	0	
54200	145	Appendicitis alia, Appendicitis chronica	Muu umpilisäkkeentulehdus, Appendicitis chronica		Other appendicitis, Appendicitis chronica		0	1	0	1	0	
54201	14	Appendicitis alia, Appendicitis recidivans	Muu umpilisäkkeentulehdus, Appendicitis recidivans		Other appendicitis, Appendicitis recidivans		0	1	0	1	0	
54208	59	Appendicitis alia	Muu umpilisäkkeentulehdus, Appendicitis alia		Other appendicitis		0	1	0	1	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
543	0	Alii morbi appendicis	Muut umpilisäkkeen sairaudet	Andra sjukdomar i appendix	Other diseases of appendix		0	0	0	0	0	
	NA						0	0	0	0	0	
54300	12	Alii morbi appendicis, Mucocele appendicis	Muut umpilisäkkeen sairaudet, Mucocele appendicis		Other diseases of appendix, Mucocele appendicis		0	1	0	1	0	
54301	42	Alii morbi appendicis, Stercolithium appendicis	Muut umpilisäkkeen sairaudet, Stercolithium appendicis		Other diseases of appendix, Stercolithium appendicis		0	1	0	1	0	
54302	1	Alii morbi appendicis, Fistula appendicis	Muut umpilisäkkeen sairaudet, Fistula appendicis		Other diseases of appendix, Fistula appendicis		0	1	0	1	0	
54308	30	Alii morbi appendicis, Alii definiti	Muut umpilisäkkeen sairaudet, Alii definiti		Other diseases of appendix, Alii definiti		0	1	0	1	0	
54309	23	Alii morbi appendicis, NUD	Muut umpilisäkkeen sairaudet, NUD		Other diseases of appendix, Unspecified		0	1	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
550-553	0	HERNIA ABDOMINALIS 	Vatsatyrä	Bukbråck	Hernia of abdominal cavity		0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
550	0	Hernia inguinalis, obstructione non indicata	Nivustyrä, kureutumisesta ei ole tietoa	Ljumskbråck utan uppgift om obstruktion	Inguinal hernia without mention of obstruction		0	0	0	0	0	
	NA						0	0	0	0	0	
55099	4660	Hernia inguinalis, obstructione non indicata	Nivustyrä, kureutumisesta ei ole tietoa	Ljumskbråck utan uppgift om obstruktion	Inguinal hernia without mention of obstruction		0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
551	0	Alia hernia abdominalis, obstructione non indicata	Muu vatsatyrä, kuroutumisesta ei ole tietoa	Annat bukbråck utan uppgift om obstruktion	Other hernia of abdominal cavity without mention of obstruction		0	0	0	0	0	
	NA						0	0	0	0	0	
55100	104	Alia hernia abdominalis, obstructione non indicata, Hernia femoralis	Muu vatsatyrä, kuroutumisesta ei ole tietoa, Hernia femoralis		Other hernia of abdominal cavity without mention of obstruction, Femoral		0	1	0	0	0	
55110	306	Alia hernia abdominalis, obstructione non indicata, Hernia umbilicalis	Muu vatsatyrä, kuroutumisesta ei ole tietoa, Hernia umbilicalis		Other hernia of abdominal cavity without mention of obstruction, Umbilical		0	1	0	0	0	
55120	135	Alia hernia abdominalis, obstructione non indicata, Hernia epigastrica	Muu vatsatyrä, kuroutumisesta ei ole tietoa, Hernia epigastrica		Other hernia of abdominal cavity without mention of obstruction, Hernia epigastrica		0	1	0	1	0	
55121	272	Alia hernia abdominalis, obstructione non indicata, Alia hernia ventralis (incisionalis, in cicactrice)	Muu vatsatyrä, kuroutumisesta ei ole tietoa, Alia hernia ventralis (incisionalis, in cicactrice)		Other hernia of abdominal cavity without mention of obstruction, Alia hernia ventralis (incisionalis, in cicactrice)		0	1	0	1	0	
55130	259	Alia hernia abdominalis, obstructione non indicata, Hernia diaphragmatica	Muu vatsatyrä, kuroutumisesta ei ole tietoa, Hernia diaphragmatica		Other hernia of abdominal cavity without mention of obstruction, Diaphragmatic		0	1	0	0	0	
55180	15	Alia hernia abdominalis, obstructione non indicata, Alterius loci definiti	Muu vatsatyrä, kuroutumisesta ei ole tietoa, Alterius loci definiti		Other hernia of abdominal cavity without mention of obstruction, Of other specified site		0	1	0	0	0	
55199	35	Alia hernia abdominalis, obstructione non indicata, NUD	Muu vatsatyrä, kuroutumisesta ei ole tietoa, NUD		Other hernia of abdominal cavity without mention of obstruction, Of unspecified site		0	1	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
552	0	Hernia inguinalis cum obstructione (hernia incarcerata, strangulata, gangrenosa)	Kureutunut nivustyrä (kuristunut, kureutunut, kuolioitunut)	Ljumskbråck med obstruktion (inklämt, sammansnört, gangränöst)	Inguinal hernia with obstruction		0	0	0	0	0	
	NA						0	0	0	0	0	
55299	87	Hernia inguinalis cum obstructione (hernia incarcerata, strangulata, gangrenosa)	Kureutunut nivustyrä (kuristunut, kureutunut, kuolioitunut)	Ljumskbråck med obstruktion (inklämt, sammansnört, gangränöst)	Inguinal hernia with obstruction		0	0	0	0	0	
	NA						0	0	0	0	0	
553	0	Hernia femoralis incarcerata			Other hernia of abdominal cavity with obstruction		0	1	1	0	0	
	NA						0	0	0	0	0	
55300	21	Hernia femoralis incarcerata			Other hernia of abdominal cavity with obstruction, Femoral		0	1	1	0	0	
55310	8	Hernia femoralis incarcerata, Hernia umbilicalis incarcerata			Other hernia of abdominal cavity with obstruction, Umbilical		0	1	1	0	0	
55320	2	Hernia femoralis incarcerata, Hernia epigastrica incarcerata			Other hernia of abdominal cavity with obstruction, Hernia epigastrica incarcerata		0	1	1	1	0	
55321	8	Hernia femoralis incarcerata, Alia hernia ventralis (incisionalis, in cicatrice) incarcerata			Other hernia of abdominal cavity with obstruction, Alia hernia ventralis (incisionalis, in cicatrice) incarcerata		0	1	1	1	0	
55330	0	Hernia femoralis incarcerata, Hernia diaphragmatica incarcerata			Other hernia of abdominal cavity with obstruction, Diaphragmatic		0	1	1	0	0	
55380	2	Hernia femoralis incarcerata, Alterius loci definiti			Other hernia of abdominal cavity with obstruction, Of other specified site		0	1	1	0	0	
55399	3	Hernia femoralis incarcerata, NUD			Other hernia of abdominal cavity with obstruction, Of unspecfifed site		0	1	1	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
560-569	0	ALII MORBI INTESTINORUM ET PERITONEI 	Muut suoliston ja vatsakalvon sairaudet	Andra sjukdomar i tarm och bukhinna	Other diseases of intestine and peritoneum		0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
560	0	Obstructio intestinalis, hernia non indicata	Suoliston kureutuminen ilman tietoa tyrästä	Intestinal obstruktion utan uppgift om bråck	Intestinal obstruction without mention of hernia		0	0	0	0	0	
	NA						0	0	0	0	0	
56000	33	Obstructio intestinalis, hernia non indicata, Invaginatio	Suoliston kureutuminen ilman tietoa tyrästä, Invaginatio		Intestinal obstruction without mention of hernia, Intussusception		0	1	0	0	0	
56010	27	Obstructio intestinalis, hernia non indicata, Ileus paralyticus	Suoliston kureutuminen ilman tietoa tyrästä, Ileus paralyticus		Intestinal obstruction without mention of hernia, Paralytic ileus		0	1	0	0	0	
56020	32	Obstructio intestinalis, hernia non indicata, Volvulus	Suoliston kureutuminen ilman tietoa tyrästä, Volvulus		Intestinal obstruction without mention of hernia, Volvulus		0	1	0	0	0	
56030	17	Obstructio intestinalis, hernia non indicata, Obstructio per contenta	Suoliston kureutuminen ilman tietoa tyrästä, Obstructio per contenta		Intestinal obstruction without mention of hernia, Impaction of intestine		0	1	0	0	0	
56090	4	Obstructio intestinalis, hernia non indicata, Stenosis coli	Suoliston kureutuminen ilman tietoa tyrästä, Stenosis coli		Intestinal obstruction without mention of hernia, Stenosis coli		0	1	0	1	0	
56091	9	Obstructio intestinalis, hernia non indicata, Stenosis intestini tenuis	Suoliston kureutuminen ilman tietoa tyrästä, Stenosis intestini tenuis		Intestinal obstruction without mention of hernia, Stenosis intestini tenuis		0	1	0	1	0	
56095	76	Obstructio intestinalis, hernia non indicata, Ileus propter adhaesionem, cum functione laesa circulationis intestinalis	Suoliston kureutuminen ilman tietoa tyrästä, Ileus propter adhaesionem, cum functione laesa circulationis intestinalis		Intestinal obstruction without mention of hernia, Ileus propter adhaesionem, cum functione laesa circulationis intestinalis		0	1	0	1	0	
56096	220	Obstructio intestinalis, hernia non indicata, Ileus propter adhaesionem (functione laesa circulationis intestinalis non indicata)	Suoliston kureutuminen ilman tietoa tyrästä, Ileus propter adhaesionem (functione laesa circulationis intestinalis non indicata)		Intestinal obstruction without mention of hernia, Ileus propter adhaesionem (functione laesa circulationis intestinalis non indicata)		0	1	0	1	0	
56098	40	Obstructio intestinalis, hernia non indicata, Alii definiti	Suoliston kureutuminen ilman tietoa tyrästä, Alii definiti		Intestinal obstruction without mention of hernia, Alii definiti		0	1	0	1	0	
56099	100	Obstructio intestinalis, hernia non indicata, NUD	Suoliston kureutuminen ilman tietoa tyrästä, NUD		Intestinal obstruction without mention of hernia, Other and unspecified		0	1	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
561	0	Gastro-enteritis et colitis non ulcerosa, causa non infectiosa	Muu kuin haavainen maha-suoli- ja paksusuolentulehdus, jonka syynä ei ole tartuma	Icke ulcerös gastro-enterit och kolit, av icke infektuös orsak	Gastro-enteritis and colitis, except ulcerative, of non-infectious origin		0	0	0	0	0	
	NA						0	0	0	0	0	
56100	86	Gastro-enteritis et colitis non ulcerosa, causa non infectiosa, Gastro-enteritis allergica	Muu kuin haavainen maha-suoli- ja paksusuolentulehdus, jonka syynä ei ole tartuma, Gastro-enteritis allergica		Gastro-enteritis and colitis, except ulcerative, of non-infectious origin, Gastro-enteritis allergica		0	1	0	1	0	
56101	15	Gastro-enteritis et colitis non ulcerosa, causa non infectiosa, Enterocolitis allergica	Muu kuin haavainen maha-suoli- ja paksusuolentulehdus, jonka syynä ei ole tartuma, Enterocolitis allergica		Gastro-enteritis and colitis, except ulcerative, of non-infectious origin, Enterocolitis allergica		0	1	0	1	0	
56102	5	Gastro-enteritis et colitis non ulcerosa, causa non infectiosa, Colitis toxica	Muu kuin haavainen maha-suoli- ja paksusuolentulehdus, jonka syynä ei ole tartuma, Colitis toxica		Gastro-enteritis and colitis, except ulcerative, of non-infectious origin, Colitis toxica		0	1	0	1	0	
56103	184	Gastro-enteritis et colitis non ulcerosa, causa non infectiosa, Gastro-enteritis non infectiosa	Muu kuin haavainen maha-suoli- ja paksusuolentulehdus, jonka syynä ei ole tartuma, Gastro-enteritis non infectiosa		Gastro-enteritis and colitis, except ulcerative, of non-infectious origin, Gastro-enteritis non infectiosa		0	1	0	1	0	
56104	33	Gastro-enteritis et colitis non ulcerosa, causa non infectiosa, Entero-colitis non infectiosa	Muu kuin haavainen maha-suoli- ja paksusuolentulehdus, jonka syynä ei ole tartuma, Entero-colitis non infectiosa		Gastro-enteritis and colitis, except ulcerative, of non-infectious origin, Entero-colitis non infectiosa		0	1	0	1	0	
56108	84	Gastro-enteritis et colitis non ulcerosa, causa non infectiosa, Alia definita	Muu kuin haavainen maha-suoli- ja paksusuolentulehdus, jonka syynä ei ole tartuma, Alia definita		Gastro-enteritis and colitis, except ulcerative, of non-infectious origin, Alia definita		0	1	0	1	0	
56109	558	Gastro-enteritis et colitis non ulcerosa, causa non infectiosa, NUD	Muu kuin haavainen maha-suoli- ja paksusuolentulehdus, jonka syynä ei ole tartuma, NUD		Gastro-enteritis and colitis, except ulcerative, of non-infectious origin, Unspecified		0	1	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
562	0	Diverticulosis et diverticulitis intestinorum	Suolen umpipussitauti ja umpipussin tulehdus	Divertikulos och divertikulit i tarmen	Diverticula of intestine		0	0	0	0	0	
	NA						0	0	0	0	0	
56200	9	Diverticulosis et diverticulitis intestinorum, Diverticulum (diverticulosis) duodeni	Suolen umpipussitauti ja umpipussin tulehdus, Diverticulum (diverticulosis) duodeni		Diverticula of intestine, Diverticulum (diverticulosis) duodeni		0	1	0	1	0	
56201	5	Diverticulosis et diverticulitis intestinorum, Diverticulum (diverticulosis) intestini tenuis alii	Suolen umpipussitauti ja umpipussin tulehdus, Diverticulum (diverticulosis) intestini tenuis alii		Diverticula of intestine, Diverticulum (diverticulosis) intestini tenuis alii		0	1	0	1	0	
56202	7	Diverticulosis et diverticulitis intestinorum, Diverticulitis intestini tenuis	Suolen umpipussitauti ja umpipussin tulehdus, Diverticulitis intestini tenuis		Diverticula of intestine, Diverticulitis intestini tenuis		0	1	0	1	0	
56210	125	Diverticulosis et diverticulitis intestinorum, Diverticulum (diverticulosis) coli	Suolen umpipussitauti ja umpipussin tulehdus, Diverticulum (diverticulosis) coli		Diverticula of intestine, Diverticulum (diverticulosis) coli		0	1	0	1	0	
56211	108	Diverticulosis et diverticulitis intestinorum, Diverticulitis coli	Suolen umpipussitauti ja umpipussin tulehdus, Diverticulitis coli		Diverticula of intestine, Diverticulitis coli		0	1	0	1	0	
56218	10	Diverticulosis et diverticulitis intestinorum, Alia definita	Suolen umpipussitauti ja umpipussin tulehdus, Alia definita		Diverticula of intestine, Alia definita		0	1	0	1	0	
56219	13	Diverticulosis et diverticulitis intestinorum, NUD	Suolen umpipussitauti ja umpipussin tulehdus, NUD		Diverticula of intestine, Unspecified		0	1	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
563	0	Enterococolitis chronica et colitis ulcerosa	Krooninen suolitulehdus ja haavainen paksusuolentulehdus	Kronisk enterit och ulcerös kolit	Chronic enteritis and ulcerative colitis		0	0	0	0	0	
	NA						0	0	0	0	0	
56300	360	Enterococolitis chronica et colitis ulcerosa, Enteritis regionalis (Chohn)	Krooninen suolitulehdus ja haavainen paksusuolentulehdus, Enteritis regionalis (Chohn)		Chronic enteritis and ulcerative colitis, Regional enteritis		0	1	0	0	0	
56310	959	Enterococolitis chronica et colitis ulcerosa, Colitis ulcerosa	Krooninen suolitulehdus ja haavainen paksusuolentulehdus, Colitis ulcerosa		Chronic enteritis and ulcerative colitis, Ulcerative colitis		0	1	0	0	0	
56398	45	Enterococolitis chronica et colitis ulcerosa, Alia definita	Krooninen suolitulehdus ja haavainen paksusuolentulehdus, Alia definita		Chronic enteritis and ulcerative colitis, Alia definita		0	1	0	1	0	
56399	126	Enterococolitis chronica et colitis ulcerosa, NUD	Krooninen suolitulehdus ja haavainen paksusuolentulehdus, NUD		Chronic enteritis and ulcerative colitis, Other		0	1	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
564	0	Functio laesa intestinorum	Suoliston toiminuallinen häiriö	Funktionsrubbning i tarmen	Functional disorders of intestines		0	0	0	0	0	
	NA						0	0	0	0	0	
56400	248	Functio laesa intestinorum, Obstipatio chronica	Suoliston toiminuallinen häiriö, Obstipatio chronica		Functional disorders of intestines, Constipation		0	1	0	0	0	
56410	21	Functio laesa intestinorum, Colitis mucosa	Suoliston toiminuallinen häiriö, Colitis mucosa		Functional disorders of intestines, Colitis mucosa		0	1	0	1	0	
56411	138	Functio laesa intestinorum, Colon spasticum	Suoliston toiminuallinen häiriö, Colon spasticum		Functional disorders of intestines, Colon spasticum		0	1	0	1	0	
56419	289	Functio laesa intestinorum, Colon irritabile aliud sive NUD	Suoliston toiminuallinen häiriö, Colon irritabile aliud sive NUD		Functional disorders of intestines, Colon irritabile aliud sive NUD		0	1	0	1	0	
56490	9	Functio laesa intestinorum, Contractura ani	Suoliston toiminuallinen häiriö, Contractura ani		Functional disorders of intestines, Contractura ani		0	1	0	1	0	
56498	68	Functio laesa intestinorum, Alia definita	Suoliston toiminuallinen häiriö, Alia definita		Functional disorders of intestines, Alia definita		0	1	0	1	0	
56499	158	Functio laesa intestinorum, NUD	Suoliston toiminuallinen häiriö, NUD		Functional disorders of intestines, Other		0	1	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
565	0	Fissura et fistula ani	Peräpykimä ja peräsuoliavanne	Analfissur och analfistel	Anal fissure and fistula		0	0	0	0	0	
	NA						0	0	0	0	0	
56500	963	Fissura et fistula ani, Fissura ani	Peräpykimä ja peräsuoliavanne, Fissura ani		Anal fissure and fistula, Anal fissure		0	1	0	0	0	
56510	408	Fissura et fistula ani, Fistula ani	Peräpykimä ja peräsuoliavanne, Fistula ani		Anal fissure and fistula, Anal fistula		0	1	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
566	0	Abscessus perianalis et periproctalis	Paise peräaukon ja peräsuolen seudussa	Abscess i analregion och rektalregion	Abscess of anal and rectal regions		0	0	0	0	0	
	NA						0	0	0	0	0	
56600	164	Abscessus perianalis et periproctalis, Abscessus perianalis	Paise peräaukon ja peräsuolen seudussa, Abscessus perianalis		Abscess of anal and rectal regions, Abscessus perianalis		0	1	0	1	0	
56601	19	Abscessus perianalis et periproctalis, Abscessus periproctalis	Paise peräaukon ja peräsuolen seudussa, Abscessus periproctalis		Abscess of anal and rectal regions, Abscessus periproctalis		0	1	0	1	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
567	0	Peritonitis	Vatsakalvontulehdus	Bukhinneinflammation	Peritonitis		0	0	0	0	0	
	NA						0	0	0	0	0	
56700	10	Peritonitis, Abscessus pelvis (Viri)	Vatsakalvontulehdus, Abscessus pelvis (Viri)		Peritonitis, Abscessus pelvis (Viri)		0	1	0	1	0	
56701	6	Peritonitis, Abscessus subphrenicus	Vatsakalvontulehdus, Abscessus subphrenicus		Peritonitis, Abscessus subphrenicus		0	1	0	1	0	
56702	10	Peritonitis, Abscessus retroperitonealis	Vatsakalvontulehdus, Abscessus retroperitonealis		Peritonitis, Abscessus retroperitonealis		0	1	0	1	0	
56703	2	Peritonitis localisata	Vatsakalvontulehdus, Peritonitis localisata		Peritonitis, localisata		0	1	0	1	0	
56704	30	peritonitis difussa	Vatsakalvontulehdus, peritonitis difussa				0	1	0	1	1	
56708	19	Peritonitis, Alia definita	Vatsakalvontulehdus, Alia definita		Peritonitis, Alia definita		0	1	0	1	0	
56709	22	Peritonitis, NUD	Vatsakalvontulehdus, NUD		Peritonitis, Unspecified		0	1	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
568	0	Adhaesiones peritonei	Vatsakalvon kiinnikasvettumat	Peritoneala sammanväxningar	Peritoneal adhesions		0	0	0	0	0	
	NA						0	0	0	0	0	
56899	120	Adhaesiones peritonei	Vatsakalvon kiinnikasvettumat	Peritoneala sammanväxningar	Peritoneal adhesions		0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
569	0	Alii morbi intestinorum et peritonei	Muut suoliston ja vatsakalvon taudit	Andra sjukdomar i tarm och bukhinna	Other diseases of intestines and peritoneum		0	0	0	0	0	
	NA						0	0	0	0	0	
56900	8	Alii morbi intestinorum et peritonei, Abscessus intestini	Muut suoliston ja vatsakalvon taudit, Abscessus intestini		Other diseases of intestines and peritoneum, Abscessus intestini		0	1	0	1	0	
56901	16	Alii morbi intestinorum et peritonei, Perforatio intestini NUD	Muut suoliston ja vatsakalvon taudit, Perforatio intestini NUD		Other diseases of intestines and peritoneum, Perforatio intestini NUD		0	1	0	1	0	
56902	101	Alii morbi intestinorum et peritonei, Proctitis haemorrhagica (ulcerosa)	Muut suoliston ja vatsakalvon taudit, Proctitis haemorrhagica (ulcerosa)		Other diseases of intestines and peritoneum, Proctitis haemorrhagica (ulcerosa)		0	1	0	1	0	
56903	7	Alii morbi intestinorum et peritonei, Periproctitis	Muut suoliston ja vatsakalvon taudit, Periproctitis		Other diseases of intestines and peritoneum, Periproctitis		0	1	0	1	0	
56904	1	Alii morbi intestinorum et peritonei, Perisigmoiditis	Muut suoliston ja vatsakalvon taudit, Perisigmoiditis		Other diseases of intestines and peritoneum, Perisigmoiditis		0	1	0	1	0	
56905	11	Alii morbi intestinorum et peritonei, Fistula faecalis	Muut suoliston ja vatsakalvon taudit, Fistula faecalis		Other diseases of intestines and peritoneum, Fistula faecalis		0	1	0	1	0	
56906	27	Alii morbi intestinorum et peritonei, Prolapsus ani	Muut suoliston ja vatsakalvon taudit, Prolapsus ani		Other diseases of intestines and peritoneum, Prolapsus ani		0	1	0	1	0	
56907	34	Alii morbi intestinorum et peritonei, Prolapsus recti	Muut suoliston ja vatsakalvon taudit, Prolapsus recti		Other diseases of intestines and peritoneum, Prolapsus recti		0	1	0	1	0	
56908	126	Alii morbi intestinorum et peritonei, Alii definiti	Muut suoliston ja vatsakalvon taudit, Alii definiti		Other diseases of intestines and peritoneum, Alii definiti		0	1	0	1	0	
56909	175	Alii morbi intestinorum et peritonei, NUD	Muut suoliston ja vatsakalvon taudit, NUD		Other diseases of intestines and peritoneum, Unspecified		0	1	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
